#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.12295.1:163-1968|+    -            602 25500at50557         -            513  1.6e-291  966.3   7.4   1   1    2e-290  8.5e-289  957.4   7.4     1   513     6   599     6   599 0.91 -
14512at50557_103372_0:0005b9|STRG.10595.2:359-2995|+   -            879 25500at50557         -            513     8e-08   30.3   0.4   2   2    0.0005     0.021   12.5   0.0    49    80   141   173   136   181 0.90 -
80377at50557_166361_0:002fc1|STRG.949.1:108-659|+      -            184 25500at50557         -            513     1e-07   30.0   0.9   1   3     0.069       2.9    5.4   0.0    52   471    34    65    23    71 0.54 -
80377at50557_166361_0:002fc1|STRG.949.1:108-659|+      -            184 25500at50557         -            513     1e-07   30.0   0.9   2   3   2.1e-05    0.0009   17.0   0.1   444   481    96   133    75   135 0.86 -
80377at50557_166361_0:002fc1|STRG.949.1:108-659|+      -            184 25500at50557         -            513     1e-07   30.0   0.9   3   3     0.054       2.3    5.8   0.0   223   258   134   170   131   178 0.86 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 25500at50557         -            513   1.1e-07   29.9   0.6   1   3      0.33        14    3.2   0.0   441   471     9    39     4    52 0.84 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 25500at50557         -            513   1.1e-07   29.9   0.6   2   3    0.0069      0.29    8.7   0.1   441   477    65   103    50   109 0.78 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 25500at50557         -            513   1.1e-07   29.9   0.6   3   3   9.5e-07     4e-05   21.4   0.1    33   113    88   174    85   212 0.85 -
40115at50557_103372_0:0021d6|STRG.3637.2:3810-4820|+   -            337 25500at50557         -            513   1.3e-07   29.7   0.2   1   3   0.00034     0.014   13.0   0.0   297   356    18    75     9    84 0.86 -
40115at50557_103372_0:0021d6|STRG.3637.2:3810-4820|+   -            337 25500at50557         -            513   1.3e-07   29.7   0.2   2   3    0.0015     0.062   10.9   0.0   221   335   126   242   117   263 0.82 -
40115at50557_103372_0:0021d6|STRG.3637.2:3810-4820|+   -            337 25500at50557         -            513   1.3e-07   29.7   0.2   3   3       1.1        45    1.5   0.0   305   332   300   327   289   333 0.78 -
40115at50557_103372_0:0021d6|STRG.3637.4:3357-4367|+   -            337 25500at50557         -            513   1.3e-07   29.7   0.2   1   3   0.00034     0.014   13.0   0.0   297   356    18    75     9    84 0.86 -
40115at50557_103372_0:0021d6|STRG.3637.4:3357-4367|+   -            337 25500at50557         -            513   1.3e-07   29.7   0.2   2   3    0.0015     0.062   10.9   0.0   221   335   126   242   117   263 0.82 -
40115at50557_103372_0:0021d6|STRG.3637.4:3357-4367|+   -            337 25500at50557         -            513   1.3e-07   29.7   0.2   3   3       1.1        45    1.5   0.0   305   332   300   327   289   333 0.78 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 25500at50557         -            513   1.4e-07   29.5   8.8   1   4      0.18       7.7    4.0   0.2   454   512   140   199   123   202 0.60 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 25500at50557         -            513   1.4e-07   29.5   8.8   2   4     0.002     0.084   10.5   0.1   291   343   204   256   199   262 0.89 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 25500at50557         -            513   1.4e-07   29.5   8.8   3   4    0.0059      0.25    8.9   0.3   291   335   268   311   265   323 0.83 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 25500at50557         -            513   1.4e-07   29.5   8.8   4   4    0.0061      0.25    8.9   0.0   410   511   326   436   314   439 0.48 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 25500at50557         -            513   1.7e-07   29.2   0.2   1   3    0.0061      0.26    8.9   0.2   305   354    22    71     6    90 0.82 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 25500at50557         -            513   1.7e-07   29.2   0.2   2   3     0.033       1.4    6.5   0.0   438   471   101   135    80   143 0.64 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 25500at50557         -            513   1.7e-07   29.2   0.2   3   3     0.001     0.043   11.4   0.0    39   165   133   259   124   262 0.71 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 25500at50557         -            513   2.1e-07   28.9   0.1   1   3      0.42        17    2.8   0.0   274   332   289   346   280   351 0.85 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 25500at50557         -            513   2.1e-07   28.9   0.1   2   3     0.063       2.6    5.5   0.0    48    80   355   388   351   395 0.76 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 25500at50557         -            513   2.1e-07   28.9   0.1   3   3   3.2e-05    0.0013   16.4   0.0   407   471   404   474   393   480 0.75 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 25500at50557         -            513   2.4e-07   28.8   0.1   1   3      0.49        21    2.6   0.0   274   332   309   366   301   371 0.85 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 25500at50557         -            513   2.4e-07   28.8   0.1   2   3     0.071         3    5.4   0.0    48    80   375   408   371   415 0.76 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 25500at50557         -            513   2.4e-07   28.8   0.1   3   3     3e-05    0.0013   16.5   0.0   407   472   424   495   413   513 0.77 -
43719at50557_456900_0:000a8d|STRG.760.1:0-2081|+       -            694 25500at50557         -            513   4.8e-07   27.8   0.0   1   2   6.5e-07   2.7e-05   22.0   0.0   139   244    99   207    92   222 0.83 -
43719at50557_456900_0:000a8d|STRG.760.1:0-2081|+       -            694 25500at50557         -            513   4.8e-07   27.8   0.0   2   2         3   1.2e+02    0.0   0.0   425   465   647   687   625   692 0.52 -
80377at50557_166361_0:002fc1|STRG.2287.1:501-1214|+    -            238 25500at50557         -            513   6.6e-07   27.3   0.1   1   2      0.29        12    3.4   0.0   448   472    12    36     3    48 0.86 -
80377at50557_166361_0:002fc1|STRG.2287.1:501-1214|+    -            238 25500at50557         -            513   6.6e-07   27.3   0.1   2   2   1.8e-06   7.3e-05   20.6   0.0   142   257   111   232   106   236 0.77 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 25500at50557         -            513   1.6e-06   26.1   0.0   1   3       5.3   2.2e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 25500at50557         -            513   1.6e-06   26.1   0.0   2   3   3.9e-05    0.0016   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 25500at50557         -            513   1.6e-06   26.1   0.0   3   3   0.00014     0.006   14.3   0.0   137   205   158   231   111   233 0.79 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 25500at50557         -            513   1.6e-06   26.1   0.0   1   3       5.3   2.2e+02   -0.8   0.0   399   426     6    33     2    48 0.73 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 25500at50557         -            513   1.6e-06   26.1   0.0   2   3   3.9e-05    0.0016   16.1   0.0   222   332    63   190    51   192 0.73 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 25500at50557         -            513   1.6e-06   26.1   0.0   3   3   0.00014     0.006   14.3   0.0   137   205   158   231   111   233 0.79 -
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 25500at50557         -            513   2.4e-06   25.5   0.0   1   2    0.0011     0.045   11.4   0.0   297   338   207   248   183   253 0.81 -
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 25500at50557         -            513   2.4e-06   25.5   0.0   2   2   0.00066     0.028   12.1   0.0   427   506   249   329   247   332 0.70 -
78072at50557_38123_0:00214a|STRG.17674.1:105-854|+     -            250 25500at50557         -            513   2.5e-06   25.4   1.0   1   2   0.00043     0.018   12.7   0.1   180   246     8    73     3    87 0.83 -
78072at50557_38123_0:00214a|STRG.17674.1:105-854|+     -            250 25500at50557         -            513   2.5e-06   25.4   1.0   2   2    0.0015     0.063   10.9   0.1   213   331   134   249   127   250 0.75 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 25500at50557         -            513   2.7e-06   25.3   0.7   1   3   1.6e-05   0.00067   17.4   0.2   445   512     3    72     1    73 0.83 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 25500at50557         -            513   2.7e-06   25.3   0.7   2   3      0.11       4.8    4.7   0.1   302   350    40    90    33   108 0.78 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 25500at50557         -            513   2.7e-06   25.3   0.7   3   3     0.046       1.9    6.0   0.1   181   247   110   185    53   191 0.60 -
80377at50557_7539_0:001b71|STRG.19187.2:1251-1778|+    -            176 25500at50557         -            513   2.9e-06   25.2   0.0   1   1   4.1e-07   1.7e-05   22.6   0.0   195   332    35   176    27   176 0.74 -
80377at50557_7539_0:001b71|STRG.19187.3:1676-2203|+    -            176 25500at50557         -            513   2.9e-06   25.2   0.0   1   1   4.1e-07   1.7e-05   22.6   0.0   195   332    35   176    27   176 0.74 -
80377at50557_7539_0:001b71|STRG.19187.4:1886-2413|+    -            176 25500at50557         -            513   2.9e-06   25.2   0.0   1   1   4.1e-07   1.7e-05   22.6   0.0   195   332    35   176    27   176 0.74 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 25500at50557         -            513   3.9e-06   24.8   1.0   1   2     0.044       1.8    6.1   0.0   195   263   196   261   153   270 0.82 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 25500at50557         -            513   3.9e-06   24.8   1.0   2   2   1.9e-05   0.00079   17.2   0.4   223   336   302   419   296   443 0.79 -
40115at50557_7224_0:0020c8|STRG.6816.2:332-1069|+      -            246 25500at50557         -            513   5.7e-06   24.2   0.8   1   3    0.0013     0.054   11.1   0.0   155   210    27    85     1   105 0.72 -
40115at50557_7224_0:0020c8|STRG.6816.2:332-1069|+      -            246 25500at50557         -            513   5.7e-06   24.2   0.8   2   3    0.0086      0.36    8.4   0.1   441   512    97   165    87   166 0.82 -
40115at50557_7224_0:0020c8|STRG.6816.2:332-1069|+      -            246 25500at50557         -            513   5.7e-06   24.2   0.8   3   3      0.44        18    2.8   0.0   223   269   178   224   166   246 0.49 -
101659at50557_34720_0:0004dc|STRG.2360.3:0-1571|+      -            524 25500at50557         -            513   6.1e-06   24.1   0.0   1   1   3.2e-07   1.3e-05   23.0   0.0   188   325   318   463   293   469 0.76 -
101659at50557_34720_0:0004dc|STRG.2360.1:929-2479|+    -            517 25500at50557         -            513   6.2e-06   24.1   0.0   1   1   3.1e-07   1.3e-05   23.1   0.0   188   325   321   466   296   472 0.76 -
101659at50557_34720_0:0004dc|STRG.2360.2:1209-2759|+   -            517 25500at50557         -            513   6.2e-06   24.1   0.0   1   1   3.1e-07   1.3e-05   23.1   0.0   188   325   321   466   296   472 0.76 -
74508at50557_7394_0:0023c7|STRG.11028.1:15-890|+       -            292 25500at50557         -            513   9.5e-06   23.5   0.5   1   3     0.004      0.17    9.5   0.0   226   334    11   121     3   128 0.74 -
74508at50557_7394_0:0023c7|STRG.11028.1:15-890|+       -            292 25500at50557         -            513   9.5e-06   23.5   0.5   2   3       1.4        60    1.1   0.0   235   291   143   206   125   225 0.57 -
74508at50557_7394_0:0023c7|STRG.11028.1:15-890|+       -            292 25500at50557         -            513   9.5e-06   23.5   0.5   3   3    0.0029      0.12    9.9   0.1    49   109   225   284   216   290 0.76 -
78072at50557_156304_0:001dd8|STRG.1129.1:1750-2472|+   -            241 25500at50557         -            513     1e-05   23.4   0.8   1   2   0.00016    0.0068   14.1   0.1   404   474     5    77     2   120 0.67 -
78072at50557_156304_0:001dd8|STRG.1129.1:1750-2472|+   -            241 25500at50557         -            513     1e-05   23.4   0.8   2   2     0.018      0.74    7.4   0.1    23   121   115   221    95   226 0.67 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   1   5       2.4        99    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   2   5     0.045       1.9    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   3   5      0.11       4.6    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   4   5     0.079       3.3    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   5   5     0.078       3.3    5.2   0.0   406   433   263   290   250   301 0.85 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   1   5       2.4        99    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   2   5     0.045       1.9    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   3   5      0.11       4.6    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   4   5     0.079       3.3    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   5   5     0.078       3.3    5.2   0.0   406   433   263   290   250   301 0.85 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   1   5       2.4        99    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   2   5     0.045       1.9    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   3   5      0.11       4.6    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   4   5     0.079       3.3    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 25500at50557         -            513   1.4e-05   22.9   0.1   5   5     0.078       3.3    5.2   0.0   406   433   263   290   250   301 0.85 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 25500at50557         -            513   1.5e-05   22.9   0.3   1   3      0.47        20    2.7   0.1   320   477    50    70    17   154 0.53 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 25500at50557         -            513   1.5e-05   22.9   0.3   2   3      0.99        41    1.6   0.0   223   256   125   158   111   177 0.58 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 25500at50557         -            513   1.5e-05   22.9   0.3   3   3   3.4e-05    0.0014   16.3   0.0   298   354   162   219   155   225 0.82 -
14512at50557_197043_0:0050fb|STRG.8781.1:32-376|-      -            115 25500at50557         -            513   1.9e-05   22.5   0.1   1   2   3.5e-06   0.00014   19.6   0.2   404   472     4    79     2    86 0.77 -
14512at50557_197043_0:0050fb|STRG.8781.1:32-376|-      -            115 25500at50557         -            513   1.9e-05   22.5   0.1   2   2       2.1        90    0.5   0.0    49    72    86   109    81   115 0.83 -
80377at50557_116153_0:0002e6|STRG.1233.3:226-885|+     -            220 25500at50557         -            513   2.3e-05   22.2   0.3   1   2      0.46        19    2.7   0.0   446   511     3    72     1    74 0.66 -
80377at50557_116153_0:0002e6|STRG.1233.3:226-885|+     -            220 25500at50557         -            513   2.3e-05   22.2   0.3   2   2    0.0019     0.079   10.6   0.2   222   272    85   135    80   219 0.78 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 25500at50557         -            513   2.9e-05   21.9   2.5   1   4       7.7   3.2e+02   -1.3   0.0   489   512    15    38     8    39 0.59 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 25500at50557         -            513   2.9e-05   21.9   2.5   2   4    0.0011     0.046   11.3   0.0   135   209    51   132    24   147 0.76 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 25500at50557         -            513   2.9e-05   21.9   2.5   3   4      0.01      0.42    8.2   0.1   441   512   145   213   137   214 0.82 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 25500at50557         -            513   2.9e-05   21.9   2.5   4   4       3.8   1.6e+02   -0.3   0.1    60    79   234   254   216   257 0.57 -
33043at50557_1507135_0:0016cf|STRG.2736.3:1733-2311|+  -            193 25500at50557         -            513   3.4e-05   21.7   0.1   1   2    0.0033      0.14    9.8   0.0   400   471    32   107    15   116 0.54 -
33043at50557_1507135_0:0016cf|STRG.2736.3:1733-2311|+  -            193 25500at50557         -            513   3.4e-05   21.7   0.1   2   2    0.0037      0.15    9.6   0.1   298   350   113   166   107   188 0.83 -
25500at50557_217634_0:00029d|STRG.18958.1:360-1724|+   -            455 25500at50557         -            513   3.5e-05   21.6   0.8   1   2    0.0031      0.13    9.8   0.0   221   331    21   139     1   233 0.65 -
25500at50557_217634_0:00029d|STRG.18958.1:360-1724|+   -            455 25500at50557         -            513   3.5e-05   21.6   0.8   2   2    0.0029      0.12   10.0   0.1   396   433   349   386   240   440 0.74 -
25500at50557_217634_0:00029d|STRG.18958.2:326-1690|+   -            455 25500at50557         -            513   3.5e-05   21.6   0.8   1   2    0.0031      0.13    9.8   0.0   221   331    21   139     1   233 0.65 -
25500at50557_217634_0:00029d|STRG.18958.2:326-1690|+   -            455 25500at50557         -            513   3.5e-05   21.6   0.8   2   2    0.0029      0.12   10.0   0.1   396   433   349   386   240   440 0.74 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 25500at50557         -            513   6.1e-05   20.8   0.0   1   3      0.16       6.7    4.2   0.0   404   437     1    34     1    80 0.66 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 25500at50557         -            513   6.1e-05   20.8   0.0   2   3    0.0067      0.28    8.8   0.0   193   269   104   180    99   188 0.81 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 25500at50557         -            513   6.1e-05   20.8   0.0   3   3      0.22       9.1    3.8   0.0   447   497   230   285   201   300 0.62 -
40115at50557_29031_0:00277e|STRG.18596.1:1326-2111|+   -            262 25500at50557         -            513     8e-05   20.5   0.1   1   1   0.00023    0.0097   13.6   0.1    60   260     5   225     1   227 0.67 -
40115at50557_29031_0:00277e|STRG.18596.2:1326-2111|+   -            262 25500at50557         -            513     8e-05   20.5   0.1   1   1   0.00023    0.0097   13.6   0.1    60   260     5   225     1   227 0.67 -
40115at50557_29031_0:00277e|STRG.18596.3:1326-2111|+   -            262 25500at50557         -            513     8e-05   20.5   0.1   1   1   0.00023    0.0097   13.6   0.1    60   260     5   225     1   227 0.67 -
40115at50557_29031_0:00277e|STRG.18596.4:1326-2111|+   -            262 25500at50557         -            513     8e-05   20.5   0.1   1   1   0.00023    0.0097   13.6   0.1    60   260     5   225     1   227 0.67 -
40115at50557_29031_0:00277e|STRG.18596.5:1326-2111|+   -            262 25500at50557         -            513     8e-05   20.5   0.1   1   1   0.00023    0.0097   13.6   0.1    60   260     5   225     1   227 0.67 -
42371at50557_69820_0:000b2f|STRG.9265.1:375-1319|+     -            315 25500at50557         -            513    0.0001   20.1   0.0   1   2   0.00068     0.028   12.0   0.0   193   355    20   193     1   199 0.70 -
42371at50557_69820_0:000b2f|STRG.9265.1:375-1319|+     -            315 25500at50557         -            513    0.0001   20.1   0.0   2   2     0.052       2.2    5.8   0.0   277   331   259   315   247   315 0.83 -
80377at50557_104452_0:001b3f|STRG.11985.6:1226-1735|+  -            170 25500at50557         -            513   0.00016   19.5   2.6   1   2      0.37        16    3.0   0.0   155   169    19    33     4    47 0.63 -
80377at50557_104452_0:001b3f|STRG.11985.6:1226-1735|+  -            170 25500at50557         -            513   0.00016   19.5   2.6   2   2    0.0001    0.0043   14.7   1.0   223   349    46   170    42   170 0.75 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 25500at50557         -            513   0.00019   19.2   0.4   1   3    0.0058      0.24    9.0   0.1   224   274    39    92     3   110 0.69 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 25500at50557         -            513   0.00019   19.2   0.4   2   3    0.0067      0.28    8.8   0.1   223   355    80   203    73   207 0.65 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 25500at50557         -            513   0.00019   19.2   0.4   3   3       1.1        44    1.5   0.0    59    80   200   222   192   232 0.74 -
58729at50557_37001_0:002164|STRG.7329.2:24-845|+       -            274 25500at50557         -            513   0.00019   19.2   0.0   1   1   1.2e-05   0.00052   17.8   0.0   188   296    78   192    71   232 0.78 -
10915at50557_1629725_0:000b60|STRG.17421.1:1-510|+     -            170 25500at50557         -            513   0.00019   19.2   0.1   1   1   5.2e-06   0.00022   19.0   0.1   194   313     2   118     1   147 0.76 -
80377at50557_39758_0:001a6c|STRG.6031.1:705-1466|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2   0.00023    0.0095   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.6031.1:705-1466|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.43        18    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.6031.2:513-1274|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2   0.00023    0.0095   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.6031.2:513-1274|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.43        18    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.6031.4:1032-1793|+    -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2   0.00023    0.0095   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.6031.4:1032-1793|+    -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.43        18    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.6031.5:816-1577|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2   0.00023    0.0095   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.6031.5:816-1577|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.43        18    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.6031.6:758-1519|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2   0.00023    0.0095   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.6031.6:758-1519|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.43        18    2.8   0.0   406   432   226   252   197   254 0.69 -
57752at50557_219809_0:0011a2|STRG.3637.3:463-1206|+    -            248 25500at50557         -            513    0.0002   19.1   0.1   1   2      0.15       6.4    4.3   0.0   322   356     2    36     1    45 0.92 -
57752at50557_219809_0:0011a2|STRG.3637.3:463-1206|+    -            248 25500at50557         -            513    0.0002   19.1   0.1   2   2   0.00066     0.028   12.1   0.0   221   335    87   203    76   226 0.82 -
80377at50557_121845_0:0030d4|STRG.17948.1:162-737|+    -            192 25500at50557         -            513   0.00025   18.8   0.2   1   2     0.062       2.6    5.6   0.0    64   104     4    46     1    54 0.69 -
80377at50557_121845_0:0030d4|STRG.17948.1:162-737|+    -            192 25500at50557         -            513   0.00025   18.8   0.2   2   2   0.00077     0.032   11.8   0.0   188   253    73   137    59   188 0.69 -
80377at50557_39758_0:001a6c|STRG.6066.1:2679-3449|+    -            257 25500at50557         -            513   0.00025   18.8   0.2   1   1   0.00011    0.0045   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.6066.4:2673-3443|+    -            257 25500at50557         -            513   0.00025   18.8   0.2   1   1   0.00011    0.0045   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.6066.5:1581-2351|+    -            257 25500at50557         -            513   0.00025   18.8   0.2   1   1   0.00011    0.0045   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 25500at50557         -            513   0.00032   18.5   0.0   1   2   2.5e-05     0.001   16.8   0.0   193   339     9   157     3   178 0.69 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 25500at50557         -            513   0.00032   18.5   0.0   2   2       9.6     4e+02   -1.7   0.0   409   438   226   254   213   262 0.77 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 25500at50557         -            513   0.00032   18.5   0.0   1   2   2.5e-05     0.001   16.8   0.0   193   339     9   157     3   178 0.69 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 25500at50557         -            513   0.00032   18.5   0.0   2   2       9.6     4e+02   -1.7   0.0   409   438   226   254   213   262 0.77 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 25500at50557         -            513   0.00032   18.5   0.0   1   2   2.5e-05     0.001   16.8   0.0   193   339     9   157     3   178 0.69 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 25500at50557         -            513   0.00032   18.5   0.0   2   2       9.6     4e+02   -1.7   0.0   409   438   226   254   213   262 0.77 -
22030at50557_1629725_0:000db0|STRG.11985.7:1433-1834|+ -            134 25500at50557         -            513   0.00035   18.3   0.8   1   1   1.8e-05   0.00075   17.2   0.8   223   350     7   132     5   134 0.79 -
80377at50557_319348_0:0016a3|STRG.6069.1:2157-2915|+   -            253 25500at50557         -            513   0.00042   18.1   0.2   1   1   0.00025     0.011   13.4   0.2   273   349    71   145    14   253 0.76 -
80377at50557_319348_0:0016a3|STRG.6069.2:2154-2912|+   -            253 25500at50557         -            513   0.00042   18.1   0.2   1   1   0.00025     0.011   13.4   0.2   273   349    71   145    14   253 0.76 -
80377at50557_319348_0:0016a3|STRG.6069.3:1874-2632|+   -            253 25500at50557         -            513   0.00042   18.1   0.2   1   1   0.00025     0.011   13.4   0.2   273   349    71   145    14   253 0.76 -
78072at50557_7038_0:0021a3|STRG.10589.1:379-1227|+     -            283 25500at50557         -            513   0.00044   18.0   0.9   1   3    0.0006     0.025   12.2   0.2   446   512    52   118    35   119 0.80 -
78072at50557_7038_0:0021a3|STRG.10589.1:379-1227|+     -            283 25500at50557         -            513   0.00044   18.0   0.9   2   3    0.0092      0.38    8.3   0.1   446   513    95   163    91   163 0.86 -
78072at50557_7038_0:0021a3|STRG.10589.1:379-1227|+     -            283 25500at50557         -            513   0.00044   18.0   0.9   3   3       6.1   2.6e+02   -1.0   0.0   153   176   242   265   239   271 0.86 -
