#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_34720_0:00248d|STRG.17583.1:0-1976|+      -            659 34006at50557         -            414  5.2e-229  758.9   4.6   1   1  5.9e-230  2.3e-228  756.8   4.6     1   414   178   643   178   643 0.93 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 34006at50557         -            414   2.3e-07   28.9   0.0   1   1   8.1e-09   3.1e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 34006at50557         -            414   2.7e-07   28.6   0.9   1   2      0.23       8.9    3.9   0.0   128   195   195   263   174   279 0.80 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 34006at50557         -            414   2.7e-07   28.6   0.9   2   2   3.2e-07   1.2e-05   23.2   0.2   124   238   315   438   297   462 0.70 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 34006at50557         -            414   3.1e-07   28.4   1.1   1   3     0.067       2.6    5.7   0.0   139   185   129   174   102   179 0.78 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 34006at50557         -            414   3.1e-07   28.4   1.1   2   3   1.1e-05   0.00044   18.1   0.4    13   182   142   305   131   318 0.76 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 34006at50557         -            414   3.1e-07   28.4   1.1   3   3     0.014      0.54    7.9   0.0   119   187   325   403   315   421 0.77 -
80377at50557_319348_0:0016a3|STRG.6069.1:2157-2915|+   -            253 34006at50557         -            414   3.6e-07   28.2   1.3   1   2   9.8e-07   3.8e-05   21.6   0.1   133   220    36   134    27   147 0.77 -
80377at50557_319348_0:0016a3|STRG.6069.1:2157-2915|+   -            253 34006at50557         -            414   3.6e-07   28.2   1.3   2   2   0.00044     0.017   12.9   0.2   110   250    98   247    94   252 0.80 -
80377at50557_319348_0:0016a3|STRG.6069.2:2154-2912|+   -            253 34006at50557         -            414   3.6e-07   28.2   1.3   1   2   9.8e-07   3.8e-05   21.6   0.1   133   220    36   134    27   147 0.77 -
80377at50557_319348_0:0016a3|STRG.6069.2:2154-2912|+   -            253 34006at50557         -            414   3.6e-07   28.2   1.3   2   2   0.00044     0.017   12.9   0.2   110   250    98   247    94   252 0.80 -
80377at50557_319348_0:0016a3|STRG.6069.3:1874-2632|+   -            253 34006at50557         -            414   3.6e-07   28.2   1.3   1   2   9.8e-07   3.8e-05   21.6   0.1   133   220    36   134    27   147 0.77 -
80377at50557_319348_0:0016a3|STRG.6069.3:1874-2632|+   -            253 34006at50557         -            414   3.6e-07   28.2   1.3   2   2   0.00044     0.017   12.9   0.2   110   250    98   247    94   252 0.80 -
43719at50557_456900_0:000a8d|STRG.760.1:0-2081|+       -            694 34006at50557         -            414   3.7e-07   28.2   0.9   1   1   1.4e-08   5.5e-07   27.6   0.1   160   274    64   187    55   231 0.63 -
80377at50557_7539_0:001b71|STRG.19187.2:1251-1778|+    -            176 34006at50557         -            414   3.8e-07   28.2   0.4   1   2   3.1e-05    0.0012   16.6   0.0   158   227    25   102    12   107 0.77 -
80377at50557_7539_0:001b71|STRG.19187.2:1251-1778|+    -            176 34006at50557         -            414   3.8e-07   28.2   0.4   2   2   3.6e-05    0.0014   16.4   0.1   126   214    76   175    60   176 0.72 -
80377at50557_7539_0:001b71|STRG.19187.3:1676-2203|+    -            176 34006at50557         -            414   3.8e-07   28.2   0.4   1   2   3.1e-05    0.0012   16.6   0.0   158   227    25   102    12   107 0.77 -
80377at50557_7539_0:001b71|STRG.19187.3:1676-2203|+    -            176 34006at50557         -            414   3.8e-07   28.2   0.4   2   2   3.6e-05    0.0014   16.4   0.1   126   214    76   175    60   176 0.72 -
80377at50557_7539_0:001b71|STRG.19187.4:1886-2413|+    -            176 34006at50557         -            414   3.8e-07   28.2   0.4   1   2   3.1e-05    0.0012   16.6   0.0   158   227    25   102    12   107 0.77 -
80377at50557_7539_0:001b71|STRG.19187.4:1886-2413|+    -            176 34006at50557         -            414   3.8e-07   28.2   0.4   2   2   3.6e-05    0.0014   16.4   0.1   126   214    76   175    60   176 0.72 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 34006at50557         -            414   4.2e-07   28.0   0.2   1   2     2e-07   7.9e-06   23.8   0.0   111   222   378   499   368   501 0.78 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 34006at50557         -            414   4.2e-07   28.0   0.2   2   2      0.12       4.8    4.8   0.0   151   187   462   498   456   529 0.74 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 34006at50557         -            414     5e-07   27.8   1.2   1   3   4.7e-07   1.8e-05   22.6   0.1   158   216     1    67     1    71 0.77 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 34006at50557         -            414     5e-07   27.8   1.2   2   3     0.021      0.82    7.3   0.1    14    47    39    73    30   207 0.82 -
80377at50557_125945_0:000803|STRG.5687.4:66-923|+      -            286 34006at50557         -            414     5e-07   27.8   1.2   3   3      0.76        29    2.2   0.2   157   182   173   198   109   260 0.56 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 34006at50557         -            414     5e-07   27.8   1.2   1   3   4.7e-07   1.8e-05   22.6   0.1   158   216     1    67     1    71 0.77 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 34006at50557         -            414     5e-07   27.8   1.2   2   3     0.021      0.82    7.3   0.1    14    47    39    73    30   207 0.82 -
80377at50557_7237_0:001b62|STRG.5687.1:230-1087|+      -            286 34006at50557         -            414     5e-07   27.8   1.2   3   3      0.76        29    2.2   0.2   157   182   173   198   109   260 0.56 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 34006at50557         -            414     5e-07   27.8   1.2   1   3   4.7e-07   1.8e-05   22.6   0.1   158   216     1    67     1    71 0.77 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 34006at50557         -            414     5e-07   27.8   1.2   2   3     0.021      0.82    7.3   0.1    14    47    39    73    30   207 0.82 -
80377at50557_7237_0:001b62|STRG.5687.3:226-1083|+      -            286 34006at50557         -            414     5e-07   27.8   1.2   3   3      0.76        29    2.2   0.2   157   182   173   198   109   260 0.56 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 34006at50557         -            414     5e-07   27.8   0.1   1   1   1.9e-07   7.1e-06   24.0   0.0   111   222   358   479   354   481 0.77 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 34006at50557         -            414   7.5e-07   27.2   0.3   1   3   0.00032     0.012   13.3   0.1   155   263     8   127     2   139 0.71 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 34006at50557         -            414   7.5e-07   27.2   0.3   2   3    0.0023     0.088   10.5   0.1   125   184   156   216   145   252 0.67 -
71739at50557_103372_0:00145d|STRG.17862.1:0-965|+      -            322 34006at50557         -            414   7.5e-07   27.2   0.3   3   3      0.33        13    3.4   0.0   110   142   182   215   179   312 0.62 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 34006at50557         -            414   8.9e-07   26.9   1.0   1   3     0.063       2.4    5.8   0.0   139   185   129   174   102   180 0.78 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 34006at50557         -            414   8.9e-07   26.9   1.0   2   3   8.9e-06   0.00034   18.4   0.4    13   182   142   305   129   324 0.76 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 34006at50557         -            414   8.9e-07   26.9   1.0   3   3     0.043       1.6    6.3   0.0   119   187   325   403   314   416 0.75 -
40115at50557_7224_0:0020c8|STRG.6816.2:332-1069|+      -            246 34006at50557         -            414   9.7e-07   26.8   2.2   1   2       0.1       3.9    5.1   0.3   119   181    61   125    38   134 0.70 -
40115at50557_7224_0:0020c8|STRG.6816.2:332-1069|+      -            246 34006at50557         -            414   9.7e-07   26.8   2.2   2   2     1e-06     4e-05   21.5   0.1   108   214   133   245   127   246 0.84 -
71739at50557_103372_0:00145d|STRG.17862.2:112-1044|+   -            311 34006at50557         -            414     1e-06   26.8   0.4   1   2   0.00024    0.0091   13.7   0.0   153   263    10   131     1   139 0.71 -
71739at50557_103372_0:00145d|STRG.17862.2:112-1044|+   -            311 34006at50557         -            414     1e-06   26.8   0.4   2   2    0.0019     0.073   10.7   0.0   125   184   160   220   143   254 0.65 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 34006at50557         -            414   1.3e-06   26.5   2.2   1   4    0.0069      0.26    8.9   0.1   111   183    64   139    55   152 0.83 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 34006at50557         -            414   1.3e-06   26.5   2.2   2   4     0.063       2.4    5.7   0.0   261   296   150   185   144   197 0.84 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 34006at50557         -            414   1.3e-06   26.5   2.2   3   4      0.18         7    4.2   0.0   124   223   208   274   200   278 0.49 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 34006at50557         -            414   1.3e-06   26.5   2.2   4   4      0.27        11    3.6   0.0     6    49   275   318   272   346 0.76 -
40115at50557_103372_0:0021d6|STRG.8786.5:187-996|+     -            270 34006at50557         -            414   1.5e-06   26.1   1.3   1   1   1.1e-05    0.0004   18.2   1.3    12   168   119   267   109   270 0.63 -
49370at50557_116153_0:0006c7|STRG.6031.7:1433-2212|+   -            260 34006at50557         -            414   2.2e-06   25.7   0.5   1   2   8.5e-07   3.3e-05   21.8   0.1   133   221    50   149    41   162 0.75 -
49370at50557_116153_0:0006c7|STRG.6031.7:1433-2212|+   -            260 34006at50557         -            414   2.2e-06   25.7   0.5   2   2   0.00079      0.03   12.0   0.2   111   246   113   257   112   260 0.80 -
58729at50557_103372_0:00194e|STRG.5987.4:152-1699|+    -            516 34006at50557         -            414   2.8e-06   25.3   0.8   1   2   0.00048     0.018   12.7   0.1   144   232    71   165    45   231 0.69 -
58729at50557_103372_0:00194e|STRG.5987.4:152-1699|+    -            516 34006at50557         -            414   2.8e-06   25.3   0.8   2   2    0.0027       0.1   10.3   0.1     8    50   243   284   238   327 0.81 -
58729at50557_103372_0:00194e|STRG.5987.2:0-1571|+      -            524 34006at50557         -            414   2.9e-06   25.3   0.8   1   2   0.00049     0.019   12.7   0.1   144   232    71   165    45   231 0.69 -
58729at50557_103372_0:00194e|STRG.5987.2:0-1571|+      -            524 34006at50557         -            414   2.9e-06   25.3   0.8   2   2    0.0028      0.11   10.2   0.1     8    50   243   284   238   327 0.81 -
71739at50557_66420_0:0008cd|STRG.10582.1:798-1385|+    -            196 34006at50557         -            414   3.1e-06   25.1   0.1   1   3      0.45        17    2.9   0.0   201   218    18    35     7    45 0.71 -
71739at50557_66420_0:0008cd|STRG.10582.1:798-1385|+    -            196 34006at50557         -            414   3.1e-06   25.1   0.1   2   3    0.0075      0.29    8.8   0.0   267   291    49    74    43    81 0.81 -
71739at50557_66420_0:0008cd|STRG.10582.1:798-1385|+    -            196 34006at50557         -            414   3.1e-06   25.1   0.1   3   3   0.00013    0.0049   14.6   0.0   119   229    54   174    54   195 0.72 -
58729at50557_103372_0:00194e|STRG.5987.3:96-1487|+     -            464 34006at50557         -            414   3.6e-06   24.9   0.5   1   2   0.00092     0.035   11.8   0.0   149   232    16   105    11   173 0.69 -
58729at50557_103372_0:00194e|STRG.5987.3:96-1487|+     -            464 34006at50557         -            414   3.6e-06   24.9   0.5   2   2    0.0023      0.09   10.5   0.0     8    50   183   224   179   268 0.80 -
14512at50557_197043_0:0050fb|STRG.8781.1:32-376|-      -            115 34006at50557         -            414   4.1e-06   24.8   0.2   1   1   1.8e-07     7e-06   24.0   0.2    13   108     5    97     1   109 0.79 -
27737at50557_13686_0:00042a|STRG.17337.1:0-1832|+      -            611 34006at50557         -            414     5e-06   24.5   0.4   1   2   2.3e-06     9e-05   20.3   0.6   164   266    66   181    47   206 0.72 -
27737at50557_13686_0:00042a|STRG.17337.1:0-1832|+      -            611 34006at50557         -            414     5e-06   24.5   0.4   2   2       1.3        51    1.4   0.0    18    56   251   295   241   305 0.76 -
78072at50557_40932_0:0000db|STRG.941.1:829-1638|+      -            270 34006at50557         -            414   6.3e-06   24.2   0.0   1   2      0.01       0.4    8.3   0.0   106   140     8    44     5    46 0.85 -
78072at50557_40932_0:0000db|STRG.941.1:829-1638|+      -            270 34006at50557         -            414   6.3e-06   24.2   0.0   2   2   0.00026      0.01   13.6   0.0   117   190    71   145    57   228 0.75 -
78072at50557_40932_0:0000db|STRG.941.2:1001-1810|+     -            270 34006at50557         -            414   6.3e-06   24.2   0.0   1   2      0.01       0.4    8.3   0.0   106   140     8    44     5    46 0.85 -
78072at50557_40932_0:0000db|STRG.941.2:1001-1810|+     -            270 34006at50557         -            414   6.3e-06   24.2   0.0   2   2   0.00026      0.01   13.6   0.0   117   190    71   145    57   228 0.75 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 34006at50557         -            414   9.1e-06   23.6   0.4   1   4      0.41        16    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 34006at50557         -            414   9.1e-06   23.6   0.4   2   4      0.37        14    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 34006at50557         -            414   9.1e-06   23.6   0.4   3   4    0.0008     0.031   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.10:1539-2720|+  -            394 34006at50557         -            414   9.1e-06   23.6   0.4   4   4         3   1.2e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 34006at50557         -            414   9.1e-06   23.6   0.4   1   4      0.41        16    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 34006at50557         -            414   9.1e-06   23.6   0.4   2   4      0.37        14    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 34006at50557         -            414   9.1e-06   23.6   0.4   3   4    0.0008     0.031   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.11:1146-2327|+  -            394 34006at50557         -            414   9.1e-06   23.6   0.4   4   4         3   1.2e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 34006at50557         -            414   9.1e-06   23.6   0.4   1   4      0.41        16    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 34006at50557         -            414   9.1e-06   23.6   0.4   2   4      0.37        14    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 34006at50557         -            414   9.1e-06   23.6   0.4   3   4    0.0008     0.031   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.1:506-1687|+    -            394 34006at50557         -            414   9.1e-06   23.6   0.4   4   4         3   1.2e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   1   4      0.41        16    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   2   4      0.37        14    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   3   4    0.0008     0.031   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.2:1676-2857|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   4   4         3   1.2e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   1   4      0.41        16    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   2   4      0.37        14    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   3   4    0.0008     0.031   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.4:1470-2651|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   4   4         3   1.2e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   1   4      0.41        16    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   2   4      0.37        14    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   3   4    0.0008     0.031   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.5:1679-2860|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   4   4         3   1.2e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   1   4      0.41        16    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   2   4      0.37        14    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   3   4    0.0008     0.031   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.6:1965-3146|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   4   4         3   1.2e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 34006at50557         -            414   9.1e-06   23.6   0.4   1   4      0.41        16    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 34006at50557         -            414   9.1e-06   23.6   0.4   2   4      0.37        14    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 34006at50557         -            414   9.1e-06   23.6   0.4   3   4    0.0008     0.031   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.8:715-1896|+    -            394 34006at50557         -            414   9.1e-06   23.6   0.4   4   4         3   1.2e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   1   4      0.41        16    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   2   4      0.37        14    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   3   4    0.0008     0.031   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.4539.9:1325-2506|+   -            394 34006at50557         -            414   9.1e-06   23.6   0.4   4   4         3   1.2e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
80377at50557_39758_0:001a6c|STRG.6066.2:2957-3610|+    -            218 34006at50557         -            414   9.4e-06   23.6   0.0   1   1   2.8e-07   1.1e-05   23.4   0.0   132   221    39   139    30   205 0.79 -
80377at50557_39758_0:001a6c|STRG.6066.3:2846-3499|+    -            218 34006at50557         -            414   9.4e-06   23.6   0.0   1   1   2.8e-07   1.1e-05   23.4   0.0   132   221    39   139    30   205 0.79 -
78072at50557_34720_0:000cf9|STRG.6360.3:144-1058|+     -            305 34006at50557         -            414   1.1e-05   23.3  13.7   1   2   1.3e-05   0.00049   17.9   0.8   118   216    25   136    11   143 0.61 -
78072at50557_34720_0:000cf9|STRG.6360.3:144-1058|+     -            305 34006at50557         -            414   1.1e-05   23.3  13.7   2   2   1.6e-05   0.00063   17.6   6.0    13   221    63   266    58   280 0.71 -
40115at50557_121225_0:000dac|STRG.4539.3:777-1847|+    -            357 34006at50557         -            414   1.3e-05   23.2   0.3   1   3       1.1        41    1.7   0.0   267   291     3    27     1    45 0.84 -
40115at50557_121225_0:000dac|STRG.4539.3:777-1847|+    -            357 34006at50557         -            414   1.3e-05   23.2   0.3   2   3       0.3        11    3.5   0.0   118   184    53   121    39   160 0.79 -
40115at50557_121225_0:000dac|STRG.4539.3:777-1847|+    -            357 34006at50557         -            414   1.3e-05   23.2   0.3   3   3   0.00045     0.017   12.8   0.0   123   199   185   267   151   295 0.74 -
78072at50557_38123_0:00214a|STRG.17674.1:105-854|+     -            250 34006at50557         -            414     2e-05   22.5   0.5   1   3   0.00034     0.013   13.2   0.0   188   244    10    68     2    79 0.77 -
78072at50557_38123_0:00214a|STRG.17674.1:105-854|+     -            250 34006at50557         -            414     2e-05   22.5   0.5   2   3       1.4        53    1.3   0.0    11    95    93   179    84   188 0.64 -
78072at50557_38123_0:00214a|STRG.17674.1:105-854|+     -            250 34006at50557         -            414     2e-05   22.5   0.5   3   3     0.099       3.8    5.1   0.1   158   214   188   249   150   250 0.71 -
33043at50557_1507135_0:0016cf|STRG.2736.3:1733-2311|+  -            193 34006at50557         -            414   2.4e-05   22.2   1.4   1   2   0.00019    0.0073   14.1   0.1   124   235    46   169    28   172 0.71 -
33043at50557_1507135_0:0016cf|STRG.2736.3:1733-2311|+  -            193 34006at50557         -            414   2.4e-05   22.2   1.4   2   2   0.00019    0.0072   14.1   0.1   125   184   132   192   118   193 0.89 -
22030at50557_1629725_0:000db0|STRG.11985.7:1433-1834|+ -            134 34006at50557         -            414   2.5e-05   22.2   0.7   1   2      0.71        27    2.3   0.0    21    41    14    34     7    44 0.67 -
22030at50557_1629725_0:000db0|STRG.11985.7:1433-1834|+ -            134 34006at50557         -            414   2.5e-05   22.2   0.7   2   2   8.9e-06   0.00034   18.4   0.2   110   185    45   118    39   132 0.80 -
74508at50557_7394_0:0023c7|STRG.11028.1:15-890|+       -            292 34006at50557         -            414     3e-05   21.9   0.1   1   3     0.022      0.84    7.3   0.0   121   218    19   122    10   126 0.67 -
74508at50557_7394_0:0023c7|STRG.11028.1:15-890|+       -            292 34006at50557         -            414     3e-05   21.9   0.1   2   3       1.2        44    1.6   0.0    18    50   135   167   127   206 0.80 -
74508at50557_7394_0:0023c7|STRG.11028.1:15-890|+       -            292 34006at50557         -            414     3e-05   21.9   0.1   3   3    0.0051       0.2    9.3   0.0   190   247   232   291   208   292 0.79 -
57752at50557_38123_0:002253|STRG.10261.2:552-1097|+    -            182 34006at50557         -            414   3.1e-05   21.8   0.4   1   2   0.00013    0.0048   14.6   0.1   130   216     5   102     2   106 0.63 -
57752at50557_38123_0:002253|STRG.10261.2:552-1097|+    -            182 34006at50557         -            414   3.1e-05   21.8   0.4   2   2    0.0031      0.12   10.1   0.1   119   187    81   152    72   174 0.72 -
57752at50557_38123_0:002253|STRG.10261.3:675-1220|+    -            182 34006at50557         -            414   3.1e-05   21.8   0.4   1   2   0.00013    0.0048   14.6   0.1   130   216     5   102     2   106 0.63 -
57752at50557_38123_0:002253|STRG.10261.3:675-1220|+    -            182 34006at50557         -            414   3.1e-05   21.8   0.4   2   2    0.0031      0.12   10.1   0.1   119   187    81   152    72   174 0.72 -
80377at50557_108931_0:002353|STRG.18490.1:2805-3422|+  -            206 34006at50557         -            414   3.7e-05   21.6   0.0   1   2      0.86        33    2.0   0.0   168   182     3    17     1    28 0.85 -
80377at50557_108931_0:002353|STRG.18490.1:2805-3422|+  -            206 34006at50557         -            414   3.7e-05   21.6   0.0   2   2   1.8e-05   0.00068   17.4   0.0   116   189    42   120    30   125 0.80 -
80377at50557_108931_0:002353|STRG.18490.2:2284-2901|+  -            206 34006at50557         -            414   3.7e-05   21.6   0.0   1   2      0.86        33    2.0   0.0   168   182     3    17     1    28 0.85 -
80377at50557_108931_0:002353|STRG.18490.2:2284-2901|+  -            206 34006at50557         -            414   3.7e-05   21.6   0.0   2   2   1.8e-05   0.00068   17.4   0.0   116   189    42   120    30   125 0.80 -
80377at50557_108931_0:002353|STRG.18490.3:2523-3140|+  -            206 34006at50557         -            414   3.7e-05   21.6   0.0   1   2      0.86        33    2.0   0.0   168   182     3    17     1    28 0.85 -
80377at50557_108931_0:002353|STRG.18490.3:2523-3140|+  -            206 34006at50557         -            414   3.7e-05   21.6   0.0   2   2   1.8e-05   0.00068   17.4   0.0   116   189    42   120    30   125 0.80 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 34006at50557         -            414   4.5e-05   21.3  13.1   1   3     3e-05    0.0012   16.7   0.5   118   216    26   137    12   139 0.61 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 34006at50557         -            414   4.5e-05   21.3  13.1   2   3   2.5e-05   0.00097   16.9   6.3    12   221    63   267    54   287 0.70 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 34006at50557         -            414   4.5e-05   21.3  13.1   3   3       0.2       7.6    4.1   1.0    10    41   195   226   188   426 0.66 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 34006at50557         -            414   5.6e-05   21.0   1.5   1   2    0.0091      0.35    8.5   0.7    13   179    25   196    14   253 0.49 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 34006at50557         -            414   5.6e-05   21.0   1.5   2   2    0.0087      0.34    8.6   0.1   153   216   254   328   222   329 0.63 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 34006at50557         -            414   5.8e-05   21.0   0.7   1   2     0.023      0.88    7.2   0.0   129   186     8    67     1   105 0.65 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 34006at50557         -            414   5.8e-05   21.0   0.7   2   2   0.00058     0.022   12.5   0.1   124   186   138   202   119   222 0.76 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 34006at50557         -            414   6.1e-05   20.9   0.1   1   2       1.6        61    1.1   0.0   158   218     7    80     3    92 0.54 -
40115at50557_116153_0:000cbb|STRG.7336.1:1344-2243|+   -            300 34006at50557         -            414   6.1e-05   20.9   0.1   2   2   2.8e-05    0.0011   16.8   0.0   163   234   101   181    91   250 0.78 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 34006at50557         -            414   6.6e-05   20.8   4.1   1   3      0.11       4.3    4.9   0.2   111   222     9   138     4   141 0.52 -
