#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_286306_0:001d5c|STRG.15388.1:0-1013|+    -            338 84764at50557         -            287  8.6e-160  529.3   4.4   1   1  4.7e-160  8.1e-159  526.2   4.4     1   286     7   324     7   325 0.93 -
8547at50557_74869_0:0028a5|STRG.17062.3:705-1556|+    -            284 84764at50557         -            287   1.7e-15   55.8   0.0   2   2   7.5e-15   1.3e-13   49.7   0.0    96   192   120   219   113   250 0.81 -
8547at50557_74869_0:0028a5|STRG.17062.4:1057-1908|+   -            284 84764at50557         -            287   1.7e-15   55.8   0.0   1   2      0.55       9.5    4.1   0.0     8    79    11    86     6    93 0.66 -
8547at50557_74869_0:0028a5|STRG.17062.4:1057-1908|+   -            284 84764at50557         -            287   1.7e-15   55.8   0.0   2   2   7.5e-15   1.3e-13   49.7   0.0    96   192   120   219   113   250 0.81 -
84269at50557_411798_0:00215d|STRG.10646.1:504-1244|+  -            247 84764at50557         -            287   2.4e-15   55.3   0.0   1   1   1.8e-16   3.2e-15   54.9   0.0     6   192    35   229    30   237 0.80 -
84269at50557_411798_0:00215d|STRG.10646.2:585-1325|+  -            247 84764at50557         -            287   2.4e-15   55.3   0.0   1   1   1.8e-16   3.2e-15   54.9   0.0     6   192    35   229    30   237 0.80 -
84269at50557_411798_0:00215d|STRG.10646.3:504-1244|+  -            247 84764at50557         -            287   2.4e-15   55.3   0.0   1   1   1.8e-16   3.2e-15   54.9   0.0     6   192    35   229    30   237 0.80 -
8547at50557_74869_0:0028a5|STRG.18947.1:934-1752|+    -            273 84764at50557         -            287   2.5e-15   55.3   0.0   1   1   1.9e-16   3.2e-15   54.9   0.0     5   209    13   221     9   240 0.79 -
8547at50557_74869_0:0028a5|STRG.18947.2:802-1620|+    -            273 84764at50557         -            287   2.5e-15   55.3   0.0   1   1   1.9e-16   3.2e-15   54.9   0.0     5   209    13   221     9   240 0.79 -
8547at50557_74869_0:0028a5|STRG.18947.3:684-1502|+    -            273 84764at50557         -            287   2.5e-15   55.3   0.0   1   1   1.9e-16   3.2e-15   54.9   0.0     5   209    13   221     9   240 0.79 -
58206at50557_1629725_0:0005e4|STRG.15120.1:294-1073|+ -            260 84764at50557         -            287   2.5e-15   55.3   0.0   1   1   1.6e-16   2.7e-15   55.1   0.0     5   190     4   187     1   238 0.83 -
58206at50557_1629725_0:0005e4|STRG.15120.2:294-1073|+ -            260 84764at50557         -            287   2.5e-15   55.3   0.0   1   1   1.6e-16   2.7e-15   55.1   0.0     5   190     4   187     1   238 0.83 -
57980at50557_1629725_0:000be4|STRG.7460.1:2308-3120|+ -            271 84764at50557         -            287   2.8e-15   55.1   0.3   1   1   2.9e-16     5e-15   54.3   0.3     8   192     1   202     1   210 0.80 -
8547at50557_45779_0:000864|STRG.2136.1:1648-2391|+    -            248 84764at50557         -            287     3e-15   55.0   0.0   1   1   2.2e-16   3.8e-15   54.7   0.0     6   196     5   200     2   214 0.81 -
8547at50557_45779_0:000864|STRG.2136.2:1648-2391|+    -            248 84764at50557         -            287     3e-15   55.0   0.0   1   1   2.2e-16   3.8e-15   54.7   0.0     6   196     5   200     2   214 0.81 -
8547at50557_45779_0:000864|STRG.2136.3:1684-2427|+    -            248 84764at50557         -            287     3e-15   55.0   0.0   1   1   2.2e-16   3.8e-15   54.7   0.0     6   196     5   200     2   214 0.81 -
8547at50557_45779_0:000864|STRG.10646.1:600-1361|+    -            254 84764at50557         -            287   3.4e-15   54.8   0.0   1   1   2.6e-16   4.5e-15   54.4   0.0     7   192     4   197     2   207 0.80 -
8547at50557_45779_0:000864|STRG.10646.2:681-1442|+    -            254 84764at50557         -            287   3.4e-15   54.8   0.0   1   1   2.6e-16   4.5e-15   54.4   0.0     7   192     4   197     2   207 0.80 -
8547at50557_45779_0:000864|STRG.10646.3:600-1361|+    -            254 84764at50557         -            287   3.4e-15   54.8   0.0   1   1   2.6e-16   4.5e-15   54.4   0.0     7   192     4   197     2   207 0.80 -
125117at50557_54969_0:0029cc|STRG.14772.1:211-1260|+  -            350 84764at50557         -            287   3.6e-15   54.7   0.0   1   1   2.8e-16   4.8e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.14772.2:63-1112|+   -            350 84764at50557         -            287   3.6e-15   54.7   0.0   1   1   2.8e-16   4.8e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
65033at50557_535359_0:001e04|STRG.6693.1:3351-4148|+  -            266 84764at50557         -            287   3.7e-15   54.7   0.0   1   1   2.6e-16   4.5e-15   54.4   0.0     8   192     4   197     2   226 0.79 -
65033at50557_535359_0:001e04|STRG.6693.2:3213-4010|+  -            266 84764at50557         -            287   3.7e-15   54.7   0.0   1   1   2.6e-16   4.5e-15   54.4   0.0     8   192     4   197     2   226 0.79 -
65033at50557_535359_0:001e04|STRG.6693.3:3292-4089|+  -            266 84764at50557         -            287   3.7e-15   54.7   0.0   1   1   2.6e-16   4.5e-15   54.4   0.0     8   192     4   197     2   226 0.79 -
63962at50557_568069_0:00441d|STRG.5947.1:170-1192|+   -            341 84764at50557         -            287     4e-15   54.6   0.1   1   2   1.9e-12   3.3e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.5947.1:170-1192|+   -            341 84764at50557         -            287     4e-15   54.6   0.1   2   2    0.0045     0.077   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_29031_0:00144f|STRG.19026.1:1777-2400|+  -            208 84764at50557         -            287   4.9e-15   54.3   0.0   1   1   3.7e-16   6.4e-15   53.9   0.0   110   196    43   126    34   142 0.89 -
63962at50557_29031_0:00144f|STRG.19026.2:1635-2258|+  -            208 84764at50557         -            287   4.9e-15   54.3   0.0   1   1   3.7e-16   6.4e-15   53.9   0.0   110   196    43   126    34   142 0.89 -
8547at50557_103372_0:00280e|STRG.1750.1:0-3410|+      -           1137 84764at50557         -            287   4.9e-15   54.3   0.5   1   2     0.069       1.2    7.1   0.0    90   192   560   659   525   664 0.76 -
8547at50557_103372_0:00280e|STRG.1750.1:0-3410|+      -           1137 84764at50557         -            287   4.9e-15   54.3   0.5   2   2     2e-13   3.4e-12   45.0   0.1    23   191   897  1061   871  1064 0.77 -
17813at50557_378494_0:006207|STRG.4778.1:275-883|+    -            203 84764at50557         -            287     6e-15   54.0   0.1   1   1   5.7e-16   9.8e-15   53.3   0.1     3   191     9   196     7   200 0.85 -
17813at50557_378494_0:006207|STRG.4778.2:578-1186|+   -            203 84764at50557         -            287     6e-15   54.0   0.1   1   1   5.7e-16   9.8e-15   53.3   0.1     3   191     9   196     7   200 0.85 -
57980at50557_286706_0:000fec|STRG.11266.1:232-1071|+  -            280 84764at50557         -            287     6e-15   54.0   0.0   1   1   4.9e-16   8.4e-15   53.5   0.0     2   198     1   198     1   233 0.83 -
57980at50557_286706_0:000fec|STRG.11266.2:219-1058|+  -            280 84764at50557         -            287     6e-15   54.0   0.0   1   1   4.9e-16   8.4e-15   53.5   0.0     2   198     1   198     1   233 0.83 -
84269at50557_121225_0:00018f|STRG.18380.2:340-1203|+  -            288 84764at50557         -            287   7.2e-15   53.8   0.0   1   1   5.7e-16   9.9e-15   53.3   0.0    19   200    23   214     4   224 0.76 -
8547at50557_74869_0:0028a5|STRG.1183.1:2073-2870|+    -            266 84764at50557         -            287     9e-15   53.4   0.0   1   1     7e-16   1.2e-14   53.0   0.0     6   197     4   199     2   211 0.81 -
84269at50557_121225_0:00018f|STRG.18380.1:555-1421|+  -            289 84764at50557         -            287   1.2e-14   53.0   0.0   1   1   9.8e-16   1.7e-14   52.6   0.0    19   200    23   215     4   225 0.76 -
84269at50557_121225_0:00018f|STRG.18380.3:359-1225|+  -            289 84764at50557         -            287   1.2e-14   53.0   0.0   1   1   9.8e-16   1.7e-14   52.6   0.0    19   200    23   215     4   225 0.76 -
47at50557_67767_0:0014a2|STRG.11995.7:31-5511|+       -           1800 84764at50557         -            287   1.2e-14   53.0   0.0   1   1   1.3e-15   2.2e-14   52.2   0.0    48   227  1272  1452  1241  1476 0.86 -
17813at50557_378494_0:006207|STRG.3740.5:53-691|+     -            213 84764at50557         -            287   1.7e-14   52.6   0.1   1   1   1.2e-15   2.1e-14   52.3   0.1     2   188     4   204     3   208 0.76 -
8547at50557_43041_0:000727|STRG.18152.2:1347-2279|+   -            311 84764at50557         -            287   1.7e-14   52.6   0.0   1   2   5.6e-06   9.7e-05   20.5   0.0     8    83    37   116    31   128 0.79 -
8547at50557_43041_0:000727|STRG.18152.2:1347-2279|+   -            311 84764at50557         -            287   1.7e-14   52.6   0.0   2   2     8e-09   1.4e-07   29.9   0.1   108   191   164   249   151   254 0.82 -
84269at50557_108931_0:00068a|STRG.19298.1:1173-1730|+ -            186 84764at50557         -            287   1.7e-14   52.5   0.0   1   1   1.2e-15   2.1e-14   52.3   0.0    90   228    11   151     5   171 0.83 -
8547at50557_43041_0:000727|STRG.18152.1:1347-2297|+   -            317 84764at50557         -            287   1.8e-14   52.5   0.0   1   2   5.8e-06    0.0001   20.5   0.0     8    83    37   116    31   128 0.79 -
8547at50557_43041_0:000727|STRG.18152.1:1347-2297|+   -            317 84764at50557         -            287   1.8e-14   52.5   0.0   2   2   8.3e-09   1.4e-07   29.8   0.1   108   191   164   249   151   254 0.82 -
63962at50557_13249_0:000dee|STRG.11792.1:1508-2422|+  -            305 84764at50557         -            287   2.4e-14   52.1   0.1   1   1   1.9e-15   3.2e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.11792.2:1842-2756|+  -            305 84764at50557         -            287   2.4e-14   52.1   0.1   1   1   1.9e-15   3.2e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.11792.3:1623-2537|+  -            305 84764at50557         -            287   2.4e-14   52.1   0.1   1   1   1.9e-15   3.2e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_13249_0:000dee|STRG.11792.4:3889-4803|+  -            305 84764at50557         -            287   2.4e-14   52.1   0.1   1   1   1.9e-15   3.2e-14   51.6   0.1    18   212    32   223    17   246 0.79 -
63962at50557_45779_0:000a34|STRG.2639.1:3267-4211|+   -            315 84764at50557         -            287     3e-14   51.7   0.1   1   2   2.6e-11   4.5e-10   38.0   0.1    11   149     9   146     2   157 0.76 -
63962at50557_45779_0:000a34|STRG.2639.1:3267-4211|+   -            315 84764at50557         -            287     3e-14   51.7   0.1   2   2    0.0026     0.044   11.8   0.0   158   199   200   241   176   270 0.81 -
63962at50557_45779_0:000a34|STRG.2639.2:1874-2818|+   -            315 84764at50557         -            287     3e-14   51.7   0.1   1   2   2.6e-11   4.5e-10   38.0   0.1    11   149     9   146     2   157 0.76 -
63962at50557_45779_0:000a34|STRG.2639.2:1874-2818|+   -            315 84764at50557         -            287     3e-14   51.7   0.1   2   2    0.0026     0.044   11.8   0.0   158   199   200   241   176   270 0.81 -
63962at50557_441921_0:002083|STRG.297.1:1195-2061|+   -            289 84764at50557         -            287   3.1e-14   51.7   0.0   1   1   2.4e-15   4.1e-14   51.3   0.0     7   192    10   199     4   209 0.80 -
63962at50557_121225_0:001c01|STRG.18271.1:390-1217|+  -            276 84764at50557         -            287   3.3e-14   51.6   0.0   1   1   2.7e-15   4.6e-14   51.1   0.0     8   191     9   191     3   212 0.77 -
57980at50557_286706_0:000fec|STRG.4762.1:267-1028|+   -            254 84764at50557         -            287   3.5e-14   51.5   0.0   1   1   2.6e-15   4.4e-14   51.2   0.0    10   210     7   211     4   237 0.85 -
8547at50557_74869_0:0028a5|STRG.1047.1:1026-1682|+    -            219 84764at50557         -            287   3.8e-14   51.4   0.0   1   1   2.8e-15   4.9e-14   51.0   0.0     6   191     2   198     1   203 0.75 -
8547at50557_74869_0:0028a5|STRG.1047.2:934-1590|+     -            219 84764at50557         -            287   3.8e-14   51.4   0.0   1   1   2.8e-15   4.9e-14   51.0   0.0     6   191     2   198     1   203 0.75 -
8547at50557_74869_0:0028a5|STRG.12316.2:2912-3553|+   -            214 84764at50557         -            287   4.2e-14   51.2   0.1   1   1   5.8e-15     1e-13   50.0   0.1     8   191     9   209     4   211 0.71 -
8547at50557_74869_0:0028a5|STRG.12316.3:2715-3356|+   -            214 84764at50557         -            287   4.2e-14   51.2   0.1   1   1   5.8e-15     1e-13   50.0   0.1     8   191     9   209     4   211 0.71 -
58206at50557_103372_0:002486|STRG.18813.1:81-773|+    -            231 84764at50557         -            287   4.3e-14   51.2   0.0   1   1   3.1e-15   5.3e-14   50.9   0.0     9   194     2   184     1   194 0.80 -
58206at50557_103372_0:002486|STRG.18813.2:157-849|+   -            231 84764at50557         -            287   4.3e-14   51.2   0.0   1   1   3.1e-15   5.3e-14   50.9   0.0     9   194     2   184     1   194 0.80 -
8547at50557_45779_0:000864|STRG.16185.1:2576-3367|+   -            264 84764at50557         -            287   6.8e-14   50.6   0.0   1   1   5.3e-15   9.2e-14   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.16185.2:2558-3349|+   -            264 84764at50557         -            287   6.8e-14   50.6   0.0   1   1   5.3e-15   9.2e-14   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.16185.4:1983-2774|+   -            264 84764at50557         -            287   6.8e-14   50.6   0.0   1   1   5.3e-15   9.2e-14   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_74869_0:0028a5|STRG.9215.2:6702-7469|+    -            256 84764at50557         -            287   6.9e-14   50.5   0.0   1   1   5.5e-15   9.4e-14   50.1   0.0     8   210     5   207     2   229 0.80 -
8547at50557_74869_0:0028a5|STRG.9215.3:2022-2789|+    -            256 84764at50557         -            287   6.9e-14   50.5   0.0   1   1   5.5e-15   9.4e-14   50.1   0.0     8   210     5   207     2   229 0.80 -
8547at50557_74869_0:0028a5|STRG.9215.4:1391-2158|+    -            256 84764at50557         -            287   6.9e-14   50.5   0.0   1   1   5.5e-15   9.4e-14   50.1   0.0     8   210     5   207     2   229 0.80 -
8547at50557_74869_0:0028a5|STRG.9215.5:2530-3297|+    -            256 84764at50557         -            287   6.9e-14   50.5   0.0   1   1   5.5e-15   9.4e-14   50.1   0.0     8   210     5   207     2   229 0.80 -
57980at50557_7536_0:003723|STRG.6533.1:2283-3062|+    -            260 84764at50557         -            287   9.3e-14   50.1   0.0   1   1   7.2e-15   1.2e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.6533.2:2193-2972|+    -            260 84764at50557         -            287   9.3e-14   50.1   0.0   1   1   7.2e-15   1.2e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.6533.3:2273-3052|+    -            260 84764at50557         -            287   9.3e-14   50.1   0.0   1   1   7.2e-15   1.2e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
8547at50557_45779_0:000864|STRG.16185.3:2405-3322|+   -            306 84764at50557         -            287   9.9e-14   50.0   0.0   1   1   7.9e-15   1.4e-13   49.6   0.0    25   192    74   242    49   245 0.83 -
8547at50557_43041_0:000727|STRG.15439.1:1045-1980|+   -            312 84764at50557         -            287   1.2e-13   49.7   0.0   1   1   1.4e-14   2.5e-13   48.7   0.0     8   191    51   251    44   260 0.77 -
8547at50557_43041_0:000727|STRG.15439.3:363-1298|+    -            312 84764at50557         -            287   1.2e-13   49.7   0.0   1   1   1.4e-14   2.5e-13   48.7   0.0     8   191    51   251    44   260 0.77 -
58206at50557_7237_0:0028ba|STRG.15983.2:987-1859|+    -            291 84764at50557         -            287   1.8e-13   49.2   0.0   1   1   1.5e-14   2.6e-13   48.6   0.0     8   235    13   251     7   258 0.71 -
58206at50557_7237_0:0028ba|STRG.15983.3:396-1268|+    -            291 84764at50557         -            287   1.8e-13   49.2   0.0   1   1   1.5e-14   2.6e-13   48.6   0.0     8   235    13   251     7   258 0.71 -
57980at50557_56086_0:004c1e|STRG.1058.1:259-1350|+    -            364 84764at50557         -            287   3.1e-13   48.4   0.0   1   2   1.2e-07   2.1e-06   26.0   0.0    47   151    49   153     8   166 0.75 -
57980at50557_56086_0:004c1e|STRG.1058.1:259-1350|+    -            364 84764at50557         -            287   3.1e-13   48.4   0.0   2   2     6e-06    0.0001   20.4   0.0   156   240   214   300   189   306 0.79 -
57980at50557_56086_0:004c1e|STRG.1058.3:58-1149|+     -            364 84764at50557         -            287   3.1e-13   48.4   0.0   1   2   1.2e-07   2.1e-06   26.0   0.0    47   151    49   153     8   166 0.75 -
57980at50557_56086_0:004c1e|STRG.1058.3:58-1149|+     -            364 84764at50557         -            287   3.1e-13   48.4   0.0   2   2     6e-06    0.0001   20.4   0.0   156   240   214   300   189   306 0.79 -
8547at50557_74869_0:0028a5|STRG.10131.1:1660-2454|+   -            265 84764at50557         -            287   3.3e-13   48.3   0.0   1   1   3.4e-14   5.9e-13   47.5   0.0     5   192     5   208     1   229 0.78 -
8547at50557_74869_0:0028a5|STRG.10131.2:1143-1937|+   -            265 84764at50557         -            287   3.3e-13   48.3   0.0   1   1   3.4e-14   5.9e-13   47.5   0.0     5   192     5   208     1   229 0.78 -
17813at50557_378494_0:006207|STRG.3740.4:53-700|+     -            216 84764at50557         -            287   3.4e-13   48.3   0.1   1   1   2.4e-14   4.2e-13   48.0   0.1     2   188     4   207     3   211 0.74 -
57980at50557_43151_0:0020f1|STRG.17630.1:1247-1858|+  -            204 84764at50557         -            287   3.4e-13   48.3   0.0   1   1   2.4e-14   4.1e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.17630.2:1247-1858|+  -            204 84764at50557         -            287   3.4e-13   48.3   0.0   1   1   2.4e-14   4.1e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.17630.3:1247-1858|+  -            204 84764at50557         -            287   3.4e-13   48.3   0.0   1   1   2.4e-14   4.1e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_43151_0:0020f1|STRG.17630.4:1247-1858|+  -            204 84764at50557         -            287   3.4e-13   48.3   0.0   1   1   2.4e-14   4.1e-13   48.0   0.0    49   191     2   148     1   159 0.80 -
57980at50557_56086_0:004c1e|STRG.1058.2:90-1148|+     -            353 84764at50557         -            287   3.4e-13   48.3   0.0   1   2   1.3e-07   2.3e-06   25.9   0.0    47   151    38   142     1   155 0.77 -
57980at50557_56086_0:004c1e|STRG.1058.2:90-1148|+     -            353 84764at50557         -            287   3.4e-13   48.3   0.0   2   2   5.6e-06   9.7e-05   20.5   0.0   156   240   203   289   178   295 0.79 -
65033at50557_1629725_0:00088d|STRG.3527.2:729-1121|+  -            131 84764at50557         -            287   3.8e-13   48.1   0.0   1   1   2.5e-14   4.4e-13   47.9   0.0   110   200    14   103     2   113 0.83 -
84269at50557_121845_0:003993|STRG.3623.1:1260-2066|+  -            269 84764at50557         -            287   4.1e-13   48.0   0.0   1   1   2.9e-14     5e-13   47.7   0.0     7   212    10   218     4   240 0.78 -
8547at50557_74869_0:0028a5|STRG.17656.2:4133-4975|+   -            281 84764at50557         -            287   4.1e-13   48.0   0.0   1   1   2.2e-13   3.9e-12   44.8   0.0     7   192     8   217     3   223 0.73 -
17813at50557_113334_0:00073d|STRG.10108.1:1181-2218|+ -            346 84764at50557         -            287   4.2e-13   48.0   0.0   1   1   3.2e-14   5.4e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10108.2:1181-2218|+ -            346 84764at50557         -            287   4.2e-13   48.0   0.0   1   1   3.2e-14   5.4e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10108.3:1181-2218|+ -            346 84764at50557         -            287   4.2e-13   48.0   0.0   1   1   3.2e-14   5.4e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10108.4:1181-2218|+ -            346 84764at50557         -            287   4.2e-13   48.0   0.0   1   1   3.2e-14   5.4e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10108.5:1181-2218|+ -            346 84764at50557         -            287   4.2e-13   48.0   0.0   1   1   3.2e-14   5.4e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_113334_0:00073d|STRG.10108.6:1181-2218|+ -            346 84764at50557         -            287   4.2e-13   48.0   0.0   1   1   3.2e-14   5.4e-13   47.6   0.0     2   190    17   217    16   260 0.81 -
17813at50557_378494_0:006207|STRG.3740.1:621-1611|+   -            211 84764at50557         -            287   6.3e-13   47.4   0.1   1   1   4.5e-14   7.8e-13   47.1   0.1     2   188     4   202     3   206 0.75 -
125117at50557_54969_0:0029cc|STRG.19629.1:690-1685|+  -            332 84764at50557         -            287   6.8e-13   47.3   0.0   1   1   4.8e-14   8.3e-13   47.0   0.0     5   206    14   230    10   262 0.77 -
125117at50557_54969_0:0029cc|STRG.19629.3:633-1628|+  -            332 84764at50557         -            287   6.8e-13   47.3   0.0   1   1   4.8e-14   8.3e-13   47.0   0.0     5   206    14   230    10   262 0.77 -
8547at50557_74869_0:0028a5|STRG.8700.1:1439-2320|+    -            294 84764at50557         -            287   7.6e-13   47.1   0.0   1   2   0.00067     0.011   13.7   0.0     8    66     2    64     1    83 0.74 -
8547at50557_74869_0:0028a5|STRG.8700.1:1439-2320|+    -            294 84764at50557         -            287   7.6e-13   47.1   0.0   2   2   2.6e-09   4.4e-08   31.5   0.0    95   192   130   230   123   251 0.80 -
84269at50557_520822_0:0011cf|STRG.13590.4:708-1958|+  -            417 84764at50557         -            287   9.5e-13   46.8   0.0   1   1   7.5e-14   1.3e-12   46.4   0.0   108   196   179   269   108   277 0.85 -
84269at50557_520822_0:0011cf|STRG.13590.5:27-1277|+   -            417 84764at50557         -            287   9.5e-13   46.8   0.0   1   1   7.5e-14   1.3e-12   46.4   0.0   108   196   179   269   108   277 0.85 -
17813at50557_378494_0:006207|STRG.3740.2:621-1296|+   -            216 84764at50557         -            287   9.6e-13   46.8   0.1   1   1   6.9e-14   1.2e-12   46.5   0.1     2   188     4   207     3   211 0.74 -
17813at50557_378494_0:006207|STRG.3740.3:463-1138|+   -            216 84764at50557         -            287   9.6e-13   46.8   0.1   1   1   6.9e-14   1.2e-12   46.5   0.1     2   188     4   207     3   211 0.74 -
84269at50557_520822_0:0011cf|STRG.13590.1:382-1647|+  -            422 84764at50557         -            287   9.7e-13   46.8   0.0   1   1   7.7e-14   1.3e-12   46.3   0.0   108   196   184   274   113   282 0.85 -
84269at50557_456900_0:002190|STRG.13590.3:419-1717|+  -            433 84764at50557         -            287     1e-12   46.7   0.0   1   1   8.1e-14   1.4e-12   46.3   0.0   108   196   195   285   124   293 0.85 -
84269at50557_456900_0:002190|STRG.13590.2:419-1717|+  -            433 84764at50557         -            287     1e-12   46.7   0.0   1   1   8.1e-14   1.4e-12   46.3   0.0   108   196   195   285   124   293 0.85 -
57980at50557_108931_0:000186|STRG.4764.1:817-1623|+   -            269 84764at50557         -            287   1.1e-12   46.6   0.0   1   1     8e-14   1.4e-12   46.3   0.0    10   205     3   202     1   229 0.84 -
57980at50557_43151_0:0020f1|STRG.13810.1:1281-1796|+  -            172 84764at50557         -            287   1.2e-12   46.5   0.0   1   1     8e-14   1.4e-12   46.3   0.0    96   194    22   121     6   144 0.82 -
57980at50557_43151_0:0020f1|STRG.13810.2:1352-1867|+  -            172 84764at50557         -            287   1.2e-12   46.5   0.0   1   1     8e-14   1.4e-12   46.3   0.0    96   194    22   121     6   144 0.82 -
84269at50557_108931_0:00068a|STRG.19629.1:1896-2657|+ -            254 84764at50557         -            287   1.3e-12   46.3   0.0   1   1   1.4e-13   2.5e-12   45.4   0.0    19   192    12   179     1   189 0.75 -
84269at50557_108931_0:00068a|STRG.19629.2:1677-2438|+ -            254 84764at50557         -            287   1.3e-12   46.3   0.0   1   1   1.4e-13   2.5e-12   45.4   0.0    19   192    12   179     1   189 0.75 -
84269at50557_108931_0:00068a|STRG.19629.3:1839-2600|+ -            254 84764at50557         -            287   1.3e-12   46.3   0.0   1   1   1.4e-13   2.5e-12   45.4   0.0    19   192    12   179     1   189 0.75 -
58206at50557_104688_0:0010ee|STRG.15983.1:1342-1998|+ -            219 84764at50557         -            287   1.7e-12   45.9   0.0   1   1   1.2e-13   2.1e-12   45.6   0.0   108   235    46   179     7   186 0.81 -
57980at50557_121225_0:0028b8|STRG.17854.2:1767-2558|+ -            264 84764at50557         -            287   2.2e-12   45.6   0.3   1   2   3.2e-06   5.4e-05   21.3   0.0   111   160    24    73    12   116 0.84 -
57980at50557_121225_0:0028b8|STRG.17854.2:1767-2558|+ -            264 84764at50557         -            287   2.2e-12   45.6   0.3   2   2   1.3e-06   2.3e-05   22.6   0.0     2    63   196   257   195   262 0.85 -
57980at50557_121225_0:0028b8|STRG.17854.3:1751-2542|+ -            264 84764at50557         -            287   2.2e-12   45.6   0.3   1   2   3.2e-06   5.4e-05   21.3   0.0   111   160    24    73    12   116 0.84 -
57980at50557_121225_0:0028b8|STRG.17854.3:1751-2542|+ -            264 84764at50557         -            287   2.2e-12   45.6   0.3   2   2   1.3e-06   2.3e-05   22.6   0.0     2    63   196   257   195   262 0.85 -
63962at50557_54969_0:002f60|STRG.6273.1:290-739|+     -            150 84764at50557         -            287   2.7e-12   45.3   0.1   1   1   1.9e-13   3.2e-12   45.1   0.1    11   146    11   149     2   150 0.75 -
63962at50557_54969_0:002f60|STRG.6273.2:210-659|+     -            150 84764at50557         -            287   2.7e-12   45.3   0.1   1   1   1.9e-13   3.2e-12   45.1   0.1    11   146    11   149     2   150 0.75 -
63962at50557_54969_0:002f60|STRG.6273.3:61-510|+      -            150 84764at50557         -            287   2.7e-12   45.3   0.1   1   1   1.9e-13   3.2e-12   45.1   0.1    11   146    11   149     2   150 0.75 -
8547at50557_45779_0:000864|STRG.11321.3:874-1728|+    -            285 84764at50557         -            287   3.3e-12   45.0   0.0   1   1   2.6e-13   4.5e-12   44.6   0.0    22   197    54   225    34   229 0.74 -
8547at50557_45779_0:000864|STRG.11321.4:663-1517|+    -            285 84764at50557         -            287   3.3e-12   45.0   0.0   1   1   2.6e-13   4.5e-12   44.6   0.0    22   197    54   225    34   229 0.74 -
125117at50557_54969_0:0029cc|STRG.17232.1:545-1453|+  -            303 84764at50557         -            287     4e-12   44.8   0.0   1   1   2.9e-13     5e-12   44.4   0.0     2   202     7   216     6   239 0.83 -
125117at50557_54969_0:0029cc|STRG.17232.2:545-1453|+  -            303 84764at50557         -            287     4e-12   44.8   0.0   1   1   2.9e-13     5e-12   44.4   0.0     2   202     7   216     6   239 0.83 -
65033at50557_74869_0:0028a2|STRG.12217.1:2505-3074|+  -            190 84764at50557         -            287   4.7e-12   44.5   0.1   1   1   1.1e-11   1.9e-10   39.3   0.1   110   193    42   142    29   162 0.75 -
8547at50557_45779_0:000864|STRG.11321.1:874-1725|+    -            284 84764at50557         -            287     7e-12   44.0   0.0   1   1   5.7e-13   9.8e-12   43.5   0.0    22   197    54   224    34   228 0.75 -
65033at50557_178035_0:001748|STRG.12217.2:2154-2831|+ -            226 84764at50557         -            287   8.5e-12   43.7   0.1   1   1   1.9e-11   3.2e-10   38.5   0.1   110   193    42   142    28   157 0.75 -
