#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.19481.1:100-2055|+   -            652 31374at50557         -            569  3.8e-290  962.0  17.0   1   1  3.4e-290  9.2e-289  957.5  17.0     1   569     4   647     4   647 0.94 -
33043at50557_1507135_0:0016cf|STRG.2736.3:1733-2311|+  -            193 31374at50557         -            569   1.3e-19   68.9   1.5   1   2      0.15       4.1    4.5   0.0   280   308    40    68    18    71 0.88 -
33043at50557_1507135_0:0016cf|STRG.2736.3:1733-2311|+  -            193 31374at50557         -            569   1.3e-19   68.9   1.5   2   2   1.5e-19   4.2e-18   63.9   0.7   342   460    72   190    65   193 0.96 -
56099at50557_56086_0:002294|STRG.12890.1:102-1414|+    -            411 31374at50557         -            569   1.4e-19   68.7   0.8   1   2     4e-07   1.1e-05   22.9   0.1   343   462    61   198    55   212 0.75 -
56099at50557_56086_0:002294|STRG.12890.1:102-1414|+    -            411 31374at50557         -            569   1.4e-19   68.7   0.8   2   2   4.9e-13   1.3e-11   42.4   0.1   352   471   213   335   210   346 0.88 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 31374at50557         -            569     5e-19   66.9   0.0   1   4    0.0022     0.061   10.5   0.0   384   541    94   264    91   269 0.76 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 31374at50557         -            569     5e-19   66.9   0.0   2   4   2.8e-05   0.00076   16.8   0.0   345   419   268   347   261   355 0.80 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 31374at50557         -            569     5e-19   66.9   0.0   3   4     0.022      0.59    7.3   0.0   503   540   477   515   461   525 0.82 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 31374at50557         -            569     5e-19   66.9   0.0   4   4   2.3e-08   6.3e-07   27.0   0.1   320   406   539   623   530   641 0.75 -
22030at50557_411798_0:00363d|STRG.11535.2:636-2860|+   -            705 31374at50557         -            569   5.1e-19   66.9   6.0   1   2   7.7e-10   2.1e-08   31.9   1.3   430   543    29   155    23   167 0.58 -
22030at50557_411798_0:00363d|STRG.11535.2:636-2860|+   -            705 31374at50557         -            569   5.1e-19   66.9   6.0   2   2   1.9e-09   5.3e-08   30.5   0.1   340   415   202   277   195   326 0.78 -
22030at50557_411798_0:00363d|STRG.11535.1:636-2879|+   -            709 31374at50557         -            569   5.3e-19   66.9   6.0   1   2   7.8e-10   2.1e-08   31.8   1.3   430   543    29   155    23   167 0.58 -
22030at50557_411798_0:00363d|STRG.11535.1:636-2879|+   -            709 31374at50557         -            569   5.3e-19   66.9   6.0   2   2   1.9e-09   5.3e-08   30.5   0.1   340   415   202   277   195   326 0.78 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 31374at50557         -            569   6.2e-19   66.6   0.0   1   4    0.0021     0.057   10.6   0.0   384   541    94   264    91   269 0.76 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 31374at50557         -            569   6.2e-19   66.6   0.0   2   4   2.1e-05   0.00057   17.2   0.0   344   419   267   347   258   355 0.80 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 31374at50557         -            569   6.2e-19   66.6   0.0   3   4      0.02      0.55    7.4   0.0   503   540   477   515   461   526 0.82 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 31374at50557         -            569   6.2e-19   66.6   0.0   4   4   3.3e-08   9.1e-07   26.5   0.0   320   403   539   620   530   625 0.71 -
80377at50557_116153_0:0002e6|STRG.1233.3:226-885|+     -            220 31374at50557         -            569   1.2e-18   65.7   0.3   1   2   7.6e-06   0.00021   18.7   0.0   436   528     3   111     1   115 0.76 -
80377at50557_116153_0:0002e6|STRG.1233.3:226-885|+     -            220 31374at50557         -            569   1.2e-18   65.7   0.3   2   2   7.4e-14     2e-12   45.1   0.1   396   488   114   211   111   219 0.87 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 31374at50557         -            569   1.4e-18   65.5   0.7   1   2   6.1e-19   1.7e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.14901.1:410-1108|+   -            233 31374at50557         -            569   1.4e-18   65.5   0.7   2   2      0.56        15    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 31374at50557         -            569   1.4e-18   65.5   0.7   1   2   6.1e-19   1.7e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.14901.2:585-1283|+   -            233 31374at50557         -            569   1.4e-18   65.5   0.7   2   2      0.56        15    2.6   0.0   385   416   201   233   196   233 0.65 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 31374at50557         -            569   1.4e-18   65.4   0.0   1   4    0.0021     0.057   10.6   0.0   384   541    94   264    91   269 0.76 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 31374at50557         -            569   1.4e-18   65.4   0.0   2   4   2.1e-05   0.00057   17.2   0.0   344   419   267   347   258   355 0.80 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 31374at50557         -            569   1.4e-18   65.4   0.0   3   4     0.048       1.3    6.1   0.0   503   538   477   512   461   522 0.87 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 31374at50557         -            569   1.4e-18   65.4   0.0   4   4   3.2e-08   8.8e-07   26.5   0.0   320   403   536   617   526   622 0.71 -
40115at50557_104421_0:0011ee|STRG.19716.1:1025-1888|+  -            288 31374at50557         -            569   1.9e-18   65.0   5.7   1   2    0.0029     0.078   10.2   0.2   437   486    47    99    21   121 0.73 -
40115at50557_104421_0:0011ee|STRG.19716.1:1025-1888|+  -            288 31374at50557         -            569   1.9e-18   65.0   5.7   2   2   8.3e-17   2.3e-15   54.9   1.5   386   531   121   287   115   288 0.79 -
58729at50557_103372_0:00194e|STRG.5987.4:152-1699|+    -            516 31374at50557         -            569   2.3e-18   64.7   0.2   1   1   1.7e-19   4.7e-18   63.7   0.2   348   533    81   277    40   288 0.86 -
58729at50557_103372_0:00194e|STRG.5987.2:0-1571|+      -            524 31374at50557         -            569   2.4e-18   64.7   0.2   1   1   1.8e-19   4.9e-18   63.7   0.2   348   533    81   277    40   288 0.86 -
58729at50557_103372_0:00194e|STRG.5987.3:96-1487|+     -            464 31374at50557         -            569   3.5e-18   64.1   0.2   1   1   2.6e-19   7.1e-18   63.1   0.2   350   533    23   217    18   228 0.88 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 31374at50557         -            569   3.9e-18   64.0   9.1   1   4     0.093       2.5    5.2   0.0   387   430     8    50     2    53 0.71 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 31374at50557         -            569   3.9e-18   64.0   9.1   2   4   6.3e-14   1.7e-12   45.3   2.3   375   462    52   140    50   149 0.91 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 31374at50557         -            569   3.9e-18   64.0   9.1   3   4   2.6e-09   7.1e-08   30.1   0.6   343   442   105   214   103   244 0.84 -
78072at50557_123851_0:000487|STRG.3646.1:180-1043|+    -            288 31374at50557         -            569   3.9e-18   64.0   9.1   4   4     0.045       1.2    6.2   0.5   366   413   236   284   230   287 0.80 -
22030at50557_1629725_0:000db0|STRG.11985.7:1433-1834|+ -            134 31374at50557         -            569   7.1e-18   63.1   4.1   1   1     3e-19   8.2e-18   62.9   4.1   342   474     3   129     1   133 0.93 -
37700at50557_34720_0:0020a5|STRG.15644.1:48-2267|+     -            740 31374at50557         -            569   7.3e-18   63.1   2.7   1   3   5.3e-05    0.0015   15.9   0.1   340   416   426   513   401   520 0.71 -
37700at50557_34720_0:0020a5|STRG.15644.1:48-2267|+     -            740 31374at50557         -            569   7.3e-18   63.1   2.7   2   3     0.021      0.58    7.3   0.1   341   378   533   568   527   576 0.84 -
37700at50557_34720_0:0020a5|STRG.15644.1:48-2267|+     -            740 31374at50557         -            569   7.3e-18   63.1   2.7   3   3   1.9e-11   5.1e-10   37.2   0.0   350   455   627   736   609   739 0.88 -
37700at50557_34720_0:0020a5|STRG.15644.2:48-2270|+     -            741 31374at50557         -            569   7.3e-18   63.1   2.7   1   3   5.3e-05    0.0015   15.9   0.1   340   416   427   514   402   521 0.71 -
37700at50557_34720_0:0020a5|STRG.15644.2:48-2270|+     -            741 31374at50557         -            569   7.3e-18   63.1   2.7   2   3     0.021      0.58    7.3   0.1   341   378   534   569   528   577 0.84 -
37700at50557_34720_0:0020a5|STRG.15644.2:48-2270|+     -            741 31374at50557         -            569   7.3e-18   63.1   2.7   3   3   1.9e-11   5.1e-10   37.2   0.0   350   455   628   737   610   740 0.88 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 31374at50557         -            569     6e-17   60.1   5.0   1   2    0.0012     0.032   11.5   0.3   415   487     3    80     1    88 0.78 -
40115at50557_411798_0:002bfa|STRG.739.1:627-1412|+     -            262 31374at50557         -            569     6e-17   60.1   5.0   2   2   2.6e-15   7.1e-14   49.9   0.6   387   531   103   262    93   262 0.80 -
80377at50557_7070_0:0023da|STRG.16498.3:1643-2374|+    -            244 31374at50557         -            569   4.5e-16   57.2   5.6   1   2   3.5e-09   9.7e-08   29.7   2.8   353   461    53   163    45   168 0.85 -
80377at50557_7070_0:0023da|STRG.16498.3:1643-2374|+    -            244 31374at50557         -            569   4.5e-16   57.2   5.6   2   2     1e-08   2.7e-07   28.2   0.0   381   456   168   242   164   244 0.92 -
56099at50557_34720_0:001a91|STRG.12890.1:560-1426|+    -            289 31374at50557         -            569   8.8e-16   56.2   0.1   1   2    0.0019     0.053   10.7   0.0   404   462    14    72    11    86 0.77 -
56099at50557_34720_0:001a91|STRG.12890.1:560-1426|+    -            289 31374at50557         -            569   8.8e-16   56.2   0.1   2   2   2.3e-13   6.3e-12   43.5   0.1   352   471    87   209    83   220 0.88 -
80377at50557_166361_0:002fc1|STRG.949.1:108-659|+      -            184 31374at50557         -            569   1.1e-15   55.9   2.8   1   3       4.6   1.3e+02   -0.4   0.0   446   462     1    17     1    22 0.66 -
80377at50557_166361_0:002fc1|STRG.949.1:108-659|+      -            184 31374at50557         -            569   1.1e-15   55.9   2.8   2   3     0.015       0.4    7.8   0.1   503   534    34    65     6    72 0.78 -
80377at50557_166361_0:002fc1|STRG.949.1:108-659|+      -            184 31374at50557         -            569   1.1e-15   55.9   2.8   3   3   1.8e-14   4.8e-13   47.2   0.5   378   467    82   171    79   178 0.94 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 31374at50557         -            569   1.5e-15   55.4   9.8   1   4   5.2e-05    0.0014   15.9   0.0   487   536   122   174   112   183 0.83 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 31374at50557         -            569   1.5e-15   55.4   9.8   2   4      0.93        25    1.9   0.0   505   527   192   214   188   229 0.86 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 31374at50557         -            569   1.5e-15   55.4   9.8   3   4   6.3e-12   1.7e-10   38.7   0.0   341   464   228   351   219   361 0.87 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 31374at50557         -            569   1.5e-15   55.4   9.8   4   4      0.59        16    2.5   0.0   441   463   379   401   366   433 0.74 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 31374at50557         -            569     6e-15   53.5   9.5   1   4   5.2e-05    0.0014   15.9   0.0   487   536   122   174   112   183 0.83 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 31374at50557         -            569     6e-15   53.5   9.5   2   4       1.1        30    1.6   0.0   505   527   192   214   188   223 0.87 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 31374at50557         -            569     6e-15   53.5   9.5   3   4   4.7e-12   1.3e-10   39.2   0.1   341   466   228   353   217   405 0.88 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 31374at50557         -            569     6e-15   53.5   9.5   4   4       4.5   1.2e+02   -0.4   0.0   441   462   379   400   367   434 0.65 -
80377at50557_319348_0:0016a3|STRG.6069.1:2157-2915|+   -            253 31374at50557         -            569   6.3e-15   53.4   1.5   1   3       2.4        67    0.5   0.0   505   534    16    45     7    52 0.85 -
80377at50557_319348_0:0016a3|STRG.6069.1:2157-2915|+   -            253 31374at50557         -            569   6.3e-15   53.4   1.5   2   3   3.3e-10   9.1e-09   33.1   0.1   349   465    61   176    47   181 0.90 -
80377at50557_319348_0:0016a3|STRG.6069.1:2157-2915|+   -            253 31374at50557         -            569   6.3e-15   53.4   1.5   3   3   1.4e-05   0.00038   17.8   0.1   388   459   182   252   176   253 0.85 -
80377at50557_319348_0:0016a3|STRG.6069.2:2154-2912|+   -            253 31374at50557         -            569   6.3e-15   53.4   1.5   1   3       2.4        67    0.5   0.0   505   534    16    45     7    52 0.85 -
80377at50557_319348_0:0016a3|STRG.6069.2:2154-2912|+   -            253 31374at50557         -            569   6.3e-15   53.4   1.5   2   3   3.3e-10   9.1e-09   33.1   0.1   349   465    61   176    47   181 0.90 -
80377at50557_319348_0:0016a3|STRG.6069.2:2154-2912|+   -            253 31374at50557         -            569   6.3e-15   53.4   1.5   3   3   1.4e-05   0.00038   17.8   0.1   388   459   182   252   176   253 0.85 -
80377at50557_319348_0:0016a3|STRG.6069.3:1874-2632|+   -            253 31374at50557         -            569   6.3e-15   53.4   1.5   1   3       2.4        67    0.5   0.0   505   534    16    45     7    52 0.85 -
80377at50557_319348_0:0016a3|STRG.6069.3:1874-2632|+   -            253 31374at50557         -            569   6.3e-15   53.4   1.5   2   3   3.3e-10   9.1e-09   33.1   0.1   349   465    61   176    47   181 0.90 -
80377at50557_319348_0:0016a3|STRG.6069.3:1874-2632|+   -            253 31374at50557         -            569   6.3e-15   53.4   1.5   3   3   1.4e-05   0.00038   17.8   0.1   388   459   182   252   176   253 0.85 -
69548at50557_609295_0:0005e7|STRG.6727.1:246-1070|+    -            275 31374at50557         -            569   7.7e-15   53.1   4.0   1   2   1.3e-09   3.6e-08   31.1   1.3   387   540     2   151     1   178 0.75 -
69548at50557_609295_0:0005e7|STRG.6727.1:246-1070|+    -            275 31374at50557         -            569   7.7e-15   53.1   4.0   2   2   2.8e-06   7.7e-05   20.1   0.1   381   439   205   266   174   271 0.80 -
69548at50557_609295_0:0005e7|STRG.6727.2:338-1162|+    -            275 31374at50557         -            569   7.7e-15   53.1   4.0   1   2   1.3e-09   3.6e-08   31.1   1.3   387   540     2   151     1   178 0.75 -
69548at50557_609295_0:0005e7|STRG.6727.2:338-1162|+    -            275 31374at50557         -            569   7.7e-15   53.1   4.0   2   2   2.8e-06   7.7e-05   20.1   0.1   381   439   205   266   174   271 0.80 -
69548at50557_609295_0:0005e7|STRG.6727.3:337-1161|+    -            275 31374at50557         -            569   7.7e-15   53.1   4.0   1   2   1.3e-09   3.6e-08   31.1   1.3   387   540     2   151     1   178 0.75 -
69548at50557_609295_0:0005e7|STRG.6727.3:337-1161|+    -            275 31374at50557         -            569   7.7e-15   53.1   4.0   2   2   2.8e-06   7.7e-05   20.1   0.1   381   439   205   266   174   271 0.80 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 31374at50557         -            569   8.5e-15   53.0  14.5   1   3   1.1e-07     3e-06   24.8   6.2   361   462   141   248   131   252 0.87 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 31374at50557         -            569   8.5e-15   53.0  14.5   2   3   0.00039     0.011   13.0   0.1   384   460   276   350   266   362 0.85 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 31374at50557         -            569   8.5e-15   53.0  14.5   3   3     1e-08   2.9e-07   28.1   0.2   350   459   324   437   313   441 0.85 -
80377at50557_39758_0:001a6c|STRG.6066.1:2679-3449|+    -            257 31374at50557         -            569   2.7e-14   51.3   1.7   1   3       2.7        74    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.6066.1:2679-3449|+    -            257 31374at50557         -            569   2.7e-14   51.3   1.7   2   3   1.2e-09   3.2e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.6066.1:2679-3449|+    -            257 31374at50557         -            569   2.7e-14   51.3   1.7   3   3   1.3e-05   0.00036   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.6066.4:2673-3443|+    -            257 31374at50557         -            569   2.7e-14   51.3   1.7   1   3       2.7        74    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.6066.4:2673-3443|+    -            257 31374at50557         -            569   2.7e-14   51.3   1.7   2   3   1.2e-09   3.2e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.6066.4:2673-3443|+    -            257 31374at50557         -            569   2.7e-14   51.3   1.7   3   3   1.3e-05   0.00036   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.6066.5:1581-2351|+    -            257 31374at50557         -            569   2.7e-14   51.3   1.7   1   3       2.7        74    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.6066.5:1581-2351|+    -            257 31374at50557         -            569   2.7e-14   51.3   1.7   2   3   1.2e-09   3.2e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.6066.5:1581-2351|+    -            257 31374at50557         -            569   2.7e-14   51.3   1.7   3   3   1.3e-05   0.00036   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 31374at50557         -            569   4.8e-14   50.5   4.8   1   3   8.7e-09   2.4e-07   28.4   0.7   343   465     7   148     2   158 0.78 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 31374at50557         -            569   4.8e-14   50.5   4.8   2   3     1e-09   2.8e-08   31.4   0.2   352   476    74   217    61   222 0.81 -
80377at50557_37344_0:0017d3|STRG.18292.1:868-1827|+    -            320 31374at50557         -            569   4.8e-14   50.5   4.8   3   3      0.11         3    5.0   0.0   357   406   225   279   217   285 0.83 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 31374at50557         -            569   4.8e-14   50.5   4.8   1   3   8.7e-09   2.4e-07   28.4   0.7   343   465     7   148     2   158 0.78 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 31374at50557         -            569   4.8e-14   50.5   4.8   2   3     1e-09   2.8e-08   31.4   0.2   352   476    74   217    61   222 0.81 -
80377at50557_37344_0:0017d3|STRG.18292.2:868-1827|+    -            320 31374at50557         -            569   4.8e-14   50.5   4.8   3   3      0.11         3    5.0   0.0   357   406   225   279   217   285 0.83 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 31374at50557         -            569   4.8e-14   50.5   4.8   1   3   8.7e-09   2.4e-07   28.4   0.7   343   465     7   148     2   158 0.78 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 31374at50557         -            569   4.8e-14   50.5   4.8   2   3     1e-09   2.8e-08   31.4   0.2   352   476    74   217    61   222 0.81 -
80377at50557_37344_0:0017d3|STRG.18292.3:991-1950|+    -            320 31374at50557         -            569   4.8e-14   50.5   4.8   3   3      0.11         3    5.0   0.0   357   406   225   279   217   285 0.83 -
80377at50557_39758_0:001a6c|STRG.6031.1:705-1466|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   1   3       2.1        57    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.6031.1:705-1466|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   2   3   1.8e-09     5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.6031.1:705-1466|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   3   3   1.5e-05   0.00042   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.6031.2:513-1274|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   1   3       2.1        57    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.6031.2:513-1274|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   2   3   1.8e-09     5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.6031.2:513-1274|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   3   3   1.5e-05   0.00042   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.6031.4:1032-1793|+    -            254 31374at50557         -            569   5.6e-14   50.3   2.2   1   3       2.1        57    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.6031.4:1032-1793|+    -            254 31374at50557         -            569   5.6e-14   50.3   2.2   2   3   1.8e-09     5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.6031.4:1032-1793|+    -            254 31374at50557         -            569   5.6e-14   50.3   2.2   3   3   1.5e-05   0.00042   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.6031.5:816-1577|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   1   3       2.1        57    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.6031.5:816-1577|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   2   3   1.8e-09     5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.6031.5:816-1577|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   3   3   1.5e-05   0.00042   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.6031.6:758-1519|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   1   3       2.1        57    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.6031.6:758-1519|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   2   3   1.8e-09     5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.6031.6:758-1519|+     -            254 31374at50557         -            569   5.6e-14   50.3   2.2   3   3   1.5e-05   0.00042   17.6   0.1   388   459   183   253   176   254 0.85 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 31374at50557         -            569   7.1e-14   49.9   2.3   1   2   0.00022     0.006   13.8   0.7   447   535     6   112     1   125 0.48 -
76755at50557_315563_0:0012ae|STRG.18490.1:448-3182|+   -            236 31374at50557         -            569   7.1e-14   49.9   2.3   2   2   4.9e-09   1.3e-07   29.2   0.0   342   417   142   222   131   230 0.83 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 31374at50557         -            569   2.4e-13   48.2   2.5   1   2   4.8e-14   1.3e-12   45.7   0.9   392   540     2   147     1   167 0.80 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 31374at50557         -            569   2.4e-13   48.2   2.5   2   2      0.59        16    2.5   0.0   509   531   167   189   152   191 0.66 -
80377at50557_7370_0:002b5e|STRG.7381.1:136-549|+       -            138 31374at50557         -            569   3.2e-13   47.8   0.1   1   1   1.4e-14   3.8e-13   47.5   0.1   340   458    12   135     5   138 0.81 -
49370at50557_116153_0:0006c7|STRG.6031.7:1433-2212|+   -            260 31374at50557         -            569   4.9e-13   47.2   1.9   1   3       1.8        48    0.9   0.0   505   534    30    59     5    68 0.85 -
49370at50557_116153_0:0006c7|STRG.6031.7:1433-2212|+   -            260 31374at50557         -            569   4.9e-13   47.2   1.9   2   3     2e-09   5.5e-08   30.5   0.2   349   464    75   189    64   195 0.88 -
49370at50557_116153_0:0006c7|STRG.6031.7:1433-2212|+   -            260 31374at50557         -            569   4.9e-13   47.2   1.9   3   3    0.0002    0.0054   14.0   0.1   388   453   196   260   190   260 0.85 -
40115at50557_597456_0:00265e|STRG.5511.1:2298-3167|+   -            290 31374at50557         -            569   7.9e-13   46.5   7.6   1   2     4e-05    0.0011   16.3   1.2   366   532    67   118     8   135 0.67 -
40115at50557_597456_0:00265e|STRG.5511.1:2298-3167|+   -            290 31374at50557         -            569   7.9e-13   46.5   7.6   2   2   4.2e-13   1.2e-11   42.6   5.0   343   531    86   289    84   290 0.89 -
40115at50557_597456_0:00265e|STRG.5511.2:2245-3114|+   -            290 31374at50557         -            569   7.9e-13   46.5   7.6   1   2     4e-05    0.0011   16.3   1.2   366   532    67   118     8   135 0.67 -
40115at50557_597456_0:00265e|STRG.5511.2:2245-3114|+   -            290 31374at50557         -            569   7.9e-13   46.5   7.6   2   2   4.2e-13   1.2e-11   42.6   5.0   343   531    86   289    84   290 0.89 -
40115at50557_597456_0:00265e|STRG.5511.5:1791-2660|+   -            290 31374at50557         -            569   7.9e-13   46.5   7.6   1   2     4e-05    0.0011   16.3   1.2   366   532    67   118     8   135 0.67 -
40115at50557_597456_0:00265e|STRG.5511.5:1791-2660|+   -            290 31374at50557         -            569   7.9e-13   46.5   7.6   2   2   4.2e-13   1.2e-11   42.6   5.0   343   531    86   289    84   290 0.89 -
14512at50557_197043_0:0050fb|STRG.8780.1:3380-3622|-   -             81 31374at50557         -            569   1.2e-12   45.9   0.2   1   1   4.8e-14   1.3e-12   45.7   0.2   401   477     3    76     1    80 0.71 -
57752at50557_38123_0:002253|STRG.10261.2:552-1097|+    -            182 31374at50557         -            569   6.7e-12   43.4   0.6   1   2   7.4e-13     2e-11   41.8   0.1   362   461     2   103     1   108 0.89 -
57752at50557_38123_0:002253|STRG.10261.2:552-1097|+    -            182 31374at50557         -            569   6.7e-12   43.4   0.6   2   2       6.6   1.8e+02   -0.9   0.0   432   460   116   147   109   151 0.62 -
57752at50557_38123_0:002253|STRG.10261.3:675-1220|+    -            182 31374at50557         -            569   6.7e-12   43.4   0.6   1   2   7.4e-13     2e-11   41.8   0.1   362   461     2   103     1   108 0.89 -
57752at50557_38123_0:002253|STRG.10261.3:675-1220|+    -            182 31374at50557         -            569   6.7e-12   43.4   0.6   2   2       6.6   1.8e+02   -0.9   0.0   432   460   116   147   109   151 0.62 -
42371at50557_144034_0:001692|STRG.1519.1:0-863|+       -            288 31374at50557         -            569   8.4e-12   43.1   1.9   1   2     0.014      0.38    7.9   0.1   341   381     9    51     4    59 0.83 -
42371at50557_144034_0:001692|STRG.1519.1:0-863|+       -            288 31374at50557         -            569   8.4e-12   43.1   1.9   2   2   1.1e-10     3e-09   34.6   0.3   349   459   144   258   134   265 0.86 -
767at50557_520822_0:000947|STRG.11343.2:511-10772|+    -           3397 31374at50557         -            569   1.3e-11   42.5   1.4   1   3     0.017      0.48    7.6   0.1   379   421   212   254   210   269 0.81 -
767at50557_520822_0:000947|STRG.11343.2:511-10772|+    -           3397 31374at50557         -            569   1.3e-11   42.5   1.4   2   3       2.4        65    0.5   0.0   433   461  1161  1189  1151  1193 0.57 -
767at50557_520822_0:000947|STRG.11343.2:511-10772|+    -           3397 31374at50557         -            569   1.3e-11   42.5   1.4   3   3   1.5e-09   4.2e-08   30.9   0.0   350   536  3129  3338  3108  3355 0.80 -
