#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
43121at50557_103372_0:001d6c|STRG.17025.1:106-1101|+   -            332 43121at50557         -            432  2.9e-163  542.8   2.1   1   1  4.3e-164  1.6e-162  540.3   2.1     1   290     1   332     1   332 0.92 -
40115at50557_597456_0:00265e|STRG.5511.1:2298-3167|+   -            290 43121at50557         -            432   3.4e-11   41.7   3.7   1   3   0.00011    0.0041   15.1   0.6   251   332    24   118    12   122 0.70 -
40115at50557_597456_0:00265e|STRG.5511.1:2298-3167|+   -            290 43121at50557         -            432   3.4e-11   41.7   3.7   2   3   3.3e-07   1.2e-05   23.4   0.2   249   337   121   214   118   231 0.85 -
40115at50557_597456_0:00265e|STRG.5511.1:2298-3167|+   -            290 43121at50557         -            432   3.4e-11   41.7   3.7   3   3       1.9        71    1.1   0.0   200   254   231   283   217   290 0.81 -
40115at50557_597456_0:00265e|STRG.5511.2:2245-3114|+   -            290 43121at50557         -            432   3.4e-11   41.7   3.7   1   3   0.00011    0.0041   15.1   0.6   251   332    24   118    12   122 0.70 -
40115at50557_597456_0:00265e|STRG.5511.2:2245-3114|+   -            290 43121at50557         -            432   3.4e-11   41.7   3.7   2   3   3.3e-07   1.2e-05   23.4   0.2   249   337   121   214   118   231 0.85 -
40115at50557_597456_0:00265e|STRG.5511.2:2245-3114|+   -            290 43121at50557         -            432   3.4e-11   41.7   3.7   3   3       1.9        71    1.1   0.0   200   254   231   283   217   290 0.81 -
40115at50557_597456_0:00265e|STRG.5511.5:1791-2660|+   -            290 43121at50557         -            432   3.4e-11   41.7   3.7   1   3   0.00011    0.0041   15.1   0.6   251   332    24   118    12   122 0.70 -
40115at50557_597456_0:00265e|STRG.5511.5:1791-2660|+   -            290 43121at50557         -            432   3.4e-11   41.7   3.7   2   3   3.3e-07   1.2e-05   23.4   0.2   249   337   121   214   118   231 0.85 -
40115at50557_597456_0:00265e|STRG.5511.5:1791-2660|+   -            290 43121at50557         -            432   3.4e-11   41.7   3.7   3   3       1.9        71    1.1   0.0   200   254   231   283   217   290 0.81 -
80377at50557_7370_0:002b5e|STRG.7381.1:136-549|+       -            138 43121at50557         -            432   5.8e-11   41.0   0.1   1   2   6.4e-08   2.4e-06   25.7   0.1   291   340     3    55     1    60 0.87 -
80377at50557_7370_0:002b5e|STRG.7381.1:136-549|+       -            138 43121at50557         -            432   5.8e-11   41.0   0.1   2   2   0.00024    0.0093   13.9   0.0   264   334    61   138    52   138 0.77 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 43121at50557         -            432     6e-11   40.9   2.3   1   3   3.6e-06   0.00014   20.0   0.2   261   338    21    98     6   105 0.84 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 43121at50557         -            432     6e-11   40.9   2.3   2   3      0.26       9.9    4.0   0.0   263   335   169   242   134   291 0.55 -
40115at50557_103372_0:0021d6|STRG.3637.1:4073-5059|+   -            329 43121at50557         -            432     6e-11   40.9   2.3   3   3   7.7e-05    0.0029   15.6   0.1   300   334   294   329   242   329 0.85 -
58729at50557_103372_0:00194e|STRG.5987.2:0-1571|+      -            524 43121at50557         -            432   7.4e-11   40.6   1.6   1   2   2.1e-06   7.8e-05   20.8   0.1   197   336    46   197    36   209 0.71 -
58729at50557_103372_0:00194e|STRG.5987.2:0-1571|+      -            524 43121at50557         -            432   7.4e-11   40.6   1.6   2   2   2.2e-06   8.3e-05   20.7   0.3   202   329   178   314   173   333 0.69 -
58729at50557_103372_0:00194e|STRG.5987.4:152-1699|+    -            516 43121at50557         -            432   7.5e-11   40.6   1.7   1   2     2e-06   7.6e-05   20.8   0.1   197   336    46   197    36   209 0.71 -
58729at50557_103372_0:00194e|STRG.5987.4:152-1699|+    -            516 43121at50557         -            432   7.5e-11   40.6   1.7   2   2   2.2e-06   8.2e-05   20.7   0.3   202   329   178   314   173   333 0.69 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 43121at50557         -            432   8.2e-11   40.5   0.0   1   3       1.3        51    1.6   0.0   303   334   272   306   259   311 0.82 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 43121at50557         -            432   8.2e-11   40.5   0.0   2   3   0.00021     0.008   14.1   0.0   262   335   315   391   308   403 0.85 -
31374at50557_1155016_0:001371|STRG.10435.2:398-1852|+  -            485 43121at50557         -            432   8.2e-11   40.5   0.0   3   3   3.4e-06   0.00013   20.0   0.0   265   333   402   473   393   479 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   1   3   0.00061     0.023   12.6   0.1   265   334    31   103     8   107 0.86 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   2   3   5.6e-06   0.00021   19.3   0.2   263   334   113   187   107   200 0.87 -
80377at50557_38123_0:002ff9|STRG.2736.1:333-1874|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   3   3    0.0014     0.052   11.5   0.1   236   334   370   478   314   497 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   1   3   0.00061     0.023   12.6   0.1   265   334    31   103     8   107 0.86 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   2   3   5.6e-06   0.00021   19.3   0.2   263   334   113   187   107   200 0.87 -
80377at50557_38123_0:002ff9|STRG.2736.2:325-1866|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   3   3    0.0014     0.052   11.5   0.1   236   334   370   478   314   497 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   1   3   0.00061     0.023   12.6   0.1   265   334    31   103     8   107 0.86 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   2   3   5.6e-06   0.00021   19.3   0.2   263   334   113   187   107   200 0.87 -
80377at50557_38123_0:002ff9|STRG.2736.4:102-1643|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   3   3    0.0014     0.052   11.5   0.1   236   334   370   478   314   497 0.82 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   1   3   0.00061     0.023   12.6   0.1   265   334    31   103     8   107 0.86 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   2   3   5.6e-06   0.00021   19.3   0.2   263   334   113   187   107   200 0.87 -
80377at50557_38123_0:002ff9|STRG.2736.5:246-1787|+     -            514 43121at50557         -            432   9.8e-11   40.2   8.1   3   3    0.0014     0.052   11.5   0.1   236   334   370   478   314   497 0.82 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 43121at50557         -            432   1.1e-10   40.1   0.0   1   3       1.6        59    1.4   0.0   303   334   292   326   283   333 0.83 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 43121at50557         -            432   1.1e-10   40.1   0.0   2   3   0.00025    0.0093   13.9   0.0   262   335   335   411   330   424 0.85 -
31374at50557_133901_0:001035|STRG.10435.1:150-1769|+   -            540 43121at50557         -            432   1.1e-10   40.1   0.0   3   3   3.8e-06   0.00014   19.9   0.0   265   333   422   493   413   502 0.82 -
71739at50557_30019_0:000544|STRG.11291.1:21-878|+      -            286 43121at50557         -            432   3.1e-10   38.5   0.4   1   2   1.9e-09   7.3e-08   30.7   0.3   187   348    51   222    48   227 0.79 -
71739at50557_30019_0:000544|STRG.11291.1:21-878|+      -            286 43121at50557         -            432   3.1e-10   38.5   0.4   2   2      0.13       4.9    5.0   0.0   191   213   262   284   254   286 0.85 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 43121at50557         -            432   3.4e-10   38.4   5.4   1   3   7.2e-05    0.0027   15.7   0.0   263   332   176   249   169   255 0.83 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 43121at50557         -            432   3.4e-10   38.4   5.4   2   3   0.00039     0.015   13.3   0.1   264   334   302   375   298   380 0.84 -
43553at50557_13686_0:000241|STRG.17850.1:141-1607|+    -            489 43121at50557         -            432   3.4e-10   38.4   5.4   3   3   0.00024    0.0092   13.9   0.3   282   335   362   418   361   427 0.84 -
58729at50557_103372_0:00194e|STRG.5987.3:96-1487|+     -            464 43121at50557         -            432   3.5e-10   38.4   2.6   1   2   8.7e-06   0.00033   18.7   0.3   241   336    28   137    18   149 0.74 -
58729at50557_103372_0:00194e|STRG.5987.3:96-1487|+     -            464 43121at50557         -            432   3.5e-10   38.4   2.6   2   2   9.6e-07   3.7e-05   21.8   0.3   201   329   117   254   103   270 0.70 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 43121at50557         -            432   4.6e-10   38.0   0.1   1   5   0.00026    0.0099   13.8   0.0   264   337    60   130    51   144 0.85 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 43121at50557         -            432   4.6e-10   38.0   0.1   2   5      0.97        37    2.1   0.0   292   292   211   211   140   299 0.58 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 43121at50557         -            432   4.6e-10   38.0   0.1   3   5      0.58        22    2.8   0.0   260   332   265   345   231   355 0.65 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 43121at50557         -            432   4.6e-10   38.0   0.1   4   5       3.3   1.2e+02    0.3   0.0   317   338   491   512   459   522 0.79 -
13553at50557_34720_0:0020c1|STRG.15687.2:95-1969|+     -            625 43121at50557         -            432   4.6e-10   38.0   0.1   5   5    0.0012     0.046   11.6   0.0   283   334   541   595   521   605 0.77 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 43121at50557         -            432   4.9e-10   37.9   0.0   1   5   0.00038     0.014   13.3   0.0   264   337    60   130    51   146 0.85 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 43121at50557         -            432   4.9e-10   37.9   0.0   2   5       3.9   1.5e+02    0.1   0.0   279   314   156   191   143   218 0.78 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 43121at50557         -            432   4.9e-10   37.9   0.0   3   5       8.5   3.2e+02   -1.0   0.0   196   225   233   263   224   270 0.72 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 43121at50557         -            432   4.9e-10   37.9   0.0   4   5       1.2        44    1.8   0.0   260   332   265   345   243   355 0.70 -
13553at50557_64793_0:0003df|STRG.15687.1:95-2738|+     -            851 43121at50557         -            432   4.9e-10   37.9   0.0   5   5   0.00011    0.0043   15.0   0.0   237   335   482   593   439   689 0.72 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 43121at50557         -            432   7.3e-10   37.3   0.0   1   3     3e-07   1.1e-05   23.5   0.0   268   333     2    73     1    75 0.83 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 43121at50557         -            432   7.3e-10   37.3   0.0   2   3   2.8e-05    0.0011   17.0   0.0   258   312    35    91    30   108 0.84 -
80377at50557_7167_0:000855|STRG.3236.2:668-1284|+      -            191 43121at50557         -            432   7.3e-10   37.3   0.0   3   3     0.052         2    6.3   0.0   264   332   111   190   105   191 0.59 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 43121at50557         -            432   1.4e-09   36.4   0.0   1   4     0.089       3.4    5.5   0.0   276   342    10    78     3   155 0.75 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 43121at50557         -            432   1.4e-09   36.4   0.0   2   4      0.41        15    3.3   0.0   265   341    84   164    77   184 0.63 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 43121at50557         -            432   1.4e-09   36.4   0.0   3   4     0.024       0.9    7.4   0.0   176   219   205   249   201   256 0.82 -
76755at50557_64793_0:0021c2|STRG.15954.2:0-959|+       -            320 43121at50557         -            432   1.4e-09   36.4   0.0   4   4   4.4e-05    0.0017   16.4   0.0   185   229   258   302   249   320 0.66 -
40115at50557_7224_0:0020c8|STRG.6816.2:332-1069|+      -            246 43121at50557         -            432   1.5e-09   36.3   0.9   1   2   1.3e-05   0.00049   18.1   0.6   262   332    52   125    32   137 0.90 -
40115at50557_7224_0:0020c8|STRG.6816.2:332-1069|+      -            246 43121at50557         -            432   1.5e-09   36.3   0.9   2   2   6.1e-05    0.0023   15.9   0.0   279   362   151   236   136   245 0.77 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 43121at50557         -            432   1.6e-09   36.2   2.1   1   3      0.95        36    2.1   0.1   305   340     9    46     2    66 0.70 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 43121at50557         -            432   1.6e-09   36.2   2.1   2   3   1.5e-05   0.00057   17.9   0.5   262   332   100   173    93   186 0.90 -
78072at50557_110193_0:0018f8|STRG.6816.1:15-788|+      -            258 43121at50557         -            432   1.6e-09   36.2   2.1   3   3   0.00032     0.012   13.5   0.0   278   331   198   254   182   257 0.87 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 43121at50557         -            432   2.1e-09   35.8   0.0   1   6   0.00038     0.014   13.3   0.0   264   337    60   130    51   146 0.85 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 43121at50557         -            432   2.1e-09   35.8   0.0   2   6       3.9   1.5e+02    0.1   0.0   279   314   156   191   143   218 0.78 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 43121at50557         -            432   2.1e-09   35.8   0.0   3   6       8.5   3.2e+02   -1.0   0.0   196   225   233   263   224   270 0.72 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 43121at50557         -            432   2.1e-09   35.8   0.0   4   6       1.2        44    1.8   0.0   260   332   265   345   243   355 0.70 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 43121at50557         -            432   2.1e-09   35.8   0.0   5   6       5.6   2.1e+02   -0.4   0.0   317   337   491   511   473   520 0.77 -
13553at50557_64793_0:0003df|STRG.15687.3:95-2661|+     -            854 43121at50557         -            432   2.1e-09   35.8   0.0   6   6    0.0013     0.048   11.6   0.0   283   335   541   596   523   692 0.79 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 43121at50557         -            432   2.6e-09   35.5   0.5   1   2     5e-06   0.00019   19.5   0.0   263   338    64   143    44   163 0.81 -
56099at50557_34720_0:001a91|STRG.12890.2:0-1331|+      -            444 43121at50557         -            432   2.6e-09   35.5   0.5   2   2   0.00066     0.025   12.5   0.1   190   337   279   357   246   380 0.55 -
40115at50557_29031_0:00277e|STRG.18596.1:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   1   3      0.16       5.9    4.7   0.0   260   313    35    96     2   124 0.61 -
40115at50557_29031_0:00277e|STRG.18596.1:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   2   3    0.0011     0.044   11.7   0.1   276   308   154   186   134   207 0.72 -
40115at50557_29031_0:00277e|STRG.18596.1:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   3   3   3.5e-05    0.0013   16.7   0.0   280   333   203   259   190   262 0.82 -
40115at50557_29031_0:00277e|STRG.18596.2:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   1   3      0.16       5.9    4.7   0.0   260   313    35    96     2   124 0.61 -
40115at50557_29031_0:00277e|STRG.18596.2:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   2   3    0.0011     0.044   11.7   0.1   276   308   154   186   134   207 0.72 -
40115at50557_29031_0:00277e|STRG.18596.2:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   3   3   3.5e-05    0.0013   16.7   0.0   280   333   203   259   190   262 0.82 -
40115at50557_29031_0:00277e|STRG.18596.3:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   1   3      0.16       5.9    4.7   0.0   260   313    35    96     2   124 0.61 -
40115at50557_29031_0:00277e|STRG.18596.3:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   2   3    0.0011     0.044   11.7   0.1   276   308   154   186   134   207 0.72 -
40115at50557_29031_0:00277e|STRG.18596.3:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   3   3   3.5e-05    0.0013   16.7   0.0   280   333   203   259   190   262 0.82 -
40115at50557_29031_0:00277e|STRG.18596.4:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   1   3      0.16       5.9    4.7   0.0   260   313    35    96     2   124 0.61 -
40115at50557_29031_0:00277e|STRG.18596.4:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   2   3    0.0011     0.044   11.7   0.1   276   308   154   186   134   207 0.72 -
40115at50557_29031_0:00277e|STRG.18596.4:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   3   3   3.5e-05    0.0013   16.7   0.0   280   333   203   259   190   262 0.82 -
40115at50557_29031_0:00277e|STRG.18596.5:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   1   3      0.16       5.9    4.7   0.0   260   313    35    96     2   124 0.61 -
40115at50557_29031_0:00277e|STRG.18596.5:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   2   3    0.0011     0.044   11.7   0.1   276   308   154   186   134   207 0.72 -
40115at50557_29031_0:00277e|STRG.18596.5:1326-2111|+   -            262 43121at50557         -            432   3.2e-09   35.2   0.6   3   3   3.5e-05    0.0013   16.7   0.0   280   333   203   259   190   262 0.82 -
119132at50557_103372_0:001108|STRG.4266.1:0-986|+      -            329 43121at50557         -            432   3.3e-09   35.2   0.0   1   2     0.044       1.7    6.5   0.0   191   220    13    42     7    82 0.91 -
119132at50557_103372_0:001108|STRG.4266.1:0-986|+      -            329 43121at50557         -            432   3.3e-09   35.2   0.0   2   2   3.8e-08   1.5e-06   26.5   0.0   268   340   121   194   106   203 0.86 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 43121at50557         -            432   3.5e-09   35.1   0.0   1   5   0.00041     0.015   13.2   0.0   264   337    60   130    52   146 0.85 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 43121at50557         -            432   3.5e-09   35.1   0.0   2   5       1.6        62    1.3   0.0   327   327   207   207   138   297 0.60 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 43121at50557         -            432   3.5e-09   35.1   0.0   3   5       1.2        44    1.8   0.0   260   332   265   345   242   358 0.70 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 43121at50557         -            432   3.5e-09   35.1   0.0   4   5       5.3     2e+02   -0.4   0.0   317   338   491   512   472   523 0.77 -
13553at50557_34720_0:0020c1|STRG.15687.4:0-2663|+      -            888 43121at50557         -            432   3.5e-09   35.1   0.0   5   5    0.0019     0.073   11.0   0.0   283   334   541   595   522   606 0.77 -
40115at50557_103372_0:0021d6|STRG.3637.2:3810-4820|+   -            337 43121at50557         -            432     5e-09   34.6   2.4   1   3   3.7e-06   0.00014   19.9   0.2   261   338    21    98     6   105 0.84 -
40115at50557_103372_0:0021d6|STRG.3637.2:3810-4820|+   -            337 43121at50557         -            432     5e-09   34.6   2.4   2   3      0.29        11    3.8   0.0   264   335   170   242   135   290 0.55 -
40115at50557_103372_0:0021d6|STRG.3637.2:3810-4820|+   -            337 43121at50557         -            432     5e-09   34.6   2.4   3   3    0.0058      0.22    9.4   0.1   300   333   294   328   242   333 0.85 -
40115at50557_103372_0:0021d6|STRG.3637.4:3357-4367|+   -            337 43121at50557         -            432     5e-09   34.6   2.4   1   3   3.7e-06   0.00014   19.9   0.2   261   338    21    98     6   105 0.84 -
40115at50557_103372_0:0021d6|STRG.3637.4:3357-4367|+   -            337 43121at50557         -            432     5e-09   34.6   2.4   2   3      0.29        11    3.8   0.0   264   335   170   242   135   290 0.55 -
40115at50557_103372_0:0021d6|STRG.3637.4:3357-4367|+   -            337 43121at50557         -            432     5e-09   34.6   2.4   3   3    0.0058      0.22    9.4   0.1   300   333   294   328   242   333 0.85 -
78072at50557_34720_0:000cf9|STRG.6360.3:144-1058|+     -            305 43121at50557         -            432   5.5e-09   34.4   3.2   1   2   3.3e-07   1.3e-05   23.4   0.2   257   345    55   148    37   154 0.82 -
78072at50557_34720_0:000cf9|STRG.6360.3:144-1058|+     -            305 43121at50557         -            432   5.5e-09   34.4   3.2   2   2   0.00068     0.026   12.5   0.4   262   339   148   233   141   285 0.76 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 43121at50557         -            432   6.5e-09   34.2   4.6   1   3    0.0005     0.019   12.9   0.1   265   334    31   103     8   109 0.86 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 43121at50557         -            432   6.5e-09   34.2   4.6   2   3   4.6e-06   0.00017   19.6   0.2   263   334   113   187   107   205 0.87 -
80377at50557_38123_0:002ff9|STRG.2736.3:333-1727|+     -            465 43121at50557         -            432   6.5e-09   34.2   4.6   3   3       1.6        60    1.4   0.0   186   217   364   394   314   452 0.64 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 43121at50557         -            432   8.2e-09   33.9   2.1   1   2   1.1e-06   4.3e-05   21.6   0.0   194   334     3   155     1   159 0.80 -
78072at50557_7070_0:002a52|STRG.2231.1:617-1459|+      -            281 43121at50557         -            432   8.2e-09   33.9   2.1   2   2    0.0015     0.055   11.4   0.2   262   334   164   241   158   249 0.81 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 43121at50557         -            432     9e-09   33.7   3.8   1   3   1.4e-06   5.2e-05   21.3   0.1   257   339    56   143    48   149 0.82 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 43121at50557         -            432     9e-09   33.7   3.8   2   3    0.0017     0.063   11.2   0.5   262   339   149   234   144   287 0.75 -
78072at50557_286306_0:00290a|STRG.6360.1:136-1603|+    -            463 43121at50557         -            432     9e-09   33.7   3.8   3   3       3.3   1.3e+02    0.3   0.0   254   290   296   333   278   377 0.68 -
80377at50557_7070_0:0023da|STRG.16498.3:1643-2374|+    -            244 43121at50557         -            432   9.6e-09   33.7   4.0   1   2   0.00076     0.029   12.3   0.3   262   335    44   122     2   129 0.80 -
80377at50557_7070_0:0023da|STRG.16498.3:1643-2374|+    -            244 43121at50557         -            432   9.6e-09   33.7   4.0   2   2   1.2e-08   4.7e-07   28.1   3.1   200   335    59   206    48   236 0.74 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 43121at50557         -            432     1e-08   33.5   3.5   1   3   0.00079      0.03   12.3   0.3   280   344   142   213   134   226 0.76 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 43121at50557         -            432     1e-08   33.5   3.5   2   3     0.002     0.074   10.9   0.2   253   333   269   350   211   361 0.87 -
69548at50557_103372_0:0010c7|STRG.4281.1:0-1325|+      -            442 43121at50557         -            432     1e-08   33.5   3.5   3   3    0.0097      0.37    8.7   0.0   262   331   363   436   353   440 0.72 -
80377at50557_568069_0:004eea|STRG.1411.1:60-914|+      -            285 43121at50557         -            432   1.1e-08   33.4   0.1   1   3   1.7e-06   6.3e-05   21.1   0.1   262   339     5    88     2   124 0.82 -
80377at50557_568069_0:004eea|STRG.1411.1:60-914|+      -            285 43121at50557         -            432   1.1e-08   33.4   0.1   2   3     0.022      0.83    7.5   0.0   191   218   179   206   163   237 0.80 -
80377at50557_568069_0:004eea|STRG.1411.1:60-914|+      -            285 43121at50557         -            432   1.1e-08   33.4   0.1   3   3       2.4        92    0.8   0.0   194   226   224   256   218   266 0.73 -
40115at50557_38123_0:0006c3|STRG.9048.1:17-220|+       -             68 43121at50557         -            432   3.3e-08   31.9   0.0   1   1   9.5e-10   3.6e-08   31.8   0.0   282   334     1    56     1    65 0.90 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 43121at50557         -            432   3.7e-08   31.7   5.3   1   2   7.7e-06   0.00029   18.9   0.2   265   334   191   264   184   272 0.85 -
55830at50557_103372_0:000f54|STRG.9057.2:83-1559|+     -            465 43121at50557         -            432   3.7e-08   31.7   5.3   2   2      0.16       5.9    4.7   0.0   263   336   274   350   266   354 0.71 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 43121at50557         -            432   8.1e-08   30.6   7.2   1   2     8e-06    0.0003   18.8   0.2   265   334   191   264   184   270 0.85 -
55830at50557_103372_0:000f54|STRG.9057.1:83-1477|+     -            465 43121at50557         -            432   8.1e-08   30.6   7.2   2   2      0.16       6.2    4.6   0.0   264   336   275   350   270   356 0.71 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 43121at50557         -            432     1e-07   30.2   0.0   1   3       1.4        53    1.6   0.0   187   219    32    64     2   103 0.69 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 43121at50557         -            432     1e-07   30.2   0.0   2   3     0.012      0.44    8.4   0.0   176   219   112   156   108   167 0.82 -
76755at50557_64793_0:0021c2|STRG.15954.3:716-1396|+    -            227 43121at50557         -            432     1e-07   30.2   0.0   3   3   2.5e-05   0.00093   17.2   0.0   185   229   165   209   156   227 0.66 -
80377at50557_319348_0:0016a3|STRG.6069.1:2157-2915|+   -            253 43121at50557         -            432   1.5e-07   29.7   0.0   1   2   4.5e-08   1.7e-06   26.2   0.0   191   303    17   139     6   147 0.81 -
80377at50557_319348_0:0016a3|STRG.6069.1:2157-2915|+   -            253 43121at50557         -            432   1.5e-07   29.7   0.0   2   2       1.5        56    1.5   0.0   259   288   218   247   139   253 0.50 -
80377at50557_319348_0:0016a3|STRG.6069.2:2154-2912|+   -            253 43121at50557         -            432   1.5e-07   29.7   0.0   1   2   4.5e-08   1.7e-06   26.2   0.0   191   303    17   139     6   147 0.81 -
80377at50557_319348_0:0016a3|STRG.6069.2:2154-2912|+   -            253 43121at50557         -            432   1.5e-07   29.7   0.0   2   2       1.5        56    1.5   0.0   259   288   218   247   139   253 0.50 -
80377at50557_319348_0:0016a3|STRG.6069.3:1874-2632|+   -            253 43121at50557         -            432   1.5e-07   29.7   0.0   1   2   4.5e-08   1.7e-06   26.2   0.0   191   303    17   139     6   147 0.81 -
80377at50557_319348_0:0016a3|STRG.6069.3:1874-2632|+   -            253 43121at50557         -            432   1.5e-07   29.7   0.0   2   2       1.5        56    1.5   0.0   259   288   218   247   139   253 0.50 -
80377at50557_39758_0:001a6c|STRG.6031.1:705-1466|+     -            254 43121at50557         -            432   1.7e-07   29.6   0.0   1   2   4.6e-08   1.7e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
80377at50557_39758_0:001a6c|STRG.6031.1:705-1466|+     -            254 43121at50557         -            432   1.7e-07   29.6   0.0   2   2       4.7   1.8e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
80377at50557_39758_0:001a6c|STRG.6031.2:513-1274|+     -            254 43121at50557         -            432   1.7e-07   29.6   0.0   1   2   4.6e-08   1.7e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
