#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.14974.1:0-1844|+     -            615 54603at50557         -            483  1.7e-232  771.0  24.8   1   1  3.4e-234  2.2e-232  770.7  24.8     1   481    96   613    96   615 0.95 -
8280at50557_113334_0:00096f|STRG.5327.2:488-2074|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   6   6      0.62        41    1.4   0.1   349   374   488   513   483   525 0.69 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   1   6   9.1e-11     6e-09   33.8   3.3   269   435     8   184     4   196 0.84 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   2   6    0.0018      0.12    9.8   1.2    37   115   199   285   192   300 0.73 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   3   6   0.00018     0.012   13.1   0.3    55   118   271   336   269   354 0.78 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   4   6    0.0077       0.5    7.7   0.1   266   332   366   436   357   441 0.71 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   5   6   0.00087     0.057   10.8   0.2   265   306   442   483   426   485 0.91 -
8280at50557_113334_0:00096f|STRG.5327.3:159-1745|+     -            529 54603at50557         -            483   6.3e-17   60.2  27.9   6   6      0.62        41    1.4   0.1   349   374   488   513   483   525 0.69 -
109776at50557_378494_0:004f86|STRG.11848.1:1347-1700|+ -            118 54603at50557         -            483   3.5e-15   54.4   1.8   1   2   1.1e-13   6.9e-12   43.5   0.1    60   139     2    82     1    88 0.92 -
109776at50557_378494_0:004f86|STRG.11848.1:1347-1700|+ -            118 54603at50557         -            483   3.5e-15   54.4   1.8   2   2   1.5e-05   0.00099   16.6   0.6   273   315    73   115    71   118 0.47 -
83902at50557_7220_0:00305c|STRG.1516.1:945-1466|+      -            174 54603at50557         -            483   7.8e-15   53.3  13.3   1   2   4.2e-08   2.8e-06   25.1   0.7   382   435    24    77    20    84 0.74 -
83902at50557_7220_0:00305c|STRG.1516.1:945-1466|+      -            174 54603at50557         -            483   7.8e-15   53.3  13.3   2   2   2.4e-10   1.6e-08   32.4   6.0   141   214    96   172    87   174 0.74 -
83902at50557_7220_0:00305c|STRG.1516.2:698-1219|+      -            174 54603at50557         -            483   7.8e-15   53.3  13.3   1   2   4.2e-08   2.8e-06   25.1   0.7   382   435    24    77    20    84 0.74 -
83902at50557_7220_0:00305c|STRG.1516.2:698-1219|+      -            174 54603at50557         -            483   7.8e-15   53.3  13.3   2   2   2.4e-10   1.6e-08   32.4   6.0   141   214    96   172    87   174 0.74 -
83902at50557_7220_0:00305c|STRG.1516.3:1130-1651|+     -            174 54603at50557         -            483   7.8e-15   53.3  13.3   1   2   4.2e-08   2.8e-06   25.1   0.7   382   435    24    77    20    84 0.74 -
83902at50557_7220_0:00305c|STRG.1516.3:1130-1651|+     -            174 54603at50557         -            483   7.8e-15   53.3  13.3   2   2   2.4e-10   1.6e-08   32.4   6.0   141   214    96   172    87   174 0.74 -
83902at50557_7220_0:00305c|STRG.1516.4:396-917|+       -            174 54603at50557         -            483   7.8e-15   53.3  13.3   1   2   4.2e-08   2.8e-06   25.1   0.7   382   435    24    77    20    84 0.74 -
83902at50557_7220_0:00305c|STRG.1516.4:396-917|+       -            174 54603at50557         -            483   7.8e-15   53.3  13.3   2   2   2.4e-10   1.6e-08   32.4   6.0   141   214    96   172    87   174 0.74 -
83902at50557_7220_0:00305c|STRG.1516.5:1130-1651|+     -            174 54603at50557         -            483   7.8e-15   53.3  13.3   1   2   4.2e-08   2.8e-06   25.1   0.7   382   435    24    77    20    84 0.74 -
83902at50557_7220_0:00305c|STRG.1516.5:1130-1651|+     -            174 54603at50557         -            483   7.8e-15   53.3  13.3   2   2   2.4e-10   1.6e-08   32.4   6.0   141   214    96   172    87   174 0.74 -
8280at50557_1155016_0:002e71|STRG.9425.1:0-1022|+      -            341 54603at50557         -            483   7.4e-14   50.0  24.0   1   3     0.041       2.7    5.3  10.3   327   436    19   135     7   148 0.73 -
8280at50557_1155016_0:002e71|STRG.9425.1:0-1022|+      -            341 54603at50557         -            483   7.4e-14   50.0  24.0   2   3    0.0022      0.14    9.5   0.1   270   310   155   195   150   205 0.86 -
8280at50557_1155016_0:002e71|STRG.9425.1:0-1022|+      -            341 54603at50557         -            483   7.4e-14   50.0  24.0   3   3     5e-13   3.3e-11   41.3   3.5   334   466   202   338   197   340 0.89 -
25718at50557_13249_0:001bb5|STRG.12902.1:603-1811|+    -            403 54603at50557         -            483   1.1e-13   49.5   9.1   1   2   1.7e-14   1.1e-12   46.1   7.0    41   309     8   302     5   324 0.81 -
25718at50557_13249_0:001bb5|STRG.12902.1:603-1811|+    -            403 54603at50557         -            483   1.1e-13   49.5   9.1   2   2       2.8   1.9e+02   -0.8   0.0   288   315   364   391   342   403 0.67 -
8280at50557_7160_0:00112a|STRG.5325.1:326-1354|+       -            343 54603at50557         -            483   2.9e-13   48.1  19.3   1   3   0.00049     0.032   11.6   0.9   352   417    16    83     9    89 0.85 -
8280at50557_7160_0:00112a|STRG.5325.1:326-1354|+       -            343 54603at50557         -            483   2.9e-13   48.1  19.3   2   3   3.9e-07   2.5e-05   21.9   5.5    55   123    89   159    81   180 0.83 -
8280at50557_7160_0:00112a|STRG.5325.1:326-1354|+       -            343 54603at50557         -            483   2.9e-13   48.1  19.3   3   3   1.4e-07   8.9e-06   23.4   0.6   331   458   184   323   171   336 0.78 -
109776at50557_411798_0:001eb2|STRG.12088.1:15-383|+    -            123 54603at50557         -            483   4.3e-13   47.5   5.4   1   1   1.2e-14   8.2e-13   46.6   5.4    35   137     8   113     2   122 0.92 -
8280at50557_197043_0:004abf|STRG.6958.1:294-1088|+     -            265 54603at50557         -            483   1.1e-12   46.2  14.4   1   2   4.3e-07   2.8e-05   21.7   3.1    60   146    41   130    36   147 0.86 -
8280at50557_197043_0:004abf|STRG.6958.1:294-1088|+     -            265 54603at50557         -            483   1.1e-12   46.2  14.4   2   2   1.1e-08   7.3e-07   27.0   5.5   330   434   155   265   136   265 0.84 -
8280at50557_197043_0:004abf|STRG.6958.2:474-1268|+     -            265 54603at50557         -            483   1.1e-12   46.2  14.4   1   2   4.3e-07   2.8e-05   21.7   3.1    60   146    41   130    36   147 0.86 -
8280at50557_197043_0:004abf|STRG.6958.2:474-1268|+     -            265 54603at50557         -            483   1.1e-12   46.2  14.4   2   2   1.1e-08   7.3e-07   27.0   5.5   330   434   155   265   136   265 0.84 -
8280at50557_197043_0:004abf|STRG.6958.3:429-1223|+     -            265 54603at50557         -            483   1.1e-12   46.2  14.4   1   2   4.3e-07   2.8e-05   21.7   3.1    60   146    41   130    36   147 0.86 -
8280at50557_197043_0:004abf|STRG.6958.3:429-1223|+     -            265 54603at50557         -            483   1.1e-12   46.2  14.4   2   2   1.1e-08   7.3e-07   27.0   5.5   330   434   155   265   136   265 0.84 -
8280at50557_197043_0:004abf|STRG.6958.4:1059-1853|+    -            265 54603at50557         -            483   1.1e-12   46.2  14.4   1   2   4.3e-07   2.8e-05   21.7   3.1    60   146    41   130    36   147 0.86 -
8280at50557_197043_0:004abf|STRG.6958.4:1059-1853|+    -            265 54603at50557         -            483   1.1e-12   46.2  14.4   2   2   1.1e-08   7.3e-07   27.0   5.5   330   434   155   265   136   265 0.84 -
7376at50557_45779_0:000f73|STRG.13825.1:612-1619|+     -            336 54603at50557         -            483   2.3e-12   45.1  11.0   1   2   3.2e-11   2.1e-09   35.3   4.5    60   182    25   162     6   169 0.81 -
7376at50557_45779_0:000f73|STRG.13825.1:612-1619|+     -            336 54603at50557         -            483   2.3e-12   45.1  11.0   2   2     2e-06   0.00013   19.5   1.0    77   201   115   259   110   272 0.65 -
7376at50557_45779_0:000f73|STRG.13825.2:213-1220|+     -            336 54603at50557         -            483   2.3e-12   45.1  11.0   1   2   3.2e-11   2.1e-09   35.3   4.5    60   182    25   162     6   169 0.81 -
7376at50557_45779_0:000f73|STRG.13825.2:213-1220|+     -            336 54603at50557         -            483   2.3e-12   45.1  11.0   2   2     2e-06   0.00013   19.5   1.0    77   201   115   259   110   272 0.65 -
966at50557_456900_0:00249f|STRG.15751.1:96-7550|+      -           2485 54603at50557         -            483   3.2e-12   44.6  16.8   1   3   2.9e-09   1.9e-07   28.9   3.1   342   429   581   675   550   684 0.80 -
966at50557_456900_0:00249f|STRG.15751.1:96-7550|+      -           2485 54603at50557         -            483   3.2e-12   44.6  16.8   2   3    0.0098      0.64    7.4   0.1    82   307   766   825   746   833 0.54 -
966at50557_456900_0:00249f|STRG.15751.1:96-7550|+      -           2485 54603at50557         -            483   3.2e-12   44.6  16.8   3   3   4.7e-05    0.0031   15.0   1.8   335   429   887   991   880   999 0.73 -
966at50557_456900_0:00249f|STRG.15751.3:3-7457|+       -           2485 54603at50557         -            483   3.2e-12   44.6  16.8   1   3   2.9e-09   1.9e-07   28.9   3.1   342   429   581   675   550   684 0.80 -
966at50557_456900_0:00249f|STRG.15751.3:3-7457|+       -           2485 54603at50557         -            483   3.2e-12   44.6  16.8   2   3    0.0098      0.64    7.4   0.1    82   307   766   825   746   833 0.54 -
966at50557_456900_0:00249f|STRG.15751.3:3-7457|+       -           2485 54603at50557         -            483   3.2e-12   44.6  16.8   3   3   4.7e-05    0.0031   15.0   1.8   335   429   887   991   880   999 0.73 -
109776at50557_7130_0:000f15|STRG.12709.1:171-545|+     -            125 54603at50557         -            483   1.1e-11   42.9   6.4   1   1   6.5e-13   4.3e-11   40.9   6.4    88   214     2   123     1   125 0.83 -
8280at50557_7160_0:00112a|STRG.14471.1:273-1172|+      -            300 54603at50557         -            483   1.9e-11   42.1  20.3   1   4   0.00086     0.056   10.8   2.4    91   157    45   122    25   126 0.61 -
8280at50557_7160_0:00112a|STRG.14471.1:273-1172|+      -            300 54603at50557         -            483   1.9e-11   42.1  20.3   2   4   0.00074     0.049   11.0   3.5   249   307    86   144    84   150 0.84 -
8280at50557_7160_0:00112a|STRG.14471.1:273-1172|+      -            300 54603at50557         -            483   1.9e-11   42.1  20.3   3   4    0.0014     0.089   10.2   0.1   270   307   155   192   148   194 0.72 -
8280at50557_7160_0:00112a|STRG.14471.1:273-1172|+      -            300 54603at50557         -            483   1.9e-11   42.1  20.3   4   4   3.2e-07   2.1e-05   22.1   1.1    55   119   200   266   197   293 0.67 -
8280at50557_7160_0:00112a|STRG.14471.2:180-1079|+      -            300 54603at50557         -            483   1.9e-11   42.1  20.3   1   4   0.00086     0.056   10.8   2.4    91   157    45   122    25   126 0.61 -
8280at50557_7160_0:00112a|STRG.14471.2:180-1079|+      -            300 54603at50557         -            483   1.9e-11   42.1  20.3   2   4   0.00074     0.049   11.0   3.5   249   307    86   144    84   150 0.84 -
8280at50557_7160_0:00112a|STRG.14471.2:180-1079|+      -            300 54603at50557         -            483   1.9e-11   42.1  20.3   3   4    0.0014     0.089   10.2   0.1   270   307   155   192   148   194 0.72 -
8280at50557_7160_0:00112a|STRG.14471.2:180-1079|+      -            300 54603at50557         -            483   1.9e-11   42.1  20.3   4   4   3.2e-07   2.1e-05   22.1   1.1    55   119   200   266   197   293 0.67 -
7376at50557_56086_0:0026c8|STRG.12663.1:268-1005|+     -            246 54603at50557         -            483   1.9e-11   42.1  12.5   1   3   2.9e-06   0.00019   19.0   2.9    51   143    23   118     2   128 0.79 -
7376at50557_56086_0:0026c8|STRG.12663.1:268-1005|+     -            246 54603at50557         -            483   1.9e-11   42.1  12.5   2   3   1.1e-06   6.9e-05   20.4   0.5    54   139    98   185    96   185 0.91 -
7376at50557_56086_0:0026c8|STRG.12663.1:268-1005|+     -            246 54603at50557         -            483   1.9e-11   42.1  12.5   3   3   3.7e-06   0.00024   18.7   0.6   355   416   171   235   164   245 0.69 -
8280at50557_1155016_0:002e71|STRG.20219.1:481-1320|+   -            280 54603at50557         -            483   2.1e-11   42.0  17.7   1   2   0.00024     0.016   12.7   6.5   335   416     9    96     5   101 0.85 -
8280at50557_1155016_0:002e71|STRG.20219.1:481-1320|+   -            280 54603at50557         -            483   2.1e-11   42.0  17.7   2   2   3.2e-13   2.1e-11   42.0  17.7   269   445    81   263    78   276 0.83 -
8280at50557_1155016_0:002e71|STRG.20219.2:549-1388|+   -            280 54603at50557         -            483   2.1e-11   42.0  17.7   1   2   0.00024     0.016   12.7   6.5   335   416     9    96     5   101 0.85 -
8280at50557_1155016_0:002e71|STRG.20219.2:549-1388|+   -            280 54603at50557         -            483   2.1e-11   42.0  17.7   2   2   3.2e-13   2.1e-11   42.0  17.7   269   445    81   263    78   276 0.83 -
109776at50557_7130_0:000f15|STRG.9424.1:908-1405|+     -            166 54603at50557         -            483   3.2e-11   41.4   8.8   1   1   7.8e-13   5.1e-11   40.7   8.0   335   435    39   143    29   162 0.89 -
8280at50557_113334_0:000970|STRG.20218.1:620-1525|+    -            302 54603at50557         -            483   7.3e-11   40.2  29.6   1   4    0.0017      0.11    9.9   2.6   127   199    26   100     1   108 0.82 -
8280at50557_113334_0:000970|STRG.20218.1:620-1525|+    -            302 54603at50557         -            483   7.3e-11   40.2  29.6   2   4   6.8e-06   0.00045   17.8   3.8   138   213   112   192   105   195 0.60 -
8280at50557_113334_0:000970|STRG.20218.1:620-1525|+    -            302 54603at50557         -            483   7.3e-11   40.2  29.6   3   4   6.1e-05     0.004   14.6   1.4   269   314   185   230   182   236 0.86 -
8280at50557_113334_0:000970|STRG.20218.1:620-1525|+    -            302 54603at50557         -            483   7.3e-11   40.2  29.6   4   4     5e-05    0.0033   14.9   2.9    77   142   230   297   226   301 0.84 -
8280at50557_38123_0:003113|STRG.1297.1:232-1122|+      -            297 54603at50557         -            483   1.1e-10   39.5  13.2   1   2   2.9e-10   1.9e-08   32.2  11.0   270   417    38   210    15   265 0.78 -
8280at50557_38123_0:003113|STRG.1297.1:232-1122|+      -            297 54603at50557         -            483   1.1e-10   39.5  13.2   2   2       2.2   1.4e+02   -0.4   0.0   295   310   278   293   238   296 0.71 -
109776at50557_66420_0:001889|STRG.19626.1:375-929|+    -            185 54603at50557         -            483   3.3e-10   38.0   1.6   1   1   1.8e-11   1.2e-09   36.2   1.6   265   386    49   177     3   184 0.75 -
109776at50557_66420_0:001889|STRG.19626.3:123-677|+    -            185 54603at50557         -            483   3.3e-10   38.0   1.6   1   1   1.8e-11   1.2e-09   36.2   1.6   265   386    49   177     3   184 0.75 -
83902at50557_7200_0:001fae|STRG.15102.1:334-492|+      -             53 54603at50557         -            483   8.6e-10   36.6   0.1   1   1   1.4e-11   9.2e-10   36.5   0.1    55    99     7    51     3    53 0.94 -
83902at50557_7200_0:001fae|STRG.15102.2:326-484|+      -             53 54603at50557         -            483   8.6e-10   36.6   0.1   1   1   1.4e-11   9.2e-10   36.5   0.1    55    99     7    51     3    53 0.94 -
54603at50557_1155016_0:00503d|STRG.17026.1:294-719|+   -            142 54603at50557         -            483   1.2e-09   36.1   7.7   1   2   3.8e-06   0.00025   18.6   0.8   160   221    11    75     2    79 0.58 -
54603at50557_1155016_0:00503d|STRG.17026.1:294-719|+   -            142 54603at50557         -            483   1.2e-09   36.1   7.7   2   2   6.4e-09   4.2e-07   27.8   2.8    39   113    63   142    59   142 0.86 -
25718at50557_38123_0:002c3f|STRG.19449.1:917-1849|+    -            311 54603at50557         -            483   6.1e-09   33.8  10.3   1   3   0.00028     0.018   12.5   1.0   354   418    24    91     4   109 0.84 -
25718at50557_38123_0:002c3f|STRG.19449.1:917-1849|+    -            311 54603at50557         -            483   6.1e-09   33.8  10.3   2   3     0.021       1.4    6.3   0.4   122   179   151   212   131   218 0.71 -
25718at50557_38123_0:002c3f|STRG.19449.1:917-1849|+    -            311 54603at50557         -            483   6.1e-09   33.8  10.3   3   3   1.5e-06   9.9e-05   19.9   0.0   269   313   218   264   213   271 0.89 -
25718at50557_38123_0:002c3f|STRG.19449.2:897-1829|+    -            311 54603at50557         -            483   6.1e-09   33.8  10.3   1   3   0.00028     0.018   12.5   1.0   354   418    24    91     4   109 0.84 -
25718at50557_38123_0:002c3f|STRG.19449.2:897-1829|+    -            311 54603at50557         -            483   6.1e-09   33.8  10.3   2   3     0.021       1.4    6.3   0.4   122   179   151   212   131   218 0.71 -
25718at50557_38123_0:002c3f|STRG.19449.2:897-1829|+    -            311 54603at50557         -            483   6.1e-09   33.8  10.3   3   3   1.5e-06   9.9e-05   19.9   0.0   269   313   218   264   213   271 0.89 -
102553at50557_143948_0:00217c|STRG.1917.1:635-982|+    -            116 54603at50557         -            483   2.8e-08   31.6   1.2   1   1   4.8e-10   3.2e-08   31.5   1.2   334   412    33   115     7   116 0.88 -
102553at50557_143948_0:00217c|STRG.1917.2:585-932|+    -            116 54603at50557         -            483   2.8e-08   31.6   1.2   1   1   4.8e-10   3.2e-08   31.5   1.2   334   412    33   115     7   116 0.88 -
7376at50557_38123_0:000ed3|STRG.19550.7:264-1088|+     -            275 54603at50557         -            483   2.8e-08   31.6   2.9   1   2   1.6e-07     1e-05   23.2   0.3    81   142    25    87     1    96 0.79 -
7376at50557_38123_0:000ed3|STRG.19550.7:264-1088|+     -            275 54603at50557         -            483   2.8e-08   31.6   2.9   2   2    0.0042      0.28    8.6   0.1    48   122   171   249   160   271 0.54 -
7376at50557_45779_0:000f73|STRG.9278.1:78-833|+        -            252 54603at50557         -            483   2.8e-08   31.6   1.6   1   2   1.7e-08   1.1e-06   26.4   1.8   344   463    26   150    21   153 0.85 -
7376at50557_45779_0:000f73|STRG.9278.1:78-833|+        -            252 54603at50557         -            483   2.8e-08   31.6   1.6   2   2   0.00064     0.042   11.3   0.2   142   203   112   178   109   197 0.81 -
109776at50557_1629725_0:001588|STRG.14466.2:421-747|+  -            109 54603at50557         -            483   2.9e-08   31.6   1.4   1   1   8.5e-10   5.6e-08   30.6   1.4   339   435     2   101     1   107 0.92 -
8280at50557_7395_0:001be3|STRG.8823.1:296-742|+        -            149 54603at50557         -            483   1.6e-07   29.1   1.0   1   2       6.7   4.4e+02   -2.0   0.0   195   213    12    30    10    38 0.82 -
8280at50557_7395_0:001be3|STRG.8823.1:296-742|+        -            149 54603at50557         -            483   1.6e-07   29.1   1.0   2   2     5e-09   3.3e-07   28.1   0.8    78   148    65   137    44   147 0.90 -
54603at50557_1155016_0:00503d|STRG.872.1:228-569|+     -            114 54603at50557         -            483   1.7e-07   29.0   0.2   1   2   0.00041     0.027   11.9   0.0   269   308     8    47     5    55 0.93 -
54603at50557_1155016_0:00503d|STRG.872.1:228-569|+     -            114 54603at50557         -            483   1.7e-07   29.0   0.2   2   2   2.7e-05    0.0018   15.8   0.0   269   308    56    95    50   114 0.77 -
8280at50557_38123_0:003113|STRG.9823.1:212-1246|+      -            345 54603at50557         -            483   2.2e-07   28.7  20.8   1   2   2.4e-08   1.5e-06   25.9   6.8   138   224     1    93     1    94 0.82 -
8280at50557_38123_0:003113|STRG.9823.1:212-1246|+      -            345 54603at50557         -            483   2.2e-07   28.7  20.8   2   2   0.00066     0.043   11.2   0.5   101   138    73   111    66   127 0.85 -
8280at50557_38123_0:003113|STRG.9823.2:39-1073|+       -            345 54603at50557         -            483   2.2e-07   28.7  20.8   1   2   2.4e-08   1.5e-06   25.9   6.8   138   224     1    93     1    94 0.82 -
8280at50557_38123_0:003113|STRG.9823.2:39-1073|+       -            345 54603at50557         -            483   2.2e-07   28.7  20.8   2   2   0.00066     0.043   11.2   0.5   101   138    73   111    66   127 0.85 -
102553at50557_74869_0:000218|STRG.18521.1:828-1310|+   -            161 54603at50557         -            483   2.6e-07   28.5   5.1   1   1   9.2e-09   6.1e-07   27.2   5.1    85   200     1   128     1   135 0.76 -
102553at50557_7029_0:000362|STRG.10591.1:671-1123|+    -            151 54603at50557         -            483   9.7e-07   26.6   2.3   1   1   1.5e-08   9.7e-07   26.6   2.3    58   128    20    88     1   106 0.60 -
102553at50557_7029_0:000362|STRG.10591.2:676-1128|+    -            151 54603at50557         -            483   9.7e-07   26.6   2.3   1   1   1.5e-08   9.7e-07   26.6   2.3    58   128    20    88     1   106 0.60 -
102553at50557_7029_0:000362|STRG.10591.3:567-1019|+    -            151 54603at50557         -            483   9.7e-07   26.6   2.3   1   1   1.5e-08   9.7e-07   26.6   2.3    58   128    20    88     1   106 0.60 -
109776at50557_7159_0:00072f|STRG.12902.1:1122-1598|+   -            159 54603at50557         -            483   6.1e-06   23.9   4.3   1   1   2.4e-07   1.6e-05   22.6   4.3   263   459    14   129     1   148 0.35 -
102553at50557_116153_0:00114a|STRG.8037.1:892-1284|+   -            131 54603at50557         -            483   1.1e-05   23.1   7.1   1   1   2.3e-07   1.5e-05   22.7   7.1   340   435     2    98     1   114 0.75 -
102553at50557_116153_0:00114a|STRG.8037.3:791-1183|+   -            131 54603at50557         -            483   1.1e-05   23.1   7.1   1   1   2.3e-07   1.5e-05   22.7   7.1   340   435     2    98     1   114 0.75 -
8280at50557_28612_0:005400|STRG.2434.1:156-548|+       -            131 54603at50557         -            483   1.3e-05   22.9   0.4   1   2   2.7e-05    0.0018   15.8   0.0    82   150    27    97    14   101 0.78 -
8280at50557_28612_0:005400|STRG.2434.1:156-548|+       -            131 54603at50557         -            483   1.3e-05   22.9   0.4   2   2     0.015      0.99    6.7   0.3   268   303    96   131    89   131 0.91 -
102553at50557_378494_0:0023c5|STRG.15906.1:0-1205|+    -            402 54603at50557         -            483     2e-05   22.2   6.7   1   1   4.4e-07   2.9e-05   21.7   6.7   326   395    32   105    18   149 0.78 -
102553at50557_166361_0:001fd2|STRG.4344.1:135-557|+    -            141 54603at50557         -            483   7.5e-05   20.3   1.1   1   1   1.3e-05   0.00082   16.9   1.0    98   147    43    91    17   109 0.57 -
102553at50557_43151_0:000946|STRG.552.1:817-1218|+     -            134 54603at50557         -            483   9.1e-05   20.1   7.1   1   2   1.2e-05   0.00077   17.0   2.0   341   393     3    57     1    60 0.87 -
102553at50557_43151_0:000946|STRG.552.1:817-1218|+     -            134 54603at50557         -            483   9.1e-05   20.1   7.1   2   2    0.0039      0.26    8.7   3.0   335   392    43   103    42   130 0.50 -
102553at50557_1041015_0:0032fd|STRG.10127.1:30-464|+   -            145 54603at50557         -            483   0.00011   19.8   1.2   1   1     2e-06   0.00013   19.5   1.2   362   418     2    57     1    78 0.53 -
102553at50557_1041015_0:0032fd|STRG.10127.2:376-810|+  -            145 54603at50557         -            483   0.00011   19.8   1.2   1   1     2e-06   0.00013   19.5   1.2   362   418     2    57     1    78 0.53 -
46658at50557_88501_0:0030f3|STRG.18083.1:246-1916|+    -            557 54603at50557         -            483   0.00012   19.6   0.3   1   3    0.0056      0.37    8.2   0.0   275   314     3    42     1    60 0.85 -
46658at50557_88501_0:0030f3|STRG.18083.1:246-1916|+    -            557 54603at50557         -            483   0.00012   19.6   0.3   2   3      0.01      0.69    7.3   0.1   249   308    25    84    19    96 0.65 -
46658at50557_88501_0:0030f3|STRG.18083.1:246-1916|+    -            557 54603at50557         -            483   0.00012   19.6   0.3   3   3     0.016         1    6.7   0.1   269   303    93   127    72   131 0.85 -
102553at50557_13037_0:002e8c|STRG.1960.1:231-617|+     -            129 54603at50557         -            483    0.0015   16.1   0.7   1   1   2.4e-05    0.0016   16.0   0.7   329   411    14    98     2   123 0.70 -
102553at50557_13037_0:002e8c|STRG.1960.2:231-617|+     -            129 54603at50557         -            483    0.0015   16.1   0.7   1   1   2.4e-05    0.0016   16.0   0.7   329   411    14    98     2   123 0.70 -
102553at50557_38123_0:0035fb|STRG.19184.3:2363-2728|+  -            122 54603at50557         -            483    0.0021   15.6   6.7   1   2    0.0011     0.072   10.5   1.9   335   370     3    38     1    47 0.81 -
102553at50557_38123_0:0035fb|STRG.19184.3:2363-2728|+  -            122 54603at50557         -            483    0.0021   15.6   6.7   2   2    0.0041      0.27    8.6   0.5    97   138    43    86    32   107 0.73 -
102553at50557_38123_0:0035fb|STRG.19184.4:2363-2728|+  -            122 54603at50557         -            483    0.0021   15.6   6.7   1   2    0.0011     0.072   10.5   1.9   335   370     3    38     1    47 0.81 -
102553at50557_38123_0:0035fb|STRG.19184.4:2363-2728|+  -            122 54603at50557         -            483    0.0021   15.6   6.7   2   2    0.0041      0.27    8.6   0.5    97   138    43    86    32   107 0.73 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/54603at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm annotation_analysis/annotation_gca/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 13:55:41 2024
# [ok]
