#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+     -            444 56099at50557         -            397  3.7e-204  676.8   2.3   1   1  1.2e-205  4.5e-204  676.6   2.3     1   397     1   440     1   440 0.95 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+    -            402 56099at50557         -            397   3.2e-09   34.9   3.6   2   3      0.61        23    2.5   0.0    61    95   162   195   159   199 0.82 -
22030at50557_2015173_0:001d52|STRG.9561.1:514-1719|+    -            402 56099at50557         -            397   3.2e-09   34.9   3.6   3   3     0.028       1.1    6.9   0.1    60    97   203   239   198   320 0.88 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+     -            299 56099at50557         -            397   3.2e-09   34.9   0.1   1   3       2.2        84    0.7   0.0   287   313     6    32     1    45 0.61 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+     -            299 56099at50557         -            397   3.2e-09   34.9   0.1   2   3   5.6e-09   2.1e-07   29.0   0.0   139   311    67   252    16   261 0.76 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+     -            299 56099at50557         -            397   3.2e-09   34.9   0.1   3   3       3.7   1.4e+02   -0.1   0.0   238   270   266   298   258   299 0.76 -
78072at50557_7038_0:0021a3|STRG.15086.1:417-1265|+      -            283 56099at50557         -            397   3.9e-09   34.7   0.0   1   2    0.0014     0.051   11.3   0.0    61    97    42    78    40    82 0.94 -
78072at50557_7038_0:0021a3|STRG.15086.1:417-1265|+      -            283 56099at50557         -            397   3.9e-09   34.7   0.0   2   2   1.2e-06   4.6e-05   21.3   0.0   155   261    83   193    78   198 0.82 -
78072at50557_7038_0:0021a3|STRG.15086.2:325-1173|+      -            283 56099at50557         -            397   3.9e-09   34.7   0.0   1   2    0.0014     0.051   11.3   0.0    61    97    42    78    40    82 0.94 -
78072at50557_7038_0:0021a3|STRG.15086.2:325-1173|+      -            283 56099at50557         -            397   3.9e-09   34.7   0.0   2   2   1.2e-06   4.6e-05   21.3   0.0   155   261    83   193    78   198 0.82 -
78072at50557_39758_0:003b38|STRG.7795.1:738-1277|+      -            180 56099at50557         -            397   5.5e-09   34.2   0.0   1   2       2.9   1.1e+02    0.3   0.0    81    97    26    42    20    49 0.77 -
78072at50557_39758_0:003b38|STRG.7795.1:738-1277|+      -            180 56099at50557         -            397   5.5e-09   34.2   0.0   2   2   1.4e-09   5.1e-08   31.0   0.0   168   266    66   178    56   180 0.77 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+       -            256 56099at50557         -            397   5.5e-09   34.2   0.2   1   2   4.4e-09   1.6e-07   29.3   0.0   136   321    19   210     8   224 0.83 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+       -            256 56099at50557         -            397   5.5e-09   34.2   0.2   2   2      0.26       9.8    3.7   0.0    63   100   211   249   206   254 0.67 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+     -            278 56099at50557         -            397   6.4e-09   34.0   0.2   1   2   5.8e-09   2.2e-07   28.9   0.0   136   321    14   205     4   220 0.83 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+     -            278 56099at50557         -            397   6.4e-09   34.0   0.2   2   2      0.22         8    4.0   0.0    61   101   204   245   200   255 0.70 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+     -            963 56099at50557         -            397   6.4e-09   34.0   0.1   1   3      0.55        21    2.6   0.0   224   271   525   573   483   587 0.82 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+     -            963 56099at50557         -            397   6.4e-09   34.0   0.1   2   3   1.6e-05   0.00061   17.6   0.0   235   311   632   710   580   720 0.81 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+     -            963 56099at50557         -            397   6.4e-09   34.0   0.1   3   3     0.011      0.41    8.2   0.0   289   315   826   852   782   876 0.75 -
80377at50557_116153_0:0002e6|STRG.872.5:2834-3547|+     -            238 56099at50557         -            397   6.7e-09   33.9   0.1   1   3         1        38    1.8   0.0    80    97    58    75    39    82 0.65 -
80377at50557_116153_0:0002e6|STRG.872.5:2834-3547|+     -            238 56099at50557         -            397   6.7e-09   33.9   0.1   2   3    0.0015     0.055   11.1   0.0    58    97    79   117    74   124 0.90 -
80377at50557_116153_0:0002e6|STRG.872.5:2834-3547|+     -            238 56099at50557         -            397   6.7e-09   33.9   0.1   3   3   2.2e-05   0.00084   17.1   0.0   241   307   166   234   132   238 0.78 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+     -            975 56099at50557         -            397   6.7e-09   33.9   0.1   1   3       0.6        22    2.5   0.0   226   271   539   585   515   600 0.80 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+     -            975 56099at50557         -            397   6.7e-09   33.9   0.1   2   3   1.5e-05   0.00056   17.7   0.0   234   311   643   722   586   732 0.79 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+     -            975 56099at50557         -            397   6.7e-09   33.9   0.1   3   3     0.011      0.42    8.2   0.0   289   315   838   864   794   888 0.75 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+     -           1004 56099at50557         -            397   7.6e-09   33.7   0.1   1   3      0.62        23    2.5   0.0   226   271   568   614   544   629 0.80 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+     -           1004 56099at50557         -            397   7.6e-09   33.7   0.1   2   3   1.9e-05   0.00072   17.3   0.0   235   311   673   751   643   761 0.81 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+     -           1004 56099at50557         -            397   7.6e-09   33.7   0.1   3   3     0.012      0.44    8.2   0.0   289   315   867   893   823   916 0.75 -
80377at50557_39758_0:001a6c|STRG.909.5:1512-2213|+      -            234 56099at50557         -            397   8.2e-09   33.6   0.1   1   3      0.86        32    2.0   0.0    80    98    53    71    34    78 0.65 -
80377at50557_39758_0:001a6c|STRG.909.5:1512-2213|+      -            234 56099at50557         -            397   8.2e-09   33.6   0.1   2   3    0.0014     0.052   11.2   0.0    58    97    74   112    69   120 0.90 -
80377at50557_39758_0:001a6c|STRG.909.5:1512-2213|+      -            234 56099at50557         -            397   8.2e-09   33.6   0.1   3   3   6.9e-05    0.0026   15.5   0.0   243   307   163   229   151   233 0.85 -
80377at50557_39758_0:001a6c|STRG.872.2:2813-3583|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   1   3       1.1        42    1.6   0.0    80    97    76    93    57   100 0.65 -
80377at50557_39758_0:001a6c|STRG.872.2:2813-3583|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   2   3    0.0017     0.062   11.0   0.0    58    97    97   135    92   142 0.90 -
80377at50557_39758_0:001a6c|STRG.872.2:2813-3583|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   3   3   2.7e-05     0.001   16.8   0.0   241   307   184   252   151   256 0.78 -
80377at50557_39758_0:001a6c|STRG.872.3:2808-3578|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   1   3       1.1        42    1.6   0.0    80    97    76    93    57   100 0.65 -
80377at50557_39758_0:001a6c|STRG.872.3:2808-3578|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   2   3    0.0017     0.062   11.0   0.0    58    97    97   135    92   142 0.90 -
80377at50557_39758_0:001a6c|STRG.872.3:2808-3578|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   3   3   2.7e-05     0.001   16.8   0.0   241   307   184   252   151   256 0.78 -
80377at50557_39758_0:001a6c|STRG.872.4:2786-3556|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   1   3       1.1        42    1.6   0.0    80    97    76    93    57   100 0.65 -
80377at50557_39758_0:001a6c|STRG.872.4:2786-3556|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   2   3    0.0017     0.062   11.0   0.0    58    97    97   135    92   142 0.90 -
80377at50557_39758_0:001a6c|STRG.872.4:2786-3556|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   3   3   2.7e-05     0.001   16.8   0.0   241   307   184   252   151   256 0.78 -
80377at50557_39758_0:001a6c|STRG.872.6:2827-3597|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   1   3       1.1        42    1.6   0.0    80    97    76    93    57   100 0.65 -
80377at50557_39758_0:001a6c|STRG.872.6:2827-3597|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   2   3    0.0017     0.062   11.0   0.0    58    97    97   135    92   142 0.90 -
80377at50557_39758_0:001a6c|STRG.872.6:2827-3597|+      -            257 56099at50557         -            397   8.2e-09   33.6   0.1   3   3   2.7e-05     0.001   16.8   0.0   241   307   184   252   151   256 0.78 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+    -            605 56099at50557         -            397   8.5e-09   33.6   1.3   1   3    0.0012     0.043   11.5   0.0   241   315    13    93     8   105 0.79 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+    -            605 56099at50557         -            397   8.5e-09   33.6   1.3   2   3   0.00022    0.0084   13.8   0.7   237   313   142   225   133   243 0.71 -
78072at50557_286306_0:00290a|STRG.13119.1:313-2259|+    -            605 56099at50557         -            397   8.5e-09   33.6   1.3   3   3       3.5   1.3e+02    0.0   0.0   239   270   299   331   258   343 0.74 -
80377at50557_39758_0:001a6c|STRG.909.1:1981-2742|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   1   4       1.3        47    1.5   0.0    80    97    73    90    55    96 0.65 -
80377at50557_39758_0:001a6c|STRG.909.1:1981-2742|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   2   4    0.0017     0.064   10.9   0.0    59    97    95   132    91   140 0.90 -
80377at50557_39758_0:001a6c|STRG.909.1:1981-2742|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   3   4       1.6        59    1.2   0.0   232   268   130   167   129   180 0.73 -
80377at50557_39758_0:001a6c|STRG.909.1:1981-2742|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   4   4   6.4e-05    0.0024   15.6   0.0   242   307   182   249   159   253 0.85 -
80377at50557_39758_0:001a6c|STRG.909.2:931-1692|+       -            254 56099at50557         -            397   1.2e-08   33.1   0.1   1   4       1.3        47    1.5   0.0    80    97    73    90    55    96 0.65 -
80377at50557_39758_0:001a6c|STRG.909.2:931-1692|+       -            254 56099at50557         -            397   1.2e-08   33.1   0.1   2   4    0.0017     0.064   10.9   0.0    59    97    95   132    91   140 0.90 -
80377at50557_39758_0:001a6c|STRG.909.2:931-1692|+       -            254 56099at50557         -            397   1.2e-08   33.1   0.1   3   4       1.6        59    1.2   0.0   232   268   130   167   129   180 0.73 -
80377at50557_39758_0:001a6c|STRG.909.2:931-1692|+       -            254 56099at50557         -            397   1.2e-08   33.1   0.1   4   4   6.4e-05    0.0024   15.6   0.0   242   307   182   249   159   253 0.85 -
80377at50557_39758_0:001a6c|STRG.909.3:1592-2353|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   1   4       1.3        47    1.5   0.0    80    97    73    90    55    96 0.65 -
80377at50557_39758_0:001a6c|STRG.909.3:1592-2353|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   2   4    0.0017     0.064   10.9   0.0    59    97    95   132    91   140 0.90 -
80377at50557_39758_0:001a6c|STRG.909.3:1592-2353|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   3   4       1.6        59    1.2   0.0   232   268   130   167   129   180 0.73 -
80377at50557_39758_0:001a6c|STRG.909.3:1592-2353|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   4   4   6.4e-05    0.0024   15.6   0.0   242   307   182   249   159   253 0.85 -
80377at50557_39758_0:001a6c|STRG.909.4:1798-2559|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   1   4       1.3        47    1.5   0.0    80    97    73    90    55    96 0.65 -
80377at50557_39758_0:001a6c|STRG.909.4:1798-2559|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   2   4    0.0017     0.064   10.9   0.0    59    97    95   132    91   140 0.90 -
80377at50557_39758_0:001a6c|STRG.909.4:1798-2559|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   3   4       1.6        59    1.2   0.0   232   268   130   167   129   180 0.73 -
80377at50557_39758_0:001a6c|STRG.909.4:1798-2559|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   4   4   6.4e-05    0.0024   15.6   0.0   242   307   182   249   159   253 0.85 -
80377at50557_39758_0:001a6c|STRG.909.6:1692-2453|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   1   4       1.3        47    1.5   0.0    80    97    73    90    55    96 0.65 -
80377at50557_39758_0:001a6c|STRG.909.6:1692-2453|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   2   4    0.0017     0.064   10.9   0.0    59    97    95   132    91   140 0.90 -
80377at50557_39758_0:001a6c|STRG.909.6:1692-2453|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   3   4       1.6        59    1.2   0.0   232   268   130   167   129   180 0.73 -
80377at50557_39758_0:001a6c|STRG.909.6:1692-2453|+      -            254 56099at50557         -            397   1.2e-08   33.1   0.1   4   4   6.4e-05    0.0024   15.6   0.0   242   307   182   249   159   253 0.85 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+     -            305 56099at50557         -            397   1.2e-08   33.1   0.9   1   3     0.012      0.44    8.2   0.0   241   311    19    94    11    99 0.78 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+     -            305 56099at50557         -            397   1.2e-08   33.1   0.9   2   3    0.0004     0.015   13.0   0.1   238   315   102   182    84   193 0.76 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+     -            305 56099at50557         -            397   1.2e-08   33.1   0.9   3   3     0.026      0.98    7.0   0.1   176   268   204   303   193   305 0.72 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+     -            293 56099at50557         -            397   1.2e-08   33.0   0.1   1   3       1.2        44    1.6   0.0    80    98   112   130    90   137 0.66 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+     -            293 56099at50557         -            397   1.2e-08   33.0   0.1   2   3    0.0019     0.072   10.7   0.0    59    97   134   171   128   180 0.90 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+     -            293 56099at50557         -            397   1.2e-08   33.0   0.1   3   3   3.4e-05    0.0013   16.5   0.0   241   307   220   288   185   292 0.78 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+    -            465 56099at50557         -            397     2e-08   32.3   0.7   1   5     0.056       2.1    5.9   0.1   265   322   120   181   116   194 0.73 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+    -            465 56099at50557         -            397     2e-08   32.3   0.7   2   5       6.4   2.4e+02   -0.9   0.0   283   305   191   213   183   231 0.76 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+    -            465 56099at50557         -            397     2e-08   32.3   0.7   3   5      0.04       1.5    6.4   0.0    59    97   227   264   217   268 0.80 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+    -            465 56099at50557         -            397     2e-08   32.3   0.7   4   5   0.00022    0.0082   13.9   0.0    60   282   270   317   265   356 0.53 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+    -            465 56099at50557         -            397     2e-08   32.3   0.7   5   5       4.3   1.6e+02   -0.3   0.0    80    96   382   398   372   410 0.79 -
37700at50557_34720_0:0020a5|STRG.7708.1:497-2713|+      -            739 56099at50557         -            397   2.7e-08   31.9   0.1   1   2     0.033       1.2    6.7   0.0    62    97   428   462   419   469 0.92 -
37700at50557_34720_0:0020a5|STRG.7708.1:497-2713|+      -            739 56099at50557         -            397   2.7e-08   31.9   0.1   2   2   7.5e-07   2.8e-05   22.0   0.0    80   272   498   693   478   711 0.68 -
37700at50557_34720_0:0020a5|STRG.7708.2:511-2733|+      -            741 56099at50557         -            397   2.7e-08   31.9   0.1   1   2     0.034       1.3    6.7   0.0    62    97   430   464   422   471 0.92 -
37700at50557_34720_0:0020a5|STRG.7708.2:511-2733|+      -            741 56099at50557         -            397   2.7e-08   31.9   0.1   2   2   7.5e-07   2.8e-05   22.0   0.0    80   272   500   695   480   713 0.68 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+      -            524 56099at50557         -            397   3.7e-08   31.4   0.0   1   1   2.9e-09   1.1e-07   29.9   0.0   140   327   141   332   101   362 0.78 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+    -            443 56099at50557         -            397   4.6e-08   31.1  10.4   1   5      0.69        26    2.3   0.1    67   100   130   160   124   166 0.69 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+    -            443 56099at50557         -            397   4.6e-08   31.1  10.4   2   5     0.068       2.5    5.7   0.5   240   315   167   249   161   271 0.73 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+    -            443 56099at50557         -            397   4.6e-08   31.1  10.4   3   5     0.066       2.5    5.7   0.0    61    96   276   309   270   325 0.79 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+    -            443 56099at50557         -            397   4.6e-08   31.1  10.4   4   5   5.2e-06   0.00019   19.2   0.1   247   314   324   398   313   407 0.81 -
69548at50557_103372_0:0010c7|STRG.11560.1:140-1468|+    -            443 56099at50557         -            397   4.6e-08   31.1  10.4   5   5       4.6   1.7e+02   -0.4   0.0   285   314   412   440   408   443 0.77 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+     -            296 56099at50557         -            397   8.1e-08   30.3   0.1   1   3      0.11         4    5.0   0.0    59    98    11    48     6    54 0.86 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+     -            296 56099at50557         -            397   8.1e-08   30.3   0.1   2   3   2.9e-05    0.0011   16.7   0.1    59   128    67   151    63   168 0.70 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+     -            296 56099at50557         -            397   8.1e-08   30.3   0.1   3   3       1.5        55    1.3   0.0   235   267   259   291   239   295 0.85 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+          -            151 56099at50557         -            397   1.1e-07   29.9   0.1   1   2      0.26       9.8    3.7   0.0   238   270    20    52     5    58 0.85 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+          -            151 56099at50557         -            397   1.1e-07   29.9   0.1   2   2   1.1e-07   4.1e-06   24.7   0.0   235   321    59   148    50   150 0.82 -
66691at50557_456900_0:002b0f|STRG.1398.1:336-1436|+     -            367 56099at50557         -            397   1.3e-07   29.7   0.2   1   2   5.6e-06   0.00021   19.1   0.1   164   315    10   176     3   180 0.66 -
66691at50557_456900_0:002b0f|STRG.1398.1:336-1436|+     -            367 56099at50557         -            397   1.3e-07   29.7   0.2   2   2     0.024      0.89    7.1   0.0    64   106   325   365   320   367 0.88 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+     -            245 56099at50557         -            397   1.5e-07   29.5   0.0   1   2   0.00064     0.024   12.3   0.0   282   317    80   115    33   122 0.86 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+     -            245 56099at50557         -            397   1.5e-07   29.5   0.0   2   2     0.035       1.3    6.6   0.0   229   270   202   243   194   245 0.82 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+     -            245 56099at50557         -            397   1.5e-07   29.5   0.0   1   2   0.00064     0.024   12.3   0.0   282   317    80   115    33   122 0.86 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+     -            245 56099at50557         -            397   1.5e-07   29.5   0.0   2   2     0.035       1.3    6.6   0.0   229   270   202   243   194   245 0.82 -
22030at50557_77166_0:00007a|STRG.2805.1:441-926|+       -            162 56099at50557         -            397   1.6e-07   29.4   0.1   1   3      0.27        10    3.7   0.0   284   336     7    60     2    73 0.82 -
22030at50557_77166_0:00007a|STRG.2805.1:441-926|+       -            162 56099at50557         -            397   1.6e-07   29.4   0.1   2   3   6.1e-06   0.00023   19.0   0.0    57   101    82   125    46   128 0.85 -
22030at50557_77166_0:00007a|STRG.2805.1:441-926|+       -            162 56099at50557         -            397   1.6e-07   29.4   0.1   3   3      0.19         7    4.2   0.0    61    95   129   162   126   162 0.90 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+   -            262 56099at50557         -            397   2.1e-07   29.0   0.0   1   2   9.8e-07   3.6e-05   21.6   0.0   140   273    40   179    22   231 0.72 -
40115at50557_411798_0:002bfa|STRG.16114.1:1087-1872|+   -            262 56099at50557         -            397   2.1e-07   29.0   0.0   2   2     0.017      0.63    7.6   0.0   184   270   171   261   169   262 0.74 -
80377at50557_108931_0:002353|STRG.9836.1:2268-2888|+    -            207 56099at50557         -            397   3.6e-07   28.2   0.0   1   2   9.7e-06   0.00036   18.3   0.1    62    97    33    68    31    76 0.93 -
80377at50557_108931_0:002353|STRG.9836.1:2268-2888|+    -            207 56099at50557         -            397   3.6e-07   28.2   0.0   2   2     0.029       1.1    6.9   0.0   284   316    86   118    74   125 0.80 -
80377at50557_108931_0:002353|STRG.9836.2:1851-2471|+    -            207 56099at50557         -            397   3.6e-07   28.2   0.0   1   2   9.7e-06   0.00036   18.3   0.1    62    97    33    68    31    76 0.93 -
80377at50557_108931_0:002353|STRG.9836.2:1851-2471|+    -            207 56099at50557         -            397   3.6e-07   28.2   0.0   2   2     0.029       1.1    6.9   0.0   284   316    86   118    74   125 0.80 -
80377at50557_108931_0:002353|STRG.9836.3:2372-2992|+    -            207 56099at50557         -            397   3.6e-07   28.2   0.0   1   2   9.7e-06   0.00036   18.3   0.1    62    97    33    68    31    76 0.93 -
80377at50557_108931_0:002353|STRG.9836.3:2372-2992|+    -            207 56099at50557         -            397   3.6e-07   28.2   0.0   2   2     0.029       1.1    6.9   0.0   284   316    86   118    74   125 0.80 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   1   6     0.092       3.4    5.2   0.0   220   269    67   118    14   121 0.73 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   2   6     0.056       2.1    5.9   0.0    61   104    88   130    83   131 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   3   6     0.012      0.45    8.1   0.1    54    99   123   167   121   176 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   4   6     0.017      0.64    7.6   0.1   291   312   185   206   176   216 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   5   6       1.8        67    1.0   0.0   137   201   401   464   387   471 0.78 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   6   6       9.6   3.6e+02   -1.4   0.0    80   124   481   498   457   514 0.56 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   1   6     0.092       3.4    5.2   0.0   220   269    67   118    14   121 0.73 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   2   6     0.056       2.1    5.9   0.0    61   104    88   130    83   131 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   3   6     0.012      0.45    8.1   0.1    54    99   123   167   121   176 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   4   6     0.017      0.64    7.6   0.1   291   312   185   206   176   216 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   5   6       1.8        67    1.0   0.0   137   201   401   464   387   471 0.78 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   6   6       9.6   3.6e+02   -1.4   0.0    80   124   481   498   457   514 0.56 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   1   6     0.092       3.4    5.2   0.0   220   269    67   118    14   121 0.73 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   2   6     0.056       2.1    5.9   0.0    61   104    88   130    83   131 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   3   6     0.012      0.45    8.1   0.1    54    99   123   167   121   176 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   4   6     0.017      0.64    7.6   0.1   291   312   185   206   176   216 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   5   6       1.8        67    1.0   0.0   137   201   401   464   387   471 0.78 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   6   6       9.6   3.6e+02   -1.4   0.0    80   124   481   498   457   514 0.56 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   1   6     0.092       3.4    5.2   0.0   220   269    67   118    14   121 0.73 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   2   6     0.056       2.1    5.9   0.0    61   104    88   130    83   131 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   3   6     0.012      0.45    8.1   0.1    54    99   123   167   121   176 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   4   6     0.017      0.64    7.6   0.1   291   312   185   206   176   216 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   5   6       1.8        67    1.0   0.0   137   201   401   464   387   471 0.78 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+     -            534 56099at50557         -            397   3.8e-07   28.1   2.4   6   6       9.6   3.6e+02   -1.4   0.0    80   124   481   498   457   514 0.56 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+     -            329 56099at50557         -            397   5.5e-07   27.6   0.1   1   4    0.0059      0.22    9.1   0.0   242   320    41   123    19   127 0.75 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+     -            329 56099at50557         -            397   5.5e-07   27.6   0.1   2   4     0.024      0.91    7.1   0.0   249   311    91   156    77   170 0.74 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+     -            329 56099at50557         -            397   5.5e-07   27.6   0.1   3   4       5.8   2.2e+02   -0.7   0.0   105   123   202   221   177   232 0.75 -
49370at50557_79782_0:001886|STRG.4583.1:1568-2554|+     -            329 56099at50557         -            397   5.5e-07   27.6   0.1   4   4    0.0054       0.2    9.3   0.0   240   312   249   325   242   328 0.75 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+    -            608 56099at50557         -            397   6.6e-07   27.3   0.0   1   2   0.00086     0.032   11.9   0.0   236   303   280   355   275   374 0.75 -
