#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
23620at50557_34720_0:0012cc|STRG.5639.1:52-2658|+      -            869 23620at50557         -            502    5e-245  812.9  10.2   1   1    3e-245  1.4e-243  808.2  10.2     1   501   245   852   245   853 0.90 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 23620at50557         -            502   1.4e-09   36.3   0.6   3   4      0.22        10    3.8   0.0   239   271   198   231   188   272 0.75 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 23620at50557         -            502   1.4e-09   36.3   0.6   4   4       4.2   1.9e+02   -0.5   0.0   248   273   298   323   277   324 0.76 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 23620at50557         -            502   1.6e-09   36.0   1.6   1   5       1.6        75    0.9   0.0   233   271   315   355   305   362 0.83 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 23620at50557         -            502   1.6e-09   36.0   1.6   2   5    0.0046      0.21    9.3   0.1   238   276   363   402   358   405 0.91 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 23620at50557         -            502   1.6e-09   36.0   1.6   3   5    0.0026      0.12   10.1   0.0   238   279   405   447   403   458 0.82 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 23620at50557         -            502   1.6e-09   36.0   1.6   4   5    0.0061      0.28    8.9   0.0   240   276   449   487   445   489 0.75 -
49370at50557_456900_0:00265d|STRG.6693.1:222-1790|+    -            523 23620at50557         -            502   1.6e-09   36.0   1.6   5   5     0.043         2    6.1   0.0   224   267   476   520   475   522 0.91 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 23620at50557         -            502   2.5e-09   35.5   0.1   1   5      0.25        12    3.6   0.0   237   278   261   303   259   327 0.78 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 23620at50557         -            502   2.5e-09   35.5   0.1   2   5       3.5   1.6e+02   -0.2   0.0   237   270   303   337   293   344 0.79 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 23620at50557         -            502   2.5e-09   35.5   0.1   3   5    0.0003     0.014   13.2   0.0   230   280   338   389   310   394 0.86 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 23620at50557         -            502   2.5e-09   35.5   0.1   4   5    0.0049      0.23    9.2   0.0   247   273   398   424   389   429 0.85 -
31374at50557_133901_0:001035|STRG.14278.2:1079-2605|+  -            509 23620at50557         -            502   2.5e-09   35.5   0.1   5   5       0.2       9.1    3.9   0.0   237   269   429   462   425   470 0.82 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 23620at50557         -            502   2.6e-09   35.4   0.1   1   5      0.26        12    3.5   0.0   237   278   267   309   265   333 0.78 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 23620at50557         -            502   2.6e-09   35.4   0.1   2   5       3.6   1.6e+02   -0.2   0.0   237   270   309   343   299   350 0.79 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 23620at50557         -            502   2.6e-09   35.4   0.1   3   5   0.00031     0.014   13.2   0.0   230   280   344   395   316   400 0.86 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 23620at50557         -            502   2.6e-09   35.4   0.1   4   5     0.005      0.23    9.2   0.0   247   273   404   430   395   435 0.85 -
31374at50557_133901_0:001035|STRG.14278.1:1137-2681|+  -            515 23620at50557         -            502   2.6e-09   35.4   0.1   5   5       0.2       9.2    3.9   0.0   237   269   435   468   431   476 0.82 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 23620at50557         -            502   2.6e-09   35.4   0.1   1   5      0.26        12    3.5   0.0   237   278   267   309   265   333 0.78 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 23620at50557         -            502   2.6e-09   35.4   0.1   2   5       3.6   1.6e+02   -0.2   0.0   237   270   309   343   299   350 0.79 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 23620at50557         -            502   2.6e-09   35.4   0.1   3   5   0.00031     0.014   13.2   0.0   230   280   344   395   316   400 0.86 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 23620at50557         -            502   2.6e-09   35.4   0.1   4   5     0.005      0.23    9.2   0.0   247   273   404   430   395   435 0.85 -
31374at50557_133901_0:001035|STRG.14278.3:356-1900|+   -            515 23620at50557         -            502   2.6e-09   35.4   0.1   5   5       0.2       9.2    3.9   0.0   237   269   435   468   431   476 0.82 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 23620at50557         -            502   2.9e-09   35.2   3.8   1   5      0.41        19    2.9   0.0   234   271    15    53     3    62 0.73 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 23620at50557         -            502   2.9e-09   35.2   3.8   2   5      0.18       8.1    4.1   0.0   248   279    74   105    62   117 0.83 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 23620at50557         -            502   2.9e-09   35.2   3.8   3   5     0.024       1.1    6.9   0.0   235   277   102   145    96   152 0.75 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 23620at50557         -            502   2.9e-09   35.2   3.8   4   5       7.2   3.3e+02   -1.2   0.0   249   272   159   182   146   226 0.70 -
80377at50557_77166_0:002f29|STRG.8999.1:1027-1941|+    -            305 23620at50557         -            502   2.9e-09   35.2   3.8   5   5   2.4e-05    0.0011   16.8   0.2   241   287   238   290   229   301 0.74 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 23620at50557         -            502   3.1e-09   35.1   2.0   1   6     0.012      0.55    7.9   0.1   237   287    11    62     4    68 0.86 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 23620at50557         -            502   3.1e-09   35.1   2.0   2   6       4.8   2.2e+02   -0.7   0.0   247   271    64    88    59   104 0.82 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 23620at50557         -            502   3.1e-09   35.1   2.0   3   6       1.9        86    0.7   0.0   253   274   117   138    93   142 0.70 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 23620at50557         -            502   3.1e-09   35.1   2.0   4   6     0.089       4.1    5.0   0.0   237   274   142   180   132   184 0.79 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 23620at50557         -            502   3.1e-09   35.1   2.0   5   6   0.00093     0.042   11.6   0.0   232   277   179   225   171   231 0.82 -
43553at50557_79782_0:002ee3|STRG.2177.1:267-1127|+     -            287 23620at50557         -            502   3.1e-09   35.1   2.0   6   6     0.034       1.6    6.4   0.0   247   270   239   262   218   270 0.81 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+    -            134 23620at50557         -            502   6.2e-09   34.1   0.0   1   3   0.00041     0.019   12.8   0.0   237   280     1    45     1    51 0.87 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+    -            134 23620at50557         -            502   6.2e-09   34.1   0.0   2   3   0.00082     0.038   11.8   0.0   248   274    55    81    47    85 0.86 -
31374at50557_217634_0:001dc6|STRG.14278.4:255-656|+    -            134 23620at50557         -            502   6.2e-09   34.1   0.0   3   3     0.023       1.1    7.0   0.0   237   269    85   118    80   129 0.82 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+      -            884 23620at50557         -            502   1.1e-08   33.3   0.3   1   4       4.8   2.2e+02   -0.7   0.0   382   437   271   328   260   338 0.76 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+      -            884 23620at50557         -            502   1.1e-08   33.3   0.3   2   4   1.2e-05   0.00053   17.9   0.0   238   277   349   389   342   393 0.84 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+      -            884 23620at50557         -            502   1.1e-08   33.3   0.3   3   4      0.03       1.4    6.6   0.0   236   279   389   433   387   445 0.87 -
13625at50557_103372_0:00203b|STRG.1696.1:4-2655|+      -            884 23620at50557         -            502   1.1e-08   33.3   0.3   4   4       0.5        23    2.6   0.0   249   307   491   554   473   564 0.59 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 23620at50557         -            502   3.3e-08   31.7   0.3   1   4      0.03       1.4    6.6   0.0   236   273    94   130    89   188 0.87 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 23620at50557         -            502   3.3e-08   31.7   0.3   2   4   0.00078     0.036   11.8   0.0   246   305   484   551   473   559 0.74 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 23620at50557         -            502   3.3e-08   31.7   0.3   3   4     0.022         1    7.1   0.0   236   276   560   601   554   619 0.85 -
13553at50557_34720_0:0020c1|STRG.5042.1:97-2760|+      -            888 23620at50557         -            502   3.3e-08   31.7   0.3   4   4       8.7     4e+02   -1.5   0.0    15    49   835   871   828   877 0.77 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 23620at50557         -            502   4.9e-08   31.2   1.2   1   3   0.00025     0.012   13.5   0.0   237   279    28    71    21   104 0.85 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 23620at50557         -            502   4.9e-08   31.2   1.2   2   3       1.6        75    0.9   0.0   240   280   120   161   114   172 0.81 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 23620at50557         -            502   4.9e-08   31.2   1.2   3   3   0.00021    0.0096   13.7   0.1   243   279   176   212   168   232 0.79 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+   -            238 23620at50557         -            502   1.2e-07   29.9   0.6   1   2   6.2e-05    0.0028   15.5   0.1   339   430     2    96     1   129 0.76 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+   -            238 23620at50557         -            502   1.2e-07   29.9   0.6   2   2     8e-05    0.0037   15.1   0.1   202   296    90   191    88   200 0.75 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 23620at50557         -            502   1.2e-07   29.9   7.5   1   5    0.0019     0.088   10.6   0.0   236   278    61   105    52   108 0.86 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 23620at50557         -            502   1.2e-07   29.9   7.5   2   5    0.0029      0.13    9.9   0.0   239   271   107   140   104   159 0.78 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 23620at50557         -            502   1.2e-07   29.9   7.5   3   5     0.055       2.5    5.7   0.0   239   273   276   314   266   332 0.80 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 23620at50557         -            502   1.2e-07   29.9   7.5   4   5     0.091       4.2    5.0   0.0   252   274   336   358   319   376 0.86 -
56099at50557_103372_0:001a7e|STRG.15538.1:74-1405|+    -            444 23620at50557         -            502   1.2e-07   29.9   7.5   5   5       8.8     4e+02   -1.5   0.1   122   154   380   412   364   439 0.66 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 23620at50557         -            502   1.5e-07   29.6   1.7   1   5     0.043         2    6.1   0.0   249   279    12    42     4    62 0.84 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 23620at50557         -            502   1.5e-07   29.6   1.7   2   5       4.9   2.2e+02   -0.7   0.0   380   408    47    75    41    78 0.83 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 23620at50557         -            502   1.5e-07   29.6   1.7   3   5     0.004      0.18    9.5   0.0   232   292    79   147    73   177 0.70 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 23620at50557         -            502   1.5e-07   29.6   1.7   4   5     0.065         3    5.5   0.0   228   279   210   262   207   275 0.81 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+     -            324 23620at50557         -            502   1.5e-07   29.6   1.7   5   5      0.54        25    2.5   0.0   248   273   274   299   269   305 0.87 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 23620at50557         -            502   1.7e-07   29.4   0.1   1   3      0.02      0.92    7.2   0.0   237   279    16    59     7    84 0.88 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 23620at50557         -            502   1.7e-07   29.4   0.1   2   3     0.036       1.7    6.3   0.0   236   275   101   141    71   168 0.81 -
77772at50557_121845_0:003bba|STRG.11923.5:1653-2559|-  -            300 23620at50557         -            502   1.7e-07   29.4   0.1   3   3   0.00044      0.02   12.6   0.0   232   277   213   262   193   290 0.81 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 23620at50557         -            502   1.7e-07   29.4   0.1   1   3      0.02      0.92    7.2   0.0   237   279    16    59     7    84 0.88 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 23620at50557         -            502   1.7e-07   29.4   0.1   2   3     0.036       1.7    6.3   0.0   236   275   101   141    71   168 0.81 -
77772at50557_121845_0:003bba|STRG.11925.1:3-909|+      -            300 23620at50557         -            502   1.7e-07   29.4   0.1   3   3   0.00044      0.02   12.6   0.0   232   277   213   262   193   290 0.81 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 23620at50557         -            502   2.2e-07   29.1   0.3   1   4       8.1   3.7e+02   -1.4   0.0   239   270    16    47    11    52 0.85 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 23620at50557         -            502   2.2e-07   29.1   0.3   2   4       1.7        80    0.8   0.0   236   274    69   108    60   114 0.76 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 23620at50557         -            502   2.2e-07   29.1   0.3   3   4   7.8e-07   3.6e-05   21.7   0.0   236   270   112   147   101   156 0.87 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 23620at50557         -            502   2.2e-07   29.1   0.3   4   4       0.8        37    1.9   0.0   232   258   157   183   153   188 0.92 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+    -            245 23620at50557         -            502   2.4e-07   28.9   0.0   1   3    0.0017      0.08   10.7   0.0   236   272    76   113    68   117 0.78 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+    -            245 23620at50557         -            502   2.4e-07   28.9   0.0   2   3     0.001     0.048   11.4   0.0   231   285   119   177   115   201 0.80 -
40115at50557_110193_0:00292f|STRG.6409.1:914-1648|+    -            245 23620at50557         -            502   2.4e-07   28.9   0.0   3   3      0.28        13    3.4   0.0   236   268   212   245   196   245 0.84 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+    -            245 23620at50557         -            502   2.4e-07   28.9   0.0   1   3    0.0017      0.08   10.7   0.0   236   272    76   113    68   117 0.78 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+    -            245 23620at50557         -            502   2.4e-07   28.9   0.0   2   3     0.001     0.048   11.4   0.0   231   285   119   177   115   201 0.80 -
40115at50557_110193_0:00292f|STRG.6409.2:791-1525|+    -            245 23620at50557         -            502   2.4e-07   28.9   0.0   3   3      0.28        13    3.4   0.0   236   268   212   245   196   245 0.84 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   1   5       2.7   1.2e+02    0.2   0.0   245   279    56    90    45    92 0.84 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   2   5      0.22       9.9    3.8   0.1   237   271    89   124    84   130 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   3   5    0.0036      0.16    9.7   0.1   237   279   131   174   127   181 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   4   5    0.0034      0.15    9.7   0.0   234   270   170   207   167   215 0.87 -
80377at50557_38123_0:002ff9|STRG.10661.1:126-1727|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   5   5       0.1       4.6    4.9   0.0   229   305   376   454   350   476 0.75 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   1   5       2.7   1.2e+02    0.2   0.0   245   279    56    90    45    92 0.84 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   2   5      0.22       9.9    3.8   0.1   237   271    89   124    84   130 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   3   5    0.0036      0.16    9.7   0.1   237   279   131   174   127   181 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   4   5    0.0034      0.15    9.7   0.0   234   270   170   207   167   215 0.87 -
80377at50557_38123_0:002ff9|STRG.10661.2:120-1721|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   5   5       0.1       4.6    4.9   0.0   229   305   376   454   350   476 0.75 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   1   5       2.7   1.2e+02    0.2   0.0   245   279    56    90    45    92 0.84 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   2   5      0.22       9.9    3.8   0.1   237   271    89   124    84   130 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   3   5    0.0036      0.16    9.7   0.1   237   279   131   174   127   181 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   4   5    0.0034      0.15    9.7   0.0   234   270   170   207   167   215 0.87 -
80377at50557_38123_0:002ff9|STRG.10661.3:243-1844|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   5   5       0.1       4.6    4.9   0.0   229   305   376   454   350   476 0.75 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   1   5       2.7   1.2e+02    0.2   0.0   245   279    56    90    45    92 0.84 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   2   5      0.22       9.9    3.8   0.1   237   271    89   124    84   130 0.83 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   3   5    0.0036      0.16    9.7   0.1   237   279   131   174   127   181 0.85 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   4   5    0.0034      0.15    9.7   0.0   234   270   170   207   167   215 0.87 -
80377at50557_38123_0:002ff9|STRG.10661.4:125-1726|+    -            534 23620at50557         -            502   2.7e-07   28.7   2.7   5   5       0.1       4.6    4.9   0.0   229   305   376   454   350   476 0.75 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 23620at50557         -            502   3.2e-07   28.5   0.6   1   4      0.75        34    2.0   0.0   258   278     2    22     1    25 0.91 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 23620at50557         -            502   3.2e-07   28.5   0.6   2   4      0.19       8.9    3.9   0.0   236   277    21    63    19    65 0.84 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 23620at50557         -            502   3.2e-07   28.5   0.6   3   4   0.00019    0.0086   13.9   0.0   232   272    59   100    45   108 0.82 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 23620at50557         -            502   3.2e-07   28.5   0.6   4   4     0.012      0.56    7.9   0.0   239   278   108   148   103   151 0.85 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 23620at50557         -            502     1e-06   26.8   0.5   1   5    0.0026      0.12   10.1   0.0   231   273    15    56     8    76 0.84 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 23620at50557         -            502     1e-06   26.8   0.5   2   5         1        47    1.6   0.0   236   280    60   105    58   123 0.64 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 23620at50557         -            502     1e-06   26.8   0.5   3   5       1.7        76    0.9   0.0   391   440   142   192   120   203 0.80 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 23620at50557         -            502     1e-06   26.8   0.5   4   5       0.1       4.8    4.8   0.0   240   279   212   250   204   263 0.84 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 23620at50557         -            502     1e-06   26.8   0.5   5   5      0.33        15    3.2   0.0   232   267   292   326   279   326 0.85 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 23620at50557         -            502   1.2e-06   26.6   0.1   1   4       2.7   1.3e+02    0.1   0.0   238   272     7    42     3    47 0.78 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 23620at50557         -            502   1.2e-06   26.6   0.1   2   4   0.00016    0.0072   14.1   0.0   235   295    46   109    41   134 0.79 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 23620at50557         -            502   1.2e-06   26.6   0.1   3   4      0.17       7.9    4.1   0.0   253   278   160   185   152   188 0.88 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+    -            326 23620at50557         -            502   1.2e-06   26.6   0.1   4   4       0.2       9.4    3.9   0.0   236   278   184   227   181   317 0.71 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 23620at50557         -            502   1.3e-06   26.4   0.1   1   4       2.9   1.3e+02    0.1   0.0   375   408    35    69    27    83 0.76 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 23620at50557         -            502   1.3e-06   26.4   0.1   2   4    0.0023      0.11   10.3   0.0   216   283    97   165    87   175 0.78 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 23620at50557         -            502   1.3e-06   26.4   0.1   3   4     0.094       4.3    5.0   0.0   235   278   158   203   152   210 0.80 -
58729at50557_103372_0:00194e|STRG.940.1:143-1714|+     -            524 23620at50557         -            502   1.3e-06   26.4   0.1   4   4    0.0095      0.44    8.3   0.0   379   447   207   277   195   286 0.83 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 23620at50557         -            502   4.4e-06   24.7   0.0   1   3     0.055       2.5    5.7   0.0   235   284    54   109    42   118 0.79 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 23620at50557         -            502   4.4e-06   24.7   0.0   2   3    0.0037      0.17    9.6   0.0   237   277   140   181   132   183 0.83 -
71739at50557_7213_0:002b67|STRG.12964.1:279-1157|+     -            293 23620at50557         -            502   4.4e-06   24.7   0.0   3   3      0.19       8.5    4.0   0.0   236   265   262   292   257   293 0.91 -
37700at50557_1629725_0:002171|STRG.7515.1:415-1071|+   -            219 23620at50557         -            502   4.9e-06   24.6   0.0   1   1   2.2e-07     1e-05   23.6   0.0   229   299    18    95    14   124 0.77 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 23620at50557         -            502   5.2e-06   24.5   2.2   1   5     0.045       2.1    6.0   0.0   249   278    12    41     4    46 0.83 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 23620at50557         -            502   5.2e-06   24.5   2.2   2   5      0.07       3.2    5.4   0.0   250   292    47    96    42   126 0.67 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 23620at50557         -            502   5.2e-06   24.5   2.2   3   5      0.81        37    1.9   0.0   380   427    82   130    73   153 0.68 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 23620at50557         -            502   5.2e-06   24.5   2.2   4   5     0.049       2.3    5.9   0.0   228   279   159   211   156   224 0.81 -
76755at50557_64793_0:0021c2|STRG.1211.2:14-848|+       -            273 23620at50557         -            502   5.2e-06   24.5   2.2   5   5      0.42        19    2.8   0.0   248   274   223   249   218   255 0.87 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   1   6      0.15         7    4.3   0.1   237   285     2    51     1    57 0.80 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   2   6      0.23        10    3.7   0.0   238   275    91   128    83   132 0.84 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   3   6     0.041       1.9    6.2   0.0   235   277   129   172   126   173 0.85 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   4   6     0.089       4.1    5.1   0.0   236   274   172   211   170   227 0.83 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   5   6       3.4   1.5e+02   -0.2   0.0   247   270   228   251   213   260 0.76 -
40115at50557_144034_0:000898|STRG.1523.1:1234-2103|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   6   6       8.2   3.8e+02   -1.4   0.0   238   267   260   290   256   290 0.91 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   1   6      0.15         7    4.3   0.1   237   285     2    51     1    57 0.80 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   2   6      0.23        10    3.7   0.0   238   275    91   128    83   132 0.84 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   3   6     0.041       1.9    6.2   0.0   235   277   129   172   126   173 0.85 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   4   6     0.089       4.1    5.1   0.0   236   274   172   211   170   227 0.83 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   5   6       3.4   1.5e+02   -0.2   0.0   247   270   228   251   213   260 0.76 -
40115at50557_144034_0:000898|STRG.1523.2:1420-2289|+   -            290 23620at50557         -            502   6.6e-06   24.2   1.2   6   6       8.2   3.8e+02   -1.4   0.0   238   267   260   290   256   290 0.91 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 23620at50557         -            502   7.1e-06   24.0   0.3   1   5    0.0037      0.17    9.6   0.0   231   272    15    55     8    61 0.83 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 23620at50557         -            502   7.1e-06   24.0   0.3   2   5       1.1        53    1.4   0.0   236   280    60   105    56   112 0.61 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 23620at50557         -            502   7.1e-06   24.0   0.3   3   5       1.9        85    0.7   0.0   392   440   143   192   123   203 0.81 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 23620at50557         -            502   7.1e-06   24.0   0.3   4   5      0.12       5.3    4.7   0.0   240   278   212   249   204   258 0.83 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 23620at50557         -            502   7.1e-06   24.0   0.3   5   5       3.1   1.4e+02   -0.0   0.0   232   270   292   329   280   334 0.83 -
