#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.4010.1:104-955|+      -            284 83902at50557         -            211  7.9e-106  351.1  11.0   1   1  4.7e-107  3.4e-105  349.1  11.0     1   211    15   256    15   256 0.93 -
7376at50557_1507135_0:001a56|STRG.4199.6:1154-3622|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   4   4     0.032       2.3    6.6   0.0   109   136   775   802   719   823 0.53 -
7376at50557_1507135_0:001a56|STRG.4199.7:1149-3617|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   1   4      0.11       7.9    4.8   0.0   107   136   106   135    27   156 0.74 -
7376at50557_1507135_0:001a56|STRG.4199.7:1149-3617|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   2   4    0.0023      0.16   10.3   0.0    88   172   275   365   252   369 0.80 -
7376at50557_1507135_0:001a56|STRG.4199.7:1149-3617|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   3   4     4e-06   0.00029   19.3   0.1    18    85   512   585   502   597 0.81 -
7376at50557_1507135_0:001a56|STRG.4199.7:1149-3617|+   -            823 83902at50557         -            211   4.2e-12   44.9   2.3   4   4     0.032       2.3    6.6   0.0   109   136   775   802   719   823 0.53 -
109776at50557_378494_0:004f86|STRG.11923.8:1261-1614|+ -            118 83902at50557         -            211   6.8e-12   44.2   1.2   1   1   8.9e-09   6.5e-07   28.0   0.0   132   185    16    69     3    81 0.84 -
83902at50557_52612_0:002c37|STRG.6269.2:474-938|+      -            155 83902at50557         -            211   1.2e-11   43.4   0.6   1   1   2.2e-13   1.6e-11   43.0   0.6    87   172    66   155    38   155 0.90 -
8280at50557_74869_0:001375|STRG.5465.1:585-1664|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   1   3     0.002      0.14   10.5   0.6    35    71   109   146    96   150 0.89 -
8280at50557_74869_0:001375|STRG.5465.1:585-1664|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   2   3   9.8e-12   7.1e-10   37.6   4.5    36   180   158   320   147   323 0.81 -
8280at50557_74869_0:001375|STRG.5465.1:585-1664|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   3   3      0.33        24    3.2   0.1    34    65   328   360   326   360 0.84 -
8280at50557_74869_0:001375|STRG.5465.2:655-1734|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   1   3     0.002      0.14   10.5   0.6    35    71   109   146    96   150 0.89 -
8280at50557_74869_0:001375|STRG.5465.2:655-1734|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   2   3   9.8e-12   7.1e-10   37.6   4.5    36   180   158   320   147   323 0.81 -
8280at50557_74869_0:001375|STRG.5465.2:655-1734|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   3   3      0.33        24    3.2   0.1    34    65   328   360   326   360 0.84 -
8280at50557_74869_0:001375|STRG.5465.3:793-1872|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   1   3     0.002      0.14   10.5   0.6    35    71   109   146    96   150 0.89 -
8280at50557_74869_0:001375|STRG.5465.3:793-1872|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   2   3   9.8e-12   7.1e-10   37.6   4.5    36   180   158   320   147   323 0.81 -
8280at50557_74869_0:001375|STRG.5465.3:793-1872|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   3   3      0.33        24    3.2   0.1    34    65   328   360   326   360 0.84 -
8280at50557_74869_0:001375|STRG.5465.4:425-1504|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   1   3     0.002      0.14   10.5   0.6    35    71   109   146    96   150 0.89 -
8280at50557_74869_0:001375|STRG.5465.4:425-1504|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   2   3   9.8e-12   7.1e-10   37.6   4.5    36   180   158   320   147   323 0.81 -
8280at50557_74869_0:001375|STRG.5465.4:425-1504|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   3   3      0.33        24    3.2   0.1    34    65   328   360   326   360 0.84 -
8280at50557_74869_0:001375|STRG.5465.5:1470-2549|+     -            360 83902at50557         -            211   1.5e-11   43.1  18.0   1   3     0.002      0.14   10.5   0.6    35    71   109   146    96   150 0.89 -
8280at50557_74869_0:001375|STRG.5465.5:1470-2549|+     -            360 83902at50557         -            211   1.5e-11   43.1  18.0   2   3   9.8e-12   7.1e-10   37.6   4.5    36   180   158   320   147   323 0.81 -
8280at50557_74869_0:001375|STRG.5465.5:1470-2549|+     -            360 83902at50557         -            211   1.5e-11   43.1  18.0   3   3      0.33        24    3.2   0.1    34    65   328   360   326   360 0.84 -
8280at50557_74869_0:001375|STRG.5465.6:902-1981|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   1   3     0.002      0.14   10.5   0.6    35    71   109   146    96   150 0.89 -
8280at50557_74869_0:001375|STRG.5465.6:902-1981|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   2   3   9.8e-12   7.1e-10   37.6   4.5    36   180   158   320   147   323 0.81 -
8280at50557_74869_0:001375|STRG.5465.6:902-1981|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   3   3      0.33        24    3.2   0.1    34    65   328   360   326   360 0.84 -
8280at50557_74869_0:001375|STRG.5465.7:1512-2591|+     -            360 83902at50557         -            211   1.5e-11   43.1  18.0   1   3     0.002      0.14   10.5   0.6    35    71   109   146    96   150 0.89 -
8280at50557_74869_0:001375|STRG.5465.7:1512-2591|+     -            360 83902at50557         -            211   1.5e-11   43.1  18.0   2   3   9.8e-12   7.1e-10   37.6   4.5    36   180   158   320   147   323 0.81 -
8280at50557_74869_0:001375|STRG.5465.7:1512-2591|+     -            360 83902at50557         -            211   1.5e-11   43.1  18.0   3   3      0.33        24    3.2   0.1    34    65   328   360   326   360 0.84 -
8280at50557_74869_0:001375|STRG.5465.8:345-1424|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   1   3     0.002      0.14   10.5   0.6    35    71   109   146    96   150 0.89 -
8280at50557_74869_0:001375|STRG.5465.8:345-1424|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   2   3   9.8e-12   7.1e-10   37.6   4.5    36   180   158   320   147   323 0.81 -
8280at50557_74869_0:001375|STRG.5465.8:345-1424|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   3   3      0.33        24    3.2   0.1    34    65   328   360   326   360 0.84 -
8280at50557_74869_0:001375|STRG.5465.9:359-1438|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   1   3     0.002      0.14   10.5   0.6    35    71   109   146    96   150 0.89 -
8280at50557_74869_0:001375|STRG.5465.9:359-1438|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   2   3   9.8e-12   7.1e-10   37.6   4.5    36   180   158   320   147   323 0.81 -
8280at50557_74869_0:001375|STRG.5465.9:359-1438|+      -            360 83902at50557         -            211   1.5e-11   43.1  18.0   3   3      0.33        24    3.2   0.1    34    65   328   360   326   360 0.84 -
83902at50557_69004_0:0010e0|STRG.12459.1:405-815|+     -            137 83902at50557         -            211     3e-11   42.1   4.3   1   2   2.4e-08   1.7e-06   26.6   0.2   123   184    35   101     8   103 0.71 -
83902at50557_69004_0:0010e0|STRG.12459.1:405-815|+     -            137 83902at50557         -            211     3e-11   42.1   4.3   2   2   1.4e-05     0.001   17.5   0.8    32    67   101   136    99   137 0.80 -
83902at50557_69004_0:0010e0|STRG.12459.2:405-815|+     -            137 83902at50557         -            211     3e-11   42.1   4.3   1   2   2.4e-08   1.7e-06   26.6   0.2   123   184    35   101     8   103 0.71 -
83902at50557_69004_0:0010e0|STRG.12459.2:405-815|+     -            137 83902at50557         -            211     3e-11   42.1   4.3   2   2   1.4e-05     0.001   17.5   0.8    32    67   101   136    99   137 0.80 -
83902at50557_69004_0:0010e0|STRG.12459.3:405-815|+     -            137 83902at50557         -            211     3e-11   42.1   4.3   1   2   2.4e-08   1.7e-06   26.6   0.2   123   184    35   101     8   103 0.71 -
83902at50557_69004_0:0010e0|STRG.12459.3:405-815|+     -            137 83902at50557         -            211     3e-11   42.1   4.3   2   2   1.4e-05     0.001   17.5   0.8    32    67   101   136    99   137 0.80 -
83902at50557_69004_0:0010e0|STRG.12459.4:705-1115|+    -            137 83902at50557         -            211     3e-11   42.1   4.3   1   2   2.4e-08   1.7e-06   26.6   0.2   123   184    35   101     8   103 0.71 -
83902at50557_69004_0:0010e0|STRG.12459.4:705-1115|+    -            137 83902at50557         -            211     3e-11   42.1   4.3   2   2   1.4e-05     0.001   17.5   0.8    32    67   101   136    99   137 0.80 -
83902at50557_69004_0:0010e0|STRG.12459.5:326-736|+     -            137 83902at50557         -            211     3e-11   42.1   4.3   1   2   2.4e-08   1.7e-06   26.6   0.2   123   184    35   101     8   103 0.71 -
83902at50557_69004_0:0010e0|STRG.12459.5:326-736|+     -            137 83902at50557         -            211     3e-11   42.1   4.3   2   2   1.4e-05     0.001   17.5   0.8    32    67   101   136    99   137 0.80 -
83902at50557_7260_0:0016c5|STRG.10441.1:730-1257|+     -            176 83902at50557         -            211   3.7e-11   41.8   9.8   1   1     8e-06   0.00058   18.3   0.4   131   176    25    70    11    75 0.77 -
83902at50557_7260_0:0016c5|STRG.10441.2:821-1348|+     -            176 83902at50557         -            211   3.7e-11   41.8   9.8   1   1     8e-06   0.00058   18.3   0.4   131   176    25    70    11    75 0.77 -
83902at50557_7217_0:000c07|STRG.10939.1:1-540|+        -            180 83902at50557         -            211   3.9e-11   41.8   6.1   1   3   3.3e-06   0.00024   19.6   0.4   140   179     1    41     1    46 0.78 -
83902at50557_7217_0:000c07|STRG.10939.1:1-540|+        -            180 83902at50557         -            211   3.9e-11   41.8   6.1   2   3     2e-07   1.4e-05   23.6   0.5    88   178    40   136    39   145 0.84 -
83902at50557_7217_0:000c07|STRG.10939.1:1-540|+        -            180 83902at50557         -            211   3.9e-11   41.8   6.1   3   3    0.0058      0.42    9.0   0.4    82   156   106   161    96   179 0.46 -
25718at50557_13249_0:001bb5|STRG.6268.1:413-1618|+     -            402 83902at50557         -            211     4e-11   41.7  26.7   1   4   4.5e-06   0.00033   19.1   0.9    37    85     3    50     1    54 0.93 -
25718at50557_13249_0:001bb5|STRG.6268.1:413-1618|+     -            402 83902at50557         -            211     4e-11   41.7  26.7   2   4       1.3        97    1.2   0.2    29   104    86   168    74   189 0.61 -
25718at50557_13249_0:001bb5|STRG.6268.1:413-1618|+     -            402 83902at50557         -            211     4e-11   41.7  26.7   3   4     0.017       1.2    7.5   3.5    87   176   196   291   160   296 0.60 -
25718at50557_13249_0:001bb5|STRG.6268.1:413-1618|+     -            402 83902at50557         -            211     4e-11   41.7  26.7   4   4   5.4e-08   3.9e-06   25.4   3.6    34   118   298   390   294   402 0.56 -
25718at50557_13249_0:001bb5|STRG.15528.2:638-1924|+    -            429 83902at50557         -            211   5.8e-11   41.2  15.1   1   4      0.31        22    3.3   0.6    38    83     7    54     1    56 0.65 -
25718at50557_13249_0:001bb5|STRG.15528.2:638-1924|+    -            429 83902at50557         -            211   5.8e-11   41.2  15.1   2   4   1.7e-09   1.2e-07   30.3   1.5    31   185    51   216    34   236 0.76 -
25718at50557_13249_0:001bb5|STRG.15528.2:638-1924|+    -            429 83902at50557         -            211   5.8e-11   41.2  15.1   3   4   0.00034     0.025   13.0   2.4    91   178   239   328   229   345 0.82 -
25718at50557_13249_0:001bb5|STRG.15528.2:638-1924|+    -            429 83902at50557         -            211   5.8e-11   41.2  15.1   4   4       1.3        91    1.3   0.0    91   129   391   429   368   429 0.80 -
83902at50557_7217_0:000c07|STRG.10939.2:1-480|+        -            160 83902at50557         -            211   7.8e-11   40.8   6.1   1   1   3.1e-11   2.2e-09   36.0   4.5    57   178     1   136     1   141 0.83 -
25718at50557_38123_0:002c3f|STRG.7116.1:1030-1962|+    -            311 83902at50557         -            211   2.7e-10   39.0  12.6   1   3     0.035       2.5    6.4   0.7   105   177    12    89     1    95 0.76 -
25718at50557_38123_0:002c3f|STRG.7116.1:1030-1962|+    -            311 83902at50557         -            211   2.7e-10   39.0  12.6   2   3     0.005      0.36    9.2   0.0    91   128    94   131    89   136 0.93 -
25718at50557_38123_0:002c3f|STRG.7116.1:1030-1962|+    -            311 83902at50557         -            211   2.7e-10   39.0  12.6   3   3   5.3e-09   3.9e-07   28.7   3.6    44   184   135   291   132   305 0.70 -
8280at50557_28612_0:005400|STRG.5480.1:265-840|+       -            192 83902at50557         -            211   7.6e-10   37.5   7.9   1   3     0.028         2    6.7   0.1    82   126     1    46     1    47 0.89 -
8280at50557_28612_0:005400|STRG.5480.1:265-840|+       -            192 83902at50557         -            211   7.6e-10   37.5   7.9   2   3   4.1e-09     3e-07   29.1   1.1    91   181    35   129    32   139 0.85 -
8280at50557_28612_0:005400|STRG.5480.1:265-840|+       -            192 83902at50557         -            211   7.6e-10   37.5   7.9   3   3    0.0019      0.14   10.5   0.4    94   145   133   188   127   192 0.70 -
83902at50557_7200_0:001fae|STRG.3334.1:293-451|+       -             53 83902at50557         -            211     2e-08   32.9   0.1   1   1   2.9e-10   2.1e-08   32.8   0.1   112   160     2    53     1    53 0.86 -
8280at50557_121225_0:0005bf|STRG.1873.1:940-2799|+     -            620 83902at50557         -            211   4.4e-08   31.8  41.9   1   6     7e-05    0.0051   15.2   2.4   100   181    29   114    19   119 0.80 -
8280at50557_121225_0:0005bf|STRG.1873.1:940-2799|+     -            620 83902at50557         -            211   4.4e-08   31.8  41.9   2   6   0.00053     0.038   12.4   9.2    92   180   116   211   112   236 0.59 -
8280at50557_121225_0:0005bf|STRG.1873.1:940-2799|+     -            620 83902at50557         -            211   4.4e-08   31.8  41.9   3   6   5.7e-05    0.0041   15.5  10.2    50   175   163   302   145   309 0.76 -
8280at50557_121225_0:0005bf|STRG.1873.1:940-2799|+     -            620 83902at50557         -            211   4.4e-08   31.8  41.9   4   6      0.14        10    4.4   5.4    33   134   241   339   237   387 0.63 -
8280at50557_121225_0:0005bf|STRG.1873.1:940-2799|+     -            620 83902at50557         -            211   4.4e-08   31.8  41.9   5   6       5.7   4.1e+02   -0.8   0.0   144   180   494   531   490   539 0.72 -
8280at50557_121225_0:0005bf|STRG.1873.1:940-2799|+     -            620 83902at50557         -            211   4.4e-08   31.8  41.9   6   6    0.0056       0.4    9.0   1.4    26    72   531   576   518   595 0.73 -
8280at50557_43041_0:001bfd|STRG.6272.1:948-2333|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   1   3    0.0048      0.34    9.3   2.8    38   176    65   218    37   222 0.67 -
8280at50557_43041_0:001bfd|STRG.6272.1:948-2333|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   2   3   2.1e-05    0.0015   16.9   3.6    35   150   162   287   158   302 0.82 -
8280at50557_43041_0:001bfd|STRG.6272.1:948-2333|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   3   3   2.5e-06   0.00018   20.0   1.8    32   133   328   439   323   449 0.78 -
8280at50557_43041_0:001bfd|STRG.6272.2:861-2246|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   1   3    0.0048      0.34    9.3   2.8    38   176    65   218    37   222 0.67 -
8280at50557_43041_0:001bfd|STRG.6272.2:861-2246|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   2   3   2.1e-05    0.0015   16.9   3.6    35   150   162   287   158   302 0.82 -
8280at50557_43041_0:001bfd|STRG.6272.2:861-2246|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   3   3   2.5e-06   0.00018   20.0   1.8    32   133   328   439   323   449 0.78 -
8280at50557_43041_0:001bfd|STRG.6272.3:714-2099|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   1   3    0.0048      0.34    9.3   2.8    38   176    65   218    37   222 0.67 -
8280at50557_43041_0:001bfd|STRG.6272.3:714-2099|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   2   3   2.1e-05    0.0015   16.9   3.6    35   150   162   287   158   302 0.82 -
8280at50557_43041_0:001bfd|STRG.6272.3:714-2099|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   3   3   2.5e-06   0.00018   20.0   1.8    32   133   328   439   323   449 0.78 -
8280at50557_43041_0:001bfd|STRG.6272.4:680-2065|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   1   3    0.0048      0.34    9.3   2.8    38   176    65   218    37   222 0.67 -
8280at50557_43041_0:001bfd|STRG.6272.4:680-2065|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   2   3   2.1e-05    0.0015   16.9   3.6    35   150   162   287   158   302 0.82 -
8280at50557_43041_0:001bfd|STRG.6272.4:680-2065|+      -            462 83902at50557         -            211   4.6e-08   31.7  19.8   3   3   2.5e-06   0.00018   20.0   1.8    32   133   328   439   323   449 0.78 -
54603at50557_1155016_0:0007f6|STRG.7935.1:468-941|+    -            158 83902at50557         -            211   5.7e-08   31.4   3.2   1   1   1.3e-09   9.6e-08   30.7   2.5    26   131    12   128     1   134 0.80 -
25718at50557_38123_0:002c3f|STRG.10357.1:281-1267|+    -            329 83902at50557         -            211   6.7e-08   31.2  18.6   1   3     0.055         4    5.8   3.9   100   174     2    85     1    92 0.77 -
25718at50557_38123_0:002c3f|STRG.10357.1:281-1267|+    -            329 83902at50557         -            211   6.7e-08   31.2  18.6   2   3     0.012      0.89    7.9   0.4    93   158    95   161    91   188 0.79 -
25718at50557_38123_0:002c3f|STRG.10357.1:281-1267|+    -            329 83902at50557         -            211   6.7e-08   31.2  18.6   3   3   3.7e-08   2.7e-06   25.9   1.9    22   175   164   328   161   329 0.80 -
109776at50557_168631_0:000c9d|STRG.10128.1:54-362|+    -            103 83902at50557         -            211   1.6e-07   29.9   2.5   1   2      0.61        44    2.4   0.1   150   179     7    37     1    43 0.63 -
109776at50557_168631_0:000c9d|STRG.10128.1:54-362|+    -            103 83902at50557         -            211   1.6e-07   29.9   2.5   2   2   1.5e-08   1.1e-06   27.2   0.4    32    84    42    94    38    97 0.86 -
8280at50557_168631_0:00267d|STRG.13971.1:1878-2255|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   1   2      0.85        62    1.9   0.1   105   134     1    30     1    33 0.83 -
8280at50557_168631_0:00267d|STRG.13971.1:1878-2255|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   2   2   1.6e-08   1.2e-06   27.1   0.2    91   176    35   121    28   125 0.78 -
8280at50557_168631_0:00267d|STRG.13971.2:1338-1715|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   1   2      0.85        62    1.9   0.1   105   134     1    30     1    33 0.83 -
8280at50557_168631_0:00267d|STRG.13971.2:1338-1715|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   2   2   1.6e-08   1.2e-06   27.1   0.2    91   176    35   121    28   125 0.78 -
8280at50557_168631_0:00267d|STRG.13971.3:1206-1583|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   1   2      0.85        62    1.9   0.1   105   134     1    30     1    33 0.83 -
8280at50557_168631_0:00267d|STRG.13971.3:1206-1583|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   2   2   1.6e-08   1.2e-06   27.1   0.2    91   176    35   121    28   125 0.78 -
8280at50557_168631_0:00267d|STRG.13971.4:1157-1534|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   1   2      0.85        62    1.9   0.1   105   134     1    30     1    33 0.83 -
8280at50557_168631_0:00267d|STRG.13971.4:1157-1534|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   2   2   1.6e-08   1.2e-06   27.1   0.2    91   176    35   121    28   125 0.78 -
8280at50557_168631_0:00267d|STRG.13971.5:1144-1521|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   1   2      0.85        62    1.9   0.1   105   134     1    30     1    33 0.83 -
8280at50557_168631_0:00267d|STRG.13971.5:1144-1521|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   2   2   1.6e-08   1.2e-06   27.1   0.2    91   176    35   121    28   125 0.78 -
8280at50557_168631_0:00267d|STRG.13971.6:1193-1570|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   1   2      0.85        62    1.9   0.1   105   134     1    30     1    33 0.83 -
8280at50557_168631_0:00267d|STRG.13971.6:1193-1570|+   -            126 83902at50557         -            211   2.2e-07   29.5   1.5   2   2   1.6e-08   1.2e-06   27.1   0.2    91   176    35   121    28   125 0.78 -
7376at50557_67767_0:001053|STRG.8902.1:207-1181|+      -            325 83902at50557         -            211   2.6e-07   29.3  21.6   1   3     0.041         3    6.2   0.0   140   177     3    41     1    51 0.76 -
7376at50557_67767_0:001053|STRG.8902.1:207-1181|+      -            325 83902at50557         -            211   2.6e-07   29.3  21.6   2   3   0.00052     0.038   12.4   3.0    80   137    58   116    40   125 0.74 -
7376at50557_67767_0:001053|STRG.8902.1:207-1181|+      -            325 83902at50557         -            211   2.6e-07   29.3  21.6   3   3    0.0026      0.19   10.1   7.9    82   150   187   261   119   263 0.57 -
8280at50557_7160_0:00112a|STRG.2851.1:326-1354|+       -            343 83902at50557         -            211   3.1e-07   29.0  24.4   1   2   1.4e-06    0.0001   20.8  10.2    26   158    12   158     5   164 0.79 -
8280at50557_7160_0:00112a|STRG.2851.1:326-1354|+       -            343 83902at50557         -            211   3.1e-07   29.0  24.4   2   2   5.7e-05    0.0041   15.5  11.0    31   180   137   302   137   314 0.80 -
7376at50557_456900_0:001c8a|STRG.14446.1:0-3326|+      -           1109 83902at50557         -            211   4.5e-07   28.5  11.4   1   4     0.046       3.3    6.0   0.1   115   172     8    70     1    94 0.65 -
7376at50557_456900_0:001c8a|STRG.14446.1:0-3326|+      -           1109 83902at50557         -            211   4.5e-07   28.5  11.4   2   4    0.0024      0.17   10.2   0.3    38   128   170   271   148   277 0.53 -
7376at50557_456900_0:001c8a|STRG.14446.1:0-3326|+      -           1109 83902at50557         -            211   4.5e-07   28.5  11.4   3   4      0.15        11    4.4   0.5    36    81   363   410   352   414 0.58 -
7376at50557_456900_0:001c8a|STRG.14446.1:0-3326|+      -           1109 83902at50557         -            211   4.5e-07   28.5  11.4   4   4    0.0001    0.0073   14.7   0.5    18    73   389   449   387   464 0.72 -
25718at50557_319348_0:002427|STRG.15528.1:519-1085|+   -            189 83902at50557         -            211   4.6e-07   28.4   1.9   1   2     0.014         1    7.7   1.0    35    84    42    96    21    97 0.67 -
25718at50557_319348_0:002427|STRG.15528.1:519-1085|+   -            189 83902at50557         -            211   4.6e-07   28.4   1.9   2   2   5.8e-07   4.2e-05   22.0   0.0    32   112    90   180    85   184 0.82 -
8280at50557_38123_0:003113|STRG.2121.1:201-1232|+      -            344 83902at50557         -            211   5.9e-07   28.1  11.0   1   3     0.082       5.9    5.2   0.1    33    69    38    75    15    80 0.81 -
8280at50557_38123_0:003113|STRG.2121.1:201-1232|+      -            344 83902at50557         -            211   5.9e-07   28.1  11.0   2   3     3e-08   2.2e-06   26.3   7.2    32   172    61   230    53   245 0.75 -
8280at50557_38123_0:003113|STRG.2121.1:201-1232|+      -            344 83902at50557         -            211   5.9e-07   28.1  11.0   3   3       5.5     4e+02   -0.7   0.0    58    58   279   279   231   312 0.56 -
102553at50557_74869_0:000218|STRG.9170.1:1131-1613|+   -            161 83902at50557         -            211   6.7e-07   27.9   3.3   1   2   2.2e-05    0.0016   16.9   1.1    38    91     1    53     1    57 0.82 -
102553at50557_74869_0:000218|STRG.9170.1:1131-1613|+   -            161 83902at50557         -            211   6.7e-07   27.9   3.3   2   2    0.0082      0.59    8.5   0.0    33    84    65   117    61   129 0.81 -
8280at50557_7397_0:000dfd|STRG.13448.1:541-1098|+      -            186 83902at50557         -            211     7e-07   27.9  11.2   1   2   6.2e-05    0.0045   15.4   3.0    97   175     6    85     3    88 0.83 -
8280at50557_7397_0:000dfd|STRG.13448.1:541-1098|+      -            186 83902at50557         -            211     7e-07   27.9  11.2   2   2   7.1e-07   5.1e-05   21.8   6.0    34   144    51   168    46   183 0.75 -
8280at50557_7397_0:000dfd|STRG.13448.2:1171-1728|+     -            186 83902at50557         -            211     7e-07   27.9  11.2   1   2   6.2e-05    0.0045   15.4   3.0    97   175     6    85     3    88 0.83 -
8280at50557_7397_0:000dfd|STRG.13448.2:1171-1728|+     -            186 83902at50557         -            211     7e-07   27.9  11.2   2   2   7.1e-07   5.1e-05   21.8   6.0    34   144    51   168    46   183 0.75 -
8280at50557_7397_0:000dfd|STRG.13448.3:943-1500|+      -            186 83902at50557         -            211     7e-07   27.9  11.2   1   2   6.2e-05    0.0045   15.4   3.0    97   175     6    85     3    88 0.83 -
8280at50557_7397_0:000dfd|STRG.13448.3:943-1500|+      -            186 83902at50557         -            211     7e-07   27.9  11.2   2   2   7.1e-07   5.1e-05   21.8   6.0    34   144    51   168    46   183 0.75 -
8280at50557_7397_0:000dfd|STRG.13448.4:943-1500|+      -            186 83902at50557         -            211     7e-07   27.9  11.2   1   2   6.2e-05    0.0045   15.4   3.0    97   175     6    85     3    88 0.83 -
8280at50557_7397_0:000dfd|STRG.13448.4:943-1500|+      -            186 83902at50557         -            211     7e-07   27.9  11.2   2   2   7.1e-07   5.1e-05   21.8   6.0    34   144    51   168    46   183 0.75 -
109776at50557_34740_0:000e9a|STRG.7935.2:405-773|+     -            123 83902at50557         -            211   1.3e-06   27.0   3.1   1   1   3.5e-08   2.5e-06   26.0   3.1    17   103    21   121     4   123 0.69 -
109776at50557_1155016_0:00292d|STRG.13163.1:592-1077|+ -            162 83902at50557         -            211   3.7e-06   25.5   6.7   1   1   7.8e-08   5.7e-06   24.9   6.7    31   169    10   160     2   162 0.80 -
109776at50557_83485_0:00245b|STRG.692.1:216-1139|+     -            308 83902at50557         -            211   3.9e-06   25.4  19.6   1   2     0.044       3.2    6.1   0.3   132   174    68   111    42   117 0.79 -
109776at50557_83485_0:00245b|STRG.692.1:216-1139|+     -            308 83902at50557         -            211   3.9e-06   25.4  19.6   2   2   9.4e-06   0.00068   18.1  14.0    31   158   121   262   116   298 0.73 -
7376at50557_45779_0:000f73|STRG.5630.1:224-982|+       -            253 83902at50557         -            211   5.3e-06   25.0   0.9   1   2   8.1e-06   0.00058   18.3   0.1    27    84    57   116    28   122 0.76 -
7376at50557_45779_0:000f73|STRG.5630.1:224-982|+       -            253 83902at50557         -            211   5.3e-06   25.0   0.9   2   2      0.32        23    3.3   0.0    30    72   132   175   123   188 0.75 -
25718at50557_1629725_0:002070|STRG.9452.1:288-1472|+   -            395 83902at50557         -            211   1.1e-05   24.0  31.6   1   3       1.2        86    1.4   0.1    34    96    21    47     1    67 0.46 -
25718at50557_1629725_0:002070|STRG.9452.1:288-1472|+   -            395 83902at50557         -            211   1.1e-05   24.0  31.6   2   3    0.0028      0.21   10.0   4.0    56   146    72   165    64   184 0.73 -
25718at50557_1629725_0:002070|STRG.9452.1:288-1472|+   -            395 83902at50557         -            211   1.1e-05   24.0  31.6   3   3   2.2e-06   0.00016   20.1  12.7    30   177   187   347   175   356 0.81 -
83902at50557_7200_0:001fae|STRG.8902.1:738-992|+       -             85 83902at50557         -            211   0.00014   20.4   5.2   1   2   0.00014    0.0098   14.3   0.7    35    77     2    45     1    51 0.80 -
83902at50557_7200_0:001fae|STRG.8902.1:738-992|+       -             85 83902at50557         -            211   0.00014   20.4   5.2   2   2    0.0031      0.22    9.9   0.5    33    68    49    85    38    85 0.77 -
