#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.13380.1:75-1919|+    -            615 54603at50557         -            483  5.8e-232  769.4  24.3   1   1  1.1e-233  7.4e-232  769.0  24.3     1   481    96   613    96   615 0.95 -
8280at50557_74869_0:001375|STRG.5465.5:1470-2549|+     -            360 54603at50557         -            483     3e-15   54.7  15.7   3   3   6.2e-07   4.2e-05   21.2   2.5    55   140   251   341   248   359 0.83 -
8280at50557_74869_0:001375|STRG.5465.6:902-1981|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   1   3   1.2e-06   8.3e-05   20.2   1.1    80   141   107   170    82   180 0.82 -
8280at50557_74869_0:001375|STRG.5465.6:902-1981|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   2   3   1.7e-08   1.2e-06   26.3   0.6    58   141   182   268   175   280 0.74 -
8280at50557_74869_0:001375|STRG.5465.6:902-1981|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   3   3   6.2e-07   4.2e-05   21.2   2.5    55   140   251   341   248   359 0.83 -
8280at50557_74869_0:001375|STRG.5465.7:1512-2591|+     -            360 54603at50557         -            483     3e-15   54.7  15.7   1   3   1.2e-06   8.3e-05   20.2   1.1    80   141   107   170    82   180 0.82 -
8280at50557_74869_0:001375|STRG.5465.7:1512-2591|+     -            360 54603at50557         -            483     3e-15   54.7  15.7   2   3   1.7e-08   1.2e-06   26.3   0.6    58   141   182   268   175   280 0.74 -
8280at50557_74869_0:001375|STRG.5465.7:1512-2591|+     -            360 54603at50557         -            483     3e-15   54.7  15.7   3   3   6.2e-07   4.2e-05   21.2   2.5    55   140   251   341   248   359 0.83 -
8280at50557_74869_0:001375|STRG.5465.8:345-1424|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   1   3   1.2e-06   8.3e-05   20.2   1.1    80   141   107   170    82   180 0.82 -
8280at50557_74869_0:001375|STRG.5465.8:345-1424|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   2   3   1.7e-08   1.2e-06   26.3   0.6    58   141   182   268   175   280 0.74 -
8280at50557_74869_0:001375|STRG.5465.8:345-1424|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   3   3   6.2e-07   4.2e-05   21.2   2.5    55   140   251   341   248   359 0.83 -
8280at50557_74869_0:001375|STRG.5465.9:359-1438|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   1   3   1.2e-06   8.3e-05   20.2   1.1    80   141   107   170    82   180 0.82 -
8280at50557_74869_0:001375|STRG.5465.9:359-1438|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   2   3   1.7e-08   1.2e-06   26.3   0.6    58   141   182   268   175   280 0.74 -
8280at50557_74869_0:001375|STRG.5465.9:359-1438|+      -            360 54603at50557         -            483     3e-15   54.7  15.7   3   3   6.2e-07   4.2e-05   21.2   2.5    55   140   251   341   248   359 0.83 -
83902at50557_69004_0:0010e0|STRG.12459.1:405-815|+     -            137 54603at50557         -            483   7.4e-15   53.4   7.3   1   1   1.9e-16   1.3e-14   52.6   7.2   328   435    25   136    15   137 0.90 -
83902at50557_69004_0:0010e0|STRG.12459.2:405-815|+     -            137 54603at50557         -            483   7.4e-15   53.4   7.3   1   1   1.9e-16   1.3e-14   52.6   7.2   328   435    25   136    15   137 0.90 -
83902at50557_69004_0:0010e0|STRG.12459.3:405-815|+     -            137 54603at50557         -            483   7.4e-15   53.4   7.3   1   1   1.9e-16   1.3e-14   52.6   7.2   328   435    25   136    15   137 0.90 -
83902at50557_69004_0:0010e0|STRG.12459.4:705-1115|+    -            137 54603at50557         -            483   7.4e-15   53.4   7.3   1   1   1.9e-16   1.3e-14   52.6   7.2   328   435    25   136    15   137 0.90 -
83902at50557_69004_0:0010e0|STRG.12459.5:326-736|+     -            137 54603at50557         -            483   7.4e-15   53.4   7.3   1   1   1.9e-16   1.3e-14   52.6   7.2   328   435    25   136    15   137 0.90 -
25718at50557_13249_0:001bb5|STRG.15528.2:638-1924|+    -            429 54603at50557         -            483   4.3e-14   50.9  13.9   1   3   1.5e-06   0.00011   19.9   3.4   336   420     4    96     1   107 0.81 -
25718at50557_13249_0:001bb5|STRG.15528.2:638-1924|+    -            429 54603at50557         -            483   4.3e-14   50.9  13.9   2   3   2.4e-13   1.6e-11   42.4   3.7    82   309    79   328    76   351 0.82 -
25718at50557_13249_0:001bb5|STRG.15528.2:638-1924|+    -            429 54603at50557         -            483   4.3e-14   50.9  13.9   3   3       3.2   2.2e+02   -0.9   0.0   288   315   390   417   371   429 0.68 -
8280at50557_38123_0:003113|STRG.2121.1:201-1232|+      -            344 54603at50557         -            483     6e-14   50.4  15.6   1   3   1.2e-06   8.4e-05   20.2   1.3   265   363    34   128    15   131 0.66 -
8280at50557_38123_0:003113|STRG.2121.1:201-1232|+      -            344 54603at50557         -            483     6e-14   50.4  15.6   2   3     7e-08   4.8e-06   24.3   7.4   269   438    97   259    84   274 0.80 -
8280at50557_38123_0:003113|STRG.2121.1:201-1232|+      -            344 54603at50557         -            483     6e-14   50.4  15.6   3   3    0.0055      0.38    8.2   0.1   295   326   279   311   276   318 0.89 -
7376at50557_456900_0:001c8a|STRG.14446.1:0-3326|+      -           1109 54603at50557         -            483   9.8e-14   49.7  16.4   1   3   0.00041     0.028   11.9   0.4   377   435    11    71     3    82 0.67 -
7376at50557_456900_0:001c8a|STRG.14446.1:0-3326|+      -           1109 54603at50557         -            483   9.8e-14   49.7  16.4   2   3   1.6e-06   0.00011   19.8   0.9   327   415   156   252   149   274 0.69 -
7376at50557_456900_0:001c8a|STRG.14446.1:0-3326|+      -           1109 54603at50557         -            483   9.8e-14   49.7  16.4   3   3   3.3e-08   2.3e-06   25.4   2.6   339   429   365   458   347   469 0.80 -
25718at50557_1629725_0:002070|STRG.9452.1:288-1472|+   -            395 54603at50557         -            483     3e-13   48.1  36.3   1   4   4.3e-05    0.0029   15.1   0.9   274   345     1    83     1    92 0.66 -
25718at50557_1629725_0:002070|STRG.9452.1:288-1472|+   -            395 54603at50557         -            483     3e-13   48.1  36.3   2   4    0.0017      0.12    9.8  10.2   288   419    67   208    61   220 0.78 -
25718at50557_1629725_0:002070|STRG.9452.1:288-1472|+   -            395 54603at50557         -            483     3e-13   48.1  36.3   3   4   1.3e-06   8.7e-05   20.2   5.7   332   414   212   297   205   303 0.79 -
25718at50557_1629725_0:002070|STRG.9452.1:288-1472|+   -            395 54603at50557         -            483     3e-13   48.1  36.3   4   4   8.1e-06   0.00055   17.5   3.5    74   159   302   391   286   394 0.81 -
966at50557_456900_0:00249f|STRG.3671.1:612-8066|+      -           2485 54603at50557         -            483   3.6e-12   44.5  16.4   1   4    0.0055      0.38    8.2   0.1    75   117   568   610   543   616 0.66 -
966at50557_456900_0:00249f|STRG.3671.1:612-8066|+      -           2485 54603at50557         -            483   3.6e-12   44.5  16.4   2   4   5.4e-09   3.7e-07   28.0   2.8   342   429   581   675   562   686 0.80 -
966at50557_456900_0:00249f|STRG.3671.1:612-8066|+      -           2485 54603at50557         -            483   3.6e-12   44.5  16.4   3   4    0.0096      0.66    7.4   0.1    82   307   766   825   746   833 0.54 -
966at50557_456900_0:00249f|STRG.3671.1:612-8066|+      -           2485 54603at50557         -            483   3.6e-12   44.5  16.4   4   4   3.3e-05    0.0023   15.5   1.5   335   429   887   991   877   999 0.74 -
966at50557_456900_0:00249f|STRG.3671.2:553-8007|+      -           2485 54603at50557         -            483   3.6e-12   44.5  16.4   1   4    0.0055      0.38    8.2   0.1    75   117   568   610   543   616 0.66 -
966at50557_456900_0:00249f|STRG.3671.2:553-8007|+      -           2485 54603at50557         -            483   3.6e-12   44.5  16.4   2   4   5.4e-09   3.7e-07   28.0   2.8   342   429   581   675   562   686 0.80 -
966at50557_456900_0:00249f|STRG.3671.2:553-8007|+      -           2485 54603at50557         -            483   3.6e-12   44.5  16.4   3   4    0.0096      0.66    7.4   0.1    82   307   766   825   746   833 0.54 -
966at50557_456900_0:00249f|STRG.3671.2:553-8007|+      -           2485 54603at50557         -            483   3.6e-12   44.5  16.4   4   4   3.3e-05    0.0023   15.5   1.5   335   429   887   991   877   999 0.74 -
8280at50557_7160_0:00112a|STRG.2851.1:326-1354|+       -            343 54603at50557         -            483   7.3e-12   43.5  21.3   1   3   0.00052     0.035   11.6   1.2   352   417    16    83     9    88 0.84 -
8280at50557_7160_0:00112a|STRG.2851.1:326-1354|+       -            343 54603at50557         -            483   7.3e-12   43.5  21.3   2   3   8.3e-07   5.7e-05   20.8   5.6    56   124    90   160    85   186 0.81 -
8280at50557_7160_0:00112a|STRG.2851.1:326-1354|+       -            343 54603at50557         -            483   7.3e-12   43.5  21.3   3   3   1.7e-06   0.00011   19.8   1.5   271   456   189   321   166   343 0.48 -
109776at50557_168631_0:000c9d|STRG.10128.1:54-362|+    -            103 54603at50557         -            483   2.8e-11   41.6   4.7   1   1   7.2e-13   4.9e-11   40.8   4.7    41   136     1    99     1   103 0.93 -
25718at50557_38123_0:002c3f|STRG.10357.1:281-1267|+    -            329 54603at50557         -            483   3.1e-11   41.4  21.1   1   1   7.7e-11   5.3e-09   34.1  21.1    85   389     2   326     1   329 0.73 -
8280at50557_28612_0:005400|STRG.5480.1:265-840|+       -            192 54603at50557         -            483   4.2e-11   41.0   8.7   1   1   1.2e-12   8.2e-11   40.0   8.7   270   434    16   192     1   192 0.81 -
8280at50557_7397_0:000dfd|STRG.13448.1:541-1098|+      -            186 54603at50557         -            483   7.4e-11   40.2  17.1   1   1   7.1e-11   4.9e-09   34.2  16.4   275   416    10   155     9   170 0.63 -
8280at50557_7397_0:000dfd|STRG.13448.2:1171-1728|+     -            186 54603at50557         -            483   7.4e-11   40.2  17.1   1   1   7.1e-11   4.9e-09   34.2  16.4   275   416    10   155     9   170 0.63 -
8280at50557_7397_0:000dfd|STRG.13448.3:943-1500|+      -            186 54603at50557         -            483   7.4e-11   40.2  17.1   1   1   7.1e-11   4.9e-09   34.2  16.4   275   416    10   155     9   170 0.63 -
8280at50557_7397_0:000dfd|STRG.13448.4:943-1500|+      -            186 54603at50557         -            483   7.4e-11   40.2  17.1   1   1   7.1e-11   4.9e-09   34.2  16.4   275   416    10   155     9   170 0.63 -
109776at50557_83485_0:00245b|STRG.692.1:216-1139|+     -            308 54603at50557         -            483   8.6e-11   40.0  21.2   1   2   4.5e-07   3.1e-05   21.7  16.3   268   416    74   234    62   236 0.59 -
109776at50557_83485_0:00245b|STRG.692.1:216-1139|+     -            308 54603at50557         -            483   8.6e-11   40.0  21.2   2   2   2.5e-07   1.7e-05   22.5   0.4   269   311   219   261   213   282 0.78 -
83902at50557_7200_0:001fae|STRG.3334.1:293-451|+       -             53 54603at50557         -            483   8.9e-10   36.6   0.1   1   1   1.4e-11   9.5e-10   36.5   0.1    55    99     7    51     3    53 0.94 -
54603at50557_1155016_0:0007f6|STRG.7935.1:468-941|+    -            158 54603at50557         -            483     1e-09   36.4   5.4   1   2   8.2e-06   0.00056   17.5   0.2   252   306     3    57     1    62 0.77 -
54603at50557_1155016_0:0007f6|STRG.7935.1:468-941|+    -            158 54603at50557         -            483     1e-09   36.4   5.4   2   2   8.4e-09   5.7e-07   27.4   1.3    39   113    47   126    44   134 0.86 -
109776at50557_34740_0:000e9a|STRG.7935.2:405-773|+     -            123 54603at50557         -            483   1.1e-09   36.4   9.0   1   2   6.2e-07   4.2e-05   21.2   1.6   156   222    12    81     3    87 0.66 -
109776at50557_34740_0:000e9a|STRG.7935.2:405-773|+     -            123 54603at50557         -            483   1.1e-09   36.4   9.0   2   2   2.6e-08   1.8e-06   25.7   1.0   251   320    47   116    45   123 0.89 -
109776at50557_1155016_0:00292d|STRG.13163.1:592-1077|+ -            162 54603at50557         -            483   1.2e-09   36.2   7.8   1   2   5.3e-07   3.6e-05   21.4   2.9   336   419    14    99     6   109 0.62 -
109776at50557_1155016_0:00292d|STRG.13163.1:592-1077|+ -            162 54603at50557         -            483   1.2e-09   36.2   7.8   2   2   1.5e-05     0.001   16.6   0.3   338   375   109   149   102   162 0.73 -
8280at50557_168631_0:00267d|STRG.13971.1:1878-2255|+   -            126 54603at50557         -            483   3.5e-09   34.7   0.2   1   1   6.8e-11   4.7e-09   34.3   0.2   267   371    13   122     7   125 0.84 -
8280at50557_168631_0:00267d|STRG.13971.2:1338-1715|+   -            126 54603at50557         -            483   3.5e-09   34.7   0.2   1   1   6.8e-11   4.7e-09   34.3   0.2   267   371    13   122     7   125 0.84 -
8280at50557_168631_0:00267d|STRG.13971.3:1206-1583|+   -            126 54603at50557         -            483   3.5e-09   34.7   0.2   1   1   6.8e-11   4.7e-09   34.3   0.2   267   371    13   122     7   125 0.84 -
8280at50557_168631_0:00267d|STRG.13971.4:1157-1534|+   -            126 54603at50557         -            483   3.5e-09   34.7   0.2   1   1   6.8e-11   4.7e-09   34.3   0.2   267   371    13   122     7   125 0.84 -
8280at50557_168631_0:00267d|STRG.13971.5:1144-1521|+   -            126 54603at50557         -            483   3.5e-09   34.7   0.2   1   1   6.8e-11   4.7e-09   34.3   0.2   267   371    13   122     7   125 0.84 -
8280at50557_168631_0:00267d|STRG.13971.6:1193-1570|+   -            126 54603at50557         -            483   3.5e-09   34.7   0.2   1   1   6.8e-11   4.7e-09   34.3   0.2   267   371    13   122     7   125 0.84 -
25718at50557_319348_0:002427|STRG.15528.1:519-1085|+   -            189 54603at50557         -            483   1.7e-08   32.4   5.5   1   2   7.6e-05    0.0052   14.3   3.3    58   139    18   104     5   107 0.68 -
25718at50557_319348_0:002427|STRG.15528.1:519-1085|+   -            189 54603at50557         -            483   1.7e-08   32.4   5.5   2   2   9.1e-06   0.00062   17.4   0.0   355   414   114   176   108   183 0.85 -
25718at50557_38123_0:002c3f|STRG.7116.1:1030-1962|+    -            311 54603at50557         -            483   1.9e-08   32.2  10.7   1   3   0.00025     0.017   12.6   0.9   354   418    24    91     4   109 0.84 -
25718at50557_38123_0:002c3f|STRG.7116.1:1030-1962|+    -            311 54603at50557         -            483   1.9e-08   32.2  10.7   2   3    0.0082      0.56    7.6   0.7   122   179   151   212   133   216 0.72 -
25718at50557_38123_0:002c3f|STRG.7116.1:1030-1962|+    -            311 54603at50557         -            483   1.9e-08   32.2  10.7   3   3     1e-05   0.00069   17.2   0.0   269   313   218   264   213   280 0.88 -
7376at50557_45779_0:000f73|STRG.5630.1:224-982|+       -            253 54603at50557         -            483     3e-08   31.6   1.7   1   2   5.3e-09   3.6e-07   28.0   1.5   344   465    26   152    21   169 0.80 -
7376at50557_45779_0:000f73|STRG.5630.1:224-982|+       -            253 54603at50557         -            483     3e-08   31.6   1.7   2   2   0.00065     0.045   11.2   0.2   142   203   112   178   109   197 0.81 -
8280at50557_7395_0:001be3|STRG.2913.2:319-765|+        -            149 54603at50557         -            483   7.2e-08   30.3   0.5   1   2       1.6   1.1e+02    0.1   0.0   195   215    12    32     9    41 0.82 -
8280at50557_7395_0:001be3|STRG.2913.2:319-765|+        -            149 54603at50557         -            483   7.2e-08   30.3   0.5   2   2   4.7e-09   3.2e-07   28.2   0.3    78   148    65   137    43   147 0.90 -
8280at50557_7395_0:001be3|STRG.2913.3:319-765|+        -            149 54603at50557         -            483   7.2e-08   30.3   0.5   1   2       1.6   1.1e+02    0.1   0.0   195   215    12    32     9    41 0.82 -
8280at50557_7395_0:001be3|STRG.2913.3:319-765|+        -            149 54603at50557         -            483   7.2e-08   30.3   0.5   2   2   4.7e-09   3.2e-07   28.2   0.3    78   148    65   137    43   147 0.90 -
8280at50557_38123_0:003113|STRG.16540.1:343-1323|+     -            327 54603at50557         -            483   1.7e-07   29.1  19.8   1   2   6.8e-08   4.7e-06   24.4   5.4   138   225     1    94     1    96 0.79 -
8280at50557_38123_0:003113|STRG.16540.1:343-1323|+     -            327 54603at50557         -            483   1.7e-07   29.1  19.8   2   2       0.2        14    3.0   1.7    39   104   194   265   187   278 0.65 -
83902at50557_7200_0:001fae|STRG.8902.1:738-992|+       -             85 54603at50557         -            483   2.5e-07   28.5   6.1   1   2     3e-07   2.1e-05   22.2   2.3   163   223     2    66     1    68 0.84 -
83902at50557_7200_0:001fae|STRG.8902.1:738-992|+       -             85 54603at50557         -            483   2.5e-07   28.5   6.1   2   2   3.3e-05    0.0023   15.5   1.3   334   368    49    85    44    85 0.87 -
102553at50557_74869_0:000218|STRG.9170.1:1131-1613|+   -            161 54603at50557         -            483   2.7e-07   28.5   5.1   1   1   9.2e-09   6.3e-07   27.2   5.1    85   200     1   128     1   135 0.76 -
109776at50557_7460_0:00091a|STRG.9814.1:687-1394|+     -            236 54603at50557         -            483   4.9e-07   27.6  26.9   1   1   4.9e-07   3.3e-05   21.5  26.9    81   311     8   234     3   236 0.73 -
83902at50557_52612_0:002c37|STRG.6269.2:474-938|+      -            155 54603at50557         -            483   1.4e-06   26.1   4.1   1   2   2.1e-05    0.0015   16.1   0.5   373   438    46   112    32   118 0.83 -
83902at50557_52612_0:002c37|STRG.6269.2:474-938|+      -            155 54603at50557         -            483   1.4e-06   26.1   4.1   2   2   0.00066     0.045   11.2   0.4    79   111   121   153   113   155 0.60 -
109776at50557_34740_0:000e9a|STRG.15528.1:1070-1582|+  -            171 54603at50557         -            483   2.5e-06   25.3   3.6   1   1   9.4e-08   6.4e-06   23.9   3.7   250   373    21   150     9   168 0.60 -
109776at50557_13249_0:0026b7|STRG.11434.1:348-830|+    -            161 54603at50557         -            483   5.9e-06   24.0   4.9   1   1   3.7e-07   2.5e-05   21.9   4.9   293   434     5   158     2   161 0.81 -
102553at50557_116153_0:00114a|STRG.2733.1:912-1304|+   -            131 54603at50557         -            483   1.6e-05   22.6   8.0   1   1     4e-07   2.7e-05   21.8   8.0   340   435     2    98     1   113 0.76 -
102553at50557_1041015_0:0032fd|STRG.6201.1:394-828|+   -            145 54603at50557         -            483   0.00018   19.1   1.1   1   1     3e-06   0.00021   18.9   1.1   361   418     1    57     1    78 0.64 -
102553at50557_1041015_0:0032fd|STRG.6201.2:400-834|+   -            145 54603at50557         -            483   0.00018   19.1   1.1   1   1     3e-06   0.00021   18.9   1.1   361   418     1    57     1    78 0.64 -
46658at50557_88501_0:0030f3|STRG.12802.1:189-1844|+    -            552 54603at50557         -            483   0.00064   17.3   0.4   1   3     0.055       3.7    4.9   0.0   275   310     3    38     1    45 0.88 -
46658at50557_88501_0:0030f3|STRG.12802.1:189-1844|+    -            552 54603at50557         -            483   0.00064   17.3   0.4   2   3      0.37        26    2.1   0.0   274   308    50    84    40    96 0.68 -
46658at50557_88501_0:0030f3|STRG.12802.1:189-1844|+    -            552 54603at50557         -            483   0.00064   17.3   0.4   3   3     0.017       1.2    6.6   0.0   270   303    94   127    84   141 0.90 -
102553at50557_13037_0:002e8c|STRG.5149.2:240-626|+     -            129 54603at50557         -            483    0.0015   16.1   0.6   1   1   2.4e-05    0.0016   16.0   0.6   329   411    14    98     2   122 0.70 -
102553at50557_13037_0:002e8c|STRG.5149.4:229-615|+     -            129 54603at50557         -            483    0.0015   16.1   0.6   1   1   2.4e-05    0.0016   16.0   0.6   329   411    14    98     2   122 0.70 -
102553at50557_13037_0:002e8c|STRG.5149.5:229-615|+     -            129 54603at50557         -            483    0.0015   16.1   0.6   1   1   2.4e-05    0.0016   16.0   0.6   329   411    14    98     2   122 0.70 -
102553at50557_168631_0:001f13|STRG.5149.1:307-636|+    -            110 54603at50557         -            483    0.0036   14.9   1.0   1   1   5.4e-05    0.0037   14.8   1.0   348   411     8    73     1   100 0.66 -
102553at50557_168631_0:001f13|STRG.5149.3:307-636|+    -            110 54603at50557         -            483    0.0036   14.9   1.0   1   1   5.4e-05    0.0037   14.8   1.0   348   411     8    73     1   100 0.66 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/54603at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:28:18 2024
# [ok]
