#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
48053at50557_104421_0:0017a2|STRG.3533.1:31-1551|+     -            507 48053at50557         -            417  3.2e-232  769.6   8.4   1   1  6.7e-232    4e-230  762.7   8.4     1   417     9   504     9   504 0.93 -
48053at50557_13249_0:0016bb|STRG.3351.1:750-1724|+     -            325 48053at50557         -            417   2.1e-05   22.4   0.5   3   3       2.2   1.3e+02    0.1   0.0   274   310   285   321   280   323 0.82 -
34006at50557_520822_0:000571|STRG.11457.1:155-2122|+   -            656 48053at50557         -            417   2.3e-05   22.3   0.0   1   1   3.9e-06   0.00023   19.0   0.0   200   348   265   418   220   445 0.77 -
76755at50557_7224_0:001e1c|STRG.15892.3:186-884|+      -            233 48053at50557         -            417   3.3e-05   21.8   0.1   1   1     8e-07   4.8e-05   21.2   0.1   279   375    17   128     8   145 0.71 -
76755at50557_7224_0:001e1c|STRG.15892.4:186-884|+      -            233 48053at50557         -            417   3.3e-05   21.8   0.1   1   1     8e-07   4.8e-05   21.2   0.1   279   375    17   128     8   145 0.71 -
76755at50557_7224_0:001e1c|STRG.15892.5:356-1054|+     -            233 48053at50557         -            417   3.3e-05   21.8   0.1   1   1     8e-07   4.8e-05   21.2   0.1   279   375    17   128     8   145 0.71 -
76755at50557_7224_0:001e1c|STRG.15892.7:186-884|+      -            233 48053at50557         -            417   3.3e-05   21.8   0.1   1   1     8e-07   4.8e-05   21.2   0.1   279   375    17   128     8   145 0.71 -
78072at50557_66420_0:0007fa|STRG.10648.1:211-963|+     -            251 48053at50557         -            417   3.6e-05   21.6   0.2   1   3     1e-05    0.0006   17.6   0.0   312   385     7    82     2    97 0.79 -
78072at50557_66420_0:0007fa|STRG.10648.1:211-963|+     -            251 48053at50557         -            417   3.6e-05   21.6   0.2   2   3       1.3        79    0.8   0.0   249   265    96   112    85   124 0.86 -
78072at50557_66420_0:0007fa|STRG.10648.1:211-963|+     -            251 48053at50557         -            417   3.6e-05   21.6   0.2   3   3       4.5   2.6e+02   -1.0   0.0   286   341   188   247   172   251 0.61 -
40115at50557_77166_0:00051d|STRG.8742.2:0-308|+        -            103 48053at50557         -            417   3.7e-05   21.6   0.1   1   1   1.4e-06     8e-05   20.5   0.1   326   414     3    99     1   102 0.53 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 48053at50557         -            417   4.2e-05   21.4   0.4   1   3      0.15       9.1    3.8   0.0   318   351     5    38     2    51 0.84 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 48053at50557         -            417   4.2e-05   21.4   0.4   2   3     0.004      0.24    9.1   0.0   191   247    53   113    40   209 0.78 -
80377at50557_116153_0:0002e6|STRG.5952.1:180-1013|+    -            278 48053at50557         -            417   4.2e-05   21.4   0.4   3   3     0.087       5.2    4.7   0.1   190   221   220   251   200   270 0.68 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+    -            281 48053at50557         -            417   4.4e-05   21.4   0.8   1   3      0.21        13    3.4   0.0   319   352    48    81    41   121 0.67 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+    -            281 48053at50557         -            417   4.4e-05   21.4   0.8   2   3   9.3e-05    0.0055   14.4   0.1   325   359   144   178    99   183 0.82 -
80377at50557_77166_0:002f29|STRG.12291.1:645-1487|+    -            281 48053at50557         -            417   4.4e-05   21.4   0.8   3   3         3   1.8e+02   -0.4   0.0   196   234   230   268   224   278 0.84 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 48053at50557         -            417   4.7e-05   21.3   0.8   1   3      0.01      0.59    7.8   0.1   294   349    39    99    26   108 0.70 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 48053at50557         -            417   4.7e-05   21.3   0.8   2   3     0.046       2.7    5.6   0.0   319   349   134   163   121   191 0.80 -
40115at50557_103372_0:0021d6|STRG.13166.2:3978-4955|+  -            326 48053at50557         -            417   4.7e-05   21.3   0.8   3   3      0.21        12    3.4   0.0   329   354   226   251   218   326 0.62 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+    -            233 48053at50557         -            417   5.1e-05   21.2   0.1   1   2       1.1        63    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4014.1:466-1164|+    -            233 48053at50557         -            417   5.1e-05   21.2   0.1   2   2   8.7e-06   0.00052   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+    -            233 48053at50557         -            417   5.1e-05   21.2   0.1   1   2       1.1        63    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4014.2:493-1191|+    -            233 48053at50557         -            417   5.1e-05   21.2   0.1   2   2   8.7e-06   0.00052   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+    -            233 48053at50557         -            417   5.1e-05   21.2   0.1   1   2       1.1        63    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4014.3:640-1338|+    -            233 48053at50557         -            417   5.1e-05   21.2   0.1   2   2   8.7e-06   0.00052   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+    -            233 48053at50557         -            417   5.1e-05   21.2   0.1   1   2       1.1        63    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4014.4:703-1401|+    -            233 48053at50557         -            417   5.1e-05   21.2   0.1   2   2   8.7e-06   0.00052   17.8   0.0   293   379   130   231   114   233 0.66 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 48053at50557         -            417   7.3e-05   20.6   0.6   1   3     0.002      0.12   10.1   0.0   318   411    10   111     4   114 0.68 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 48053at50557         -            417   7.3e-05   20.6   0.6   2   3    0.0036      0.21    9.2   0.0   191   247    58   118    48   214 0.78 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+      -            256 48053at50557         -            417   7.3e-05   20.6   0.6   3   3      0.31        18    2.9   0.1   296   317   233   254   223   256 0.75 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 48053at50557         -            417   8.2e-05   20.5   0.2   1   3    0.0092      0.55    7.9   0.1   293   348    38    98    22   108 0.68 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 48053at50557         -            417   8.2e-05   20.5   0.2   2   3     0.048       2.8    5.5   0.0   319   349   134   163   121   191 0.80 -
40115at50557_103372_0:0021d6|STRG.13166.3:3978-4988|+  -            337 48053at50557         -            417   8.2e-05   20.5   0.2   3   3      0.31        18    2.9   0.0   329   353   226   250   218   311 0.72 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+    -            963 48053at50557         -            417   0.00011   20.0   0.9   1   3     0.012      0.71    7.5   0.0   319   416   551   666   538   667 0.60 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+    -            963 48053at50557         -            417   0.00011   20.0   0.9   2   3         2   1.2e+02    0.2   0.0   282   312   684   715   679   770 0.57 -
12735at50557_34720_0:000d5c|STRG.12078.2:192-3080|+    -            963 48053at50557         -            417   0.00011   20.0   0.9   3   3     0.036       2.1    5.9   0.1   299   344   796   850   789   879 0.66 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+    -            975 48053at50557         -            417   0.00012   19.9   0.9   1   3     0.012       0.7    7.5   0.0   319   416   563   678   549   679 0.60 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+    -            975 48053at50557         -            417   0.00012   19.9   0.9   2   3         2   1.2e+02    0.2   0.0   282   312   696   727   691   782 0.57 -
12735at50557_34720_0:000d5c|STRG.12078.3:192-3116|+    -            975 48053at50557         -            417   0.00012   19.9   0.9   3   3     0.036       2.1    5.9   0.1   299   344   808   862   801   891 0.66 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+   -            238 48053at50557         -            417   0.00012   19.9   0.2   1   2   0.00012    0.0069   14.1   0.1   290   416     8   155     3   156 0.66 -
25500at50557_121845_0:000041|STRG.12145.1:349-1062|+   -            238 48053at50557         -            417   0.00012   19.9   0.2   2   2    0.0042      0.25    9.0   0.0   285   345   135   205   131   213 0.69 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+    -           1004 48053at50557         -            417   0.00013   19.8   0.9   1   3     0.012      0.72    7.5   0.0   319   416   592   707   578   708 0.60 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+    -           1004 48053at50557         -            417   0.00013   19.8   0.9   2   3       2.1   1.2e+02    0.1   0.0   282   312   725   756   720   811 0.57 -
12735at50557_34720_0:000d5c|STRG.12078.1:192-3203|+    -           1004 48053at50557         -            417   0.00013   19.8   0.9   3   3     0.037       2.2    5.9   0.1   299   344   837   891   830   920 0.66 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 48053at50557         -            417   0.00021   19.1   4.0   1   3      0.67        40    1.7   0.0   293   340    21    74    11    79 0.72 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 48053at50557         -            417   0.00021   19.1   4.0   2   3     1e-05   0.00061   17.6   1.3   176   251    84   167    68   179 0.72 -
80377at50557_217634_0:002edc|STRG.8858.1:288-881|+     -            198 48053at50557         -            417   0.00021   19.1   4.0   3   3       4.1   2.4e+02   -0.8   0.0   282   298   179   196   165   198 0.74 -
37700at50557_34720_0:0020a5|STRG.7708.1:497-2713|+     -            739 48053at50557         -            417   0.00021   19.1   0.2   1   3     0.058       3.4    5.2   0.0   219   345   428   463   410   493 0.64 -
37700at50557_34720_0:0020a5|STRG.7708.1:497-2713|+     -            739 48053at50557         -            417   0.00021   19.1   0.2   2   3      0.05       2.9    5.5   0.1   204   247   603   651   582   685 0.65 -
37700at50557_34720_0:0020a5|STRG.7708.1:497-2713|+     -            739 48053at50557         -            417   0.00021   19.1   0.2   3   3      0.11       6.8    4.3   0.0   282   319   668   705   660   713 0.81 -
37700at50557_34720_0:0020a5|STRG.7708.2:511-2733|+     -            741 48053at50557         -            417   0.00022   19.1   0.2   1   3     0.057       3.4    5.3   0.0   219   345   430   465   412   495 0.63 -
37700at50557_34720_0:0020a5|STRG.7708.2:511-2733|+     -            741 48053at50557         -            417   0.00022   19.1   0.2   2   3      0.05       2.9    5.5   0.1   204   247   605   653   584   687 0.65 -
37700at50557_34720_0:0020a5|STRG.7708.2:511-2733|+     -            741 48053at50557         -            417   0.00022   19.1   0.2   3   3      0.12       6.8    4.3   0.0   282   319   670   707   662   715 0.81 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 48053at50557         -            417   0.00023   19.0   0.4   1   4      0.36        21    2.6   0.0   282   314   145   177   130   183 0.85 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 48053at50557         -            417   0.00023   19.0   0.4   2   4    0.0011     0.067   10.9   0.0   183   248   191   263   176   267 0.73 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 48053at50557         -            417   0.00023   19.0   0.4   3   4    0.0021      0.12   10.0   0.1   189   250   242   307   220   319 0.78 -
55830at50557_103372_0:000f54|STRG.11664.1:261-1655|+   -            465 48053at50557         -            417   0.00023   19.0   0.4   4   4       5.2   3.1e+02   -1.2   0.0   278   313   413   450   374   457 0.69 -
14512at50557_1629725_0:001392|STRG.871.1:1544-1981|+   -            146 48053at50557         -            417   0.00026   18.8   0.0   1   3       1.8   1.1e+02    0.3   0.0   319   344    12    36     8    50 0.76 -
14512at50557_1629725_0:001392|STRG.871.1:1544-1981|+   -            146 48053at50557         -            417   0.00026   18.8   0.0   2   3     0.007      0.41    8.3   0.0   285   331    61   107    55   114 0.75 -
14512at50557_1629725_0:001392|STRG.871.1:1544-1981|+   -            146 48053at50557         -            417   0.00026   18.8   0.0   3   3     0.013      0.76    7.4   0.0   288   318   108   138   102   142 0.88 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 48053at50557         -            417   0.00034   18.5   0.3   1   3   0.00066     0.039   11.6   0.1   294   411     4   142     1   148 0.60 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 48053at50557         -            417   0.00034   18.5   0.3   2   3     0.068         4    5.0   0.1   267   309   161   203   117   228 0.79 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 48053at50557         -            417   0.00034   18.5   0.3   3   3      0.46        27    2.3   0.0   317   344   176   203   171   270 0.71 -
78072at50557_7038_0:0021a3|STRG.15086.1:417-1265|+     -            283 48053at50557         -            417    0.0004   18.2   0.0   1   1   1.8e-05    0.0011   16.8   0.0   278   381    46   161    33   185 0.66 -
78072at50557_7038_0:0021a3|STRG.15086.2:325-1173|+     -            283 48053at50557         -            417    0.0004   18.2   0.0   1   1   1.8e-05    0.0011   16.8   0.0   278   381    46   161    33   185 0.66 -
80377at50557_378494_0:00121e|STRG.871.1:1846-2397|+    -            184 48053at50557         -            417   0.00075   17.3   0.1   1   2    0.0029      0.17    9.5   0.0   297   375    50   135    44   143 0.69 -
80377at50557_378494_0:00121e|STRG.871.1:1846-2397|+    -            184 48053at50557         -            417   0.00075   17.3   0.1   2   2     0.022       1.3    6.6   0.1   176   209   148   183   134   184 0.69 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+    -            286 48053at50557         -            417   0.00076   17.3   0.6   1   2   8.2e-05    0.0048   14.6   0.4   194   318    28   165    12   174 0.77 -
69548at50557_609295_0:0005e7|STRG.1258.2:282-1139|+    -            286 48053at50557         -            417   0.00076   17.3   0.6   2   2       3.4     2e+02   -0.6   0.0   319   342   231   254   213   279 0.63 -
40115at50557_29031_0:00277e|STRG.15892.3:1407-2192|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   1   3      0.27        16    3.0   0.0   319   399     3    98     1   114 0.70 -
40115at50557_29031_0:00277e|STRG.15892.3:1407-2192|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   2   3      0.23        14    3.3   0.0   194   214   156   176   142   195 0.66 -
40115at50557_29031_0:00277e|STRG.15892.3:1407-2192|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   3   3     0.014      0.84    7.3   0.0   189   248   196   259   177   261 0.73 -
40115at50557_29031_0:00277e|STRG.15892.4:1407-2192|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   1   3      0.27        16    3.0   0.0   319   399     3    98     1   114 0.70 -
40115at50557_29031_0:00277e|STRG.15892.4:1407-2192|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   2   3      0.23        14    3.3   0.0   194   214   156   176   142   195 0.66 -
40115at50557_29031_0:00277e|STRG.15892.4:1407-2192|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   3   3     0.014      0.84    7.3   0.0   189   248   196   259   177   261 0.73 -
40115at50557_29031_0:00277e|STRG.15892.5:1577-2362|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   1   3      0.27        16    3.0   0.0   319   399     3    98     1   114 0.70 -
40115at50557_29031_0:00277e|STRG.15892.5:1577-2362|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   2   3      0.23        14    3.3   0.0   194   214   156   176   142   195 0.66 -
40115at50557_29031_0:00277e|STRG.15892.5:1577-2362|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   3   3     0.014      0.84    7.3   0.0   189   248   196   259   177   261 0.73 -
40115at50557_29031_0:00277e|STRG.15892.7:1407-2192|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   1   3      0.27        16    3.0   0.0   319   399     3    98     1   114 0.70 -
40115at50557_29031_0:00277e|STRG.15892.7:1407-2192|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   2   3      0.23        14    3.3   0.0   194   214   156   176   142   195 0.66 -
40115at50557_29031_0:00277e|STRG.15892.7:1407-2192|+   -            262 48053at50557         -            417   0.00094   17.0   0.0   3   3     0.014      0.84    7.3   0.0   189   248   196   259   177   261 0.73 -
74508at50557_7394_0:0023c7|STRG.12727.1:260-1135|+     -            292 48053at50557         -            417    0.0013   16.5   0.3   1   2      0.13       7.8    4.1   0.0   297   346   109   162    99   168 0.53 -
74508at50557_7394_0:0023c7|STRG.12727.1:260-1135|+     -            292 48053at50557         -            417    0.0013   16.5   0.3   2   2    0.0049      0.29    8.8   0.0   285   330   235   287   215   291 0.68 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 48053at50557         -            417    0.0024   15.7   0.1   1   2   0.00018     0.011   13.5   0.0   285   343     2    67     1    71 0.81 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 48053at50557         -            417    0.0024   15.7   0.1   2   2         7   4.2e+02   -1.6   0.0   306   342   214   251   194   265 0.68 -
43719at50557_456900_0:000a8d|STRG.10013.1:494-2578|+   -            695 48053at50557         -            417    0.0031   15.3   0.0   1   1   0.00012     0.007   14.1   0.0   328   380   113   168    96   185 0.87 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 48053at50557         -            417    0.0037   15.0   1.5   1   3      0.48        29    2.2   0.0   324   351    25    52    12   100 0.69 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 48053at50557         -            417    0.0037   15.0   1.5   2   3       1.3        75    0.8   0.1   285   314   120   149   113   156 0.86 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 48053at50557         -            417    0.0037   15.0   1.5   3   3    0.0064      0.38    8.4   0.0   186   280   177   276   168   303 0.76 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 48053at50557         -            417    0.0037   15.0   1.5   1   3      0.48        29    2.2   0.0   324   351    25    52    12   100 0.69 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 48053at50557         -            417    0.0037   15.0   1.5   2   3       1.3        75    0.8   0.1   285   314   120   149   113   156 0.86 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 48053at50557         -            417    0.0037   15.0   1.5   3   3    0.0064      0.38    8.4   0.0   186   280   177   276   168   303 0.76 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 48053at50557         -            417    0.0037   15.0   1.5   1   3      0.48        29    2.2   0.0   324   351    25    52    12   100 0.69 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 48053at50557         -            417    0.0037   15.0   1.5   2   3       1.3        75    0.8   0.1   285   314   120   149   113   156 0.86 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 48053at50557         -            417    0.0037   15.0   1.5   3   3    0.0064      0.38    8.4   0.0   186   280   177   276   168   303 0.76 -
78072at50557_156304_0:001dd8|STRG.4182.1:1645-2361|+   -            239 48053at50557         -            417    0.0042   14.8   0.6   1   2   0.00054     0.032   11.9   0.1   319   346    11    38     5    56 0.81 -
78072at50557_156304_0:001dd8|STRG.4182.1:1645-2361|+   -            239 48053at50557         -            417    0.0042   14.8   0.6   2   2      0.86        51    1.4   0.1   254   312   112   137    48   225 0.70 -
78072at50557_156304_0:001dd8|STRG.4182.3:1821-2537|+   -            239 48053at50557         -            417    0.0042   14.8   0.6   1   2   0.00054     0.032   11.9   0.1   319   346    11    38     5    56 0.81 -
78072at50557_156304_0:001dd8|STRG.4182.3:1821-2537|+   -            239 48053at50557         -            417    0.0042   14.8   0.6   2   2      0.86        51    1.4   0.1   254   312   112   137    48   225 0.70 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 48053at50557         -            417    0.0047   14.7   0.1   1   2       1.2        74    0.9   0.0   382   415     9    42     4    44 0.87 -
78072at50557_123851_0:000487|STRG.4718.1:423-1310|+    -            296 48053at50557         -            417    0.0047   14.7   0.1   2   2    0.0016     0.093   10.4   0.1   213   248   107   146    86   154 0.71 -
68957at50557_103372_0:001943|STRG.918.3:450-1697|+     -            416 48053at50557         -            417    0.0051   14.6   0.6   1   2     0.019       1.1    6.8   0.0   293   318   207   232   202   271 0.66 -
68957at50557_103372_0:001943|STRG.918.3:450-1697|+     -            416 48053at50557         -            417    0.0051   14.6   0.6   2   2      0.61        36    1.9   0.0   318   347   367   396   357   405 0.74 -
68957at50557_103372_0:001943|STRG.918.1:255-1547|+     -            431 48053at50557         -            417    0.0057   14.4   0.5   1   2     0.018       1.1    6.9   0.0   293   318   207   232   197   271 0.67 -
68957at50557_103372_0:001943|STRG.918.1:255-1547|+     -            431 48053at50557         -            417    0.0057   14.4   0.5   2   2      0.64        38    1.8   0.0   318   347   367   396   357   405 0.74 -
68957at50557_103372_0:001943|STRG.918.2:176-1468|+     -            431 48053at50557         -            417    0.0057   14.4   0.5   1   2     0.018       1.1    6.9   0.0   293   318   207   232   197   271 0.67 -
68957at50557_103372_0:001943|STRG.918.2:176-1468|+     -            431 48053at50557         -            417    0.0057   14.4   0.5   2   2      0.64        38    1.8   0.0   318   347   367   396   357   405 0.74 -
14512at50557_1218281_0:002752|STRG.13358.1:983-1363|+  -            127 48053at50557         -            417     0.007   14.1   0.0   1   1   0.00012     0.007   14.1   0.0   324   347    39    62     3   120 0.77 -
119132at50557_456900_0:001fe4|STRG.11573.1:253-1245|+  -            331 48053at50557         -            417    0.0084   13.8   0.0   1   3       7.2   4.3e+02   -1.7   0.0   277   310     9    42     5    54 0.79 -
119132at50557_456900_0:001fe4|STRG.11573.1:253-1245|+  -            331 48053at50557         -            417    0.0084   13.8   0.0   2   3    0.0059      0.35    8.5   0.0   196   247   135   188   127   189 0.86 -
119132at50557_456900_0:001fe4|STRG.11573.1:253-1245|+  -            331 48053at50557         -            417    0.0084   13.8   0.0   3   3    0.0037      0.22    9.2   0.0   328   360   174   206   164   227 0.81 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+     -            142 48053at50557         -            417     0.012   13.3   0.2   1   2       2.2   1.3e+02    0.0   0.0   295   307    19    31     6    36 0.58 -
37475at50557_29031_0:002211|STRG.9531.3:673-1098|+     -            142 48053at50557         -            417     0.012   13.3   0.2   2   2    0.0012     0.068   10.9   0.1   213   269    43   105    34   119 0.74 -
57752at50557_45779_0:003ace|STRG.1582.1:1342-2250|+    -            303 48053at50557         -            417     0.017   12.9   0.1   1   2     0.051         3    5.4   0.0   318   344     6    32     3    89 0.75 -
57752at50557_45779_0:003ace|STRG.1582.1:1342-2250|+    -            303 48053at50557         -            417     0.017   12.9   0.1   2   2     0.073       4.3    4.9   0.0   179   230   231   282   211   303 0.80 -
57752at50557_45779_0:003ace|STRG.1582.2:1342-2250|+    -            303 48053at50557         -            417     0.017   12.9   0.1   1   2     0.051         3    5.4   0.0   318   344     6    32     3    89 0.75 -
57752at50557_45779_0:003ace|STRG.1582.2:1342-2250|+    -            303 48053at50557         -            417     0.017   12.9   0.1   2   2     0.073       4.3    4.9   0.0   179   230   231   282   211   303 0.80 -
57752at50557_45779_0:003ace|STRG.1582.3:1046-1954|+    -            303 48053at50557         -            417     0.017   12.9   0.1   1   2     0.051         3    5.4   0.0   318   344     6    32     3    89 0.75 -
57752at50557_45779_0:003ace|STRG.1582.3:1046-1954|+    -            303 48053at50557         -            417     0.017   12.9   0.1   2   2     0.073       4.3    4.9   0.0   179   230   231   282   211   303 0.80 -
78072at50557_139723_0:002bcb|STRG.10627.1:459-1259|+   -            267 48053at50557         -            417     0.018   12.8   0.0   1   2       1.9   1.1e+02    0.3   0.0   318   395    26   103    16   113 0.70 -
78072at50557_139723_0:002bcb|STRG.10627.1:459-1259|+   -            267 48053at50557         -            417     0.018   12.8   0.0   2   2    0.0017       0.1   10.3   0.0   317   407   161   259   116   267 0.58 -
57752at50557_680683_0:00261f|STRG.1347.1:4991-5866|+   -            292 48053at50557         -            417      0.02   12.6   0.4   1   2      0.27        16    3.0   0.0   294   324    73   103    39   110 0.77 -
57752at50557_680683_0:00261f|STRG.1347.1:4991-5866|+   -            292 48053at50557         -            417      0.02   12.6   0.4   2   2    0.0097      0.57    7.8   0.1   192   255   205   272   165   277 0.78 -
57752at50557_680683_0:00261f|STRG.1347.2:3870-4745|+   -            292 48053at50557         -            417      0.02   12.6   0.4   1   2      0.27        16    3.0   0.0   294   324    73   103    39   110 0.77 -
57752at50557_680683_0:00261f|STRG.1347.2:3870-4745|+   -            292 48053at50557         -            417      0.02   12.6   0.4   2   2    0.0097      0.57    7.8   0.1   192   255   205   272   165   277 0.78 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+      -            215 48053at50557         -            417     0.027   12.2   0.3   1   2       3.7   2.2e+02   -0.7   0.0   295   308    20    33    10    43 0.60 -
69548at50557_7375_0:00230f|STRG.9531.1:425-1069|+      -            215 48053at50557         -            417     0.027   12.2   0.3   2   2    0.0023      0.14    9.9   0.1   214   269    45   106    36   168 0.82 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+    -            220 48053at50557         -            417     0.028   12.1   0.3   1   2       3.7   2.2e+02   -0.7   0.0   295   308    25    38    14    48 0.60 -
57752at50557_319348_0:00350b|STRG.9531.2:405-1064|+    -            220 48053at50557         -            417     0.028   12.1   0.3   2   2    0.0031      0.18    9.4   0.1   213   268    49   110    41   125 0.74 -
31374at50557_217634_0:002f47|STRG.3281.1:31-246|+      -             72 48053at50557         -            417     0.031   12.0   0.0   1   1    0.0011     0.062   11.0   0.0   194   246    16    72     4    72 0.65 -
78072at50557_39758_0:003b38|STRG.7795.1:738-1277|+     -            180 48053at50557         -            417     0.032   11.9   0.0   1   2       1.2        71    0.9   0.0   329   343    76    90    62   101 0.63 -
78072at50557_39758_0:003b38|STRG.7795.1:738-1277|+     -            180 48053at50557         -            417     0.032   11.9   0.0   2   2    0.0048      0.28    8.8   0.0   175   237   102   169    95   174 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/48053at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/48053at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/48053at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:27:56 2024
# [ok]
