#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66691at50557_456900_0:002b0f|STRG.1398.1:336-1436|+   -            367 66691at50557         -            296  2.5e-144  478.9   8.7   1   1  9.7e-146  7.3e-144  477.3   8.7     1   290    15   355    15   360 0.89 -
56752at50557_144034_0:000a3e|STRG.14749.2:579-2510|+  -            644 66691at50557         -            296     0.022   12.8   0.5   4   4       3.4   2.5e+02   -0.5   0.0   272   293   388   409   362   412 0.82 -
86043at50557_520822_0:0026e8|STRG.15759.1:180-1478|+  -            433 66691at50557         -            296     0.022   12.8   0.0   1   1     0.001     0.076   11.1   0.0    23    64   213   254   204   261 0.87 -
14512at50557_56086_0:000590|STRG.12155.10:1674-2027|+ -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.10:1674-2027|+ -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.12155.1:1340-1693|+  -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.1:1340-1693|+  -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.12155.2:1047-1400|+  -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.2:1047-1400|+  -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.12155.3:1268-1621|+  -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.3:1268-1621|+  -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.12155.4:1626-1979|+  -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.4:1626-1979|+  -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.12155.5:1653-2006|+  -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.5:1653-2006|+  -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.12155.6:1668-2021|+  -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.6:1668-2021|+  -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.12155.7:1674-2027|+  -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.7:1674-2027|+  -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.12155.8:1647-2000|+  -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.8:1647-2000|+  -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.12155.9:1674-2027|+  -            118 66691at50557         -            296     0.024   12.7   0.1   1   2      0.09       6.8    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.12155.9:1674-2027|+  -            118 66691at50557         -            296     0.024   12.7   0.1   2   2    0.0031      0.24    9.5   0.0    26    63    76   113    57   117 0.80 -
56752at50557_144034_0:000a3e|STRG.14749.1:579-2606|+  -            676 66691at50557         -            296     0.027   12.6   0.5   1   4       1.4   1.1e+02    0.7   0.0   119   137   159   179   155   185 0.62 -
56752at50557_144034_0:000a3e|STRG.14749.1:579-2606|+  -            676 66691at50557         -            296     0.027   12.6   0.5   2   4      0.04         3    5.8   0.1   167   216   231   282   210   301 0.77 -
56752at50557_144034_0:000a3e|STRG.14749.1:579-2606|+  -            676 66691at50557         -            296     0.027   12.6   0.5   3   4      0.51        38    2.2   0.0    77   104   278   305   272   311 0.87 -
56752at50557_144034_0:000a3e|STRG.14749.1:579-2606|+  -            676 66691at50557         -            296     0.027   12.6   0.5   4   4       3.6   2.7e+02   -0.6   0.0   272   293   388   409   362   412 0.82 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+    -            324 66691at50557         -            296     0.032   12.3   1.8   1   4       1.1        83    1.1   0.1   120   197    46   117    12   139 0.64 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+    -            324 66691at50557         -            296     0.032   12.3   1.8   2   4      0.38        29    2.6   0.0    32    98    91   156    72   168 0.76 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+    -            324 66691at50557         -            296     0.032   12.3   1.8   3   4     0.023       1.7    6.6   0.0    24    60   218   254   211   263 0.84 -
76755at50557_64793_0:0021c2|STRG.1211.1:129-1100|+    -            324 66691at50557         -            296     0.032   12.3   1.8   4   4       4.1   3.1e+02   -0.8   0.1   167   201   265   299   255   305 0.76 -
80377at50557_7091_0:0009ff|STRG.15860.1:411-995|+     -            195 66691at50557         -            296     0.065   11.3   0.0   1   1    0.0019      0.14   10.2   0.0    22   119    11   109     5   119 0.74 -
80377at50557_7091_0:0009ff|STRG.15860.2:396-980|+     -            195 66691at50557         -            296     0.065   11.3   0.0   1   1    0.0019      0.14   10.2   0.0    22   119    11   109     5   119 0.74 -
80377at50557_7091_0:0009ff|STRG.15860.3:342-926|+     -            195 66691at50557         -            296     0.065   11.3   0.0   1   1    0.0019      0.14   10.2   0.0    22   119    11   109     5   119 0.74 -
80377at50557_7091_0:0009ff|STRG.15860.4:295-879|+     -            195 66691at50557         -            296     0.065   11.3   0.0   1   1    0.0019      0.14   10.2   0.0    22   119    11   109     5   119 0.74 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+     -            256 66691at50557         -            296     0.077   11.1   6.0   1   3       2.3   1.7e+02    0.0   0.0   169   196     7    34     1    45 0.57 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+     -            256 66691at50557         -            296     0.077   11.1   6.0   2   3     0.057       4.3    5.3   1.0    31    61    50    80    39   206 0.75 -
80377at50557_30019_0:0008bb|STRG.5952.2:190-957|+     -            256 66691at50557         -            296     0.077   11.1   6.0   3   3      0.29        22    3.0   0.1   274   293   229   248   216   251 0.80 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+   -            326 66691at50557         -            296      0.09   10.8   1.1   1   3         2   1.5e+02    0.3   0.0    25    60     6    41     4    46 0.89 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+   -            326 66691at50557         -            296      0.09   10.8   1.1   2   3      0.11       8.1    4.4   0.4    25    62    48    85    28   114 0.84 -
71739at50557_103372_0:00145d|STRG.6295.1:109-1086|+   -            326 66691at50557         -            296      0.09   10.8   1.1   3   3      0.55        42    2.1   0.0   156   201   177   222   150   241 0.77 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/66691at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/66691at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/66691at50557.hmm annotation_analysis/annotation_gcf/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 20:29:26 2024
# [ok]
