#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.4579.1:202-2007|+     -            602 25500at50557         -            513  3.1e-292  968.8   7.5   1   1  3.1e-291  1.5e-289  959.9   7.5     1   513     6   599     6   599 0.91 -
90358at50557_103372_0:0005af|STRG.15077.1:399-1649|+   -            417 25500at50557         -            513     1e-05   23.4   4.1   1   4     0.014      0.71    7.5   0.0   288   341    55   110    50   121 0.81 -
90358at50557_103372_0:0005af|STRG.15077.1:399-1649|+   -            417 25500at50557         -            513     1e-05   23.4   4.1   2   4       3.3   1.6e+02   -0.3   0.0   228   253   130   155   120   163 0.75 -
90358at50557_103372_0:0005af|STRG.15077.1:399-1649|+   -            417 25500at50557         -            513     1e-05   23.4   4.1   3   4       7.8   3.9e+02   -1.6   0.0    68    95   318   343   297   354 0.73 -
90358at50557_103372_0:0005af|STRG.15077.1:399-1649|+   -            417 25500at50557         -            513     1e-05   23.4   4.1   4   4   0.00013    0.0063   14.3   0.1   191   253   353   414   332   417 0.87 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 25500at50557         -            513   1.1e-05   23.4   1.2   1   2      0.15       7.3    4.1   0.0   196   263   180   244   174   249 0.76 -
43553at50557_103372_0:0013d1|STRG.6288.1:355-1868|+    -            494 25500at50557         -            513   1.1e-05   23.4   1.2   2   2   1.9e-05   0.00093   17.0   0.5   223   335   285   401   279   425 0.75 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 25500at50557         -            513   1.1e-05   23.4   1.2   1   2      0.15       7.3    4.1   0.0   196   263   180   244   174   249 0.76 -
43553at50557_103372_0:0013d1|STRG.6288.2:735-2248|+    -            494 25500at50557         -            513   1.1e-05   23.4   1.2   2   2   1.9e-05   0.00093   17.0   0.5   223   335   285   401   279   425 0.75 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+   -            608 25500at50557         -            513   1.2e-05   23.2   3.1   1   3   3.8e-05    0.0019   16.0   0.0    47   115   282   353   277   357 0.80 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+   -            608 25500at50557         -            513   1.2e-05   23.2   3.1   2   3      0.86        43    1.6   0.1   225   285   382   444   359   506 0.67 -
42371at50557_520822_0:00190c|STRG.10436.1:510-2333|+   -            608 25500at50557         -            513   1.2e-05   23.2   3.1   3   3      0.11       5.6    4.5   0.1   452   511   517   576   501   578 0.78 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+   -            607 25500at50557         -            513   1.2e-05   23.2   3.1   1   3   3.8e-05    0.0019   16.0   0.0    47   115   281   352   276   356 0.80 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+   -            607 25500at50557         -            513   1.2e-05   23.2   3.1   2   3      0.86        43    1.6   0.1   225   285   381   443   358   505 0.67 -
42371at50557_520822_0:00190c|STRG.10436.2:510-2330|+   -            607 25500at50557         -            513   1.2e-05   23.2   3.1   3   3      0.11       5.6    4.5   0.1   452   511   516   575   500   577 0.78 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+   -            607 25500at50557         -            513   1.2e-05   23.2   3.1   1   3   3.8e-05    0.0019   16.0   0.0    47   115   281   352   276   356 0.80 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+   -            607 25500at50557         -            513   1.2e-05   23.2   3.1   2   3      0.86        43    1.6   0.1   225   285   381   443   358   505 0.67 -
42371at50557_520822_0:00190c|STRG.10436.3:496-2337|+   -            607 25500at50557         -            513   1.2e-05   23.2   3.1   3   3      0.11       5.6    4.5   0.1   452   511   516   575   500   577 0.78 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 25500at50557         -            513   1.4e-05   23.0   0.2   1   4    0.0031      0.15    9.7   0.0   222   261    64   106    59   116 0.77 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 25500at50557         -            513   1.4e-05   23.0   0.2   2   4       2.2   1.1e+02    0.3   0.0   192   255   129   191   113   199 0.56 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 25500at50557         -            513   1.4e-05   23.0   0.2   3   4    0.0081       0.4    8.3   0.0     5    69   200   266   195   279 0.85 -
40115at50557_123851_0:00295a|STRG.10159.1:1958-2926|+  -            323 25500at50557         -            513   1.4e-05   23.0   0.2   4   4      0.04         2    6.0   0.0   157   248   224   320   221   323 0.66 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   1   4    0.0031      0.15    9.7   0.0   222   261    64   106    59   116 0.77 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   2   4       2.2   1.1e+02    0.3   0.0   192   255   129   191   113   199 0.56 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   3   4    0.0081       0.4    8.3   0.0     5    69   200   266   195   279 0.85 -
40115at50557_123851_0:00295a|STRG.10159.2:588-1556|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   4   4      0.04         2    6.0   0.0   157   248   224   320   221   323 0.66 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 25500at50557         -            513   1.4e-05   23.0   0.2   1   4    0.0031      0.15    9.7   0.0   222   261    64   106    59   116 0.77 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 25500at50557         -            513   1.4e-05   23.0   0.2   2   4       2.2   1.1e+02    0.3   0.0   192   255   129   191   113   199 0.56 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 25500at50557         -            513   1.4e-05   23.0   0.2   3   4    0.0081       0.4    8.3   0.0     5    69   200   266   195   279 0.85 -
40115at50557_123851_0:00295a|STRG.10159.3:1807-2775|+  -            323 25500at50557         -            513   1.4e-05   23.0   0.2   4   4      0.04         2    6.0   0.0   157   248   224   320   221   323 0.66 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   1   4    0.0031      0.15    9.7   0.0   222   261    64   106    59   116 0.77 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   2   4       2.2   1.1e+02    0.3   0.0   192   255   129   191   113   199 0.56 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   3   4    0.0081       0.4    8.3   0.0     5    69   200   266   195   279 0.85 -
40115at50557_123851_0:00295a|STRG.10159.4:103-1071|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   4   4      0.04         2    6.0   0.0   157   248   224   320   221   323 0.66 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   1   4    0.0031      0.15    9.7   0.0   222   261    64   106    59   116 0.77 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   2   4       2.2   1.1e+02    0.3   0.0   192   255   129   191   113   199 0.56 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   3   4    0.0081       0.4    8.3   0.0     5    69   200   266   195   279 0.85 -
40115at50557_123851_0:00295a|STRG.10159.5:803-1771|+   -            323 25500at50557         -            513   1.4e-05   23.0   0.2   4   4      0.04         2    6.0   0.0   157   248   224   320   221   323 0.66 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   1   5       2.1     1e+02    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   2   5     0.039       1.9    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   3   5     0.096       4.8    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   4   5     0.069       3.4    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.13748.1:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   5   5     0.068       3.4    5.2   0.0   406   433   263   290   250   301 0.85 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   1   5       2.1     1e+02    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   2   5     0.039       1.9    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   3   5     0.096       4.8    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   4   5     0.069       3.4    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.13748.2:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   5   5     0.068       3.4    5.2   0.0   406   433   263   290   250   301 0.85 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   1   5       2.1     1e+02    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   2   5     0.039       1.9    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   3   5     0.096       4.8    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   4   5     0.069       3.4    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.13748.3:892-1851|+    -            320 25500at50557         -            513   1.5e-05   22.9   0.1   5   5     0.068       3.4    5.2   0.0   406   433   263   290   250   301 0.85 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 25500at50557         -            513   2.2e-05   22.4   0.2   1   2      0.08         4    5.0   0.0   437   471    22    56     5    60 0.66 -
80377at50557_7222_0:00003c|STRG.3282.1:5-457|+         -            151 25500at50557         -            513   2.2e-05   22.4   0.2   2   2   5.4e-05    0.0027   15.5   0.1   299   356    63   120    56   141 0.84 -
40115at50557_77166_0:00051d|STRG.8742.2:0-308|+        -            103 25500at50557         -            513   2.5e-05   22.2   0.1   1   2   0.00067     0.033   11.9   0.0   194   248     5    57     2    64 0.89 -
40115at50557_77166_0:00051d|STRG.8742.2:0-308|+        -            103 25500at50557         -            513   2.5e-05   22.2   0.1   2   2    0.0061       0.3    8.7   0.0   403   468    73   102    59   103 0.60 -
68957at50557_103372_0:001943|STRG.918.3:450-1697|+     -            416 25500at50557         -            513   3.1e-05   21.9   0.4   1   2   0.00026     0.013   13.2   0.1   197   349   124   281   115   287 0.76 -
68957at50557_103372_0:001943|STRG.918.3:450-1697|+     -            416 25500at50557         -            513   3.1e-05   21.9   0.4   2   2     0.013      0.66    7.6   0.1   259   334   317   393   271   406 0.67 -
68957at50557_103372_0:001943|STRG.918.1:255-1547|+     -            431 25500at50557         -            513   3.5e-05   21.7   0.4   1   2   0.00029     0.015   13.0   0.1   197   349   124   281   117   287 0.76 -
68957at50557_103372_0:001943|STRG.918.1:255-1547|+     -            431 25500at50557         -            513   3.5e-05   21.7   0.4   2   2     0.013      0.64    7.6   0.1   223   334   277   393   269   406 0.67 -
68957at50557_103372_0:001943|STRG.918.2:176-1468|+     -            431 25500at50557         -            513   3.5e-05   21.7   0.4   1   2   0.00029     0.015   13.0   0.1   197   349   124   281   117   287 0.76 -
68957at50557_103372_0:001943|STRG.918.2:176-1468|+     -            431 25500at50557         -            513   3.5e-05   21.7   0.4   2   2     0.013      0.64    7.6   0.1   223   334   277   393   269   406 0.67 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+     -            255 25500at50557         -            513   3.7e-05   21.6   0.2   1   2   2.6e-05    0.0013   16.5   0.1   223   260     4    42     2   135 0.65 -
43121at50557_7159_0:0008d1|STRG.3170.1:1074-1838|+     -            255 25500at50557         -            513   3.7e-05   21.6   0.2   2   2      0.37        18    2.8   0.0   437   473   188   224    64   250 0.76 -
78072at50557_110193_0:0018f8|STRG.14525.1:144-914|+    -            257 25500at50557         -            513   4.4e-05   21.4   3.7   1   2       6.8   3.4e+02   -1.4   0.0   490   512    16    38     9    39 0.64 -
78072at50557_110193_0:0018f8|STRG.14525.1:144-914|+    -            257 25500at50557         -            513   4.4e-05   21.4   3.7   2   2   6.4e-05    0.0032   15.2   2.2   155   331    74   253    44   253 0.72 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 25500at50557         -            513   5.8e-05   21.0   0.0   1   2    0.0019     0.097   10.3   0.1   222   262    64   107    58   192 0.79 -
40115at50557_123851_0:00295a|STRG.10159.6:292-1278|+   -            329 25500at50557         -            513   5.8e-05   21.0   0.0   2   2     0.024       1.2    6.7   0.0   156   247   229   325   208   329 0.54 -
71739at50557_568069_0:0043fc|STRG.5635.1:7959-8870|+   -            304 25500at50557         -            513   6.1e-05   20.9   0.0   1   2   5.6e-05    0.0028   15.4   0.1   195   355    18   189     2   196 0.71 -
71739at50557_568069_0:0043fc|STRG.5635.1:7959-8870|+   -            304 25500at50557         -            513   6.1e-05   20.9   0.0   2   2       0.3        15    3.1   0.0   282   328   256   304   249   304 0.86 -
71739at50557_568069_0:0043fc|STRG.5635.2:567-1478|+    -            304 25500at50557         -            513   6.1e-05   20.9   0.0   1   2   5.6e-05    0.0028   15.4   0.1   195   355    18   189     2   196 0.71 -
71739at50557_568069_0:0043fc|STRG.5635.2:567-1478|+    -            304 25500at50557         -            513   6.1e-05   20.9   0.0   2   2       0.3        15    3.1   0.0   282   328   256   304   249   304 0.86 -
25500at50557_7237_0:0037c1|STRG.7760.1:462-1817|+      -            452 25500at50557         -            513   7.9e-05   20.5   0.8   1   2     0.017      0.83    7.3   0.1   223   329    23   137     1   195 0.58 -
25500at50557_7237_0:0037c1|STRG.7760.1:462-1817|+      -            452 25500at50557         -            513   7.9e-05   20.5   0.8   2   2   0.00099     0.049   11.3   0.1   398   433   348   383   246   433 0.83 -
78072at50557_66420_0:0007fa|STRG.10648.1:211-963|+     -            251 25500at50557         -            513    0.0001   20.1   0.3   1   2    0.0024      0.12   10.0   0.0   181   247     7    72     2    87 0.78 -
78072at50557_66420_0:0007fa|STRG.10648.1:211-963|+     -            251 25500at50557         -            513    0.0001   20.1   0.3   2   2     0.017      0.87    7.2   0.0   227   332   144   248   126   251 0.61 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+    -            293 25500at50557         -            513   0.00013   19.8   1.4   1   2    0.0054      0.27    8.9   0.1   223   345     6   140     2   143 0.64 -
80377at50557_166361_0:002fc1|STRG.872.1:2699-3577|+    -            293 25500at50557         -            513   0.00013   19.8   1.4   2   2   0.00013    0.0064   14.2   0.3   272   354   110   190    39   293 0.68 -
80377at50557_121845_0:0030d4|STRG.6377.1:283-858|+     -            192 25500at50557         -            513   0.00018   19.3   0.2   1   2      0.06         3    5.4   0.0    64    94     4    33     1    53 0.69 -
80377at50557_121845_0:0030d4|STRG.6377.1:283-858|+     -            192 25500at50557         -            513   0.00018   19.3   0.2   2   2   0.00047     0.023   12.4   0.1   186   253    71   137    60   189 0.77 -
80377at50557_39758_0:001a6c|STRG.909.1:1981-2742|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2    0.0002    0.0099   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.909.1:1981-2742|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.37        18    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.909.2:931-1692|+      -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2    0.0002    0.0099   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.909.2:931-1692|+      -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.37        18    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.909.3:1592-2353|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2    0.0002    0.0099   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.909.3:1592-2353|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.37        18    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.909.4:1798-2559|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2    0.0002    0.0099   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.909.4:1798-2559|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.37        18    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.909.6:1692-2453|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   1   2    0.0002    0.0099   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.909.6:1692-2453|+     -            254 25500at50557         -            513    0.0002   19.2   0.1   2   2      0.37        18    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.872.2:2813-3583|+     -            257 25500at50557         -            513   0.00026   18.8   0.2   1   1   9.4e-05    0.0047   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.872.3:2808-3578|+     -            257 25500at50557         -            513   0.00026   18.8   0.2   1   1   9.4e-05    0.0047   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.872.4:2786-3556|+     -            257 25500at50557         -            513   0.00026   18.8   0.2   1   1   9.4e-05    0.0047   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.872.6:2827-3597|+     -            257 25500at50557         -            513   0.00026   18.8   0.2   1   1   9.4e-05    0.0047   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.909.5:1512-2213|+     -            234 25500at50557         -            513   0.00027   18.7   0.2   1   1   0.00015    0.0077   14.0   0.2   274   354    53   131     2   234 0.78 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 25500at50557         -            513   0.00033   18.5   0.0   1   2   2.2e-05    0.0011   16.8   0.0   193   339     9   157     3   178 0.69 -
80377at50557_7237_0:001b62|STRG.10707.2:809-1666|+     -            286 25500at50557         -            513   0.00033   18.5   0.0   2   2       8.3   4.2e+02   -1.7   0.0   409   438   226   254   213   262 0.77 -
78072at50557_7038_0:0021a3|STRG.15086.1:417-1265|+     -            283 25500at50557         -            513   0.00035   18.4   0.8   1   3    0.0003     0.015   13.0   0.3   446   512    52   118    35   119 0.80 -
78072at50557_7038_0:0021a3|STRG.15086.1:417-1265|+     -            283 25500at50557         -            513   0.00035   18.4   0.8   2   3       0.7        35    1.9   0.0   135   169   128   162   119   169 0.74 -
78072at50557_7038_0:0021a3|STRG.15086.1:417-1265|+     -            283 25500at50557         -            513   0.00035   18.4   0.8   3   3       5.5   2.8e+02   -1.1   0.0   153   176   242   265   239   271 0.86 -
78072at50557_7038_0:0021a3|STRG.15086.2:325-1173|+     -            283 25500at50557         -            513   0.00035   18.4   0.8   1   3    0.0003     0.015   13.0   0.3   446   512    52   118    35   119 0.80 -
78072at50557_7038_0:0021a3|STRG.15086.2:325-1173|+     -            283 25500at50557         -            513   0.00035   18.4   0.8   2   3       0.7        35    1.9   0.0   135   169   128   162   119   169 0.74 -
78072at50557_7038_0:0021a3|STRG.15086.2:325-1173|+     -            283 25500at50557         -            513   0.00035   18.4   0.8   3   3       5.5   2.8e+02   -1.1   0.0   153   176   242   265   239   271 0.86 -
78072at50557_39758_0:003b38|STRG.7795.1:738-1277|+     -            180 25500at50557         -            513   0.00035   18.4   0.4   1   2     0.026       1.3    6.6   0.1   455   512    26    89    15    90 0.75 -
78072at50557_39758_0:003b38|STRG.7795.1:738-1277|+     -            180 25500at50557         -            513   0.00035   18.4   0.4   2   2   0.00058     0.029   12.1   0.1   195   253    76   138    74   146 0.77 -
80377at50557_116153_0:0002e6|STRG.872.5:2834-3547|+    -            238 25500at50557         -            513   0.00036   18.3   0.2   1   1   0.00013    0.0063   14.2   0.2   274   354    58   136     4   238 0.73 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+    -            299 25500at50557         -            513   0.00079   17.2   0.0   1   3      0.15       7.6    4.1   0.0   404   437     1    34     1    80 0.69 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+    -            299 25500at50557         -            513   0.00079   17.2   0.0   2   3    0.0088      0.44    8.2   0.0   193   259   104   170    96   188 0.79 -
40115at50557_116153_0:000cbb|STRG.7509.1:174-1070|+    -            299 25500at50557         -            513   0.00079   17.2   0.0   3   3       1.5        76    0.8   0.0   448   483   231   265   201   299 0.54 -
90358at50557_108931_0:000131|STRG.628.1:641-1267|+     -            209 25500at50557         -            513   0.00093   17.0   0.1   1   1    0.0001    0.0051   14.5   0.1   185   335    32   204    16   207 0.69 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 25500at50557         -            513   0.00099   16.9   0.5   1   4     0.013      0.66    7.6   0.0   292   335    20    63     2    68 0.87 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 25500at50557         -            513   0.00099   16.9   0.5   2   4      0.21        10    3.6   0.0   447   512   127   201    97   202 0.57 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 25500at50557         -            513   0.00099   16.9   0.5   3   4      0.14       6.9    4.2   0.1   297   336   166   205   124   223 0.75 -
55830at50557_168631_0:000573|STRG.15021.1:119-976|+    -            286 25500at50557         -            513   0.00099   16.9   0.5   4   4      0.62        31    2.1   0.1   393   469   204   285   183   286 0.48 -
14512at50557_29053_0:0002b6|STRG.13347.1:210-920|+     -            237 25500at50557         -            513    0.0011   16.7   0.1   1   2   0.00093     0.046   11.4   0.0   223   335     7   123     4   137 0.74 -
14512at50557_29053_0:0002b6|STRG.13347.1:210-920|+     -            237 25500at50557         -            513    0.0011   16.7   0.1   2   2      0.23        12    3.5   0.0   450   512   173   236   150   237 0.58 -
80377at50557_7091_0:0009ff|STRG.15860.1:411-995|+      -            195 25500at50557         -            513    0.0013   16.5   0.0   1   2   0.00058     0.029   12.1   0.0   435   511    11    90     4    92 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.1:411-995|+      -            195 25500at50557         -            513    0.0013   16.5   0.0   2   2    0.0054      0.27    8.9   0.0   137   214    58   140    58   170 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.2:396-980|+      -            195 25500at50557         -            513    0.0013   16.5   0.0   1   2   0.00058     0.029   12.1   0.0   435   511    11    90     4    92 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.2:396-980|+      -            195 25500at50557         -            513    0.0013   16.5   0.0   2   2    0.0054      0.27    8.9   0.0   137   214    58   140    58   170 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.3:342-926|+      -            195 25500at50557         -            513    0.0013   16.5   0.0   1   2   0.00058     0.029   12.1   0.0   435   511    11    90     4    92 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.3:342-926|+      -            195 25500at50557         -            513    0.0013   16.5   0.0   2   2    0.0054      0.27    8.9   0.0   137   214    58   140    58   170 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.4:295-879|+      -            195 25500at50557         -            513    0.0013   16.5   0.0   1   2   0.00058     0.029   12.1   0.0   435   511    11    90     4    92 0.82 -
80377at50557_7091_0:0009ff|STRG.15860.4:295-879|+      -            195 25500at50557         -            513    0.0013   16.5   0.0   2   2    0.0054      0.27    8.9   0.0   137   214    58   140    58   170 0.82 -
37700at50557_1629725_0:002171|STRG.7515.1:415-1071|+   -            219 25500at50557         -            513    0.0018   16.1   0.0   1   2   0.00011    0.0056   14.4   0.0   195   295     1   107     1   144 0.79 -
37700at50557_1629725_0:002171|STRG.7515.1:415-1071|+   -            219 25500at50557         -            513    0.0018   16.1   0.0   2   2       2.6   1.3e+02   -0.0   0.0   449   491   123   164   109   187 0.61 -
55830at50557_166361_0:002df3|STRG.1098.1:8915-9619|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   1   3     0.057       2.9    5.5   0.0   292   345    23    80    15    84 0.80 -
55830at50557_166361_0:002df3|STRG.1098.1:8915-9619|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   2   3      0.17       8.3    4.0   0.0   296   330    84   118    80   124 0.87 -
55830at50557_166361_0:002df3|STRG.1098.1:8915-9619|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   3   3      0.37        18    2.8   0.0   301   333   171   203   142   227 0.84 -
55830at50557_166361_0:002df3|STRG.1098.2:3325-4029|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   1   3     0.057       2.9    5.5   0.0   292   345    23    80    15    84 0.80 -
55830at50557_166361_0:002df3|STRG.1098.2:3325-4029|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   2   3      0.17       8.3    4.0   0.0   296   330    84   118    80   124 0.87 -
55830at50557_166361_0:002df3|STRG.1098.2:3325-4029|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   3   3      0.37        18    2.8   0.0   301   333   171   203   142   227 0.84 -
55830at50557_166361_0:002df3|STRG.1098.3:9137-9841|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   1   3     0.057       2.9    5.5   0.0   292   345    23    80    15    84 0.80 -
55830at50557_166361_0:002df3|STRG.1098.3:9137-9841|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   2   3      0.17       8.3    4.0   0.0   296   330    84   118    80   124 0.87 -
55830at50557_166361_0:002df3|STRG.1098.3:9137-9841|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   3   3      0.37        18    2.8   0.0   301   333   171   203   142   227 0.84 -
55830at50557_166361_0:002df3|STRG.1098.4:6957-7661|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   1   3     0.057       2.9    5.5   0.0   292   345    23    80    15    84 0.80 -
55830at50557_166361_0:002df3|STRG.1098.4:6957-7661|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   2   3      0.17       8.3    4.0   0.0   296   330    84   118    80   124 0.87 -
55830at50557_166361_0:002df3|STRG.1098.4:6957-7661|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   3   3      0.37        18    2.8   0.0   301   333   171   203   142   227 0.84 -
55830at50557_166361_0:002df3|STRG.1098.5:1205-1909|+   -            235 25500at50557         -            513    0.0026   15.5   0.0   1   3     0.057       2.9    5.5   0.0   292   345    23    80    15    84 0.80 -
