#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_13686_0:002310|STRG.13516.1:140-1153|+    -            338 84764at50557         -            287    5e-160  530.2   4.0   1   1  2.9e-160  4.7e-159  527.0   4.0     1   286     7   324     7   325 0.93 -
17813at50557_378494_0:006207|STRG.13087.7:892-1440|+   -            183 84764at50557         -            287   3.5e-16   58.1   0.0   1   1   8.2e-17   1.3e-15   56.3   0.0     5   192     2   178     1   180 0.87 -
125117at50557_54969_0:0029cc|STRG.7551.1:2347-3306|+   -            320 84764at50557         -            287   3.8e-16   58.0   0.0   1   1   3.1e-17   4.9e-16   57.6   0.0     6   204    10   211     5   230 0.83 -
125117at50557_54969_0:0029cc|STRG.7551.2:2351-3310|+   -            320 84764at50557         -            287   3.8e-16   58.0   0.0   1   1   3.1e-17   4.9e-16   57.6   0.0     6   204    10   211     5   230 0.83 -
125117at50557_54969_0:0029cc|STRG.7551.3:859-1818|+    -            320 84764at50557         -            287   3.8e-16   58.0   0.0   1   1   3.1e-17   4.9e-16   57.6   0.0     6   204    10   211     5   230 0.83 -
125117at50557_54969_0:0029cc|STRG.7551.4:2133-3092|+   -            320 84764at50557         -            287   3.8e-16   58.0   0.0   1   1   3.1e-17   4.9e-16   57.6   0.0     6   204    10   211     5   230 0.83 -
84269at50557_143948_0:001d06|STRG.11597.2:252-815|+    -            188 84764at50557         -            287   4.3e-16   57.8   0.0   1   1     3e-17   4.8e-16   57.7   0.0   105   211    31   142    15   180 0.79 -
65033at50557_139723_0:000232|STRG.2828.1:1872-2756|+   -            295 84764at50557         -            287   4.6e-16   57.7   0.2   1   1   4.8e-17   7.7e-16   57.0   0.2     2   193     2   210     1   231 0.80 -
84269at50557_143948_0:001d06|STRG.11597.1:252-839|+    -            196 84764at50557         -            287   4.8e-16   57.7   0.0   1   1   3.4e-17   5.4e-16   57.5   0.0   105   211    31   142    15   181 0.79 -
63962at50557_116153_0:001347|STRG.1463.2:330-1049|+    -            240 84764at50557         -            287     6e-16   57.4   0.0   1   1   4.4e-17     7e-16   57.1   0.0     7   197     6   204     1   229 0.80 -
8547at50557_74869_0:0028a5|STRG.281.1:1400-2182|+      -            261 84764at50557         -            287   7.3e-16   57.1   0.0   1   1   6.5e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.281.2:1434-2216|+      -            261 84764at50557         -            287   7.3e-16   57.1   0.0   1   1   6.5e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.281.3:1405-2187|+      -            261 84764at50557         -            287   7.3e-16   57.1   0.0   1   1   6.5e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.281.4:1231-2013|+      -            261 84764at50557         -            287   7.3e-16   57.1   0.0   1   1   6.5e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.281.5:1815-2597|+      -            261 84764at50557         -            287   7.3e-16   57.1   0.0   1   1   6.5e-17     1e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
63962at50557_520822_0:001ab6|STRG.14834.1:213-1931|+   -            573 84764at50557         -            287   7.6e-16   57.0   0.3   1   1   2.8e-16   4.4e-15   54.5   0.3     7   211    72   295    69   300 0.73 -
47at50557_121225_0:00189b|STRG.11304.1:17800-22026|+   -           1409 84764at50557         -            287   8.5e-16   56.9   0.0   1   1   8.2e-17   1.3e-15   56.2   0.0     1   233  1133  1366  1133  1399 0.79 -
47at50557_121225_0:00189b|STRG.11304.2:6423-10649|+    -           1409 84764at50557         -            287   8.5e-16   56.9   0.0   1   1   8.2e-17   1.3e-15   56.2   0.0     1   233  1133  1366  1133  1399 0.79 -
17813at50557_378494_0:006207|STRG.7305.1:223-831|+     -            203 84764at50557         -            287     1e-15   56.6   0.0   1   1   7.7e-17   1.2e-15   56.3   0.0     2   191     6   197     5   202 0.85 -
17813at50557_378494_0:006207|STRG.7305.2:223-831|+     -            203 84764at50557         -            287     1e-15   56.6   0.0   1   1   7.7e-17   1.2e-15   56.3   0.0     2   191     6   197     5   202 0.85 -
58206at50557_104688_0:0010ee|STRG.3113.1:613-1413|+    -            267 84764at50557         -            287   1.1e-15   56.5   0.0   1   1   8.4e-17   1.3e-15   56.2   0.0     7   212     7   219     2   244 0.84 -
8547at50557_74869_0:0028a5|STRG.10999.1:1153-1944|+    -            264 84764at50557         -            287   1.1e-15   56.5   0.0   1   1   9.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.10999.2:1153-1944|+    -            264 84764at50557         -            287   1.1e-15   56.5   0.0   1   1   9.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.10999.3:1153-1944|+    -            264 84764at50557         -            287   1.1e-15   56.5   0.0   1   1   9.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.10999.4:1373-2164|+    -            264 84764at50557         -            287   1.1e-15   56.5   0.0   1   1   9.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.10999.5:1373-2164|+    -            264 84764at50557         -            287   1.1e-15   56.5   0.0   1   1   9.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.10999.6:1373-2164|+    -            264 84764at50557         -            287   1.1e-15   56.5   0.0   1   1   9.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.10999.7:1373-2164|+    -            264 84764at50557         -            287   1.1e-15   56.5   0.0   1   1   9.1e-17   1.4e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
17813at50557_378494_0:006207|STRG.10561.1:1328-1921|+  -            198 84764at50557         -            287   1.1e-15   56.5   0.0   1   1     8e-17   1.3e-15   56.3   0.0     8   190    17   197    10   198 0.82 -
17813at50557_378494_0:006207|STRG.10561.2:1254-1847|+  -            198 84764at50557         -            287   1.1e-15   56.5   0.0   1   1     8e-17   1.3e-15   56.3   0.0     8   190    17   197    10   198 0.82 -
63962at50557_116153_0:001347|STRG.1463.1:358-1212|+    -            285 84764at50557         -            287   1.1e-15   56.5   0.0   1   1   8.4e-17   1.3e-15   56.2   0.0     7   197     6   204     1   230 0.80 -
58206at50557_224129_0:0011bc|STRG.3113.2:661-1548|+    -            296 84764at50557         -            287   1.5e-15   56.1   0.0   1   1   1.2e-16   1.9e-15   55.7   0.0     7   212     7   219     2   245 0.84 -
8547at50557_74869_0:0028a5|STRG.12710.1:2441-3292|+    -            284 84764at50557         -            287   1.5e-15   56.1   0.0   1   2      0.52       8.2    4.4   0.0     8    79    11    86     6    93 0.66 -
8547at50557_74869_0:0028a5|STRG.12710.1:2441-3292|+    -            284 84764at50557         -            287   1.5e-15   56.1   0.0   2   2   8.5e-15   1.4e-13   49.6   0.0    96   192   120   219   113   249 0.81 -
8547at50557_74869_0:0028a5|STRG.12710.2:1526-2377|+    -            284 84764at50557         -            287   1.5e-15   56.1   0.0   1   2      0.52       8.2    4.4   0.0     8    79    11    86     6    93 0.66 -
8547at50557_74869_0:0028a5|STRG.12710.2:1526-2377|+    -            284 84764at50557         -            287   1.5e-15   56.1   0.0   2   2   8.5e-15   1.4e-13   49.6   0.0    96   192   120   219   113   249 0.81 -
8547at50557_74869_0:0028a5|STRG.12710.3:1885-2736|+    -            284 84764at50557         -            287   1.5e-15   56.1   0.0   1   2      0.52       8.2    4.4   0.0     8    79    11    86     6    93 0.66 -
8547at50557_74869_0:0028a5|STRG.12710.3:1885-2736|+    -            284 84764at50557         -            287   1.5e-15   56.1   0.0   2   2   8.5e-15   1.4e-13   49.6   0.0    96   192   120   219   113   249 0.81 -
8547at50557_74869_0:0028a5|STRG.7767.1:1062-1880|+     -            273 84764at50557         -            287   2.6e-15   55.3   0.0   1   1   2.1e-16   3.3e-15   54.9   0.0     5   209    13   221     9   240 0.79 -
8547at50557_74869_0:0028a5|STRG.7767.2:1122-1940|+     -            273 84764at50557         -            287   2.6e-15   55.3   0.0   1   1   2.1e-16   3.3e-15   54.9   0.0     5   209    13   221     9   240 0.79 -
58206at50557_1629725_0:0005e4|STRG.3353.1:66-845|+     -            260 84764at50557         -            287   2.6e-15   55.3   0.0   1   1   1.8e-16   2.8e-15   55.1   0.0     5   190     4   187     1   238 0.83 -
58206at50557_1629725_0:0005e4|STRG.3353.2:66-845|+     -            260 84764at50557         -            287   2.6e-15   55.3   0.0   1   1   1.8e-16   2.8e-15   55.1   0.0     5   190     4   187     1   238 0.83 -
57980at50557_7038_0:000334|STRG.738.1:499-1263|+       -            255 84764at50557         -            287   2.9e-15   55.1   0.0   1   1   2.5e-16   3.9e-15   54.7   0.0     2   198     1   198     1   234 0.83 -
57980at50557_7038_0:000334|STRG.738.2:230-994|+        -            255 84764at50557         -            287   2.9e-15   55.1   0.0   1   1   2.5e-16   3.9e-15   54.7   0.0     2   198     1   198     1   234 0.83 -
57980at50557_7038_0:000334|STRG.738.3:312-1076|+       -            255 84764at50557         -            287   2.9e-15   55.1   0.0   1   1   2.5e-16   3.9e-15   54.7   0.0     2   198     1   198     1   234 0.83 -
57980at50557_7038_0:000334|STRG.738.4:322-1086|+       -            255 84764at50557         -            287   2.9e-15   55.1   0.0   1   1   2.5e-16   3.9e-15   54.7   0.0     2   198     1   198     1   234 0.83 -
57980at50557_7038_0:000334|STRG.738.5:312-1076|+       -            255 84764at50557         -            287   2.9e-15   55.1   0.0   1   1   2.5e-16   3.9e-15   54.7   0.0     2   198     1   198     1   234 0.83 -
125117at50557_54969_0:0029cc|STRG.3794.1:1748-2644|+   -            299 84764at50557         -            287     3e-15   55.1   0.0   1   1   2.5e-16   3.9e-15   54.7   0.0    22   206    32   214     9   226 0.83 -
125117at50557_54969_0:0029cc|STRG.3794.2:1339-2235|+   -            299 84764at50557         -            287     3e-15   55.1   0.0   1   1   2.5e-16   3.9e-15   54.7   0.0    22   206    32   214     9   226 0.83 -
8547at50557_74869_0:0028a5|STRG.15310.1:1611-2372|+    -            254 84764at50557         -            287   3.5e-15   54.8   0.0   1   1   2.7e-16   4.2e-15   54.6   0.0     8   196     2   195     1   209 0.81 -
8547at50557_74869_0:0028a5|STRG.15310.2:1647-2408|+    -            254 84764at50557         -            287   3.5e-15   54.8   0.0   1   1   2.7e-16   4.2e-15   54.6   0.0     8   196     2   195     1   209 0.81 -
8547at50557_74869_0:0028a5|STRG.15310.3:1688-2449|+    -            254 84764at50557         -            287   3.5e-15   54.8   0.0   1   1   2.7e-16   4.2e-15   54.6   0.0     8   196     2   195     1   209 0.81 -
8547at50557_74869_0:0028a5|STRG.15310.4:1918-2679|+    -            254 84764at50557         -            287   3.5e-15   54.8   0.0   1   1   2.7e-16   4.2e-15   54.6   0.0     8   196     2   195     1   209 0.81 -
8547at50557_74869_0:0028a5|STRG.15310.5:1954-2715|+    -            254 84764at50557         -            287   3.5e-15   54.8   0.0   1   1   2.7e-16   4.2e-15   54.6   0.0     8   196     2   195     1   209 0.81 -
125117at50557_54969_0:0029cc|STRG.3751.1:381-1430|+    -            350 84764at50557         -            287   3.7e-15   54.8   0.0   1   1   3.2e-16     5e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.3751.2:687-1736|+    -            350 84764at50557         -            287   3.7e-15   54.8   0.0   1   1   3.2e-16     5e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.3751.3:63-1112|+     -            350 84764at50557         -            287   3.7e-15   54.8   0.0   1   1   3.2e-16     5e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.3751.4:692-1741|+    -            350 84764at50557         -            287   3.7e-15   54.8   0.0   1   1   3.2e-16     5e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.3751.5:687-1736|+    -            350 84764at50557         -            287   3.7e-15   54.8   0.0   1   1   3.2e-16     5e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.3751.6:500-1549|+    -            350 84764at50557         -            287   3.7e-15   54.8   0.0   1   1   3.2e-16     5e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.3751.7:648-1697|+    -            350 84764at50557         -            287   3.7e-15   54.8   0.0   1   1   3.2e-16     5e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
63962at50557_568069_0:00441d|STRG.971.1:903-1925|+     -            341 84764at50557         -            287   4.1e-15   54.6   0.1   1   2   2.1e-12   3.4e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.971.1:903-1925|+     -            341 84764at50557         -            287   4.1e-15   54.6   0.1   2   2     0.005      0.08   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_568069_0:00441d|STRG.971.2:2472-3494|+    -            341 84764at50557         -            287   4.1e-15   54.6   0.1   1   2   2.1e-12   3.4e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.971.2:2472-3494|+    -            341 84764at50557         -            287   4.1e-15   54.6   0.1   2   2     0.005      0.08   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_568069_0:00441d|STRG.971.3:846-1868|+     -            341 84764at50557         -            287   4.1e-15   54.6   0.1   1   2   2.1e-12   3.4e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.971.3:846-1868|+     -            341 84764at50557         -            287   4.1e-15   54.6   0.1   2   2     0.005      0.08   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_568069_0:00441d|STRG.971.4:1026-2048|+    -            341 84764at50557         -            287   4.1e-15   54.6   0.1   1   2   2.1e-12   3.4e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.971.4:1026-2048|+    -            341 84764at50557         -            287   4.1e-15   54.6   0.1   2   2     0.005      0.08   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_29031_0:00144f|STRG.7717.2:1662-2270|+    -            203 84764at50557         -            287   4.6e-15   54.5   0.0   1   1   3.8e-16     6e-15   54.1   0.0   110   196    43   126    34   142 0.89 -
65033at50557_535359_0:001e04|STRG.2219.1:3307-4128|+   -            274 84764at50557         -            287   4.6e-15   54.4   0.0   1   1   3.5e-16   5.6e-15   54.2   0.0     8   192     4   197     2   227 0.79 -
84269at50557_307491_0:001c3b|STRG.13260.2:442-840|+    -            133 84764at50557         -            287   7.5e-15   53.8   0.0   1   1   5.2e-16   8.2e-15   53.6   0.0    99   193    18   114     2   128 0.80 -
58206at50557_103372_0:002486|STRG.7889.2:173-859|+     -            229 84764at50557         -            287     8e-15   53.7   0.0   1   1   6.7e-16   1.1e-14   53.3   0.0     6   194    17   202    10   212 0.80 -
17813at50557_378494_0:006207|STRG.14072.2:567-1175|+   -            203 84764at50557         -            287   9.6e-15   53.4   0.1   1   1     1e-15   1.6e-14   52.6   0.1     3   191     9   196     7   199 0.85 -
17813at50557_378494_0:006207|STRG.14072.3:410-1018|+   -            203 84764at50557         -            287   9.6e-15   53.4   0.1   1   1     1e-15   1.6e-14   52.6   0.1     3   191     9   196     7   199 0.85 -
17813at50557_378494_0:006207|STRG.14072.4:505-1113|+   -            203 84764at50557         -            287   9.6e-15   53.4   0.1   1   1     1e-15   1.6e-14   52.6   0.1     3   191     9   196     7   199 0.85 -
84269at50557_411798_0:00215d|STRG.11335.1:1224-1967|+  -            248 84764at50557         -            287     1e-14   53.3   0.0   1   1   8.6e-16   1.4e-14   52.9   0.0     6   192    35   230    30   238 0.80 -
84269at50557_411798_0:00215d|STRG.11335.2:1306-2049|+  -            248 84764at50557         -            287     1e-14   53.3   0.0   1   1   8.6e-16   1.4e-14   52.9   0.0     6   192    35   230    30   238 0.80 -
84269at50557_411798_0:00215d|STRG.11335.3:1306-2049|+  -            248 84764at50557         -            287     1e-14   53.3   0.0   1   1   8.6e-16   1.4e-14   52.9   0.0     6   192    35   230    30   238 0.80 -
84269at50557_411798_0:00215d|STRG.11335.4:1026-1769|+  -            248 84764at50557         -            287     1e-14   53.3   0.0   1   1   8.6e-16   1.4e-14   52.9   0.0     6   192    35   230    30   238 0.80 -
8547at50557_74869_0:0028a5|STRG.11335.1:1308-2114|+    -            269 84764at50557         -            287   1.4e-14   52.9   0.0   1   1   1.2e-15   1.8e-14   52.5   0.0     6   192     7   202     3   212 0.80 -
8547at50557_74869_0:0028a5|STRG.11335.2:1390-2196|+    -            269 84764at50557         -            287   1.4e-14   52.9   0.0   1   1   1.2e-15   1.8e-14   52.5   0.0     6   192     7   202     3   212 0.80 -
8547at50557_74869_0:0028a5|STRG.11335.3:1390-2196|+    -            269 84764at50557         -            287   1.4e-14   52.9   0.0   1   1   1.2e-15   1.8e-14   52.5   0.0     6   192     7   202     3   212 0.80 -
8547at50557_74869_0:0028a5|STRG.11335.4:1110-1916|+    -            269 84764at50557         -            287   1.4e-14   52.9   0.0   1   1   1.2e-15   1.8e-14   52.5   0.0     6   192     7   202     3   212 0.80 -
17813at50557_378494_0:006207|STRG.1561.4:647-1285|+    -            213 84764at50557         -            287   1.7e-14   52.6   0.1   1   1   1.4e-15   2.1e-14   52.3   0.1     2   188     4   204     3   208 0.76 -
58206at50557_7375_0:002d73|STRG.14072.1:821-1630|+     -            270 84764at50557         -            287   1.8e-14   52.5   0.1   1   1   1.7e-15   2.7e-14   51.9   0.1     3   191    18   205    16   248 0.85 -
57980at50557_113334_0:003726|STRG.9004.1:591-1055|+    -            155 84764at50557         -            287   2.1e-14   52.3   0.0   1   1   1.4e-15   2.2e-14   52.2   0.0     2   133     1   140     1   155 0.79 -
63962at50557_441921_0:002083|STRG.13932.1:1903-2769|+  -            289 84764at50557         -            287   3.2e-14   51.7   0.0   1   1   2.7e-15   4.2e-14   51.3   0.0     7   192    10   199     4   209 0.80 -
63962at50557_441921_0:002083|STRG.13932.2:1422-2288|+  -            289 84764at50557         -            287   3.2e-14   51.7   0.0   1   1   2.7e-15   4.2e-14   51.3   0.0     7   192    10   199     4   209 0.80 -
63962at50557_441921_0:002083|STRG.13932.3:1511-2377|+  -            289 84764at50557         -            287   3.2e-14   51.7   0.0   1   1   2.7e-15   4.2e-14   51.3   0.0     7   192    10   199     4   209 0.80 -
63962at50557_441921_0:002083|STRG.13932.4:2837-3703|+  -            289 84764at50557         -            287   3.2e-14   51.7   0.0   1   1   2.7e-15   4.2e-14   51.3   0.0     7   192    10   199     4   209 0.80 -
57980at50557_286706_0:000fec|STRG.14063.1:946-1719|+   -            258 84764at50557         -            287   3.2e-14   51.7   0.0   1   1   2.6e-15   4.1e-14   51.3   0.0    10   210     7   211     4   237 0.85 -
57980at50557_286706_0:000fec|STRG.14063.3:1124-1897|+  -            258 84764at50557         -            287   3.2e-14   51.7   0.0   1   1   2.6e-15   4.1e-14   51.3   0.0    10   210     7   211     4   237 0.85 -
63962at50557_13249_0:000dee|STRG.13581.1:1835-2749|+   -            305 84764at50557         -            287   3.6e-14   51.5   0.1   1   1   2.9e-15   4.6e-14   51.2   0.1    24   212    38   223    17   246 0.78 -
63962at50557_13249_0:000dee|STRG.13581.2:1801-2715|+   -            305 84764at50557         -            287   3.6e-14   51.5   0.1   1   1   2.9e-15   4.6e-14   51.2   0.1    24   212    38   223    17   246 0.78 -
63962at50557_13249_0:000dee|STRG.13581.4:1813-2727|+   -            305 84764at50557         -            287   3.6e-14   51.5   0.1   1   1   2.9e-15   4.6e-14   51.2   0.1    24   212    38   223    17   246 0.78 -
63962at50557_13249_0:000dee|STRG.13581.5:1432-2346|+   -            305 84764at50557         -            287   3.6e-14   51.5   0.1   1   1   2.9e-15   4.6e-14   51.2   0.1    24   212    38   223    17   246 0.78 -
63962at50557_13249_0:000dee|STRG.13581.6:1802-2716|+   -            305 84764at50557         -            287   3.6e-14   51.5   0.1   1   1   2.9e-15   4.6e-14   51.2   0.1    24   212    38   223    17   246 0.78 -
63962at50557_13249_0:000dee|STRG.13581.7:1817-2731|+   -            305 84764at50557         -            287   3.6e-14   51.5   0.1   1   1   2.9e-15   4.6e-14   51.2   0.1    24   212    38   223    17   246 0.78 -
63962at50557_13249_0:000dee|STRG.13581.9:2231-3145|+   -            305 84764at50557         -            287   3.6e-14   51.5   0.1   1   1   2.9e-15   4.6e-14   51.2   0.1    24   212    38   223    17   246 0.78 -
57980at50557_224129_0:002c37|STRG.13834.1:298-1098|+   -            267 84764at50557         -            287   3.8e-14   51.4   0.0   1   1   3.2e-15   5.1e-14   51.0   0.0    19   200    16   208     1   218 0.75 -
57980at50557_224129_0:002c37|STRG.13834.2:78-878|+     -            267 84764at50557         -            287   3.8e-14   51.4   0.0   1   1   3.2e-15   5.1e-14   51.0   0.0    19   200    16   208     1   218 0.75 -
57980at50557_224129_0:002c37|STRG.13834.3:78-878|+     -            267 84764at50557         -            287   3.8e-14   51.4   0.0   1   1   3.2e-15   5.1e-14   51.0   0.0    19   200    16   208     1   218 0.75 -
8547at50557_74869_0:0028a5|STRG.15757.1:847-1503|+     -            219 84764at50557         -            287   3.9e-14   51.4   0.0   1   1   3.2e-15   5.1e-14   51.0   0.0     6   191     2   198     1   203 0.75 -
84269at50557_39758_0:003309|STRG.14063.4:954-1911|+    -            292 84764at50557         -            287   4.2e-14   51.3   0.0   1   1   3.3e-15   5.3e-14   51.0   0.0     9   210    20   225    14   252 0.85 -
8547at50557_74869_0:0028a5|STRG.4599.2:3419-4060|+     -            214 84764at50557         -            287   4.4e-14   51.2   0.1   1   1   6.5e-15     1e-13   50.0   0.1     8   191     9   209     4   211 0.71 -
8547at50557_43041_0:000727|STRG.15783.1:1035-1967|+    -            311 84764at50557         -            287   4.8e-14   51.1   0.0   1   2   1.7e-05   0.00027   19.1   0.0     8    83    37   116    31   127 0.79 -
8547at50557_43041_0:000727|STRG.15783.1:1035-1967|+    -            311 84764at50557         -            287   4.8e-14   51.1   0.0   2   2   9.4e-09   1.5e-07   29.8   0.1   109   191   165   249   152   254 0.82 -
63962at50557_121845_0:003d3a|STRG.15176.1:2314-3030|+  -            239 84764at50557         -            287   5.7e-14   50.9   0.2   1   2   1.4e-11   2.3e-10   39.0   0.1    11   149     9   146     2   157 0.76 -
63962at50557_121845_0:003d3a|STRG.15176.1:2314-3030|+  -            239 84764at50557         -            287   5.7e-14   50.9   0.2   2   2    0.0092      0.15   10.1   0.0   158   196   200   237   174   239 0.82 -
63962at50557_121845_0:003d3a|STRG.15176.2:2425-3141|+  -            239 84764at50557         -            287   5.7e-14   50.9   0.2   1   2   1.4e-11   2.3e-10   39.0   0.1    11   149     9   146     2   157 0.76 -
63962at50557_121845_0:003d3a|STRG.15176.2:2425-3141|+  -            239 84764at50557         -            287   5.7e-14   50.9   0.2   2   2    0.0092      0.15   10.1   0.0   158   196   200   237   174   239 0.82 -
17813at50557_378494_0:006207|STRG.2422.1:1085-1645|+   -            187 84764at50557         -            287   6.3e-14   50.7   0.1   1   1   1.4e-12   2.2e-11   42.4   0.1    51   203     3   183     1   185 0.72 -
8547at50557_45779_0:000864|STRG.8921.1:3891-4682|+     -            264 84764at50557         -            287     7e-14   50.6   0.0   1   1     6e-15   9.5e-14   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.8921.2:3873-4664|+     -            264 84764at50557         -            287     7e-14   50.6   0.0   1   1     6e-15   9.5e-14   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_45779_0:000864|STRG.8921.3:2622-3413|+     -            264 84764at50557         -            287     7e-14   50.6   0.0   1   1     6e-15   9.5e-14   50.1   0.0    25   192    32   200    10   203 0.83 -
8547at50557_74869_0:0028a5|STRG.5678.2:1981-2748|+     -            256 84764at50557         -            287   7.2e-14   50.5   0.0   1   1   6.2e-15   9.8e-14   50.1   0.0     8   210     5   207     2   229 0.80 -
8547at50557_74869_0:0028a5|STRG.4151.1:1220-2017|+     -            266 84764at50557         -            287   7.2e-14   50.5   0.0   1   1   6.1e-15   9.7e-14   50.1   0.0     6   197     4   199     2   212 0.80 -
8547at50557_74869_0:0028a5|STRG.4151.2:464-1261|+      -            266 84764at50557         -            287   7.2e-14   50.5   0.0   1   1   6.1e-15   9.7e-14   50.1   0.0     6   197     4   199     2   212 0.80 -
57980at50557_7536_0:003723|STRG.11647.1:11-643|+       -            211 84764at50557         -            287   8.1e-14   50.4   0.0   1   1   7.1e-15   1.1e-13   49.9   0.0    58   191     1   144     1   152 0.86 -
57980at50557_7536_0:003723|STRG.16762.1:2650-3429|+    -            260 84764at50557         -            287   9.7e-14   50.1   0.0   1   1   8.1e-15   1.3e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.16762.2:2650-3429|+    -            260 84764at50557         -            287   9.7e-14   50.1   0.0   1   1   8.1e-15   1.3e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.16762.3:2570-3349|+    -            260 84764at50557         -            287   9.7e-14   50.1   0.0   1   1   8.1e-15   1.3e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.16762.4:2580-3359|+    -            260 84764at50557         -            287   9.7e-14   50.1   0.0   1   1   8.1e-15   1.3e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.16762.5:2540-3319|+    -            260 84764at50557         -            287   9.7e-14   50.1   0.0   1   1   8.1e-15   1.3e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.16762.6:2304-3083|+    -            260 84764at50557         -            287   9.7e-14   50.1   0.0   1   1   8.1e-15   1.3e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
57980at50557_7536_0:003723|STRG.16762.7:1669-2448|+    -            260 84764at50557         -            287   9.7e-14   50.1   0.0   1   1   8.1e-15   1.3e-13   49.7   0.0     8   191     8   196     3   203 0.81 -
58206at50557_7237_0:0028ba|STRG.1350.1:772-1644|+      -            291 84764at50557         -            287   1.3e-13   49.7   0.0   1   1   1.2e-14   1.9e-13   49.1   0.0     8   235    13   251     7   258 0.71 -
58206at50557_7237_0:0028ba|STRG.1350.2:700-1572|+      -            291 84764at50557         -            287   1.3e-13   49.7   0.0   1   1   1.2e-14   1.9e-13   49.1   0.0     8   235    13   251     7   258 0.71 -
58206at50557_7237_0:0028ba|STRG.1350.3:396-1268|+      -            291 84764at50557         -            287   1.3e-13   49.7   0.0   1   1   1.2e-14   1.9e-13   49.1   0.0     8   235    13   251     7   258 0.71 -
58206at50557_7237_0:0028ba|STRG.1350.4:396-1268|+      -            291 84764at50557         -            287   1.3e-13   49.7   0.0   1   1   1.2e-14   1.9e-13   49.1   0.0     8   235    13   251     7   258 0.71 -
8547at50557_74869_0:0028a5|STRG.6203.1:1915-2709|+     -            265 84764at50557         -            287   1.7e-13   49.3   0.0   1   1   1.9e-14   2.9e-13   48.5   0.0     5   192     5   208     1   229 0.78 -
8547at50557_74869_0:0028a5|STRG.2762.1:1225-2043|+     -            273 84764at50557         -            287   1.7e-13   49.3   0.0   1   1   2.3e-14   3.7e-13   48.2   0.0     8   191     6   206     2   209 0.76 -
