#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
84764at50557_286306_0:001d5c|STRG.13075.1:167-1180|+   -            338 84764at50557         -            287    1e-159  529.3   4.4   1   1    6e-160  9.4e-159  526.2   4.4     1   286     7   324     7   325 0.93 -
57980at50557_28612_0:0052c4|STRG.10999.5:153-1061|+    -            303 84764at50557         -            287   6.8e-17   60.6   0.0   1   1   5.8e-18   9.1e-17   60.2   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.10999.10:209-1135|+   -            309 84764at50557         -            287   7.2e-17   60.5   0.0   1   1   6.1e-18   9.6e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.10999.11:209-1135|+   -            309 84764at50557         -            287   7.2e-17   60.5   0.0   1   1   6.1e-18   9.6e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.10999.12:210-1136|+   -            309 84764at50557         -            287   7.2e-17   60.5   0.0   1   1   6.1e-18   9.6e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.10999.13:212-1138|+   -            309 84764at50557         -            287   7.2e-17   60.5   0.0   1   1   6.1e-18   9.6e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
57980at50557_28612_0:0052c4|STRG.10999.9:153-1079|+    -            309 84764at50557         -            287   7.2e-17   60.5   0.0   1   1   6.1e-18   9.6e-17   60.1   0.0     6   196     9   203     4   218 0.75 -
47at50557_121225_0:00189b|STRG.532.2:127-3414|+        -           1096 84764at50557         -            287     8e-17   60.4   0.0   1   1   7.8e-18   1.2e-16   59.8   0.0     1   233   809  1042   809  1086 0.80 -
47at50557_121225_0:00189b|STRG.532.1:127-3381|+        -           1085 84764at50557         -            287   8.8e-17   60.3   0.0   1   1   8.6e-18   1.4e-16   59.6   0.0     1   232   809  1041   809  1081 0.81 -
84764at50557_7260_0:00114a|STRG.6793.3:2505-3041|+     -            179 84764at50557         -            287   9.2e-17   60.2   0.0   1   1   7.8e-18   1.2e-16   59.8   0.0     7   175     5   178     1   179 0.79 -
125117at50557_54969_0:0029cc|STRG.16129.1:1209-2138|+  -            310 84764at50557         -            287   9.3e-17   60.2   0.0   1   1   8.9e-18   1.4e-16   59.6   0.0    47   196    47   195     5   211 0.84 -
57980at50557_7038_0:000334|STRG.13807.1:1160-2155|+    -            332 84764at50557         -            287   9.7e-17   60.1   0.0   1   2   6.5e-16     1e-14   53.5   0.0     2   165    12   186    11   196 0.82 -
57980at50557_7038_0:000334|STRG.13807.1:1160-2155|+    -            332 84764at50557         -            287   9.7e-17   60.1   0.0   2   2      0.46       7.2    4.7   0.0   163   199   209   245   199   289 0.80 -
125117at50557_54969_0:0029cc|STRG.16549.1:2158-3081|+  -            308 84764at50557         -            287   9.9e-17   60.1   0.1   1   1     2e-17   3.2e-16   58.4   0.1     2   200     2   217     1   243 0.74 -
125117at50557_54969_0:0029cc|STRG.16549.2:2158-3081|+  -            308 84764at50557         -            287   9.9e-17   60.1   0.1   1   1     2e-17   3.2e-16   58.4   0.1     2   200     2   217     1   243 0.74 -
125117at50557_54969_0:0029cc|STRG.16549.3:2158-3081|+  -            308 84764at50557         -            287   9.9e-17   60.1   0.1   1   1     2e-17   3.2e-16   58.4   0.1     2   200     2   217     1   243 0.74 -
8547at50557_45779_0:000864|STRG.13952.1:1722-2552|+    -            277 84764at50557         -            287   1.1e-16   59.9   0.0   1   1   2.4e-17   3.8e-16   58.2   0.0     7   191    14   218     9   221 0.72 -
8547at50557_45779_0:000864|STRG.13952.2:2243-3073|+    -            277 84764at50557         -            287   1.1e-16   59.9   0.0   1   1   2.4e-17   3.8e-16   58.2   0.0     7   191    14   218     9   221 0.72 -
8547at50557_45779_0:000864|STRG.13952.3:2248-3078|+    -            277 84764at50557         -            287   1.1e-16   59.9   0.0   1   1   2.4e-17   3.8e-16   58.2   0.0     7   191    14   218     9   221 0.72 -
8547at50557_45779_0:000864|STRG.13952.4:2385-3215|+    -            277 84764at50557         -            287   1.1e-16   59.9   0.0   1   1   2.4e-17   3.8e-16   58.2   0.0     7   191    14   218     9   221 0.72 -
8547at50557_45779_0:000864|STRG.13952.5:1555-2385|+    -            277 84764at50557         -            287   1.1e-16   59.9   0.0   1   1   2.4e-17   3.8e-16   58.2   0.0     7   191    14   218     9   221 0.72 -
17813at50557_378494_0:006207|STRG.16803.1:983-1564|+   -            194 84764at50557         -            287   1.3e-16   59.7   0.0   1   1   2.8e-17   4.4e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.16803.2:887-1468|+   -            194 84764at50557         -            287   1.3e-16   59.7   0.0   1   1   2.8e-17   4.4e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.16803.3:896-1477|+   -            194 84764at50557         -            287   1.3e-16   59.7   0.0   1   1   2.8e-17   4.4e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.16803.4:796-1377|+   -            194 84764at50557         -            287   1.3e-16   59.7   0.0   1   1   2.8e-17   4.4e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.16803.5:493-1074|+   -            194 84764at50557         -            287   1.3e-16   59.7   0.0   1   1   2.8e-17   4.4e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
17813at50557_378494_0:006207|STRG.16803.6:484-1065|+   -            194 84764at50557         -            287   1.3e-16   59.7   0.0   1   1   2.8e-17   4.4e-16   57.9   0.0     4   192    12   189     9   193 0.88 -
57980at50557_28612_0:0052c4|STRG.3038.2:193-834|+      -            214 84764at50557         -            287   1.4e-16   59.5   0.0   1   1   1.2e-17   1.9e-16   59.2   0.0    24   200     7   183     1   193 0.80 -
125117at50557_54969_0:0029cc|STRG.6215.1:1370-2443|+   -            358 84764at50557         -            287   1.5e-16   59.5   0.0   1   1   1.3e-17   2.1e-16   59.0   0.0     6   204    48   249    43   268 0.83 -
125117at50557_54969_0:0029cc|STRG.6215.2:2300-3373|+   -            358 84764at50557         -            287   1.5e-16   59.5   0.0   1   1   1.3e-17   2.1e-16   59.0   0.0     6   204    48   249    43   268 0.83 -
17813at50557_378494_0:006207|STRG.16803.7:917-1465|+   -            183 84764at50557         -            287   1.8e-16   59.2   0.0   1   1   4.1e-17   6.4e-16   57.4   0.0     5   192     2   178     1   180 0.87 -
125117at50557_54969_0:0029cc|STRG.8796.1:1912-2823|+   -            304 84764at50557         -            287   2.7e-16   58.6   0.0   1   1   2.4e-17   3.7e-16   58.2   0.0     5   197    11   207     7   215 0.80 -
125117at50557_54969_0:0029cc|STRG.8796.3:4522-5433|+   -            304 84764at50557         -            287   2.7e-16   58.6   0.0   1   1   2.4e-17   3.7e-16   58.2   0.0     5   197    11   207     7   215 0.80 -
125117at50557_54969_0:0029cc|STRG.8796.4:4624-5535|+   -            304 84764at50557         -            287   2.7e-16   58.6   0.0   1   1   2.4e-17   3.7e-16   58.2   0.0     5   197    11   207     7   215 0.80 -
125117at50557_54969_0:0029cc|STRG.8796.5:474-1385|+    -            304 84764at50557         -            287   2.7e-16   58.6   0.0   1   1   2.4e-17   3.7e-16   58.2   0.0     5   197    11   207     7   215 0.80 -
63962at50557_116153_0:001347|STRG.14321.1:357-1079|+   -            241 84764at50557         -            287   2.8e-16   58.6   0.0   1   1   2.1e-17   3.3e-16   58.4   0.0     7   197     6   204     1   221 0.80 -
84764at50557_286706_0:000034|STRG.7506.4:999-1940|+    -            314 84764at50557         -            287   2.9e-16   58.6   0.2   1   1     3e-16   4.7e-15   54.6   0.2     8   220     1   234     1   249 0.72 -
84764at50557_286706_0:000034|STRG.7506.8:803-1744|+    -            314 84764at50557         -            287   2.9e-16   58.6   0.2   1   1     3e-16   4.7e-15   54.6   0.2     8   220     1   234     1   249 0.72 -
63962at50557_116153_0:001347|STRG.14321.2:357-1238|+   -            294 84764at50557         -            287   5.1e-16   57.8   0.0   1   1   3.9e-17   6.1e-16   57.5   0.0     7   197     6   204     1   234 0.81 -
63962at50557_520822_0:001ab6|STRG.13428.1:137-1855|+   -            573 84764at50557         -            287   6.4e-16   57.4   0.2   1   1   2.2e-16   3.5e-15   55.0   0.2     7   211    72   295    69   303 0.73 -
8547at50557_74869_0:0028a5|STRG.15222.1:1927-2709|+    -            261 84764at50557         -            287   8.1e-16   57.1   0.0   1   1   7.4e-17   1.2e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.15222.2:1837-2619|+    -            261 84764at50557         -            287   8.1e-16   57.1   0.0   1   1   7.4e-17   1.2e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.15222.3:758-1540|+     -            261 84764at50557         -            287   8.1e-16   57.1   0.0   1   1   7.4e-17   1.2e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
8547at50557_74869_0:0028a5|STRG.15222.4:1928-2710|+    -            261 84764at50557         -            287   8.1e-16   57.1   0.0   1   1   7.4e-17   1.2e-15   56.6   0.0     5   191    13   200    10   208 0.77 -
58206at50557_166361_0:001c4c|STRG.10863.1:654-1445|+   -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1   9.4e-17   1.5e-15   56.2   0.0     7   212     7   219     2   248 0.83 -
58206at50557_166361_0:001c4c|STRG.10863.2:601-1392|+   -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1   9.4e-17   1.5e-15   56.2   0.0     7   212     7   219     2   248 0.83 -
58206at50557_166361_0:001c4c|STRG.10863.3:601-1392|+   -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1   9.4e-17   1.5e-15   56.2   0.0     7   212     7   219     2   248 0.83 -
58206at50557_166361_0:001c4c|STRG.10863.4:601-1392|+   -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1   9.4e-17   1.5e-15   56.2   0.0     7   212     7   219     2   248 0.83 -
8547at50557_74869_0:0028a5|STRG.14921.1:1382-2173|+    -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1     1e-16   1.6e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.14921.2:1382-2173|+    -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1     1e-16   1.6e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.14921.3:1382-2173|+    -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1     1e-16   1.6e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.14921.4:1382-2173|+    -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1     1e-16   1.6e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.14921.5:1091-1882|+    -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1     1e-16   1.6e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
8547at50557_74869_0:0028a5|STRG.14921.6:1091-1882|+    -            264 84764at50557         -            287   1.2e-15   56.5   0.0   1   1     1e-16   1.6e-15   56.1   0.0     8   191    16   200    11   210 0.79 -
17813at50557_378494_0:006207|STRG.16409.1:1251-1844|+  -            198 84764at50557         -            287   1.2e-15   56.5   0.0   1   1     9e-17   1.4e-15   56.3   0.0     8   190    17   197    10   198 0.82 -
17813at50557_378494_0:006207|STRG.16409.2:1254-1847|+  -            198 84764at50557         -            287   1.2e-15   56.5   0.0   1   1     9e-17   1.4e-15   56.3   0.0     8   190    17   197    10   198 0.82 -
125117at50557_54969_0:0029cc|STRG.16992.1:1812-2708|+  -            299 84764at50557         -            287   1.7e-15   56.1   0.0   1   1   1.4e-16   2.2e-15   55.7   0.0    11   206    20   214     9   226 0.84 -
125117at50557_54969_0:0029cc|STRG.16992.2:2340-3236|+  -            299 84764at50557         -            287   1.7e-15   56.1   0.0   1   1   1.4e-16   2.2e-15   55.7   0.0    11   206    20   214     9   226 0.84 -
17813at50557_378494_0:006207|STRG.12520.1:263-871|+    -            203 84764at50557         -            287   1.7e-15   56.0   0.0   1   1   1.3e-16   2.1e-15   55.7   0.0     2   191     6   197     5   202 0.85 -
17813at50557_378494_0:006207|STRG.12520.2:263-871|+    -            203 84764at50557         -            287   1.7e-15   56.0   0.0   1   1   1.3e-16   2.1e-15   55.7   0.0     2   191     6   197     5   202 0.85 -
17813at50557_378494_0:006207|STRG.12520.3:263-871|+    -            203 84764at50557         -            287   1.7e-15   56.0   0.0   1   1   1.3e-16   2.1e-15   55.7   0.0     2   191     6   197     5   202 0.85 -
8547at50557_74869_0:0028a5|STRG.14445.1:2455-3306|+    -            284 84764at50557         -            287     2e-15   55.8   0.0   1   2       0.7        11    4.1   0.0     8    79    11    86     6    93 0.66 -
8547at50557_74869_0:0028a5|STRG.14445.1:2455-3306|+    -            284 84764at50557         -            287     2e-15   55.8   0.0   2   2   9.5e-15   1.5e-13   49.7   0.0    96   192   120   219   113   250 0.81 -
8547at50557_74869_0:0028a5|STRG.14445.2:2452-3303|+    -            284 84764at50557         -            287     2e-15   55.8   0.0   1   2       0.7        11    4.1   0.0     8    79    11    86     6    93 0.66 -
8547at50557_74869_0:0028a5|STRG.14445.2:2452-3303|+    -            284 84764at50557         -            287     2e-15   55.8   0.0   2   2   9.5e-15   1.5e-13   49.7   0.0    96   192   120   219   113   250 0.81 -
84269at50557_411798_0:00215d|STRG.9074.1:1787-2527|+   -            247 84764at50557         -            287   2.8e-15   55.3   0.0   1   1   2.3e-16   3.7e-15   54.9   0.0     6   192    35   229    30   237 0.80 -
84269at50557_411798_0:00215d|STRG.9074.2:1190-1930|+   -            247 84764at50557         -            287   2.8e-15   55.3   0.0   1   1   2.3e-16   3.7e-15   54.9   0.0     6   192    35   229    30   237 0.80 -
84269at50557_411798_0:00215d|STRG.9074.3:1190-1930|+   -            247 84764at50557         -            287   2.8e-15   55.3   0.0   1   1   2.3e-16   3.7e-15   54.9   0.0     6   192    35   229    30   237 0.80 -
84269at50557_411798_0:00215d|STRG.9074.4:1114-1854|+   -            247 84764at50557         -            287   2.8e-15   55.3   0.0   1   1   2.3e-16   3.7e-15   54.9   0.0     6   192    35   229    30   237 0.80 -
8547at50557_74869_0:0028a5|STRG.16064.1:1319-2137|+    -            273 84764at50557         -            287   2.9e-15   55.3   0.0   1   1   2.4e-16   3.7e-15   54.9   0.0     5   209    13   221     9   240 0.79 -
8547at50557_74869_0:0028a5|STRG.16064.2:1378-2196|+    -            273 84764at50557         -            287   2.9e-15   55.3   0.0   1   1   2.4e-16   3.7e-15   54.9   0.0     5   209    13   221     9   240 0.79 -
58206at50557_1629725_0:0005e4|STRG.12847.1:278-1057|+  -            260 84764at50557         -            287   2.9e-15   55.3   0.0   1   1     2e-16   3.2e-15   55.1   0.0     5   190     4   187     1   238 0.83 -
58206at50557_1629725_0:0005e4|STRG.12847.3:278-1057|+  -            260 84764at50557         -            287   2.9e-15   55.3   0.0   1   1     2e-16   3.2e-15   55.1   0.0     5   190     4   187     1   238 0.83 -
58206at50557_69820_0:001fb5|STRG.12847.2:27-854|+      -            276 84764at50557         -            287   3.1e-15   55.2   0.0   1   1   2.2e-16   3.5e-15   55.0   0.0     5   190    25   208    21   256 0.84 -
57980at50557_1629725_0:000be4|STRG.6371.1:2236-3048|+  -            271 84764at50557         -            287   3.2e-15   55.1   0.3   1   1   3.7e-16   5.8e-15   54.3   0.3     8   192     1   202     1   210 0.80 -
8547at50557_45779_0:000864|STRG.1869.1:1622-2365|+     -            248 84764at50557         -            287   3.5e-15   55.0   0.0   1   1   2.8e-16   4.5e-15   54.7   0.0     6   196     5   200     2   214 0.81 -
8547at50557_45779_0:000864|STRG.1869.2:1622-2365|+     -            248 84764at50557         -            287   3.5e-15   55.0   0.0   1   1   2.8e-16   4.5e-15   54.7   0.0     6   196     5   200     2   214 0.81 -
8547at50557_45779_0:000864|STRG.1869.3:1658-2401|+     -            248 84764at50557         -            287   3.5e-15   55.0   0.0   1   1   2.8e-16   4.5e-15   54.7   0.0     6   196     5   200     2   214 0.81 -
8547at50557_45779_0:000864|STRG.9074.1:1883-2644|+     -            254 84764at50557         -            287   3.9e-15   54.8   0.0   1   1   3.3e-16   5.2e-15   54.4   0.0     7   192     4   197     2   207 0.80 -
8547at50557_45779_0:000864|STRG.9074.2:1286-2047|+     -            254 84764at50557         -            287   3.9e-15   54.8   0.0   1   1   3.3e-16   5.2e-15   54.4   0.0     7   192     4   197     2   207 0.80 -
8547at50557_45779_0:000864|STRG.9074.3:1286-2047|+     -            254 84764at50557         -            287   3.9e-15   54.8   0.0   1   1   3.3e-16   5.2e-15   54.4   0.0     7   192     4   197     2   207 0.80 -
8547at50557_45779_0:000864|STRG.9074.4:1210-1971|+     -            254 84764at50557         -            287   3.9e-15   54.8   0.0   1   1   3.3e-16   5.2e-15   54.4   0.0     7   192     4   197     2   207 0.80 -
8547at50557_45779_0:000864|STRG.9074.5:268-1029|+      -            254 84764at50557         -            287   3.9e-15   54.8   0.0   1   1   3.3e-16   5.2e-15   54.4   0.0     7   192     4   197     2   207 0.80 -
125117at50557_54969_0:0029cc|STRG.12551.1:591-1640|+   -            350 84764at50557         -            287   4.2e-15   54.7   0.0   1   1   3.6e-16   5.6e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.12551.2:63-1112|+    -            350 84764at50557         -            287   4.2e-15   54.7   0.0   1   1   3.6e-16   5.6e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.12551.3:696-1745|+   -            350 84764at50557         -            287   4.2e-15   54.7   0.0   1   1   3.6e-16   5.6e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.12551.4:696-1745|+   -            350 84764at50557         -            287   4.2e-15   54.7   0.0   1   1   3.6e-16   5.6e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.12551.5:696-1745|+   -            350 84764at50557         -            287   4.2e-15   54.7   0.0   1   1   3.6e-16   5.6e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.12551.6:63-1112|+    -            350 84764at50557         -            287   4.2e-15   54.7   0.0   1   1   3.6e-16   5.6e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.12551.7:63-1112|+    -            350 84764at50557         -            287   4.2e-15   54.7   0.0   1   1   3.6e-16   5.6e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.12551.8:63-1112|+    -            350 84764at50557         -            287   4.2e-15   54.7   0.0   1   1   3.6e-16   5.6e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
125117at50557_54969_0:0029cc|STRG.12551.9:696-1745|+   -            350 84764at50557         -            287   4.2e-15   54.7   0.0   1   1   3.6e-16   5.6e-15   54.3   0.0     4   199    59   261    56   275 0.85 -
65033at50557_535359_0:001e04|STRG.5725.1:3339-4136|+   -            266 84764at50557         -            287   4.3e-15   54.7   0.0   1   1   3.3e-16   5.3e-15   54.4   0.0     8   192     4   197     2   226 0.79 -
65033at50557_535359_0:001e04|STRG.5725.2:3201-3998|+   -            266 84764at50557         -            287   4.3e-15   54.7   0.0   1   1   3.3e-16   5.3e-15   54.4   0.0     8   192     4   197     2   226 0.79 -
63962at50557_568069_0:00441d|STRG.5100.1:2485-3507|+   -            341 84764at50557         -            287   4.6e-15   54.6   0.1   1   2   2.4e-12   3.8e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.5100.1:2485-3507|+   -            341 84764at50557         -            287   4.6e-15   54.6   0.1   2   2    0.0057      0.09   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_568069_0:00441d|STRG.5100.2:1026-2048|+   -            341 84764at50557         -            287   4.6e-15   54.6   0.1   1   2   2.4e-12   3.8e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.5100.2:1026-2048|+   -            341 84764at50557         -            287   4.6e-15   54.6   0.1   2   2    0.0057      0.09   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_568069_0:00441d|STRG.5100.3:786-1808|+    -            341 84764at50557         -            287   4.6e-15   54.6   0.1   1   2   2.4e-12   3.8e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.5100.3:786-1808|+    -            341 84764at50557         -            287   4.6e-15   54.6   0.1   2   2    0.0057      0.09   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_568069_0:00441d|STRG.5100.4:746-1768|+    -            341 84764at50557         -            287   4.6e-15   54.6   0.1   1   2   2.4e-12   3.8e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.5100.4:746-1768|+    -            341 84764at50557         -            287   4.6e-15   54.6   0.1   2   2    0.0057      0.09   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_568069_0:00441d|STRG.5100.5:624-1646|+    -            341 84764at50557         -            287   4.6e-15   54.6   0.1   1   2   2.4e-12   3.8e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.5100.5:624-1646|+    -            341 84764at50557         -            287   4.6e-15   54.6   0.1   2   2    0.0057      0.09   11.0   0.0   157   202   209   253   188   272 0.81 -
63962at50557_568069_0:00441d|STRG.5100.6:671-1693|+    -            341 84764at50557         -            287   4.6e-15   54.6   0.1   1   2   2.4e-12   3.8e-11   41.8   0.1     3   150    10   159     8   173 0.74 -
63962at50557_568069_0:00441d|STRG.5100.6:671-1693|+    -            341 84764at50557         -            287   4.6e-15   54.6   0.1   2   2    0.0057      0.09   11.0   0.0   157   202   209   253   188   272 0.81 -
8547at50557_103372_0:00280e|STRG.1522.3:760-4161|+     -           1134 84764at50557         -            287   5.7e-15   54.3   0.5   1   2     0.087       1.4    7.1   0.0    90   192   560   659   525   664 0.76 -
8547at50557_103372_0:00280e|STRG.1522.3:760-4161|+     -           1134 84764at50557         -            287   5.7e-15   54.3   0.5   2   2   2.5e-13     4e-12   45.0   0.1    23   191   897  1061   871  1064 0.77 -
8547at50557_103372_0:00280e|STRG.1522.1:279-3689|+     -           1137 84764at50557         -            287   5.7e-15   54.3   0.5   1   2     0.087       1.4    7.1   0.0    90   192   560   659   525   664 0.76 -
8547at50557_103372_0:00280e|STRG.1522.1:279-3689|+     -           1137 84764at50557         -            287   5.7e-15   54.3   0.5   2   2   2.5e-13     4e-12   45.0   0.1    23   191   897  1061   871  1064 0.77 -
8547at50557_103372_0:00280e|STRG.1522.2:248-3658|+     -           1137 84764at50557         -            287   5.7e-15   54.3   0.5   1   2     0.087       1.4    7.1   0.0    90   192   560   659   525   664 0.76 -
8547at50557_103372_0:00280e|STRG.1522.2:248-3658|+     -           1137 84764at50557         -            287   5.7e-15   54.3   0.5   2   2   2.5e-13     4e-12   45.0   0.1    23   191   897  1061   871  1064 0.77 -
17813at50557_378494_0:006207|STRG.4134.2:275-883|+     -            203 84764at50557         -            287     7e-15   54.0   0.1   1   1   7.2e-16   1.1e-14   53.3   0.1     3   191     9   196     7   200 0.85 -
17813at50557_378494_0:006207|STRG.4134.3:806-1414|+    -            203 84764at50557         -            287     7e-15   54.0   0.1   1   1   7.2e-16   1.1e-14   53.3   0.1     3   191     9   196     7   200 0.85 -
17813at50557_378494_0:006207|STRG.4134.4:590-1198|+    -            203 84764at50557         -            287     7e-15   54.0   0.1   1   1   7.2e-16   1.1e-14   53.3   0.1     3   191     9   196     7   200 0.85 -
17813at50557_378494_0:006207|STRG.4134.5:3205-3813|+   -            203 84764at50557         -            287     7e-15   54.0   0.1   1   1   7.2e-16   1.1e-14   53.3   0.1     3   191     9   196     7   200 0.85 -
57980at50557_286706_0:000fec|STRG.9581.1:231-1070|+    -            280 84764at50557         -            287     7e-15   54.0   0.0   1   1   6.2e-16   9.7e-15   53.5   0.0     2   198     1   198     1   233 0.83 -
57980at50557_286706_0:000fec|STRG.9581.2:232-1071|+    -            280 84764at50557         -            287     7e-15   54.0   0.0   1   1   6.2e-16   9.7e-15   53.5   0.0     2   198     1   198     1   233 0.83 -
57980at50557_286706_0:000fec|STRG.9581.3:132-971|+     -            280 84764at50557         -            287     7e-15   54.0   0.0   1   1   6.2e-16   9.7e-15   53.5   0.0     2   198     1   198     1   233 0.83 -
57980at50557_286706_0:000fec|STRG.9581.4:132-971|+     -            280 84764at50557         -            287     7e-15   54.0   0.0   1   1   6.2e-16   9.7e-15   53.5   0.0     2   198     1   198     1   233 0.83 -
84269at50557_121225_0:00018f|STRG.15577.1:464-1327|+   -            288 84764at50557         -            287   8.4e-15   53.8   0.0   1   1   7.3e-16   1.1e-14   53.3   0.0    19   200    23   214     4   224 0.76 -
84269at50557_121225_0:00018f|STRG.15577.2:555-1418|+   -            288 84764at50557         -            287   8.4e-15   53.8   0.0   1   1   7.3e-16   1.1e-14   53.3   0.0    19   200    23   214     4   224 0.76 -
8547at50557_74869_0:0028a5|STRG.1018.1:2996-3793|+     -            266 84764at50557         -            287     1e-14   53.4   0.0   1   1   8.9e-16   1.4e-14   53.0   0.0     6   197     4   199     2   211 0.81 -
58206at50557_7375_0:002d73|STRG.4134.1:985-1794|+      -            270 84764at50557         -            287   1.3e-14   53.1   0.1   1   1   1.2e-15   1.9e-14   52.6   0.1     3   191    18   205    16   249 0.85 -
84269at50557_121225_0:00018f|STRG.15577.3:358-1224|+   -            289 84764at50557         -            287   1.4e-14   53.0   0.0   1   1   1.2e-15     2e-14   52.6   0.0    19   200    23   215     4   225 0.76 -
84269at50557_121225_0:00018f|STRG.15577.4:377-1243|+   -            289 84764at50557         -            287   1.4e-14   53.0   0.0   1   1   1.2e-15     2e-14   52.6   0.0    19   200    23   215     4   225 0.76 -
84269at50557_121225_0:00018f|STRG.15577.5:389-1255|+   -            289 84764at50557         -            287   1.4e-14   53.0   0.0   1   1   1.2e-15     2e-14   52.6   0.0    19   200    23   215     4   225 0.76 -
17813at50557_378494_0:006207|STRG.3210.5:53-691|+      -            213 84764at50557         -            287   1.9e-14   52.6   0.1   1   1   1.5e-15   2.4e-14   52.3   0.1     2   188     4   204     3   208 0.76 -
8547at50557_43041_0:000727|STRG.15368.2:1044-1976|+    -            311 84764at50557         -            287   1.9e-14   52.6   0.0   1   2   7.2e-06   0.00011   20.5   0.0     8    83    37   116    31   128 0.79 -
8547at50557_43041_0:000727|STRG.15368.2:1044-1976|+    -            311 84764at50557         -            287   1.9e-14   52.6   0.0   2   2     1e-08   1.6e-07   29.9   0.1   108   191   164   249   151   254 0.82 -
8547at50557_43041_0:000727|STRG.15368.3:1044-1976|+    -            311 84764at50557         -            287   1.9e-14   52.6   0.0   1   2   7.2e-06   0.00011   20.5   0.0     8    83    37   116    31   128 0.79 -
8547at50557_43041_0:000727|STRG.15368.3:1044-1976|+    -            311 84764at50557         -            287   1.9e-14   52.6   0.0   2   2     1e-08   1.6e-07   29.9   0.1   108   191   164   249   151   254 0.82 -
8547at50557_43041_0:000727|STRG.15368.1:1347-2297|+    -            317 84764at50557         -            287   2.1e-14   52.5   0.0   1   2   7.4e-06   0.00012   20.5   0.0     8    83    37   116    31   128 0.79 -
