#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.12718.1:75-1919|+    -            615 54603at50557         -            483    2e-232  771.0  24.8   1   1  3.7e-234  2.6e-232  770.7  24.8     1   481    96   613    96   615 0.95 -
7376at50557_1507135_0:001a56|STRG.949.2:1221-3617|+    -            799 54603at50557         -            483   1.9e-17   62.1   0.8   1   4      0.39        27    2.2   0.0    78   118    67   108    13   130 0.62 -
7376at50557_1507135_0:001a56|STRG.949.2:1221-3617|+    -            799 54603at50557         -            483   1.9e-17   62.1   0.8   2   4   0.00014      0.01   13.5   0.0   353   435   255   342   202   346 0.80 -
7376at50557_1507135_0:001a56|STRG.949.2:1221-3617|+    -            799 54603at50557         -            483   1.9e-17   62.1   0.8   3   4   4.7e-09   3.3e-07   28.3   0.6   325   434   450   564   442   577 0.80 -
7376at50557_1507135_0:001a56|STRG.949.2:1221-3617|+    -            799 54603at50557         -            483   1.9e-17   62.1   0.8   4   4   0.00031     0.022   12.4   0.0   332   414   712   798   696   799 0.75 -
7376at50557_1507135_0:001a56|STRG.949.3:740-3136|+     -            799 54603at50557         -            483   1.9e-17   62.1   0.8   1   4      0.39        27    2.2   0.0    78   118    67   108    13   130 0.62 -
7376at50557_1507135_0:001a56|STRG.949.3:740-3136|+     -            799 54603at50557         -            483   1.9e-17   62.1   0.8   2   4   0.00014      0.01   13.5   0.0   353   435   255   342   202   346 0.80 -
7376at50557_1507135_0:001a56|STRG.949.3:740-3136|+     -            799 54603at50557         -            483   1.9e-17   62.1   0.8   3   4   4.7e-09   3.3e-07   28.3   0.6   325   434   450   564   442   577 0.80 -
7376at50557_1507135_0:001a56|STRG.949.3:740-3136|+     -            799 54603at50557         -            483   1.9e-17   62.1   0.8   4   4   0.00031     0.022   12.4   0.0   332   414   712   798   696   799 0.75 -
109776at50557_83485_0:00245b|STRG.15223.1:20-1033|+    -            338 54603at50557         -            483   5.7e-17   60.5  11.2   1   2     7e-07   4.9e-05   21.2   0.1    34   140    49   160    20   170 0.82 -
109776at50557_83485_0:00245b|STRG.15223.1:20-1033|+    -            338 54603at50557         -            483   5.7e-17   60.5  11.2   2   2   2.8e-12   1.9e-10   39.0   6.9   272   422   174   336   164   337 0.84 -
8280at50557_74869_0:001375|STRG.10733.1:2769-3848|+    -            360 54603at50557         -            483   7.3e-17   60.2  14.8   1   3     6e-07   4.2e-05   21.4   1.2    80   141   107   170    81   181 0.82 -
8280at50557_74869_0:001375|STRG.10733.1:2769-3848|+    -            360 54603at50557         -            483   7.3e-17   60.2  14.8   2   3     2e-08   1.4e-06   26.3   0.4    58   140   182   267   175   279 0.73 -
8280at50557_74869_0:001375|STRG.10733.1:2769-3848|+    -            360 54603at50557         -            483   7.3e-17   60.2  14.8   3   3   2.3e-08   1.7e-06   26.0   2.0    56   140   252   341   250   360 0.84 -
8280at50557_74869_0:001375|STRG.10733.2:2325-3404|+    -            360 54603at50557         -            483   7.3e-17   60.2  14.8   1   3     6e-07   4.2e-05   21.4   1.2    80   141   107   170    81   181 0.82 -
8280at50557_74869_0:001375|STRG.10733.2:2325-3404|+    -            360 54603at50557         -            483   7.3e-17   60.2  14.8   2   3     2e-08   1.4e-06   26.3   0.4    58   140   182   267   175   279 0.73 -
8280at50557_74869_0:001375|STRG.10733.2:2325-3404|+    -            360 54603at50557         -            483   7.3e-17   60.2  14.8   3   3   2.3e-08   1.7e-06   26.0   2.0    56   140   252   341   250   360 0.84 -
8280at50557_74869_0:001375|STRG.10733.3:446-1525|+     -            360 54603at50557         -            483   7.3e-17   60.2  14.8   1   3     6e-07   4.2e-05   21.4   1.2    80   141   107   170    81   181 0.82 -
8280at50557_74869_0:001375|STRG.10733.3:446-1525|+     -            360 54603at50557         -            483   7.3e-17   60.2  14.8   2   3     2e-08   1.4e-06   26.3   0.4    58   140   182   267   175   279 0.73 -
8280at50557_74869_0:001375|STRG.10733.3:446-1525|+     -            360 54603at50557         -            483   7.3e-17   60.2  14.8   3   3   2.3e-08   1.7e-06   26.0   2.0    56   140   252   341   250   360 0.84 -
8280at50557_74869_0:001375|STRG.10733.4:793-1872|+     -            360 54603at50557         -            483   7.3e-17   60.2  14.8   1   3     6e-07   4.2e-05   21.4   1.2    80   141   107   170    81   181 0.82 -
8280at50557_74869_0:001375|STRG.10733.4:793-1872|+     -            360 54603at50557         -            483   7.3e-17   60.2  14.8   2   3     2e-08   1.4e-06   26.3   0.4    58   140   182   267   175   279 0.73 -
8280at50557_74869_0:001375|STRG.10733.4:793-1872|+     -            360 54603at50557         -            483   7.3e-17   60.2  14.8   3   3   2.3e-08   1.7e-06   26.0   2.0    56   140   252   341   250   360 0.84 -
8280at50557_74869_0:001375|STRG.10733.5:446-1525|+     -            360 54603at50557         -            483   7.3e-17   60.2  14.8   1   3     6e-07   4.2e-05   21.4   1.2    80   141   107   170    81   181 0.82 -
8280at50557_74869_0:001375|STRG.10733.5:446-1525|+     -            360 54603at50557         -            483   7.3e-17   60.2  14.8   2   3     2e-08   1.4e-06   26.3   0.4    58   140   182   267   175   279 0.73 -
8280at50557_74869_0:001375|STRG.10733.5:446-1525|+     -            360 54603at50557         -            483   7.3e-17   60.2  14.8   3   3   2.3e-08   1.7e-06   26.0   2.0    56   140   252   341   250   360 0.84 -
8280at50557_74869_0:001375|STRG.10733.6:1461-2540|+    -            360 54603at50557         -            483   7.3e-17   60.2  14.8   1   3     6e-07   4.2e-05   21.4   1.2    80   141   107   170    81   181 0.82 -
8280at50557_74869_0:001375|STRG.10733.6:1461-2540|+    -            360 54603at50557         -            483   7.3e-17   60.2  14.8   2   3     2e-08   1.4e-06   26.3   0.4    58   140   182   267   175   279 0.73 -
8280at50557_74869_0:001375|STRG.10733.6:1461-2540|+    -            360 54603at50557         -            483   7.3e-17   60.2  14.8   3   3   2.3e-08   1.7e-06   26.0   2.0    56   140   252   341   250   360 0.84 -
8280at50557_113334_0:00096f|STRG.4617.1:269-1855|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   1   6   9.9e-11     7e-09   33.8   3.3   269   435     8   184     4   196 0.84 -
8280at50557_113334_0:00096f|STRG.4617.1:269-1855|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   2   6     0.002      0.14    9.8   1.2    37   115   199   285   192   300 0.73 -
8280at50557_113334_0:00096f|STRG.4617.1:269-1855|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   3   6   0.00019     0.013   13.1   0.3    55   118   271   336   269   354 0.78 -
8280at50557_113334_0:00096f|STRG.4617.1:269-1855|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   4   6    0.0083      0.59    7.7   0.1   266   332   366   436   357   441 0.71 -
8280at50557_113334_0:00096f|STRG.4617.1:269-1855|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   5   6   0.00095     0.067   10.8   0.2   265   306   442   483   426   485 0.91 -
8280at50557_113334_0:00096f|STRG.4617.1:269-1855|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   6   6      0.67        47    1.4   0.1   349   374   488   513   483   525 0.69 -
8280at50557_113334_0:00096f|STRG.4617.2:554-2140|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   1   6   9.9e-11     7e-09   33.8   3.3   269   435     8   184     4   196 0.84 -
8280at50557_113334_0:00096f|STRG.4617.2:554-2140|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   2   6     0.002      0.14    9.8   1.2    37   115   199   285   192   300 0.73 -
8280at50557_113334_0:00096f|STRG.4617.2:554-2140|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   3   6   0.00019     0.013   13.1   0.3    55   118   271   336   269   354 0.78 -
8280at50557_113334_0:00096f|STRG.4617.2:554-2140|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   4   6    0.0083      0.59    7.7   0.1   266   332   366   436   357   441 0.71 -
8280at50557_113334_0:00096f|STRG.4617.2:554-2140|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   5   6   0.00095     0.067   10.8   0.2   265   306   442   483   426   485 0.91 -
8280at50557_113334_0:00096f|STRG.4617.2:554-2140|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   6   6      0.67        47    1.4   0.1   349   374   488   513   483   525 0.69 -
8280at50557_113334_0:00096f|STRG.4617.3:567-2153|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   1   6   9.9e-11     7e-09   33.8   3.3   269   435     8   184     4   196 0.84 -
8280at50557_113334_0:00096f|STRG.4617.3:567-2153|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   2   6     0.002      0.14    9.8   1.2    37   115   199   285   192   300 0.73 -
8280at50557_113334_0:00096f|STRG.4617.3:567-2153|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   3   6   0.00019     0.013   13.1   0.3    55   118   271   336   269   354 0.78 -
8280at50557_113334_0:00096f|STRG.4617.3:567-2153|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   4   6    0.0083      0.59    7.7   0.1   266   332   366   436   357   441 0.71 -
8280at50557_113334_0:00096f|STRG.4617.3:567-2153|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   5   6   0.00095     0.067   10.8   0.2   265   306   442   483   426   485 0.91 -
8280at50557_113334_0:00096f|STRG.4617.3:567-2153|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   6   6      0.67        47    1.4   0.1   349   374   488   513   483   525 0.69 -
8280at50557_113334_0:00096f|STRG.4617.4:791-2377|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   1   6   9.9e-11     7e-09   33.8   3.3   269   435     8   184     4   196 0.84 -
8280at50557_113334_0:00096f|STRG.4617.4:791-2377|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   2   6     0.002      0.14    9.8   1.2    37   115   199   285   192   300 0.73 -
8280at50557_113334_0:00096f|STRG.4617.4:791-2377|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   3   6   0.00019     0.013   13.1   0.3    55   118   271   336   269   354 0.78 -
8280at50557_113334_0:00096f|STRG.4617.4:791-2377|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   4   6    0.0083      0.59    7.7   0.1   266   332   366   436   357   441 0.71 -
8280at50557_113334_0:00096f|STRG.4617.4:791-2377|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   5   6   0.00095     0.067   10.8   0.2   265   306   442   483   426   485 0.91 -
8280at50557_113334_0:00096f|STRG.4617.4:791-2377|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   6   6      0.67        47    1.4   0.1   349   374   488   513   483   525 0.69 -
8280at50557_113334_0:00096f|STRG.4617.5:477-2063|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   1   6   9.9e-11     7e-09   33.8   3.3   269   435     8   184     4   196 0.84 -
8280at50557_113334_0:00096f|STRG.4617.5:477-2063|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   2   6     0.002      0.14    9.8   1.2    37   115   199   285   192   300 0.73 -
8280at50557_113334_0:00096f|STRG.4617.5:477-2063|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   3   6   0.00019     0.013   13.1   0.3    55   118   271   336   269   354 0.78 -
8280at50557_113334_0:00096f|STRG.4617.5:477-2063|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   4   6    0.0083      0.59    7.7   0.1   266   332   366   436   357   441 0.71 -
8280at50557_113334_0:00096f|STRG.4617.5:477-2063|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   5   6   0.00095     0.067   10.8   0.2   265   306   442   483   426   485 0.91 -
8280at50557_113334_0:00096f|STRG.4617.5:477-2063|+     -            529 54603at50557         -            483   7.3e-17   60.2  27.9   6   6      0.67        47    1.4   0.1   349   374   488   513   483   525 0.69 -
109776at50557_378494_0:004f86|STRG.10090.1:837-1190|+  -            118 54603at50557         -            483   4.1e-15   54.4   1.8   1   2   1.1e-13   8.1e-12   43.5   0.1    60   139     2    82     1    88 0.92 -
109776at50557_378494_0:004f86|STRG.10090.1:837-1190|+  -            118 54603at50557         -            483   4.1e-15   54.4   1.8   2   2   1.6e-05    0.0012   16.6   0.6   273   315    73   115    71   118 0.47 -
109776at50557_378494_0:004f86|STRG.10090.2:1574-1927|+ -            118 54603at50557         -            483   4.1e-15   54.4   1.8   1   2   1.1e-13   8.1e-12   43.5   0.1    60   139     2    82     1    88 0.92 -
109776at50557_378494_0:004f86|STRG.10090.2:1574-1927|+ -            118 54603at50557         -            483   4.1e-15   54.4   1.8   2   2   1.6e-05    0.0012   16.6   0.6   273   315    73   115    71   118 0.47 -
109776at50557_378494_0:004f86|STRG.10090.3:1463-1816|+ -            118 54603at50557         -            483   4.1e-15   54.4   1.8   1   2   1.1e-13   8.1e-12   43.5   0.1    60   139     2    82     1    88 0.92 -
109776at50557_378494_0:004f86|STRG.10090.3:1463-1816|+ -            118 54603at50557         -            483   4.1e-15   54.4   1.8   2   2   1.6e-05    0.0012   16.6   0.6   273   315    73   115    71   118 0.47 -
109776at50557_378494_0:004f86|STRG.10090.4:1273-1626|+ -            118 54603at50557         -            483   4.1e-15   54.4   1.8   1   2   1.1e-13   8.1e-12   43.5   0.1    60   139     2    82     1    88 0.92 -
109776at50557_378494_0:004f86|STRG.10090.4:1273-1626|+ -            118 54603at50557         -            483   4.1e-15   54.4   1.8   2   2   1.6e-05    0.0012   16.6   0.6   273   315    73   115    71   118 0.47 -
83902at50557_7220_0:00305c|STRG.1315.1:945-1466|+      -            174 54603at50557         -            483     9e-15   53.3  13.3   1   2   4.5e-08   3.2e-06   25.1   0.7   382   435    24    77    20    84 0.74 -
83902at50557_7220_0:00305c|STRG.1315.1:945-1466|+      -            174 54603at50557         -            483     9e-15   53.3  13.3   2   2   2.7e-10   1.9e-08   32.4   6.0   141   214    96   172    87   174 0.74 -
83902at50557_7220_0:00305c|STRG.1315.2:781-1302|+      -            174 54603at50557         -            483     9e-15   53.3  13.3   1   2   4.5e-08   3.2e-06   25.1   0.7   382   435    24    77    20    84 0.74 -
83902at50557_7220_0:00305c|STRG.1315.2:781-1302|+      -            174 54603at50557         -            483     9e-15   53.3  13.3   2   2   2.7e-10   1.9e-08   32.4   6.0   141   214    96   172    87   174 0.74 -
83902at50557_7220_0:00305c|STRG.1315.3:697-1218|+      -            174 54603at50557         -            483     9e-15   53.3  13.3   1   2   4.5e-08   3.2e-06   25.1   0.7   382   435    24    77    20    84 0.74 -
83902at50557_7220_0:00305c|STRG.1315.3:697-1218|+      -            174 54603at50557         -            483     9e-15   53.3  13.3   2   2   2.7e-10   1.9e-08   32.4   6.0   141   214    96   172    87   174 0.74 -
83902at50557_7220_0:00305c|STRG.1315.4:781-1302|+      -            174 54603at50557         -            483     9e-15   53.3  13.3   1   2   4.5e-08   3.2e-06   25.1   0.7   382   435    24    77    20    84 0.74 -
83902at50557_7220_0:00305c|STRG.1315.4:781-1302|+      -            174 54603at50557         -            483     9e-15   53.3  13.3   2   2   2.7e-10   1.9e-08   32.4   6.0   141   214    96   172    87   174 0.74 -
25718at50557_13249_0:001bb5|STRG.10962.1:806-2014|+    -            403 54603at50557         -            483   1.3e-13   49.5   9.1   1   2   1.8e-14   1.3e-12   46.1   7.0    41   309     8   302     5   324 0.81 -
25718at50557_13249_0:001bb5|STRG.10962.1:806-2014|+    -            403 54603at50557         -            483   1.3e-13   49.5   9.1   2   2       3.1   2.2e+02   -0.8   0.0   288   315   364   391   342   403 0.67 -
8280at50557_1155016_0:002e71|STRG.8036.1:403-1434|+    -            344 54603at50557         -            483   1.3e-13   49.5  24.8   1   2     0.049       3.5    5.2  10.4   327   437    22   139    15   155 0.72 -
8280at50557_1155016_0:002e71|STRG.8036.1:403-1434|+    -            344 54603at50557         -            483   1.3e-13   49.5  24.8   2   2   4.4e-14   3.1e-12   44.9   5.8   271   466   159   341   153   343 0.76 -
8280at50557_7160_0:00112a|STRG.4614.1:263-1291|+       -            343 54603at50557         -            483   3.4e-13   48.1  19.3   1   3   0.00053     0.038   11.6   0.9   352   417    16    83     9    89 0.85 -
8280at50557_7160_0:00112a|STRG.4614.1:263-1291|+       -            343 54603at50557         -            483   3.4e-13   48.1  19.3   2   3   4.2e-07     3e-05   21.9   5.5    55   123    89   159    81   180 0.83 -
8280at50557_7160_0:00112a|STRG.4614.1:263-1291|+       -            343 54603at50557         -            483   3.4e-13   48.1  19.3   3   3   1.5e-07     1e-05   23.4   0.6   331   458   184   323   171   336 0.78 -
8280at50557_7160_0:00112a|STRG.4614.2:326-1354|+       -            343 54603at50557         -            483   3.4e-13   48.1  19.3   1   3   0.00053     0.038   11.6   0.9   352   417    16    83     9    89 0.85 -
8280at50557_7160_0:00112a|STRG.4614.2:326-1354|+       -            343 54603at50557         -            483   3.4e-13   48.1  19.3   2   3   4.2e-07     3e-05   21.9   5.5    55   123    89   159    81   180 0.83 -
8280at50557_7160_0:00112a|STRG.4614.2:326-1354|+       -            343 54603at50557         -            483   3.4e-13   48.1  19.3   3   3   1.5e-07     1e-05   23.4   0.6   331   458   184   323   171   336 0.78 -
8280at50557_197043_0:004abf|STRG.5943.1:1336-2130|+    -            265 54603at50557         -            483   1.2e-12   46.2  14.4   1   2   4.7e-07   3.3e-05   21.7   3.1    60   146    41   130    36   147 0.86 -
8280at50557_197043_0:004abf|STRG.5943.1:1336-2130|+    -            265 54603at50557         -            483   1.2e-12   46.2  14.4   2   2   1.2e-08   8.5e-07   27.0   5.5   330   434   155   265   136   265 0.84 -
7376at50557_45779_0:000f73|STRG.11755.1:598-1605|+     -            336 54603at50557         -            483   2.7e-12   45.1  11.0   1   2   3.5e-11   2.5e-09   35.3   4.5    60   182    25   162     6   169 0.81 -
7376at50557_45779_0:000f73|STRG.11755.1:598-1605|+     -            336 54603at50557         -            483   2.7e-12   45.1  11.0   2   2   2.2e-06   0.00016   19.5   1.0    77   201   115   259   110   272 0.65 -
966at50557_456900_0:00249f|STRG.13364.1:492-7946|+     -           2485 54603at50557         -            483   3.7e-12   44.6  16.8   1   3   3.2e-09   2.2e-07   28.9   3.1   342   429   581   675   550   684 0.80 -
966at50557_456900_0:00249f|STRG.13364.1:492-7946|+     -           2485 54603at50557         -            483   3.7e-12   44.6  16.8   2   3     0.011      0.75    7.4   0.1    82   307   766   825   746   833 0.54 -
966at50557_456900_0:00249f|STRG.13364.1:492-7946|+     -           2485 54603at50557         -            483   3.7e-12   44.6  16.8   3   3   5.1e-05    0.0036   15.0   1.8   335   429   887   991   880   999 0.73 -
8280at50557_7160_0:00112a|STRG.12302.1:412-1311|+      -            300 54603at50557         -            483   2.2e-11   42.1  20.3   1   4   0.00093     0.066   10.8   2.4    91   157    45   122    25   126 0.61 -
8280at50557_7160_0:00112a|STRG.12302.1:412-1311|+      -            300 54603at50557         -            483   2.2e-11   42.1  20.3   2   4   0.00081     0.057   11.0   3.5   249   307    86   144    84   150 0.84 -
8280at50557_7160_0:00112a|STRG.12302.1:412-1311|+      -            300 54603at50557         -            483   2.2e-11   42.1  20.3   3   4    0.0015       0.1   10.2   0.1   270   307   155   192   148   194 0.72 -
8280at50557_7160_0:00112a|STRG.12302.1:412-1311|+      -            300 54603at50557         -            483   2.2e-11   42.1  20.3   4   4   3.5e-07   2.5e-05   22.1   1.1    55   119   200   266   197   293 0.67 -
8280at50557_7160_0:00112a|STRG.12302.2:380-1279|+      -            300 54603at50557         -            483   2.2e-11   42.1  20.3   1   4   0.00093     0.066   10.8   2.4    91   157    45   122    25   126 0.61 -
8280at50557_7160_0:00112a|STRG.12302.2:380-1279|+      -            300 54603at50557         -            483   2.2e-11   42.1  20.3   2   4   0.00081     0.057   11.0   3.5   249   307    86   144    84   150 0.84 -
8280at50557_7160_0:00112a|STRG.12302.2:380-1279|+      -            300 54603at50557         -            483   2.2e-11   42.1  20.3   3   4    0.0015       0.1   10.2   0.1   270   307   155   192   148   194 0.72 -
8280at50557_7160_0:00112a|STRG.12302.2:380-1279|+      -            300 54603at50557         -            483   2.2e-11   42.1  20.3   4   4   3.5e-07   2.5e-05   22.1   1.1    55   119   200   266   197   293 0.67 -
7376at50557_56086_0:0026c8|STRG.10749.2:161-898|+      -            246 54603at50557         -            483   2.2e-11   42.1  12.5   1   3   3.2e-06   0.00022   19.0   2.9    51   143    23   118     2   128 0.79 -
7376at50557_56086_0:0026c8|STRG.10749.2:161-898|+      -            246 54603at50557         -            483   2.2e-11   42.1  12.5   2   3   1.1e-06   8.1e-05   20.4   0.5    54   139    98   185    96   185 0.91 -
7376at50557_56086_0:0026c8|STRG.10749.2:161-898|+      -            246 54603at50557         -            483   2.2e-11   42.1  12.5   3   3     4e-06   0.00028   18.7   0.6   355   416   171   235   164   245 0.69 -
7376at50557_56086_0:0026c8|STRG.10749.3:151-888|+      -            246 54603at50557         -            483   2.2e-11   42.1  12.5   1   3   3.2e-06   0.00022   19.0   2.9    51   143    23   118     2   128 0.79 -
7376at50557_56086_0:0026c8|STRG.10749.3:151-888|+      -            246 54603at50557         -            483   2.2e-11   42.1  12.5   2   3   1.1e-06   8.1e-05   20.4   0.5    54   139    98   185    96   185 0.91 -
7376at50557_56086_0:0026c8|STRG.10749.3:151-888|+      -            246 54603at50557         -            483   2.2e-11   42.1  12.5   3   3     4e-06   0.00028   18.7   0.6   355   416   171   235   164   245 0.69 -
8280at50557_1155016_0:002e71|STRG.17137.1:666-1505|+   -            280 54603at50557         -            483   2.4e-11   42.0  17.7   1   2   0.00026     0.018   12.7   6.5   335   416     9    96     5   101 0.85 -
8280at50557_1155016_0:002e71|STRG.17137.1:666-1505|+   -            280 54603at50557         -            483   2.4e-11   42.0  17.7   2   2   3.4e-13   2.4e-11   42.0  17.7   269   445    81   263    78   276 0.83 -
8280at50557_1155016_0:002e71|STRG.17137.2:481-1320|+   -            280 54603at50557         -            483   2.4e-11   42.0  17.7   1   2   0.00026     0.018   12.7   6.5   335   416     9    96     5   101 0.85 -
8280at50557_1155016_0:002e71|STRG.17137.2:481-1320|+   -            280 54603at50557         -            483   2.4e-11   42.0  17.7   2   2   3.4e-13   2.4e-11   42.0  17.7   269   445    81   263    78   276 0.83 -
8280at50557_113334_0:000970|STRG.17135.5:468-1373|+    -            302 54603at50557         -            483   8.5e-11   40.2  29.6   1   4    0.0018      0.13    9.9   2.6   127   199    26   100     1   108 0.82 -
8280at50557_113334_0:000970|STRG.17135.5:468-1373|+    -            302 54603at50557         -            483   8.5e-11   40.2  29.6   2   4   7.4e-06   0.00052   17.8   3.8   138   213   112   192   105   195 0.60 -
8280at50557_113334_0:000970|STRG.17135.5:468-1373|+    -            302 54603at50557         -            483   8.5e-11   40.2  29.6   3   4   6.6e-05    0.0047   14.6   1.4   269   314   185   230   182   236 0.86 -
8280at50557_113334_0:000970|STRG.17135.5:468-1373|+    -            302 54603at50557         -            483   8.5e-11   40.2  29.6   4   4   5.5e-05    0.0039   14.9   2.9    77   142   230   297   226   301 0.84 -
8280at50557_38123_0:003113|STRG.1118.1:228-1118|+      -            297 54603at50557         -            483   1.3e-10   39.5  13.2   1   2   3.1e-10   2.2e-08   32.2  11.0   270   417    38   210    15   265 0.78 -
8280at50557_38123_0:003113|STRG.1118.1:228-1118|+      -            297 54603at50557         -            483   1.3e-10   39.5  13.2   2   2       2.4   1.7e+02   -0.4   0.0   295   310   278   293   238   296 0.71 -
109776at50557_66420_0:001889|STRG.16638.1:362-916|+    -            185 54603at50557         -            483   3.8e-10   38.0   1.6   1   1   1.9e-11   1.3e-09   36.2   1.6   265   386    49   177     3   184 0.75 -
109776at50557_13164_0:002971|STRG.502.2:555-1013|+     -            153 54603at50557         -            483   7.8e-10   37.0  15.0   1   2   0.00014      0.01   13.5   0.6   334   371    16    55     1    62 0.63 -
109776at50557_13164_0:002971|STRG.502.2:555-1013|+     -            153 54603at50557         -            483   7.8e-10   37.0  15.0   2   2     4e-08   2.9e-06   25.2   8.2   328   415    53   144    51   145 0.84 -
83902at50557_7200_0:001fae|STRG.12830.1:293-451|+      -             53 54603at50557         -            483     1e-09   36.6   0.1   1   1   1.5e-11   1.1e-09   36.5   0.1    55    99     7    51     3    53 0.94 -
54603at50557_1155016_0:00503d|STRG.14419.1:568-993|+   -            142 54603at50557         -            483   1.4e-09   36.1   7.7   1   2   4.1e-06   0.00029   18.6   0.8   160   221    11    75     2    79 0.58 -
54603at50557_1155016_0:00503d|STRG.14419.1:568-993|+   -            142 54603at50557         -            483   1.4e-09   36.1   7.7   2   2   6.9e-09   4.9e-07   27.8   2.8    39   113    63   142    59   142 0.86 -
25718at50557_38123_0:002c3f|STRG.16496.1:1028-1960|+   -            311 54603at50557         -            483   7.1e-09   33.8  10.3   1   3    0.0003     0.021   12.5   1.0   354   418    24    91     4   109 0.84 -
25718at50557_38123_0:002c3f|STRG.16496.1:1028-1960|+   -            311 54603at50557         -            483   7.1e-09   33.8  10.3   2   3     0.023       1.6    6.3   0.4   122   179   151   212   131   218 0.71 -
25718at50557_38123_0:002c3f|STRG.16496.1:1028-1960|+   -            311 54603at50557         -            483   7.1e-09   33.8  10.3   3   3   1.6e-06   0.00012   19.9   0.0   269   313   218   264   213   271 0.89 -
102553at50557_143948_0:00217c|STRG.1671.1:656-1003|+   -            116 54603at50557         -            483   3.2e-08   31.6   1.2   1   1   5.2e-10   3.7e-08   31.5   1.2   334   412    33   115     7   116 0.88 -
102553at50557_143948_0:00217c|STRG.1671.2:606-953|+    -            116 54603at50557         -            483   3.2e-08   31.6   1.2   1   1   5.2e-10   3.7e-08   31.5   1.2   334   412    33   115     7   116 0.88 -
7376at50557_38123_0:000ed3|STRG.16574.2:459-1283|+     -            275 54603at50557         -            483   3.3e-08   31.6   2.9   1   2   1.7e-07   1.2e-05   23.2   0.3    81   142    25    87     1    96 0.79 -
7376at50557_38123_0:000ed3|STRG.16574.2:459-1283|+     -            275 54603at50557         -            483   3.3e-08   31.6   2.9   2   2    0.0045      0.32    8.6   0.1    48   122   171   249   160   271 0.54 -
7376at50557_38123_0:000ed3|STRG.16574.4:459-1283|+     -            275 54603at50557         -            483   3.3e-08   31.6   2.9   1   2   1.7e-07   1.2e-05   23.2   0.3    81   142    25    87     1    96 0.79 -
7376at50557_38123_0:000ed3|STRG.16574.4:459-1283|+     -            275 54603at50557         -            483   3.3e-08   31.6   2.9   2   2    0.0045      0.32    8.6   0.1    48   122   171   249   160   271 0.54 -
7376at50557_45779_0:000f73|STRG.7913.2:691-1446|+      -            252 54603at50557         -            483   3.3e-08   31.6   1.6   1   2   1.8e-08   1.3e-06   26.4   1.8   344   463    26   150    21   153 0.85 -
7376at50557_45779_0:000f73|STRG.7913.2:691-1446|+      -            252 54603at50557         -            483   3.3e-08   31.6   1.6   2   2    0.0007     0.049   11.3   0.2   142   203   112   178   109   197 0.81 -
109776at50557_1629725_0:001588|STRG.12300.3:420-746|+  -            109 54603at50557         -            483   3.3e-08   31.6   1.4   1   1   9.2e-10   6.5e-08   30.6   1.4   339   435     2   101     1   107 0.92 -
8280at50557_7395_0:001be3|STRG.7522.2:320-766|+        -            149 54603at50557         -            483   1.9e-07   29.1   1.0   1   2       7.3   5.1e+02   -2.0   0.0   195   213    12    30    10    38 0.82 -
8280at50557_7395_0:001be3|STRG.7522.2:320-766|+        -            149 54603at50557         -            483   1.9e-07   29.1   1.0   2   2   5.5e-09   3.9e-07   28.1   0.8    78   148    65   137    44   147 0.90 -
