#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
129956at50557_34720_0:00189a|STRG.9820.1:157-573|+     -            139 129956at50557        -            110     6e-63  208.8   0.2   1   1   1.5e-64   7.1e-63  208.5   0.2     1   108     1   112     1   117 0.94 -
134150at50557_166423_0:002eec|STRG.5745.1:236-1492|+   -            419 129956at50557        -            110   1.7e-05   23.8   0.0   1   1     7e-07   3.3e-05   22.9   0.0    32   105   170   251   163   256 0.82 -
129956at50557_7176_0:003daf|STRG.16372.1:252-494|+     -             81 129956at50557        -            110     2e-05   23.6   0.1   1   1   6.2e-07   2.8e-05   23.1   0.1    32    81     1    50     1    74 0.81 -
129956at50557_7176_0:003daf|STRG.16372.2:252-494|+     -             81 129956at50557        -            110     2e-05   23.6   0.1   1   1   6.2e-07   2.8e-05   23.1   0.1    32    81     1    50     1    74 0.81 -
129956at50557_91411_0:002117|STRG.4829.1:794-1090|+    -             99 129956at50557        -            110   2.3e-05   23.4   0.0   1   1   5.5e-07   2.6e-05   23.2   0.0    32   102     1    72     1    81 0.82 -
105919at50557_88501_0:001ba1|STRG.14306.1:128-1960|+   -            611 129956at50557        -            110   3.5e-05   22.8   0.0   1   1   1.5e-06   7.1e-05   21.8   0.0    24    85   444   514   435   523 0.76 -
105919at50557_88501_0:001ba1|STRG.14306.2:0-1832|+     -            611 129956at50557        -            110   3.5e-05   22.8   0.0   1   1   1.5e-06   7.1e-05   21.8   0.0    24    85   444   514   435   523 0.76 -
129956at50557_222816_0:00218d|STRG.9999.1:674-889|+    -             72 129956at50557        -            110   4.2e-05   22.5   0.0   1   1   9.6e-07   4.4e-05   22.5   0.0    33   104     2    71     1    72 0.93 -
129956at50557_222816_0:00218d|STRG.9999.2:674-889|+    -             72 129956at50557        -            110   4.2e-05   22.5   0.0   1   1   9.6e-07   4.4e-05   22.5   0.0    33   104     2    71     1    72 0.93 -
129956at50557_222816_0:00218d|STRG.9999.3:674-889|+    -             72 129956at50557        -            110   4.2e-05   22.5   0.0   1   1   9.6e-07   4.4e-05   22.5   0.0    33   104     2    71     1    72 0.93 -
129956at50557_222816_0:00218d|STRG.9999.4:674-889|+    -             72 129956at50557        -            110   4.2e-05   22.5   0.0   1   1   9.6e-07   4.4e-05   22.5   0.0    33   104     2    71     1    72 0.93 -
129956at50557_222816_0:00218d|STRG.9999.5:992-1207|+   -             72 129956at50557        -            110   4.2e-05   22.5   0.0   1   1   9.6e-07   4.4e-05   22.5   0.0    33   104     2    71     1    72 0.93 -
129956at50557_222816_0:00218d|STRG.9999.6:674-889|+    -             72 129956at50557        -            110   4.2e-05   22.5   0.0   1   1   9.6e-07   4.4e-05   22.5   0.0    33   104     2    71     1    72 0.93 -
53033at50557_34720_0:00179b|STRG.9797.1:250-2751|+     -            834 129956at50557        -            110   4.8e-05   22.3   0.0   1   1   5.5e-06   0.00026   20.0   0.0    28    86   134   192   125   205 0.89 -
53033at50557_34720_0:00179b|STRG.9797.2:226-2727|+     -            834 129956at50557        -            110   4.8e-05   22.3   0.0   1   1   5.5e-06   0.00026   20.0   0.0    28    86   134   192   125   205 0.89 -
53033at50557_34720_0:00179b|STRG.9797.3:222-2723|+     -            834 129956at50557        -            110   4.8e-05   22.3   0.0   1   1   5.5e-06   0.00026   20.0   0.0    28    86   134   192   125   205 0.89 -
81462at50557_568069_0:002a34|STRG.2257.2:257-2182|+    -            642 129956at50557        -            110   0.00011   21.1   0.0   1   1   5.4e-06   0.00025   20.0   0.0    11   107   272   369   265   372 0.89 -
81462at50557_568069_0:002a34|STRG.2257.1:257-2191|+    -            645 129956at50557        -            110   0.00012   21.1   0.0   1   1   5.4e-06   0.00025   20.0   0.0    11   107   275   372   268   375 0.89 -
81462at50557_568069_0:002a34|STRG.2257.3:257-2191|+    -            645 129956at50557        -            110   0.00012   21.1   0.0   1   1   5.4e-06   0.00025   20.0   0.0    11   107   275   372   268   375 0.89 -
129956at50557_315563_0:002b41|STRG.2308.1:293-628|+    -            112 129956at50557        -            110   0.00022   20.2   0.0   1   1   5.3e-06   0.00025   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2308.2:293-628|+    -            112 129956at50557        -            110   0.00022   20.2   0.0   1   1   5.3e-06   0.00025   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2308.4:293-628|+    -            112 129956at50557        -            110   0.00022   20.2   0.0   1   1   5.3e-06   0.00025   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2308.5:293-628|+    -            112 129956at50557        -            110   0.00022   20.2   0.0   1   1   5.3e-06   0.00025   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2308.6:293-628|+    -            112 129956at50557        -            110   0.00022   20.2   0.0   1   1   5.3e-06   0.00025   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2308.8:293-628|+    -            112 129956at50557        -            110   0.00022   20.2   0.0   1   1   5.3e-06   0.00025   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_315563_0:002b41|STRG.2308.9:293-628|+    -            112 129956at50557        -            110   0.00022   20.2   0.0   1   1   5.3e-06   0.00025   20.0   0.0    31   104    25   102     4   108 0.80 -
129956at50557_38123_0:0017f4|STRG.10206.1:1174-1344|+  -             57 129956at50557        -            110   0.00035   19.5   0.0   1   1   7.9e-06   0.00036   19.5   0.0    32    64     1    33     1    50 0.93 -
129956at50557_441921_0:0017da|STRG.7246.1:210-434|+    -             75 129956at50557        -            110     0.002   17.1   0.0   1   1   5.3e-05    0.0024   16.9   0.0    29   104     5    75     1    75 0.90 -
129956at50557_441921_0:0017da|STRG.7246.2:210-434|+    -             75 129956at50557        -            110     0.002   17.1   0.0   1   1   5.3e-05    0.0024   16.9   0.0    29   104     5    75     1    75 0.90 -
129956at50557_441921_0:0017da|STRG.7246.3:216-440|+    -             75 129956at50557        -            110     0.002   17.1   0.0   1   1   5.3e-05    0.0024   16.9   0.0    29   104     5    75     1    75 0.90 -
30467at50557_144034_0:0022a4|STRG.9424.1:3-2189|+      -            729 129956at50557        -            110     0.003   16.6   0.1   1   1   0.00017     0.008   15.2   0.1    48   103   114   170   105   177 0.86 -
125548at50557_103372_0:000e1a|STRG.9615.1:28-765|+     -            246 129956at50557        -            110    0.0042   16.1   0.0   1   1   0.00017    0.0077   15.2   0.0    28    89   116   179   102   197 0.78 -
125548at50557_103372_0:000e1a|STRG.9615.2:15-859|+     -            246 129956at50557        -            110    0.0043   16.0   0.0   1   1   0.00017    0.0077   15.2   0.0    28    89   116   179   102   197 0.78 -
129956at50557_7160_0:003f5c|STRG.5858.1:902-1102|+     -             67 129956at50557        -            110    0.0054   15.7   0.0   1   1   0.00018    0.0083   15.1   0.0    33   103     2    66     1    67 0.82 -
129956at50557_7160_0:003f5c|STRG.5858.2:902-1102|+     -             67 129956at50557        -            110    0.0054   15.7   0.0   1   1   0.00018    0.0083   15.1   0.0    33   103     2    66     1    67 0.82 -
129956at50557_7160_0:003f5c|STRG.5858.3:902-1102|+     -             67 129956at50557        -            110    0.0054   15.7   0.0   1   1   0.00018    0.0083   15.1   0.0    33   103     2    66     1    67 0.82 -
129956at50557_7160_0:003f5c|STRG.5858.4:901-1101|+     -             67 129956at50557        -            110    0.0054   15.7   0.0   1   1   0.00018    0.0083   15.1   0.0    33   103     2    66     1    67 0.82 -
129956at50557_74873_0:002c71|STRG.7161.1:231-467|+     -             79 129956at50557        -            110    0.0077   15.2   0.0   1   1   0.00019    0.0089   15.0   0.0    28   102     7    77     3    79 0.83 -
135254at50557_13249_0:000902|STRG.4898.1:138-353|+     -             72 129956at50557        -            110     0.029   13.4   0.0   1   1    0.0021     0.099   11.7   0.0    27    93    13    72     5    72 0.82 -
135254at50557_13249_0:000902|STRG.4898.3:138-353|+     -             72 129956at50557        -            110     0.029   13.4   0.0   1   1    0.0021     0.099   11.7   0.0    27    93    13    72     5    72 0.82 -
49780at50557_13686_0:001eb7|STRG.9146.1:286-2601|+     -            772 129956at50557        -            110     0.094   11.7   0.0   1   1    0.0069      0.32   10.0   0.0    32    78   310   355   298   368 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/129956at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/129956at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/129956at50557.hmm annotation_analysis/annotation_gcf/T_septentrionalis/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Oct 13 10:06:25 2024
# [ok]
