#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
68325at50557_34720_0:0013d3|STRG.8229.1:2-1162|+       -            387 68325at50557         -            295  2.1e-154  512.0   0.2   1   1    4e-152  1.8e-150  499.1   0.2     2   295    35   386    34   386 0.89 -
43121at50557_103372_0:001d6c|STRG.14418.1:108-1705|+   -            510 68325at50557         -            295   2.2e-05   22.8   1.8   3   3       4.7   2.1e+02   -0.1   0.0   218   252   392   426   382   439 0.82 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 68325at50557         -            295   2.2e-05   22.8   1.8   1   3   0.00016    0.0071   14.6   0.2   101   211   229   345   223   359 0.74 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 68325at50557         -            295   2.2e-05   22.8   1.8   2   3     0.058       2.6    6.2   0.1    79   117   344   380   324   388 0.73 -
43121at50557_103372_0:001d6c|STRG.14418.2:0-1529|+     -            510 68325at50557         -            295   2.2e-05   22.8   1.8   3   3       4.7   2.1e+02   -0.1   0.0   218   252   392   426   382   439 0.82 -
71739at50557_66420_0:0008cd|STRG.9011.1:820-1407|+     -            196 68325at50557         -            295   2.5e-05   22.6   0.1   1   1   1.9e-06   8.7e-05   20.9   0.1   101   261    19   172    15   176 0.82 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 68325at50557         -            295   2.9e-05   22.4   5.3   1   4      0.65        29    2.7   0.1    65   116   134   192   120   207 0.57 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 68325at50557         -            295   2.9e-05   22.4   5.3   2   4       1.2        52    1.9   0.3   101   120   225   244   219   263 0.83 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 68325at50557         -            295   2.9e-05   22.4   5.3   3   4     0.037       1.7    6.8   0.0    96   145   335   384   328   396 0.77 -
40115at50557_103372_0:0021d6|STRG.7491.1:218-1660|+    -            481 68325at50557         -            295   2.9e-05   22.4   5.3   4   4     0.013      0.58    8.3   0.0   101   164   383   445   365   461 0.78 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   1   7      0.16       7.2    4.7   0.2    83   115    13    42     2    51 0.74 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   2   7     0.028       1.3    7.2   0.0    65   115    74   132    44   137 0.47 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   3   7     0.011      0.48    8.6   0.0    51    92   103   143    91   150 0.84 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   4   7       5.4   2.4e+02   -0.3   0.0   101   117   225   241   220   264 0.71 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   5   7         2        87    1.2   0.1    98   115   319   336   246   342 0.54 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   6   7      0.77        35    2.5   0.0    77   119   383   422   367   434 0.82 -
40115at50557_7213_0:0002de|STRG.10460.1:364-1902|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   7   7       1.4        65    1.6   0.0    80   120   439   477   432   508 0.72 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   1   7      0.16       7.2    4.7   0.2    83   115    13    42     2    51 0.74 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   2   7     0.028       1.3    7.2   0.0    65   115    74   132    44   137 0.47 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   3   7     0.011      0.48    8.6   0.0    51    92   103   143    91   150 0.84 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   4   7       5.4   2.4e+02   -0.3   0.0   101   117   225   241   220   264 0.71 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   5   7         2        87    1.2   0.1    98   115   319   336   246   342 0.54 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   6   7      0.77        35    2.5   0.0    77   119   383   422   367   434 0.82 -
40115at50557_7213_0:0002de|STRG.10460.2:403-1941|+     -            513 68325at50557         -            295   3.9e-05   22.0   8.6   7   7       1.4        65    1.6   0.0    80   120   439   477   432   508 0.72 -
40115at50557_156304_0:001c45|STRG.7719.1:147-1073|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   1   4       3.1   1.4e+02    0.5   0.0   102   120    36    53    17    89 0.45 -
40115at50557_156304_0:001c45|STRG.7719.1:147-1073|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   2   4     0.022      0.97    7.6   0.0    68   119    90   137    60   143 0.72 -
40115at50557_156304_0:001c45|STRG.7719.1:147-1073|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   3   4     0.015      0.65    8.2   0.0   101   170   161   229   155   261 0.83 -
40115at50557_156304_0:001c45|STRG.7719.1:147-1073|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   4   4       8.8   3.9e+02   -1.0   0.0   101   130   245   274   228   293 0.69 -
40115at50557_156304_0:001c45|STRG.7719.4:189-1115|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   1   4       3.1   1.4e+02    0.5   0.0   102   120    36    53    17    89 0.45 -
40115at50557_156304_0:001c45|STRG.7719.4:189-1115|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   2   4     0.022      0.97    7.6   0.0    68   119    90   137    60   143 0.72 -
40115at50557_156304_0:001c45|STRG.7719.4:189-1115|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   3   4     0.015      0.65    8.2   0.0   101   170   161   229   155   261 0.83 -
40115at50557_156304_0:001c45|STRG.7719.4:189-1115|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   4   4       8.8   3.9e+02   -1.0   0.0   101   130   245   274   228   293 0.69 -
40115at50557_156304_0:001c45|STRG.7719.5:297-1223|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   1   4       3.1   1.4e+02    0.5   0.0   102   120    36    53    17    89 0.45 -
40115at50557_156304_0:001c45|STRG.7719.5:297-1223|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   2   4     0.022      0.97    7.6   0.0    68   119    90   137    60   143 0.72 -
40115at50557_156304_0:001c45|STRG.7719.5:297-1223|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   3   4     0.015      0.65    8.2   0.0   101   170   161   229   155   261 0.83 -
40115at50557_156304_0:001c45|STRG.7719.5:297-1223|+    -            309 68325at50557         -            295   4.8e-05   21.7   0.1   4   4       8.8   3.9e+02   -1.0   0.0   101   130   245   274   228   293 0.69 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+    -            317 68325at50557         -            295   5.3e-05   21.6   0.1   1   4      0.77        34    2.5   0.0   100   118    84   102    23   107 0.64 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+    -            317 68325at50557         -            295   5.3e-05   21.6   0.1   2   4     0.035       1.6    6.9   0.0    76   119   104   145    83   150 0.74 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+    -            317 68325at50557         -            295   5.3e-05   21.6   0.1   3   4     0.015      0.69    8.1   0.0   101   170   169   237   163   269 0.83 -
40115at50557_156304_0:001c45|STRG.7719.2:286-1236|+    -            317 68325at50557         -            295   5.3e-05   21.6   0.1   4   4       9.1   4.1e+02   -1.0   0.0   101   130   253   282   236   301 0.69 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+    -            317 68325at50557         -            295   5.3e-05   21.6   0.1   1   4      0.77        34    2.5   0.0   100   118    84   102    23   107 0.64 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+    -            317 68325at50557         -            295   5.3e-05   21.6   0.1   2   4     0.035       1.6    6.9   0.0    76   119   104   145    83   150 0.74 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+    -            317 68325at50557         -            295   5.3e-05   21.6   0.1   3   4     0.015      0.69    8.1   0.0   101   170   169   237   163   269 0.83 -
40115at50557_156304_0:001c45|STRG.7719.6:286-1236|+    -            317 68325at50557         -            295   5.3e-05   21.6   0.1   4   4       9.1   4.1e+02   -1.0   0.0   101   130   253   282   236   301 0.69 -
57752at50557_45779_0:003ace|STRG.5749.1:1314-2222|+    -            303 68325at50557         -            295   5.3e-05   21.6   0.4   1   3      0.17       7.5    4.7   0.0   218   258    43    84     9   110 0.79 -
57752at50557_45779_0:003ace|STRG.5749.1:1314-2222|+    -            303 68325at50557         -            295   5.3e-05   21.6   0.4   2   3    0.0089       0.4    8.9   0.0    99   158   149   214   145   228 0.78 -
57752at50557_45779_0:003ace|STRG.5749.1:1314-2222|+    -            303 68325at50557         -            295   5.3e-05   21.6   0.4   3   3      0.18       8.1    4.6   0.1   132   175   236   280   224   303 0.71 -
57752at50557_45779_0:003ace|STRG.5749.2:1314-2222|+    -            303 68325at50557         -            295   5.3e-05   21.6   0.4   1   3      0.17       7.5    4.7   0.0   218   258    43    84     9   110 0.79 -
57752at50557_45779_0:003ace|STRG.5749.2:1314-2222|+    -            303 68325at50557         -            295   5.3e-05   21.6   0.4   2   3    0.0089       0.4    8.9   0.0    99   158   149   214   145   228 0.78 -
57752at50557_45779_0:003ace|STRG.5749.2:1314-2222|+    -            303 68325at50557         -            295   5.3e-05   21.6   0.4   3   3      0.18       8.1    4.6   0.1   132   175   236   280   224   303 0.71 -
78072at50557_38123_0:00214a|STRG.14962.1:171-920|+     -            250 68325at50557         -            295   5.3e-05   21.6   1.4   1   2      0.58        26    2.9   0.0    64   110    31    75     9   102 0.69 -
78072at50557_38123_0:00214a|STRG.14962.1:171-920|+     -            250 68325at50557         -            295   5.3e-05   21.6   1.4   2   2     0.001     0.045   12.0   0.1   141   166   194   219   190   228 0.79 -
55830at50557_13686_0:0015ac|STRG.14899.2:230-913|+     -            228 68325at50557         -            295   5.4e-05   21.5   0.3   1   3       5.6   2.5e+02   -0.3   0.0   136   175    42    80    19    88 0.72 -
55830at50557_13686_0:0015ac|STRG.14899.2:230-913|+     -            228 68325at50557         -            295   5.4e-05   21.5   0.3   2   3     0.067         3    6.0   0.1    83   115    81   111    77   119 0.78 -
55830at50557_13686_0:0015ac|STRG.14899.2:230-913|+     -            228 68325at50557         -            295   5.4e-05   21.5   0.3   3   3    0.0088      0.39    8.9   0.0   101   129   185   213   181   223 0.90 -
55830at50557_13686_0:0015ac|STRG.14899.3:323-1006|+    -            228 68325at50557         -            295   5.4e-05   21.5   0.3   1   3       5.6   2.5e+02   -0.3   0.0   136   175    42    80    19    88 0.72 -
55830at50557_13686_0:0015ac|STRG.14899.3:323-1006|+    -            228 68325at50557         -            295   5.4e-05   21.5   0.3   2   3     0.067         3    6.0   0.1    83   115    81   111    77   119 0.78 -
55830at50557_13686_0:0015ac|STRG.14899.3:323-1006|+    -            228 68325at50557         -            295   5.4e-05   21.5   0.3   3   3    0.0088      0.39    8.9   0.0   101   129   185   213   181   223 0.90 -
55830at50557_7493_0:002fbf|STRG.14899.1:569-1312|+     -            248 68325at50557         -            295   7.7e-05   21.1   0.3   1   4       6.6   2.9e+02   -0.6   0.0   136   175    58    96    34   102 0.71 -
55830at50557_7493_0:002fbf|STRG.14899.1:569-1312|+     -            248 68325at50557         -            295   7.7e-05   21.1   0.3   2   4     0.061       2.7    6.1   0.1    82   115    96   127    82   133 0.81 -
55830at50557_7493_0:002fbf|STRG.14899.1:569-1312|+     -            248 68325at50557         -            295   7.7e-05   21.1   0.3   3   4     0.018      0.83    7.8   0.1   136   208   106   177    99   200 0.77 -
55830at50557_7493_0:002fbf|STRG.14899.1:569-1312|+     -            248 68325at50557         -            295   7.7e-05   21.1   0.3   4   4    0.0082      0.37    9.0   0.0   101   129   201   229   188   240 0.89 -
118166at50557_34720_0:002900|STRG.16619.1:223-1368|+   -            382 68325at50557         -            295   8.4e-05   20.9   0.0   1   1   6.3e-06   0.00028   19.2   0.0   218   255   175   212   165   239 0.82 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 68325at50557         -            295   9.1e-05   20.8   3.1   1   3       5.2   2.3e+02   -0.2   0.0   103   122    47    66    41    70 0.85 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 68325at50557         -            295   9.1e-05   20.8   3.1   2   3    0.0015     0.069   11.4   0.3    77   167    67   154    65   170 0.74 -
22030at50557_411798_0:00363d|STRG.9805.1:587-2773|+    -            690 68325at50557         -            295   9.1e-05   20.8   3.1   3   3     0.017      0.78    7.9   0.1    44   126   169   248   149   281 0.80 -
80377at50557_39758_0:001a6c|STRG.5163.1:2236-2997|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   1   2       0.4        18    3.4   0.0   219   257    15    52     3    60 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.1:2236-2997|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   2   2   0.00015    0.0066   14.7   0.1    45   156    63   170    57   195 0.79 -
80377at50557_39758_0:001a6c|STRG.5163.2:1992-2753|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   1   2       0.4        18    3.4   0.0   219   257    15    52     3    60 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.2:1992-2753|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   2   2   0.00015    0.0066   14.7   0.1    45   156    63   170    57   195 0.79 -
80377at50557_39758_0:001a6c|STRG.5163.3:1270-2031|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   1   2       0.4        18    3.4   0.0   219   257    15    52     3    60 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.3:1270-2031|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   2   2   0.00015    0.0066   14.7   0.1    45   156    63   170    57   195 0.79 -
80377at50557_39758_0:001a6c|STRG.5163.4:1938-2699|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   1   2       0.4        18    3.4   0.0   219   257    15    52     3    60 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.4:1938-2699|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   2   2   0.00015    0.0066   14.7   0.1    45   156    63   170    57   195 0.79 -
80377at50557_39758_0:001a6c|STRG.5163.6:758-1519|+     -            254 68325at50557         -            295   9.5e-05   20.7   0.1   1   2       0.4        18    3.4   0.0   219   257    15    52     3    60 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.6:758-1519|+     -            254 68325at50557         -            295   9.5e-05   20.7   0.1   2   2   0.00015    0.0066   14.7   0.1    45   156    63   170    57   195 0.79 -
80377at50557_39758_0:001a6c|STRG.5163.7:750-1511|+     -            254 68325at50557         -            295   9.5e-05   20.7   0.1   1   2       0.4        18    3.4   0.0   219   257    15    52     3    60 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.7:750-1511|+     -            254 68325at50557         -            295   9.5e-05   20.7   0.1   2   2   0.00015    0.0066   14.7   0.1    45   156    63   170    57   195 0.79 -
80377at50557_39758_0:001a6c|STRG.5163.8:1931-2692|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   1   2       0.4        18    3.4   0.0   219   257    15    52     3    60 0.81 -
80377at50557_39758_0:001a6c|STRG.5163.8:1931-2692|+    -            254 68325at50557         -            295   9.5e-05   20.7   0.1   2   2   0.00015    0.0066   14.7   0.1    45   156    63   170    57   195 0.79 -
80377at50557_39758_0:001a6c|STRG.5194.1:3617-4387|+    -            257 68325at50557         -            295   9.7e-05   20.7   0.1   1   2      0.45        20    3.3   0.0   218   258    17    56     5    65 0.80 -
80377at50557_39758_0:001a6c|STRG.5194.1:3617-4387|+    -            257 68325at50557         -            295   9.7e-05   20.7   0.1   2   2   0.00011     0.005   15.1   0.1    45   154    66   171    59   197 0.79 -
80377at50557_39758_0:001a6c|STRG.5194.2:995-1765|+     -            257 68325at50557         -            295   9.7e-05   20.7   0.1   1   2      0.45        20    3.3   0.0   218   258    17    56     5    65 0.80 -
80377at50557_39758_0:001a6c|STRG.5194.2:995-1765|+     -            257 68325at50557         -            295   9.7e-05   20.7   0.1   2   2   0.00011     0.005   15.1   0.1    45   154    66   171    59   197 0.79 -
80377at50557_39758_0:001a6c|STRG.5194.3:3681-4451|+    -            257 68325at50557         -            295   9.7e-05   20.7   0.1   1   2      0.45        20    3.3   0.0   218   258    17    56     5    65 0.80 -
80377at50557_39758_0:001a6c|STRG.5194.3:3681-4451|+    -            257 68325at50557         -            295   9.7e-05   20.7   0.1   2   2   0.00011     0.005   15.1   0.1    45   154    66   171    59   197 0.79 -
80377at50557_39758_0:001a6c|STRG.5194.4:2814-3584|+    -            257 68325at50557         -            295   9.7e-05   20.7   0.1   1   2      0.45        20    3.3   0.0   218   258    17    56     5    65 0.80 -
80377at50557_39758_0:001a6c|STRG.5194.4:2814-3584|+    -            257 68325at50557         -            295   9.7e-05   20.7   0.1   2   2   0.00011     0.005   15.1   0.1    45   154    66   171    59   197 0.79 -
80377at50557_39758_0:001a6c|STRG.5194.5:2814-3584|+    -            257 68325at50557         -            295   9.7e-05   20.7   0.1   1   2      0.45        20    3.3   0.0   218   258    17    56     5    65 0.80 -
80377at50557_39758_0:001a6c|STRG.5194.5:2814-3584|+    -            257 68325at50557         -            295   9.7e-05   20.7   0.1   2   2   0.00011     0.005   15.1   0.1    45   154    66   171    59   197 0.79 -
80377at50557_319348_0:0016a3|STRG.5197.1:1725-2483|+   -            253 68325at50557         -            295    0.0001   20.7   0.1   1   2      0.38        17    3.5   0.0   219   257    14    51     2    60 0.81 -
80377at50557_319348_0:0016a3|STRG.5197.1:1725-2483|+   -            253 68325at50557         -            295    0.0001   20.7   0.1   2   2   0.00013    0.0058   14.9   0.1    45   120    62   135    52   193 0.78 -
80377at50557_319348_0:0016a3|STRG.5197.2:2148-2906|+   -            253 68325at50557         -            295    0.0001   20.7   0.1   1   2      0.38        17    3.5   0.0   219   257    14    51     2    60 0.81 -
80377at50557_319348_0:0016a3|STRG.5197.2:2148-2906|+   -            253 68325at50557         -            295    0.0001   20.7   0.1   2   2   0.00013    0.0058   14.9   0.1    45   120    62   135    52   193 0.78 -
80377at50557_166361_0:002fc1|STRG.1990.1:437-1150|+    -            238 68325at50557         -            295   0.00018   19.8   0.0   1   3       2.4   1.1e+02    0.9   0.0    57    81    11    35     3    40 0.60 -
80377at50557_166361_0:002fc1|STRG.1990.1:437-1150|+    -            238 68325at50557         -            295   0.00018   19.8   0.0   2   3      0.17       7.5    4.7   0.0    79   118    60    97    37   142 0.72 -
80377at50557_166361_0:002fc1|STRG.1990.1:437-1150|+    -            238 68325at50557         -            295   0.00018   19.8   0.0   3   3    0.0018     0.081   11.1   0.1    51   159   109   228    96   235 0.68 -
40115at50557_103372_0:0021d6|STRG.3129.4:4049-5059|+   -            337 68325at50557         -            295    0.0002   19.7   0.6   1   5      0.15       6.8    4.8   0.0   101   115    38    52     5    60 0.86 -
40115at50557_103372_0:0021d6|STRG.3129.4:4049-5059|+   -            337 68325at50557         -            295    0.0002   19.7   0.6   2   5         3   1.3e+02    0.6   0.0   107   123    85   101    66   119 0.80 -
40115at50557_103372_0:0021d6|STRG.3129.4:4049-5059|+   -            337 68325at50557         -            295    0.0002   19.7   0.6   3   5       6.9   3.1e+02   -0.6   0.0   100   117   143   159   133   182 0.80 -
40115at50557_103372_0:0021d6|STRG.3129.4:4049-5059|+   -            337 68325at50557         -            295    0.0002   19.7   0.6   4   5       1.2        56    1.8   0.1   100   123   225   247   210   288 0.64 -
40115at50557_103372_0:0021d6|STRG.3129.4:4049-5059|+   -            337 68325at50557         -            295    0.0002   19.7   0.6   5   5     0.071       3.2    5.9   0.1    77   115   294   328   257   335 0.82 -
68957at50557_103372_0:001943|STRG.5152.1:70-1365|+     -            432 68325at50557         -            295   0.00021   19.6   0.2   1   2   4.8e-05    0.0021   16.3   0.1    99   127   207   236   169   336 0.70 -
68957at50557_103372_0:001943|STRG.5152.1:70-1365|+     -            432 68325at50557         -            295   0.00021   19.6   0.2   2   2       2.5   1.1e+02    0.8   0.0    63   114   292   350   242   407 0.57 -
56099at50557_74869_0:00213d|STRG.9742.10:1260-2075|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.10:1260-2075|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.10:1260-2075|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.10:1260-2075|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.11:1299-2114|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.11:1299-2114|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.11:1299-2114|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.11:1299-2114|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.12:1296-2111|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.12:1296-2111|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.12:1296-2111|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.12:1296-2111|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.13:1275-2090|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.13:1275-2090|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.13:1275-2090|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.13:1275-2090|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.14:1191-2006|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.14:1191-2006|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.14:1191-2006|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.14:1191-2006|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.15:1215-2030|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.15:1215-2030|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.15:1215-2030|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.15:1215-2030|+   -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.16:778-1593|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.16:778-1593|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.16:778-1593|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.16:778-1593|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.1:1303-2118|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.1:1303-2118|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.1:1303-2118|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.1:1303-2118|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
56099at50557_74869_0:00213d|STRG.9742.2:1354-2169|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   1   4       1.3        58    1.8   0.0   101   122    14    36     7    39 0.76 -
56099at50557_74869_0:00213d|STRG.9742.2:1354-2169|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   2   4      0.12       5.5    5.1   0.0    81   115    44    78    37    90 0.87 -
56099at50557_74869_0:00213d|STRG.9742.2:1354-2169|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   3   4      0.45        20    3.3   0.0    66    98   206   238   201   244 0.85 -
56099at50557_74869_0:00213d|STRG.9742.2:1354-2169|+    -            272 68325at50557         -            295   0.00022   19.6   0.2   4   4      0.82        37    2.4   0.0    57    83   242   268   238   270 0.86 -
