#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66691at50557_456900_0:002b0f|STRG.6704.1:456-1556|+    -            367 66691at50557         -            296  4.4e-145  481.5   9.9   1   1  2.1e-146  1.3e-144  479.9   9.9     1   290    15   355    15   360 0.89 -
43553at50557_13686_0:000241|STRG.15103.5:405-1937|+    -            511 66691at50557         -            296     0.002   16.4   2.6   1   3       0.4        25    3.0   0.0   121   155   223   258   211   271 0.81 -
43553at50557_13686_0:000241|STRG.15103.5:405-1937|+    -            511 66691at50557         -            296     0.002   16.4   2.6   2   3    0.0049      0.31    9.2   0.1    24    67   298   341   294   366 0.89 -
43553at50557_13686_0:000241|STRG.15103.5:405-1937|+    -            511 66691at50557         -            296     0.002   16.4   2.6   3   3       1.5        94    1.1   0.0    24    60   383   418   373   440 0.74 -
43553at50557_13686_0:000241|STRG.15103.6:241-1773|+    -            511 66691at50557         -            296     0.002   16.4   2.6   1   3       0.4        25    3.0   0.0   121   155   223   258   211   271 0.81 -
43553at50557_13686_0:000241|STRG.15103.6:241-1773|+    -            511 66691at50557         -            296     0.002   16.4   2.6   2   3    0.0049      0.31    9.2   0.1    24    67   298   341   294   366 0.89 -
43553at50557_13686_0:000241|STRG.15103.6:241-1773|+    -            511 66691at50557         -            296     0.002   16.4   2.6   3   3       1.5        94    1.1   0.0    24    60   383   418   373   440 0.74 -
49370at50557_1155016_0:000d9f|STRG.1065.3:85-363|+     -             93 66691at50557         -            296    0.0022   16.3   0.1   1   1   3.5e-05    0.0022   16.3   0.1    25    78    38    91    15    93 0.87 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 66691at50557         -            296    0.0027   16.0   0.9   1   3    0.0078       0.5    8.6   0.2    28    93     3    69     1    77 0.71 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 66691at50557         -            296    0.0027   16.0   0.9   2   3       1.6     1e+02    1.0   0.0   244   293   100   147    92   150 0.67 -
69548at50557_609295_0:0005e7|STRG.5753.1:321-1145|+    -            275 66691at50557         -            296    0.0027   16.0   0.9   3   3      0.78        49    2.0   0.0    19    84   206   269   196   275 0.60 -
63645at50557_34720_0:0006b0|STRG.2867.1:397-1443|+     -            349 66691at50557         -            296    0.0028   16.0   1.6   1   2       1.9   1.2e+02    0.7   0.1    44    61   139   156   123   238 0.57 -
63645at50557_34720_0:0006b0|STRG.2867.1:397-1443|+     -            349 66691at50557         -            296    0.0028   16.0   1.6   2   2   0.00022     0.014   13.7   0.2    23    60   266   304   244   338 0.87 -
63645at50557_34720_0:0006b0|STRG.2867.2:288-1334|+     -            349 66691at50557         -            296    0.0028   16.0   1.6   1   2       1.9   1.2e+02    0.7   0.1    44    61   139   156   123   238 0.57 -
63645at50557_34720_0:0006b0|STRG.2867.2:288-1334|+     -            349 66691at50557         -            296    0.0028   16.0   1.6   2   2   0.00022     0.014   13.7   0.2    23    60   266   304   244   338 0.87 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 66691at50557         -            296     0.003   15.9   1.1   1   3       5.2   3.3e+02   -0.7   0.0    76    99    13    35     4    40 0.66 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 66691at50557         -            296     0.003   15.9   1.1   2   3   4.7e-05     0.003   15.9   1.1    23   136    60   174    51   179 0.80 -
78072at50557_123851_0:000487|STRG.3138.1:547-1410|+    -            288 66691at50557         -            296     0.003   15.9   1.1   3   3       8.4   5.3e+02   -1.4   0.0    28    52   261   283   231   286 0.64 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 66691at50557         -            296     0.003   15.9   1.1   1   3       5.2   3.3e+02   -0.7   0.0    76    99    13    35     4    40 0.66 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 66691at50557         -            296     0.003   15.9   1.1   2   3   4.7e-05     0.003   15.9   1.1    23   136    60   174    51   179 0.80 -
78072at50557_123851_0:000487|STRG.3138.2:362-1225|+    -            288 66691at50557         -            296     0.003   15.9   1.1   3   3       8.4   5.3e+02   -1.4   0.0    28    52   261   283   231   286 0.64 -
33043at50557_1507135_0:0016cf|STRG.2371.1:1758-2336|+  -            193 66691at50557         -            296    0.0054   15.0   0.0   1   3       1.2        79    1.3   0.0    69   100    31    62    20    71 0.74 -
33043at50557_1507135_0:0016cf|STRG.2371.1:1758-2336|+  -            193 66691at50557         -            296    0.0054   15.0   0.0   2   3    0.0026      0.16   10.2   0.0    22    61    70   109    64   117 0.87 -
33043at50557_1507135_0:0016cf|STRG.2371.1:1758-2336|+  -            193 66691at50557         -            296    0.0054   15.0   0.0   3   3       8.7   5.5e+02   -1.4   0.0   276   290   134   148   118   154 0.76 -
58729at50557_103372_0:00194e|STRG.5131.2:96-1487|+     -            464 66691at50557         -            296    0.0065   14.8   0.3   1   2       2.2   1.4e+02    0.5   0.0   154   199    48    93    35   139 0.80 -
58729at50557_103372_0:00194e|STRG.5131.2:96-1487|+     -            464 66691at50557         -            296    0.0065   14.8   0.3   2   2   0.00077     0.049   11.9   0.0    22   102   181   258   163   277 0.85 -
11478at50557_197043_0:0065a3|STRG.322.1:775-1224|+     -            150 66691at50557         -            296    0.0065   14.7   0.1   1   1   0.00014    0.0091   14.3   0.1    24    83    85   143    75   148 0.89 -
40115at50557_217634_0:0026fe|STRG.3918.10:1770-2951|+  -            394 66691at50557         -            296    0.0066   14.7   0.9   1   3      0.29        18    3.4   0.3   120   204    65   148    40   182 0.68 -
40115at50557_217634_0:0026fe|STRG.3918.10:1770-2951|+  -            394 66691at50557         -            296    0.0066   14.7   0.9   2   3       2.5   1.6e+02    0.4   0.0   155   184   266   295   258   317 0.77 -
40115at50557_217634_0:0026fe|STRG.3918.10:1770-2951|+  -            394 66691at50557         -            296    0.0066   14.7   0.9   3   3     0.038       2.4    6.3   0.0    77   142   325   390   319   393 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.1:506-1687|+    -            394 66691at50557         -            296    0.0066   14.7   0.9   1   3      0.29        18    3.4   0.3   120   204    65   148    40   182 0.68 -
40115at50557_217634_0:0026fe|STRG.3918.1:506-1687|+    -            394 66691at50557         -            296    0.0066   14.7   0.9   2   3       2.5   1.6e+02    0.4   0.0   155   184   266   295   258   317 0.77 -
40115at50557_217634_0:0026fe|STRG.3918.1:506-1687|+    -            394 66691at50557         -            296    0.0066   14.7   0.9   3   3     0.038       2.4    6.3   0.0    77   142   325   390   319   393 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.2:715-1896|+    -            394 66691at50557         -            296    0.0066   14.7   0.9   1   3      0.29        18    3.4   0.3   120   204    65   148    40   182 0.68 -
40115at50557_217634_0:0026fe|STRG.3918.2:715-1896|+    -            394 66691at50557         -            296    0.0066   14.7   0.9   2   3       2.5   1.6e+02    0.4   0.0   155   184   266   295   258   317 0.77 -
40115at50557_217634_0:0026fe|STRG.3918.2:715-1896|+    -            394 66691at50557         -            296    0.0066   14.7   0.9   3   3     0.038       2.4    6.3   0.0    77   142   325   390   319   393 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.3:1676-2857|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   1   3      0.29        18    3.4   0.3   120   204    65   148    40   182 0.68 -
40115at50557_217634_0:0026fe|STRG.3918.3:1676-2857|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   2   3       2.5   1.6e+02    0.4   0.0   155   184   266   295   258   317 0.77 -
40115at50557_217634_0:0026fe|STRG.3918.3:1676-2857|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   3   3     0.038       2.4    6.3   0.0    77   142   325   390   319   393 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.4:1610-2791|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   1   3      0.29        18    3.4   0.3   120   204    65   148    40   182 0.68 -
40115at50557_217634_0:0026fe|STRG.3918.4:1610-2791|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   2   3       2.5   1.6e+02    0.4   0.0   155   184   266   295   258   317 0.77 -
40115at50557_217634_0:0026fe|STRG.3918.4:1610-2791|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   3   3     0.038       2.4    6.3   0.0    77   142   325   390   319   393 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.6:2073-3254|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   1   3      0.29        18    3.4   0.3   120   204    65   148    40   182 0.68 -
40115at50557_217634_0:0026fe|STRG.3918.6:2073-3254|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   2   3       2.5   1.6e+02    0.4   0.0   155   184   266   295   258   317 0.77 -
40115at50557_217634_0:0026fe|STRG.3918.6:2073-3254|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   3   3     0.038       2.4    6.3   0.0    77   142   325   390   319   393 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.8:1730-2911|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   1   3      0.29        18    3.4   0.3   120   204    65   148    40   182 0.68 -
40115at50557_217634_0:0026fe|STRG.3918.8:1730-2911|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   2   3       2.5   1.6e+02    0.4   0.0   155   184   266   295   258   317 0.77 -
40115at50557_217634_0:0026fe|STRG.3918.8:1730-2911|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   3   3     0.038       2.4    6.3   0.0    77   142   325   390   319   393 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.9:1251-2432|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   1   3      0.29        18    3.4   0.3   120   204    65   148    40   182 0.68 -
40115at50557_217634_0:0026fe|STRG.3918.9:1251-2432|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   2   3       2.5   1.6e+02    0.4   0.0   155   184   266   295   258   317 0.77 -
40115at50557_217634_0:0026fe|STRG.3918.9:1251-2432|+   -            394 66691at50557         -            296    0.0066   14.7   0.9   3   3     0.038       2.4    6.3   0.0    77   142   325   390   319   393 0.80 -
40115at50557_121225_0:000dac|STRG.3918.5:777-1847|+    -            357 66691at50557         -            296    0.0074   14.6   0.7   1   3      0.48        30    2.7   0.1   121   204     2    84     1   119 0.64 -
40115at50557_121225_0:000dac|STRG.3918.5:777-1847|+    -            357 66691at50557         -            296    0.0074   14.6   0.7   2   3       2.1   1.4e+02    0.6   0.1   154   184   201   231   194   254 0.77 -
40115at50557_121225_0:000dac|STRG.3918.5:777-1847|+    -            357 66691at50557         -            296    0.0074   14.6   0.7   3   3     0.023       1.4    7.0   0.0    77   143   261   327   257   341 0.81 -
58729at50557_103372_0:00194e|STRG.5131.1:48-1529|+     -            494 66691at50557         -            296    0.0075   14.5   0.3   1   2       2.4   1.5e+02    0.4   0.0   154   199    78   123    64   169 0.80 -
58729at50557_103372_0:00194e|STRG.5131.1:48-1529|+     -            494 66691at50557         -            296    0.0075   14.5   0.3   2   2   0.00085     0.054   11.7   0.0    22   101   211   287   193   307 0.85 -
11478at50557_34720_0:00246d|STRG.14809.1:121-3669|+    -           1183 66691at50557         -            296    0.0076   14.5   0.3   1   1   0.00012    0.0076   14.5   0.3    18   138    64   179    56   190 0.83 -
11478at50557_34720_0:00246d|STRG.14809.2:218-3766|+    -           1183 66691at50557         -            296    0.0076   14.5   0.3   1   1   0.00012    0.0076   14.5   0.3    18   138    64   179    56   190 0.83 -
11478at50557_34720_0:00246d|STRG.14809.3:173-3721|+    -           1183 66691at50557         -            296    0.0076   14.5   0.3   1   1   0.00012    0.0076   14.5   0.3    18   138    64   179    56   190 0.83 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 66691at50557         -            296    0.0082   14.4   0.1   1   3    0.0089      0.56    8.4   0.0    20    61    12    53     5    62 0.77 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 66691at50557         -            296    0.0082   14.4   0.1   2   3       3.4   2.2e+02   -0.1   0.0   173   200   199   226   188   233 0.86 -
77772at50557_103372_0:001ea3|STRG.10089.1:0-944|+      -            315 66691at50557         -            296    0.0082   14.4   0.1   3   3       2.3   1.5e+02    0.5   0.0   127   148   247   268   235   272 0.85 -
58729at50557_34720_0:000c0a|STRG.5131.4:96-806|+       -            237 66691at50557         -            296      0.01   14.1   0.3   1   2      0.78        50    2.0   0.1   154   199    48    93    40   142 0.79 -
58729at50557_34720_0:000c0a|STRG.5131.4:96-806|+       -            237 66691at50557         -            296      0.01   14.1   0.3   2   2    0.0027      0.17   10.1   0.0    22    62   181   221   160   228 0.87 -
37700at50557_1629725_0:002171|STRG.6259.1:525-1181|+   -            219 66691at50557         -            296     0.012   13.9   0.1   1   1    0.0016       0.1   10.8   0.1   137   209     5    71     1    83 0.66 -
42371at50557_69820_0:000b2f|STRG.7906.1:563-1507|+     -            315 66691at50557         -            296     0.015   13.6   0.8   1   2    0.0014     0.091   11.0   0.3    25   151    47    83     4   133 0.58 -
42371at50557_69820_0:000b2f|STRG.7906.1:563-1507|+     -            315 66691at50557         -            296     0.015   13.6   0.8   2   2       1.7   1.1e+02    0.9   0.1   130   195   109   168    90   182 0.63 -
58729at50557_34720_0:000c0a|STRG.5131.3:146-1102|+     -            319 66691at50557         -            296     0.019   13.2   0.1   1   2       1.1        71    1.5   0.0   153   199   107   153    89   204 0.80 -
58729at50557_34720_0:000c0a|STRG.5131.3:146-1102|+     -            319 66691at50557         -            296     0.019   13.2   0.1   2   2    0.0041      0.26    9.5   0.0    22    62   241   281   221   294 0.88 -
56752at50557_144034_0:000a3e|STRG.13403.6:250-2091|+   -            614 66691at50557         -            296      0.02   13.1   0.5   1   4       1.7   1.1e+02    0.9   0.0   119   137   129   149   125   155 0.62 -
56752at50557_144034_0:000a3e|STRG.13403.6:250-2091|+   -            614 66691at50557         -            296      0.02   13.1   0.5   2   4     0.047         3    6.0   0.1   167   216   201   252   180   271 0.77 -
56752at50557_144034_0:000a3e|STRG.13403.6:250-2091|+   -            614 66691at50557         -            296      0.02   13.1   0.5   3   4      0.64        40    2.3   0.0    77   104   248   275   242   279 0.87 -
56752at50557_144034_0:000a3e|STRG.13403.6:250-2091|+   -            614 66691at50557         -            296      0.02   13.1   0.5   4   4       4.2   2.7e+02   -0.4   0.0   272   293   358   379   331   382 0.82 -
80377at50557_7237_0:001b62|STRG.4909.1:227-1084|+      -            286 66691at50557         -            296     0.021   13.1   0.7   1   2     0.005      0.32    9.2   0.2    21    61    30    70     3    86 0.70 -
80377at50557_7237_0:001b62|STRG.4909.1:227-1084|+      -            286 66691at50557         -            296     0.021   13.1   0.7   2   2       1.9   1.2e+02    0.7   0.0   134   185   184   239   156   260 0.66 -
57752at50557_38123_0:002253|STRG.8750.1:560-1105|+     -            182 66691at50557         -            296     0.022   13.0   0.7   1   1   0.00078     0.049   11.9   0.6    22    97    66   138    61   149 0.77 -
57752at50557_38123_0:002253|STRG.8750.2:560-1105|+     -            182 66691at50557         -            296     0.022   13.0   0.7   1   1   0.00078     0.049   11.9   0.6    22    97    66   138    61   149 0.77 -
57752at50557_38123_0:002253|STRG.8750.3:823-1368|+     -            182 66691at50557         -            296     0.022   13.0   0.7   1   1   0.00078     0.049   11.9   0.6    22    97    66   138    61   149 0.77 -
57752at50557_38123_0:002253|STRG.8750.4:664-1209|+     -            182 66691at50557         -            296     0.022   13.0   0.7   1   1   0.00078     0.049   11.9   0.6    22    97    66   138    61   149 0.77 -
56752at50557_144034_0:000a3e|STRG.13403.3:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   1   4       1.8   1.1e+02    0.8   0.0   119   137   159   179   155   185 0.62 -
56752at50557_144034_0:000a3e|STRG.13403.3:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   2   4     0.057       3.6    5.7   0.0   167   216   231   282   210   296 0.78 -
56752at50557_144034_0:000a3e|STRG.13403.3:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   3   4      0.63        40    2.3   0.0    77   104   278   305   270   311 0.87 -
56752at50557_144034_0:000a3e|STRG.13403.3:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   4   4       4.5   2.9e+02   -0.5   0.0   272   293   388   409   362   412 0.82 -
56752at50557_144034_0:000a3e|STRG.13403.4:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   1   4       1.8   1.1e+02    0.8   0.0   119   137   159   179   155   185 0.62 -
56752at50557_144034_0:000a3e|STRG.13403.4:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   2   4     0.057       3.6    5.7   0.0   167   216   231   282   210   296 0.78 -
56752at50557_144034_0:000a3e|STRG.13403.4:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   3   4      0.63        40    2.3   0.0    77   104   278   305   270   311 0.87 -
56752at50557_144034_0:000a3e|STRG.13403.4:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   4   4       4.5   2.9e+02   -0.5   0.0   272   293   388   409   362   412 0.82 -
56752at50557_144034_0:000a3e|STRG.13403.5:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   1   4       1.8   1.1e+02    0.8   0.0   119   137   159   179   155   185 0.62 -
56752at50557_144034_0:000a3e|STRG.13403.5:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   2   4     0.057       3.6    5.7   0.0   167   216   231   282   210   296 0.78 -
56752at50557_144034_0:000a3e|STRG.13403.5:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   3   4      0.63        40    2.3   0.0    77   104   278   305   270   311 0.87 -
56752at50557_144034_0:000a3e|STRG.13403.5:300-2231|+   -            644 66691at50557         -            296     0.025   12.8   0.5   4   4       4.5   2.9e+02   -0.5   0.0   272   293   388   409   362   412 0.82 -
56752at50557_144034_0:000a3e|STRG.13403.2:300-2237|+   -            646 66691at50557         -            296     0.025   12.8   0.5   1   4       1.8   1.1e+02    0.8   0.0   119   137   159   179   155   185 0.62 -
56752at50557_144034_0:000a3e|STRG.13403.2:300-2237|+   -            646 66691at50557         -            296     0.025   12.8   0.5   2   4     0.057       3.6    5.7   0.0   167   216   231   282   210   296 0.78 -
56752at50557_144034_0:000a3e|STRG.13403.2:300-2237|+   -            646 66691at50557         -            296     0.025   12.8   0.5   3   4      0.63        40    2.3   0.0    77   104   278   305   270   311 0.87 -
56752at50557_144034_0:000a3e|STRG.13403.2:300-2237|+   -            646 66691at50557         -            296     0.025   12.8   0.5   4   4       4.5   2.9e+02   -0.5   0.0   272   293   388   409   362   412 0.82 -
14512at50557_56086_0:000590|STRG.15462.10:1680-2033|+  -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.10:1680-2033|+  -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.11:1719-2072|+  -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.11:1719-2072|+  -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.12:1298-1651|+  -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.12:1298-1651|+  -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.13:657-1010|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.13:657-1010|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.1:1877-2230|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.1:1877-2230|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.2:2142-2495|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.2:2142-2495|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.3:1901-2254|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.3:1901-2254|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.4:1876-2229|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.4:1876-2229|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.5:1686-2039|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.5:1686-2039|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.6:1686-2039|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.6:1686-2039|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.7:1665-2018|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.7:1665-2018|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.8:1659-2012|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.8:1659-2012|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.15462.9:1638-1991|+   -            118 66691at50557         -            296     0.027   12.7   0.1   1   2      0.12       7.6    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.15462.9:1638-1991|+   -            118 66691at50557         -            296     0.027   12.7   0.1   2   2    0.0042      0.27    9.5   0.0    26    63    76   113    57   117 0.80 -
76755at50557_7222_0:0005dd|STRG.12844.1:104-667|+      -            188 66691at50557         -            296     0.029   12.6   0.8   1   1     0.024       1.5    7.0   0.7    20    59    61   100    45   187 0.63 -
56752at50557_144034_0:000a3e|STRG.13403.1:300-2327|+   -            676 66691at50557         -            296      0.03   12.6   0.5   1   4       1.9   1.2e+02    0.7   0.0   119   137   159   179   155   185 0.62 -
56752at50557_144034_0:000a3e|STRG.13403.1:300-2327|+   -            676 66691at50557         -            296      0.03   12.6   0.5   2   4     0.053       3.4    5.8   0.1   167   216   231   282   210   301 0.77 -
56752at50557_144034_0:000a3e|STRG.13403.1:300-2327|+   -            676 66691at50557         -            296      0.03   12.6   0.5   3   4      0.68        43    2.2   0.0    77   104   278   305   272   311 0.87 -
56752at50557_144034_0:000a3e|STRG.13403.1:300-2327|+   -            676 66691at50557         -            296      0.03   12.6   0.5   4   4       4.8     3e+02   -0.6   0.0   272   293   388   409   362   412 0.82 -
80377at50557_30019_0:0008bb|STRG.9983.1:229-996|+      -            256 66691at50557         -            296     0.033   12.4   4.3   1   3       3.2     2e+02    0.0   0.0   169   196     7    34     1    44 0.56 -
80377at50557_30019_0:0008bb|STRG.9983.1:229-996|+      -            256 66691at50557         -            296     0.033   12.4   4.3   2   3     0.019       1.2    7.3   0.5    27   152    46   165    32   206 0.61 -
80377at50557_30019_0:0008bb|STRG.9983.1:229-996|+      -            256 66691at50557         -            296     0.033   12.4   4.3   3   3      0.47        30    2.7   0.1   274   293   229   248   215   251 0.82 -
80377at50557_30019_0:0008bb|STRG.9983.2:216-983|+      -            256 66691at50557         -            296     0.033   12.4   4.3   1   3       3.2     2e+02    0.0   0.0   169   196     7    34     1    44 0.56 -
80377at50557_30019_0:0008bb|STRG.9983.2:216-983|+      -            256 66691at50557         -            296     0.033   12.4   4.3   2   3     0.019       1.2    7.3   0.5    27   152    46   165    32   206 0.61 -
80377at50557_30019_0:0008bb|STRG.9983.2:216-983|+      -            256 66691at50557         -            296     0.033   12.4   4.3   3   3      0.47        30    2.7   0.1   274   293   229   248   215   251 0.82 -
80377at50557_30019_0:0008bb|STRG.9983.3:140-907|+      -            256 66691at50557         -            296     0.033   12.4   4.3   1   3       3.2     2e+02    0.0   0.0   169   196     7    34     1    44 0.56 -
80377at50557_30019_0:0008bb|STRG.9983.3:140-907|+      -            256 66691at50557         -            296     0.033   12.4   4.3   2   3     0.019       1.2    7.3   0.5    27   152    46   165    32   206 0.61 -
80377at50557_30019_0:0008bb|STRG.9983.3:140-907|+      -            256 66691at50557         -            296     0.033   12.4   4.3   3   3      0.47        30    2.7   0.1   274   293   229   248   215   251 0.82 -
80377at50557_30019_0:0008bb|STRG.9983.4:175-942|+      -            256 66691at50557         -            296     0.033   12.4   4.3   1   3       3.2     2e+02    0.0   0.0   169   196     7    34     1    44 0.56 -
80377at50557_30019_0:0008bb|STRG.9983.4:175-942|+      -            256 66691at50557         -            296     0.033   12.4   4.3   2   3     0.019       1.2    7.3   0.5    27   152    46   165    32   206 0.61 -
80377at50557_30019_0:0008bb|STRG.9983.4:175-942|+      -            256 66691at50557         -            296     0.033   12.4   4.3   3   3      0.47        30    2.7   0.1   274   293   229   248   215   251 0.82 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 66691at50557         -            296     0.033   12.4   4.3   1   3       3.2     2e+02    0.0   0.0   169   196     7    34     1    44 0.56 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 66691at50557         -            296     0.033   12.4   4.3   2   3     0.019       1.2    7.3   0.5    27   152    46   165    32   206 0.61 -
80377at50557_30019_0:0008bb|STRG.9983.5:175-942|+      -            256 66691at50557         -            296     0.033   12.4   4.3   3   3      0.47        30    2.7   0.1   274   293   229   248   215   251 0.82 -
86043at50557_520822_0:0026e8|STRG.908.1:305-1603|+     -            433 66691at50557         -            296     0.035   12.3   0.0   1   1     0.002      0.13   10.5   0.0    24    64   214   254   206   261 0.86 -
