#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
34006at50557_34720_0:00248d|STRG.14891.1:159-2135|+    -            659 34006at50557         -            414  6.1e-229  758.9   4.6   1   1  6.7e-230  2.6e-228  756.8   4.6     1   414   178   643   178   643 0.93 -
80377at50557_454923_0:001015|STRG.2792.1:139-918|+     -            260 34006at50557         -            414   1.4e-07   29.8   2.8   2   2    0.0013     0.051   11.5   0.2   110   217   135   252   128   257 0.71 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 34006at50557         -            414   1.7e-07   29.5   0.1   1   5   7.7e-06    0.0003   18.8   0.0    16   218    61   264    48   278 0.70 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 34006at50557         -            414   1.7e-07   29.5   0.1   2   5       4.4   1.7e+02   -0.1   0.0   157   216   323   389   310   406 0.62 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 34006at50557         -            414   1.7e-07   29.5   0.1   3   5       8.2   3.2e+02   -1.0   0.0    15    36   420   441   411   448 0.87 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 34006at50557         -            414   1.7e-07   29.5   0.1   4   5         2        79    1.0   0.0   229   270   485   523   445   553 0.63 -
25500at50557_13686_0:0020f5|STRG.10457.1:163-1968|+    -            602 34006at50557         -            414   1.7e-07   29.5   0.1   5   5      0.84        33    2.2   0.0   155   183   529   557   514   602 0.57 -
69548at50557_116153_0:002191|STRG.12656.1:471-1169|+   -            233 34006at50557         -            414   2.7e-07   28.9   0.0   1   1   9.2e-09   3.6e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.12656.2:727-1425|+   -            233 34006at50557         -            414   2.7e-07   28.9   0.0   1   1   9.2e-09   3.6e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.12656.3:498-1196|+   -            233 34006at50557         -            414   2.7e-07   28.9   0.0   1   1   9.2e-09   3.6e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.12656.4:645-1343|+   -            233 34006at50557         -            414   2.7e-07   28.9   0.0   1   1   9.2e-09   3.6e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
69548at50557_116153_0:002191|STRG.12656.5:700-1398|+   -            233 34006at50557         -            414   2.7e-07   28.9   0.0   1   1   9.2e-09   3.6e-07   28.4   0.0   110   249    62   227    56   233 0.65 -
43553at50557_13686_0:000241|STRG.15103.7:1549-3015|+   -            489 34006at50557         -            414   3.2e-07   28.6   0.9   1   2      0.27        10    3.9   0.0   128   195   195   263   174   279 0.80 -
43553at50557_13686_0:000241|STRG.15103.7:1549-3015|+   -            489 34006at50557         -            414   3.2e-07   28.6   0.9   2   2   3.6e-07   1.4e-05   23.2   0.2   124   238   315   438   297   462 0.70 -
43553at50557_13686_0:000241|STRG.15103.8:511-1977|+    -            489 34006at50557         -            414   3.2e-07   28.6   0.9   1   2      0.27        10    3.9   0.0   128   195   195   263   174   279 0.80 -
43553at50557_13686_0:000241|STRG.15103.8:511-1977|+    -            489 34006at50557         -            414   3.2e-07   28.6   0.9   2   2   3.6e-07   1.4e-05   23.2   0.2   124   238   315   438   297   462 0.70 -
43553at50557_13686_0:000241|STRG.15103.1:425-1957|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   1   2      0.28        11    3.8   0.0   128   195   195   263   174   279 0.80 -
43553at50557_13686_0:000241|STRG.15103.1:425-1957|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   2   2     4e-07   1.6e-05   23.1   0.2   124   238   315   438   297   462 0.70 -
43553at50557_13686_0:000241|STRG.15103.2:241-1773|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   1   2      0.28        11    3.8   0.0   128   195   195   263   174   279 0.80 -
43553at50557_13686_0:000241|STRG.15103.2:241-1773|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   2   2     4e-07   1.6e-05   23.1   0.2   124   238   315   438   297   462 0.70 -
43553at50557_13686_0:000241|STRG.15103.3:390-1922|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   1   2      0.28        11    3.8   0.0   128   195   195   263   174   279 0.80 -
43553at50557_13686_0:000241|STRG.15103.3:390-1922|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   2   2     4e-07   1.6e-05   23.1   0.2   124   238   315   438   297   462 0.70 -
43553at50557_13686_0:000241|STRG.15103.4:315-1847|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   1   2      0.28        11    3.8   0.0   128   195   195   263   174   279 0.80 -
43553at50557_13686_0:000241|STRG.15103.4:315-1847|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   2   2     4e-07   1.6e-05   23.1   0.2   124   238   315   438   297   462 0.70 -
43553at50557_13686_0:000241|STRG.15103.5:405-1937|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   1   2      0.28        11    3.8   0.0   128   195   195   263   174   279 0.80 -
43553at50557_13686_0:000241|STRG.15103.5:405-1937|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   2   2     4e-07   1.6e-05   23.1   0.2   124   238   315   438   297   462 0.70 -
43553at50557_13686_0:000241|STRG.15103.6:241-1773|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   1   2      0.28        11    3.8   0.0   128   195   195   263   174   279 0.80 -
43553at50557_13686_0:000241|STRG.15103.6:241-1773|+    -            511 34006at50557         -            414   3.6e-07   28.4   0.9   2   2     4e-07   1.6e-05   23.1   0.2   124   238   315   438   297   462 0.70 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 34006at50557         -            414   3.7e-07   28.4   1.1   1   3     0.077         3    5.7   0.0   139   185   129   174   102   179 0.78 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 34006at50557         -            414   3.7e-07   28.4   1.1   2   3   1.3e-05   0.00051   18.1   0.4    13   182   142   305   131   318 0.76 -
55830at50557_103372_0:000f54|STRG.7727.1:81-1475|+     -            465 34006at50557         -            414   3.7e-07   28.4   1.1   3   3     0.016      0.62    7.9   0.0   119   187   325   403   315   421 0.77 -
31374at50557_133901_0:001035|STRG.8891.1:326-1870|+    -            515 34006at50557         -            414   4.2e-07   28.2   0.2   1   2   2.3e-07   8.9e-06   23.9   0.0   111   222   353   474   348   476 0.78 -
31374at50557_133901_0:001035|STRG.8891.1:326-1870|+    -            515 34006at50557         -            414   4.2e-07   28.2   0.2   2   2      0.13       5.2    4.9   0.0   151   187   437   473   431   504 0.74 -
80377at50557_319348_0:0016a3|STRG.5197.1:1725-2483|+   -            253 34006at50557         -            414   4.2e-07   28.2   1.3   1   2   1.1e-06   4.4e-05   21.6   0.1   133   220    36   134    27   147 0.77 -
80377at50557_319348_0:0016a3|STRG.5197.1:1725-2483|+   -            253 34006at50557         -            414   4.2e-07   28.2   1.3   2   2    0.0005      0.02   12.9   0.2   110   250    98   247    94   252 0.80 -
80377at50557_319348_0:0016a3|STRG.5197.2:2148-2906|+   -            253 34006at50557         -            414   4.2e-07   28.2   1.3   1   2   1.1e-06   4.4e-05   21.6   0.1   133   220    36   134    27   147 0.77 -
80377at50557_319348_0:0016a3|STRG.5197.2:2148-2906|+   -            253 34006at50557         -            414   4.2e-07   28.2   1.3   2   2    0.0005      0.02   12.9   0.2   110   250    98   247    94   252 0.80 -
43719at50557_456900_0:000a8d|STRG.670.1:498-2579|+     -            694 34006at50557         -            414   4.3e-07   28.2   0.9   1   1   1.6e-08   6.4e-07   27.6   0.1   160   274    64   187    55   231 0.63 -
80377at50557_7237_0:001b62|STRG.4909.1:227-1084|+      -            286 34006at50557         -            414   5.9e-07   27.8   1.2   1   3   5.4e-07   2.1e-05   22.6   0.1   158   216     1    67     1    71 0.77 -
80377at50557_7237_0:001b62|STRG.4909.1:227-1084|+      -            286 34006at50557         -            414   5.9e-07   27.8   1.2   2   3     0.024      0.95    7.3   0.1    14    47    39    73    30   207 0.82 -
80377at50557_7237_0:001b62|STRG.4909.1:227-1084|+      -            286 34006at50557         -            414   5.9e-07   27.8   1.2   3   3      0.87        34    2.2   0.2   157   182   173   198   109   260 0.56 -
31374at50557_1155016_0:001371|STRG.8891.2:390-1844|+   -            485 34006at50557         -            414   5.9e-07   27.8   0.1   1   1   2.1e-07   8.3e-06   24.0   0.0   111   222   358   479   354   481 0.77 -
58729at50557_34720_0:000c0a|STRG.5131.4:96-806|+       -            237 34006at50557         -            414   6.1e-07   27.7   0.1   1   2   0.00024    0.0095   13.9   0.0   149   233    16   106    11   172 0.68 -
58729at50557_34720_0:000c0a|STRG.5131.4:96-806|+       -            237 34006at50557         -            414   6.1e-07   27.7   0.1   2   2    0.0017     0.066   11.1   0.0     8    49   183   223   178   229 0.85 -
71739at50557_103372_0:00145d|STRG.15110.1:94-1071|+    -            326 34006at50557         -            414   7.1e-07   27.5   0.3   1   3   0.00028     0.011   13.7   0.0   153   263    10   131     1   142 0.72 -
71739at50557_103372_0:00145d|STRG.15110.1:94-1071|+    -            326 34006at50557         -            414   7.1e-07   27.5   0.3   2   3    0.0029      0.11   10.4   0.1   125   183   160   219   143   239 0.66 -
71739at50557_103372_0:00145d|STRG.15110.1:94-1071|+    -            326 34006at50557         -            414   7.1e-07   27.5   0.3   3   3       8.9   3.5e+02   -1.2   0.0   105   138   278   312   230   316 0.83 -
58729at50557_34720_0:000c0a|STRG.5131.3:146-1102|+     -            319 34006at50557         -            414     8e-07   27.3   0.2   1   2   0.00019    0.0074   14.2   0.1   144   232    71   165    45   232 0.67 -
58729at50557_34720_0:000c0a|STRG.5131.3:146-1102|+     -            319 34006at50557         -            414     8e-07   27.3   0.2   2   2    0.0024     0.093   10.6   0.0     8    49   243   283   238   295 0.86 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+     -            303 34006at50557         -            414   1.1e-06   26.9   7.0   1   3   1.3e-05    0.0005   18.1   0.7   118   216    23   134     9   141 0.61 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+     -            303 34006at50557         -            414   1.1e-06   26.9   7.0   2   3   4.3e-06   0.00017   19.7   0.9    98   215    46   177    38   182 0.72 -
78072at50557_34720_0:000cf9|STRG.5437.5:583-1491|+     -            303 34006at50557         -            414   1.1e-06   26.9   7.0   3   3     0.016      0.61    7.9   1.8   100   220   137   263   134   283 0.62 -
40115at50557_7224_0:0020c8|STRG.5835.2:154-891|+       -            246 34006at50557         -            414   1.1e-06   26.8   2.2   1   2      0.12       4.6    5.1   0.3   119   181    61   125    38   134 0.70 -
40115at50557_7224_0:0020c8|STRG.5835.2:154-891|+       -            246 34006at50557         -            414   1.1e-06   26.8   2.2   2   2   1.2e-06   4.7e-05   21.5   0.1   108   214   133   245   127   246 0.84 -
56099at50557_34720_0:001a91|STRG.10950.2:86-1417|+     -            444 34006at50557         -            414   1.5e-06   26.5   2.2   1   4    0.0078      0.31    8.9   0.1   111   183    64   139    55   152 0.83 -
56099at50557_34720_0:001a91|STRG.10950.2:86-1417|+     -            444 34006at50557         -            414   1.5e-06   26.5   2.2   2   4     0.072       2.8    5.7   0.0   261   296   150   185   144   197 0.84 -
56099at50557_34720_0:001a91|STRG.10950.2:86-1417|+     -            444 34006at50557         -            414   1.5e-06   26.5   2.2   3   4      0.21       8.2    4.2   0.0   124   223   208   274   200   278 0.49 -
56099at50557_34720_0:001a91|STRG.10950.2:86-1417|+     -            444 34006at50557         -            414   1.5e-06   26.5   2.2   4   4      0.31        12    3.6   0.0     6    49   275   318   272   346 0.76 -
58729at50557_103372_0:00194e|STRG.5131.1:48-1529|+     -            494 34006at50557         -            414   2.8e-06   25.5   0.8   1   2   0.00048     0.019   12.9   0.1   144   232    41   135    15   202 0.68 -
58729at50557_103372_0:00194e|STRG.5131.1:48-1529|+     -            494 34006at50557         -            414   2.8e-06   25.5   0.8   2   2    0.0029      0.11   10.3   0.1     8    50   213   254   208   297 0.81 -
71739at50557_66420_0:0008cd|STRG.9011.1:820-1407|+     -            196 34006at50557         -            414   3.6e-06   25.1   0.1   1   3      0.52        20    2.9   0.0   201   218    18    35     7    45 0.71 -
71739at50557_66420_0:0008cd|STRG.9011.1:820-1407|+     -            196 34006at50557         -            414   3.6e-06   25.1   0.1   2   3    0.0086      0.34    8.8   0.0   267   291    49    74    43    81 0.81 -
71739at50557_66420_0:0008cd|STRG.9011.1:820-1407|+     -            196 34006at50557         -            414   3.6e-06   25.1   0.1   3   3   0.00015    0.0057   14.6   0.0   119   229    54   174    54   195 0.72 -
58729at50557_103372_0:00194e|STRG.5131.2:96-1487|+     -            464 34006at50557         -            414   4.2e-06   24.9   0.5   1   2    0.0011     0.041   11.8   0.0   149   232    16   105    11   173 0.69 -
58729at50557_103372_0:00194e|STRG.5131.2:96-1487|+     -            464 34006at50557         -            414   4.2e-06   24.9   0.5   2   2    0.0027       0.1   10.5   0.0     8    50   183   224   179   268 0.80 -
27737at50557_13686_0:00042a|STRG.14684.1:111-1943|+    -            611 34006at50557         -            414   5.9e-06   24.5   0.4   1   2   2.7e-06    0.0001   20.3   0.6   164   266    66   181    47   206 0.72 -
27737at50557_13686_0:00042a|STRG.14684.1:111-1943|+    -            611 34006at50557         -            414   5.9e-06   24.5   0.4   2   2       1.5        59    1.4   0.0    18    56   251   295   241   305 0.76 -
40115at50557_217634_0:0026fe|STRG.3918.10:1770-2951|+  -            394 34006at50557         -            414   1.1e-05   23.6   0.4   1   4      0.47        18    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.10:1770-2951|+  -            394 34006at50557         -            414   1.1e-05   23.6   0.4   2   4      0.42        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.3918.10:1770-2951|+  -            394 34006at50557         -            414   1.1e-05   23.6   0.4   3   4   0.00091     0.036   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.3918.10:1770-2951|+  -            394 34006at50557         -            414   1.1e-05   23.6   0.4   4   4       3.5   1.4e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.3918.1:506-1687|+    -            394 34006at50557         -            414   1.1e-05   23.6   0.4   1   4      0.47        18    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.1:506-1687|+    -            394 34006at50557         -            414   1.1e-05   23.6   0.4   2   4      0.42        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.3918.1:506-1687|+    -            394 34006at50557         -            414   1.1e-05   23.6   0.4   3   4   0.00091     0.036   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.3918.1:506-1687|+    -            394 34006at50557         -            414   1.1e-05   23.6   0.4   4   4       3.5   1.4e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.3918.2:715-1896|+    -            394 34006at50557         -            414   1.1e-05   23.6   0.4   1   4      0.47        18    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.2:715-1896|+    -            394 34006at50557         -            414   1.1e-05   23.6   0.4   2   4      0.42        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.3918.2:715-1896|+    -            394 34006at50557         -            414   1.1e-05   23.6   0.4   3   4   0.00091     0.036   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.3918.2:715-1896|+    -            394 34006at50557         -            414   1.1e-05   23.6   0.4   4   4       3.5   1.4e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.3918.3:1676-2857|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   1   4      0.47        18    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.3:1676-2857|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   2   4      0.42        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.3918.3:1676-2857|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   3   4   0.00091     0.036   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.3918.3:1676-2857|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   4   4       3.5   1.4e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.3918.4:1610-2791|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   1   4      0.47        18    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.4:1610-2791|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   2   4      0.42        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.3918.4:1610-2791|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   3   4   0.00091     0.036   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.3918.4:1610-2791|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   4   4       3.5   1.4e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.3918.6:2073-3254|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   1   4      0.47        18    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.6:2073-3254|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   2   4      0.42        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.3918.6:2073-3254|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   3   4   0.00091     0.036   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.3918.6:2073-3254|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   4   4       3.5   1.4e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.3918.8:1730-2911|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   1   4      0.47        18    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.8:1730-2911|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   2   4      0.42        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.3918.8:1730-2911|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   3   4   0.00091     0.036   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.3918.8:1730-2911|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   4   4       3.5   1.4e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
40115at50557_217634_0:0026fe|STRG.3918.9:1251-2432|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   1   4      0.47        18    3.1   0.1   264   291    64    91    45   108 0.80 -
40115at50557_217634_0:0026fe|STRG.3918.9:1251-2432|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   2   4      0.42        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_217634_0:0026fe|STRG.3918.9:1251-2432|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   3   4   0.00091     0.036   12.0   0.0   123   191   249   319   233   352 0.73 -
40115at50557_217634_0:0026fe|STRG.3918.9:1251-2432|+   -            394 34006at50557         -            414   1.1e-05   23.6   0.4   4   4       3.5   1.4e+02    0.2   0.0   158   189   326   357   313   380 0.65 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+     -            305 34006at50557         -            414   1.3e-05   23.3  13.7   1   2   1.4e-05   0.00057   17.9   0.8   118   216    25   136    11   143 0.61 -
78072at50557_34720_0:000cf9|STRG.5437.4:144-1058|+     -            305 34006at50557         -            414   1.3e-05   23.3  13.7   2   2   1.9e-05   0.00073   17.6   6.0    13   221    63   266    58   280 0.71 -
40115at50557_121225_0:000dac|STRG.3918.5:777-1847|+    -            357 34006at50557         -            414   1.5e-05   23.2   0.3   1   3       1.2        48    1.7   0.0   267   291     3    27     1    45 0.84 -
40115at50557_121225_0:000dac|STRG.3918.5:777-1847|+    -            357 34006at50557         -            414   1.5e-05   23.2   0.3   2   3      0.34        13    3.5   0.0   118   184    53   121    39   160 0.79 -
40115at50557_121225_0:000dac|STRG.3918.5:777-1847|+    -            357 34006at50557         -            414   1.5e-05   23.2   0.3   3   3   0.00051      0.02   12.8   0.0   123   199   185   267   151   295 0.74 -
40115at50557_166361_0:00373d|STRG.3918.11:2004-3209|+  -            402 34006at50557         -            414   1.5e-05   23.1   0.2   1   3      0.51        20    2.9   0.0   264   291    64    91    47   105 0.80 -
40115at50557_166361_0:00373d|STRG.3918.11:2004-3209|+  -            402 34006at50557         -            414   1.5e-05   23.1   0.2   2   3      0.44        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_166361_0:00373d|STRG.3918.11:2004-3209|+  -            402 34006at50557         -            414   1.5e-05   23.1   0.2   3   3   0.00061     0.024   12.6   0.0   123   199   249   331   215   361 0.74 -
40115at50557_166361_0:00373d|STRG.3918.12:2070-3275|+  -            402 34006at50557         -            414   1.5e-05   23.1   0.2   1   3      0.51        20    2.9   0.0   264   291    64    91    47   105 0.80 -
40115at50557_166361_0:00373d|STRG.3918.12:2070-3275|+  -            402 34006at50557         -            414   1.5e-05   23.1   0.2   2   3      0.44        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_166361_0:00373d|STRG.3918.12:2070-3275|+  -            402 34006at50557         -            414   1.5e-05   23.1   0.2   3   3   0.00061     0.024   12.6   0.0   123   199   249   331   215   361 0.74 -
40115at50557_166361_0:00373d|STRG.3918.13:2073-3278|+  -            402 34006at50557         -            414   1.5e-05   23.1   0.2   1   3      0.51        20    2.9   0.0   264   291    64    91    47   105 0.80 -
40115at50557_166361_0:00373d|STRG.3918.13:2073-3278|+  -            402 34006at50557         -            414   1.5e-05   23.1   0.2   2   3      0.44        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_166361_0:00373d|STRG.3918.13:2073-3278|+  -            402 34006at50557         -            414   1.5e-05   23.1   0.2   3   3   0.00061     0.024   12.6   0.0   123   199   249   331   215   361 0.74 -
40115at50557_166361_0:00373d|STRG.3918.7:1650-2855|+   -            402 34006at50557         -            414   1.5e-05   23.1   0.2   1   3      0.51        20    2.9   0.0   264   291    64    91    47   105 0.80 -
40115at50557_166361_0:00373d|STRG.3918.7:1650-2855|+   -            402 34006at50557         -            414   1.5e-05   23.1   0.2   2   3      0.44        17    3.2   0.0   118   184   117   185   107   223 0.79 -
40115at50557_166361_0:00373d|STRG.3918.7:1650-2855|+   -            402 34006at50557         -            414   1.5e-05   23.1   0.2   3   3   0.00061     0.024   12.6   0.0   123   199   249   331   215   361 0.74 -
78072at50557_38123_0:00214a|STRG.14962.1:171-920|+     -            250 34006at50557         -            414   2.4e-05   22.5   0.5   1   3   0.00039     0.015   13.2   0.0   188   244    10    68     2    79 0.77 -
78072at50557_38123_0:00214a|STRG.14962.1:171-920|+     -            250 34006at50557         -            414   2.4e-05   22.5   0.5   2   3       1.6        62    1.3   0.0    11    95    93   179    84   188 0.64 -
78072at50557_38123_0:00214a|STRG.14962.1:171-920|+     -            250 34006at50557         -            414   2.4e-05   22.5   0.5   3   3      0.11       4.4    5.1   0.1   158   214   188   249   150   250 0.71 -
33043at50557_1507135_0:0016cf|STRG.2371.1:1758-2336|+  -            193 34006at50557         -            414   2.8e-05   22.2   1.4   1   2   0.00022    0.0085   14.1   0.1   124   235    46   169    28   172 0.71 -
33043at50557_1507135_0:0016cf|STRG.2371.1:1758-2336|+  -            193 34006at50557         -            414   2.8e-05   22.2   1.4   2   2   0.00021    0.0084   14.1   0.1   125   184   132   192   118   193 0.89 -
74508at50557_7394_0:0023c7|STRG.9382.1:243-1118|+      -            292 34006at50557         -            414   3.5e-05   21.9   0.1   1   3     0.025      0.98    7.3   0.0   121   218    19   122    10   126 0.67 -
74508at50557_7394_0:0023c7|STRG.9382.1:243-1118|+      -            292 34006at50557         -            414   3.5e-05   21.9   0.1   2   3       1.3        52    1.6   0.0    18    50   135   167   127   206 0.80 -
74508at50557_7394_0:0023c7|STRG.9382.1:243-1118|+      -            292 34006at50557         -            414   3.5e-05   21.9   0.1   3   3    0.0058      0.23    9.3   0.0   190   247   232   291   208   292 0.79 -
57752at50557_38123_0:002253|STRG.8750.1:560-1105|+     -            182 34006at50557         -            414   3.7e-05   21.8   0.4   1   2   0.00014    0.0056   14.6   0.1   130   216     5   102     2   106 0.63 -
57752at50557_38123_0:002253|STRG.8750.1:560-1105|+     -            182 34006at50557         -            414   3.7e-05   21.8   0.4   2   2    0.0035      0.14   10.1   0.1   119   187    81   152    72   174 0.72 -
57752at50557_38123_0:002253|STRG.8750.2:560-1105|+     -            182 34006at50557         -            414   3.7e-05   21.8   0.4   1   2   0.00014    0.0056   14.6   0.1   130   216     5   102     2   106 0.63 -
57752at50557_38123_0:002253|STRG.8750.2:560-1105|+     -            182 34006at50557         -            414   3.7e-05   21.8   0.4   2   2    0.0035      0.14   10.1   0.1   119   187    81   152    72   174 0.72 -
57752at50557_38123_0:002253|STRG.8750.3:823-1368|+     -            182 34006at50557         -            414   3.7e-05   21.8   0.4   1   2   0.00014    0.0056   14.6   0.1   130   216     5   102     2   106 0.63 -
57752at50557_38123_0:002253|STRG.8750.3:823-1368|+     -            182 34006at50557         -            414   3.7e-05   21.8   0.4   2   2    0.0035      0.14   10.1   0.1   119   187    81   152    72   174 0.72 -
57752at50557_38123_0:002253|STRG.8750.4:664-1209|+     -            182 34006at50557         -            414   3.7e-05   21.8   0.4   1   2   0.00014    0.0056   14.6   0.1   130   216     5   102     2   106 0.63 -
57752at50557_38123_0:002253|STRG.8750.4:664-1209|+     -            182 34006at50557         -            414   3.7e-05   21.8   0.4   2   2    0.0035      0.14   10.1   0.1   119   187    81   152    72   174 0.72 -
80377at50557_108931_0:002353|STRG.15668.1:2785-3402|+  -            206 34006at50557         -            414   4.4e-05   21.6   0.0   1   2      0.98        38    2.0   0.0   168   182     3    17     1    28 0.85 -
80377at50557_108931_0:002353|STRG.15668.1:2785-3402|+  -            206 34006at50557         -            414   4.4e-05   21.6   0.0   2   2     2e-05   0.00079   17.4   0.0   116   189    42   120    30   125 0.80 -
80377at50557_108931_0:002353|STRG.15668.2:2367-2984|+  -            206 34006at50557         -            414   4.4e-05   21.6   0.0   1   2      0.98        38    2.0   0.0   168   182     3    17     1    28 0.85 -
80377at50557_108931_0:002353|STRG.15668.2:2367-2984|+  -            206 34006at50557         -            414   4.4e-05   21.6   0.0   2   2     2e-05   0.00079   17.4   0.0   116   189    42   120    30   125 0.80 -
80377at50557_108931_0:002353|STRG.15668.3:2805-3422|+  -            206 34006at50557         -            414   4.4e-05   21.6   0.0   1   2      0.98        38    2.0   0.0   168   182     3    17     1    28 0.85 -
80377at50557_108931_0:002353|STRG.15668.3:2805-3422|+  -            206 34006at50557         -            414   4.4e-05   21.6   0.0   2   2     2e-05   0.00079   17.4   0.0   116   189    42   120    30   125 0.80 -
