#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
48053at50557_7536_0:0009dd|STRG.4090.1:36-437|+       -            134 48053at50557         -            417   1.1e-74  248.3   0.3   1   1     8e-76   1.2e-74  248.2   0.3     2   130     1   133     1   134 0.97 -
48053at50557_121225_0:000002|STRG.15109.3:177-875|+   -            233 48053at50557         -            417   0.00074   15.1   0.1   2   2    0.0065       0.1    8.0   0.0   285   329   181   232   162   233 0.73 -
48053at50557_121845_0:002b56|STRG.4879.3:1696-2076|+  -            127 48053at50557         -            417   0.00077   15.0   0.2   1   2   0.00017    0.0026   13.3   0.1   319   346     5    32     2    50 0.80 -
48053at50557_121845_0:002b56|STRG.4879.3:1696-2076|+  -            127 48053at50557         -            417   0.00077   15.0   0.2   2   2       2.3        35   -0.3   0.0   248   265   100   117    42   122 0.69 -
48053at50557_1629725_0:001d98|STRG.1001.1:177-887|+   -            237 48053at50557         -            417    0.0021   13.6   0.2   1   1     0.006     0.093    8.1   0.0   293   318   129   154   120   192 0.66 -
48053at50557_1629725_0:001d98|STRG.1001.2:761-1471|+  -            237 48053at50557         -            417    0.0021   13.6   0.2   1   1     0.006     0.093    8.1   0.0   293   318   129   154   120   192 0.66 -
48053at50557_1629725_0:001d98|STRG.1001.3:761-1471|+  -            237 48053at50557         -            417    0.0021   13.6   0.2   1   1     0.006     0.093    8.1   0.0   293   318   129   154   120   192 0.66 -
37475at50557_29031_0:002211|STRG.11276.1:400-888|+    -            163 48053at50557         -            417    0.0024   13.3   0.4   1   2       2.1        32   -0.2   0.0   295   308    19    32     8    39 0.59 -
37475at50557_29031_0:002211|STRG.11276.1:400-888|+    -            163 48053at50557         -            417    0.0024   13.3   0.4   2   2     0.001     0.016   10.7   0.1   214   269    44   105    36   159 0.81 -
37475at50557_29031_0:002211|STRG.11276.4:395-883|+    -            163 48053at50557         -            417    0.0024   13.3   0.4   1   2       2.1        32   -0.2   0.0   295   308    19    32     8    39 0.59 -
37475at50557_29031_0:002211|STRG.11276.4:395-883|+    -            163 48053at50557         -            417    0.0024   13.3   0.4   2   2     0.001     0.016   10.7   0.1   214   269    44   105    36   159 0.81 -
37475at50557_29031_0:002211|STRG.11276.5:237-725|+    -            163 48053at50557         -            417    0.0024   13.3   0.4   1   2       2.1        32   -0.2   0.0   295   308    19    32     8    39 0.59 -
37475at50557_29031_0:002211|STRG.11276.5:237-725|+    -            163 48053at50557         -            417    0.0024   13.3   0.4   2   2     0.001     0.016   10.7   0.1   214   269    44   105    36   159 0.81 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+   -            142 48053at50557         -            417    0.0025   13.3   0.2   1   2       1.8        27    0.0   0.0   295   307    19    31     6    36 0.58 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+   -            142 48053at50557         -            417    0.0025   13.3   0.2   2   2    0.0009     0.014   10.9   0.1   213   269    43   105    34   119 0.74 -
48053at50557_45779_0:002781|STRG.5543.1:339-1064|+    -            242 48053at50557         -            417     0.005   12.3   0.1   1   1   0.00098     0.015   10.7   0.1   213   248    46    85    24    89 0.73 -
48053at50557_45779_0:002781|STRG.5543.2:628-1353|+    -            242 48053at50557         -            417     0.005   12.3   0.1   1   1   0.00098     0.015   10.7   0.1   213   248    46    85    24    89 0.73 -
37475at50557_7029_0:0049bc|STRG.15555.1:361-708|+     -            116 48053at50557         -            417    0.0088   11.5   0.0   1   2      0.51       7.8    1.8   0.0   219   246     6    37     4    45 0.63 -
37475at50557_7029_0:0049bc|STRG.15555.1:361-708|+     -            116 48053at50557         -            417    0.0088   11.5   0.0   2   2    0.0011     0.017   10.6   0.0   287   370    18   115    13   116 0.69 -
37475at50557_7029_0:0049bc|STRG.15555.2:168-515|+     -            116 48053at50557         -            417    0.0088   11.5   0.0   1   2      0.51       7.8    1.8   0.0   219   246     6    37     4    45 0.63 -
37475at50557_7029_0:0049bc|STRG.15555.2:168-515|+     -            116 48053at50557         -            417    0.0088   11.5   0.0   2   2    0.0011     0.017   10.6   0.0   287   370    18   115    13   116 0.69 -
37475at50557_7029_0:0049bc|STRG.15555.3:39-386|+      -            116 48053at50557         -            417    0.0088   11.5   0.0   1   2      0.51       7.8    1.8   0.0   219   246     6    37     4    45 0.63 -
37475at50557_7029_0:0049bc|STRG.15555.3:39-386|+      -            116 48053at50557         -            417    0.0088   11.5   0.0   2   2    0.0011     0.017   10.6   0.0   287   370    18   115    13   116 0.69 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/48053at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/rerun_results/48053at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/48053at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 18:09:09 2024
# [ok]
