#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
37475at50557_103372_0:00039a|STRG.14964.1:2-1201|+    -            400 37475at50557         -            589   4.3e-95  315.9   8.0   1   1   1.2e-94   1.3e-93  311.0   8.0   257   566     7   400     4   400 0.86 -
48053at50557_37344_0:000a08|STRG.12074.4:1978-2769|+  -            264 37475at50557         -            589   2.6e-06   22.7   0.1   1   5     0.007     0.079    8.0   0.0   221   247     3    29     1    50 0.60 -
48053at50557_37344_0:000a08|STRG.12074.4:1978-2769|+  -            264 37475at50557         -            589   2.6e-06   22.7   0.1   2   5      0.37       4.2    2.3   0.0   145   191    44    95    37   104 0.73 -
48053at50557_37344_0:000a08|STRG.12074.4:1978-2769|+  -            264 37475at50557         -            589   2.6e-06   22.7   0.1   3   5       0.2       2.3    3.1   0.0   149   187    95   132    92   139 0.80 -
48053at50557_37344_0:000a08|STRG.12074.4:1978-2769|+  -            264 37475at50557         -            589   2.6e-06   22.7   0.1   4   5      0.39       4.5    2.2   0.0    70   103   177   210   157   221 0.78 -
48053at50557_37344_0:000a08|STRG.12074.4:1978-2769|+  -            264 37475at50557         -            589   2.6e-06   22.7   0.1   5   5      0.97        11    0.9   0.1    77   108   230   261   227   263 0.88 -
37475at50557_217634_0:002190|STRG.5561.2:105-2108|+   -            668 37475at50557         -            589     3e-06   22.6   4.5   1   3       7.6        86   -2.1   0.0    80   119     1    39     1    54 0.67 -
37475at50557_217634_0:002190|STRG.5561.2:105-2108|+   -            668 37475at50557         -            589     3e-06   22.6   4.5   2   3     0.016      0.18    6.8   0.0   220   251   178   209   167   297 0.91 -
37475at50557_217634_0:002190|STRG.5561.2:105-2108|+   -            668 37475at50557         -            589     3e-06   22.6   4.5   3   3   2.9e-05   0.00033   15.8   1.4   476   575   523   634   491   649 0.76 -
48053at50557_69319_0:0011f4|STRG.7846.1:1036-1812|+   -            259 37475at50557         -            589   4.1e-06   22.1   1.6   1   2      0.11       1.3    4.0   0.0   149   185   102   138    92   144 0.78 -
48053at50557_69319_0:0011f4|STRG.7846.1:1036-1812|+   -            259 37475at50557         -            589   4.1e-06   22.1   1.6   2   2   6.7e-05   0.00076   14.6   0.1    71   179   137   259   135   259 0.78 -
48053at50557_69319_0:0011f4|STRG.7846.2:783-1559|+    -            259 37475at50557         -            589   4.1e-06   22.1   1.6   1   2      0.11       1.3    4.0   0.0   149   185   102   138    92   144 0.78 -
48053at50557_69319_0:0011f4|STRG.7846.2:783-1559|+    -            259 37475at50557         -            589   4.1e-06   22.1   1.6   2   2   6.7e-05   0.00076   14.6   0.1    71   179   137   259   135   259 0.78 -
48053at50557_319348_0:001158|STRG.13807.1:845-1579|+  -            245 37475at50557         -            589   1.4e-05   20.4   2.3   1   3   0.00071    0.0081   11.2   0.0   145   188    40    83    26    86 0.88 -
48053at50557_319348_0:001158|STRG.13807.1:845-1579|+  -            245 37475at50557         -            589   1.4e-05   20.4   2.3   2   3      0.12       1.4    3.9   0.0   150   184    87   121    83   127 0.82 -
48053at50557_319348_0:001158|STRG.13807.1:845-1579|+  -            245 37475at50557         -            589   1.4e-05   20.4   2.3   3   3      0.54       6.1    1.7   0.2   134   134   181   181   134   245 0.55 -
48053at50557_319348_0:001158|STRG.13807.2:507-1241|+  -            245 37475at50557         -            589   1.4e-05   20.4   2.3   1   3   0.00071    0.0081   11.2   0.0   145   188    40    83    26    86 0.88 -
48053at50557_319348_0:001158|STRG.13807.2:507-1241|+  -            245 37475at50557         -            589   1.4e-05   20.4   2.3   2   3      0.12       1.4    3.9   0.0   150   184    87   121    83   127 0.82 -
48053at50557_319348_0:001158|STRG.13807.2:507-1241|+  -            245 37475at50557         -            589   1.4e-05   20.4   2.3   3   3      0.54       6.1    1.7   0.2   134   134   181   181   134   245 0.55 -
48053at50557_29053_0:00114c|STRG.4684.2:631-1503|+    -            291 37475at50557         -            589   1.9e-05   19.9   9.9   1   5       1.2        13    0.6   0.0   157   182    66    92    55    98 0.71 -
48053at50557_29053_0:00114c|STRG.4684.2:631-1503|+    -            291 37475at50557         -            589   1.9e-05   19.9   9.9   2   5       0.3       3.4    2.6   0.2   149   184   108   144    99   148 0.76 -
48053at50557_29053_0:00114c|STRG.4684.2:631-1503|+    -            291 37475at50557         -            589   1.9e-05   19.9   9.9   3   5      0.27       3.1    2.7   0.0   145   181   150   187   143   192 0.77 -
48053at50557_29053_0:00114c|STRG.4684.2:631-1503|+    -            291 37475at50557         -            589   1.9e-05   19.9   9.9   4   5   5.3e-05    0.0006   15.0   0.1   139   182   188   232   187   239 0.85 -
48053at50557_29053_0:00114c|STRG.4684.2:631-1503|+    -            291 37475at50557         -            589   1.9e-05   19.9   9.9   5   5      0.49       5.5    1.9   0.2   151   182   257   289   254   291 0.76 -
48053at50557_29053_0:00114c|STRG.14386.1:334-1224|+   -            297 37475at50557         -            589   1.9e-05   19.9   2.9   1   3      0.33       3.8    2.4   0.3   121   188    60   135    54   144 0.62 -
48053at50557_29053_0:00114c|STRG.14386.1:334-1224|+   -            297 37475at50557         -            589   1.9e-05   19.9   2.9   2   3   2.8e-05   0.00031   15.9   0.0    75   112   179   216   171   217 0.83 -
48053at50557_29053_0:00114c|STRG.14386.1:334-1224|+   -            297 37475at50557         -            589   1.9e-05   19.9   2.9   3   3         8        90   -2.1   0.0   158   183   233   261   225   274 0.70 -
48053at50557_29053_0:00114c|STRG.14386.2:21-911|+     -            297 37475at50557         -            589   1.9e-05   19.9   2.9   1   3      0.33       3.8    2.4   0.3   121   188    60   135    54   144 0.62 -
48053at50557_29053_0:00114c|STRG.14386.2:21-911|+     -            297 37475at50557         -            589   1.9e-05   19.9   2.9   2   3   2.8e-05   0.00031   15.9   0.0    75   112   179   216   171   217 0.83 -
48053at50557_29053_0:00114c|STRG.14386.2:21-911|+     -            297 37475at50557         -            589   1.9e-05   19.9   2.9   3   3         8        90   -2.1   0.0   158   183   233   261   225   274 0.70 -
48053at50557_197043_0:005df8|STRG.12385.1:1387-2223|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   1   3     0.028      0.32    5.9   1.7   144   232    28   131     7   154 0.63 -
48053at50557_197043_0:005df8|STRG.12385.1:1387-2223|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   2   3    0.0061     0.069    8.2   0.0   163   188   219   244   210   247 0.90 -
48053at50557_197043_0:005df8|STRG.12385.1:1387-2223|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   3   3     0.017      0.19    6.7   0.1   150   179   248   278   245   279 0.89 -
48053at50557_197043_0:005df8|STRG.12385.2:1390-2226|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   1   3     0.028      0.32    5.9   1.7   144   232    28   131     7   154 0.63 -
48053at50557_197043_0:005df8|STRG.12385.2:1390-2226|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   2   3    0.0061     0.069    8.2   0.0   163   188   219   244   210   247 0.90 -
48053at50557_197043_0:005df8|STRG.12385.2:1390-2226|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   3   3     0.017      0.19    6.7   0.1   150   179   248   278   245   279 0.89 -
48053at50557_197043_0:005df8|STRG.12385.3:1411-2247|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   1   3     0.028      0.32    5.9   1.7   144   232    28   131     7   154 0.63 -
48053at50557_197043_0:005df8|STRG.12385.3:1411-2247|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   2   3    0.0061     0.069    8.2   0.0   163   188   219   244   210   247 0.90 -
48053at50557_197043_0:005df8|STRG.12385.3:1411-2247|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   3   3     0.017      0.19    6.7   0.1   150   179   248   278   245   279 0.89 -
48053at50557_197043_0:005df8|STRG.12385.4:1387-2223|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   1   3     0.028      0.32    5.9   1.7   144   232    28   131     7   154 0.63 -
48053at50557_197043_0:005df8|STRG.12385.4:1387-2223|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   2   3    0.0061     0.069    8.2   0.0   163   188   219   244   210   247 0.90 -
48053at50557_197043_0:005df8|STRG.12385.4:1387-2223|+ -            279 37475at50557         -            589   2.2e-05   19.7   7.7   3   3     0.017      0.19    6.7   0.1   150   179   248   278   245   279 0.89 -
48053at50557_197043_0:005df8|STRG.12385.5:736-1572|+  -            279 37475at50557         -            589   2.2e-05   19.7   7.7   1   3     0.028      0.32    5.9   1.7   144   232    28   131     7   154 0.63 -
48053at50557_197043_0:005df8|STRG.12385.5:736-1572|+  -            279 37475at50557         -            589   2.2e-05   19.7   7.7   2   3    0.0061     0.069    8.2   0.0   163   188   219   244   210   247 0.90 -
48053at50557_197043_0:005df8|STRG.12385.5:736-1572|+  -            279 37475at50557         -            589   2.2e-05   19.7   7.7   3   3     0.017      0.19    6.7   0.1   150   179   248   278   245   279 0.89 -
48053at50557_1155016_0:001034|STRG.7364.1:132-854|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   1   4     0.013      0.15    7.0   0.1   148   184    38    74    29    86 0.89 -
48053at50557_1155016_0:001034|STRG.7364.1:132-854|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   2   4    0.0058     0.065    8.2   0.1   143   212   115   183   111   189 0.89 -
48053at50557_1155016_0:001034|STRG.7364.1:132-854|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   3   4     0.074      0.84    4.6   0.0   150   191   164   203   158   209 0.85 -
48053at50557_1155016_0:001034|STRG.7364.1:132-854|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   4   4      0.14       1.6    3.6   0.1   151   180   208   236   200   239 0.74 -
48053at50557_1155016_0:001034|STRG.7364.2:261-983|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   1   4     0.013      0.15    7.0   0.1   148   184    38    74    29    86 0.89 -
48053at50557_1155016_0:001034|STRG.7364.2:261-983|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   2   4    0.0058     0.065    8.2   0.1   143   212   115   183   111   189 0.89 -
48053at50557_1155016_0:001034|STRG.7364.2:261-983|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   3   4     0.074      0.84    4.6   0.0   150   191   164   203   158   209 0.85 -
48053at50557_1155016_0:001034|STRG.7364.2:261-983|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   4   4      0.14       1.6    3.6   0.1   151   180   208   236   200   239 0.74 -
48053at50557_1155016_0:001034|STRG.7364.3:183-905|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   1   4     0.013      0.15    7.0   0.1   148   184    38    74    29    86 0.89 -
48053at50557_1155016_0:001034|STRG.7364.3:183-905|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   2   4    0.0058     0.065    8.2   0.1   143   212   115   183   111   189 0.89 -
48053at50557_1155016_0:001034|STRG.7364.3:183-905|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   3   4     0.074      0.84    4.6   0.0   150   191   164   203   158   209 0.85 -
48053at50557_1155016_0:001034|STRG.7364.3:183-905|+   -            241 37475at50557         -            589   2.4e-05   19.6   3.8   4   4      0.14       1.6    3.6   0.1   151   180   208   236   200   239 0.74 -
48053at50557_121225_0:000002|STRG.15109.3:177-875|+   -            233 37475at50557         -            589   2.5e-05   19.5   0.1   1   2   0.00015    0.0017   13.5   0.0   133   202    17    94     9   104 0.79 -
48053at50557_121225_0:000002|STRG.15109.3:177-875|+   -            233 37475at50557         -            589   2.5e-05   19.5   0.1   2   2     0.091         1    4.3   0.0   157   185   180   208   164   233 0.79 -
48053at50557_307658_0:00145d|STRG.1955.4:9635-10306|+ -            224 37475at50557         -            589   3.5e-05   19.0   0.0   1   2       3.2        37   -0.9   0.0   151   183   151   183   140   186 0.80 -
48053at50557_307658_0:00145d|STRG.1955.4:9635-10306|+ -            224 37475at50557         -            589   3.5e-05   19.0   0.0   2   2   1.1e-05   0.00012   17.3   0.0   144   180   186   222   178   224 0.93 -
48053at50557_326594_0:000a53|STRG.18790.1:288-1043|+  -            252 37475at50557         -            589   5.6e-05   18.3   0.5   1   3     0.016      0.18    6.7   0.0   141   190    42    91    18   102 0.87 -
48053at50557_326594_0:000a53|STRG.18790.1:288-1043|+  -            252 37475at50557         -            589   5.6e-05   18.3   0.5   2   3      0.02      0.23    6.4   0.0   151   191    94   136    89   169 0.66 -
48053at50557_326594_0:000a53|STRG.18790.1:288-1043|+  -            252 37475at50557         -            589   5.6e-05   18.3   0.5   3   3       0.8       9.1    1.2   0.0    80   108   224   252   214   252 0.91 -
48053at50557_7200_0:001ead|STRG.1955.1:9126-10145|+   -            340 37475at50557         -            589   5.8e-05   18.3   0.0   1   2       6.7        76   -1.9   0.0   151   183   258   290   252   293 0.78 -
48053at50557_7200_0:001ead|STRG.1955.1:9126-10145|+   -            340 37475at50557         -            589   5.8e-05   18.3   0.0   2   2   1.4e-05   0.00015   16.9   0.0   144   180   293   329   285   338 0.91 -
48053at50557_7200_0:001ead|STRG.1955.6:9225-10244|+   -            340 37475at50557         -            589   5.8e-05   18.3   0.0   1   2       6.7        76   -1.9   0.0   151   183   258   290   252   293 0.78 -
48053at50557_7200_0:001ead|STRG.1955.6:9225-10244|+   -            340 37475at50557         -            589   5.8e-05   18.3   0.0   2   2   1.4e-05   0.00015   16.9   0.0   144   180   293   329   285   338 0.91 -
48053at50557_7200_0:001ead|STRG.1955.2:9126-10274|+   -            383 37475at50557         -            589     6e-05   18.3   0.0   1   2       7.8        88   -2.1   0.0   151   183   258   290   253   294 0.77 -
48053at50557_7200_0:001ead|STRG.1955.2:9126-10274|+   -            383 37475at50557         -            589     6e-05   18.3   0.0   2   2   1.6e-05   0.00018   16.7   0.0   144   181   293   330   289   343 0.90 -
48053at50557_7200_0:001ead|STRG.1955.3:9123-10271|+   -            383 37475at50557         -            589     6e-05   18.3   0.0   1   2       7.8        88   -2.1   0.0   151   183   258   290   253   294 0.77 -
48053at50557_7200_0:001ead|STRG.1955.3:9123-10271|+   -            383 37475at50557         -            589     6e-05   18.3   0.0   2   2   1.6e-05   0.00018   16.7   0.0   144   181   293   330   289   343 0.90 -
48053at50557_168631_0:000bf2|STRG.13802.2:2-346|+     -            115 37475at50557         -            589   7.5e-05   17.9   0.0   1   2     0.025      0.29    6.1   0.0    78   108    38    68    28    75 0.87 -
48053at50557_168631_0:000bf2|STRG.13802.2:2-346|+     -            115 37475at50557         -            589   7.5e-05   17.9   0.0   2   2     0.002     0.023    9.7   0.0   148   182    79   113    69   115 0.83 -
37475at50557_39758_0:000c43|STRG.14307.1:2036-2764|+  -            243 37475at50557         -            589   8.7e-05   17.7   2.0   1   3      0.12       1.4    3.9   0.0    80   108     1    29     1    37 0.92 -
37475at50557_39758_0:000c43|STRG.14307.1:2036-2764|+  -            243 37475at50557         -            589   8.7e-05   17.7   2.0   2   3      0.13       1.5    3.8   0.2   150   186    95   130    91   166 0.74 -
37475at50557_39758_0:000c43|STRG.14307.1:2036-2764|+  -            243 37475at50557         -            589   8.7e-05   17.7   2.0   3   3    0.0057     0.064    8.3   0.1   173   205   169   203   153   208 0.85 -
37475at50557_39758_0:000c43|STRG.14307.2:1913-2641|+  -            243 37475at50557         -            589   8.7e-05   17.7   2.0   1   3      0.12       1.4    3.9   0.0    80   108     1    29     1    37 0.92 -
37475at50557_39758_0:000c43|STRG.14307.2:1913-2641|+  -            243 37475at50557         -            589   8.7e-05   17.7   2.0   2   3      0.13       1.5    3.8   0.2   150   186    95   130    91   166 0.74 -
37475at50557_39758_0:000c43|STRG.14307.2:1913-2641|+  -            243 37475at50557         -            589   8.7e-05   17.7   2.0   3   3    0.0057     0.064    8.3   0.1   173   205   169   203   153   208 0.85 -
37475at50557_39758_0:000c43|STRG.14307.3:1638-2366|+  -            243 37475at50557         -            589   8.7e-05   17.7   2.0   1   3      0.12       1.4    3.9   0.0    80   108     1    29     1    37 0.92 -
37475at50557_39758_0:000c43|STRG.14307.3:1638-2366|+  -            243 37475at50557         -            589   8.7e-05   17.7   2.0   2   3      0.13       1.5    3.8   0.2   150   186    95   130    91   166 0.74 -
37475at50557_39758_0:000c43|STRG.14307.3:1638-2366|+  -            243 37475at50557         -            589   8.7e-05   17.7   2.0   3   3    0.0057     0.064    8.3   0.1   173   205   169   203   153   208 0.85 -
48053at50557_568069_0:0022d9|STRG.4684.1:484-1341|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   1   5       1.1        13    0.7   0.0   157   182    66    92    55   100 0.72 -
48053at50557_568069_0:0022d9|STRG.4684.1:484-1341|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   2   5      0.29       3.3    2.6   0.1   149   184   108   144   102   152 0.76 -
48053at50557_568069_0:0022d9|STRG.4684.1:484-1341|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   3   5      0.29       3.3    2.6   0.0   145   181   150   187   144   191 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.1:484-1341|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   4   5   2.3e-05   0.00026   16.1   0.1   138   182   187   232   163   239 0.81 -
48053at50557_568069_0:0022d9|STRG.4684.1:484-1341|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   5   5       3.2        36   -0.8   0.3   151   179   257   286   254   286 0.76 -
48053at50557_568069_0:0022d9|STRG.4684.3:511-1368|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   1   5       1.1        13    0.7   0.0   157   182    66    92    55   100 0.72 -
48053at50557_568069_0:0022d9|STRG.4684.3:511-1368|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   2   5      0.29       3.3    2.6   0.1   149   184   108   144   102   152 0.76 -
48053at50557_568069_0:0022d9|STRG.4684.3:511-1368|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   3   5      0.29       3.3    2.6   0.0   145   181   150   187   144   191 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.3:511-1368|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   4   5   2.3e-05   0.00026   16.1   0.1   138   182   187   232   163   239 0.81 -
48053at50557_568069_0:0022d9|STRG.4684.3:511-1368|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   5   5       3.2        36   -0.8   0.3   151   179   257   286   254   286 0.76 -
48053at50557_568069_0:0022d9|STRG.4684.4:500-1357|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   1   5       1.1        13    0.7   0.0   157   182    66    92    55   100 0.72 -
48053at50557_568069_0:0022d9|STRG.4684.4:500-1357|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   2   5      0.29       3.3    2.6   0.1   149   184   108   144   102   152 0.76 -
48053at50557_568069_0:0022d9|STRG.4684.4:500-1357|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   3   5      0.29       3.3    2.6   0.0   145   181   150   187   144   191 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.4:500-1357|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   4   5   2.3e-05   0.00026   16.1   0.1   138   182   187   232   163   239 0.81 -
48053at50557_568069_0:0022d9|STRG.4684.4:500-1357|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   5   5       3.2        36   -0.8   0.3   151   179   257   286   254   286 0.76 -
48053at50557_568069_0:0022d9|STRG.4684.5:866-1723|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   1   5       1.1        13    0.7   0.0   157   182    66    92    55   100 0.72 -
48053at50557_568069_0:0022d9|STRG.4684.5:866-1723|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   2   5      0.29       3.3    2.6   0.1   149   184   108   144   102   152 0.76 -
48053at50557_568069_0:0022d9|STRG.4684.5:866-1723|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   3   5      0.29       3.3    2.6   0.0   145   181   150   187   144   191 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.5:866-1723|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   4   5   2.3e-05   0.00026   16.1   0.1   138   182   187   232   163   239 0.81 -
48053at50557_568069_0:0022d9|STRG.4684.5:866-1723|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   5   5       3.2        36   -0.8   0.3   151   179   257   286   254   286 0.76 -
48053at50557_568069_0:0022d9|STRG.4684.6:606-1463|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   1   5       1.1        13    0.7   0.0   157   182    66    92    55   100 0.72 -
48053at50557_568069_0:0022d9|STRG.4684.6:606-1463|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   2   5      0.29       3.3    2.6   0.1   149   184   108   144   102   152 0.76 -
48053at50557_568069_0:0022d9|STRG.4684.6:606-1463|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   3   5      0.29       3.3    2.6   0.0   145   181   150   187   144   191 0.78 -
48053at50557_568069_0:0022d9|STRG.4684.6:606-1463|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   4   5   2.3e-05   0.00026   16.1   0.1   138   182   187   232   163   239 0.81 -
48053at50557_568069_0:0022d9|STRG.4684.6:606-1463|+   -            286 37475at50557         -            589   9.2e-05   17.6  10.1   5   5       3.2        36   -0.8   0.3   151   179   257   286   254   286 0.76 -
48053at50557_108931_0:0019fa|STRG.15605.2:4049-4969|+ -            307 37475at50557         -            589   9.8e-05   17.6   6.8   1   4      0.02      0.23    6.4   0.0   151   181     5    33     2    41 0.84 -
48053at50557_108931_0:0019fa|STRG.15605.2:4049-4969|+ -            307 37475at50557         -            589   9.8e-05   17.6   6.8   2   4      0.17       1.9    3.4   0.0   147   188    41    82    36    91 0.77 -
48053at50557_108931_0:0019fa|STRG.15605.2:4049-4969|+ -            307 37475at50557         -            589   9.8e-05   17.6   6.8   3   4      0.06      0.68    4.9   0.2   149   185   232   268   204   274 0.82 -
48053at50557_108931_0:0019fa|STRG.15605.2:4049-4969|+ -            307 37475at50557         -            589   9.8e-05   17.6   6.8   4   4      0.15       1.7    3.6   0.1    77   108   278   307   276   307 0.84 -
48053at50557_43151_0:00194f|STRG.1955.5:9126-10202|+  -            359 37475at50557         -            589   0.00012   17.3   0.0   1   2       6.9        78   -1.9   0.0   151   183   287   319   279   322 0.79 -
48053at50557_43151_0:00194f|STRG.1955.5:9126-10202|+  -            359 37475at50557         -            589   0.00012   17.3   0.0   2   2   2.3e-05   0.00026   16.2   0.0   144   179   322   357   309   359 0.93 -
48053at50557_43151_0:00194f|STRG.1955.7:8820-9896|+   -            359 37475at50557         -            589   0.00012   17.3   0.0   1   2       6.9        78   -1.9   0.0   151   183   287   319   279   322 0.79 -
48053at50557_43151_0:00194f|STRG.1955.7:8820-9896|+   -            359 37475at50557         -            589   0.00012   17.3   0.0   2   2   2.3e-05   0.00026   16.2   0.0   144   179   322   357   309   359 0.93 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+     -            106 37475at50557         -            589   0.00014   17.0   0.0   1   2      0.22       2.5    3.0   0.0    96   186    13    32     1    37 0.59 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+     -            106 37475at50557         -            589   0.00014   17.0   0.0   2   2   0.00044     0.005   11.9   0.0    79   109    38    68    34    72 0.92 -
48053at50557_108931_0:0019fa|STRG.15605.3:415-1239|+  -            275 37475at50557         -            589   0.00017   16.8   3.0   1   3     0.017      0.19    6.7   0.0   151   181     5    33     2    42 0.84 -
48053at50557_108931_0:0019fa|STRG.15605.3:415-1239|+  -            275 37475at50557         -            589   0.00017   16.8   3.0   2   3      0.14       1.6    3.6   0.0   147   188    41    82    36    91 0.77 -
48053at50557_108931_0:0019fa|STRG.15605.3:415-1239|+  -            275 37475at50557         -            589   0.00017   16.8   3.0   3   3     0.056      0.63    5.0   0.2   149   185   232   268   204   271 0.81 -
48053at50557_108931_0:0019fa|STRG.15605.4:415-1239|+  -            275 37475at50557         -            589   0.00017   16.8   3.0   1   3     0.017      0.19    6.7   0.0   151   181     5    33     2    42 0.84 -
48053at50557_108931_0:0019fa|STRG.15605.4:415-1239|+  -            275 37475at50557         -            589   0.00017   16.8   3.0   2   3      0.14       1.6    3.6   0.0   147   188    41    82    36    91 0.77 -
48053at50557_108931_0:0019fa|STRG.15605.4:415-1239|+  -            275 37475at50557         -            589   0.00017   16.8   3.0   3   3     0.056      0.63    5.0   0.2   149   185   232   268   204   271 0.81 -
48053at50557_52612_0:000a84|STRG.6627.1:399-1307|+    -            303 37475at50557         -            589   0.00017   16.8   0.1   1   3     0.002     0.023    9.7   0.0   149   185    40    76    10   111 0.88 -
48053at50557_52612_0:000a84|STRG.6627.1:399-1307|+    -            303 37475at50557         -            589   0.00017   16.8   0.1   2   3       4.8        54   -1.4   0.1   398   418   170   190   169   194 0.88 -
48053at50557_52612_0:000a84|STRG.6627.1:399-1307|+    -            303 37475at50557         -            589   0.00017   16.8   0.1   3   3       0.1       1.1    4.1   0.0    60   108   251   303   212   303 0.78 -
48053at50557_45779_0:002781|STRG.12385.6:136-879|+    -            248 37475at50557         -            589    0.0002   16.6   8.7   1   3      0.22       2.5    3.0   2.3   155   233     8   101     1   132 0.56 -
48053at50557_45779_0:002781|STRG.12385.6:136-879|+    -            248 37475at50557         -            589    0.0002   16.6   8.7   2   3    0.0052     0.059    8.4   0.0   163   188   188   213   179   216 0.90 -
48053at50557_45779_0:002781|STRG.12385.6:136-879|+    -            248 37475at50557         -            589    0.0002   16.6   8.7   3   3     0.015      0.16    6.9   0.1   150   179   217   247   214   248 0.89 -
48053at50557_307658_0:00145d|STRG.15109.1:289-750|+   -            154 37475at50557         -            589   0.00024   16.3   0.0   1   2      0.66       7.5    1.4   0.0   120   184     8    74     3    78 0.72 -
48053at50557_307658_0:00145d|STRG.15109.1:289-750|+   -            154 37475at50557         -            589   0.00024   16.3   0.0   2   2   5.7e-05   0.00065   14.9   0.0   133   202    63   140    53   147 0.79 -
48053at50557_307658_0:00145d|STRG.15109.2:124-585|+   -            154 37475at50557         -            589   0.00024   16.3   0.0   1   2      0.66       7.5    1.4   0.0   120   184     8    74     3    78 0.72 -
48053at50557_307658_0:00145d|STRG.15109.2:124-585|+   -            154 37475at50557         -            589   0.00024   16.3   0.0   2   2   5.7e-05   0.00065   14.9   0.0   133   202    63   140    53   147 0.79 -
48053at50557_1155016_0:001034|STRG.5562.1:363-998|+   -            212 37475at50557         -            589   0.00031   15.9   2.4   1   2    0.0011     0.012   10.7   0.4    64   108    30    75     8    78 0.78 -
48053at50557_1155016_0:001034|STRG.5562.1:363-998|+   -            212 37475at50557         -            589   0.00031   15.9   2.4   2   2      0.15       1.7    3.5   0.1   144   186    81   125    76   134 0.76 -
48053at50557_1155016_0:001034|STRG.5562.2:84-719|+    -            212 37475at50557         -            589   0.00031   15.9   2.4   1   2    0.0011     0.012   10.7   0.4    64   108    30    75     8    78 0.78 -
48053at50557_1155016_0:001034|STRG.5562.2:84-719|+    -            212 37475at50557         -            589   0.00031   15.9   2.4   2   2      0.15       1.7    3.5   0.1   144   186    81   125    76   134 0.76 -
48053at50557_211228_0:000308|STRG.11644.2:1396-2409|+ -            338 37475at50557         -            589   0.00032   15.9   0.2   1   3       2.9        33   -0.7   0.0   130   176    73   119    62   135 0.77 -
48053at50557_211228_0:000308|STRG.11644.2:1396-2409|+ -            338 37475at50557         -            589   0.00032   15.9   0.2   2   3   0.00028    0.0032   12.6   0.0    27   110   176   266   165   297 0.84 -
