#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.8335.1:0-1955|+       -            652 31374at50557         -            569  1.9e-291  966.2  18.7   1   1  5.7e-291  1.7e-289  959.7  18.7     1   569     4   646     4   646 0.94 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+    -            607 31374at50557         -            569   8.5e-15   52.8   6.2   2   3   1.5e-07   4.6e-06   24.0   0.1   384   453   282   356   277   384 0.79 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+    -            607 31374at50557         -            569   8.5e-15   52.8   6.2   3   3     2e-09   6.1e-08   30.2   0.4   349   458   462   575   451   581 0.84 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+    -            608 31374at50557         -            569   8.5e-15   52.8   6.2   1   3       4.3   1.3e+02   -0.6   0.1     8    67    78   139    69   157 0.76 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+    -            608 31374at50557         -            569   8.5e-15   52.8   6.2   2   3   1.5e-07   4.6e-06   24.0   0.1   384   453   283   357   278   385 0.79 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+    -            608 31374at50557         -            569   8.5e-15   52.8   6.2   3   3     2e-09   6.1e-08   30.2   0.4   349   458   463   576   452   582 0.84 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+    -            608 31374at50557         -            569   8.5e-15   52.8   6.2   1   3       4.3   1.3e+02   -0.6   0.1     8    67    78   139    69   157 0.76 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+    -            608 31374at50557         -            569   8.5e-15   52.8   6.2   2   3   1.5e-07   4.6e-06   24.0   0.1   384   453   283   357   278   385 0.79 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+    -            608 31374at50557         -            569   8.5e-15   52.8   6.2   3   3     2e-09   6.1e-08   30.2   0.4   349   458   463   576   452   582 0.84 -
49370at50557_1155016_0:000d9f|STRG.13802.2:14-331|+     -            106 31374at50557         -            569   8.8e-15   52.8   0.0   1   1   3.6e-16   1.1e-14   52.5   0.0   354   458     2   106     1   106 0.98 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   1   3       2.2        67    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   2   3   9.6e-10   2.9e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   3   3   1.1e-05   0.00033   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   1   3       2.2        67    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   2   3   9.6e-10   2.9e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   3   3   1.1e-05   0.00033   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   1   3       2.2        67    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   2   3   9.6e-10   2.9e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   3   3   1.1e-05   0.00033   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   1   3       2.2        67    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   2   3   9.6e-10   2.9e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   3   3   1.1e-05   0.00033   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   1   3       2.2        67    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   2   3   9.6e-10   2.9e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+      -            257 31374at50557         -            569   2.5e-14   51.3   1.7   3   3   1.1e-05   0.00033   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+     -            238 31374at50557         -            569   4.1e-14   50.6   1.6   1   3       3.4     1e+02   -0.3   0.0   507   534     4    31     1    40 0.84 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+     -            238 31374at50557         -            569   4.1e-14   50.6   1.6   2   3   9.4e-10   2.8e-08   31.3   0.1   349   459    47   156    35   166 0.86 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+     -            238 31374at50557         -            569   4.1e-14   50.6   1.6   3   3   1.6e-05   0.00048   17.3   0.1   388   458   168   237   162   238 0.85 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   1   3   7.1e-09   2.1e-07   28.4   0.7   343   465     7   148     2   158 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   2   3   8.5e-10   2.5e-08   31.4   0.2   352   476    74   217    61   222 0.81 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   3   3     0.089       2.7    5.0   0.0   357   406   225   279   217   285 0.83 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   1   3   7.1e-09   2.1e-07   28.4   0.7   343   465     7   148     2   158 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   2   3   8.5e-10   2.5e-08   31.4   0.2   352   476    74   217    61   222 0.81 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   3   3     0.089       2.7    5.0   0.0   357   406   225   279   217   285 0.83 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   1   3   7.1e-09   2.1e-07   28.4   0.7   343   465     7   148     2   158 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   2   3   8.5e-10   2.5e-08   31.4   0.2   352   476    74   217    61   222 0.81 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   3   3     0.089       2.7    5.0   0.0   357   406   225   279   217   285 0.83 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   1   3   7.1e-09   2.1e-07   28.4   0.7   343   465     7   148     2   158 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   2   3   8.5e-10   2.5e-08   31.4   0.2   352   476    74   217    61   222 0.81 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   3   3     0.089       2.7    5.0   0.0   357   406   225   279   217   285 0.83 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   1   3   7.1e-09   2.1e-07   28.4   0.7   343   465     7   148     2   158 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   2   3   8.5e-10   2.5e-08   31.4   0.2   352   476    74   217    61   222 0.81 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+    -            320 31374at50557         -            569   4.3e-14   50.5   4.8   3   3     0.089       2.7    5.0   0.0   357   406   225   279   217   285 0.83 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   1   3       1.7        52    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   2   3   1.5e-09   4.5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   3   3   1.3e-05   0.00038   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+      -            254 31374at50557         -            569     5e-14   50.3   2.2   1   3       1.7        52    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+      -            254 31374at50557         -            569     5e-14   50.3   2.2   2   3   1.5e-09   4.5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+      -            254 31374at50557         -            569     5e-14   50.3   2.2   3   3   1.3e-05   0.00038   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   1   3       1.7        52    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   2   3   1.5e-09   4.5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   3   3   1.3e-05   0.00038   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   1   3       1.7        52    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   2   3   1.5e-09   4.5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   3   3   1.3e-05   0.00038   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   1   3       1.7        52    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   2   3   1.5e-09   4.5e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+       -            254 31374at50557         -            569     5e-14   50.3   2.2   3   3   1.3e-05   0.00038   17.6   0.1   388   459   183   253   176   254 0.85 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+       -             72 31374at50557         -            569   6.9e-14   49.8   0.2   1   1   2.5e-15   7.5e-14   49.7   0.2   345   458     1    72     1    72 0.51 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+     -            198 31374at50557         -            569   7.1e-14   49.8   8.9   1   3   5.3e-07   1.6e-05   22.2   1.0   430   536     5   123     3   132 0.54 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+     -            198 31374at50557         -            569   7.1e-14   49.8   8.9   2   3   7.4e-10   2.2e-08   31.6   1.0   336   472    37   176    34   181 0.89 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+     -            198 31374at50557         -            569   7.1e-14   49.8   8.9   3   3   0.00049     0.015   12.4   0.0   343   411   131   198   125   198 0.80 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   1   2   2.3e-05    0.0007   16.8   1.1   486   533    70   119     5   135 0.63 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   2   2   4.9e-08   1.5e-06   25.6   0.1   346   414   138   206   128   255 0.86 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   1   2   2.3e-05    0.0007   16.8   1.1   486   533    70   119     5   135 0.63 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   2   2   4.9e-08   1.5e-06   25.6   0.1   346   414   138   206   128   255 0.86 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   1   2   2.3e-05    0.0007   16.8   1.1   486   533    70   119     5   135 0.63 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   2   2   4.9e-08   1.5e-06   25.6   0.1   346   414   138   206   128   255 0.86 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   1   2   2.3e-05    0.0007   16.8   1.1   486   533    70   119     5   135 0.63 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   2   2   4.9e-08   1.5e-06   25.6   0.1   346   414   138   206   128   255 0.86 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   1   2   2.3e-05    0.0007   16.8   1.1   486   533    70   119     5   135 0.63 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   2   2   4.9e-08   1.5e-06   25.6   0.1   346   414   138   206   128   255 0.86 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   1   2   2.3e-05    0.0007   16.8   1.1   486   533    70   119     5   135 0.63 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   2   2   4.9e-08   1.5e-06   25.6   0.1   346   414   138   206   128   255 0.86 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   1   2   2.3e-05    0.0007   16.8   1.1   486   533    70   119     5   135 0.63 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+    -            290 31374at50557         -            569   1.2e-13   49.0   5.2   2   2   4.9e-08   1.5e-06   25.6   0.1   346   414   138   206   128   255 0.86 -
78072at50557_29058_0:001c12|STRG.9346.1:150-896|+       -            249 31374at50557         -            569   1.5e-13   48.7   8.8   1   2     6e-11   1.8e-09   35.2   1.1   343   442     5   111     2   145 0.85 -
78072at50557_29058_0:001c12|STRG.9346.1:150-896|+       -            249 31374at50557         -            569   1.5e-13   48.7   8.8   2   2     1e-05   0.00031   17.9   1.5   335   420   148   239   121   246 0.80 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+     -            286 31374at50557         -            569   2.6e-13   47.9   4.7   1   2   2.3e-08     7e-07   26.7   1.1   386   540    12   162    10   189 0.75 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+     -            286 31374at50557         -            569   2.6e-13   47.9   4.7   2   2   1.9e-06   5.6e-05   20.4   0.1   381   440   216   278   183   282 0.80 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+       -            106 31374at50557         -            569   3.7e-13   47.4   0.0   1   1   1.4e-14   4.3e-13   47.2   0.0   354   452     5   104     1   106 0.91 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+      -            123 31374at50557         -            569   6.5e-13   46.6   0.1   1   1     3e-14     9e-13   46.1   0.1   406   488    19   106    14   123 0.82 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+     -            281 31374at50557         -            569   3.4e-12   44.2   4.0   1   3       4.1   1.2e+02   -0.6   0.1   392   408     1    17     1    22 0.87 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+     -            281 31374at50557         -            569   3.4e-12   44.2   4.0   2   3   7.5e-11   2.3e-09   34.9   0.1   349   461    45   163    27   178 0.87 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+     -            281 31374at50557         -            569   3.4e-12   44.2   4.0   3   3    0.0038      0.11    9.5   0.1   437   475   217   259   187   281 0.54 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+      -            255 31374at50557         -            569   7.4e-12   43.1   0.5   1   1   6.6e-12     2e-10   38.4   0.4   343   535     1   223     1   236 0.65 -
767at50557_520822_0:000947|STRG.1955.7:0-10082|+        -           3361 31374at50557         -            569   1.1e-11   42.5   1.3   1   3     0.014      0.42    7.6   0.1   379   421   175   217   173   232 0.81 -
767at50557_520822_0:000947|STRG.1955.7:0-10082|+        -           3361 31374at50557         -            569   1.1e-11   42.5   1.3   2   3       1.6        49    0.8   0.0   429   461  1120  1152  1091  1156 0.70 -
767at50557_520822_0:000947|STRG.1955.7:0-10082|+        -           3361 31374at50557         -            569   1.1e-11   42.5   1.3   3   3   1.4e-09   4.3e-08   30.7   0.0   350   536  3093  3302  3072  3319 0.80 -
767at50557_520822_0:000947|STRG.1955.5:303-10459|+      -           3362 31374at50557         -            569   1.1e-11   42.5   1.3   1   3     0.014      0.42    7.6   0.1   379   421   176   218   174   233 0.81 -
767at50557_520822_0:000947|STRG.1955.5:303-10459|+      -           3362 31374at50557         -            569   1.1e-11   42.5   1.3   2   3       1.6        49    0.8   0.0   429   461  1121  1153  1092  1157 0.70 -
767at50557_520822_0:000947|STRG.1955.5:303-10459|+      -           3362 31374at50557         -            569   1.1e-11   42.5   1.3   3   3   1.4e-09   4.3e-08   30.7   0.0   350   536  3094  3303  3073  3320 0.80 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+     -            233 31374at50557         -            569   1.4e-11   42.2   0.0   1   1   7.2e-13   2.2e-11   41.6   0.0   352   472    31   154     4   164 0.88 -
767at50557_520822_0:000947|STRG.1955.3:303-10298|+      -           3332 31374at50557         -            569   1.4e-11   42.2   1.6   1   3     0.014      0.42    7.6   0.1   379   421   176   218   174   233 0.81 -
767at50557_520822_0:000947|STRG.1955.3:303-10298|+      -           3332 31374at50557         -            569   1.4e-11   42.2   1.6   2   3       1.6        49    0.8   0.0   429   461  1121  1153  1092  1157 0.70 -
767at50557_520822_0:000947|STRG.1955.3:303-10298|+      -           3332 31374at50557         -            569   1.4e-11   42.2   1.6   3   3   1.6e-09   4.8e-08   30.5   0.0   350   536  3064  3273  3053  3290 0.80 -
767at50557_520822_0:000947|STRG.1955.6:303-10471|+      -           3366 31374at50557         -            569   1.4e-11   42.2   1.6   1   3     0.014      0.43    7.6   0.1   379   421   209   251   207   266 0.81 -
767at50557_520822_0:000947|STRG.1955.6:303-10471|+      -           3366 31374at50557         -            569   1.4e-11   42.2   1.6   2   3       1.6        49    0.8   0.0   429   461  1154  1186  1125  1190 0.70 -
767at50557_520822_0:000947|STRG.1955.6:303-10471|+      -           3366 31374at50557         -            569   1.4e-11   42.2   1.6   3   3   1.6e-09   4.8e-08   30.5   0.0   350   536  3098  3307  3087  3324 0.80 -
767at50557_520822_0:000947|STRG.1955.1:303-10372|+      -           3333 31374at50557         -            569   1.4e-11   42.2   1.6   1   3     0.014      0.42    7.6   0.1   379   421   176   218   174   233 0.81 -
767at50557_520822_0:000947|STRG.1955.1:303-10372|+      -           3333 31374at50557         -            569   1.4e-11   42.2   1.6   2   3       1.6        49    0.8   0.0   429   461  1121  1153  1092  1157 0.70 -
767at50557_520822_0:000947|STRG.1955.1:303-10372|+      -           3333 31374at50557         -            569   1.4e-11   42.2   1.6   3   3   1.6e-09   4.8e-08   30.5   0.0   350   536  3065  3274  3054  3291 0.80 -
767at50557_520822_0:000947|STRG.1955.2:303-10301|+      -           3333 31374at50557         -            569   1.4e-11   42.2   1.6   1   3     0.014      0.42    7.6   0.1   379   421   176   218   174   233 0.81 -
767at50557_520822_0:000947|STRG.1955.2:303-10301|+      -           3333 31374at50557         -            569   1.4e-11   42.2   1.6   2   3       1.6        49    0.8   0.0   429   461  1121  1153  1092  1157 0.70 -
767at50557_520822_0:000947|STRG.1955.2:303-10301|+      -           3333 31374at50557         -            569   1.4e-11   42.2   1.6   3   3   1.6e-09   4.8e-08   30.5   0.0   350   536  3065  3274  3054  3291 0.80 -
767at50557_520822_0:000947|STRG.1955.4:303-10560|+      -           3333 31374at50557         -            569   1.4e-11   42.2   1.6   1   3     0.014      0.42    7.6   0.1   379   421   176   218   174   233 0.81 -
767at50557_520822_0:000947|STRG.1955.4:303-10560|+      -           3333 31374at50557         -            569   1.4e-11   42.2   1.6   2   3       1.6        49    0.8   0.0   429   461  1121  1153  1092  1157 0.70 -
767at50557_520822_0:000947|STRG.1955.4:303-10560|+      -           3333 31374at50557         -            569   1.4e-11   42.2   1.6   3   3   1.6e-09   4.8e-08   30.5   0.0   350   536  3065  3274  3054  3291 0.80 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+      -            303 31374at50557         -            569   6.6e-11   40.0   0.8   1   2   0.00012    0.0036   14.4   0.1   503   548     1    46     1    63 0.63 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+      -            303 31374at50557         -            569   6.6e-11   40.0   0.8   2   2     8e-06   0.00024   18.3   0.1   325   531    66   303    48   303 0.73 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+     -            303 31374at50557         -            569   6.6e-11   40.0   0.8   1   2   0.00012    0.0036   14.4   0.1   503   548     1    46     1    63 0.63 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+     -            303 31374at50557         -            569   6.6e-11   40.0   0.8   2   2     8e-06   0.00024   18.3   0.1   325   531    66   303    48   303 0.73 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+        -            292 31374at50557         -            569   1.1e-10   39.2   2.7   1   2   6.8e-08   2.1e-06   25.1   0.2   350   468    12   128     9   174 0.70 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+        -            292 31374at50557         -            569   1.1e-10   39.2   2.7   2   2   0.00054     0.016   12.3   0.1   429   472   227   268   214   287 0.77 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+       -            327 31374at50557         -            569   1.2e-10   39.2   2.6   1   2   3.8e-12   1.2e-10   39.2   2.6   349   461    31   149    28   158 0.88 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+       -            327 31374at50557         -            569   1.2e-10   39.2   2.6   2   2       2.2        67    0.3   0.1   389   447   260   318   255   324 0.69 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+          -            327 31374at50557         -            569   1.2e-10   39.2   2.6   1   2   3.8e-12   1.2e-10   39.2   2.6   349   461    31   149    28   158 0.88 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+          -            327 31374at50557         -            569   1.2e-10   39.2   2.6   2   2       2.2        67    0.3   0.1   389   447   260   318   255   324 0.69 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+    -            289 31374at50557         -            569   1.7e-10   38.6   3.6   1   2     0.016      0.49    7.4   0.2   341   381     9    51     4    78 0.86 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+    -            289 31374at50557         -            569   1.7e-10   38.6   3.6   2   2   4.9e-10   1.5e-08   32.2   0.4   349   458   144   257   132   263 0.84 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+     -            299 31374at50557         -            569   1.8e-10   38.5   0.4   1   3    0.0019     0.059   10.4   0.0   503   536     1    34     1    47 0.85 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+     -            299 31374at50557         -            569   1.8e-10   38.5   0.4   2   3   4.4e-05    0.0013   15.9   0.0   346   463    48   166    39   194 0.86 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+     -            299 31374at50557         -            569   1.8e-10   38.5   0.4   3   3    0.0068      0.21    8.6   0.2   351   416   227   299   217   299 0.82 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+   -            326 31374at50557         -            569   1.9e-10   38.5   3.8   1   3   3.1e-05   0.00092   16.4   0.3   429   497    23    97    10   142 0.60 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+   -            326 31374at50557         -            569   1.9e-10   38.5   3.8   2   3   3.6e-06   0.00011   19.4   0.1   406   538   146   288   143   293 0.82 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+   -            326 31374at50557         -            569   1.9e-10   38.5   3.8   3   3         1        31    1.4   0.0   435   458   305   326   289   326 0.59 -
90358at50557_7176_0:003ae7|STRG.4714.1:951-1118|+       -             56 31374at50557         -            569   3.2e-10   37.7   0.1   1   1   1.1e-11   3.4e-10   37.6   0.1   405   459     2    56     1    56 0.86 -
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+     -            332 31374at50557         -            569   3.3e-10   37.7   0.2   1   1   7.2e-09   2.2e-07   28.4   0.0   425   528   208   331   197   332 0.75 -
43719at50557_456900_0:000a8d|STRG.11910.1:0-2084|+      -            695 31374at50557         -            569   4.2e-10   37.3   1.7   1   2     3e-11     9e-10   36.2   0.3   347   461    57   172    50   213 0.91 -
43719at50557_456900_0:000a8d|STRG.11910.1:0-2084|+      -            695 31374at50557         -            569   4.2e-10   37.3   1.7   2   2         4   1.2e+02   -0.5   0.1   343   365   660   682   653   688 0.81 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+    -            337 31374at50557         -            569   4.8e-10   37.1   2.2   1   2   3.6e-05    0.0011   16.1   0.3   437   497    29    97    12   136 0.58 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+    -            337 31374at50557         -            569   4.8e-10   37.1   2.2   2   2   3.1e-06   9.3e-05   19.7   0.1   406   538   146   288   132   293 0.81 -
78072at50557_7038_0:0021a3|STRG.17926.3:316-1059|+      -            248 31374at50557         -            569   4.8e-10   37.1   2.4   1   2   2.8e-10   8.5e-09   33.0   1.5   339   464     4   132     1   142 0.87 -
78072at50557_7038_0:0021a3|STRG.17926.3:316-1059|+      -            248 31374at50557         -            569   4.8e-10   37.1   2.4   2   2       0.3       9.2    3.2   0.0   390   460   142   224   138   227 0.77 -
78072at50557_7038_0:0021a3|STRG.17926.4:316-1059|+      -            248 31374at50557         -            569   4.8e-10   37.1   2.4   1   2   2.8e-10   8.5e-09   33.0   1.5   339   464     4   132     1   142 0.87 -
