#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
22030at50557_104452_0:001960|STRG.11310.1:0-965|+      -            242 22030at50557         -            392    7e-141  468.5   7.4   1   1  2.5e-142  7.9e-141  468.4   7.4     4   233     1   242     1   242 0.97 -
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 22030at50557         -            392   7.1e-14   50.4   0.2   3   4   5.6e-06   0.00018   19.5   0.0    92   215   232   350   230   403 0.72 -
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 22030at50557         -            392   7.1e-14   50.4   0.2   4   4    0.0063       0.2    9.4   0.2    91   138   525   572   469   580 0.71 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 22030at50557         -            392   1.2e-13   49.7   2.9   1   2   1.1e-08   3.6e-07   28.3   0.0    44   123   107   188   104   191 0.90 -
48053at50557_13249_0:0016bb|STRG.3888.1:612-1586|+     -            325 22030at50557         -            392   1.2e-13   49.7   2.9   2   2   0.00056     0.018   12.9   0.2    38   177   187   324   187   325 0.83 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 22030at50557         -            392   1.4e-13   49.5   0.2   1   3   9.6e-09   3.1e-07   28.6   0.0    40   123    55   139    38   181 0.82 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 22030at50557         -            392   1.4e-13   49.5   0.2   2   3    0.0032       0.1   10.4   0.0    48    87   278   317   170   334 0.60 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 22030at50557         -            392   1.4e-13   49.5   0.2   3   3   4.3e-05    0.0014   16.6   0.0   122   235   260   373   252   382 0.78 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 22030at50557         -            392   1.4e-13   49.4   0.5   1   3     0.043       1.4    6.7   0.0   187   235     1    49     1    60 0.87 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 22030at50557         -            392   1.4e-13   49.4   0.5   2   3   0.00043     0.014   13.3   0.1    64   179    60   179    54   187 0.57 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 22030at50557         -            392   1.4e-13   49.4   0.5   3   3   1.5e-08   4.7e-07   28.0   0.3   134   213   179   259   158   262 0.79 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 22030at50557         -            392   1.4e-13   49.4   0.5   1   3     0.043       1.4    6.7   0.0   187   235     1    49     1    60 0.87 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 22030at50557         -            392   1.4e-13   49.4   0.5   2   3   0.00043     0.014   13.3   0.1    64   179    60   179    54   187 0.57 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 22030at50557         -            392   1.4e-13   49.4   0.5   3   3   1.5e-08   4.7e-07   28.0   0.3   134   213   179   259   158   262 0.79 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 22030at50557         -            392   1.5e-13   49.3   0.0   1   4       1.1        35    2.0   0.0   183   232     7    59     4    60 0.80 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 22030at50557         -            392   1.5e-13   49.3   0.0   2   4   1.6e-08   5.2e-07   27.8   0.0   143   249    53   160    46   161 0.93 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 22030at50557         -            392   1.5e-13   49.3   0.0   3   4    0.0014     0.045   11.6   0.1   153   224   147   217   135   221 0.82 -
71739at50557_7375_0:001d21|STRG.15382.1:21-878|+       -            286 22030at50557         -            392   1.5e-13   49.3   0.0   4   4    0.0017     0.055   11.3   0.0   146   210   221   286   214   286 0.88 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 22030at50557         -            392   2.5e-13   48.6   5.1   1   3   1.9e-05   0.00062   17.7   0.2    49   121    41   114    18   127 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 22030at50557         -            392   2.5e-13   48.6   5.1   2   3      0.11       3.6    5.3   0.1    46    93   163   210   155   216 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 22030at50557         -            392   2.5e-13   48.6   5.1   3   3   6.1e-08   1.9e-06   25.9   0.1   155   223   222   292   211   323 0.83 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 22030at50557         -            392   3.4e-13   48.2   0.4   1   4   1.6e-05   0.00052   18.0   0.3    35   117     4    88     3    93 0.84 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 22030at50557         -            392   3.4e-13   48.2   0.4   2   4   0.00035     0.011   13.6   0.0   171   225    95   147    76   154 0.75 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 22030at50557         -            392   3.4e-13   48.2   0.4   3   4       1.2        38    1.9   0.0   150   225   153   221   150   228 0.73 -
77772at50557_121845_0:003bba|STRG.14135.1:2659-3565|-  -            300 22030at50557         -            392   3.4e-13   48.2   0.4   4   4    0.0035      0.11   10.3   0.0    63   119   237   294   229   299 0.82 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 22030at50557         -            392   3.4e-13   48.2   0.4   1   4   1.6e-05   0.00052   18.0   0.3    35   117     4    88     3    93 0.84 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 22030at50557         -            392   3.4e-13   48.2   0.4   2   4   0.00035     0.011   13.6   0.0   171   225    95   147    76   154 0.75 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 22030at50557         -            392   3.4e-13   48.2   0.4   3   4       1.2        38    1.9   0.0   150   225   153   221   150   228 0.73 -
77772at50557_121845_0:003bba|STRG.14137.1:4588-5494|-  -            300 22030at50557         -            392   3.4e-13   48.2   0.4   4   4    0.0035      0.11   10.3   0.0    63   119   237   294   229   299 0.82 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 22030at50557         -            392   3.4e-13   48.2   5.4   1   3   1.8e-05   0.00056   17.8   0.2    49   121    42   115    19   128 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 22030at50557         -            392   3.4e-13   48.2   5.4   2   3     0.095         3    5.5   0.1    46    93   164   211   157   219 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 22030at50557         -            392   3.4e-13   48.2   5.4   3   3   7.6e-08   2.4e-06   25.6   0.1   156   222   224   292   214   300 0.82 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 22030at50557         -            392   5.4e-13   47.5   3.4   1   3   2.5e-05   0.00081   17.3   0.1   160   222     1    64     1    86 0.83 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 22030at50557         -            392   5.4e-13   47.5   3.4   2   3   0.00054     0.017   12.9   0.0    54   204    93   151    81   168 0.61 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 22030at50557         -            392   5.4e-13   47.5   3.4   3   3   9.3e-07     3e-05   22.0   0.3   147   246   136   235   134   240 0.87 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 22030at50557         -            392   9.1e-13   46.8   6.2   1   3   2.1e-05   0.00068   17.6   0.3    49   121    84   157    47   170 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 22030at50557         -            392   9.1e-13   46.8   6.2   2   3     0.099       3.2    5.5   0.1    46    94   206   254   199   265 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 22030at50557         -            392   9.1e-13   46.8   6.2   3   3   9.7e-08   3.1e-06   25.3   0.1   156   222   266   334   258   342 0.82 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 22030at50557         -            392   1.4e-12   46.1  18.9   1   3      0.54        17    3.1   0.0    45    80    13    48     6    74 0.56 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 22030at50557         -            392   1.4e-12   46.1  18.9   2   3   3.8e-09   1.2e-07   29.9   0.7    48   123    61   138    52   146 0.91 -
78072at50557_34720_0:000cf9|STRG.15555.1:334-1350|+    -            339 22030at50557         -            392   1.4e-12   46.1  18.9   3   3     1e-05   0.00033   18.6   9.9    46   212   147   336   140   339 0.77 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 22030at50557         -            392   1.5e-12   46.1  18.9   1   3       1.2        38    1.9   0.0    45    79    11    45     6    54 0.60 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 22030at50557         -            392   1.5e-12   46.1  18.9   2   3     3e-09   9.7e-08   30.2   1.1    48   123    59   136    30   144 0.85 -
78072at50557_34720_0:000cf9|STRG.15555.3:18-1028|+     -            337 22030at50557         -            392   1.5e-12   46.1  18.9   3   3   1.1e-05   0.00035   18.5  10.0    46   212   145   334   138   337 0.77 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 22030at50557         -            392     4e-12   44.7   5.0   1   2   3.5e-08   1.1e-06   26.7   0.7    84   171    65   145     6   153 0.56 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 22030at50557         -            392     4e-12   44.7   5.0   2   2   2.3e-08   7.5e-07   27.3   0.3    84   180    65   154    58   185 0.77 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 22030at50557         -            392     4e-12   44.7   5.0   1   2   3.5e-08   1.1e-06   26.7   0.7    84   171    65   145     6   153 0.56 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 22030at50557         -            392     4e-12   44.7   5.0   2   2   2.3e-08   7.5e-07   27.3   0.3    84   180    65   154    58   185 0.77 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 22030at50557         -            392   1.2e-11   43.1   0.0   1   4   0.00023    0.0075   14.1   0.0   151   254   105   212    70   216 0.77 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 22030at50557         -            392   1.2e-11   43.1   0.0   2   4     0.017      0.56    8.0   0.0   189   322   231   367   217   375 0.79 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 22030at50557         -            392   1.2e-11   43.1   0.0   3   4      0.43        14    3.4   0.0   183   223   477   517   436   557 0.73 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 22030at50557         -            392   1.2e-11   43.1   0.0   4   4    0.0012     0.039   11.8   0.0    42   125   556   639   550   652 0.77 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+      -            209 22030at50557         -            392   1.6e-11   42.7   0.6   1   2   7.3e-06   0.00023   19.1   0.0    68   122     2    56     1    78 0.87 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+      -            209 22030at50557         -            392   1.6e-11   42.7   0.6   2   2   8.6e-07   2.8e-05   22.1   0.2   180   218   169   207   158   209 0.89 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+   -            292 22030at50557         -            392   2.1e-11   42.3   3.5   1   3   2.8e-08     9e-07   27.0   0.1   169   242    43   123    36   132 0.84 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+   -            292 22030at50557         -            392   2.1e-11   42.3   3.5   2   3       1.2        37    2.0   0.0   154   178   160   184   150   193 0.79 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+   -            292 22030at50557         -            392   2.1e-11   42.3   3.5   3   3   0.00052     0.017   13.0   0.3   140   235   191   286   185   292 0.79 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+   -            146 22030at50557         -            392   2.3e-11   42.2   0.0   1   2      0.43        14    3.4   0.0   183   216     6    38     2    48 0.76 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+   -            146 22030at50557         -            392   2.3e-11   42.2   0.0   2   2   2.2e-11     7e-10   37.3   0.0   139   228    51   143    38   146 0.87 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 22030at50557         -            392   3.4e-11   41.6   3.7   1   2   5.7e-06   0.00018   19.4   0.1   144   247     7   112     2   112 0.82 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 22030at50557         -            392   3.4e-11   41.6   3.7   2   2   4.4e-09   1.4e-07   29.7   0.9   144   214    92   165    84   174 0.82 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 22030at50557         -            392   3.6e-11   41.5   0.4   1   3   9.5e-05     0.003   15.4   0.0    50   213    14    89     3   104 0.52 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 22030at50557         -            392   3.6e-11   41.5   0.4   2   3      0.08       2.6    5.8   0.0   184   219   126   161   112   166 0.70 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 22030at50557         -            392   3.6e-11   41.5   0.4   3   3   2.9e-05   0.00092   17.1   0.1    45   103   221   279   164   285 0.69 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+      -            162 22030at50557         -            392   1.6e-10   39.4   0.1   1   2      0.74        23    2.6   0.0   225   250     5    30     2    47 0.73 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+      -            162 22030at50557         -            392   1.6e-10   39.4   0.1   2   2     1e-10   3.3e-09   35.1   0.0   125   212    71   162    53   162 0.85 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 22030at50557         -            392   1.7e-10   39.3  17.4   1   3       1.4        45    1.7   0.1    46   213    11    45     6    70 0.54 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 22030at50557         -            392   1.7e-10   39.3  17.4   2   3   8.5e-09   2.7e-07   28.7   1.1    48   123    58   135    29   143 0.86 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 22030at50557         -            392   1.7e-10   39.3  17.4   3   3    0.0003    0.0095   13.8   8.3    46   172   144   282   136   345 0.72 -
49370at50557_1155016_0:000d9f|STRG.13802.2:14-331|+    -            106 22030at50557         -            392     2e-10   39.1   0.0   1   1   8.6e-12   2.7e-10   38.6   0.0    31   120    12   106     2   106 0.71 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 22030at50557         -            392   3.3e-10   38.3   0.4   1   2   3.3e-07   1.1e-05   23.5   0.2    48   226     5   177     1   185 0.84 -
80377at50557_568069_0:004eea|STRG.4106.1:60-914|+      -            285 22030at50557         -            392   3.3e-10   38.3   0.4   2   2   0.00059     0.019   12.8   0.0    62   124   188   250   181   278 0.87 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+      -            412 22030at50557         -            392   9.4e-10   36.9   0.2   1   2   5.5e-06   0.00018   19.5   0.1    66   209   105   243    85   287 0.75 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+      -            412 22030at50557         -            392   9.4e-10   36.9   0.2   2   2    0.0002    0.0063   14.4   0.0   155   216   314   376   299   388 0.80 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+    -            416 22030at50557         -            392     1e-09   36.8   0.2   1   2   5.8e-06   0.00019   19.4   0.1    66   209   124   262   105   306 0.75 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+    -            416 22030at50557         -            392     1e-09   36.8   0.2   2   2    0.0002    0.0065   14.3   0.0   155   216   333   395   318   406 0.80 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+    -            416 22030at50557         -            392     1e-09   36.8   0.2   1   2   5.8e-06   0.00019   19.4   0.1    66   209   124   262   105   306 0.75 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+    -            416 22030at50557         -            392     1e-09   36.8   0.2   2   2    0.0002    0.0065   14.3   0.0   155   216   333   395   318   406 0.80 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 22030at50557         -            392   1.1e-09   36.6   0.9   1   2   3.6e-07   1.1e-05   23.4   0.1   157   224   654   722   538   756 0.81 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 22030at50557         -            392   1.1e-09   36.6   0.9   2   2    0.0051      0.16    9.7   0.0   158   216   791   852   767   878 0.76 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 22030at50557         -            392   1.2e-09   36.5   0.9   1   2   3.6e-07   1.1e-05   23.4   0.1   157   224   655   723   539   757 0.81 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 22030at50557         -            392   1.2e-09   36.5   0.9   2   2    0.0051      0.16    9.7   0.0   158   216   792   853   768   879 0.76 -
43719at50557_456900_0:000a8d|STRG.11910.1:0-2084|+     -            695 22030at50557         -            392   1.3e-09   36.4   0.1   1   1   6.9e-11   2.2e-09   35.6   0.1    29   134    73   183    50   225 0.78 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 22030at50557         -            392   1.3e-09   36.3   0.9   1   2   3.7e-07   1.2e-05   23.4   0.1   157   224   695   763   585   800 0.82 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 22030at50557         -            392   1.3e-09   36.3   0.9   2   2     0.006      0.19    9.5   0.0   158   216   832   893   809   916 0.77 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+      -            869 22030at50557         -            392   1.7e-09   36.0   0.0   1   2   2.4e-06   7.7e-05   20.7   0.0   176   253   524   601   519   630 0.78 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+      -            869 22030at50557         -            392   1.7e-09   36.0   0.0   2   2   0.00061     0.019   12.8   0.0   162   253   720   813   716   820 0.89 -
14512at50557_56086_0:000590|STRG.16940.1:4384-4770|+   -            129 22030at50557         -            392   1.8e-09   35.9   0.1   1   2   1.8e-09   5.6e-08   31.0   0.0   159   252     2    95     1    99 0.87 -
14512at50557_56086_0:000590|STRG.16940.1:4384-4770|+   -            129 22030at50557         -            392   1.8e-09   35.9   0.1   2   2    0.0076      0.24    9.2   0.0    59    94    77   112    75   119 0.92 -
14512at50557_56086_0:000590|STRG.16940.2:4085-4471|+   -            129 22030at50557         -            392   1.8e-09   35.9   0.1   1   2   1.8e-09   5.6e-08   31.0   0.0   159   252     2    95     1    99 0.87 -
14512at50557_56086_0:000590|STRG.16940.2:4085-4471|+   -            129 22030at50557         -            392   1.8e-09   35.9   0.1   2   2    0.0076      0.24    9.2   0.0    59    94    77   112    75   119 0.92 -
86043at50557_520822_0:0026e8|STRG.18773.1:2-1207|+     -            402 22030at50557         -            392   2.2e-09   35.6   0.0   1   2     6e-08   1.9e-06   26.0   0.0   152   215   155   219   136   238 0.92 -
86043at50557_520822_0:0026e8|STRG.18773.1:2-1207|+     -            402 22030at50557         -            392   2.2e-09   35.6   0.0   2   2     0.027      0.85    7.4   0.0   165   203   268   306   257   337 0.80 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 22030at50557         -            392   2.4e-09   35.5   3.5   1   2   7.2e-08   2.3e-06   25.7   1.3    92   221     4   131     1   136 0.81 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 22030at50557         -            392   2.4e-09   35.5   3.5   2   2     0.023      0.74    7.6   0.0   150   220   199   228   140   248 0.62 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 22030at50557         -            392   2.6e-09   35.4   0.0   1   2   1.3e-07   4.1e-06   24.9   0.0    94   235     3   142     1   167 0.83 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 22030at50557         -            392   2.6e-09   35.4   0.0   2   2     0.012      0.39    8.5   0.1    63   120   236   299   210   299 0.66 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+     -            123 22030at50557         -            392     3e-09   35.2   0.1   1   1   1.2e-10   3.7e-09   34.9   0.1   152   256    11   116     3   118 0.90 -
90358at50557_7176_0:003ae7|STRG.4714.1:951-1118|+      -             56 22030at50557         -            392   3.8e-09   34.9   0.1   1   1   1.3e-10   4.3e-09   34.7   0.1   159   212     2    56     1    56 0.91 -
71739at50557_66420_0:0008cd|STRG.17936.1:657-1238|+    -            194 22030at50557         -            392   4.9e-09   34.5   0.1   1   2     4e-05    0.0013   16.7   0.0   144   215     4    78     1    90 0.78 -
71739at50557_66420_0:0008cd|STRG.17936.1:657-1238|+    -            194 22030at50557         -            392   4.9e-09   34.5   0.1   2   2   6.2e-05     0.002   16.0   0.1   165   217   111   165    98   193 0.78 -
71739at50557_66420_0:0008cd|STRG.17936.2:729-1310|+    -            194 22030at50557         -            392   4.9e-09   34.5   0.1   1   2     4e-05    0.0013   16.7   0.0   144   215     4    78     1    90 0.78 -
71739at50557_66420_0:0008cd|STRG.17936.2:729-1310|+    -            194 22030at50557         -            392   4.9e-09   34.5   0.1   2   2   6.2e-05     0.002   16.0   0.1   165   217   111   165    98   193 0.78 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+      -             72 22030at50557         -            392   7.6e-09   33.9   0.1   1   1   2.7e-10   8.5e-09   33.7   0.1    50   120     2    72     1    72 0.68 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+      -            195 22030at50557         -            392   1.6e-08   32.8   0.0   1   1   8.3e-10   2.7e-08   32.1   0.0   146   273    21   157    11   195 0.73 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 22030at50557         -            392   1.6e-08   32.8   0.9   1   3   0.00063      0.02   12.7   0.0   157   213    21    78     2    94 0.78 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 22030at50557         -            392   1.6e-08   32.8   0.9   2   3      0.14       4.4    5.0   0.0   187   217    96   126    88   193 0.64 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 22030at50557         -            392   1.6e-08   32.8   0.9   3   3   0.00075     0.024   12.5   0.2   161   213   198   249   146   251 0.83 -
90358at50557_680683_0:0009ec|STRG.19835.1:1014-1787|+  -            258 22030at50557         -            392   3.3e-08   31.8   1.7   1   3      0.18       5.8    4.6   0.0   143   172     4    33     1    37 0.85 -
90358at50557_680683_0:0009ec|STRG.19835.1:1014-1787|+  -            258 22030at50557         -            392   3.3e-08   31.8   1.7   2   3    0.0037      0.12   10.2   0.2   134   207    39   117    34   135 0.73 -
90358at50557_680683_0:0009ec|STRG.19835.1:1014-1787|+  -            258 22030at50557         -            392   3.3e-08   31.8   1.7   3   3   2.6e-07   8.5e-06   23.8   0.0   121   252    71   208    64   223 0.86 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 22030at50557         -            392   4.5e-08   31.3   0.2   1   2   1.2e-07   3.8e-06   25.0   0.0   150   223     3    77     1   111 0.91 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 22030at50557         -            392   4.5e-08   31.3   0.2   2   2      0.16       5.2    4.8   0.0   121   205   150   233   121   265 0.72 -
767at50557_520822_0:000947|STRG.1955.7:0-10082|+       -           3361 22030at50557         -            392   6.2e-08   30.9   0.0   1   3       2.6        84    0.8   0.0   113   171    76   136    54   143 0.70 -
767at50557_520822_0:000947|STRG.1955.7:0-10082|+       -           3361 22030at50557         -            392   6.2e-08   30.9   0.0   2   3      0.68        22    2.7   0.0   200   223  3106  3129  3077  3167 0.89 -
767at50557_520822_0:000947|STRG.1955.7:0-10082|+       -           3361 22030at50557         -            392   6.2e-08   30.9   0.0   3   3   1.4e-06   4.5e-05   21.4   0.0   131   215  3216  3301  3174  3312 0.81 -
767at50557_520822_0:000947|STRG.1955.5:303-10459|+     -           3362 22030at50557         -            392   6.3e-08   30.8   0.0   1   3       2.7        86    0.8   0.0   113   171    76   136    54   142 0.70 -
767at50557_520822_0:000947|STRG.1955.5:303-10459|+     -           3362 22030at50557         -            392   6.3e-08   30.8   0.0   2   3      0.68        22    2.7   0.0   200   223  3107  3130  3078  3168 0.89 -
767at50557_520822_0:000947|STRG.1955.5:303-10459|+     -           3362 22030at50557         -            392   6.3e-08   30.8   0.0   3   3   1.4e-06   4.5e-05   21.4   0.0   131   215  3217  3302  3175  3313 0.81 -
767at50557_520822_0:000947|STRG.1955.3:303-10298|+     -           3332 22030at50557         -            392   6.3e-08   30.8   0.0   1   3       2.7        85    0.8   0.0   113   171    76   136    54   142 0.70 -
767at50557_520822_0:000947|STRG.1955.3:303-10298|+     -           3332 22030at50557         -            392   6.3e-08   30.8   0.0   2   3      0.71        23    2.7   0.0   200   223  3077  3100  3055  3138 0.90 -
767at50557_520822_0:000947|STRG.1955.3:303-10298|+     -           3332 22030at50557         -            392   6.3e-08   30.8   0.0   3   3   1.4e-06   4.5e-05   21.5   0.0   131   215  3187  3272  3145  3283 0.81 -
767at50557_520822_0:000947|STRG.1955.1:303-10372|+     -           3333 22030at50557         -            392   6.4e-08   30.8   0.0   1   3       2.7        85    0.8   0.0   113   171    76   136    54   142 0.70 -
767at50557_520822_0:000947|STRG.1955.1:303-10372|+     -           3333 22030at50557         -            392   6.4e-08   30.8   0.0   2   3      0.71        23    2.7   0.0   200   223  3078  3101  3056  3139 0.90 -
767at50557_520822_0:000947|STRG.1955.1:303-10372|+     -           3333 22030at50557         -            392   6.4e-08   30.8   0.0   3   3   1.4e-06   4.5e-05   21.5   0.0   131   215  3188  3273  3146  3284 0.81 -
767at50557_520822_0:000947|STRG.1955.2:303-10301|+     -           3333 22030at50557         -            392   6.4e-08   30.8   0.0   1   3       2.7        85    0.8   0.0   113   171    76   136    54   142 0.70 -
767at50557_520822_0:000947|STRG.1955.2:303-10301|+     -           3333 22030at50557         -            392   6.4e-08   30.8   0.0   2   3      0.71        23    2.7   0.0   200   223  3078  3101  3056  3139 0.90 -
767at50557_520822_0:000947|STRG.1955.2:303-10301|+     -           3333 22030at50557         -            392   6.4e-08   30.8   0.0   3   3   1.4e-06   4.5e-05   21.5   0.0   131   215  3188  3273  3146  3284 0.81 -
767at50557_520822_0:000947|STRG.1955.4:303-10560|+     -           3333 22030at50557         -            392   6.4e-08   30.8   0.0   1   3       2.7        85    0.8   0.0   113   171    76   136    54   142 0.70 -
767at50557_520822_0:000947|STRG.1955.4:303-10560|+     -           3333 22030at50557         -            392   6.4e-08   30.8   0.0   2   3      0.71        23    2.7   0.0   200   223  3078  3101  3056  3139 0.90 -
767at50557_520822_0:000947|STRG.1955.4:303-10560|+     -           3333 22030at50557         -            392   6.4e-08   30.8   0.0   3   3   1.4e-06   4.5e-05   21.5   0.0   131   215  3188  3273  3146  3284 0.81 -
767at50557_520822_0:000947|STRG.1955.6:303-10471|+     -           3366 22030at50557         -            392   6.5e-08   30.8   0.0   1   3       2.6        84    0.8   0.0   113   171    76   136    54   143 0.70 -
767at50557_520822_0:000947|STRG.1955.6:303-10471|+     -           3366 22030at50557         -            392   6.5e-08   30.8   0.0   2   3      0.71        23    2.7   0.0   200   223  3111  3134  3089  3172 0.90 -
767at50557_520822_0:000947|STRG.1955.6:303-10471|+     -           3366 22030at50557         -            392   6.5e-08   30.8   0.0   3   3   1.4e-06   4.5e-05   21.4   0.0   131   215  3221  3306  3179  3317 0.81 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+    -            357 22030at50557         -            392   7.5e-08   30.6   0.1   1   3   0.00039     0.013   13.4   0.0   186   257    50   121    37   134 0.80 -
40115at50557_121225_0:000dac|STRG.2366.1:749-1819|+    -            357 22030at50557         -            392   7.5e-08   30.6   0.1   2   3       0.2       6.4    4.5   0.0   143   206   174   237   155   243 0.73 -
