#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109776at50557_456900_0:0015c4|STRG.4460.1:0-713|+       -            238 109776at50557        -            209   1.1e-86  288.3   7.0   1   1   2.1e-88   1.5e-86  287.8   7.0     1   209     1   234     1   234 0.93 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   5   6       1.2        87    1.1   0.0    28    63   399   438   395   443 0.68 -
8280at50557_43041_0:001bfd|STRG.7342.2:698-2083|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   6   6       1.6   1.2e+02    0.7   0.0    21    42   440   461   433   462 0.83 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   1   6      0.52        37    2.3   0.1    81   124    51    97    31   104 0.63 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   2   6   0.00017     0.013   13.7   2.8    76   163   146   240   102   242 0.58 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   3   6    0.0043      0.31    9.1   1.0    20    47   242   269   232   293 0.77 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   4   6     7e-07     5e-05   21.5   2.1     9   128   271   394   269   400 0.84 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   5   6       1.2        87    1.1   0.0    28    63   399   438   395   443 0.68 -
8280at50557_43041_0:001bfd|STRG.7342.3:626-2011|+       -            462 109776at50557        -            209   1.3e-11   43.0  22.6   6   6       1.6   1.2e+02    0.7   0.0    21    42   440   461   433   462 0.83 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 109776at50557        -            209   3.9e-11   41.5  29.3   1   6      0.12       8.6    4.4   0.6    85   127    18    62     4    86 0.57 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 109776at50557        -            209   3.9e-11   41.5  29.3   2   6   0.00025     0.018   13.1   4.3    32   163    72   206    65   214 0.44 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 109776at50557        -            209   3.9e-11   41.5  29.3   3   6   0.00065     0.047   11.8   1.6    20    78   184   247   167   249 0.85 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 109776at50557        -            209   3.9e-11   41.5  29.3   4   6   7.5e-07   5.4e-05   21.4   0.9    26   123   215   326   210   333 0.75 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 109776at50557        -            209   3.9e-11   41.5  29.3   5   6   0.00031     0.022   12.8   2.7    28    90   365   430   357   432 0.75 -
8280at50557_43041_0:001bfd|STRG.3310.1:479-1828|-       -            450 109776at50557        -            209   3.9e-11   41.5  29.3   6   6    0.0044      0.32    9.1   0.5    21    51   409   437   403   450 0.80 -
109776at50557_168631_0:000c9d|STRG.12044.1:54-362|+     -            103 109776at50557        -            209   9.7e-11   40.2   5.9   1   2   3.2e-07   2.3e-05   22.6   0.8    78   127     8    59     2    63 0.88 -
109776at50557_168631_0:000c9d|STRG.12044.1:54-362|+     -            103 109776at50557        -            209   9.7e-11   40.2   5.9   2   2   3.8e-08   2.7e-06   25.6   0.7    77   124    54   102    53   103 0.91 -
54603at50557_1155016_0:0007f6|STRG.9313.2:481-954|+     -            158 109776at50557        -            209   1.2e-10   39.8   8.8   1   3   8.4e-07   6.1e-05   21.2   0.7    84   129    15    62     5    64 0.78 -
54603at50557_1155016_0:0007f6|STRG.9313.2:481-954|+     -            158 109776at50557        -            209   1.2e-10   39.8   8.8   2   3   1.8e-06   0.00013   20.1   1.7    23    81    61   121    59   126 0.74 -
54603at50557_1155016_0:0007f6|STRG.9313.2:481-954|+     -            158 109776at50557        -            209   1.2e-10   39.8   8.8   3   3       0.4        29    2.7   0.1    25    41   111   127   105   133 0.65 -
8280at50557_7397_0:000dfd|STRG.15924.1:1955-2512|+      -            186 109776at50557        -            209   1.3e-10   39.8  14.7   1   1   3.3e-11   2.3e-09   35.6  14.7    19   166    17   180     3   181 0.85 -
8280at50557_7397_0:000dfd|STRG.15924.2:1262-1819|+      -            186 109776at50557        -            209   1.3e-10   39.8  14.7   1   1   3.3e-11   2.3e-09   35.6  14.7    19   166    17   180     3   181 0.85 -
8280at50557_7397_0:000dfd|STRG.15924.3:388-945|+        -            186 109776at50557        -            209   1.3e-10   39.8  14.7   1   1   3.3e-11   2.3e-09   35.6  14.7    19   166    17   180     3   181 0.85 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 109776at50557        -            209     2e-10   39.1  37.9   1   5     0.096       6.9    4.7   0.2    20    45    10    35     4    53 0.84 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 109776at50557        -            209     2e-10   39.1  37.9   2   5      0.41        29    2.7   0.1   148   163    69    84    47   100 0.70 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 109776at50557        -            209     2e-10   39.1  37.9   3   5      0.02       1.4    7.0   9.4    27   141   112   227   103   233 0.60 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 109776at50557        -            209     2e-10   39.1  37.9   4   5   3.3e-11   2.4e-09   35.6   8.1    24   127   232   348   226   355 0.79 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 109776at50557        -            209     2e-10   39.1  37.9   5   5       4.1     3e+02   -0.6   0.1   112   142   358   387   350   392 0.79 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 109776at50557        -            209   2.7e-10   38.7  38.3   1   5     0.097         7    4.7   0.3    20    46    14    40     8    61 0.84 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 109776at50557        -            209   2.7e-10   38.7  38.3   2   5      0.42        31    2.6   0.1   148   163    73    88    48   103 0.71 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 109776at50557        -            209   2.7e-10   38.7  38.3   3   5     0.029       2.1    6.4   9.9    27   141   116   231   107   237 0.60 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 109776at50557        -            209   2.7e-10   38.7  38.3   4   5   3.3e-11   2.4e-09   35.6   8.1    24   127   236   352   227   359 0.79 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 109776at50557        -            209   2.7e-10   38.7  38.3   5   5         4   2.9e+02   -0.6   0.1   112   143   362   392   355   397 0.80 -
8280at50557_38123_0:003113|STRG.19743.1:135-1115|+      -            327 109776at50557        -            209     5e-10   37.8  22.4   1   3     7e-06    0.0005   18.2   4.6    87   165     2    89     1    89 0.83 -
8280at50557_38123_0:003113|STRG.19743.1:135-1115|+      -            327 109776at50557        -            209     5e-10   37.8  22.4   2   3     2e-10   1.5e-08   33.0   9.8    31   159    51   197    47   198 0.72 -
8280at50557_38123_0:003113|STRG.19743.1:135-1115|+      -            327 109776at50557        -            209     5e-10   37.8  22.4   3   3     0.077       5.5    5.0   4.8    31   113   169   256   166   275 0.76 -
25718at50557_319348_0:002427|STRG.18485.1:519-1085|+    -            189 109776at50557        -            209   1.9e-09   35.9   4.9   1   2   2.4e-07   1.7e-05   23.0   3.9    62   163    13   127     3   128 0.64 -
25718at50557_319348_0:002427|STRG.18485.1:519-1085|+    -            189 109776at50557        -            209   1.9e-09   35.9   4.9   2   2    0.0035      0.26    9.4   0.0    24    63   133   176   129   182 0.78 -
83902at50557_104452_0:00349d|STRG.7338.2:183-458|+      -             92 109776at50557        -            209   4.1e-09   34.8   2.4   1   1   1.9e-09   1.4e-07   29.9   2.5    82   161     2    90     1    90 0.84 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 109776at50557        -            209   8.5e-09   33.8  12.3   1   5     0.034       2.4    6.2   0.1    19    44    51    76    44    85 0.76 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 109776at50557        -            209   8.5e-09   33.8  12.3   2   5    0.0096      0.69    8.0   0.8    48   123    60   133    57   141 0.62 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 109776at50557        -            209   8.5e-09   33.8  12.3   3   5   4.1e-08   2.9e-06   25.5   4.2    26   127    93   211    87   221 0.76 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 109776at50557        -            209   8.5e-09   33.8  12.3   4   5   1.1e-06   7.7e-05   20.9   2.3    27    79   145   201   138   261 0.70 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 109776at50557        -            209   8.5e-09   33.8  12.3   5   5      0.22        16    3.5   0.0    29    49   276   296   264   318 0.71 -
102553at50557_74869_0:000218|STRG.10794.1:1154-1636|+   -            161 109776at50557        -            209   1.1e-08   33.4   4.4   1   1   9.1e-10   6.5e-08   30.9   4.4    55   163     1   124     1   137 0.75 -
102553at50557_74869_0:000218|STRG.10794.2:1074-1556|+   -            161 109776at50557        -            209   1.1e-08   33.4   4.4   1   1   9.1e-10   6.5e-08   30.9   4.4    55   163     1   124     1   137 0.75 -
109776at50557_34740_0:000e9a|STRG.9313.1:418-786|+      -            123 109776at50557        -            209   1.4e-08   33.1  10.0   1   2   1.1e-09   7.9e-08   30.7   7.4    78   164     7   102     2   106 0.77 -
109776at50557_34740_0:000e9a|STRG.9313.1:418-786|+      -            123 109776at50557        -            209   1.4e-08   33.1  10.0   2   2   0.00042      0.03   12.4   0.4    23    60    82   123    79   123 0.73 -
109776at50557_1155016_0:00292d|STRG.15602.1:1106-1627|+ -            174 109776at50557        -            209   2.8e-08   32.1  13.0   1   1   2.2e-08   1.6e-06   26.4  12.9    25   161    19   174    12   174 0.77 -
109776at50557_34740_0:000e9a|STRG.18485.1:1070-1582|+   -            171 109776at50557        -            209   4.4e-08   31.5   5.4   1   2   1.7e-09   1.2e-07   30.0   5.4    21   127    31   149    19   155 0.79 -
109776at50557_34740_0:000e9a|STRG.18485.1:1070-1582|+   -            171 109776at50557        -            209   4.4e-08   31.5   5.4   2   2     0.018       1.3    7.1   0.1    24    48   127   151   121   164 0.83 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 109776at50557        -            209   7.9e-08   30.6  17.8   1   4     0.039       2.8    6.0   0.6   106   161     7    70     1    77 0.65 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 109776at50557        -            209   7.9e-08   30.6  17.8   2   4   4.9e-05    0.0036   15.4   1.7   107   163   184   248   144   251 0.71 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 109776at50557        -            209   7.9e-08   30.6  17.8   3   4     0.077       5.5    5.0   0.0    22    61   228   271   226   279 0.69 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 109776at50557        -            209   7.9e-08   30.6  17.8   4   4   9.3e-05    0.0067   14.5   2.2    21   121   373   464   340   468 0.51 -
83902at50557_7200_0:001fae|STRG.10487.1:738-992|+       -             85 109776at50557        -            209   3.4e-07   28.6   5.9   1   1   1.1e-08   8.1e-07   27.3   5.9    93   162     4    84     1    85 0.85 -
8280at50557_168631_0:00267d|STRG.16572.1:1878-2255|+    -            126 109776at50557        -            209   3.8e-07   28.4   0.8   1   1     6e-07   4.3e-05   21.7   0.5    82   186     8   118     1   118 0.73 -
8280at50557_168631_0:00267d|STRG.16572.2:237-614|+      -            126 109776at50557        -            209   3.8e-07   28.4   0.8   1   1     6e-07   4.3e-05   21.7   0.5    82   186     8   118     1   118 0.73 -
7376at50557_45779_0:000f73|STRG.6622.1:78-836|+         -            253 109776at50557        -            209   5.2e-07   28.0   0.5   1   3     0.046       3.3    5.8   0.0    32    64    39    77    21    81 0.66 -
7376at50557_45779_0:000f73|STRG.6622.1:78-836|+         -            253 109776at50557        -            209   5.2e-07   28.0   0.5   2   3   0.00015     0.011   13.9   0.1    88   145    62   128    58   132 0.72 -
7376at50557_45779_0:000f73|STRG.6622.1:78-836|+         -            253 109776at50557        -            209   5.2e-07   28.0   0.5   3   3    0.0097       0.7    8.0   0.0    84   131   130   179   109   206 0.66 -
109776at50557_326594_0:001be6|STRG.738.1:531-941|+      -            137 109776at50557        -            209   6.1e-07   27.8  12.5   1   1   7.3e-07   5.2e-05   21.4  12.5    38   145     4   133     1   137 0.48 -
8280at50557_7395_0:001be3|STRG.3396.1:324-770|+         -            149 109776at50557        -            209   9.2e-06   23.9   0.2   1   2     2e-05    0.0015   16.7   0.0    43   127    14   107    11   112 0.68 -
8280at50557_7395_0:001be3|STRG.3396.1:324-770|+         -            149 109776at50557        -            209   9.2e-06   23.9   0.2   2   2     0.031       2.3    6.3   0.1    26    56   111   142   105   149 0.78 -
25718at50557_38123_0:002c3f|STRG.8360.1:780-1712|+      -            311 109776at50557        -            209   1.3e-05   23.5  14.1   1   3    0.0086      0.62    8.1   1.0    26    91    22    89    11    95 0.48 -
25718at50557_38123_0:002c3f|STRG.8360.1:780-1712|+      -            311 109776at50557        -            209   1.3e-05   23.5  14.1   2   3   0.00097      0.07   11.2   1.1    53   129   134   212    88   217 0.78 -
25718at50557_38123_0:002c3f|STRG.8360.1:780-1712|+      -            311 109776at50557        -            209   1.3e-05   23.5  14.1   3   3   0.00021     0.015   13.4   0.4    21    70   209   264   208   284 0.78 -
25718at50557_38123_0:002c3f|STRG.8360.2:965-1897|+      -            311 109776at50557        -            209   1.3e-05   23.5  14.1   1   3    0.0086      0.62    8.1   1.0    26    91    22    89    11    95 0.48 -
25718at50557_38123_0:002c3f|STRG.8360.2:965-1897|+      -            311 109776at50557        -            209   1.3e-05   23.5  14.1   2   3   0.00097      0.07   11.2   1.1    53   129   134   212    88   217 0.78 -
25718at50557_38123_0:002c3f|STRG.8360.2:965-1897|+      -            311 109776at50557        -            209   1.3e-05   23.5  14.1   3   3   0.00021     0.015   13.4   0.4    21    70   209   264   208   284 0.78 -
54603at50557_1155016_0:00503d|STRG.15082.1:472-1050|+   -            193 109776at50557        -            209   1.5e-05   23.2   7.8   1   2   3.2e-05    0.0023   16.0   4.1    25   174    13   151    10   152 0.73 -
54603at50557_1155016_0:00503d|STRG.15082.1:472-1050|+   -            193 109776at50557        -            209   1.5e-05   23.2   7.8   2   2     0.026       1.9    6.6   0.2    26    56   147   178   143   186 0.74 -
52845at50557_34720_0:0019bf|STRG.2033.1:0-1748|+        -            583 109776at50557        -            209     3e-05   22.2   2.2   1   4     0.015       1.1    7.3   0.0   128   167    23    63    10    75 0.79 -
52845at50557_34720_0:0019bf|STRG.2033.1:0-1748|+        -            583 109776at50557        -            209     3e-05   22.2   2.2   2   4       4.5   3.2e+02   -0.8   0.0    31    45   112   126   108   153 0.66 -
52845at50557_34720_0:0019bf|STRG.2033.1:0-1748|+        -            583 109776at50557        -            209     3e-05   22.2   2.2   3   4     0.073       5.3    5.1   0.0   132   166   211   250   198   259 0.76 -
52845at50557_34720_0:0019bf|STRG.2033.1:0-1748|+        -            583 109776at50557        -            209     3e-05   22.2   2.2   4   4     0.095       6.9    4.7   0.1    30    83   294   360   281   365 0.63 -
8280at50557_7395_0:001be3|STRG.1578.2:845-1228|+        -            128 109776at50557        -            209   5.5e-05   21.4   0.1   1   3   0.00098      0.07   11.2   0.0   110   163    19    80     1    85 0.59 -
8280at50557_7395_0:001be3|STRG.1578.2:845-1228|+        -            128 109776at50557        -            209   5.5e-05   21.4   0.1   2   3   0.00075     0.054   11.6   0.0    26    79    40    98    34   107 0.73 -
8280at50557_7395_0:001be3|STRG.1578.2:845-1228|+        -            128 109776at50557        -            209   5.5e-05   21.4   0.1   3   3      0.01      0.73    7.9   0.1    22    61    84   127    81   128 0.75 -
102553at50557_116153_0:00114a|STRG.3114.1:856-1248|+    -            131 109776at50557        -            209    0.0001   20.5   6.5   1   1     2e-06   0.00015   20.0   6.5    84   162    13    98     1   107 0.81 -
102553at50557_116153_0:00114a|STRG.3114.2:465-857|+     -            131 109776at50557        -            209    0.0001   20.5   6.5   1   1     2e-06   0.00015   20.0   6.5    84   162    13    98     1   107 0.81 -
46658at50557_88501_0:0030f3|STRG.15182.1:69-1724|+      -            552 109776at50557        -            209    0.0011   17.1   2.4   1   2     0.084       6.1    4.9   0.1    21    47    12    38     7    62 0.63 -
46658at50557_88501_0:0030f3|STRG.15182.1:69-1724|+      -            552 109776at50557        -            209    0.0011   17.1   2.4   2   2   0.00058     0.042   11.9   0.6    21    80    60   124    55   156 0.74 -
102553at50557_103372_0:001320|STRG.4871.1:166-903|+     -            246 109776at50557        -            209    0.0012   17.0   1.6   1   2   2.3e-05    0.0016   16.6   0.3   108   164    39   101     9   129 0.83 -
102553at50557_103372_0:001320|STRG.4871.1:166-903|+     -            246 109776at50557        -            209    0.0012   17.0   1.6   2   2       9.8     7e+02   -1.9   0.0    27    39   137   149   130   154 0.80 -
102553at50557_103372_0:001320|STRG.4871.2:0-737|+       -            246 109776at50557        -            209    0.0012   17.0   1.6   1   2   2.3e-05    0.0016   16.6   0.3   108   164    39   101     9   129 0.83 -
102553at50557_103372_0:001320|STRG.4871.2:0-737|+       -            246 109776at50557        -            209    0.0012   17.0   1.6   2   2       9.8     7e+02   -1.9   0.0    27    39   137   149   130   154 0.80 -
102553at50557_1041015_0:0032fd|STRG.7264.1:473-907|+    -            145 109776at50557        -            209     0.004   15.3   3.3   1   1     0.013      0.92    7.6   0.5    35    66     1    34     1    36 0.84 -
102553at50557_1041015_0:0032fd|STRG.7264.2:467-901|+    -            145 109776at50557        -            209     0.004   15.3   3.3   1   1     0.013      0.92    7.6   0.5    35    66     1    34     1    36 0.84 -
102553at50557_1041015_0:0032fd|STRG.7264.3:30-464|+     -            145 109776at50557        -            209     0.004   15.3   3.3   1   1     0.013      0.92    7.6   0.5    35    66     1    34     1    36 0.84 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/109776at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/109776at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/109776at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:32:51 2024
# [ok]
