#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+    -            332 43121at50557         -            432  2.5e-162  539.6   2.0   1   1  3.3e-163  1.4e-161  537.1   2.0     1   290     1   332     1   332 0.92 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 43121at50557         -            432   2.3e-08   32.3   0.6   1   3   4.5e-05    0.0019   16.0   0.0   263   340    64   145    44   165 0.79 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 43121at50557         -            432   2.3e-08   32.3   0.6   2   3      0.86        37    1.9   0.0   380   410   251   283   238   288 0.78 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+    -            444 43121at50557         -            432   2.3e-08   32.3   0.6   3   3    0.0015     0.064   11.0   0.0   264   336   280   356   277   373 0.53 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 43121at50557         -            432   2.5e-08   32.1   0.0   1   4    0.0013     0.056   11.2   0.0   264   336    60   129    53   145 0.83 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 43121at50557         -            432   2.5e-08   32.1   0.0   2   4       5.7   2.5e+02   -0.8   0.0   279   313   156   190   141   225 0.76 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 43121at50557         -            432   2.5e-08   32.1   0.0   3   4      0.21         9    3.9   0.0   260   332   265   345   231   354 0.74 -
13553at50557_34720_0:0020c1|STRG.5928.1:0-2663|+       -            888 43121at50557         -            432   2.5e-08   32.1   0.0   4   4    0.0028      0.12   10.1   0.0   286   334   544   595   525   607 0.75 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 43121at50557         -            432   2.7e-08   32.0   0.5   1   4    0.0057      0.24    9.1   0.0     7    59    71   122    66   188 0.81 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 43121at50557         -            432   2.7e-08   32.0   0.5   2   4    0.0012     0.053   11.3   0.0   135   248   229   348   222   354 0.64 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 43121at50557         -            432   2.7e-08   32.0   0.5   3   4      0.24        10    3.7   0.0   195   336   339   492   327   495 0.68 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 43121at50557         -            432   2.7e-08   32.0   0.5   4   4      0.25        11    3.7   0.1   279   332   519   576   499   583 0.72 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 43121at50557         -            432   4.4e-08   31.3   0.6   1   4    0.0056      0.24    9.1   0.0     7    59    71   122    66   189 0.81 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 43121at50557         -            432   4.4e-08   31.3   0.6   2   4    0.0018     0.079   10.7   0.0   135   248   229   349   221   355 0.61 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 43121at50557         -            432   4.4e-08   31.3   0.6   3   4      0.21         9    3.9   0.0   195   336   340   493   326   500 0.69 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+   -            608 43121at50557         -            432   4.4e-08   31.3   0.6   4   4      0.23       9.7    3.8   0.1   279   332   520   577   500   592 0.74 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 43121at50557         -            432   4.4e-08   31.3   0.6   1   4    0.0056      0.24    9.1   0.0     7    59    71   122    66   189 0.81 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 43121at50557         -            432   4.4e-08   31.3   0.6   2   4    0.0018     0.079   10.7   0.0   135   248   229   349   221   355 0.61 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 43121at50557         -            432   4.4e-08   31.3   0.6   3   4      0.21         9    3.9   0.0   195   336   340   493   326   500 0.69 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+   -            608 43121at50557         -            432   4.4e-08   31.3   0.6   4   4      0.23       9.7    3.8   0.1   279   332   520   577   500   592 0.74 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 43121at50557         -            432   5.5e-08   31.0   0.7   1   4    0.0066      0.28    8.9   0.0     7    59    71   122    66   185 0.84 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 43121at50557         -            432   5.5e-08   31.0   0.7   2   4    0.0019      0.08   10.7   0.0   135   248   228   348   221   354 0.61 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 43121at50557         -            432   5.5e-08   31.0   0.7   3   4      0.21       9.1    3.9   0.0   195   336   339   492   325   498 0.69 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 43121at50557         -            432   5.5e-08   31.0   0.7   4   4      0.26        11    3.6   0.1   280   332   520   576   507   591 0.74 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 43121at50557         -            432   6.2e-08   30.8   0.0   1   3   1.2e-05   0.00052   17.9   0.0   268   337    46   119    40   124 0.85 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 43121at50557         -            432   6.2e-08   30.8   0.0   2   3      0.51        22    2.7   0.0   308   332   137   161   126   175 0.50 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 43121at50557         -            432   6.2e-08   30.8   0.0   3   3      0.03       1.3    6.7   0.0   289   327   239   280   205   281 0.78 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 43121at50557         -            432   6.5e-08   30.7   1.7   1   1   1.5e-09   6.5e-08   30.7   1.7   188   350   123   304   101   314 0.77 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 43121at50557         -            432   7.3e-08   30.6   1.7   1   1   1.7e-09   7.3e-08   30.6   1.7   188   350   141   322   119   332 0.77 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+      -             72 43121at50557         -            432   9.9e-08   30.2   0.1   1   1   2.5e-09   1.1e-07   30.1   0.1   264   331     2    72     1    72 0.91 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 43121at50557         -            432   1.1e-07   30.0   3.9   1   3     7e-06    0.0003   18.7   0.1   257   345    53   146    45   149 0.82 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 43121at50557         -            432   1.1e-07   30.0   3.9   2   3    0.0052      0.22    9.2   0.6   262   337   146   229   141   256 0.78 -
78072at50557_286306_0:00290a|STRG.15555.2:150-2096|+   -            605 43121at50557         -            432   1.1e-07   30.0   3.9   3   3      0.81        35    2.0   0.0   254   292   293   332   274   369 0.73 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+      -            254 43121at50557         -            432   1.5e-07   29.6   0.0   1   2   3.7e-08   1.6e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+      -            254 43121at50557         -            432   1.5e-07   29.6   0.0   2   2       3.8   1.6e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+     -            254 43121at50557         -            432   1.5e-07   29.6   0.0   1   2   3.7e-08   1.6e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+     -            254 43121at50557         -            432   1.5e-07   29.6   0.0   2   2       3.8   1.6e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+      -            254 43121at50557         -            432   1.5e-07   29.6   0.0   1   2   3.7e-08   1.6e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+      -            254 43121at50557         -            432   1.5e-07   29.6   0.0   2   2       3.8   1.6e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+      -            254 43121at50557         -            432   1.5e-07   29.6   0.0   1   2   3.7e-08   1.6e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+      -            254 43121at50557         -            432   1.5e-07   29.6   0.0   2   2       3.8   1.6e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+      -            254 43121at50557         -            432   1.5e-07   29.6   0.0   1   2   3.7e-08   1.6e-06   26.2   0.0   191   302    18   139     7   148 0.81 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+      -            254 43121at50557         -            432   1.5e-07   29.6   0.0   2   2       3.8   1.6e+02   -0.2   0.0   190   217   226   253   217   254 0.69 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 43121at50557         -            432   1.7e-07   29.3   0.9   1   5       8.4   3.6e+02   -1.3   0.0   192   218   550   576   536   590 0.74 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 43121at50557         -            432   1.7e-07   29.3   0.9   2   5    0.0022     0.096   10.4   0.0   274   336   609   673   601   678 0.74 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 43121at50557         -            432   1.7e-07   29.3   0.9   3   5      0.65        28    2.3   0.0   192   222   685   716   676   719 0.64 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 43121at50557         -            432   1.7e-07   29.3   0.9   4   5       3.4   1.5e+02   -0.1   0.0   187   225   725   763   719   771 0.84 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 43121at50557         -            432   1.7e-07   29.3   0.9   5   5     0.012      0.53    8.0   0.0   193   218   825   850   808   864 0.84 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 43121at50557         -            432   1.8e-07   29.3   0.9   1   5       8.4   3.6e+02   -1.3   0.0   192   218   549   575   535   589 0.74 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 43121at50557         -            432   1.8e-07   29.3   0.9   2   5    0.0022     0.096   10.4   0.0   274   336   608   672   600   677 0.74 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 43121at50557         -            432   1.8e-07   29.3   0.9   3   5      0.65        28    2.3   0.0   192   222   684   715   675   718 0.64 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 43121at50557         -            432   1.8e-07   29.3   0.9   4   5       3.4   1.5e+02   -0.1   0.0   187   225   724   762   718   770 0.84 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 43121at50557         -            432   1.8e-07   29.3   0.9   5   5     0.013      0.57    7.9   0.0   194   218   825   849   811   863 0.85 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 43121at50557         -            432     2e-07   29.2   0.8   1   5       8.8   3.8e+02   -1.4   0.0   192   218   590   616   576   630 0.74 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 43121at50557         -            432     2e-07   29.2   0.8   2   5    0.0023       0.1   10.4   0.0   274   336   649   713   641   718 0.74 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 43121at50557         -            432     2e-07   29.2   0.8   3   5      0.55        24    2.6   0.0   192   222   725   756   715   770 0.68 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 43121at50557         -            432     2e-07   29.2   0.8   4   5       3.6   1.5e+02   -0.1   0.0   187   225   765   803   759   811 0.84 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 43121at50557         -            432     2e-07   29.2   0.8   5   5     0.014      0.58    7.9   0.0   194   218   866   890   850   903 0.85 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   1   2   3.1e-08   1.3e-06   26.5   0.0   190   303    20   143     8   183 0.82 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   2   2       5.1   2.2e+02   -0.6   0.0   190   216   229   255   221   257 0.65 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   1   2   3.1e-08   1.3e-06   26.5   0.0   190   303    20   143     8   183 0.82 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   2   2       5.1   2.2e+02   -0.6   0.0   190   216   229   255   221   257 0.65 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   1   2   3.1e-08   1.3e-06   26.5   0.0   190   303    20   143     8   183 0.82 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   2   2       5.1   2.2e+02   -0.6   0.0   190   216   229   255   221   257 0.65 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   1   2   3.1e-08   1.3e-06   26.5   0.0   190   303    20   143     8   183 0.82 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   2   2       5.1   2.2e+02   -0.6   0.0   190   216   229   255   221   257 0.65 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   1   2   3.1e-08   1.3e-06   26.5   0.0   190   303    20   143     8   183 0.82 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 43121at50557         -            432     2e-07   29.2   0.0   2   2       5.1   2.2e+02   -0.6   0.0   190   216   229   255   221   257 0.65 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 43121at50557         -            432   2.3e-07   28.9   1.9   1   3   4.3e-05    0.0019   16.1   0.2   261   338    21    98     7   106 0.86 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 43121at50557         -            432   2.3e-07   28.9   1.9   2   3      0.21       9.1    3.9   0.0   264   335   170   242   136   291 0.52 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 43121at50557         -            432   2.3e-07   28.9   1.9   3   3     0.032       1.4    6.6   0.0   301   333   295   328   287   333 0.86 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 43121at50557         -            432   3.7e-07   28.3   0.0   1   2   7.5e-08   3.2e-06   25.2   0.0   195   302     7   124     2   132 0.81 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 43121at50557         -            432   3.7e-07   28.3   0.0   2   2       5.7   2.4e+02   -0.8   0.0   190   216   211   237   198   238 0.62 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 43121at50557         -            432   9.8e-07   26.9   0.0   1   2     8e-05    0.0034   15.2   0.0   190   332    22   178     5   188 0.75 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 43121at50557         -            432   9.8e-07   26.9   0.0   2   2   2.5e-05    0.0011   16.8   0.0   188   331   104   262    87   262 0.77 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 43121at50557         -            432   1.7e-06   26.1   0.3   1   2   1.6e-06   6.8e-05   20.8   0.1   238   342     7   129     3   143 0.72 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 43121at50557         -            432   1.7e-06   26.1   0.3   2   2       0.5        22    2.7   0.0   302   331   267   299   226   299 0.60 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 43121at50557         -            432   2.7e-06   25.4   0.0   1   1   1.2e-07   5.1e-06   24.5   0.0   188   331    80   244    44   245 0.67 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+     -            123 43121at50557         -            432     6e-06   24.3   0.0   1   2   3.6e-06   0.00015   19.6   0.0   267   335     3    75     1    81 0.85 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+     -            123 43121at50557         -            432     6e-06   24.3   0.0   2   2      0.33        14    3.3   0.0   259   300    80   121    76   123 0.86 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 43121at50557         -            432   7.5e-06   24.0   0.6   1   4   0.00032     0.014   13.2   0.0   252   304    18    77     1    84 0.76 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 43121at50557         -            432   7.5e-06   24.0   0.6   2   4      0.64        27    2.3   0.0   333   383    87   139    80   164 0.66 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 43121at50557         -            432   7.5e-06   24.0   0.6   3   4       2.1        91    0.6   0.0   262   292   166   196   147   206 0.72 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 43121at50557         -            432   7.5e-06   24.0   0.6   4   4       0.7        30    2.2   0.0   180   227   213   261   202   270 0.79 -
49370at50557_1155016_0:000d9f|STRG.13802.2:14-331|+    -            106 43121at50557         -            432     1e-05   23.5   0.0   1   2   0.00022    0.0093   13.8   0.0   278   333     8    66     1    73 0.85 -
49370at50557_1155016_0:000d9f|STRG.13802.2:14-331|+    -            106 43121at50557         -            432     1e-05   23.5   0.0   2   2    0.0086      0.37    8.5   0.0   262   291    76   105    67   106 0.90 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+   -            292 43121at50557         -            432   1.2e-05   23.3   0.2   1   2   0.00019     0.008   14.0   0.1   299   340    50    94    40   106 0.75 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+   -            292 43121at50557         -            432   1.2e-05   23.3   0.2   2   2     0.018      0.78    7.4   0.0   290   335   219   266   191   291 0.68 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 43121at50557         -            432   1.6e-05   22.9   0.1   1   3    0.0013     0.055   11.2   0.0   135   248    88   208    82   213 0.60 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 43121at50557         -            432   1.6e-05   22.9   0.1   2   3      0.14       6.1    4.5   0.0   196   336   200   352   190   363 0.69 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+    -            467 43121at50557         -            432   1.6e-05   22.9   0.1   3   3      0.19         8    4.1   0.0   280   333   380   437   372   455 0.74 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 43121at50557         -            432   1.6e-05   22.9   0.0   1   2    0.0014      0.06   11.1   0.0   278   337   130   192    42   201 0.70 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 43121at50557         -            432   1.6e-05   22.9   0.0   2   2       2.7   1.2e+02    0.3   0.0   262   295   247   280   218   323 0.74 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 43121at50557         -            432   1.6e-05   22.9   0.0   1   2    0.0014      0.06   11.1   0.0   278   337   130   192    42   201 0.70 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 43121at50557         -            432   1.6e-05   22.9   0.0   2   2       2.7   1.2e+02    0.3   0.0   262   295   247   280   218   323 0.74 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 43121at50557         -            432   1.6e-05   22.9   0.0   1   2    0.0014      0.06   11.1   0.0   278   337   130   192    42   201 0.70 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 43121at50557         -            432   1.6e-05   22.9   0.0   2   2       2.7   1.2e+02    0.3   0.0   262   295   247   280   218   323 0.74 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 43121at50557         -            432   3.1e-05   21.9   0.1   1   3   6.3e-05    0.0027   15.5   0.0   187   338    22   194    11   217 0.73 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 43121at50557         -            432   3.1e-05   21.9   0.1   2   3      0.89        38    1.9   0.0   327   404   248   326   239   344 0.73 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 43121at50557         -            432   3.1e-05   21.9   0.1   3   3       3.2   1.4e+02    0.0   0.0   192   228   358   394   349   398 0.80 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 43121at50557         -            432   6.1e-05   21.0   0.6   1   4       0.2       8.6    4.0   0.0   303   334     2    36     1    43 0.82 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 43121at50557         -            432   6.1e-05   21.0   0.6   2   4      0.15       6.6    4.4   0.0   190   220    53    84    37    90 0.82 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 43121at50557         -            432   6.1e-05   21.0   0.6   3   4       0.3        13    3.4   0.0   340   384   118   163   106   177 0.77 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 43121at50557         -            432   6.1e-05   21.0   0.6   4   4      0.14       6.2    4.5   0.1   255   295   184   225   173   230 0.78 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+     -            741 43121at50557         -            432   7.9e-05   20.6   0.0   1   3      0.86        37    1.9   0.0   264   335   433   465   418   530 0.58 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+     -            741 43121at50557         -            432   7.9e-05   20.6   0.0   2   3     0.066       2.8    5.6   0.0   397   432   532   567   448   567 0.84 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+     -            741 43121at50557         -            432   7.9e-05   20.6   0.0   3   3    0.0054      0.23    9.2   0.0   260   338   620   701   610   714 0.81 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   1   2      0.14       5.9    4.5   0.0   312   335    51    74    40   121 0.86 -
80377at50557_1049336_0:003ca8|STRG.2058.1:905-1678|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   2   2   0.00016     0.007   14.2   0.0   276   335   152   216   133   230 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   1   2      0.14       5.9    4.5   0.0   312   335    51    74    40   121 0.86 -
80377at50557_1049336_0:003ca8|STRG.2058.2:795-1568|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   2   2   0.00016     0.007   14.2   0.0   276   335   152   216   133   230 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   1   2      0.14       5.9    4.5   0.0   312   335    51    74    40   121 0.86 -
80377at50557_1049336_0:003ca8|STRG.2058.3:884-1657|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   2   2   0.00016     0.007   14.2   0.0   276   335   152   216   133   230 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   1   2      0.14       5.9    4.5   0.0   312   335    51    74    40   121 0.86 -
80377at50557_1049336_0:003ca8|STRG.2058.4:824-1597|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   2   2   0.00016     0.007   14.2   0.0   276   335   152   216   133   230 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   1   2      0.14       5.9    4.5   0.0   312   335    51    74    40   121 0.86 -
80377at50557_1049336_0:003ca8|STRG.2058.5:908-1681|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   2   2   0.00016     0.007   14.2   0.0   276   335   152   216   133   230 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   1   2      0.14       5.9    4.5   0.0   312   335    51    74    40   121 0.86 -
80377at50557_1049336_0:003ca8|STRG.2058.6:845-1618|+   -            258 43121at50557         -            432   8.2e-05   20.5   0.1   2   2   0.00016     0.007   14.2   0.0   276   335   152   216   133   230 0.78 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+  -            258 43121at50557         -            432   8.2e-05   20.5   0.1   1   2      0.14       5.9    4.5   0.0   312   335    51    74    40   121 0.86 -
80377at50557_1049336_0:003ca8|STRG.2058.7:1442-2215|+  -            258 43121at50557         -            432   8.2e-05   20.5   0.1   2   2   0.00016     0.007   14.2   0.0   276   335   152   216   133   230 0.78 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 43121at50557         -            432   8.3e-05   20.5   0.0   1   3      0.92        39    1.8   0.0   265   335   433   464   421   527 0.56 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 43121at50557         -            432   8.3e-05   20.5   0.0   2   3     0.063       2.7    5.7   0.0   397   432   531   566   444   566 0.83 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 43121at50557         -            432   8.3e-05   20.5   0.0   3   3    0.0054      0.23    9.2   0.0   260   338   619   700   609   713 0.81 -
71739at50557_568069_0:0043fc|STRG.6627.1:387-1298|+    -            304 43121at50557         -            432   9.9e-05   20.3   0.1   1   3       1.8        77    0.9   0.0   264   293     1    31     1    38 0.82 -
71739at50557_568069_0:0043fc|STRG.6627.1:387-1298|+    -            304 43121at50557         -            432   9.9e-05   20.3   0.1   2   3   9.8e-05    0.0042   14.9   0.0   259   292    42    74    30    80 0.87 -
71739at50557_568069_0:0043fc|STRG.6627.1:387-1298|+    -            304 43121at50557         -            432   9.9e-05   20.3   0.1   3   3       2.4     1e+02    0.4   0.0   186   222    90   127    78   131 0.79 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 43121at50557         -            432   0.00018   19.4   0.2   1   2      0.12         5    4.8   0.0   187   215    47    75    34    86 0.86 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 43121at50557         -            432   0.00018   19.4   0.2   2   2     0.001     0.043   11.6   0.1   193   332    97   248    80   251 0.69 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+      -            162 43121at50557         -            432   0.00018   19.4   0.4   1   2     0.011      0.46    8.2   0.0   263   322     4    63     2    86 0.78 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+      -            162 43121at50557         -            432   0.00018   19.4   0.4   2   2     0.003      0.13   10.0   0.1   262   332    88   162    80   162 0.79 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+      -            209 43121at50557         -            432   0.00018   19.4   0.2   1   3      0.15       6.6    4.4   0.0   291   334    11    57     1    66 0.65 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+      -            209 43121at50557         -            432   0.00018   19.4   0.2   2   3       9.6   4.1e+02   -1.5   0.0   277   300    89   112    69   122 0.75 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+      -            209 43121at50557         -            432   0.00018   19.4   0.2   3   3   0.00064     0.027   12.2   0.1   187   336   171   205   153   209 0.55 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 43121at50557         -            432   0.00019   19.4   0.1   1   3       2.2        96    0.5   0.0   191   218    20    46     8    50 0.83 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 43121at50557         -            432   0.00019   19.4   0.1   2   3   0.00021    0.0091   13.8   0.1   249   333    56   146    46   156 0.81 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 43121at50557         -            432   0.00019   19.4   0.1   3   3       2.4     1e+02    0.4   0.0   189   207   165   183   160   188 0.83 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 43121at50557         -            432   0.00019   19.4   0.1   1   3       2.2        96    0.5   0.0   191   218    20    46     8    50 0.83 -
