#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
25500at50557_13686_0:0020f5|STRG.5321.1:216-2021|+     -            602 25500at50557         -            513  2.6e-292  968.8   7.5   1   1    3e-291  1.3e-289  959.9   7.5     1   513     6   599     6   599 0.91 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+   -            607 25500at50557         -            513   1.1e-05   23.2   3.1   3   3      0.11       4.9    4.5   0.1   452   511   516   575   500   577 0.78 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 25500at50557         -            513   1.1e-05   23.2   3.1   1   3   3.7e-05    0.0016   16.0   0.0    47   115   281   352   276   356 0.80 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 25500at50557         -            513   1.1e-05   23.2   3.1   2   3      0.84        37    1.6   0.1   225   285   381   443   358   505 0.67 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+   -            607 25500at50557         -            513   1.1e-05   23.2   3.1   3   3      0.11       4.9    4.5   0.1   452   511   516   575   500   577 0.78 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   1   4     0.003      0.13    9.7   0.0   222   261    64   106    59   116 0.77 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   2   4       2.1        95    0.3   0.0   192   255   129   191   113   199 0.56 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   3   4    0.0079      0.35    8.3   0.0     5    69   200   266   195   279 0.85 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   4   4     0.039       1.7    6.0   0.0   157   248   224   320   221   323 0.66 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   1   4     0.003      0.13    9.7   0.0   222   261    64   106    59   116 0.77 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   2   4       2.1        95    0.3   0.0   192   255   129   191   113   199 0.56 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   3   4    0.0079      0.35    8.3   0.0     5    69   200   266   195   279 0.85 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   4   4     0.039       1.7    6.0   0.0   157   248   224   320   221   323 0.66 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   1   4     0.003      0.13    9.7   0.0   222   261    64   106    59   116 0.77 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   2   4       2.1        95    0.3   0.0   192   255   129   191   113   199 0.56 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   3   4    0.0079      0.35    8.3   0.0     5    69   200   266   195   279 0.85 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+  -            323 25500at50557         -            513   1.3e-05   23.0   0.2   4   4     0.039       1.7    6.0   0.0   157   248   224   320   221   323 0.66 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   1   5         2        89    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   2   5     0.038       1.7    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   3   5     0.094       4.1    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   4   5     0.067         3    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   5   5     0.066       2.9    5.2   0.0   406   433   263   290   250   301 0.85 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   1   5         2        89    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   2   5     0.038       1.7    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   3   5     0.094       4.1    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   4   5     0.067         3    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   5   5     0.066       2.9    5.2   0.0   406   433   263   290   250   301 0.85 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   1   5         2        89    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   2   5     0.038       1.7    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   3   5     0.094       4.1    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   4   5     0.067         3    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   5   5     0.066       2.9    5.2   0.0   406   433   263   290   250   301 0.85 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   1   5         2        89    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   2   5     0.038       1.7    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   3   5     0.094       4.1    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   4   5     0.067         3    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   5   5     0.066       2.9    5.2   0.0   406   433   263   290   250   301 0.85 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   1   5         2        89    0.3   0.0   299   333     6    44     2    66 0.50 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   2   5     0.038       1.7    6.0   0.1   409   473    73   146    68   201 0.67 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   3   5     0.094       4.1    4.7   0.0   443   512   173   243   155   244 0.70 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   4   5     0.067         3    5.2   0.0   295   337   205   248   178   263 0.78 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 25500at50557         -            513   1.3e-05   22.9   0.1   5   5     0.066       2.9    5.2   0.0   406   433   263   290   250   301 0.85 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 25500at50557         -            513   1.7e-05   22.5   0.1   1   2     3e-06   0.00013   19.6   0.2   404   472     4    79     2    86 0.77 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+     -            115 25500at50557         -            513   1.7e-05   22.5   0.1   2   2       1.8        81    0.5   0.0    49    72    86   109    81   115 0.83 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 25500at50557         -            513   1.9e-05   22.4   0.2   1   2     0.078       3.5    5.0   0.0   437   471    22    56     5    60 0.66 -
80377at50557_7222_0:00003c|STRG.3809.1:5-457|+         -            151 25500at50557         -            513   1.9e-05   22.4   0.2   2   2   5.3e-05    0.0023   15.5   0.1   299   356    63   120    56   141 0.84 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+      -            412 25500at50557         -            513   2.6e-05   21.9   0.4   1   2   0.00025     0.011   13.2   0.1   197   349   105   262    96   268 0.76 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+      -            412 25500at50557         -            513   2.6e-05   21.9   0.4   2   2     0.013      0.56    7.6   0.1   259   334   298   374   252   387 0.67 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+    -            416 25500at50557         -            513   2.7e-05   21.9   0.4   1   2   0.00026     0.011   13.2   0.1   197   349   124   281   115   287 0.76 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+    -            416 25500at50557         -            513   2.7e-05   21.9   0.4   2   2     0.013      0.57    7.6   0.1   259   334   317   393   271   406 0.67 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+    -            416 25500at50557         -            513   2.7e-05   21.9   0.4   1   2   0.00026     0.011   13.2   0.1   197   349   124   281   115   287 0.76 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+    -            416 25500at50557         -            513   2.7e-05   21.9   0.4   2   2     0.013      0.57    7.6   0.1   259   334   317   393   271   406 0.67 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 25500at50557         -            513   3.2e-05   21.6   0.2   1   2   2.5e-05    0.0011   16.5   0.1   223   260     4    42     2   135 0.65 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 25500at50557         -            513   3.2e-05   21.6   0.2   2   2      0.36        16    2.8   0.0   437   473   188   224    64   250 0.76 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+     -            257 25500at50557         -            513   3.8e-05   21.4   3.7   1   2       6.6   2.9e+02   -1.4   0.0   490   512    16    38     9    39 0.64 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+     -            257 25500at50557         -            513   3.8e-05   21.4   3.7   2   2   6.3e-05    0.0028   15.2   2.2   155   331    74   253    44   253 0.72 -
71739at50557_568069_0:0043fc|STRG.6627.1:387-1298|+    -            304 25500at50557         -            513   5.3e-05   20.9   0.0   1   2   5.5e-05    0.0024   15.4   0.1   195   355    18   189     2   196 0.71 -
71739at50557_568069_0:0043fc|STRG.6627.1:387-1298|+    -            304 25500at50557         -            513   5.3e-05   20.9   0.0   2   2       0.3        13    3.1   0.0   282   328   256   304   249   304 0.86 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 25500at50557         -            513   6.9e-05   20.5   0.8   1   2     0.016      0.72    7.3   0.1   223   329    23   137     1   195 0.58 -
25500at50557_7237_0:0037c1|STRG.9103.1:360-1715|+      -            452 25500at50557         -            513   6.9e-05   20.5   0.8   2   2   0.00096     0.043   11.3   0.1   398   433   348   383   246   433 0.83 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+     -            123 25500at50557         -            513   8.3e-05   20.2   0.1   1   1   2.2e-06   9.9e-05   20.0   0.1   291   354    31    94     7   118 0.86 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 25500at50557         -            513   9.1e-05   20.1   0.3   1   2    0.0023       0.1   10.0   0.0   181   247     7    72     2    87 0.78 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 25500at50557         -            513   9.1e-05   20.1   0.3   2   2     0.017      0.75    7.2   0.0   227   332   144   248   126   251 0.61 -
80377at50557_121845_0:0030d4|STRG.7459.1:283-858|+     -            192 25500at50557         -            513   0.00016   19.3   0.2   1   2     0.058       2.6    5.4   0.0    64    94     4    33     1    53 0.69 -
80377at50557_121845_0:0030d4|STRG.7459.1:283-858|+     -            192 25500at50557         -            513   0.00016   19.3   0.2   2   2   0.00046      0.02   12.4   0.1   186   253    71   137    60   189 0.77 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+      -            254 25500at50557         -            513   0.00018   19.2   0.1   1   2   0.00019    0.0086   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.989.1:599-1360|+      -            254 25500at50557         -            513   0.00018   19.2   0.1   2   2      0.36        16    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+     -            254 25500at50557         -            513   0.00018   19.2   0.1   1   2   0.00019    0.0086   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.989.2:1048-1809|+     -            254 25500at50557         -            513   0.00018   19.2   0.1   2   2      0.36        16    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+      -            254 25500at50557         -            513   0.00018   19.2   0.1   1   2   0.00019    0.0086   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.989.3:931-1692|+      -            254 25500at50557         -            513   0.00018   19.2   0.1   2   2      0.36        16    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+      -            254 25500at50557         -            513   0.00018   19.2   0.1   1   2   0.00019    0.0086   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.989.4:856-1617|+      -            254 25500at50557         -            513   0.00018   19.2   0.1   2   2      0.36        16    2.8   0.0   406   432   226   252   197   254 0.69 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+      -            254 25500at50557         -            513   0.00018   19.2   0.1   1   2   0.00019    0.0086   13.6   0.0   272   352    71   149     7   166 0.71 -
80377at50557_39758_0:001a6c|STRG.989.5:823-1584|+      -            254 25500at50557         -            513   0.00018   19.2   0.1   2   2      0.36        16    2.8   0.0   406   432   226   252   197   254 0.69 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 25500at50557         -            513   0.00018   19.1   0.0   1   1   1.1e-05    0.0005   17.7   0.0   130   259    11   141     5   199 0.72 -
78072at50557_7038_0:0021a3|STRG.17926.3:316-1059|+     -            248 25500at50557         -            513   0.00018   19.1   0.6   1   3   0.00026     0.012   13.2   0.3   446   512    17    83     3    84 0.81 -
78072at50557_7038_0:0021a3|STRG.17926.3:316-1059|+     -            248 25500at50557         -            513   0.00018   19.1   0.6   2   3      0.63        28    2.0   0.0   135   169    93   127    84   131 0.73 -
78072at50557_7038_0:0021a3|STRG.17926.3:316-1059|+     -            248 25500at50557         -            513   0.00018   19.1   0.6   3   3       4.3   1.9e+02   -0.8   0.0   153   176   207   230   203   236 0.87 -
78072at50557_7038_0:0021a3|STRG.17926.4:316-1059|+     -            248 25500at50557         -            513   0.00018   19.1   0.6   1   3   0.00026     0.012   13.2   0.3   446   512    17    83     3    84 0.81 -
78072at50557_7038_0:0021a3|STRG.17926.4:316-1059|+     -            248 25500at50557         -            513   0.00018   19.1   0.6   2   3      0.63        28    2.0   0.0   135   169    93   127    84   131 0.73 -
78072at50557_7038_0:0021a3|STRG.17926.4:316-1059|+     -            248 25500at50557         -            513   0.00018   19.1   0.6   3   3       4.3   1.9e+02   -0.8   0.0   153   176   207   230   203   236 0.87 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 25500at50557         -            513   0.00022   18.8   0.2   1   1   9.2e-05    0.0041   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 25500at50557         -            513   0.00022   18.8   0.2   1   1   9.2e-05    0.0041   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 25500at50557         -            513   0.00022   18.8   0.2   1   1   9.2e-05    0.0041   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 25500at50557         -            513   0.00022   18.8   0.2   1   1   9.2e-05    0.0041   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 25500at50557         -            513   0.00022   18.8   0.2   1   1   9.2e-05    0.0041   14.7   0.2   272   354    74   154     5   257 0.68 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 25500at50557         -            513   0.00029   18.5   0.0   1   2   2.1e-05   0.00093   16.8   0.0   193   339     9   157     3   178 0.69 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 25500at50557         -            513   0.00029   18.5   0.0   2   2       8.2   3.6e+02   -1.7   0.0   409   438   226   254   213   262 0.77 -
78072at50557_7038_0:0021a3|STRG.17926.1:331-1179|+     -            283 25500at50557         -            513    0.0003   18.4   0.8   1   3    0.0003     0.013   13.0   0.3   446   512    52   118    35   119 0.80 -
78072at50557_7038_0:0021a3|STRG.17926.1:331-1179|+     -            283 25500at50557         -            513    0.0003   18.4   0.8   2   3      0.68        30    1.9   0.0   135   169   128   162   119   169 0.74 -
78072at50557_7038_0:0021a3|STRG.17926.1:331-1179|+     -            283 25500at50557         -            513    0.0003   18.4   0.8   3   3       5.4   2.4e+02   -1.1   0.0   153   176   242   265   239   271 0.86 -
78072at50557_7038_0:0021a3|STRG.17926.2:331-1179|+     -            283 25500at50557         -            513    0.0003   18.4   0.8   1   3    0.0003     0.013   13.0   0.3   446   512    52   118    35   119 0.80 -
78072at50557_7038_0:0021a3|STRG.17926.2:331-1179|+     -            283 25500at50557         -            513    0.0003   18.4   0.8   2   3      0.68        30    1.9   0.0   135   169   128   162   119   169 0.74 -
78072at50557_7038_0:0021a3|STRG.17926.2:331-1179|+     -            283 25500at50557         -            513    0.0003   18.4   0.8   3   3       5.4   2.4e+02   -1.1   0.0   153   176   242   265   239   271 0.86 -
78072at50557_7038_0:0021a3|STRG.17926.5:331-1179|+     -            283 25500at50557         -            513    0.0003   18.4   0.8   1   3    0.0003     0.013   13.0   0.3   446   512    52   118    35   119 0.80 -
78072at50557_7038_0:0021a3|STRG.17926.5:331-1179|+     -            283 25500at50557         -            513    0.0003   18.4   0.8   2   3      0.68        30    1.9   0.0   135   169   128   162   119   169 0.74 -
78072at50557_7038_0:0021a3|STRG.17926.5:331-1179|+     -            283 25500at50557         -            513    0.0003   18.4   0.8   3   3       5.4   2.4e+02   -1.1   0.0   153   176   242   265   239   271 0.86 -
58729at50557_64793_0:000fa2|STRG.8808.1:18-830|+       -            271 25500at50557         -            513    0.0003   18.4   0.0   1   1   1.7e-05   0.00074   17.1   0.0   188   296    80   194    73   236 0.78 -
78072at50557_39758_0:003b38|STRG.9154.1:151-690|+      -            180 25500at50557         -            513   0.00031   18.4   0.4   1   2     0.025       1.1    6.6   0.1   455   512    26    89    15    90 0.75 -
78072at50557_39758_0:003b38|STRG.9154.1:151-690|+      -            180 25500at50557         -            513   0.00031   18.4   0.4   2   2   0.00057     0.025   12.1   0.1   195   253    76   138    74   146 0.77 -
80377at50557_116153_0:0002e6|STRG.955.2:2834-3547|+    -            238 25500at50557         -            513   0.00031   18.3   0.2   1   1   0.00012    0.0055   14.2   0.2   274   354    58   136     4   238 0.73 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 25500at50557         -            513   0.00068   17.2   0.0   1   3      0.15       6.6    4.1   0.0   404   437     1    34     1    80 0.69 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 25500at50557         -            513   0.00068   17.2   0.0   2   3    0.0086      0.38    8.2   0.0   193   259   104   170    96   188 0.79 -
40115at50557_116153_0:000cbb|STRG.8802.1:180-1076|+    -            299 25500at50557         -            513   0.00068   17.2   0.0   3   3       1.5        66    0.8   0.0   448   483   231   265   201   299 0.54 -
90358at50557_108931_0:000131|STRG.683.1:297-923|+      -            209 25500at50557         -            513   0.00081   17.0   0.1   1   1    0.0001    0.0044   14.5   0.1   185   335    32   204    16   207 0.69 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 25500at50557         -            513   0.00087   16.9   0.0   1   2      0.34        15    2.9   0.0   322   356     2    36     1    47 0.91 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 25500at50557         -            513   0.00087   16.9   0.0   2   2   0.00084     0.037   11.5   0.0   221   335    87   203    81   225 0.82 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 25500at50557         -            513   0.00096   16.7   0.1   1   2   0.00091      0.04   11.4   0.0   223   335     7   123     4   137 0.74 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 25500at50557         -            513   0.00096   16.7   0.1   2   2      0.23        10    3.5   0.0   450   512   173   236   150   237 0.58 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+      -            195 25500at50557         -            513    0.0011   16.5   0.0   1   2   0.00057     0.025   12.1   0.0   435   511    11    90     4    92 0.82 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+      -            195 25500at50557         -            513    0.0011   16.5   0.0   2   2    0.0052      0.23    8.9   0.0   137   214    58   140    58   170 0.82 -
37700at50557_1629725_0:002171|STRG.8808.2:384-1040|+   -            219 25500at50557         -            513    0.0015   16.1   0.0   1   2   0.00011    0.0049   14.4   0.0   195   295     1   107     1   144 0.79 -
37700at50557_1629725_0:002171|STRG.8808.2:384-1040|+   -            219 25500at50557         -            513    0.0015   16.1   0.0   2   2       2.6   1.1e+02   -0.0   0.0   449   491   123   164   109   187 0.61 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+   -            289 25500at50557         -            513    0.0018   15.8   1.8   1   3    0.0089      0.39    8.1   0.2   223   283    14    84     7   129 0.71 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+   -            289 25500at50557         -            513    0.0018   15.8   1.8   2   3      0.21       9.5    3.6   0.2   226   293    64   133    43   195 0.66 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+   -            289 25500at50557         -            513    0.0018   15.8   1.8   3   3     0.038       1.7    6.0   0.1   452   511   198   257   186   259 0.78 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+   -            383 25500at50557         -            513    0.0024   15.4   0.7   1   3       0.1       4.5    4.6   0.2    91   123   104   136    77   147 0.84 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+   -            383 25500at50557         -            513    0.0024   15.4   0.7   2   3       3.8   1.7e+02   -0.6   0.0   202   297   132   231   126   255 0.58 -
40115at50557_108931_0:001d6b|STRG.8807.1:1200-2348|+   -            383 25500at50557         -            513    0.0024   15.4   0.7   3   3     0.017      0.73    7.2   0.0   102   167   318   382   307   383 0.75 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+    -            383 25500at50557         -            513    0.0024   15.4   0.7   1   3       0.1       4.5    4.6   0.2    91   123   104   136    77   147 0.84 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+    -            383 25500at50557         -            513    0.0024   15.4   0.7   2   3       3.8   1.7e+02   -0.6   0.0   202   297   132   231   126   255 0.58 -
40115at50557_108931_0:001d6b|STRG.8807.2:975-2123|+    -            383 25500at50557         -            513    0.0024   15.4   0.7   3   3     0.017      0.73    7.2   0.0   102   167   318   382   307   383 0.75 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+    -            383 25500at50557         -            513    0.0024   15.4   0.7   1   3       0.1       4.5    4.6   0.2    91   123   104   136    77   147 0.84 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+    -            383 25500at50557         -            513    0.0024   15.4   0.7   2   3       3.8   1.7e+02   -0.6   0.0   202   297   132   231   126   255 0.58 -
40115at50557_108931_0:001d6b|STRG.8807.3:903-2051|+    -            383 25500at50557         -            513    0.0024   15.4   0.7   3   3     0.017      0.73    7.2   0.0   102   167   318   382   307   383 0.75 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+      -            327 25500at50557         -            513    0.0034   14.9   0.7   1   2       2.6   1.1e+02   -0.0   0.0   452   476    43    67    29    77 0.71 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+      -            327 25500at50557         -            513    0.0034   14.9   0.7   2   2   0.00043     0.019   12.5   0.3    89   289    69   147    41   165 0.52 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+         -            327 25500at50557         -            513    0.0034   14.9   0.7   1   2       2.6   1.1e+02   -0.0   0.0   452   476    43    67    29    77 0.71 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+         -            327 25500at50557         -            513    0.0034   14.9   0.7   2   2   0.00043     0.019   12.5   0.3    89   289    69   147    41   165 0.52 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 25500at50557         -            513    0.0038   14.8   0.1   1   3      0.78        35    1.7   0.0    52   511    84   113     1   115 0.58 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 25500at50557         -            513    0.0038   14.8   0.1   2   3     0.025       1.1    6.6   0.0   289   334   119   163   115   171 0.88 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 25500at50557         -            513    0.0038   14.8   0.1   3   3      0.55        24    2.2   0.0    68   242   230   275   202   280 0.58 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+      -            106 25500at50557         -            513    0.0041   14.6   0.1   1   2     0.012      0.54    7.6   0.0    58   106     3    50     1    53 0.80 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+      -            106 25500at50557         -            513    0.0041   14.6   0.1   2   2    0.0012     0.055   10.9   0.0   403   451    38    86    15   101 0.73 -
14512at50557_197043_0:0050fb|STRG.10279.1:785-976|+    -             64 25500at50557         -            513    0.0044   14.5   0.0   1   1    0.0001    0.0044   14.5   0.0   189   247     6    62     1    64 0.87 -
118166at50557_103372_0:000213|STRG.6512.1:0-1160|+     -            387 25500at50557         -            513    0.0057   14.2   0.1   1   2   0.00089     0.039   11.4   0.1   394   460    41   113    36   165 0.69 -
118166at50557_103372_0:000213|STRG.6512.1:0-1160|+     -            387 25500at50557         -            513    0.0057   14.2   0.1   2   2       3.9   1.7e+02   -0.6   0.0   297   338   172   214   141   223 0.71 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+  -            207 25500at50557         -            513    0.0057   14.2   0.0   1   2      0.12       5.3    4.4   0.0   293   353    26    92    17    94 0.76 -
80377at50557_108931_0:002353|STRG.11711.1:2268-2888|+  -            207 25500at50557         -            513    0.0057   14.2   0.0   2   2     0.003      0.13    9.7   0.0    57   127    89   162    82   177 0.84 -
