#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+     -            367 66691at50557         -            296  2.1e-144  478.9   8.7   1   1  8.3e-146  6.3e-144  477.3   8.7     1   290    15   355    15   360 0.89 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+      -            256 66691at50557         -            296     0.067   11.1   6.0   1   3         2   1.5e+02    0.0   0.0   169   196     7    34     1    45 0.57 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+      -            256 66691at50557         -            296     0.067   11.1   6.0   2   3     0.049       3.7    5.3   1.0    31    61    50    80    39   206 0.75 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+      -            256 66691at50557         -            296     0.067   11.1   6.0   3   3      0.25        19    3.0   0.1   274   293   229   248   216   251 0.80 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/66691at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/66691at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/66691at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:36:09 2024
# [ok]
