#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
48053at50557_7536_0:0009dd|STRG.4090.1:36-437|+        -            134 48053at50557         -            417   4.7e-74  248.3   0.3   1   1     1e-75   5.2e-74  248.2   0.3     2   130     1   133     1   134 0.97 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   1   2       1.1        55    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+    -            233 48053at50557         -            417   4.4e-05   21.2   0.1   2   2   8.9e-06   0.00045   17.8   0.0   293   379   130   231   114   233 0.66 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+       -            256 48053at50557         -            417   6.4e-05   20.6   0.6   1   3     0.002       0.1   10.1   0.0   318   411    10   111     4   114 0.68 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+       -            256 48053at50557         -            417   6.4e-05   20.6   0.6   2   3    0.0037      0.18    9.2   0.0   191   247    58   118    48   214 0.78 -
80377at50557_30019_0:0008bb|STRG.6991.1:27-794|+       -            256 48053at50557         -            417   6.4e-05   20.6   0.6   3   3      0.31        16    2.9   0.1   296   317   233   254   223   256 0.75 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 48053at50557         -            417   7.1e-05   20.5   0.2   1   3    0.0094      0.47    7.9   0.1   293   348    38    98    22   108 0.68 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 48053at50557         -            417   7.1e-05   20.5   0.2   2   3     0.049       2.5    5.5   0.0   319   349   134   163   121   191 0.80 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 48053at50557         -            417   7.1e-05   20.5   0.2   3   3      0.31        16    2.9   0.0   329   353   226   250   218   311 0.72 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 48053at50557         -            417   9.9e-05   20.0   0.9   1   3     0.012      0.62    7.5   0.0   319   416   551   666   538   667 0.60 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 48053at50557         -            417   9.9e-05   20.0   0.9   2   3         2     1e+02    0.2   0.0   282   312   684   715   679   770 0.57 -
12735at50557_34720_0:000d5c|STRG.14307.2:281-3169|+    -            963 48053at50557         -            417   9.9e-05   20.0   0.9   3   3     0.036       1.8    5.9   0.1   299   344   796   850   789   879 0.66 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 48053at50557         -            417    0.0001   20.0   0.9   1   3     0.012      0.62    7.5   0.0   319   416   552   667   539   668 0.60 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 48053at50557         -            417    0.0001   20.0   0.9   2   3         2     1e+02    0.2   0.0   282   312   685   716   680   771 0.57 -
12735at50557_34720_0:000d5c|STRG.14307.3:3-2894|+      -            964 48053at50557         -            417    0.0001   20.0   0.9   3   3     0.036       1.8    5.9   0.1   299   344   797   851   790   880 0.66 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+   -            238 48053at50557         -            417   0.00011   19.9   0.2   1   2   0.00012     0.006   14.1   0.1   290   416     8   155     3   156 0.66 -
25500at50557_121845_0:000041|STRG.14386.1:502-1215|+   -            238 48053at50557         -            417   0.00011   19.9   0.2   2   2    0.0042      0.21    9.0   0.0   285   345   135   205   131   213 0.69 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+    -            238 48053at50557         -            417   0.00011   19.9   0.2   1   2   0.00012     0.006   14.1   0.1   290   416     8   155     3   156 0.66 -
25500at50557_121845_0:000041|STRG.14386.2:189-902|+    -            238 48053at50557         -            417   0.00011   19.9   0.2   2   2    0.0042      0.21    9.0   0.0   285   345   135   205   131   213 0.69 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 48053at50557         -            417   0.00012   19.8   0.9   1   3     0.012      0.63    7.5   0.0   319   416   592   707   578   708 0.60 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 48053at50557         -            417   0.00012   19.8   0.9   2   3       2.1   1.1e+02    0.1   0.0   282   312   725   756   720   811 0.57 -
12735at50557_34720_0:000d5c|STRG.14307.1:281-3292|+    -           1004 48053at50557         -            417   0.00012   19.8   0.9   3   3     0.038       1.9    5.9   0.1   299   344   837   891   830   920 0.66 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 48053at50557         -            417   0.00017   19.2   0.4   1   4      0.35        17    2.7   0.0   282   314   127   159   112   165 0.85 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 48053at50557         -            417   0.00017   19.2   0.4   2   4    0.0011     0.055   11.0   0.0   183   248   173   245   157   247 0.72 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 48053at50557         -            417   0.00017   19.2   0.4   3   4    0.0017     0.085   10.3   0.1   189   250   224   289   198   301 0.73 -
55830at50557_103372_0:000f54|STRG.13807.2:0-1340|+     -            447 48053at50557         -            417   0.00017   19.2   0.4   4   4         5   2.5e+02   -1.1   0.0   278   313   395   432   356   439 0.69 -
40115at50557_38123_0:0006c3|STRG.10276.1:846-1034|+    -             63 48053at50557         -            417   0.00017   19.2   0.0   1   1   3.8e-06   0.00019   19.1   0.0   286   340     2    63     1    63 0.79 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 48053at50557         -            417   0.00018   19.1   4.0   1   3      0.68        35    1.7   0.0   293   340    21    74    11    79 0.72 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 48053at50557         -            417   0.00018   19.1   4.0   2   3     1e-05   0.00053   17.6   1.3   176   251    84   167    68   179 0.72 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 48053at50557         -            417   0.00018   19.1   4.0   3   3       4.1   2.1e+02   -0.8   0.0   282   298   179   196   165   198 0.74 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+     -            741 48053at50557         -            417   0.00019   19.1   0.2   1   3     0.058       2.9    5.3   0.0   219   345   430   465   412   495 0.63 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+     -            741 48053at50557         -            417   0.00019   19.1   0.2   2   3     0.051       2.6    5.5   0.1   204   247   605   653   584   687 0.65 -
37700at50557_34720_0:0020a5|STRG.9037.1:497-2719|+     -            741 48053at50557         -            417   0.00019   19.1   0.2   3   3      0.12       5.9    4.3   0.0   282   319   670   707   662   715 0.81 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 48053at50557         -            417   0.00019   19.1   0.2   1   3     0.059         3    5.2   0.0   219   345   429   464   411   494 0.64 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 48053at50557         -            417   0.00019   19.1   0.2   2   3      0.05       2.6    5.5   0.1   204   247   604   652   583   686 0.65 -
37700at50557_34720_0:0020a5|STRG.9037.2:497-2716|+     -            740 48053at50557         -            417   0.00019   19.1   0.2   3   3      0.12       5.9    4.3   0.0   282   319   669   706   661   714 0.81 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 48053at50557         -            417   0.00019   19.0   0.4   1   4      0.36        18    2.7   0.0   282   314   145   177   130   183 0.85 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 48053at50557         -            417   0.00019   19.0   0.4   2   4    0.0011     0.057   10.9   0.0   183   248   191   263   176   267 0.73 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 48053at50557         -            417   0.00019   19.0   0.4   3   4    0.0021      0.11   10.0   0.1   189   250   242   307   220   319 0.78 -
55830at50557_103372_0:000f54|STRG.13807.1:284-1669|+   -            462 48053at50557         -            417   0.00019   19.0   0.4   4   4       5.4   2.8e+02   -1.2   0.0   278   313   413   450   374   456 0.68 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 48053at50557         -            417   0.00019   19.0   0.1   1   3      0.02         1    6.8   0.0   297   349     2    60     1    67 0.70 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 48053at50557         -            417   0.00019   19.0   0.1   2   3     0.031       1.6    6.2   0.0   319   349    95   124    85   153 0.79 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 48053at50557         -            417   0.00019   19.0   0.1   3   3      0.38        19    2.6   0.0   329   352   187   210   179   231 0.82 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+   -            146 48053at50557         -            417   0.00022   18.8   0.0   1   3       1.8        92    0.3   0.0   319   344    12    36     8    50 0.76 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+   -            146 48053at50557         -            417   0.00022   18.8   0.0   2   3    0.0071      0.36    8.3   0.0   285   331    61   107    55   114 0.75 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+   -            146 48053at50557         -            417   0.00022   18.8   0.0   3   3     0.013      0.66    7.4   0.0   288   318   108   138   102   142 0.88 -
78072at50557_7038_0:0021a3|STRG.17926.3:316-1059|+     -            248 48053at50557         -            417   0.00028   18.5   0.0   1   1   1.5e-05   0.00078   17.0   0.0   278   381    11   126     3   150 0.65 -
78072at50557_7038_0:0021a3|STRG.17926.4:316-1059|+     -            248 48053at50557         -            417   0.00028   18.5   0.0   1   1   1.5e-05   0.00078   17.0   0.0   278   381    11   126     3   150 0.65 -
78072at50557_7038_0:0021a3|STRG.17926.1:331-1179|+     -            283 48053at50557         -            417   0.00035   18.2   0.0   1   1   1.8e-05   0.00092   16.8   0.0   278   381    46   161    33   185 0.66 -
78072at50557_7038_0:0021a3|STRG.17926.2:331-1179|+     -            283 48053at50557         -            417   0.00035   18.2   0.0   1   1   1.8e-05   0.00092   16.8   0.0   278   381    46   161    33   185 0.66 -
78072at50557_7038_0:0021a3|STRG.17926.5:331-1179|+     -            283 48053at50557         -            417   0.00035   18.2   0.0   1   1   1.8e-05   0.00092   16.8   0.0   278   381    46   161    33   185 0.66 -
14512at50557_197043_0:0050fb|STRG.10279.1:785-976|+    -             64 48053at50557         -            417   0.00051   17.7   0.0   1   1   1.2e-05    0.0006   17.4   0.0   286   337     4    62     2    64 0.71 -
80377at50557_378494_0:00121e|STRG.954.1:1846-2397|+    -            184 48053at50557         -            417   0.00065   17.3   0.1   1   2    0.0029      0.15    9.5   0.0   297   375    50   135    44   143 0.69 -
80377at50557_378494_0:00121e|STRG.954.1:1846-2397|+    -            184 48053at50557         -            417   0.00065   17.3   0.1   2   2     0.022       1.1    6.6   0.1   176   209   148   183   134   184 0.69 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 48053at50557         -            417   0.00066   17.3   0.6   1   2   8.3e-05    0.0042   14.6   0.4   194   318    28   165    12   174 0.77 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 48053at50557         -            417   0.00066   17.3   0.6   2   2       3.5   1.8e+02   -0.6   0.0   319   342   231   254   213   279 0.63 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 48053at50557         -            417   0.00081   17.0   0.0   1   3      0.27        14    3.0   0.0   319   399     3    98     1   114 0.70 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 48053at50557         -            417   0.00081   17.0   0.0   2   3      0.23        12    3.3   0.0   194   214   156   176   142   195 0.66 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 48053at50557         -            417   0.00081   17.0   0.0   3   3     0.014      0.72    7.3   0.0   189   248   196   259   177   261 0.73 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 48053at50557         -            417   0.00081   17.0   0.0   1   3      0.27        14    3.0   0.0   319   399     3    98     1   114 0.70 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 48053at50557         -            417   0.00081   17.0   0.0   2   3      0.23        12    3.3   0.0   194   214   156   176   142   195 0.66 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 48053at50557         -            417   0.00081   17.0   0.0   3   3     0.014      0.72    7.3   0.0   189   248   196   259   177   261 0.73 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+       -            292 48053at50557         -            417    0.0011   16.5   0.3   1   2      0.13       6.7    4.1   0.0   297   346   109   162    99   168 0.53 -
74508at50557_7394_0:0023c7|STRG.15109.3:15-890|+       -            292 48053at50557         -            417    0.0011   16.5   0.3   2   2     0.005      0.25    8.8   0.0   285   330   235   287   215   291 0.68 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+   -            289 48053at50557         -            417    0.0015   16.1   0.0   1   1   6.2e-05    0.0031   15.0   0.0   191   246   197   257   172   264 0.79 -
90358at50557_7176_0:003ae7|STRG.4714.1:951-1118|+      -             56 48053at50557         -            417    0.0016   16.0   0.1   1   1   0.00018    0.0093   13.5   0.1   198   247     3    56     1    56 0.85 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 48053at50557         -            417    0.0021   15.7   0.1   1   2   0.00018    0.0092   13.5   0.0   285   343     2    67     1    71 0.81 -
80377at50557_7237_0:001b62|STRG.12687.1:731-1588|+     -            286 48053at50557         -            417    0.0021   15.7   0.1   2   2       7.1   3.6e+02   -1.6   0.0   306   342   214   251   194   265 0.68 -
43719at50557_456900_0:000a8d|STRG.11910.1:0-2084|+     -            695 48053at50557         -            417    0.0027   15.3   0.0   1   1   0.00012    0.0061   14.1   0.0   328   380   113   168    96   185 0.87 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   1   3      0.49        25    2.2   0.0   324   351    25    52    12   100 0.69 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   2   3       1.3        65    0.8   0.1   285   314   120   149   113   156 0.86 -
80377at50557_37344_0:0017d3|STRG.16297.1:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   3   3    0.0065      0.33    8.4   0.0   186   280   177   276   168   303 0.76 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   1   3      0.49        25    2.2   0.0   324   351    25    52    12   100 0.69 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   2   3       1.3        65    0.8   0.1   285   314   120   149   113   156 0.86 -
80377at50557_37344_0:0017d3|STRG.16297.2:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   3   3    0.0065      0.33    8.4   0.0   186   280   177   276   168   303 0.76 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   1   3      0.49        25    2.2   0.0   324   351    25    52    12   100 0.69 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   2   3       1.3        65    0.8   0.1   285   314   120   149   113   156 0.86 -
80377at50557_37344_0:0017d3|STRG.16297.3:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   3   3    0.0065      0.33    8.4   0.0   186   280   177   276   168   303 0.76 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   1   3      0.49        25    2.2   0.0   324   351    25    52    12   100 0.69 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   2   3       1.3        65    0.8   0.1   285   314   120   149   113   156 0.86 -
80377at50557_37344_0:0017d3|STRG.16297.4:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   3   3    0.0065      0.33    8.4   0.0   186   280   177   276   168   303 0.76 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   1   3      0.49        25    2.2   0.0   324   351    25    52    12   100 0.69 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   2   3       1.3        65    0.8   0.1   285   314   120   149   113   156 0.86 -
80377at50557_37344_0:0017d3|STRG.16297.5:1013-1972|+   -            320 48053at50557         -            417    0.0032   15.0   1.5   3   3    0.0065      0.33    8.4   0.0   186   280   177   276   168   303 0.76 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 48053at50557         -            417    0.0037   14.8   0.6   1   2   0.00055     0.028   11.9   0.1   319   346    11    38     5    56 0.81 -
78072at50557_156304_0:001dd8|STRG.4879.3:1678-2394|+   -            239 48053at50557         -            417    0.0037   14.8   0.6   2   2      0.87        44    1.4   0.1   254   312   112   137    48   225 0.70 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 48053at50557         -            417    0.0041   14.7   0.1   1   2       1.3        64    0.9   0.0   382   415     9    42     4    44 0.87 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+    -            296 48053at50557         -            417    0.0041   14.7   0.1   2   2    0.0016     0.081   10.4   0.1   213   248   107   146    86   154 0.71 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 48053at50557         -            417    0.0041   14.7   0.1   1   2       1.3        64    0.9   0.0   382   415     9    42     4    44 0.87 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+    -            296 48053at50557         -            417    0.0041   14.7   0.1   2   2    0.0016     0.081   10.4   0.1   213   248   107   146    86   154 0.71 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+      -            412 48053at50557         -            417    0.0042   14.6   0.6   1   2     0.018       0.9    6.9   0.0   293   318   188   213   180   252 0.66 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+      -            412 48053at50557         -            417    0.0042   14.6   0.6   2   2      0.61        31    1.9   0.0   318   347   348   377   338   386 0.74 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+    -            416 48053at50557         -            417    0.0044   14.6   0.6   1   2     0.019      0.98    6.8   0.0   293   318   207   232   202   271 0.66 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+    -            416 48053at50557         -            417    0.0044   14.6   0.6   2   2      0.62        31    1.9   0.0   318   347   367   396   357   405 0.74 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+    -            416 48053at50557         -            417    0.0044   14.6   0.6   1   2     0.019      0.98    6.8   0.0   293   318   207   232   202   271 0.66 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+    -            416 48053at50557         -            417    0.0044   14.6   0.6   2   2      0.62        31    1.9   0.0   318   347   367   396   357   405 0.74 -
14512at50557_1218281_0:002752|STRG.15828.1:672-1052|+  -            127 48053at50557         -            417    0.0061   14.1   0.0   1   1   0.00012    0.0061   14.1   0.0   324   347    39    62     3   120 0.77 -
14512at50557_1218281_0:002752|STRG.15828.2:842-1222|+  -            127 48053at50557         -            417    0.0061   14.1   0.0   1   1   0.00012    0.0061   14.1   0.0   324   347    39    62     3   120 0.77 -
14512at50557_1218281_0:002752|STRG.15828.4:707-1087|+  -            127 48053at50557         -            417    0.0061   14.1   0.0   1   1   0.00012    0.0061   14.1   0.0   324   347    39    62     3   120 0.77 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+     -            331 48053at50557         -            417    0.0073   13.8   0.0   1   3       7.3   3.7e+02   -1.7   0.0   277   310     9    42     5    54 0.79 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+     -            331 48053at50557         -            417    0.0073   13.8   0.0   2   3     0.006       0.3    8.5   0.0   196   247   135   188   127   189 0.86 -
119132at50557_456900_0:001fe4|STRG.13700.1:0-992|+     -            331 48053at50557         -            417    0.0073   13.8   0.0   3   3    0.0037      0.19    9.2   0.0   328   360   174   206   164   227 0.81 -
14512at50557_197043_0:0050fb|STRG.15828.3:827-1021|+   -             65 48053at50557         -            417    0.0095   13.5   0.0   1   1   0.00019    0.0095   13.5   0.0   282   309    37    64     2    65 0.63 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 48053at50557         -            417      0.01   13.3   0.2   1   2       2.3   1.1e+02    0.0   0.0   295   307    19    31     6    36 0.58 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 48053at50557         -            417      0.01   13.3   0.2   2   2    0.0012     0.059   10.9   0.1   213   269    43   105    34   119 0.74 -
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+    -            332 48053at50557         -            417     0.013   13.0   0.0   1   1    0.0005     0.025   12.1   0.0   283   368   218   321   208   332 0.70 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+     -            303 48053at50557         -            417     0.014   12.9   0.1   1   2     0.051       2.6    5.4   0.0   318   344     6    32     3    89 0.75 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+     -            303 48053at50557         -            417     0.014   12.9   0.1   2   2     0.074       3.7    4.9   0.0   179   230   231   282   211   303 0.80 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+    -            303 48053at50557         -            417     0.014   12.9   0.1   1   2     0.051       2.6    5.4   0.0   318   344     6    32     3    89 0.75 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+    -            303 48053at50557         -            417     0.014   12.9   0.1   2   2     0.074       3.7    4.9   0.0   179   230   231   282   211   303 0.80 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+   -            292 48053at50557         -            417     0.017   12.6   0.4   1   2      0.28        14    3.0   0.0   294   324    73   103    39   110 0.77 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+   -            292 48053at50557         -            417     0.017   12.6   0.4   2   2    0.0098       0.5    7.8   0.1   192   255   205   272   165   277 0.78 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+     -            215 48053at50557         -            417     0.023   12.2   0.3   1   2       3.7   1.9e+02   -0.7   0.0   295   308    20    33    10    43 0.60 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+     -            215 48053at50557         -            417     0.023   12.2   0.3   2   2    0.0023      0.12    9.9   0.1   214   269    45   106    36   168 0.82 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+     -            215 48053at50557         -            417     0.023   12.2   0.3   1   2       3.7   1.9e+02   -0.7   0.0   295   308    20    33    10    43 0.60 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+     -            215 48053at50557         -            417     0.023   12.2   0.3   2   2    0.0023      0.12    9.9   0.1   214   269    45   106    36   168 0.82 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+      -            215 48053at50557         -            417     0.023   12.2   0.3   1   2       3.7   1.9e+02   -0.7   0.0   295   308    20    33    10    43 0.60 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+      -            215 48053at50557         -            417     0.023   12.2   0.3   2   2    0.0023      0.12    9.9   0.1   214   269    45   106    36   168 0.82 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+      -             72 48053at50557         -            417     0.027   12.0   0.0   1   1    0.0011     0.054   11.0   0.0   194   246    16    72     4    72 0.65 -
78072at50557_39758_0:003b38|STRG.9154.1:151-690|+      -            180 48053at50557         -            417     0.028   11.9   0.0   1   2       1.2        61    0.9   0.0   329   343    76    90    62   101 0.63 -
78072at50557_39758_0:003b38|STRG.9154.1:151-690|+      -            180 48053at50557         -            417     0.028   11.9   0.0   2   2    0.0048      0.24    8.8   0.0   175   237   102   169    95   174 0.81 -
90358at50557_64459_0:00271f|STRG.9618.2:11785-12576|+  -            264 48053at50557         -            417      0.03   11.8   0.0   1   1    0.0011     0.053   11.0   0.0   186   256    28   109    15   125 0.81 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/48053at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/48053at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/48053at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:35:32 2024
# [ok]
