#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+         -            320 76755at50557         -            264  2.8e-137  455.2   2.4   1   1  1.3e-138  4.1e-137  454.7   2.4     1   264    13   314    13   314 0.93 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+      -            255 76755at50557         -            264   1.3e-08   33.4   0.8   3   4      0.76        25    3.0   0.0   103   132   150   179   137   185 0.86 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+      -            255 76755at50557         -            264   1.3e-08   33.4   0.8   4   4      0.18       5.8    5.1   0.0   212   248   189   225   179   246 0.77 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+     -            199 76755at50557         -            264   1.3e-08   33.4   0.0   1   2   0.00011    0.0034   15.6   0.0    57   111    14    71     3    96 0.74 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+     -            199 76755at50557         -            264   1.3e-08   33.4   0.0   2   2   8.8e-05    0.0029   15.9   0.0   182   261   109   195    97   198 0.76 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+    -            262 76755at50557         -            264   1.4e-08   33.3   0.6   1   3     0.042       1.4    7.1   0.1   200   262     7    71     2    73 0.66 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+    -            262 76755at50557         -            264   1.4e-08   33.3   0.6   2   3    0.0076      0.25    9.5   0.0   217   262   107   155    87   157 0.68 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+    -            262 76755at50557         -            264   1.4e-08   33.3   0.6   3   3    0.0013     0.043   12.0   0.0     5    91   168   262   162   262 0.68 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   1   3   8.4e-06   0.00027   19.2   0.9    34   157    57   195    17   196 0.78 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   2   3   4.9e-05    0.0016   16.7   0.1    61   130   178   249   170   272 0.82 -
40115at50557_597456_0:00265e|STRG.5080.1:1879-2748|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   3   3         8   2.6e+02   -0.4   0.0    72    91   270   289   264   290 0.70 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   1   3   8.4e-06   0.00027   19.2   0.9    34   157    57   195    17   196 0.78 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   2   3   4.9e-05    0.0016   16.7   0.1    61   130   178   249   170   272 0.82 -
40115at50557_597456_0:00265e|STRG.5080.2:1826-2695|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   3   3         8   2.6e+02   -0.4   0.0    72    91   270   289   264   290 0.70 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   1   3   8.4e-06   0.00027   19.2   0.9    34   157    57   195    17   196 0.78 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   2   3   4.9e-05    0.0016   16.7   0.1    61   130   178   249   170   272 0.82 -
40115at50557_597456_0:00265e|STRG.5080.3:1947-2816|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   3   3         8   2.6e+02   -0.4   0.0    72    91   270   289   264   290 0.70 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   1   3   8.4e-06   0.00027   19.2   0.9    34   157    57   195    17   196 0.78 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   2   3   4.9e-05    0.0016   16.7   0.1    61   130   178   249   170   272 0.82 -
40115at50557_597456_0:00265e|STRG.5080.4:1903-2772|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   3   3         8   2.6e+02   -0.4   0.0    72    91   270   289   264   290 0.70 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   1   3   8.4e-06   0.00027   19.2   0.9    34   157    57   195    17   196 0.78 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   2   3   4.9e-05    0.0016   16.7   0.1    61   130   178   249   170   272 0.82 -
40115at50557_597456_0:00265e|STRG.5080.5:2000-2869|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   3   3         8   2.6e+02   -0.4   0.0    72    91   270   289   264   290 0.70 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   1   3   8.4e-06   0.00027   19.2   0.9    34   157    57   195    17   196 0.78 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   2   3   4.9e-05    0.0016   16.7   0.1    61   130   178   249   170   272 0.82 -
40115at50557_597456_0:00265e|STRG.5080.6:2352-3221|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   3   3         8   2.6e+02   -0.4   0.0    72    91   270   289   264   290 0.70 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   1   3   8.4e-06   0.00027   19.2   0.9    34   157    57   195    17   196 0.78 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   2   3   4.9e-05    0.0016   16.7   0.1    61   130   178   249   170   272 0.82 -
40115at50557_597456_0:00265e|STRG.5080.7:2341-3210|+    -            290 76755at50557         -            264   1.8e-08   32.9   3.7   3   3         8   2.6e+02   -0.4   0.0    72    91   270   289   264   290 0.70 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+     -            444 76755at50557         -            264   2.6e-08   32.4   0.8   1   4      0.13       4.3    5.5   0.0   103   149    68   115    63   119 0.72 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+     -            444 76755at50557         -            264   2.6e-08   32.4   0.8   2   4     0.099       3.2    5.9   0.0    68   107   113   151   105   181 0.79 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+     -            444 76755at50557         -            264   2.6e-08   32.4   0.8   3   4     0.014      0.46    8.6   0.0     2    95   211   312   210   321 0.77 -
56099at50557_103372_0:001a7e|STRG.18490.1:87-1418|+     -            444 76755at50557         -            264   2.6e-08   32.4   0.8   4   4    0.0001    0.0032   15.7   0.1    17    98   273   358   261   361 0.77 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+    -            262 76755at50557         -            264   2.6e-08   32.4   0.0   1   3    0.0013     0.042   12.1   0.0   104   151     1    48     1    58 0.90 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+    -            262 76755at50557         -            264   2.6e-08   32.4   0.0   2   3     0.056       1.8    6.7   0.0   214   252   142   180   118   192 0.85 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+    -            262 76755at50557         -            264   2.6e-08   32.4   0.0   3   3     0.016      0.52    8.5   0.0   176   207   228   259   223   262 0.80 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+    -            262 76755at50557         -            264   2.6e-08   32.4   0.0   1   3    0.0013     0.042   12.1   0.0   104   151     1    48     1    58 0.90 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+    -            262 76755at50557         -            264   2.6e-08   32.4   0.0   2   3     0.056       1.8    6.7   0.0   214   252   142   180   118   192 0.85 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+    -            262 76755at50557         -            264   2.6e-08   32.4   0.0   3   3     0.016      0.52    8.5   0.0   176   207   228   259   223   262 0.80 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+     -            443 76755at50557         -            264   2.8e-08   32.3   0.7   1   4      0.14       4.7    5.3   0.0   103   148    68   114    63   118 0.71 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+     -            443 76755at50557         -            264   2.8e-08   32.3   0.7   2   4      0.11       3.4    5.8   0.0    68   107   113   151   107   181 0.79 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+     -            443 76755at50557         -            264   2.8e-08   32.3   0.7   3   4     0.033       1.1    7.5   0.0     7    95   215   311   209   321 0.73 -
56099at50557_103372_0:001a7e|STRG.18490.2:87-1425|+     -            443 76755at50557         -            264   2.8e-08   32.3   0.7   4   4   8.8e-05    0.0029   15.9   0.1    17    98   272   357   260   364 0.77 -
90358at50557_1049336_0:001923|STRG.9618.1:8472-9167|+   -            232 76755at50557         -            264   5.9e-08   31.3   0.1   1   2     0.012      0.39    8.9   0.0    75   149    44   122     1   127 0.79 -
90358at50557_1049336_0:001923|STRG.9618.1:8472-9167|+   -            232 76755at50557         -            264   5.9e-08   31.3   0.1   2   2   4.9e-06   0.00016   20.0   0.0    34   132   128   229   120   231 0.88 -
90358at50557_1049336_0:001923|STRG.9618.3:11641-12336|+ -            232 76755at50557         -            264   5.9e-08   31.3   0.1   1   2     0.012      0.39    8.9   0.0    75   149    44   122     1   127 0.79 -
90358at50557_1049336_0:001923|STRG.9618.3:11641-12336|+ -            232 76755at50557         -            264   5.9e-08   31.3   0.1   2   2   4.9e-06   0.00016   20.0   0.0    34   132   128   229   120   231 0.88 -
90358at50557_1049336_0:001923|STRG.9618.4:11809-12504|+ -            232 76755at50557         -            264   5.9e-08   31.3   0.1   1   2     0.012      0.39    8.9   0.0    75   149    44   122     1   127 0.79 -
90358at50557_1049336_0:001923|STRG.9618.4:11809-12504|+ -            232 76755at50557         -            264   5.9e-08   31.3   0.1   2   2   4.9e-06   0.00016   20.0   0.0    34   132   128   229   120   231 0.88 -
90358at50557_1049336_0:001923|STRG.9618.5:11899-12594|+ -            232 76755at50557         -            264   5.9e-08   31.3   0.1   1   2     0.012      0.39    8.9   0.0    75   149    44   122     1   127 0.79 -
90358at50557_1049336_0:001923|STRG.9618.5:11899-12594|+ -            232 76755at50557         -            264   5.9e-08   31.3   0.1   2   2   4.9e-06   0.00016   20.0   0.0    34   132   128   229   120   231 0.88 -
90358at50557_1049336_0:001923|STRG.9618.6:11063-11758|+ -            232 76755at50557         -            264   5.9e-08   31.3   0.1   1   2     0.012      0.39    8.9   0.0    75   149    44   122     1   127 0.79 -
90358at50557_1049336_0:001923|STRG.9618.6:11063-11758|+ -            232 76755at50557         -            264   5.9e-08   31.3   0.1   2   2   4.9e-06   0.00016   20.0   0.0    34   132   128   229   120   231 0.88 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+      -            251 76755at50557         -            264   6.1e-08   31.2   0.1   1   2     1e-05   0.00033   19.0   0.0    32   172    14   172     4   177 0.72 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+      -            251 76755at50557         -            264   6.1e-08   31.2   0.1   2   2    0.0085      0.28    9.4   0.0   100   170   180   250   174   251 0.88 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+    -            146 76755at50557         -            264   7.5e-08   30.9   0.0   1   2   5.9e-05    0.0019   16.5   0.0    67   132    10    86     5    94 0.75 -
14512at50557_1629725_0:001392|STRG.954.1:1544-1981|+    -            146 76755at50557         -            264   7.5e-08   30.9   0.0   2   2    0.0026     0.084   11.1   0.0   221   254   105   141    93   145 0.84 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+      -            257 76755at50557         -            264   9.1e-08   30.6   4.9   1   4      0.21       6.7    4.8   0.0   193   210    25    42    10    91 0.76 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+      -            257 76755at50557         -            264   9.1e-08   30.6   4.9   2   4   7.8e-05    0.0025   16.1   0.3   168   257    92   188    74   193 0.79 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+      -            257 76755at50557         -            264   9.1e-08   30.6   4.9   3   4       6.5   2.1e+02   -0.1   0.0     6    22   203   219   198   227 0.81 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+      -            257 76755at50557         -            264   9.1e-08   30.6   4.9   4   4     0.018      0.58    8.3   0.0    69    91   231   253   222   256 0.81 -
77772at50557_1041015_0:0039a4|STRG.15109.1:271-747|+    -            159 76755at50557         -            264   9.6e-08   30.6   0.0   1   2     0.072       2.3    6.4   0.0   226   264    19    59     8    59 0.75 -
77772at50557_1041015_0:0039a4|STRG.15109.1:271-747|+    -            159 76755at50557         -            264   9.6e-08   30.6   0.0   2   2   9.4e-09   3.1e-07   28.9   0.0     4   131    25   158    22   159 0.85 -
77772at50557_1041015_0:0039a4|STRG.15109.2:106-582|+    -            159 76755at50557         -            264   9.6e-08   30.6   0.0   1   2     0.072       2.3    6.4   0.0   226   264    19    59     8    59 0.75 -
77772at50557_1041015_0:0039a4|STRG.15109.2:106-582|+    -            159 76755at50557         -            264   9.6e-08   30.6   0.0   2   2   9.4e-09   3.1e-07   28.9   0.0     4   131    25   158    22   159 0.85 -
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+     -            332 76755at50557         -            264   1.7e-07   29.7   0.0   1   1   0.00074     0.024   12.9   0.0   210   247   209   246   194   257 0.81 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+      -            115 76755at50557         -            264   1.8e-07   29.7   0.3   1   2   0.00024    0.0079   14.4   0.1    66   262     7    56     1    65 0.51 -
14512at50557_197043_0:0050fb|STRG.4714.1:382-726|+      -            115 76755at50557         -            264   1.8e-07   29.7   0.3   2   2    0.0004     0.013   13.7   0.0     3    45    64   110    62   115 0.80 -
101659at50557_103372_0:00088b|STRG.5982.1:129-1721|+    -            531 76755at50557         -            264     2e-07   29.5   0.0   1   2      0.43        14    3.8   0.0   102   138   230   266   214   273 0.85 -
101659at50557_103372_0:00088b|STRG.5982.1:129-1721|+    -            531 76755at50557         -            264     2e-07   29.5   0.0   2   2   7.1e-07   2.3e-05   22.8   0.0    23   137   315   437   295   441 0.74 -
101659at50557_103372_0:00088b|STRG.5982.2:342-2083|+    -            531 76755at50557         -            264     2e-07   29.5   0.0   1   2      0.43        14    3.8   0.0   102   138   230   266   214   273 0.85 -
101659at50557_103372_0:00088b|STRG.5982.2:342-2083|+    -            531 76755at50557         -            264     2e-07   29.5   0.0   2   2   7.1e-07   2.3e-05   22.8   0.0    23   137   315   437   295   441 0.74 -
101659at50557_103372_0:00088b|STRG.5982.3:0-1592|+      -            531 76755at50557         -            264     2e-07   29.5   0.0   1   2      0.43        14    3.8   0.0   102   138   230   266   214   273 0.85 -
101659at50557_103372_0:00088b|STRG.5982.3:0-1592|+      -            531 76755at50557         -            264     2e-07   29.5   0.0   2   2   7.1e-07   2.3e-05   22.8   0.0    23   137   315   437   295   441 0.74 -
90358at50557_64459_0:00271f|STRG.9618.2:11785-12576|+   -            264 76755at50557         -            264   2.4e-07   29.3   0.1   1   2     0.002     0.064   11.5   0.0     9   149     7   160     3   165 0.72 -
90358at50557_64459_0:00271f|STRG.9618.2:11785-12576|+   -            264 76755at50557         -            264   2.4e-07   29.3   0.1   2   2   7.9e-05    0.0026   16.0   0.0    35   129   167   264   159   264 0.89 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+     -            244 76755at50557         -            264   2.4e-07   29.3   1.8   1   3      0.15       4.9    5.3   0.2   113   145    60    92     1   100 0.60 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+     -            244 76755at50557         -            264   2.4e-07   29.3   1.8   2   3     7e-06   0.00023   19.5   0.2    37   135    60   167    56   175 0.74 -
80377at50557_7070_0:0023da|STRG.17188.2:1631-2362|+     -            244 76755at50557         -            264   2.4e-07   29.3   1.8   3   3      0.33        11    4.2   0.0   229   254   189   217   173   229 0.71 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+       -            327 76755at50557         -            264   2.9e-07   29.0   0.5   1   3      0.59        19    3.3   0.1   227   246    44    63    12    76 0.66 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+       -            327 76755at50557         -            264   2.9e-07   29.0   0.5   2   3   9.1e-07     3e-05   22.4   0.0    63   166    75   183    70   213 0.79 -
74508at50557_7394_0:0023c7|STRG.5562.1:279-1259|+       -            327 76755at50557         -            264   2.9e-07   29.0   0.5   3   3         8   2.6e+02   -0.4   0.0   104   129   263   288   234   325 0.52 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+          -            327 76755at50557         -            264   2.9e-07   29.0   0.5   1   3      0.59        19    3.3   0.1   227   246    44    63    12    76 0.66 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+          -            327 76755at50557         -            264   2.9e-07   29.0   0.5   2   3   9.1e-07     3e-05   22.4   0.0    63   166    75   183    70   213 0.79 -
74508at50557_7394_0:0023c7|STRG.5562.2:0-980|+          -            327 76755at50557         -            264   2.9e-07   29.0   0.5   3   3         8   2.6e+02   -0.4   0.0   104   129   263   288   234   325 0.52 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+     -            467 76755at50557         -            264   3.3e-07   28.8   0.2   1   2   0.00038     0.013   13.8   0.0   175   242   144   220   133   228 0.64 -
42371at50557_520822_0:00190c|STRG.12385.5:90-1665|+     -            467 76755at50557         -            264   3.3e-07   28.8   0.2   2   2    0.0015     0.048   11.9   0.1   116   214   335   444   282   460 0.69 -
76755at50557_7224_0:001e1c|STRG.18933.1:14-712|+        -            233 76755at50557         -            264   4.4e-07   28.4   1.4   1   2   8.4e-07   2.7e-05   22.5   0.2    61   134    14    99     7   103 0.76 -
76755at50557_7224_0:001e1c|STRG.18933.1:14-712|+        -            233 76755at50557         -            264   4.4e-07   28.4   1.4   2   2   0.00045     0.014   13.6   0.6    28    96    67   138    66   150 0.81 -
76755at50557_7224_0:001e1c|STRG.18933.4:14-712|+        -            233 76755at50557         -            264   4.4e-07   28.4   1.4   1   2   8.4e-07   2.7e-05   22.5   0.2    61   134    14    99     7   103 0.76 -
76755at50557_7224_0:001e1c|STRG.18933.4:14-712|+        -            233 76755at50557         -            264   4.4e-07   28.4   1.4   2   2   0.00045     0.014   13.6   0.6    28    96    67   138    66   150 0.81 -
80377at50557_378494_0:00121e|STRG.954.1:1846-2397|+     -            184 76755at50557         -            264   4.9e-07   28.2   0.2   1   1     5e-07   1.6e-05   23.2   0.2    82   206    50   183    46   184 0.68 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+   -            323 76755at50557         -            264   6.9e-07   27.7   0.0   1   2      0.41        13    3.9   0.0   172   208    60    96    28   107 0.70 -
40115at50557_123851_0:00295a|STRG.12074.1:1953-2921|+   -            323 76755at50557         -            264   6.9e-07   27.7   0.0   2   2   5.5e-06   0.00018   19.8   0.0    75   205   170   323   107   323 0.71 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+   -            323 76755at50557         -            264   6.9e-07   27.7   0.0   1   2      0.41        13    3.9   0.0   172   208    60    96    28   107 0.70 -
40115at50557_123851_0:00295a|STRG.12074.2:1875-2843|+   -            323 76755at50557         -            264   6.9e-07   27.7   0.0   2   2   5.5e-06   0.00018   19.8   0.0    75   205   170   323   107   323 0.71 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+   -            323 76755at50557         -            264   6.9e-07   27.7   0.0   1   2      0.41        13    3.9   0.0   172   208    60    96    28   107 0.70 -
40115at50557_123851_0:00295a|STRG.12074.4:1792-2760|+   -            323 76755at50557         -            264   6.9e-07   27.7   0.0   2   2   5.5e-06   0.00018   19.8   0.0    75   205   170   323   107   323 0.71 -
71739at50557_66420_0:0008cd|STRG.17936.1:657-1238|+     -            194 76755at50557         -            264   7.2e-07   27.7   0.3   1   2   1.2e-06   4.1e-05   21.9   0.1    70   208     9   162     1   163 0.71 -
71739at50557_66420_0:0008cd|STRG.17936.1:657-1238|+     -            194 76755at50557         -            264   7.2e-07   27.7   0.3   2   2    0.0034      0.11   10.7   0.0    41   103   106   171    86   192 0.70 -
71739at50557_66420_0:0008cd|STRG.17936.2:729-1310|+     -            194 76755at50557         -            264   7.2e-07   27.7   0.3   1   2   1.2e-06   4.1e-05   21.9   0.1    70   208     9   162     1   163 0.71 -
71739at50557_66420_0:0008cd|STRG.17936.2:729-1310|+     -            194 76755at50557         -            264   7.2e-07   27.7   0.3   2   2    0.0034      0.11   10.7   0.0    41   103   106   171    86   192 0.70 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+    -            607 76755at50557         -            264   8.1e-07   27.5   0.1   1   2   0.00053     0.017   13.3   0.0   174   242   283   360   269   368 0.65 -
42371at50557_520822_0:00190c|STRG.12385.4:496-2316|+    -            607 76755at50557         -            264   8.1e-07   27.5   0.1   2   2    0.0025     0.082   11.1   0.0   117   214   476   584   428   600 0.69 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+    -            608 76755at50557         -            264   8.1e-07   27.5   0.1   1   2   0.00054     0.017   13.3   0.0   174   242   284   361   270   369 0.65 -
42371at50557_520822_0:00190c|STRG.12385.2:496-2319|+    -            608 76755at50557         -            264   8.1e-07   27.5   0.1   2   2    0.0025     0.082   11.1   0.0   117   214   477   585   429   601 0.69 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+    -            608 76755at50557         -            264   8.1e-07   27.5   0.1   1   2   0.00054     0.017   13.3   0.0   174   242   284   361   270   369 0.65 -
42371at50557_520822_0:00190c|STRG.12385.3:496-2340|+    -            608 76755at50557         -            264   8.1e-07   27.5   0.1   2   2    0.0025     0.082   11.1   0.0   117   214   477   585   429   601 0.69 -
31374at50557_217634_0:002f47|STRG.3808.1:31-246|+       -             72 76755at50557         -            264   8.2e-07   27.5   0.4   1   1   9.6e-08   3.1e-06   25.6   0.4   177   242     2    72     1    72 0.84 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+    -            607 76755at50557         -            264   8.3e-07   27.5   0.1   1   2   0.00053     0.017   13.3   0.0   174   242   283   360   269   368 0.65 -
42371at50557_520822_0:00190c|STRG.12385.1:496-2316|+    -            607 76755at50557         -            264   8.3e-07   27.5   0.1   2   2    0.0025     0.082   11.1   0.0   117   214   476   584   428   600 0.69 -
43719at50557_456900_0:000a8d|STRG.11910.1:0-2084|+      -            695 76755at50557         -            264   1.1e-06   27.0   0.0   1   1   1.6e-07   5.3e-06   24.8   0.0    14   138    46   179    38   184 0.74 -
58729at50557_64793_0:000fa2|STRG.8808.1:18-830|+        -            271 76755at50557         -            264   1.2e-06   27.0   0.0   1   1   4.8e-08   1.6e-06   26.6   0.0    31   135    78   193    58   261 0.81 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+     -            281 76755at50557         -            264   2.3e-06   26.0   0.4   1   4     0.024      0.78    7.9   0.0    32    92    50   114    11   114 0.54 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+     -            281 76755at50557         -            264   2.3e-06   26.0   0.4   2   4    0.0017     0.056   11.7   0.0    34   106    52   128    45   139 0.69 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+     -            281 76755at50557         -            264   2.3e-06   26.0   0.4   3   4     0.021       0.7    8.1   0.0   189   212   144   167   125   184 0.69 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+     -            281 76755at50557         -            264   2.3e-06   26.0   0.4   4   4       2.1        67    1.6   0.0    76   120   227   276   197   281 0.59 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+      -            123 76755at50557         -            264   2.9e-06   25.7   0.0   1   1   1.8e-07     6e-06   24.7   0.0    52   118    32   103     6   119 0.78 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+    -            360 76755at50557         -            264   3.1e-06   25.6   1.9   1   4    0.0026     0.085   11.1   0.1   179   246    74   147    63   151 0.71 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+    -            360 76755at50557         -            264   3.1e-06   25.6   1.9   2   4       1.9        62    1.7   0.0   102   134   158   190   147   202 0.81 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+    -            360 76755at50557         -            264   3.1e-06   25.6   1.9   3   4     0.035       1.1    7.4   0.0   109   139   207   237   200   261 0.81 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+    -            360 76755at50557         -            264   3.1e-06   25.6   1.9   4   4       2.9        93    1.1   0.0   120   173   321   335   274   343 0.75 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+     -            296 76755at50557         -            264   3.7e-06   25.4   0.7   1   2     0.078       2.5    6.2   0.1   173   210    69   106    57   112 0.83 -
78072at50557_123851_0:000487|STRG.5543.1:156-1043|+     -            296 76755at50557         -            264   3.7e-06   25.4   0.7   2   2    0.0001    0.0033   15.7   0.1   183   263   122   220   110   221 0.71 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+     -            296 76755at50557         -            264   3.7e-06   25.4   0.7   1   2     0.078       2.5    6.2   0.1   173   210    69   106    57   112 0.83 -
78072at50557_123851_0:000487|STRG.5543.2:445-1332|+     -            296 76755at50557         -            264   3.7e-06   25.4   0.7   2   2    0.0001    0.0033   15.7   0.1   183   263   122   220   110   221 0.71 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+      -            303 76755at50557         -            264   4.7e-06   25.0   0.1   1   3    0.0058      0.19    9.9   0.0    67   139     5    85     2    89 0.70 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+      -            303 76755at50557         -            264   4.7e-06   25.0   0.1   2   3     0.049       1.6    6.9   0.0    78   145    61   133    57   152 0.73 -
57752at50557_45779_0:003ace|STRG.1785.1:767-1675|+      -            303 76755at50557         -            264   4.7e-06   25.0   0.1   3   3     0.046       1.5    7.0   0.0   101   147   232   280   184   303 0.71 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+     -            303 76755at50557         -            264   4.7e-06   25.0   0.1   1   3    0.0058      0.19    9.9   0.0    67   139     5    85     2    89 0.70 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+     -            303 76755at50557         -            264   4.7e-06   25.0   0.1   2   3     0.049       1.6    6.9   0.0    78   145    61   133    57   152 0.73 -
57752at50557_45779_0:003ace|STRG.1785.2:1101-2009|+     -            303 76755at50557         -            264   4.7e-06   25.0   0.1   3   3     0.046       1.5    7.0   0.0   101   147   232   280   184   303 0.71 -
37700at50557_1629725_0:002171|STRG.8808.2:384-1040|+    -            219 76755at50557         -            264   4.8e-06   25.0   0.0   1   1   1.6e-07   5.3e-06   24.8   0.0    46   135     8   107     1   178 0.78 -
86043at50557_520822_0:0026e8|STRG.18773.1:2-1207|+      -            402 76755at50557         -            264   4.9e-06   25.0   0.0   1   2   3.2e-06   0.00011   20.6   0.0   153   219   159   228   146   240 0.84 -
86043at50557_520822_0:0026e8|STRG.18773.1:2-1207|+      -            402 76755at50557         -            264   4.9e-06   25.0   0.0   2   2       5.8   1.9e+02    0.1   0.0    11    42   270   304   244   317 0.67 -
104016at50557_520822_0:000af5|STRG.5836.1:0-989|+       -            330 76755at50557         -            264   1.4e-05   23.5   0.3   1   4       7.9   2.6e+02   -0.3   0.0    40    56    61    79    13   112 0.66 -
104016at50557_520822_0:000af5|STRG.5836.1:0-989|+       -            330 76755at50557         -            264   1.4e-05   23.5   0.3   2   4         8   2.6e+02   -0.4   0.0    81    96    64    79    37   136 0.64 -
