#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.15855.1:0-1844|+      -            615 54603at50557         -            483    5e-232  769.4  24.3   1   1  8.9e-234  6.4e-232  769.0  24.3     1   481    96   613    96   615 0.95 -
25718at50557_38123_0:002c3f|STRG.8360.2:965-1897|+      -            311 54603at50557         -            483   1.7e-08   32.2  10.7   1   3    0.0002     0.015   12.6   0.9   354   418    24    91     4   109 0.84 -
25718at50557_38123_0:002c3f|STRG.8360.2:965-1897|+      -            311 54603at50557         -            483   1.7e-08   32.2  10.7   2   3    0.0067      0.49    7.6   0.7   122   179   151   212   133   216 0.72 -
25718at50557_38123_0:002c3f|STRG.8360.2:965-1897|+      -            311 54603at50557         -            483   1.7e-08   32.2  10.7   3   3   8.3e-06   0.00059   17.2   0.0   269   313   218   264   213   280 0.88 -
7376at50557_45779_0:000f73|STRG.6622.1:78-836|+         -            253 54603at50557         -            483   2.6e-08   31.6   1.7   1   2   4.4e-09   3.1e-07   28.0   1.5   344   465    26   152    21   169 0.80 -
7376at50557_45779_0:000f73|STRG.6622.1:78-836|+         -            253 54603at50557         -            483   2.6e-08   31.6   1.7   2   2   0.00054     0.039   11.2   0.2   142   203   112   178   109   197 0.81 -
8280at50557_7395_0:001be3|STRG.3396.1:324-770|+         -            149 54603at50557         -            483   6.2e-08   30.3   0.5   1   2       1.3        95    0.1   0.0   195   215    12    32     9    41 0.82 -
8280at50557_7395_0:001be3|STRG.3396.1:324-770|+         -            149 54603at50557         -            483   6.2e-08   30.3   0.5   2   2   3.9e-09   2.8e-07   28.2   0.3    78   148    65   137    43   147 0.90 -
8280at50557_38123_0:003113|STRG.19743.1:135-1115|+      -            327 54603at50557         -            483   1.5e-07   29.1  19.8   1   2   5.6e-08   4.1e-06   24.4   5.4   138   225     1    94     1    96 0.79 -
8280at50557_38123_0:003113|STRG.19743.1:135-1115|+      -            327 54603at50557         -            483   1.5e-07   29.1  19.8   2   2      0.17        12    3.0   1.7    39   104   194   265   187   278 0.65 -
8280at50557_7395_0:001be3|STRG.1578.2:845-1228|+        -            128 54603at50557         -            483   1.5e-07   29.1   0.1   1   2    0.0012     0.086   10.1   0.0   265   305    16    56     1    60 0.54 -
8280at50557_7395_0:001be3|STRG.1578.2:845-1228|+        -            128 54603at50557         -            483   1.5e-07   29.1   0.1   2   2   7.5e-06   0.00054   17.4   0.0   262   314    61   113    48   127 0.77 -
83902at50557_7200_0:001fae|STRG.10487.1:738-992|+       -             85 54603at50557         -            483   2.2e-07   28.5   6.1   1   2   2.5e-07   1.8e-05   22.2   2.3   163   223     2    66     1    68 0.84 -
83902at50557_7200_0:001fae|STRG.10487.1:738-992|+       -             85 54603at50557         -            483   2.2e-07   28.5   6.1   2   2   2.7e-05     0.002   15.5   1.3   334   368    49    85    44    85 0.87 -
102553at50557_74869_0:000218|STRG.10794.1:1154-1636|+   -            161 54603at50557         -            483   2.3e-07   28.5   5.1   1   1   7.6e-09   5.5e-07   27.2   5.1    85   200     1   128     1   135 0.76 -
102553at50557_74869_0:000218|STRG.10794.2:1074-1556|+   -            161 54603at50557         -            483   2.3e-07   28.5   5.1   1   1   7.6e-09   5.5e-07   27.2   5.1    85   200     1   128     1   135 0.76 -
83902at50557_104452_0:00349d|STRG.7338.2:183-458|+      -             92 54603at50557         -            483     4e-07   27.7   2.9   1   1   9.1e-09   6.5e-07   27.0   2.9   335   411    10    90     3    92 0.82 -
109776at50557_34740_0:000e9a|STRG.18485.1:1070-1582|+   -            171 54603at50557         -            483   2.2e-06   25.3   3.6   1   1   7.7e-08   5.6e-06   23.9   3.7   250   373    21   150     9   168 0.60 -
109776at50557_326594_0:001be6|STRG.738.1:531-941|+      -            137 54603at50557         -            483   1.2e-05   22.8  13.2   1   1   6.1e-07   4.4e-05   21.0  13.2   274   394     1   132     1   136 0.81 -
102553at50557_116153_0:00114a|STRG.3114.1:856-1248|+    -            131 54603at50557         -            483   1.4e-05   22.6   8.0   1   1   3.3e-07   2.4e-05   21.8   8.0   340   435     2    98     1   113 0.76 -
102553at50557_116153_0:00114a|STRG.3114.2:465-857|+     -            131 54603at50557         -            483   1.4e-05   22.6   8.0   1   1   3.3e-07   2.4e-05   21.8   8.0   340   435     2    98     1   113 0.76 -
102553at50557_1041015_0:0032fd|STRG.7264.1:473-907|+    -            145 54603at50557         -            483   0.00015   19.1   1.1   1   1   2.5e-06   0.00018   18.9   1.1   361   418     1    57     1    78 0.64 -
102553at50557_1041015_0:0032fd|STRG.7264.2:467-901|+    -            145 54603at50557         -            483   0.00015   19.1   1.1   1   1   2.5e-06   0.00018   18.9   1.1   361   418     1    57     1    78 0.64 -
102553at50557_1041015_0:0032fd|STRG.7264.3:30-464|+     -            145 54603at50557         -            483   0.00015   19.1   1.1   1   1   2.5e-06   0.00018   18.9   1.1   361   418     1    57     1    78 0.64 -
46658at50557_88501_0:0030f3|STRG.15182.1:69-1724|+      -            552 54603at50557         -            483   0.00056   17.3   0.4   1   3     0.045       3.2    4.9   0.0   275   310     3    38     1    45 0.88 -
46658at50557_88501_0:0030f3|STRG.15182.1:69-1724|+      -            552 54603at50557         -            483   0.00056   17.3   0.4   2   3      0.31        22    2.1   0.0   274   308    50    84    40    96 0.68 -
46658at50557_88501_0:0030f3|STRG.15182.1:69-1724|+      -            552 54603at50557         -            483   0.00056   17.3   0.4   3   3     0.014         1    6.6   0.0   270   303    94   127    84   141 0.90 -
102553at50557_13037_0:002e8c|STRG.6048.2:240-626|+      -            129 54603at50557         -            483    0.0013   16.1   0.6   1   1   1.9e-05    0.0014   16.0   0.6   329   411    14    98     2   122 0.70 -
102553at50557_13037_0:002e8c|STRG.6048.3:0-386|+        -            129 54603at50557         -            483    0.0013   16.1   0.6   1   1   1.9e-05    0.0014   16.0   0.6   329   411    14    98     2   122 0.70 -
102553at50557_168631_0:001f13|STRG.6048.1:307-636|+     -            110 54603at50557         -            483    0.0031   14.9   1.0   1   1   4.4e-05    0.0032   14.8   1.0   348   411     8    73     1   100 0.66 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/54603at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:35:40 2024
# [ok]
