#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
10915at50557_286306_0:002151|STRG.9826.1:1-3933|+      -           1065 10915at50557         -            974  3.9e-231  768.5   3.8   1   1  4.7e-232    2e-230  766.1   3.8   309   913     1   721     1   747 0.87 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   1   2     5e-06   0.00021   18.0   0.0    15    82    66   134    57   143 0.88 -
80377at50557_39758_0:001a6c|STRG.955.1:2786-3556|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   2   2    0.0015     0.065    9.8   0.1    53   150   146   246   132   254 0.82 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   1   2     5e-06   0.00021   18.0   0.0    15    82    66   134    57   143 0.88 -
80377at50557_39758_0:001a6c|STRG.955.3:2891-3661|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   2   2    0.0015     0.065    9.8   0.1    53   150   146   246   132   254 0.82 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   1   2     5e-06   0.00021   18.0   0.0    15    82    66   134    57   143 0.88 -
80377at50557_39758_0:001a6c|STRG.955.5:2756-3526|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   2   2    0.0015     0.065    9.8   0.1    53   150   146   246   132   254 0.82 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   1   2     5e-06   0.00021   18.0   0.0    15    82    66   134    57   143 0.88 -
80377at50557_39758_0:001a6c|STRG.955.6:1581-2351|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   2   2    0.0015     0.065    9.8   0.1    53   150   146   246   132   254 0.82 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   1   2     5e-06   0.00021   18.0   0.0    15    82    66   134    57   143 0.88 -
80377at50557_39758_0:001a6c|STRG.955.7:1666-2436|+     -            257 10915at50557         -            974   9.3e-08   29.2   0.3   2   2    0.0015     0.065    9.8   0.1    53   150   146   246   132   254 0.82 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 10915at50557         -            974   1.2e-07   28.8   0.3   1   3     0.064       2.8    4.4   0.1   134   165    23    54     3    77 0.78 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 10915at50557         -            974   1.2e-07   28.8   0.3   2   3   3.2e-05    0.0014   15.3   0.0    49   143   101   202    96   209 0.78 -
40115at50557_411798_0:002bfa|STRG.19236.1:627-1412|+   -            262 10915at50557         -            974   1.2e-07   28.8   0.3   3   3     0.011      0.46    7.0   0.0    14    78   193   260   181   262 0.87 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+   -            289 10915at50557         -            974   1.6e-07   28.4   0.0   1   2      0.57        24    1.3   0.0    95   148    17    78     7    91 0.54 -
42371at50557_144034_0:001692|STRG.12385.6:106-1098|+   -            289 10915at50557         -            974   1.6e-07   28.4   0.0   2   2   4.1e-08   1.8e-06   24.9   0.0    23   118   154   254   139   262 0.78 -
78072at50557_29058_0:001c12|STRG.9346.1:150-896|+      -            249 10915at50557         -            974   2.4e-07   27.8   0.2   1   2   6.8e-07   2.9e-05   20.9   0.1    45   117     1    79     1   111 0.81 -
78072at50557_29058_0:001c12|STRG.9346.1:150-896|+      -            249 10915at50557         -            974   2.4e-07   27.8   0.2   2   2     0.034       1.5    5.3   0.0    47    83   154   194   120   242 0.64 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 10915at50557         -            974   5.8e-07   26.5   0.1   1   2   0.00046      0.02   11.5   0.0    13    85    16    92    10   104 0.82 -
69548at50557_609295_0:0005e7|STRG.1420.2:222-1079|+    -            286 10915at50557         -            974   5.8e-07   26.5   0.1   2   2   0.00017    0.0074   12.9   0.0    46   102   217   278   194   284 0.75 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 10915at50557         -            974   6.1e-07   26.5   0.1   1   3      0.24        10    2.5   0.0    35   122    12   102     8   107 0.70 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 10915at50557         -            974   6.1e-07   26.5   0.1   2   3     0.017      0.72    6.4   0.0    47   101   109   166   102   170 0.80 -
57752at50557_69319_0:000ee5|STRG.16929.1:169-972|+     -            268 10915at50557         -            974   6.1e-07   26.5   0.1   3   3   0.00011    0.0047   13.6   0.0    27    85   175   234   168   257 0.81 -
43719at50557_456900_0:000a8d|STRG.11910.1:0-2084|+     -            695 10915at50557         -            974   6.3e-07   26.4   0.0   1   1   2.7e-08   1.2e-06   25.5   0.0    14   111    59   160    52   179 0.79 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 10915at50557         -            974   7.2e-07   26.2   0.2   1   2   4.8e-06   0.00021   18.1   0.0    14   115    10   114     2   128 0.83 -
14512at50557_29053_0:0002b6|STRG.15815.1:12-722|+      -            237 10915at50557         -            974   7.2e-07   26.2   0.2   2   2     0.016      0.67    6.5   0.0     3    81   154   236   152   237 0.85 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 10915at50557         -            974   2.3e-06   24.6   0.1   1   3   0.00011    0.0048   13.6   0.0    40    84     8    52     4    71 0.89 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 10915at50557         -            974   2.3e-06   24.6   0.1   2   3     0.052       2.3    4.7   0.0    27    84    77   136    58   144 0.82 -
90358at50557_7070_0:00173e|STRG.13622.4:2432-3028|+    -            199 10915at50557         -            974   2.3e-06   24.6   0.1   3   3      0.17       7.4    3.0   0.0    23    64   157   199   146   199 0.76 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 10915at50557         -            974     3e-06   24.2   0.6   1   3         5   2.1e+02   -1.8   0.0   137   170     3    36     1    66 0.70 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 10915at50557         -            974     3e-06   24.2   0.6   2   3   2.6e-06   0.00011   19.0   0.4    43   143    71   184    55   193 0.70 -
40115at50557_110193_0:00292f|STRG.7497.1:1082-1816|+   -            245 10915at50557         -            974     3e-06   24.2   0.6   3   3       0.1       4.4    3.8   0.0    15    80   176   244   167   245 0.80 -
22030at50557_77166_0:00007a|STRG.3203.1:447-932|+      -            162 10915at50557         -            974   4.3e-06   23.6   0.1   1   1   4.4e-07   1.9e-05   21.5   0.1    34   111    72   152    45   162 0.80 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 10915at50557         -            974   5.4e-06   23.3   0.0   1   3      0.13       5.5    3.4   0.0     9   147   219   381   211   384 0.58 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 10915at50557         -            974   5.4e-06   23.3   0.0   2   3   0.00023    0.0098   12.5   0.0    13    80   367   435   315   439 0.53 -
49370at50557_456900_0:00265d|STRG.7846.1:253-1821|+    -            523 10915at50557         -            974   5.4e-06   23.3   0.0   3   3   8.9e-05    0.0039   13.9   0.0    13   120   409   521   398   523 0.80 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 10915at50557         -            974   5.4e-06   23.3   0.0   1   3      0.13       5.5    3.4   0.0     9   147   219   381   211   384 0.58 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 10915at50557         -            974   5.4e-06   23.3   0.0   2   3   0.00023    0.0098   12.5   0.0    13    80   367   435   315   439 0.53 -
49370at50557_456900_0:00265d|STRG.7846.2:0-1568|+      -            523 10915at50557         -            974   5.4e-06   23.3   0.0   3   3   8.9e-05    0.0039   13.9   0.0    13   120   409   521   398   523 0.80 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 10915at50557         -            974   1.2e-05   22.2   0.1   1   2     0.011      0.47    7.0   0.0    17   112     3   114     1   130 0.61 -
40115at50557_29031_0:00277e|STRG.18933.1:1235-2020|+   -            262 10915at50557         -            974   1.2e-05   22.2   0.1   2   2   0.00021    0.0091   12.6   0.0    20    81   196   258   176   261 0.82 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 10915at50557         -            974   1.2e-05   22.2   0.1   1   2     0.011      0.47    7.0   0.0    17   112     3   114     1   130 0.61 -
40115at50557_29031_0:00277e|STRG.18933.4:1235-2020|+   -            262 10915at50557         -            974   1.2e-05   22.2   0.1   2   2   0.00021    0.0091   12.6   0.0    20    81   196   258   176   261 0.82 -
80377at50557_166361_0:002fc1|STRG.11661.2:78-839|+     -            254 10915at50557         -            974   2.1e-05   21.3   0.0   1   1   1.1e-06   4.7e-05   20.2   0.0    43   120    13    95     8   111 0.84 -
48053at50557_168631_0:000bf2|STRG.4091.1:213-581|+     -            123 10915at50557         -            974   2.2e-05   21.3   0.0   1   1   6.2e-07   2.7e-05   21.0   0.0    21   116    11   109     5   116 0.84 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   1   2      0.15       6.3    3.2   0.0   421   463    89   131    75   136 0.84 -
69548at50557_116153_0:002191|STRG.4684.1:472-1170|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   2   2   1.9e-05    0.0008   16.1   0.0    29   115   134   227   132   233 0.76 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   1   2      0.15       6.3    3.2   0.0   421   463    89   131    75   136 0.84 -
69548at50557_116153_0:002191|STRG.4684.2:619-1317|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   2   2   1.9e-05    0.0008   16.1   0.0    29   115   134   227   132   233 0.76 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   1   2      0.15       6.3    3.2   0.0   421   463    89   131    75   136 0.84 -
69548at50557_116153_0:002191|STRG.4684.3:499-1197|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   2   2   1.9e-05    0.0008   16.1   0.0    29   115   134   227   132   233 0.76 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   1   2      0.15       6.3    3.2   0.0   421   463    89   131    75   136 0.84 -
69548at50557_116153_0:002191|STRG.4684.4:488-1186|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   2   2   1.9e-05    0.0008   16.1   0.0    29   115   134   227   132   233 0.76 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   1   2      0.15       6.3    3.2   0.0   421   463    89   131    75   136 0.84 -
69548at50557_116153_0:002191|STRG.4684.5:854-1552|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   2   2   1.9e-05    0.0008   16.1   0.0    29   115   134   227   132   233 0.76 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   1   2      0.15       6.3    3.2   0.0   421   463    89   131    75   136 0.84 -
69548at50557_116153_0:002191|STRG.4684.6:594-1292|+    -            233 10915at50557         -            974   2.6e-05   21.1   0.1   2   2   1.9e-05    0.0008   16.1   0.0    29   115   134   227   132   233 0.76 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 10915at50557         -            974   2.6e-05   21.1   0.1   1   3      0.01      0.45    7.0   0.2    50   120    22    92    15   102 0.83 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 10915at50557         -            974   2.6e-05   21.1   0.1   2   3   0.00063     0.027   11.1   0.0    14   100   131   220   123   233 0.84 -
40115at50557_103372_0:0021d6|STRG.15605.2:3992-4969|+  -            326 10915at50557         -            974   2.6e-05   21.1   0.1   3   3       4.3   1.8e+02   -1.6   0.0    37    74   237   275   218   290 0.71 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 10915at50557         -            974   2.7e-05   21.0   0.1   1   3     0.011      0.47    7.0   0.2    50   120    22    92    15   102 0.83 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 10915at50557         -            974   2.7e-05   21.0   0.1   2   3   0.00065     0.028   11.0   0.0    14   100   131   220   123   235 0.84 -
40115at50557_103372_0:0021d6|STRG.15605.3:358-1368|+   -            337 10915at50557         -            974   2.7e-05   21.0   0.1   3   3       2.8   1.2e+02   -1.0   0.0    24    81   223   282   217   322 0.75 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 10915at50557         -            974   2.7e-05   21.0   0.1   1   3      0.76        33    0.9   0.0    51    79     3    31     1    47 0.86 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 10915at50557         -            974   2.7e-05   21.0   0.1   2   3    0.0012     0.051   10.2   0.0    90   160    62   137    51   148 0.75 -
80377at50557_123851_0:001311|STRG.4993.1:456-1250|+    -            265 10915at50557         -            974   2.7e-05   21.0   0.1   3   3      0.03       1.3    5.5   0.1    12    83   153   228   145   238 0.80 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 10915at50557         -            974   3.3e-05   20.7   0.0   1   3   1.8e-05   0.00077   16.2   0.0    15    87    46   120    34   125 0.88 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 10915at50557         -            974   3.3e-05   20.7   0.0   2   3         3   1.3e+02   -1.1   0.0    46    90   126   170   118   219 0.81 -
80377at50557_77166_0:002f29|STRG.14567.1:682-1524|+    -            281 10915at50557         -            974   3.3e-05   20.7   0.0   3   3      0.56        24    1.3   0.0    31    60   235   264   202   269 0.78 -
33043at50557_6973_0:0036f9|STRG.8807.1:1713-2348|+     -            212 10915at50557         -            974   5.4e-05   20.0   0.0   1   1   1.8e-06   7.6e-05   19.5   0.0    43   118   131   209   102   212 0.83 -
33043at50557_6973_0:0036f9|STRG.8807.2:1488-2123|+     -            212 10915at50557         -            974   5.4e-05   20.0   0.0   1   1   1.8e-06   7.6e-05   19.5   0.0    43   118   131   209   102   212 0.83 -
33043at50557_6973_0:0036f9|STRG.8807.3:1416-2051|+     -            212 10915at50557         -            974   5.4e-05   20.0   0.0   1   1   1.8e-06   7.6e-05   19.5   0.0    43   118   131   209   102   212 0.83 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 10915at50557         -            974   5.5e-05   20.0   0.3   1   2     0.063       2.7    4.5   0.1    15   150    44   187    32   210 0.55 -
76755at50557_64793_0:0021c2|STRG.1353.1:0-959|+        -            320 10915at50557         -            974   5.5e-05   20.0   0.3   2   2   9.6e-05    0.0042   13.8   0.0    18   102   225   313   213   319 0.85 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+      -            367 10915at50557         -            974     6e-05   19.9   0.7   1   3   2.4e-05     0.001   15.8   0.1    15   150    12   162     3   173 0.69 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+      -            367 10915at50557         -            974     6e-05   19.9   0.7   2   3      0.49        21    1.5   0.0    15    50   210   246   206   294 0.84 -
66691at50557_456900_0:002b0f|STRG.1574.1:0-1100|+      -            367 10915at50557         -            974     6e-05   19.9   0.7   3   3       4.4   1.9e+02   -1.6   0.0    51    84   325   357   312   361 0.85 -
48053at50557_121845_0:002b56|STRG.4092.1:67-384|+      -            106 10915at50557         -            974   6.2e-05   19.8   0.0   1   1   6.6e-06   0.00028   17.6   0.0    20    86     6    74     2   100 0.80 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+    -            233 10915at50557         -            974   7.2e-05   19.6   0.1   1   3      0.12       5.4    3.5   0.0    70   124     2    57     1    61 0.82 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+    -            233 10915at50557         -            974   7.2e-05   19.6   0.1   2   3   2.3e-05     0.001   15.8   0.2    34    85    50   102    30   145 0.73 -
56099at50557_34720_0:001a91|STRG.18490.2:727-1425|+    -            233 10915at50557         -            974   7.2e-05   19.6   0.1   3   3       1.5        66   -0.1   0.0   130   170   111   151   100   157 0.70 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 10915at50557         -            974   9.2e-05   19.2   0.3   1   2     0.007       0.3    7.6   0.0    49   112    40   106    27   128 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.3:48-1112|+     -            355 10915at50557         -            974   9.2e-05   19.2   0.3   2   2     0.002     0.085    9.4   0.0    24   101   181   262   168   287 0.75 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+      -            412 10915at50557         -            974   9.5e-05   19.2   0.2   1   3   1.2e-05   0.00054   16.7   0.1    12    97    88   179    84   245 0.78 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+      -            412 10915at50557         -            974   9.5e-05   19.2   0.2   2   3      0.93        40    0.6   0.0     9   112   171   278   164   325 0.67 -
68957at50557_103372_0:001943|STRG.1001.1:0-1235|+      -            412 10915at50557         -            974   9.5e-05   19.2   0.2   3   3       3.6   1.5e+02   -1.4   0.0    50    86   341   377   306   386 0.81 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+    -            416 10915at50557         -            974   0.00011   19.0   0.2   1   3   1.4e-05   0.00061   16.5   0.1    12    91   107   189   103   255 0.80 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+    -            416 10915at50557         -            974   0.00011   19.0   0.2   2   3       1.4        60   -0.0   0.0    46   112   230   297   186   333 0.68 -
68957at50557_103372_0:001943|STRG.1001.2:527-1774|+    -            416 10915at50557         -            974   0.00011   19.0   0.2   3   3         4   1.7e+02   -1.5   0.0    51    85   361   395   326   404 0.81 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+    -            416 10915at50557         -            974   0.00011   19.0   0.2   1   3   1.4e-05   0.00061   16.5   0.1    12    91   107   189   103   255 0.80 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+    -            416 10915at50557         -            974   0.00011   19.0   0.2   2   3       1.4        60   -0.0   0.0    46   112   230   297   186   333 0.68 -
68957at50557_103372_0:001943|STRG.1001.3:527-1872|+    -            416 10915at50557         -            974   0.00011   19.0   0.2   3   3         4   1.7e+02   -1.5   0.0    51    85   361   395   326   404 0.81 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+   -            292 10915at50557         -            974   0.00011   19.0   0.0   1   2   0.00026     0.011   12.4   0.0    45    86    50    91    36   125 0.86 -
57752at50557_680683_0:00261f|STRG.1514.1:3870-4745|+   -            292 10915at50557         -            974   0.00011   19.0   0.0   2   2     0.049       2.1    4.8   0.0    32   100   215   284   153   289 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 10915at50557         -            974   0.00011   19.0   0.3   1   2    0.0077      0.33    7.5   0.0    49   112    39   105    26   127 0.78 -
43553at50557_103372_0:0013d1|STRG.7364.1:0-1127|+      -            376 10915at50557         -            974   0.00011   19.0   0.3   2   2    0.0022     0.094    9.3   0.0    24   101   180   261   167   286 0.75 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 10915at50557         -            974   0.00013   18.7   0.2   1   2    0.0084      0.36    7.3   0.0    49   112    82   148    68   170 0.79 -
43553at50557_103372_0:0013d1|STRG.7364.2:0-1190|+      -            397 10915at50557         -            974   0.00013   18.7   0.2   2   2    0.0027      0.11    9.0   0.0    24   101   223   304   211   326 0.75 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 10915at50557         -            974   0.00014   18.7   0.9   1   4       1.2        51    0.2   0.0    42    83   157   201   132   212 0.70 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 10915at50557         -            974   0.00014   18.7   0.9   2   4     0.016       0.7    6.4   0.1    18    84   177   248   169   252 0.75 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 10915at50557         -            974   0.00014   18.7   0.9   3   4     0.033       1.4    5.4   0.1    48   119   276   348   266   383 0.70 -
69548at50557_103372_0:0010c7|STRG.13687.1:0-1328|+     -            443 10915at50557         -            974   0.00014   18.7   0.9   4   4    0.0077      0.33    7.5   0.0    15    84   324   398   318   430 0.81 -
90358at50557_103372_0:0005af|STRG.17917.1:476-1555|+   -            360 10915at50557         -            974   0.00018   18.3   0.2   1   1   6.3e-06   0.00027   17.7   0.2    44   160    62   185    50   197 0.82 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 10915at50557         -            974   0.00028   17.7   0.0   1   2      0.16       6.7    3.2   0.1    70   120     1    53     1    63 0.75 -
57752at50557_219809_0:0011a2|STRG.15605.4:475-1200|+   -            242 10915at50557         -            974   0.00028   17.7   0.0   2   2   0.00033     0.014   12.0   0.0    14   100    92   181    84   196 0.84 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 10915at50557         -            974   0.00028   17.6   1.1   1   2    0.0001    0.0044   13.7   0.1    61   113    15    69     2    83 0.77 -
78072at50557_66420_0:0007fa|STRG.12625.1:111-863|+     -            251 10915at50557         -            974   0.00028   17.6   1.1   2   2      0.16         7    3.1   0.1    15   101   144   230   130   251 0.62 -
76755at50557_7224_0:001e1c|STRG.18933.1:14-712|+       -            233 10915at50557         -            974   0.00028   17.6   0.2   1   1   8.6e-06   0.00037   17.2   0.2     8   131    12   145     5   172 0.77 -
76755at50557_7224_0:001e1c|STRG.18933.4:14-712|+       -            233 10915at50557         -            974   0.00028   17.6   0.2   1   1   8.6e-06   0.00037   17.2   0.2     8   131    12   145     5   172 0.77 -
80377at50557_7091_0:0009ff|STRG.18898.1:258-842|+      -            195 10915at50557         -            974   0.00031   17.5   0.0   1   1     1e-05   0.00043   17.0   0.0    47   107    12    75     7    91 0.84 -
80377at50557_217634_0:002edc|STRG.10431.1:288-881|+    -            198 10915at50557         -            974   0.00037   17.2   0.1   1   1   1.4e-05   0.00061   16.5   0.0    11   111    89   194    82   198 0.76 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 10915at50557         -            974   0.00049   16.8   0.0   1   2       1.3        55    0.1   0.0    52    89     1    39     1    52 0.76 -
37475at50557_29031_0:002211|STRG.11276.3:673-1098|+    -            142 10915at50557         -            974   0.00049   16.8   0.0   2   2   4.8e-05    0.0021   14.8   0.0    15    88    55   130    42   136 0.83 -
80377at50557_7004_0:003abf|STRG.12687.2:1146-1886|+    -            247 10915at50557         -            974   0.00059   16.6   0.0   1   3      0.02      0.87    6.1   0.0    59   117     5    65     1   123 0.76 -
80377at50557_7004_0:003abf|STRG.12687.2:1146-1886|+    -            247 10915at50557         -            974   0.00059   16.6   0.0   2   3       2.1        91   -0.6   0.0    46    82   123   159    86   178 0.61 -
80377at50557_7004_0:003abf|STRG.12687.2:1146-1886|+    -            247 10915at50557         -            974   0.00059   16.6   0.0   3   3    0.0068      0.29    7.6   0.0     8    56   178   229   171   237 0.78 -
56752at50557_144034_0:000a3e|STRG.17520.3:112-1869|+   -            586 10915at50557         -            974    0.0007   16.3   0.0   1   1   2.5e-05    0.0011   15.7   0.0    13   106   142   239   131   243 0.85 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 10915at50557         -            974   0.00074   16.2   0.5   1   3    0.0007      0.03   10.9   0.2    51   124     3    81     1    85 0.77 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 10915at50557         -            974   0.00074   16.2   0.5   2   3       0.2       8.6    2.8   0.0    41    85    83   126    74   137 0.85 -
43121at50557_7159_0:0008d1|STRG.3686.1:1074-1838|+     -            255 10915at50557         -            974   0.00074   16.2   0.5   3   3         2        84   -0.5   0.0    17    61   197   247   144   255 0.59 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+     -            215 10915at50557         -            974   0.00076   16.2   0.0   1   2      0.83        36    0.7   0.0    51    89     1    40     1    52 0.79 -
69548at50557_7375_0:00230f|STRG.11276.1:397-1041|+     -            215 10915at50557         -            974   0.00076   16.2   0.0   2   2   0.00014    0.0061   13.2   0.0    15    88    56   131    48   138 0.81 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+     -            215 10915at50557         -            974   0.00076   16.2   0.0   1   2      0.83        36    0.7   0.0    51    89     1    40     1    52 0.79 -
69548at50557_7375_0:00230f|STRG.11276.4:392-1036|+     -            215 10915at50557         -            974   0.00076   16.2   0.0   2   2   0.00014    0.0061   13.2   0.0    15    88    56   131    48   138 0.81 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+      -            215 10915at50557         -            974   0.00076   16.2   0.0   1   2      0.83        36    0.7   0.0    51    89     1    40     1    52 0.79 -
69548at50557_7375_0:00230f|STRG.11276.5:234-878|+      -            215 10915at50557         -            974   0.00076   16.2   0.0   2   2   0.00014    0.0061   13.2   0.0    15    88    56   131    48   138 0.81 -
56752at50557_144034_0:000a3e|STRG.17520.2:706-2637|+   -            644 10915at50557         -            974   0.00081   16.1   0.0   1   1   2.9e-05    0.0012   15.5   0.0    13   106   232   329   221   333 0.85 -
56752at50557_144034_0:000a3e|STRG.17520.1:706-2733|+   -            676 10915at50557         -            974   0.00088   16.0   0.0   1   1   3.1e-05    0.0013   15.4   0.0    13   106   232   329   221   333 0.85 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+     -            257 10915at50557         -            974   0.00092   15.9   0.6   1   2     0.023      0.99    5.9   0.1    22    83    71   132    54   152 0.82 -
78072at50557_110193_0:0018f8|STRG.17214.1:15-785|+     -            257 10915at50557         -            974   0.00092   15.9   0.6   2   2    0.0053      0.23    8.0   0.1    49    83   141   174   128   213 0.75 -
43121at50557_103372_0:001d6c|STRG.9312.1:248-1243|+    -            332 10915at50557         -            974    0.0011   15.6   0.0   1   1     0.016      0.67    6.5   0.0   128   161   210   243   201   253 0.87 -
80377at50557_28612_0:005201|STRG.12687.3:693-1415|+    -            241 10915at50557         -            974    0.0021   14.8   0.0   1   3     0.086       3.7    4.0   0.0    62   115     2    57     1   108 0.76 -
80377at50557_28612_0:005201|STRG.12687.3:693-1415|+    -            241 10915at50557         -            974    0.0021   14.8   0.0   2   3         2        88   -0.6   0.0    46    82   117   153    81   172 0.61 -
80377at50557_28612_0:005201|STRG.12687.3:693-1415|+    -            241 10915at50557         -            974    0.0021   14.8   0.0   3   3     0.007       0.3    7.6   0.0     9    56   173   223   166   230 0.77 -
58729at50557_64793_0:000fa2|STRG.8808.1:18-830|+       -            271 10915at50557         -            974    0.0021   14.8   0.0   1   1   7.6e-05    0.0033   14.1   0.0    28    84    89   147    64   156 0.85 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+      -            869 10915at50557         -            974    0.0025   14.5   0.0   1   3      0.59        25    1.2   0.0    47    84   526   563   519   589 0.86 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+      -            869 10915at50557         -            974    0.0025   14.5   0.0   2   3      0.13       5.7    3.4   0.0    48   120   652   729   624   744 0.77 -
23620at50557_34720_0:0012cc|STRG.6636.1:60-2666|+      -            869 10915at50557         -            974    0.0025   14.5   0.0   3   3     0.021      0.89    6.1   0.0    15    81   746   814   732   823 0.81 -
37700at50557_1629725_0:002171|STRG.8808.2:384-1040|+   -            219 10915at50557         -            974    0.0032   14.1   0.0   1   1   0.00011    0.0047   13.6   0.0    30    84     5    61     2    72 0.85 -
