#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.4680.1:0-851|+         -            284 83902at50557         -            211  6.9e-106  351.1  11.0   1   1  3.8e-107  2.9e-105  349.1  11.0     1   211    15   256    15   256 0.93 -
7376at50557_67767_0:001053|STRG.10487.1:207-1181|+      -            325 83902at50557         -            211   2.3e-07   29.3  21.6   1   3     0.034       2.6    6.2   0.0   140   177     3    41     1    51 0.76 -
7376at50557_67767_0:001053|STRG.10487.1:207-1181|+      -            325 83902at50557         -            211   2.3e-07   29.3  21.6   2   3   0.00043     0.033   12.4   3.0    80   137    58   116    40   125 0.74 -
7376at50557_67767_0:001053|STRG.10487.1:207-1181|+      -            325 83902at50557         -            211   2.3e-07   29.3  21.6   3   3    0.0021      0.16   10.1   7.9    82   150   187   261   119   263 0.57 -
7376at50557_45779_0:000f73|STRG.2882.1:213-1220|+       -            336 83902at50557         -            211   2.5e-07   29.1  10.1   1   2   3.8e-05    0.0029   15.8   0.9   120   181    48   113    39   119 0.73 -
7376at50557_45779_0:000f73|STRG.2882.1:213-1220|+       -            336 83902at50557         -            211   2.5e-07   29.1  10.1   2   2   0.00018     0.014   13.6   1.6    37   180   122   260   115   268 0.71 -
8280at50557_7160_0:00112a|STRG.3315.1:152-1180|+        -            343 83902at50557         -            211   2.7e-07   29.0  24.4   1   2   1.1e-06   8.8e-05   20.8  10.2    26   158    12   158     5   164 0.79 -
8280at50557_7160_0:00112a|STRG.3315.1:152-1180|+        -            343 83902at50557         -            211   2.7e-07   29.0  24.4   2   2   4.7e-05    0.0036   15.5  11.0    31   180   137   302   137   314 0.80 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 83902at50557         -            211   3.9e-07   28.5  11.4   1   4     0.038       2.9    6.0   0.1   115   172     8    70     1    94 0.65 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 83902at50557         -            211   3.9e-07   28.5  11.4   2   4    0.0019      0.15   10.2   0.3    38   128   168   269   146   275 0.53 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 83902at50557         -            211   3.9e-07   28.5  11.4   3   4      0.12       9.3    4.4   0.5    36    81   361   408   350   412 0.58 -
7376at50557_456900_0:001c8a|STRG.17131.1:0-3320|+       -           1107 83902at50557         -            211   3.9e-07   28.5  11.4   4   4   8.2e-05    0.0063   14.7   0.5    18    73   387   447   385   462 0.72 -
25718at50557_319348_0:002427|STRG.18485.1:519-1085|+    -            189 83902at50557         -            211     4e-07   28.4   1.9   1   2     0.012       0.9    7.7   1.0    35    84    42    96    21    97 0.67 -
25718at50557_319348_0:002427|STRG.18485.1:519-1085|+    -            189 83902at50557         -            211     4e-07   28.4   1.9   2   2   4.8e-07   3.6e-05   22.0   0.0    32   112    90   180    85   184 0.82 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 83902at50557         -            211   5.1e-07   28.1  11.0   1   3     0.067       5.1    5.2   0.1    33    69    38    75    15    80 0.81 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 83902at50557         -            211   5.1e-07   28.1  11.0   2   3   2.4e-08   1.9e-06   26.3   7.2    32   172    61   230    53   245 0.75 -
8280at50557_38123_0:003113|STRG.2404.1:159-1190|+       -            344 83902at50557         -            211   5.1e-07   28.1  11.0   3   3       4.5   3.4e+02   -0.7   0.0    58    58   279   279   231   312 0.56 -
102553at50557_74869_0:000218|STRG.10794.1:1154-1636|+   -            161 83902at50557         -            211   5.8e-07   27.9   3.3   1   2   1.8e-05    0.0014   16.9   1.1    38    91     1    53     1    57 0.82 -
102553at50557_74869_0:000218|STRG.10794.1:1154-1636|+   -            161 83902at50557         -            211   5.8e-07   27.9   3.3   2   2    0.0067      0.51    8.5   0.0    33    84    65   117    61   129 0.81 -
102553at50557_74869_0:000218|STRG.10794.2:1074-1556|+   -            161 83902at50557         -            211   5.8e-07   27.9   3.3   1   2   1.8e-05    0.0014   16.9   1.1    38    91     1    53     1    57 0.82 -
102553at50557_74869_0:000218|STRG.10794.2:1074-1556|+   -            161 83902at50557         -            211   5.8e-07   27.9   3.3   2   2    0.0067      0.51    8.5   0.0    33    84    65   117    61   129 0.81 -
8280at50557_7397_0:000dfd|STRG.15924.1:1955-2512|+      -            186 83902at50557         -            211     6e-07   27.9  11.2   1   2   5.1e-05    0.0039   15.4   3.0    97   175     6    85     3    88 0.83 -
8280at50557_7397_0:000dfd|STRG.15924.1:1955-2512|+      -            186 83902at50557         -            211     6e-07   27.9  11.2   2   2   5.8e-07   4.4e-05   21.8   6.0    34   144    51   168    46   183 0.75 -
8280at50557_7397_0:000dfd|STRG.15924.2:1262-1819|+      -            186 83902at50557         -            211     6e-07   27.9  11.2   1   2   5.1e-05    0.0039   15.4   3.0    97   175     6    85     3    88 0.83 -
8280at50557_7397_0:000dfd|STRG.15924.2:1262-1819|+      -            186 83902at50557         -            211     6e-07   27.9  11.2   2   2   5.8e-07   4.4e-05   21.8   6.0    34   144    51   168    46   183 0.75 -
8280at50557_7397_0:000dfd|STRG.15924.3:388-945|+        -            186 83902at50557         -            211     6e-07   27.9  11.2   1   2   5.1e-05    0.0039   15.4   3.0    97   175     6    85     3    88 0.83 -
8280at50557_7397_0:000dfd|STRG.15924.3:388-945|+        -            186 83902at50557         -            211     6e-07   27.9  11.2   2   2   5.8e-07   4.4e-05   21.8   6.0    34   144    51   168    46   183 0.75 -
109776at50557_34740_0:000e9a|STRG.9313.1:418-786|+      -            123 83902at50557         -            211   1.1e-06   27.0   3.1   1   1   2.8e-08   2.2e-06   26.0   3.1    17   103    21   121     4   123 0.69 -
7376at50557_45779_0:000f73|STRG.6622.1:78-836|+         -            253 83902at50557         -            211   4.6e-06   25.0   0.9   1   2   6.6e-06    0.0005   18.3   0.1    27    84    57   116    28   122 0.76 -
7376at50557_45779_0:000f73|STRG.6622.1:78-836|+         -            253 83902at50557         -            211   4.6e-06   25.0   0.9   2   2      0.26        20    3.3   0.0    30    72   132   175   123   188 0.75 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 83902at50557         -            211   4.9e-06   24.9  32.3   1   3       0.3        23    3.1   0.2    35    70     2    38     1    63 0.58 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 83902at50557         -            211   4.9e-06   24.9  32.3   2   3    0.0035      0.26    9.4   5.2    57   147    77   170    71   198 0.70 -
8280at50557_113334_0:00096f|STRG.11175.2:189-1406|+     -            406 83902at50557         -            211   4.9e-06   24.9  32.3   3   3   1.7e-06   0.00013   20.2  12.3    30   177   191   351   185   360 0.81 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 83902at50557         -            211   9.4e-06   24.0  31.6   1   3      0.97        74    1.4   0.1    34    96    21    47     1    67 0.46 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 83902at50557         -            211   9.4e-06   24.0  31.6   2   3    0.0023      0.18   10.0   4.0    56   146    72   165    64   184 0.73 -
25718at50557_1629725_0:002070|STRG.11175.1:360-1544|+   -            395 83902at50557         -            211   9.4e-06   24.0  31.6   3   3   1.8e-06   0.00014   20.1  12.7    30   177   187   347   175   356 0.81 -
109776at50557_326594_0:001be6|STRG.738.1:531-941|+      -            137 83902at50557         -            211   4.5e-05   21.7  11.1   1   1   1.3e-06   9.6e-05   20.7  11.1    55   177     3   131     1   134 0.81 -
54603at50557_1155016_0:00503d|STRG.15082.1:472-1050|+   -            193 83902at50557         -            211   7.4e-05   21.0   5.4   1   2     0.052       3.9    5.6   0.1    83   132     2    55     1    84 0.79 -
54603at50557_1155016_0:00503d|STRG.15082.1:472-1050|+   -            193 83902at50557         -            211   7.4e-05   21.0   5.4   2   2   1.9e-05    0.0014   16.8   2.2    99   164   107   177    85   186 0.81 -
83902at50557_7200_0:001fae|STRG.10487.1:738-992|+       -             85 83902at50557         -            211   0.00012   20.4   5.2   1   2   0.00011    0.0085   14.3   0.7    35    77     2    45     1    51 0.80 -
83902at50557_7200_0:001fae|STRG.10487.1:738-992|+       -             85 83902at50557         -            211   0.00012   20.4   5.2   2   2    0.0026      0.19    9.9   0.5    33    68    49    85    38    85 0.77 -
109776at50557_34740_0:000e9a|STRG.18485.1:1070-1582|+   -            171 83902at50557         -            211   0.00017   19.9   3.7   1   2   0.00053     0.041   12.1   0.2   120   181    17    83     9    98 0.65 -
109776at50557_34740_0:000e9a|STRG.18485.1:1070-1582|+   -            171 83902at50557         -            211   0.00017   19.9   3.7   2   2   5.2e-05     0.004   15.4   2.5    91   178    60   149    50   155 0.82 -
46658at50557_88501_0:0030f3|STRG.15182.1:69-1724|+      -            552 83902at50557         -            211   0.00027   19.2   0.3   1   1   5.8e-06   0.00044   18.5   0.3    37   136     1   110     1   146 0.79 -
8280at50557_7395_0:001be3|STRG.3396.1:324-770|+         -            149 83902at50557         -            211    0.0025   16.0   0.5   1   1   0.00083     0.063   11.5   0.5    81   135    76   131    32   149 0.52 -
7376at50557_113334_0:00351e|STRG.17130.1:0-296|+        -             99 83902at50557         -            211    0.0026   16.0   0.1   1   1   4.5e-05    0.0034   15.6   0.1   136   174    12    51     6    61 0.87 -
41050at50557_28612_0:003878|STRG.16860.2:1753-2892|+    -            380 83902at50557         -            211      0.15   10.2   6.6   1   3       3.1   2.3e+02   -0.2   0.0    27    57    97   127    89   132 0.86 -
41050at50557_28612_0:003878|STRG.16860.2:1753-2892|+    -            380 83902at50557         -            211      0.15   10.2   6.6   2   3    0.0071      0.54    8.4   1.0   125   184   135   200   130   213 0.74 -
41050at50557_28612_0:003878|STRG.16860.2:1753-2892|+    -            380 83902at50557         -            211      0.15   10.2   6.6   3   3      0.45        34    2.5   0.1   128   168   213   253   199   261 0.76 -
41050at50557_28612_0:003878|STRG.16860.3:1878-3017|+    -            380 83902at50557         -            211      0.15   10.2   6.6   1   3       3.1   2.3e+02   -0.2   0.0    27    57    97   127    89   132 0.86 -
41050at50557_28612_0:003878|STRG.16860.3:1878-3017|+    -            380 83902at50557         -            211      0.15   10.2   6.6   2   3    0.0071      0.54    8.4   1.0   125   184   135   200   130   213 0.74 -
41050at50557_28612_0:003878|STRG.16860.3:1878-3017|+    -            380 83902at50557         -            211      0.15   10.2   6.6   3   3      0.45        34    2.5   0.1   128   168   213   253   199   261 0.76 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/83902at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/83902at50557.out --cpu 1 /data/projet1/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/83902at50557.hmm annotation_analysis/annotation_gca/T_zeteki/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /data/projet1/projet_tutore
# Date:            Sun Dec  1 17:36:44 2024
# [ok]
