#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.5061.1:0-1955|+      -            652 31374at50557         -            569  1.9e-289  959.7  17.0   1   1  1.1e-289  3.3e-288  955.5  17.0     1   569     4   647     4   647 0.93 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 31374at50557         -            569   3.7e-18   64.0   9.1   3   4   2.3e-09   6.8e-08   30.1   0.6   343   442   105   214   103   244 0.84 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 31374at50557         -            569   3.7e-18   64.0   9.1   4   4      0.04       1.2    6.2   0.5   366   413   236   284   230   287 0.80 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+     -            210 31374at50557         -            569     4e-18   63.9   5.3   1   2   9.8e-16   2.9e-14   51.1   0.8   336   461     3   131     1   142 0.88 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+     -            210 31374at50557         -            569     4e-18   63.9   5.3   2   2   7.3e-07   2.2e-05   21.8   0.3   346   416   100   173   100   179 0.67 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+   -            262 31374at50557         -            569   5.2e-17   60.2   5.0   1   2     0.001      0.03   11.5   0.3   415   487     3    80     1    88 0.78 -
40115at50557_411798_0:002bfa|STRG.15736.1:627-1412|+   -            262 31374at50557         -            569   5.2e-17   60.2   5.0   2   2   2.2e-15   6.5e-14   50.0   0.7   387   531   103   262    93   262 0.80 -
80377at50557_108931_0:002353|STRG.19738.2:564-1088|+   -            175 31374at50557         -            569   7.4e-17   59.7   0.9   1   1   2.7e-18   8.1e-17   59.6   0.9   350   509     2   171     1   175 0.86 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 31374at50557         -            569   1.4e-16   58.7   9.3   1   3     0.024      0.71    6.9   0.1   486   537    66   121    23   132 0.55 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 31374at50557         -            569   1.4e-16   58.7   9.3   2   3    0.0097      0.29    8.2   0.0   490   541   335   386   327   406 0.71 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 31374at50557         -            569   1.4e-16   58.7   9.3   3   3   1.1e-09   3.2e-08   31.2   0.1   343   458   474   589   468   589 0.92 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 31374at50557         -            569   3.1e-16   57.6   5.2   1   2   6.1e-11   1.8e-09   35.3   1.7   383   540     4   157     1   182 0.77 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 31374at50557         -            569   3.1e-16   57.6   5.2   2   2   1.2e-06   3.5e-05   21.2   0.1   381   440   211   273   177   277 0.80 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 31374at50557         -            569   4.3e-16   57.2   5.6   1   2   3.1e-09   9.2e-08   29.7   2.8   353   461    53   163    45   168 0.85 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 31374at50557         -            569   4.3e-16   57.2   5.6   2   2   8.8e-09   2.6e-07   28.2   0.0   381   456   168   242   164   244 0.92 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+      -            275 31374at50557         -            569   7.2e-16   56.4   7.1   1   2     2e-13   5.9e-12   43.5   1.1   345   460     2   124     1   150 0.80 -
78072at50557_43151_0:001a65|STRG.10815.1:27-851|+      -            275 31374at50557         -            569   7.2e-16   56.4   7.1   2   2   3.3e-05   0.00099   16.4   0.5   335   417   186   274   162   275 0.80 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 31374at50557         -            569   1.3e-15   55.6  11.2   1   4   0.00014    0.0042   14.3   0.0   492   536   127   174   112   183 0.80 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 31374at50557         -            569   1.3e-15   55.6  11.2   2   4      0.92        27    1.7   0.0   505   527   192   214   188   225 0.87 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 31374at50557         -            569   1.3e-15   55.6  11.2   3   4   4.2e-13   1.2e-11   42.5   0.0   341   463   228   350   217   356 0.88 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 31374at50557         -            569   1.3e-15   55.6  11.2   4   4      0.72        21    2.0   0.0   441   462   379   400   363   440 0.75 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 31374at50557         -            569   1.3e-15   55.6  11.2   1   4   0.00014    0.0042   14.3   0.0   492   536   127   174   112   183 0.80 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 31374at50557         -            569   1.3e-15   55.6  11.2   2   4      0.92        27    1.7   0.0   505   527   192   214   188   225 0.87 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 31374at50557         -            569   1.3e-15   55.6  11.2   3   4   4.2e-13   1.2e-11   42.5   0.0   341   463   228   350   217   356 0.88 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 31374at50557         -            569   1.3e-15   55.6  11.2   4   4      0.72        21    2.0   0.0   441   462   379   400   363   440 0.75 -
80377at50557_104688_0:000c4b|STRG.22549.2:108-659|+    -            184 31374at50557         -            569   1.7e-15   55.2   2.7   1   2    0.0066      0.19    8.8   0.1   503   534    34    65     6    72 0.81 -
80377at50557_104688_0:000c4b|STRG.22549.2:108-659|+    -            184 31374at50557         -            569   1.7e-15   55.2   2.7   2   2   5.5e-14   1.6e-12   45.4   0.6   378   466    82   170    79   178 0.94 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+     -            354 31374at50557         -            569   3.2e-15   54.3   3.3   1   2   1.3e-07   3.9e-06   24.3   0.1   384   453    29   103    24   124 0.79 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+     -            354 31374at50557         -            569   3.2e-15   54.3   3.3   2   2   2.8e-09   8.2e-08   29.8   0.6   349   459   209   323   199   329 0.83 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+  -            253 31374at50557         -            569     6e-15   53.4   1.5   1   3       2.1        64    0.5   0.0   505   534    16    45     7    52 0.85 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+  -            253 31374at50557         -            569     6e-15   53.4   1.5   2   3   2.9e-10   8.6e-09   33.1   0.1   349   465    61   176    47   181 0.90 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+  -            253 31374at50557         -            569     6e-15   53.4   1.5   3   3   1.2e-05   0.00036   17.8   0.1   388   459   182   252   176   253 0.85 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+  -            253 31374at50557         -            569     6e-15   53.4   1.5   1   3       2.1        64    0.5   0.0   505   534    16    45     7    52 0.85 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+  -            253 31374at50557         -            569     6e-15   53.4   1.5   2   3   2.9e-10   8.6e-09   33.1   0.1   349   465    61   176    47   181 0.90 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+  -            253 31374at50557         -            569     6e-15   53.4   1.5   3   3   1.2e-05   0.00036   17.8   0.1   388   459   182   252   176   253 0.85 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 31374at50557         -            569     6e-15   53.4   1.5   1   3       2.1        64    0.5   0.0   505   534    16    45     7    52 0.85 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 31374at50557         -            569     6e-15   53.4   1.5   2   3   2.9e-10   8.6e-09   33.1   0.1   349   465    61   176    47   181 0.90 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 31374at50557         -            569     6e-15   53.4   1.5   3   3   1.2e-05   0.00036   17.8   0.1   388   459   182   252   176   253 0.85 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 31374at50557         -            569   1.1e-14   52.6   4.9   1   2   2.2e-09   6.6e-08   30.2   1.4   386   541    12   163    10   188 0.77 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 31374at50557         -            569   1.1e-14   52.6   4.9   2   2     1e-06   3.1e-05   21.3   0.1   367   440   200   278   168   282 0.80 -
22030at50557_7536_0:0040ec|STRG.21442.1:813-1154|+     -            114 31374at50557         -            569   1.2e-14   52.4   0.0   1   1   4.9e-16   1.4e-14   52.1   0.0   353   460     6   113     2   114 0.97 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 31374at50557         -            569     2e-14   51.7   4.9   1   3       4.6   1.4e+02   -0.6   0.1     8    67    78   139    69   157 0.76 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 31374at50557         -            569     2e-14   51.7   4.9   2   3   2.6e-07   7.7e-06   23.3   0.0   384   453   282   356   277   386 0.79 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 31374at50557         -            569     2e-14   51.7   4.9   3   3     8e-09   2.4e-07   28.3   0.6   349   458   462   575   453   581 0.82 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 31374at50557         -            569     2e-14   51.7   4.9   1   3       4.7   1.4e+02   -0.6   0.1     8    67    78   139    69   157 0.76 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 31374at50557         -            569     2e-14   51.7   4.9   2   3   2.6e-07   7.7e-06   23.3   0.0   384   453   283   357   278   387 0.79 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 31374at50557         -            569     2e-14   51.7   4.9   3   3     8e-09   2.4e-07   28.3   0.6   349   458   463   576   454   582 0.82 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+    -            238 31374at50557         -            569   2.4e-14   51.4   2.7   1   2       5.6   1.7e+02   -0.9   0.0   515   539     8    32     6    39 0.79 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+    -            238 31374at50557         -            569   2.4e-14   51.4   2.7   2   2   1.5e-15   4.4e-14   50.5   1.3   335   461    30   159    22   170 0.88 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 31374at50557         -            569   2.6e-14   51.3   1.7   1   3       2.4        71    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 31374at50557         -            569   2.6e-14   51.3   1.7   2   3     1e-09   3.1e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 31374at50557         -            569   2.6e-14   51.3   1.7   3   3   1.2e-05   0.00035   17.9   0.1   388   459   186   256   180   257 0.86 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+    -            117 31374at50557         -            569   2.7e-14   51.3   0.2   1   2    0.0041      0.12    9.5   0.0   386   420     2    36     1    41 0.89 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+    -            117 31374at50557         -            569   2.7e-14   51.3   0.2   2   2   1.7e-12   5.1e-11   40.4   0.2   338   415    38   116    35   117 0.91 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 31374at50557         -            569   4.8e-14   50.4   1.2   1   3       1.9        55    0.7   0.0   505   534    12    41     4    51 0.85 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 31374at50557         -            569   4.8e-14   50.4   1.2   2   3   2.7e-10   7.9e-09   33.2   0.1   349   466    57   173    46   178 0.90 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 31374at50557         -            569   4.8e-14   50.4   1.2   3   3   0.00013     0.004   14.4   0.1   388   453   178   242   172   242 0.85 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+     -            254 31374at50557         -            569   5.3e-14   50.3   2.2   1   3       1.8        55    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+     -            254 31374at50557         -            569   5.3e-14   50.3   2.2   2   3   1.6e-09   4.7e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+     -            254 31374at50557         -            569   5.3e-14   50.3   2.2   3   3   1.4e-05    0.0004   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+     -            254 31374at50557         -            569   5.3e-14   50.3   2.2   1   3       1.8        55    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+     -            254 31374at50557         -            569   5.3e-14   50.3   2.2   2   3   1.6e-09   4.7e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+     -            254 31374at50557         -            569   5.3e-14   50.3   2.2   3   3   1.4e-05    0.0004   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+     -            254 31374at50557         -            569   5.3e-14   50.3   2.2   1   3       1.8        55    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+     -            254 31374at50557         -            569   5.3e-14   50.3   2.2   2   3   1.6e-09   4.7e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+     -            254 31374at50557         -            569   5.3e-14   50.3   2.2   3   3   1.4e-05    0.0004   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 31374at50557         -            569   6.7e-14   49.9   5.5   1   3   8.3e-09   2.5e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 31374at50557         -            569   6.7e-14   49.9   5.5   2   3   8.6e-10   2.5e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 31374at50557         -            569   6.7e-14   49.9   5.5   3   3     0.087       2.6    5.1   0.0   357   406   225   279   217   287 0.83 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 31374at50557         -            569   6.7e-14   49.9   5.5   1   3   8.3e-09   2.5e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 31374at50557         -            569   6.7e-14   49.9   5.5   2   3   8.6e-10   2.5e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 31374at50557         -            569   6.7e-14   49.9   5.5   3   3     0.087       2.6    5.1   0.0   357   406   225   279   217   287 0.83 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 31374at50557         -            569   6.7e-14   49.9   5.5   1   3   8.3e-09   2.5e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 31374at50557         -            569   6.7e-14   49.9   5.5   2   3   8.6e-10   2.5e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 31374at50557         -            569   6.7e-14   49.9   5.5   3   3     0.087       2.6    5.1   0.0   357   406   225   279   217   287 0.83 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 31374at50557         -            569   6.7e-14   49.9   5.5   1   3   8.3e-09   2.5e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 31374at50557         -            569   6.7e-14   49.9   5.5   2   3   8.6e-10   2.5e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 31374at50557         -            569   6.7e-14   49.9   5.5   3   3     0.087       2.6    5.1   0.0   357   406   225   279   217   287 0.83 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+   -            258 31374at50557         -            569   8.2e-14   49.6   0.4   1   2     1e-13     3e-12   44.5   0.0   340   463    20   143     5   149 0.88 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+   -            258 31374at50557         -            569   8.2e-14   49.6   0.4   2   2      0.39        12    2.9   0.1   441   462   172   193   163   226 0.72 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 31374at50557         -            569   1.7e-13   48.6   2.6   1   3    0.0016     0.049   10.8   0.1   404   464     5    72     1    76 0.79 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 31374at50557         -            569   1.7e-13   48.6   2.6   2   3     0.012      0.37    7.9   0.1   501   537    78   114    70   123 0.86 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 31374at50557         -            569   1.7e-13   48.6   2.6   3   3   9.3e-09   2.8e-07   28.1   0.0   342   417   142   223   131   232 0.83 -
48053at50557_121845_0:002b56|STRG.5987.1:7-345|+       -            113 31374at50557         -            569   1.7e-13   48.6   0.0   1   1   6.5e-15   1.9e-13   48.4   0.0   349   452     7   111     1   113 0.90 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+   -            290 31374at50557         -            569   1.9e-13   48.5  12.5   1   2   3.2e-05   0.00094   16.4   1.0   487   534    71   120    12   135 0.71 -
40115at50557_597456_0:00265e|STRG.3361.1:2366-3235|+   -            290 31374at50557         -            569   1.9e-13   48.5  12.5   2   2   1.2e-13   3.5e-12   44.2   4.7   343   531    86   289    85   290 0.88 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+   -            290 31374at50557         -            569   1.9e-13   48.5  12.5   1   2   3.2e-05   0.00094   16.4   1.0   487   534    71   120    12   135 0.71 -
40115at50557_597456_0:00265e|STRG.3361.2:2461-3330|+   -            290 31374at50557         -            569   1.9e-13   48.5  12.5   2   2   1.2e-13   3.5e-12   44.2   4.7   343   531    86   289    85   290 0.88 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+   -            290 31374at50557         -            569   1.9e-13   48.5  12.5   1   2   3.2e-05   0.00094   16.4   1.0   487   534    71   120    12   135 0.71 -
40115at50557_597456_0:00265e|STRG.3361.3:1791-2660|+   -            290 31374at50557         -            569   1.9e-13   48.5  12.5   2   2   1.2e-13   3.5e-12   44.2   4.7   343   531    86   289    85   290 0.88 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+    -            290 31374at50557         -            569   1.9e-13   48.5  12.5   1   2   3.2e-05   0.00094   16.4   1.0   487   534    71   120    12   135 0.71 -
40115at50557_597456_0:00265e|STRG.3361.4:807-1676|+    -            290 31374at50557         -            569   1.9e-13   48.5  12.5   2   2   1.2e-13   3.5e-12   44.2   4.7   343   531    86   289    85   290 0.88 -
65618at50557_535359_0:00103e|STRG.17662.1:2-2998|+     -            853 31374at50557         -            569   2.1e-12   45.0   0.5   1   1   7.2e-14   2.1e-12   45.0   0.5   340   537   479   705   468   727 0.68 -
40115at50557_411798_0:002bfa|STRG.4843.1:387-1340|+    -            318 31374at50557         -            569   3.3e-12   44.4   0.0   1   2   3.1e-07   9.1e-06   23.1   0.0   346   468     1   131     1   179 0.75 -
40115at50557_411798_0:002bfa|STRG.4843.1:387-1340|+    -            318 31374at50557         -            569   3.3e-12   44.4   0.0   2   2   4.7e-06   0.00014   19.2   0.0   325   375   258   312   246   316 0.81 -
31374at50557_217634_0:002f47|STRG.21444.1:33-227|+     -             65 31374at50557         -            569   5.3e-12   43.7   0.1   1   1     2e-13   5.8e-12   43.5   0.1   363   427     1    65     1    65 0.86 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+   -            200 31374at50557         -            569   1.1e-11   42.6   1.0   1   2       2.3        68    0.4   0.0   507   534     4    31     1    40 0.84 -
80377at50557_39758_0:001a6c|STRG.11953.5:1476-2075|+   -            200 31374at50557         -            569   1.1e-11   42.6   1.0   2   2   2.2e-11   6.6e-10   36.7   0.9   349   487    47   188    37   198 0.82 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+   -            267 31374at50557         -            569   1.4e-11   42.3   1.0   1   2     0.044       1.3    6.1   0.0   413   460     4    51     1    57 0.80 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+   -            267 31374at50557         -            569   1.4e-11   42.3   1.0   2   2   1.6e-10   4.6e-09   34.0   1.3   345   472    71   199    59   243 0.83 -
767at50557_520822_0:000947|STRG.23039.3:653-10738|+    -           3362 31374at50557         -            569   1.4e-11   42.2   1.4   1   3     0.015      0.45    7.6   0.1   379   421   176   218   174   233 0.81 -
767at50557_520822_0:000947|STRG.23039.3:653-10738|+    -           3362 31374at50557         -            569   1.4e-11   42.2   1.4   2   3       2.1        62    0.5   0.0   433   461  1125  1153  1115  1157 0.57 -
767at50557_520822_0:000947|STRG.23039.3:653-10738|+    -           3362 31374at50557         -            569   1.4e-11   42.2   1.4   3   3   1.5e-09   4.5e-08   30.7   0.0   350   536  3094  3303  3073  3320 0.80 -
767at50557_520822_0:000947|STRG.23039.2:653-10750|+    -           3366 31374at50557         -            569   1.8e-11   41.9   1.7   1   3     0.015      0.45    7.6   0.1   379   421   209   251   207   266 0.81 -
767at50557_520822_0:000947|STRG.23039.2:653-10750|+    -           3366 31374at50557         -            569   1.8e-11   41.9   1.7   2   3       2.1        62    0.5   0.0   433   461  1158  1186  1148  1190 0.57 -
767at50557_520822_0:000947|STRG.23039.2:653-10750|+    -           3366 31374at50557         -            569   1.8e-11   41.9   1.7   3   3   1.7e-09   5.1e-08   30.5   0.0   350   536  3098  3307  3087  3324 0.80 -
767at50557_520822_0:000947|STRG.23039.1:653-10747|+    -           3365 31374at50557         -            569   1.8e-11   41.9   1.7   1   3     0.015      0.45    7.6   0.1   379   421   208   250   206   265 0.81 -
767at50557_520822_0:000947|STRG.23039.1:653-10747|+    -           3365 31374at50557         -            569   1.8e-11   41.9   1.7   2   3       2.1        62    0.5   0.0   433   461  1157  1185  1147  1189 0.57 -
767at50557_520822_0:000947|STRG.23039.1:653-10747|+    -           3365 31374at50557         -            569   1.8e-11   41.9   1.7   3   3   1.7e-09   5.1e-08   30.5   0.0   350   536  3097  3306  3086  3323 0.80 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+   -            195 31374at50557         -            569   2.6e-11   41.4   1.1   1   2   1.5e-10   4.5e-09   34.0   0.1   349   465    42   157    30   162 0.90 -
80377at50557_39758_0:001a6c|STRG.11953.6:1615-2199|+   -            195 31374at50557         -            569   2.6e-11   41.4   1.1   2   2      0.06       1.8    5.6   0.1   388   418   163   193   158   194 0.74 -
74508at50557_7394_0:0023c7|STRG.12630.1:259-1134|+     -            292 31374at50557         -            569   2.8e-11   41.3   2.3   1   2   2.9e-08   8.5e-07   26.5   0.2   350   465    12   125     9   162 0.72 -
74508at50557_7394_0:0023c7|STRG.12630.1:259-1134|+     -            292 31374at50557         -            569   2.8e-11   41.3   2.3   2   2   0.00058     0.017   12.3   0.1   429   472   227   268   214   287 0.77 -
80377at50557_108931_0:002353|STRG.9463.1:2878-3498|+   -            207 31374at50557         -            569   4.6e-11   40.6   0.2   1   2   2.1e-05   0.00063   17.0   0.0   406   460     5    67     3    72 0.78 -
80377at50557_108931_0:002353|STRG.9463.1:2878-3498|+   -            207 31374at50557         -            569   4.6e-11   40.6   0.2   2   2   6.7e-09     2e-07   28.6   0.0   342   417    32   113    20   122 0.83 -
80377at50557_108931_0:002353|STRG.9463.2:2982-3602|+   -            207 31374at50557         -            569   4.6e-11   40.6   0.2   1   2   2.1e-05   0.00063   17.0   0.0   406   460     5    67     3    72 0.78 -
80377at50557_108931_0:002353|STRG.9463.2:2982-3602|+   -            207 31374at50557         -            569   4.6e-11   40.6   0.2   2   2   6.7e-09     2e-07   28.6   0.0   342   417    32   113    20   122 0.83 -
80377at50557_108931_0:002353|STRG.9463.3:2219-2839|+   -            207 31374at50557         -            569   4.6e-11   40.6   0.2   1   2   2.1e-05   0.00063   17.0   0.0   406   460     5    67     3    72 0.78 -
80377at50557_108931_0:002353|STRG.9463.3:2219-2839|+   -            207 31374at50557         -            569   4.6e-11   40.6   0.2   2   2   6.7e-09     2e-07   28.6   0.0   342   417    32   113    20   122 0.83 -
80377at50557_108931_0:002353|STRG.9463.4:1466-2086|+   -            207 31374at50557         -            569   4.6e-11   40.6   0.2   1   2   2.1e-05   0.00063   17.0   0.0   406   460     5    67     3    72 0.78 -
80377at50557_108931_0:002353|STRG.9463.4:1466-2086|+   -            207 31374at50557         -            569   4.6e-11   40.6   0.2   2   2   6.7e-09     2e-07   28.6   0.0   342   417    32   113    20   122 0.83 -
71739at50557_66420_0:0008cd|STRG.3829.1:663-1250|+     -            196 31374at50557         -            569   6.3e-11   40.1   0.1   1   1   6.4e-12   1.9e-10   38.5   0.1   387   538     1   166     1   176 0.77 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+    -            226 31374at50557         -            569   6.4e-11   40.1   0.1   1   2   3.7e-05    0.0011   16.2   0.0   422   473    33    84    27    89 0.90 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+    -            226 31374at50557         -            569   6.4e-11   40.1   0.1   2   2   6.8e-07     2e-05   21.9   0.0   367   459   106   196    86   202 0.59 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 31374at50557         -            569   8.6e-11   39.7   3.8   1   3     9e-06   0.00027   18.2   0.3   345   402    23    78    15   108 0.77 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 31374at50557         -            569   8.6e-11   39.7   3.8   2   3   6.3e-06   0.00019   18.7   0.1   406   536   146   286   143   293 0.82 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 31374at50557         -            569   8.6e-11   39.7   3.8   3   3       1.1        32    1.5   0.0   435   458   305   326   287   326 0.61 -
78072at50557_156304_0:001dd8|STRG.5610.2:1755-2471|+   -            239 31374at50557         -            569   1.8e-10   38.6   2.3   1   2   4.9e-08   1.5e-06   25.7   0.4   385   533     2   174     1   181 0.74 -
78072at50557_156304_0:001dd8|STRG.5610.2:1755-2471|+   -            239 31374at50557         -            569   1.8e-10   38.6   2.3   2   2    0.0025     0.074   10.2   0.1   339   374   187   222   181   226 0.88 -
767at50557_6973_0:000e47|STRG.23039.4:11-1183|+        -            342 31374at50557         -            569   2.2e-10   38.3   0.0   1   1   1.1e-11   3.3e-10   37.8   0.0   350   539   100   312    88   316 0.80 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 31374at50557         -            569   2.9e-10   37.9   2.8   1   2   9.5e-06   0.00028   18.2   0.3   345   402    23    78    15   108 0.77 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 31374at50557         -            569   2.9e-10   37.9   2.8   2   2   7.1e-06   0.00021   18.6   0.1   406   536   146   286   144   294 0.82 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 31374at50557         -            569   2.9e-10   37.9   2.8   1   2   9.5e-06   0.00028   18.2   0.3   345   402    23    78    15   108 0.77 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 31374at50557         -            569   2.9e-10   37.9   2.8   2   2   7.1e-06   0.00021   18.6   0.1   406   536   146   286   144   294 0.82 -
74508at50557_7394_0:0023c7|STRG.14008.1:272-1252|+     -            327 31374at50557         -            569   3.1e-10   37.9   4.9   1   2   1.9e-11   5.5e-10   37.0   1.4   349   460    31   148    28   155 0.88 -
