#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
109776at50557_456900_0:0015c4|STRG.19571.1:0-713|+     -            238 109776at50557        -            209     3e-87  290.2   4.7   1   1     5e-89   4.2e-87  289.7   4.7     1   209     1   234     1   234 0.94 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 109776at50557        -            209   9.9e-10   36.9   8.8   1   4     0.014       1.1    7.3   0.1    20    44     5    29     2    38 0.85 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 109776at50557        -            209   9.9e-10   36.9   8.8   2   4   7.3e-08     6e-06   24.6   3.6    23   127    43   164    40   173 0.76 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 109776at50557        -            209   9.9e-10   36.9   8.8   3   4   3.9e-06   0.00032   19.0   1.7    28    79    99   154    92   198 0.70 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 109776at50557        -            209   9.9e-10   36.9   8.8   4   4     0.085       7.1    4.8   0.0    30    76   230   257   218   271 0.60 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 109776at50557        -            209   1.1e-09   36.8  19.6   1   4    0.0003     0.025   12.8   0.3    88   135     3    52     1    54 0.80 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 109776at50557        -            209   1.1e-09   36.8  19.6   2   4   1.4e-09   1.2e-07   30.1   6.8    31   159    51   197    46   198 0.74 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 109776at50557        -            209   1.1e-09   36.8  19.6   3   4     0.062       5.2    5.2   4.1    31   113   169   256   166   259 0.75 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 109776at50557        -            209   1.1e-09   36.8  19.6   4   4      0.81        67    1.6   3.2    22   113   192   256   186   304 0.42 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 109776at50557        -            209   2.3e-09   35.7  33.6   1   5         1        84    1.2   0.1    20    42    13    35     5    42 0.79 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 109776at50557        -            209   2.3e-09   35.7  33.6   2   5       6.2   5.1e+02   -1.3   0.0    26    42    71    87    65    94 0.71 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 109776at50557        -            209   2.3e-09   35.7  33.6   3   5    0.0046      0.38    8.9  10.6    28   142   116   233   108   235 0.63 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 109776at50557        -            209   2.3e-09   35.7  33.6   4   5   0.00051     0.042   12.0  18.0    31   163   164   302   141   309 0.63 -
8280at50557_7200_0:000e9a|STRG.12290.1:207-1349|+      -            381 109776at50557        -            209   2.3e-09   35.7  33.6   5   5   4.4e-06   0.00036   18.8   0.5    20    67   304   355   298   379 0.78 -
109776at50557_7130_0:000f15|STRG.5370.3:858-1313|+     -            152 109776at50557        -            209   2.7e-09   35.5  20.4   1   2    0.0002     0.017   13.3  11.6    25    80    17    76     1    98 0.67 -
109776at50557_7130_0:000f15|STRG.5370.3:858-1313|+     -            152 109776at50557        -            209   2.7e-09   35.5  20.4   2   2   1.1e-06     9e-05   20.8   8.8    65   128    86   149    63   152 0.73 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 109776at50557        -            209   1.1e-08   33.5  12.6   1   2   1.6e-08   1.3e-06   26.8   7.4    20   125    13   127     4   129 0.87 -
109776at50557_13164_0:002971|STRG.6821.1:729-1238|+    -            170 109776at50557        -            209   1.1e-08   33.5  12.6   2   2    0.0029      0.24    9.5   0.3    26    62   131   167   128   169 0.90 -
102553at50557_74869_0:000218|STRG.6097.1:825-1307|+    -            161 109776at50557        -            209   1.2e-08   33.4   4.4   1   1   8.4e-10   6.9e-08   30.9   4.4    55   163     1   124     1   137 0.75 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 109776at50557        -            209   1.3e-08   33.3   3.0   1   1   1.3e-08   1.1e-06   27.0   3.0    21   163     1   141     1   142 0.71 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 109776at50557        -            209   1.4e-08   33.2   4.7   1   2    0.0037      0.31    9.2   0.1    77   122     7    55     3    62 0.77 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 109776at50557        -            209   1.4e-08   33.2   4.7   2   2   4.2e-08   3.5e-06   25.4   1.5    80   162    58   147    57   148 0.79 -
109776at50557_7159_0:00072f|STRG.7524.1:1014-1490|+    -            159 109776at50557        -            209   2.4e-08   32.4   6.1   1   2   8.1e-10   6.7e-08   31.0   5.8    21   127    11   129     6   133 0.80 -
109776at50557_7159_0:00072f|STRG.7524.1:1014-1490|+    -            159 109776at50557        -            209   2.4e-08   32.4   6.1   2   2     0.011      0.89    7.7   0.1    24    48   107   131   101   149 0.78 -
83902at50557_7165_0:002695|STRG.15847.2:167-604|+      -            146 109776at50557        -            209   3.4e-08   31.9   0.6   1   1   5.7e-09   4.7e-07   28.2   0.5    74   133    59   119    44   145 0.63 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 109776at50557        -            209   4.3e-08   31.6  18.2   1   4     0.015       1.2    7.3   0.9   100   161     2    72     1    79 0.72 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 109776at50557        -            209   4.3e-08   31.6  18.2   2   4   4.6e-05    0.0038   15.4   1.7   107   163   186   250   146   253 0.71 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 109776at50557        -            209   4.3e-08   31.6  18.2   3   4     0.071       5.9    5.0   0.0    22    61   230   273   228   281 0.69 -
7376at50557_456900_0:001c8a|STRG.4928.1:2-3328|+       -           1109 109776at50557        -            209   4.3e-08   31.6  18.2   4   4     9e-05    0.0074   14.5   2.1    21   121   375   466   342   470 0.56 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 109776at50557        -            209   1.6e-07   29.8  12.5   1   2   1.2e-07     1e-05   23.9  12.2    50   173    11   140     2   161 0.59 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 109776at50557        -            209   1.6e-07   29.8  12.5   2   2       0.2        16    3.6   0.0    25    56   139   171   132   184 0.66 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 109776at50557        -            209   1.7e-06   26.4   0.4   1   2   0.00041     0.034   12.3   0.1    88   145    62   128    58   138 0.69 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 109776at50557        -            209   1.7e-06   26.4   0.4   2   2     0.012         1    7.5   0.0    84   131   130   179   123   206 0.62 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 109776at50557        -            209   1.4e-05   23.4  13.0   1   4      0.36        29    2.7   0.0    74   127    24    79     4    84 0.65 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 109776at50557        -            209   1.4e-05   23.4  13.0   2   4     0.025       2.1    6.5   0.5    29    67    86   128    78   131 0.79 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 109776at50557        -            209   1.4e-05   23.4  13.0   3   4   0.00071     0.059   11.6   0.8    53   129   171   249   126   252 0.79 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 109776at50557        -            209   1.4e-05   23.4  13.0   4   4    0.0012       0.1   10.8   0.2    21    66   246   297   245   308 0.73 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 109776at50557        -            209   1.4e-05   23.4  13.0   1   4      0.36        29    2.7   0.0    74   127    24    79     4    84 0.65 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 109776at50557        -            209   1.4e-05   23.4  13.0   2   4     0.025       2.1    6.5   0.5    29    67    86   128    78   131 0.79 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 109776at50557        -            209   1.4e-05   23.4  13.0   3   4   0.00071     0.059   11.6   0.8    53   129   171   249   126   252 0.79 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 109776at50557        -            209   1.4e-05   23.4  13.0   4   4    0.0012       0.1   10.8   0.2    21    66   246   297   245   308 0.73 -
102553at50557_38123_0:0035fb|STRG.21795.1:198-557|+    -            120 109776at50557        -            209   1.7e-05   23.1   0.5   1   1   4.5e-07   3.7e-05   22.0   0.5    18    82    15    81     5    91 0.79 -
102553at50557_7165_0:000b28|STRG.21795.2:300-677|+     -            126 109776at50557        -            209   1.9e-05   23.0   0.5   1   1   4.5e-07   3.7e-05   22.0   0.5    19    82    22    87    13   116 0.82 -
8280at50557_28612_0:005400|STRG.9692.1:2671-3063|+     -            131 109776at50557        -            209   2.8e-05   22.4   0.1   1   2   1.5e-05    0.0012   17.1   0.0    83   134    43    96    14   103 0.81 -
8280at50557_28612_0:005400|STRG.9692.1:2671-3063|+     -            131 109776at50557        -            209   2.8e-05   22.4   0.1   2   2      0.17        14    3.8   0.1    76    99   107   131    93   131 0.78 -
8280at50557_28612_0:005400|STRG.9692.3:2575-2967|+     -            131 109776at50557        -            209   2.8e-05   22.4   0.1   1   2   1.5e-05    0.0012   17.1   0.0    83   134    43    96    14   103 0.81 -
8280at50557_28612_0:005400|STRG.9692.3:2575-2967|+     -            131 109776at50557        -            209   2.8e-05   22.4   0.1   2   2      0.17        14    3.8   0.1    76    99   107   131    93   131 0.78 -
8280at50557_28612_0:005400|STRG.9692.7:156-548|+       -            131 109776at50557        -            209   2.8e-05   22.4   0.1   1   2   1.5e-05    0.0012   17.1   0.0    83   134    43    96    14   103 0.81 -
8280at50557_28612_0:005400|STRG.9692.7:156-548|+       -            131 109776at50557        -            209   2.8e-05   22.4   0.1   2   2      0.17        14    3.8   0.1    76    99   107   131    93   131 0.78 -
102553at50557_116153_0:00114a|STRG.21795.3:196-642|+   -            149 109776at50557        -            209   2.8e-05   22.4   0.6   1   1   7.8e-07   6.4e-05   21.2   0.7    17    82    43   110    21   120 0.81 -
8280at50557_7395_0:001be1|STRG.12135.2:309-1426|+      -            289 109776at50557        -            209   4.8e-05   21.6   1.2   1   2     2e-06   0.00017   19.9   1.1    88   146     6    72     4   100 0.72 -
8280at50557_7395_0:001be1|STRG.12135.2:309-1426|+      -            289 109776at50557        -            209   4.8e-05   21.6   1.2   2   2      0.27        22    3.1   0.1    28    48    52    72    49   125 0.75 -
8280at50557_7395_0:001be3|STRG.12750.1:302-748|+       -            149 109776at50557        -            209     5e-05   21.6   0.2   1   1   2.3e-05    0.0019   16.4   0.2    80   129    57   109    12   149 0.59 -
109776at50557_7004_0:001269|STRG.6821.3:288-656|+      -            123 109776at50557        -            209   5.7e-05   21.4   6.1   1   1   2.5e-06    0.0002   19.6   6.1    76   161    33   123     5   123 0.60 -
8280at50557_7395_0:001be1|STRG.12135.1:0-1088|+        -            337 109776at50557        -            209   6.8e-05   21.1   5.9   1   2   3.6e-06    0.0003   19.1   1.3    87   144    22    87     7    89 0.73 -
8280at50557_7395_0:001be1|STRG.12135.1:0-1088|+        -            337 109776at50557        -            209   6.8e-05   21.1   5.9   2   2   0.00018     0.015   13.5   3.1    31   175    49   214    47   227 0.69 -
102553at50557_7029_0:000362|STRG.3819.1:130-507|+      -            126 109776at50557        -            209   0.00019   19.7   1.3   1   1     3e-06   0.00025   19.3   1.3    30   101    19    92     3    98 0.92 -
102553at50557_116153_0:00114a|STRG.1078.2:744-1136|+   -            131 109776at50557        -            209   0.00027   19.2   6.6   1   1   8.7e-06   0.00072   17.8   6.3    84   163    13    99     4   111 0.81 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 109776at50557        -            209   0.00062   18.0   2.7   1   2     0.047       3.9    5.6   0.1    22    47    13    38     8    63 0.59 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 109776at50557        -            209   0.00062   18.0   2.7   2   2   0.00032     0.026   12.7   0.7    20    80    59   124    52   157 0.75 -
102553at50557_103372_0:001320|STRG.5622.1:9-746|+      -            246 109776at50557        -            209    0.0012   17.1   1.6   1   2   2.1e-05    0.0017   16.6   0.3   108   164    39   101     9   129 0.83 -
102553at50557_103372_0:001320|STRG.5622.1:9-746|+      -            246 109776at50557        -            209    0.0012   17.1   1.6   2   2         9   7.4e+02   -1.9   0.0    27    39   137   149   130   154 0.80 -
138527at50557_217634_0:002b14|STRG.17857.1:151-390|+   -             80 109776at50557        -            209    0.0092   14.2   0.1   1   1   0.00012      0.01   14.0   0.1    59   110    18    68     3    76 0.85 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/109776at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/109776at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/109776at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:14:23 2024
# [ok]
