#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
56099at50557_34720_0:001a91|STRG.22631.1:0-1331|+      -            444 56099at50557         -            397  4.1e-204  676.6   1.9   1   1  1.4e-205  4.9e-204  676.3   1.9     1   397     1   440     1   440 0.95 -
13625at50557_34720_0:001854|STRG.23081.1:24-2051|+     -            676 56099at50557         -            397   4.8e-10   37.5   0.2   5   5    0.0052      0.18    9.3   0.0   236   275   512   553   491   610 0.57 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+       -            256 56099at50557         -            397   5.1e-10   37.4   0.2   1   2   5.9e-10     2e-08   32.2   0.0   136   320    19   209     7   219 0.83 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+       -            256 56099at50557         -            397   5.1e-10   37.4   0.2   2   2      0.24       8.2    3.8   0.0    61   100   209   249   205   254 0.69 -
78072at50557_7038_0:0021a3|STRG.3821.1:789-1637|+      -            283 56099at50557         -            397   6.5e-10   37.1   0.0   1   2   0.00066     0.022   12.3   0.0    61    97    42    78    40    81 0.94 -
78072at50557_7038_0:0021a3|STRG.3821.1:789-1637|+      -            283 56099at50557         -            397   6.5e-10   37.1   0.0   2   2     5e-07   1.7e-05   22.6   0.0   155   261    83   193    78   198 0.82 -
78072at50557_7038_0:0021a3|STRG.3821.3:789-1637|+      -            283 56099at50557         -            397   6.5e-10   37.1   0.0   1   2   0.00066     0.022   12.3   0.0    61    97    42    78    40    81 0.94 -
78072at50557_7038_0:0021a3|STRG.3821.3:789-1637|+      -            283 56099at50557         -            397   6.5e-10   37.1   0.0   2   2     5e-07   1.7e-05   22.6   0.0   155   261    83   193    78   198 0.82 -
78072at50557_7038_0:0021a3|STRG.3821.4:180-1028|+      -            283 56099at50557         -            397   6.5e-10   37.1   0.0   1   2   0.00066     0.022   12.3   0.0    61    97    42    78    40    81 0.94 -
78072at50557_7038_0:0021a3|STRG.3821.4:180-1028|+      -            283 56099at50557         -            397   6.5e-10   37.1   0.0   2   2     5e-07   1.7e-05   22.6   0.0   155   261    83   193    78   198 0.82 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 56099at50557         -            397   8.2e-10   36.8   0.0   1   3    0.0032      0.11   10.0   0.0   236   270    62    98    36   103 0.82 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 56099at50557         -            397   8.2e-10   36.8   0.0   2   3   7.6e-05    0.0026   15.4   0.0   231   318    99   193    97   197 0.76 -
14512at50557_29053_0:0002b6|STRG.14034.3:998-1678|+    -            227 56099at50557         -            397   8.2e-10   36.8   0.0   3   3    0.0017     0.059   10.9   0.0   224   270   178   226   168   227 0.71 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 56099at50557         -            397   9.4e-10   36.6   0.0   1   3     0.027      0.91    7.0   0.0   208   275    44   112    35   127 0.82 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 56099at50557         -            397   9.4e-10   36.6   0.0   2   3   5.1e-06   0.00017   19.2   0.0    62    97   143   178   141   194 0.92 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 56099at50557         -            397   9.4e-10   36.6   0.0   3   3     0.039       1.3    6.4   0.0   284   316   196   228   184   232 0.80 -
22030at50557_7536_0:0040ec|STRG.21442.1:813-1154|+     -            114 56099at50557         -            397   1.1e-09   36.3   0.0   1   1   3.8e-11   1.3e-09   36.1   0.0   216   312    12   113     3   114 0.85 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 56099at50557         -            397   1.3e-09   36.2   0.0   1   3     0.012      0.41    8.1   0.0   237   270    14    47     6    56 0.88 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 56099at50557         -            397   1.3e-09   36.2   0.0   2   3   0.00024    0.0083   13.7   0.0   143   314    43   225    41   239 0.70 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 56099at50557         -            397   1.3e-09   36.2   0.0   3   3   0.00086     0.029   11.9   0.0   290   322   246   278   235   296 0.89 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 56099at50557         -            397   1.9e-09   35.6   1.2   1   4     0.066       2.3    5.7   0.0   259   310    14    67    10    78 0.67 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 56099at50557         -            397   1.9e-09   35.6   1.2   2   4      0.81        28    2.1   0.0   284   315    85   116    75   123 0.87 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 56099at50557         -            397   1.9e-09   35.6   1.2   3   4     0.094       3.2    5.2   0.0    69    98   130   158   123   166 0.84 -
76755at50557_64793_0:0021c2|STRG.20869.1:0-959|+       -            320 56099at50557         -            397   1.9e-09   35.6   1.2   4   4     1e-05   0.00035   18.2   0.1   248   316   223   295   170   316 0.83 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+    -            300 56099at50557         -            397   2.9e-09   35.0   0.1   1   3         2        68    0.8   0.0   287   313     6    32     1    52 0.64 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+    -            300 56099at50557         -            397   2.9e-09   35.0   0.1   2   3   6.8e-09   2.3e-07   28.7   0.1   139   311    67   252    18   257 0.76 -
40115at50557_116153_0:000cbb|STRG.9768.1:168-1067|+    -            300 56099at50557         -            397   2.9e-09   35.0   0.1   3   3       3.8   1.3e+02   -0.1   0.0   238   270   267   299   261   300 0.75 -
80377at50557_108931_0:002353|STRG.19738.2:564-1088|+   -            175 56099at50557         -            397   3.2e-09   34.8   0.1   1   3   0.00083     0.028   12.0   0.1   286   316     2    32     1    38 0.85 -
80377at50557_108931_0:002353|STRG.19738.2:564-1088|+   -            175 56099at50557         -            397   3.2e-09   34.8   0.1   2   3   0.00047     0.016   12.8   0.0    63    97    39    74    34    77 0.89 -
80377at50557_108931_0:002353|STRG.19738.2:564-1088|+   -            175 56099at50557         -            397   3.2e-09   34.8   0.1   3   3     0.042       1.4    6.3   0.0   240   323    82   166    75   173 0.68 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 56099at50557         -            397     5e-09   34.2   0.0   1   3   2.4e-05   0.00083   17.0   0.0   237   324     4    93     1   109 0.80 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 56099at50557         -            397     5e-09   34.2   0.0   2   3    0.0031      0.11   10.1   0.0   209   270   153   215   148   273 0.58 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 56099at50557         -            397     5e-09   34.2   0.0   3   3      0.49        17    2.8   0.0   240   273   282   315   263   321 0.81 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 56099at50557         -            397   7.5e-09   33.6   0.1   1   3       1.1        39    1.6   0.0    80    97    76    93    57   100 0.65 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 56099at50557         -            397   7.5e-09   33.6   0.1   2   3    0.0017     0.057   11.0   0.0    58    97    97   135    92   142 0.90 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 56099at50557         -            397   7.5e-09   33.6   0.1   3   3   2.7e-05   0.00094   16.8   0.0   241   307   184   252   151   256 0.78 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+    -            238 56099at50557         -            397   7.9e-09   33.5   0.3   1   1   4.1e-10   1.4e-08   32.7   0.3   137   311    13   202     6   206 0.79 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 56099at50557         -            397   8.8e-09   33.4   0.5   1   3      0.48        16    2.9   0.0   223   272   524   574   476   595 0.83 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 56099at50557         -            397   8.8e-09   33.4   0.5   2   3   2.1e-05   0.00073   17.2   0.0   235   311   632   710   625   721 0.79 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 56099at50557         -            397   8.8e-09   33.4   0.5   3   3     0.011      0.36    8.3   0.0   289   315   826   852   782   895 0.79 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 56099at50557         -            397     9e-09   33.4   0.1   1   2     0.024      0.83    7.1   0.0    62    97   252   286   244   293 0.92 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 56099at50557         -            397     9e-09   33.4   0.1   2   2   4.5e-07   1.5e-05   22.7   0.0    80   272   322   517   302   533 0.68 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 56099at50557         -            397     9e-09   33.4   0.1   1   2     0.024      0.83    7.1   0.0    62    97   253   287   245   294 0.92 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 56099at50557         -            397     9e-09   33.4   0.1   2   2   4.5e-07   1.5e-05   22.7   0.0    80   272   323   518   303   534 0.68 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 56099at50557         -            397   9.9e-09   33.2   1.3   1   2     0.025      0.85    7.1   0.1   285   327    49    92    38    96 0.79 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 56099at50557         -            397   9.9e-09   33.2   1.3   2   2   6.5e-08   2.2e-06   25.5   0.2   167   305    95   239    84   244 0.82 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 56099at50557         -            397     1e-08   33.2   0.0   1   3   5.6e-05    0.0019   15.8   0.0   241   324     3    89     1   105 0.81 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 56099at50557         -            397     1e-08   33.2   0.0   2   3    0.0028     0.096   10.2   0.0   209   269   149   210   135   262 0.58 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 56099at50557         -            397     1e-08   33.2   0.0   3   3      0.46        16    2.9   0.0   240   274   278   312   262   319 0.81 -
22030at50557_77166_0:00007a|STRG.14529.1:348-842|+     -            165 56099at50557         -            397     1e-08   33.2   0.1   1   3      0.23         8    3.9   0.0   284   336     7    60     2    75 0.82 -
22030at50557_77166_0:00007a|STRG.14529.1:348-842|+     -            165 56099at50557         -            397     1e-08   33.2   0.1   2   3   5.7e-06    0.0002   19.1   0.0    57   101    82   125    45   129 0.84 -
22030at50557_77166_0:00007a|STRG.14529.1:348-842|+     -            165 56099at50557         -            397     1e-08   33.2   0.1   3   3     0.014      0.49    7.9   0.0    61    97   129   164   127   165 0.90 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   1   4       1.3        44    1.5   0.0    80    97    73    90    55    96 0.65 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   2   4    0.0017     0.058   10.9   0.0    59    97    95   132    91   140 0.90 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   3   4       1.6        54    1.2   0.0   232   268   130   167   129   180 0.73 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   4   4   6.4e-05    0.0022   15.6   0.0   242   307   182   249   159   253 0.85 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   1   4       1.3        44    1.5   0.0    80    97    73    90    55    96 0.65 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   2   4    0.0017     0.058   10.9   0.0    59    97    95   132    91   140 0.90 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   3   4       1.6        54    1.2   0.0   232   268   130   167   129   180 0.73 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   4   4   6.4e-05    0.0022   15.6   0.0   242   307   182   249   159   253 0.85 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   1   4       1.3        44    1.5   0.0    80    97    73    90    55    96 0.65 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   2   4    0.0017     0.058   10.9   0.0    59    97    95   132    91   140 0.90 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   3   4       1.6        54    1.2   0.0   232   268   130   167   129   180 0.73 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+     -            254 56099at50557         -            397   1.1e-08   33.1   0.1   4   4   6.4e-05    0.0022   15.6   0.0   242   307   182   249   159   253 0.85 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 56099at50557         -            397   1.1e-08   33.0   0.6   1   3       0.5        17    2.8   0.0   223   272   565   615   518   636 0.83 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 56099at50557         -            397   1.1e-08   33.0   0.6   2   3   2.4e-05   0.00082   17.0   0.0   235   311   673   751   670   762 0.78 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 56099at50557         -            397   1.1e-08   33.0   0.6   3   3     0.011      0.38    8.2   0.0   289   315   867   893   823   935 0.79 -
58729at50557_103372_0:00194e|STRG.1410.1:158-1806|+    -            524 56099at50557         -            397   2.4e-08   31.9   0.0   1   1   1.6e-09   5.6e-08   30.7   0.0   137   327   136   332    98   362 0.78 -
58729at50557_103372_0:00194e|STRG.1410.2:0-1571|+      -            524 56099at50557         -            397   2.4e-08   31.9   0.0   1   1   1.6e-09   5.6e-08   30.7   0.0   137   327   136   332    98   362 0.78 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 56099at50557         -            397   2.5e-08   31.9   0.6   1   4       1.2        41    1.5   0.0    63   100    40    77    35    94 0.84 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 56099at50557         -            397   2.5e-08   31.9   0.6   2   4       3.1   1.1e+02    0.2   0.0    64    96    84   115    76   135 0.74 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 56099at50557         -            397   2.5e-08   31.9   0.6   3   4   1.4e-06   4.9e-05   21.0   0.0   233   315   157   242   139   250 0.88 -
43553at50557_103372_0:0013d1|STRG.16625.1:0-1127|+     -            376 56099at50557         -            397   2.5e-08   31.9   0.6   4   4      0.19       6.5    4.2   0.0    61    96   248   281   243   293 0.54 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 56099at50557         -            397   2.5e-08   31.9   2.6   1   4   2.4e-06   8.2e-05   20.3   0.3    15   130    10   140     3   150 0.72 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 56099at50557         -            397   2.5e-08   31.9   2.6   2   4      0.97        33    1.8   0.0    61    95   150   183   146   191 0.70 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 56099at50557         -            397   2.5e-08   31.9   2.6   3   4     0.078       2.7    5.5   0.0    60    97   191   227   186   235 0.85 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 56099at50557         -            397   2.5e-08   31.9   2.6   4   4       3.5   1.2e+02    0.0   0.0    60    98   233   270   229   278 0.83 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+  -            253 56099at50557         -            397   2.6e-08   31.8   0.1   1   3       1.4        50    1.3   0.0    80    97    72    89    59    95 0.62 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+  -            253 56099at50557         -            397   2.6e-08   31.8   0.1   2   3    0.0018     0.061   10.9   0.0    59    97    94   131    90   137 0.90 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+  -            253 56099at50557         -            397   2.6e-08   31.8   0.1   3   3   5.7e-05    0.0019   15.8   0.0   242   307   181   248   148   252 0.83 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+  -            253 56099at50557         -            397   2.6e-08   31.8   0.1   1   3       1.4        50    1.3   0.0    80    97    72    89    59    95 0.62 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+  -            253 56099at50557         -            397   2.6e-08   31.8   0.1   2   3    0.0018     0.061   10.9   0.0    59    97    94   131    90   137 0.90 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+  -            253 56099at50557         -            397   2.6e-08   31.8   0.1   3   3   5.7e-05    0.0019   15.8   0.0   242   307   181   248   148   252 0.83 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 56099at50557         -            397   2.6e-08   31.8   0.1   1   3       1.4        50    1.3   0.0    80    97    72    89    59    95 0.62 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 56099at50557         -            397   2.6e-08   31.8   0.1   2   3    0.0018     0.061   10.9   0.0    59    97    94   131    90   137 0.90 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 56099at50557         -            397   2.6e-08   31.8   0.1   3   3   5.7e-05    0.0019   15.8   0.0   242   307   181   248   148   252 0.83 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 56099at50557         -            397   2.6e-08   31.8   2.6   1   4   2.4e-06   8.2e-05   20.3   0.3    15   130    22   152    14   162 0.73 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 56099at50557         -            397   2.6e-08   31.8   2.6   2   4      0.99        34    1.8   0.0    61    95   162   195   158   203 0.70 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 56099at50557         -            397   2.6e-08   31.8   2.6   3   4     0.089         3    5.3   0.0    60    97   203   239   200   246 0.85 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 56099at50557         -            397   2.6e-08   31.8   2.6   4   4       3.6   1.2e+02   -0.0   0.0    60    98   245   282   241   290 0.83 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 56099at50557         -            397   2.8e-08   31.7   2.5   1   4     2e-06   6.8e-05   20.6   0.4    15   131    10   141     3   159 0.73 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 56099at50557         -            397   2.8e-08   31.7   2.5   2   4       1.3        45    1.4   0.0    61    95   150   183   146   187 0.82 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 56099at50557         -            397   2.8e-08   31.7   2.5   3   4     0.085       2.9    5.3   0.0    60    97   191   227   186   234 0.85 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 56099at50557         -            397   2.8e-08   31.7   2.5   4   4       3.7   1.3e+02   -0.0   0.0    60    98   233   270   229   278 0.83 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 56099at50557         -            397   2.8e-08   31.7   2.6   1   4   2.5e-06   8.5e-05   20.3   0.3    15   130    10   140     3   150 0.72 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 56099at50557         -            397   2.8e-08   31.7   2.6   2   4         1        34    1.8   0.0    61    95   150   183   146   191 0.70 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 56099at50557         -            397   2.8e-08   31.7   2.6   3   4      0.08       2.7    5.4   0.0    60    97   191   227   186   235 0.85 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 56099at50557         -            397   2.8e-08   31.7   2.6   4   4       3.6   1.2e+02   -0.0   0.0    60    98   233   270   229   278 0.83 -
69548at50557_378494_0:000ec9|STRG.13704.1:101-673|-    -            125 56099at50557         -            397   3.1e-08   31.6   2.1   1   2    0.0046      0.16    9.5   0.1    61    96     5    38     3    49 0.85 -
69548at50557_378494_0:000ec9|STRG.13704.1:101-673|-    -            125 56099at50557         -            397   3.1e-08   31.6   2.1   2   2   7.1e-07   2.4e-05   22.1   0.2   247   312    53   124    44   125 0.81 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 56099at50557         -            397   3.2e-08   31.5   2.5   1   4   2.6e-06     9e-05   20.2   0.3    15   130    10   140     3   150 0.72 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 56099at50557         -            397   3.2e-08   31.5   2.5   2   4         1        36    1.7   0.0    61    95   150   183   146   191 0.70 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 56099at50557         -            397   3.2e-08   31.5   2.5   3   4     0.091       3.1    5.2   0.0    60    97   191   227   185   233 0.85 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 56099at50557         -            397   3.2e-08   31.5   2.5   4   4       3.8   1.3e+02   -0.1   0.0    60    98   233   270   229   278 0.83 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 56099at50557         -            397   3.2e-08   31.5   0.6   1   4       1.9        65    0.9   0.0    63    98    82   117    73   125 0.88 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 56099at50557         -            397   3.2e-08   31.5   0.6   2   4       3.1   1.1e+02    0.2   0.0    64    97   126   158   120   190 0.76 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 56099at50557         -            397   3.2e-08   31.5   0.6   3   4   1.8e-06   6.2e-05   20.7   0.0   233   315   199   284   181   290 0.88 -
43553at50557_103372_0:0013d1|STRG.16625.2:2-1177|+     -            392 56099at50557         -            397   3.2e-08   31.5   0.6   4   4      0.22       7.4    4.0   0.0    61    96   290   323   286   335 0.54 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+     -            180 56099at50557         -            397   3.6e-08   31.4   0.0   1   2       2.9        98    0.3   0.0    81    97    26    42    20    50 0.77 -
78072at50557_39758_0:003b38|STRG.9545.1:660-1199|+     -            180 56099at50557         -            397   3.6e-08   31.4   0.0   2   2   8.3e-09   2.8e-07   28.4   0.0   168   266    66   178    57   180 0.77 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+     -            180 56099at50557         -            397   3.6e-08   31.4   0.0   1   2       2.9        98    0.3   0.0    81    97    26    42    20    50 0.77 -
78072at50557_39758_0:003b38|STRG.9545.2:926-1465|+     -            180 56099at50557         -            397   3.6e-08   31.4   0.0   2   2   8.3e-09   2.8e-07   28.4   0.0   168   266    66   178    57   180 0.77 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 56099at50557         -            397   5.1e-08   30.9   0.4   1   4     0.052       1.8    6.1   0.0   245   311     4    75     1    80 0.66 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 56099at50557         -            397   5.1e-08   30.9   0.4   2   4     0.039       1.3    6.4   0.0    65    97    88   119    81   128 0.61 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 56099at50557         -            397   5.1e-08   30.9   0.4   3   4     0.016      0.56    7.7   0.0   250   313   137   202   116   225 0.75 -
80377at50557_77166_0:002f29|STRG.17350.1:651-1520|+    -            290 56099at50557         -            397   5.1e-08   30.9   0.4   4   4      0.08       2.7    5.4   0.0   252   312   226   289   213   290 0.73 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 56099at50557         -            397   6.2e-08   30.6   0.1   1   3         1        35    1.8   0.0    80    97    68    85    47    92 0.66 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 56099at50557         -            397   6.2e-08   30.6   0.1   2   3    0.0017     0.059   10.9   0.0    59    97    90   127    86   132 0.90 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 56099at50557         -            397   6.2e-08   30.6   0.1   3   3   0.00014    0.0047   14.5   0.0   242   303   177   240   143   242 0.84 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+     -            210 56099at50557         -            397   6.9e-08   30.4   0.1   1   2     0.023      0.79    7.2   0.0    65   100    13    48     8    55 0.90 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+     -            210 56099at50557         -            397   6.9e-08   30.4   0.1   2   2   1.9e-08   6.4e-07   27.3   0.0   168   311    20   174    18   179 0.81 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 56099at50557         -            397   8.3e-08   30.2   0.2   1   3      0.12       4.1    4.8   0.0    59    98     3    40     1    46 0.85 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 56099at50557         -            397   8.3e-08   30.2   0.2   2   3   2.8e-05   0.00094   16.8   0.1    59   128    59   143    55   160 0.70 -
78072at50557_123851_0:000487|STRG.23957.1:180-1043|+   -            288 56099at50557         -            397   8.3e-08   30.2   0.2   3   3       1.4        48    1.3   0.0   235   267   251   283   231   287 0.85 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   1   5      0.17       5.9    4.3   0.1    65   315   141   174   136   183 0.59 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   2   5       5.7   1.9e+02   -0.7   0.0   283   310   191   219   186   234 0.74 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   3   5     0.037       1.3    6.5   0.1    59    97   227   264   224   271 0.81 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   4   5   2.4e-05   0.00081   17.0   0.0   221   311   251   346   246   357 0.75 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   5   5       4.1   1.4e+02   -0.2   0.0    80    96   382   398   371   411 0.77 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   1   5      0.17       5.9    4.3   0.1    65   315   141   174   136   183 0.59 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   2   5       5.7   1.9e+02   -0.7   0.0   283   310   191   219   186   234 0.74 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   3   5     0.037       1.3    6.5   0.1    59    97   227   264   224   271 0.81 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   4   5   2.4e-05   0.00081   17.0   0.0   221   311   251   346   246   357 0.75 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 56099at50557         -            397   1.1e-07   29.8   2.1   5   5       4.1   1.4e+02   -0.2   0.0    80    96   382   398   371   411 0.77 -
78072at50557_121225_0:00011e|STRG.15746.1:398-1087|+   -            230 56099at50557         -            397   1.3e-07   29.5   0.0   1   1     1e-08   3.6e-07   28.1   0.0   120   196   111   187    67   226 0.79 -
78072at50557_121225_0:00011e|STRG.15746.2:400-1074|+   -            225 56099at50557         -            397   1.4e-07   29.5   0.0   1   1   9.8e-09   3.4e-07   28.2   0.0   120   196   106   182    62   221 0.79 -
66691at50557_456900_0:002b0f|STRG.19245.1:369-1466|+   -            366 56099at50557         -            397   1.5e-07   29.4   0.5   1   3    0.0026     0.087   10.3   0.0   238   299    47   115    16   126 0.78 -
66691at50557_456900_0:002b0f|STRG.19245.1:369-1466|+   -            366 56099at50557         -            397   1.5e-07   29.4   0.5   2   3      0.02      0.67    7.4   0.0   245   270   145   170   135   178 0.80 -
