#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
69548at50557_378494_0:000ec9|STRG.13704.1:101-673|-    -            125 69548at50557         -            348   6.2e-56  188.8   2.7   1   1   2.2e-57   6.9e-56  188.7   2.7   188   306     1   125     1   125 0.98 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 69548at50557         -            348     8e-12   43.7   3.8   1   3     0.011      0.35    8.7   0.0   205   282     4    80     2    84 0.84 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 69548at50557         -            348     8e-12   43.7   3.8   2   3   2.2e-09   7.1e-08   30.8   2.4   155   258    67   184    64   188 0.74 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+    -            514 69548at50557         -            348     8e-12   43.7   3.8   3   3      0.65        20    2.9   0.0   114   222   362   479   351   498 0.50 -
22030at50557_77166_0:00007a|STRG.14529.1:348-842|+     -            165 69548at50557         -            348   1.1e-11   43.3   0.2   1   1   4.2e-13   1.3e-11   43.0   0.2   204   342    19   158     5   163 0.75 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 69548at50557         -            348   1.2e-11   43.2   2.5   1   2   4.9e-10   1.5e-08   32.9   0.4   235   340   644   748   636   755 0.84 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 69548at50557         -            348   1.2e-11   43.2   2.5   2   2     0.015      0.48    8.3   0.0   245   307   790   851   784   863 0.79 -
57752at50557_219809_0:0011a2|STRG.21207.2:108-851|+    -            248 69548at50557         -            348   1.4e-11   42.9   0.1   1   2   4.9e-07   1.5e-05   23.1   0.0   249   313     2    62     1    86 0.85 -
57752at50557_219809_0:0011a2|STRG.21207.2:108-851|+    -            248 69548at50557         -            348   1.4e-11   42.9   0.1   2   2   1.9e-05   0.00059   17.9   0.0   208   337   107   234    87   244 0.79 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 69548at50557         -            348   1.6e-11   42.8   4.5   1   3   0.00013    0.0041   15.1   1.9   276   345    48   118    10   121 0.76 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 69548at50557         -            348   1.6e-11   42.8   4.5   2   3     0.003     0.095   10.6   0.1   269   307    84   122    79   143 0.86 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+     -            244 69548at50557         -            348   1.6e-11   42.8   4.5   3   3   2.3e-10   7.2e-09   34.0   0.1   205   345   105   244   101   244 0.81 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 69548at50557         -            348   1.6e-11   42.8   2.7   1   3    0.0022     0.069   11.1   0.2   313   346   676   709   661   712 0.72 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 69548at50557         -            348   1.6e-11   42.8   2.7   2   3   5.1e-10   1.6e-08   32.9   0.4   235   340   685   789   677   796 0.84 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 69548at50557         -            348   1.6e-11   42.8   2.7   3   3     0.016      0.51    8.2   0.0   245   307   831   892   825   904 0.79 -
65618at50557_535359_0:00103e|STRG.17662.1:2-2998|+     -            853 69548at50557         -            348   2.8e-11   41.9   2.5   1   2   2.7e-08   8.6e-07   27.2   0.2   228   327   438   537   431   544 0.75 -
65618at50557_535359_0:00103e|STRG.17662.1:2-2998|+     -            853 69548at50557         -            348   2.8e-11   41.9   2.5   2   2   0.00019    0.0059   14.6   0.1    68   170   520   632   520   715 0.73 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 69548at50557         -            348   3.6e-11   41.6   0.5   1   3   4.2e-09   1.3e-07   29.8   0.1   206   310    36   141    32   156 0.83 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 69548at50557         -            348   3.6e-11   41.6   0.5   2   3       1.5        47    1.7   0.0   289   332   160   202   150   210 0.76 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+      -            315 69548at50557         -            348   3.6e-11   41.6   0.5   3   3     0.088       2.8    5.8   0.0    90   127   251   290   249   314 0.69 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+     -            354 69548at50557         -            348   4.1e-11   41.4   2.0   1   2   5.9e-05    0.0019   16.2   0.1   245   337    48   146    27   151 0.78 -
42371at50557_34720_0:000328|STRG.5876.3:104-1165|+     -            354 69548at50557         -            348   4.1e-11   41.4   2.0   2   2   1.9e-07     6e-06   24.4   0.3   252   345   228   322   179   345 0.48 -
74508at50557_7394_0:0023c7|STRG.14008.1:272-1252|+     -            327 69548at50557         -            348   4.2e-11   41.4   0.8   1   2   2.4e-08   7.7e-07   27.4   0.2   236   329    37   127    30   130 0.91 -
74508at50557_7394_0:0023c7|STRG.14008.1:272-1252|+     -            327 69548at50557         -            348   4.2e-11   41.4   0.8   2   2   5.4e-05    0.0017   16.3   0.2   271   312   113   155   106   186 0.75 -
74508at50557_7394_0:0023c7|STRG.14008.3:0-980|+        -            327 69548at50557         -            348   4.2e-11   41.4   0.8   1   2   2.4e-08   7.7e-07   27.4   0.2   236   329    37   127    30   130 0.91 -
74508at50557_7394_0:0023c7|STRG.14008.3:0-980|+        -            327 69548at50557         -            348   4.2e-11   41.4   0.8   2   2   5.4e-05    0.0017   16.3   0.2   271   312   113   155   106   186 0.75 -
48053at50557_1629725_0:001d98|STRG.10359.1:697-1386|+  -            230 69548at50557         -            348   4.6e-11   41.2   2.9   1   3     0.037       1.2    7.0   0.6   149   210    27    88     4    92 0.72 -
48053at50557_1629725_0:001d98|STRG.10359.1:697-1386|+  -            230 69548at50557         -            348   4.6e-11   41.2   2.9   2   3   0.00071     0.022   12.7   0.1   243   323    46   127    43   131 0.68 -
48053at50557_1629725_0:001d98|STRG.10359.1:697-1386|+  -            230 69548at50557         -            348   4.6e-11   41.2   2.9   3   3     4e-10   1.3e-08   33.2   0.1   171   283    95   214    91   230 0.83 -
74508at50557_7394_0:0023c7|STRG.12630.1:259-1134|+     -            292 69548at50557         -            348   5.8e-11   40.9   0.1   1   2   1.3e-10   4.1e-09   34.8   0.0   202   311    21   126     6   160 0.82 -
74508at50557_7394_0:0023c7|STRG.12630.1:259-1134|+     -            292 69548at50557         -            348   5.8e-11   40.9   0.1   2   2      0.41        13    3.6   0.0   135   186   210   259   192   285 0.63 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+  -            253 69548at50557         -            348   7.2e-11   40.6   0.4   1   2   1.2e-06   3.9e-05   21.7   0.0   214   309    38   134    27   170 0.80 -
80377at50557_319348_0:0016a3|STRG.11953.1:1691-2449|+  -            253 69548at50557         -            348   7.2e-11   40.6   0.4   2   2     4e-05    0.0013   16.8   0.2   271   345   179   251   171   253 0.81 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+  -            253 69548at50557         -            348   7.2e-11   40.6   0.4   1   2   1.2e-06   3.9e-05   21.7   0.0   214   309    38   134    27   170 0.80 -
80377at50557_319348_0:0016a3|STRG.11953.2:1434-2192|+  -            253 69548at50557         -            348   7.2e-11   40.6   0.4   2   2     4e-05    0.0013   16.8   0.2   271   345   179   251   171   253 0.81 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 69548at50557         -            348   7.2e-11   40.6   0.4   1   2   1.2e-06   3.9e-05   21.7   0.0   214   309    38   134    27   170 0.80 -
80377at50557_319348_0:0016a3|STRG.11953.3:1688-2446|+  -            253 69548at50557         -            348   7.2e-11   40.6   0.4   2   2     4e-05    0.0013   16.8   0.2   271   345   179   251   171   253 0.81 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+   -            267 69548at50557         -            348   7.4e-11   40.6   3.3   1   3      0.04       1.3    6.9   0.8   149   210    64   125    36   131 0.71 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+   -            267 69548at50557         -            348   7.4e-11   40.6   3.3   2   3   0.00085     0.027   12.4   0.1   243   323    83   164    79   169 0.68 -
78072at50557_139723_0:002bcb|STRG.10359.2:582-1382|+   -            267 69548at50557         -            348   7.4e-11   40.6   3.3   3   3   6.1e-10   1.9e-08   32.6   0.1   171   283   132   251   129   267 0.83 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 69548at50557         -            348   8.7e-11   40.3   0.1   1   2       3.5   1.1e+02    0.5   0.0   205   222    19    36     7    52 0.69 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+   -            238 69548at50557         -            348   8.7e-11   40.3   0.1   2   2   4.3e-11   1.4e-09   36.4   0.0   192   345    60   225    51   228 0.75 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 69548at50557         -            348   9.1e-11   40.3   0.4   1   2   1.3e-06   4.1e-05   21.7   0.0   214   309    42   138    32   176 0.79 -
80377at50557_39758_0:001a6c|STRG.11948.1:950-1720|+    -            257 69548at50557         -            348   9.1e-11   40.3   0.4   2   2   4.2e-05    0.0013   16.7   0.2   272   346   184   256   175   257 0.81 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 69548at50557         -            348   9.4e-11   40.2   0.2   1   4      0.58        18    3.1   0.0   231   297    38   106    32   159 0.67 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 69548at50557         -            348   9.4e-11   40.2   0.2   2   4     8e-09   2.5e-07   28.9   0.0   240   346   138   247   126   249 0.85 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 69548at50557         -            348   9.4e-11   40.2   0.2   3   4    0.0019      0.06   11.3   0.0   187   227   209   255   204   267 0.77 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 69548at50557         -            348   9.4e-11   40.2   0.2   4   4         1        33    2.3   0.0   108   130   336   358   312   368 0.57 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 69548at50557         -            348   9.4e-11   40.2   0.2   1   4      0.58        18    3.1   0.0   231   297    38   106    32   159 0.67 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 69548at50557         -            348   9.4e-11   40.2   0.2   2   4     8e-09   2.5e-07   28.9   0.0   240   346   138   247   126   249 0.85 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 69548at50557         -            348   9.4e-11   40.2   0.2   3   4    0.0019      0.06   11.3   0.0   187   227   209   255   204   267 0.77 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 69548at50557         -            348   9.4e-11   40.2   0.2   4   4         1        33    2.3   0.0   108   130   336   358   312   368 0.57 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 69548at50557         -            348   9.4e-11   40.2   2.2   1   3    0.0052      0.16    9.8   0.2   177   321    79   186    45   222 0.58 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 69548at50557         -            348   9.4e-11   40.2   2.2   2   3     0.034       1.1    7.1   0.0    94   161   243   316   238   355 0.47 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 69548at50557         -            348   9.4e-11   40.2   2.2   3   3     6e-06   0.00019   19.5   0.8   117   225   476   599   466   633 0.72 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+     -            254 69548at50557         -            348   9.9e-11   40.2   0.5   1   2   1.2e-06   3.7e-05   21.8   0.0   214   309    39   135    28   172 0.80 -
80377at50557_39758_0:001a6c|STRG.1371.1:753-1514|+     -            254 69548at50557         -            348   9.9e-11   40.2   0.5   2   2   5.3e-05    0.0017   16.4   0.2   272   346   181   253   172   254 0.80 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+     -            254 69548at50557         -            348   9.9e-11   40.2   0.5   1   2   1.2e-06   3.7e-05   21.8   0.0   214   309    39   135    28   172 0.80 -
80377at50557_39758_0:001a6c|STRG.1371.2:534-1295|+     -            254 69548at50557         -            348   9.9e-11   40.2   0.5   2   2   5.3e-05    0.0017   16.4   0.2   272   346   181   253   172   254 0.80 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+     -            254 69548at50557         -            348   9.9e-11   40.2   0.5   1   2   1.2e-06   3.7e-05   21.8   0.0   214   309    39   135    28   172 0.80 -
80377at50557_39758_0:001a6c|STRG.1371.3:561-1322|+     -            254 69548at50557         -            348   9.9e-11   40.2   0.5   2   2   5.3e-05    0.0017   16.4   0.2   272   346   181   253   172   254 0.80 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 69548at50557         -            348   2.4e-10   38.9   0.0   1   3   5.4e-09   1.7e-07   29.5   0.0   240   346    61   170    52   172 0.85 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 69548at50557         -            348   2.4e-10   38.9   0.0   2   3    0.0014     0.043   11.7   0.0   187   227   132   178   127   190 0.77 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 69548at50557         -            348   2.4e-10   38.9   0.0   3   3      0.38        12    3.7   0.0   253   297   250   291   232   294 0.55 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 69548at50557         -            348   2.6e-10   38.8   1.9   1   2   0.00015    0.0048   14.9   0.1   245   337   302   400   283   405 0.78 -
42371at50557_520822_0:00190c|STRG.5876.1:509-2332|+    -            608 69548at50557         -            348   2.6e-10   38.8   1.9   2   2   5.1e-07   1.6e-05   23.0   0.3   215   345   485   576   433   599 0.48 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 69548at50557         -            348   2.7e-10   38.7   1.9   1   2   0.00015    0.0048   14.9   0.1   245   337   301   399   282   404 0.78 -
42371at50557_520822_0:00190c|STRG.5876.2:509-2329|+    -            607 69548at50557         -            348   2.7e-10   38.7   1.9   2   2   5.1e-07   1.6e-05   23.0   0.3   215   345   484   575   432   598 0.48 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 69548at50557         -            348   3.2e-10   38.5  14.4   1   5   0.00018    0.0056   14.6   0.0   252   308    26    86    17   107 0.82 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 69548at50557         -            348   3.2e-10   38.5  14.4   2   5   0.00099     0.031   12.2   0.0   249   306   173   238   114   250 0.59 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 69548at50557         -            348   3.2e-10   38.5  14.4   3   5     0.083       2.6    5.9   0.2   265   305   267   311   253   321 0.74 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 69548at50557         -            348   3.2e-10   38.5  14.4   4   5       3.9   1.2e+02    0.4   0.0   244   301   391   451   381   460 0.50 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+       -            766 69548at50557         -            348   3.2e-10   38.5  14.4   5   5     0.013       0.4    8.5   1.6   214   307   562   660   538   683 0.64 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+      -            285 69548at50557         -            348   3.5e-10   38.4   0.5   1   2   9.1e-09   2.9e-07   28.8   0.5   154   295     6   155     2   162 0.82 -
80377at50557_568069_0:004eea|STRG.6000.1:60-914|+      -            285 69548at50557         -            348   3.5e-10   38.4   0.5   2   2     0.036       1.1    7.1   0.0   151   241   167   269   160   282 0.59 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 69548at50557         -            348   4.7e-10   37.9   3.3   1   3     0.044       1.4    6.8   0.0   271   346     7    97     4    99 0.67 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 69548at50557         -            348   4.7e-10   37.9   3.3   2   3     1e-05   0.00032   18.8   0.1    93   147    84   146    59   158 0.62 -
80377at50557_37344_0:0017d3|STRG.9262.1:1313-2272|+    -            320 69548at50557         -            348   4.7e-10   37.9   3.3   3   3   8.5e-05    0.0027   15.7   0.1   278   345   175   242   166   283 0.58 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 69548at50557         -            348   4.7e-10   37.9   3.3   1   3     0.044       1.4    6.8   0.0   271   346     7    97     4    99 0.67 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 69548at50557         -            348   4.7e-10   37.9   3.3   2   3     1e-05   0.00032   18.8   0.1    93   147    84   146    59   158 0.62 -
80377at50557_37344_0:0017d3|STRG.9262.2:878-1837|+     -            320 69548at50557         -            348   4.7e-10   37.9   3.3   3   3   8.5e-05    0.0027   15.7   0.1   278   345   175   242   166   283 0.58 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 69548at50557         -            348   4.7e-10   37.9   3.3   1   3     0.044       1.4    6.8   0.0   271   346     7    97     4    99 0.67 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 69548at50557         -            348   4.7e-10   37.9   3.3   2   3     1e-05   0.00032   18.8   0.1    93   147    84   146    59   158 0.62 -
80377at50557_37344_0:0017d3|STRG.9262.3:878-1837|+     -            320 69548at50557         -            348   4.7e-10   37.9   3.3   3   3   8.5e-05    0.0027   15.7   0.1   278   345   175   242   166   283 0.58 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 69548at50557         -            348   4.7e-10   37.9   3.3   1   3     0.044       1.4    6.8   0.0   271   346     7    97     4    99 0.67 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 69548at50557         -            348   4.7e-10   37.9   3.3   2   3     1e-05   0.00032   18.8   0.1    93   147    84   146    59   158 0.62 -
80377at50557_37344_0:0017d3|STRG.9262.4:878-1837|+     -            320 69548at50557         -            348   4.7e-10   37.9   3.3   3   3   8.5e-05    0.0027   15.7   0.1   278   345   175   242   166   283 0.58 -
77772at50557_1041015_0:0039a4|STRG.12630.2:265-741|+   -            159 69548at50557         -            348   5.8e-10   37.6   0.0   1   1   2.3e-11   7.2e-10   37.3   0.0   202   333    19   144     5   158 0.82 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 69548at50557         -            348     8e-10   37.2   0.3   1   2   1.1e-06   3.4e-05   21.9   0.0   214   309    34   130    24   168 0.79 -
80377at50557_441921_0:001bfd|STRG.11953.4:1676-2401|+  -            242 69548at50557         -            348     8e-10   37.2   0.3   2   2   0.00041     0.013   13.4   0.2   271   339   175   241   164   242 0.80 -
22030at50557_7536_0:0040ec|STRG.21442.1:813-1154|+     -            114 69548at50557         -            348   8.8e-10   37.0   0.0   1   1   3.1e-11   9.8e-10   36.9   0.0   245   347    14   113     5   114 0.87 -
57752at50557_680683_0:00261f|STRG.20906.2:2029-2904|+  -            292 69548at50557         -            348   9.9e-10   36.9   0.1   1   2   2.4e-05   0.00075   17.5   0.0   266   308    49    90    43    94 0.87 -
57752at50557_680683_0:00261f|STRG.20906.2:2029-2904|+  -            292 69548at50557         -            348   9.9e-10   36.9   0.1   2   2   3.8e-05    0.0012   16.9   0.0   189   346    99   263    93   265 0.79 -
57752at50557_680683_0:00261f|STRG.20906.3:1995-2870|+  -            292 69548at50557         -            348   9.9e-10   36.9   0.1   1   2   2.4e-05   0.00075   17.5   0.0   266   308    49    90    43    94 0.87 -
57752at50557_680683_0:00261f|STRG.20906.3:1995-2870|+  -            292 69548at50557         -            348   9.9e-10   36.9   0.1   2   2   3.8e-05    0.0012   16.9   0.0   189   346    99   263    93   265 0.79 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 69548at50557         -            348   1.4e-09   36.4  15.8   1   5   0.00017    0.0053   14.7   0.0   252   308    38    98    27   118 0.82 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 69548at50557         -            348   1.4e-09   36.4  15.8   2   5    0.0022     0.069   11.1   0.0   269   306   175   214   142   225 0.72 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 69548at50557         -            348   1.4e-09   36.4  15.8   3   5      0.08       2.5    5.9   0.2   265   305   243   287   229   297 0.74 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 69548at50557         -            348   1.4e-09   36.4  15.8   4   5       2.2        69    1.2   0.1   244   265   367   388   321   441 0.54 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+      -            742 69548at50557         -            348   1.4e-09   36.4  15.8   5   5     0.012      0.39    8.6   1.6   214   307   538   636   514   659 0.64 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 69548at50557         -            348   2.3e-09   35.6   4.4   1   2   3.4e-08   1.1e-06   26.9   1.1   194   346   139   304   122   306 0.73 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 69548at50557         -            348   2.3e-09   35.6   4.4   2   2      0.11       3.5    5.5   0.1   170   220   332   398   314   403 0.60 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 69548at50557         -            348   2.3e-09   35.6   4.4   1   2   3.4e-08   1.1e-06   26.9   1.1   194   346   139   304   122   306 0.73 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 69548at50557         -            348   2.3e-09   35.6   4.4   2   2      0.11       3.5    5.5   0.1   170   220   332   398   314   403 0.60 -
78072at50557_39758_0:003b38|STRG.7441.1:540-1370|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   1   4     0.075       2.4    6.0   0.0    91   150    11    81     7    89 0.61 -
78072at50557_39758_0:003b38|STRG.7441.1:540-1370|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   2   4      0.14       4.5    5.1   1.5   246   317    63   133    55   162 0.55 -
78072at50557_39758_0:003b38|STRG.7441.1:540-1370|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   3   4   1.6e-06   5.1e-05   21.4   0.0   289   343   152   210   135   215 0.74 -
78072at50557_39758_0:003b38|STRG.7441.1:540-1370|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   4   4      0.23       7.3    4.4   0.0   245   300   199   256   196   262 0.78 -
78072at50557_39758_0:003b38|STRG.7441.2:540-1370|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   1   4     0.075       2.4    6.0   0.0    91   150    11    81     7    89 0.61 -
78072at50557_39758_0:003b38|STRG.7441.2:540-1370|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   2   4      0.14       4.5    5.1   1.5   246   317    63   133    55   162 0.55 -
78072at50557_39758_0:003b38|STRG.7441.2:540-1370|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   3   4   1.6e-06   5.1e-05   21.4   0.0   289   343   152   210   135   215 0.74 -
78072at50557_39758_0:003b38|STRG.7441.2:540-1370|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   4   4      0.23       7.3    4.4   0.0   245   300   199   256   196   262 0.78 -
78072at50557_39758_0:003b38|STRG.7441.4:216-1046|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   1   4     0.075       2.4    6.0   0.0    91   150    11    81     7    89 0.61 -
78072at50557_39758_0:003b38|STRG.7441.4:216-1046|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   2   4      0.14       4.5    5.1   1.5   246   317    63   133    55   162 0.55 -
78072at50557_39758_0:003b38|STRG.7441.4:216-1046|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   3   4   1.6e-06   5.1e-05   21.4   0.0   289   343   152   210   135   215 0.74 -
78072at50557_39758_0:003b38|STRG.7441.4:216-1046|+     -            277 69548at50557         -            348   2.6e-09   35.5   1.4   4   4      0.23       7.3    4.4   0.0   245   300   199   256   196   262 0.78 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+    -            117 69548at50557         -            348   3.8e-09   34.9   0.4   1   1   3.9e-10   1.2e-08   33.3   0.4   242   345    16   117     9   117 0.62 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+    -            226 69548at50557         -            348     4e-09   34.9   0.3   1   2   1.7e-09   5.4e-08   31.1   0.1   206   310    57   162    39   173 0.84 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+    -            226 69548at50557         -            348     4e-09   34.9   0.3   2   2       1.5        48    1.7   0.0   289   329   181   220   173   224 0.74 -
80377at50557_88501_0:0004ba|STRG.9463.1:574-1395|+     -            274 69548at50557         -            348   4.1e-09   34.8   2.6   1   2   9.3e-07   2.9e-05   22.2   1.1   243   334    19   113     8   116 0.78 -
80377at50557_88501_0:0004ba|STRG.9463.1:574-1395|+     -            274 69548at50557         -            348   4.1e-09   34.8   2.6   2   2    0.0014     0.046   11.7   0.0   245   315   112   184   108   219 0.64 -
80377at50557_88501_0:0004ba|STRG.9463.3:332-1153|+     -            274 69548at50557         -            348   4.1e-09   34.8   2.6   1   2   9.3e-07   2.9e-05   22.2   1.1   243   334    19   113     8   116 0.78 -
80377at50557_88501_0:0004ba|STRG.9463.3:332-1153|+     -            274 69548at50557         -            348   4.1e-09   34.8   2.6   2   2    0.0014     0.046   11.7   0.0   245   315   112   184   108   219 0.64 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+   -            258 69548at50557         -            348   5.9e-09   34.3   1.1   1   2   1.5e-07   4.6e-06   24.8   0.1   271   346    23    97     3    99 0.82 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+   -            258 69548at50557         -            348   5.9e-09   34.3   1.1   2   2     0.036       1.1    7.1   0.1   170   221   125   192   110   203 0.62 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+     -            195 69548at50557         -            348   6.3e-09   34.2   0.0   1   2     1e-07   3.2e-06   25.3   0.0   270   345    13    90     7    93 0.89 -
80377at50557_7091_0:0009ff|STRG.14551.1:426-1010|+     -            195 69548at50557         -            348   6.3e-09   34.2   0.0   2   2     0.053       1.7    6.5   0.0   273   346   103   188    98   190 0.73 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+   -            258 69548at50557         -            348   9.5e-09   33.6   0.1   1   2    0.0031     0.097   10.6   0.0   275   345    32   101    16   104 0.72 -
33043at50557_38123_0:000f44|STRG.11460.1:1515-2288|+   -            258 69548at50557         -            348   9.5e-09   33.6   0.1   2   2   1.3e-08   4.2e-07   28.2   0.0   159   266    72   193    63   201 0.67 -
80377at50557_108931_0:002353|STRG.9463.1:2878-3498|+   -            207 69548at50557         -            348   1.5e-08   33.0   0.0   1   1   6.6e-10   2.1e-08   32.5   0.0   267   346    29   113     1   115 0.77 -
80377at50557_108931_0:002353|STRG.9463.2:2982-3602|+   -            207 69548at50557         -            348   1.5e-08   33.0   0.0   1   1   6.6e-10   2.1e-08   32.5   0.0   267   346    29   113     1   115 0.77 -
80377at50557_108931_0:002353|STRG.9463.3:2219-2839|+   -            207 69548at50557         -            348   1.5e-08   33.0   0.0   1   1   6.6e-10   2.1e-08   32.5   0.0   267   346    29   113     1   115 0.77 -
80377at50557_108931_0:002353|STRG.9463.4:1466-2086|+   -            207 69548at50557         -            348   1.5e-08   33.0   0.0   1   1   6.6e-10   2.1e-08   32.5   0.0   267   346    29   113     1   115 0.77 -
78072at50557_7091_0:000db0|STRG.9426.1:511-1098|+      -            196 69548at50557         -            348   2.7e-08   32.2   0.1   1   3     3e-08   9.4e-07   27.1   0.0   248   345    29   127    15   130 0.83 -
78072at50557_7091_0:000db0|STRG.9426.1:511-1098|+      -            196 69548at50557         -            348   2.7e-08   32.2   0.1   2   3    0.0093       0.3    9.0   0.0   205   230   114   139   110   144 0.85 -
78072at50557_7091_0:000db0|STRG.9426.1:511-1098|+      -            196 69548at50557         -            348   2.7e-08   32.2   0.1   3   3       5.6   1.8e+02   -0.1   0.1   118   341   169   191   160   196 0.41 -
