#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 83902at50557         -            211  2.4e-106  352.7  11.0   1   1  1.3e-107    1e-105  350.6  11.0     1   211    15   256    15   256 0.93 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 83902at50557         -            211   5.8e-05   21.5  12.9   2   3   0.00015     0.012   13.9   7.7    34   171    51   198    44   214 0.75 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 83902at50557         -            211   5.8e-05   21.5  12.9   3   3      0.27        22    3.2   0.4   126   184   205   263   196   279 0.82 -
109776at50557_609295_0:0019b5|STRG.5370.2:1632-2123|+  -            164 83902at50557         -            211   0.00029   19.2  14.7   1   1   2.4e-05    0.0019   16.5  14.7    34   175     9   156     3   161 0.80 -
109776at50557_7159_0:00072f|STRG.7524.1:1014-1490|+    -            159 83902at50557         -            211   0.00032   19.1  12.6   1   2   6.4e-05    0.0052   15.1   1.8    82   174     6   101     3   105 0.87 -
109776at50557_7159_0:00072f|STRG.7524.1:1014-1490|+    -            159 83902at50557         -            211   0.00032   19.1  12.6   2   2   3.9e-05    0.0032   15.8   3.5    90   179    39   130    30   143 0.79 -
102553at50557_38123_0:0035fb|STRG.21795.1:198-557|+    -            120 83902at50557         -            211   0.00066   18.0   0.3   1   1   2.1e-05    0.0017   16.7   0.3    33    87    27    80    12    85 0.87 -
102553at50557_7165_0:000b28|STRG.21795.2:300-677|+     -            126 83902at50557         -            211   0.00074   17.8   0.3   1   1   2.3e-05    0.0019   16.5   0.2    33    87    33    86    17    90 0.87 -
102553at50557_116153_0:00114a|STRG.21795.3:196-642|+   -            149 83902at50557         -            211    0.0011   17.3   0.3   1   1     4e-05    0.0032   15.8   0.3    33    87    56   109    46   114 0.87 -
58640at50557_121845_0:0034c8|STRG.16013.1:1488-3053|+  -            522 83902at50557         -            211    0.0034   15.7   0.0   1   1   8.1e-05    0.0065   14.8   0.0    93   176   419   508   411   515 0.86 -
109776at50557_7130_0:000f15|STRG.5370.3:858-1313|+     -            152 83902at50557         -            211    0.0046   15.3  18.5   1   2     0.018       1.5    7.1   9.3    98   174     3    80     1    86 0.56 -
109776at50557_7130_0:000f15|STRG.5370.3:858-1313|+     -            152 83902at50557         -            211    0.0046   15.3  18.5   2   2     0.001     0.083   11.1   3.6    34   107    89   144    76   151 0.56 -
8280at50557_7395_0:001be1|STRG.12135.1:0-1088|+        -            337 83902at50557         -            211    0.0065   14.8   4.5   1   1   0.00013     0.011   14.0   4.3    25   132    16   134     8   205 0.69 -
102553at50557_7029_0:000362|STRG.3819.1:130-507|+      -            126 83902at50557         -            211    0.0071   14.6   3.8   1   2   0.00022     0.018   13.3   2.5    26    89    12    78     2   101 0.68 -
102553at50557_7029_0:000362|STRG.3819.1:130-507|+      -            126 83902at50557         -            211    0.0071   14.6   3.8   2   2      0.34        28    2.9   0.5    62   141    67    91    60   125 0.59 -
8280at50557_7395_0:001be3|STRG.12750.1:302-748|+       -            149 83902at50557         -            211      0.01   14.1   1.5   1   2      0.13        10    4.3   0.0   143   176    47    81    34    85 0.52 -
8280at50557_7395_0:001be3|STRG.12750.1:302-748|+       -            149 83902at50557         -            211      0.01   14.1   1.5   2   2    0.0075      0.61    8.3   0.5    93   145    89   145    85   149 0.73 -
8280at50557_7395_0:001be1|STRG.12135.2:309-1426|+      -            289 83902at50557         -            211     0.017   13.4   1.4   1   2   0.00046     0.037   12.3   0.6    28    85     2    60     1    77 0.76 -
8280at50557_7395_0:001be1|STRG.12135.2:309-1426|+      -            289 83902at50557         -            211     0.017   13.4   1.4   2   2    0.0019      0.15   10.3   0.6    31    78    29    75    25   181 0.72 -
109776at50557_13249_0:0026b7|STRG.2982.2:265-690|+     -            142 83902at50557         -            211      0.02   13.2   1.7   1   1   0.00044     0.036   12.4   1.1    97   176    36   119    18   127 0.76 -
8280at50557_28612_0:005400|STRG.9692.1:2671-3063|+     -            131 83902at50557         -            211     0.026   12.8   2.0   1   1   0.00058     0.047   12.0   2.0    74   138    47   116     3   131 0.77 -
8280at50557_28612_0:005400|STRG.9692.3:2575-2967|+     -            131 83902at50557         -            211     0.026   12.8   2.0   1   1   0.00058     0.047   12.0   2.0    74   138    47   116     3   131 0.77 -
8280at50557_28612_0:005400|STRG.9692.7:156-548|+       -            131 83902at50557         -            211     0.026   12.8   2.0   1   1   0.00058     0.047   12.0   2.0    74   138    47   116     3   131 0.77 -
41050at50557_28612_0:003878|STRG.10108.2:541-1680|+    -            380 83902at50557         -            211      0.44    8.8   6.0   1   3       3.2   2.6e+02   -0.3   0.0    28    57    98   127    91   133 0.86 -
41050at50557_28612_0:003878|STRG.10108.2:541-1680|+    -            380 83902at50557         -            211      0.44    8.8   6.0   2   3     0.038       3.1    6.0   0.5   125   176   135   192   128   210 0.72 -
41050at50557_28612_0:003878|STRG.10108.2:541-1680|+    -            380 83902at50557         -            211      0.44    8.8   6.0   3   3      0.24        20    3.4   0.1   128   168   213   253   204   261 0.77 -
41050at50557_28612_0:003878|STRG.10108.3:840-1979|+    -            380 83902at50557         -            211      0.44    8.8   6.0   1   3       3.2   2.6e+02   -0.3   0.0    28    57    98   127    91   133 0.86 -
41050at50557_28612_0:003878|STRG.10108.3:840-1979|+    -            380 83902at50557         -            211      0.44    8.8   6.0   2   3     0.038       3.1    6.0   0.5   125   176   135   192   128   210 0.72 -
41050at50557_28612_0:003878|STRG.10108.3:840-1979|+    -            380 83902at50557         -            211      0.44    8.8   6.0   3   3      0.24        20    3.4   0.1   128   168   213   253   204   261 0.77 -
41050at50557_28612_0:003878|STRG.10108.4:795-1934|+    -            380 83902at50557         -            211      0.44    8.8   6.0   1   3       3.2   2.6e+02   -0.3   0.0    28    57    98   127    91   133 0.86 -
41050at50557_28612_0:003878|STRG.10108.4:795-1934|+    -            380 83902at50557         -            211      0.44    8.8   6.0   2   3     0.038       3.1    6.0   0.5   125   176   135   192   128   210 0.72 -
41050at50557_28612_0:003878|STRG.10108.4:795-1934|+    -            380 83902at50557         -            211      0.44    8.8   6.0   3   3      0.24        20    3.4   0.1   128   168   213   253   204   261 0.77 -
41050at50557_28612_0:003878|STRG.10108.5:387-1526|+    -            380 83902at50557         -            211      0.44    8.8   6.0   1   3       3.2   2.6e+02   -0.3   0.0    28    57    98   127    91   133 0.86 -
41050at50557_28612_0:003878|STRG.10108.5:387-1526|+    -            380 83902at50557         -            211      0.44    8.8   6.0   2   3     0.038       3.1    6.0   0.5   125   176   135   192   128   210 0.72 -
41050at50557_28612_0:003878|STRG.10108.5:387-1526|+    -            380 83902at50557         -            211      0.44    8.8   6.0   3   3      0.24        20    3.4   0.1   128   168   213   253   204   261 0.77 -
41050at50557_143995_0:001614|STRG.10108.1:539-1729|+   -            397 83902at50557         -            211      0.45    8.7   5.9   1   3       3.3   2.7e+02   -0.3   0.0    27    57   121   151   114   157 0.86 -
41050at50557_143995_0:001614|STRG.10108.1:539-1729|+   -            397 83902at50557         -            211      0.45    8.7   5.9   2   3     0.043       3.5    5.8   0.7   124   176   158   216   147   234 0.73 -
41050at50557_143995_0:001614|STRG.10108.1:539-1729|+   -            397 83902at50557         -            211      0.45    8.7   5.9   3   3      0.22        18    3.5   0.1   128   168   237   277   224   289 0.79 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/83902at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/83902at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/83902at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:20:18 2024
# [ok]
