#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.8711.1:0-1844|+      -            615 54603at50557         -            483  5.3e-232  769.4  24.4   1   1  8.5e-234  6.8e-232  769.0  24.4     1   481    96   613    96   615 0.95 -
102553at50557_38123_0:0035fb|STRG.21795.1:198-557|+    -            120 54603at50557         -            483     2e-05   22.2   5.2   2   2   0.00017     0.013   12.8   0.2   331   377    47    96    45   108 0.75 -
102553at50557_378494_0:0023c5|STRG.20833.1:0-1226|+    -            409 54603at50557         -            483   2.9e-05   21.6   6.4   1   1     6e-07   4.7e-05   20.9   6.4   322   394    27   104    18   146 0.81 -
102553at50557_7165_0:000b28|STRG.21795.2:300-677|+     -            126 54603at50557         -            483   6.1e-05   20.6   0.9   1   2   1.4e-05    0.0011   16.4   0.6    92   139    21    69     3    82 0.67 -
102553at50557_7165_0:000b28|STRG.21795.2:300-677|+     -            126 54603at50557         -            483   6.1e-05   20.6   0.9   2   2      0.12       9.2    3.5   0.1    51    81    75   105    69   114 0.64 -
102553at50557_116153_0:00114a|STRG.21795.3:196-642|+   -            149 54603at50557         -            483   9.1e-05   20.0   1.1   1   1   4.3e-06   0.00034   18.1   0.9    98   402    51   105    19   129 0.49 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 54603at50557         -            483   0.00018   19.0   0.6   1   3      0.01      0.83    6.9   0.0   275   310     3    38     1    46 0.90 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 54603at50557         -            483   0.00018   19.0   0.6   2   3     0.016       1.3    6.3   0.4    60   308    24    84    20   101 0.41 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 54603at50557         -            483   0.00018   19.0   0.6   3   3     0.016       1.2    6.4   0.0   270   303    94   127    86   132 0.90 -
102553at50557_13037_0:002e8c|STRG.22745.1:226-612|+    -            129 54603at50557         -            483    0.0014   16.1   0.6   1   1   1.9e-05    0.0015   16.0   0.6   329   411    14    98     2   122 0.70 -
102553at50557_13037_0:002e8c|STRG.22745.2:226-612|+    -            129 54603at50557         -            483    0.0014   16.1   0.6   1   1   1.9e-05    0.0015   16.0   0.6   329   411    14    98     2   122 0.70 -
102553at50557_51655_0:0018df|STRG.24355.1:1055-1441|+  -            129 54603at50557         -            483      0.01   13.3   1.6   1   1   0.00017     0.013   12.8   1.6   335   391     3    65     2    71 0.82 -
102553at50557_51655_0:0018df|STRG.24355.2:1286-1672|+  -            129 54603at50557         -            483      0.01   13.3   1.6   1   1   0.00017     0.013   12.8   1.6   335   391     3    65     2    71 0.82 -
102553at50557_51655_0:0018df|STRG.24355.3:864-1250|+   -            129 54603at50557         -            483      0.01   13.3   1.6   1   1   0.00017     0.013   12.8   1.6   335   391     3    65     2    71 0.82 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/54603at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:18:38 2024
# [ok]
