#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
102553at50557_103372_0:001320|STRG.5622.1:9-746|+      -            246 102553at50557        -            200   7.1e-96  318.3   5.9   1   1   1.3e-95     1e-93  311.3   5.9     1   200     1   226     1   226 0.90 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 102553at50557        -            200   9.7e-08   30.6  30.2   1   4   0.00011    0.0086   14.4   5.2    46   121     1    77     1    83 0.90 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 102553at50557        -            200   9.7e-08   30.6  30.2   2   4     0.042       3.4    6.0   0.1    57   144   106   189    80   196 0.76 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 102553at50557        -            200   9.7e-08   30.6  30.2   3   4    0.0055      0.45    8.8   2.3    47   119   209   283   201   302 0.79 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+    -            400 102553at50557        -            200   9.7e-08   30.6  30.2   4   4   8.5e-05    0.0069   14.8   3.4    40   106   318   384   298   397 0.85 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 102553at50557        -            200   1.7e-07   29.8   7.6   1   2   5.3e-05    0.0043   15.4   2.7    15    99    19   106    10   110 0.71 -
7376at50557_45779_0:000f73|STRG.12110.1:840-1847|+     -            336 102553at50557        -            200   1.7e-07   29.8   7.6   2   2   1.4e-05    0.0011   17.3   0.3     7   117   107   224   103   239 0.84 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 102553at50557        -            200   1.7e-07   29.8   7.6   1   2   5.3e-05    0.0043   15.4   2.7    15    99    19   106    10   110 0.71 -
7376at50557_45779_0:000f73|STRG.12110.2:213-1220|+     -            336 102553at50557        -            200   1.7e-07   29.8   7.6   2   2   1.4e-05    0.0011   17.3   0.3     7   117   107   224   103   239 0.84 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 102553at50557        -            200   6.3e-07   27.9   8.2   1   4      0.29        23    3.2   0.1    73   100     1    28     1    34 0.92 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 102553at50557        -            200   6.3e-07   27.9   8.2   2   4    0.0064      0.51    8.6   0.0    85   133    48    96    41   115 0.70 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 102553at50557        -            200   6.3e-07   27.9   8.2   3   4   2.7e-05    0.0022   16.4   0.9    46   118   106   180    96   185 0.82 -
8280at50557_38123_0:003113|STRG.10709.1:348-1238|+     -            297 102553at50557        -            200   6.3e-07   27.9   8.2   4   4      0.57        47    2.3   0.0    64   100   231   267   217   282 0.77 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 102553at50557        -            200   6.3e-07   27.9   8.2   1   4      0.29        23    3.2   0.1    73   100     1    28     1    34 0.92 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 102553at50557        -            200   6.3e-07   27.9   8.2   2   4    0.0064      0.51    8.6   0.0    85   133    48    96    41   115 0.70 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 102553at50557        -            200   6.3e-07   27.9   8.2   3   4   2.7e-05    0.0022   16.4   0.9    46   118   106   180    96   185 0.82 -
8280at50557_38123_0:003113|STRG.10709.2:336-1226|+     -            297 102553at50557        -            200   6.3e-07   27.9   8.2   4   4      0.57        47    2.3   0.0    64   100   231   267   217   282 0.77 -
109776at50557_7159_0:00072f|STRG.7524.1:1014-1490|+    -            159 102553at50557        -            200   6.6e-07   27.9   6.8   1   2   0.00049      0.04   12.3   0.5    58   109    18    66     6    79 0.77 -
109776at50557_7159_0:00072f|STRG.7524.1:1014-1490|+    -            159 102553at50557        -            200   6.6e-07   27.9   6.8   2   2     3e-06   0.00024   19.5   2.3    45   104    69   130    61   153 0.83 -
83902at50557_54969_0:002595|STRG.12947.1:249-761|+     -            171 102553at50557        -            200   1.3e-06   27.0   1.8   1   2    0.0011     0.086   11.2   0.6    43   120    13    92     7    93 0.75 -
83902at50557_54969_0:002595|STRG.12947.1:249-761|+     -            171 102553at50557        -            200   1.3e-06   27.0   1.8   2   2   2.4e-07   1.9e-05   23.1   0.6    21   101    62   145    57   166 0.84 -
83902at50557_535359_0:00161f|STRG.3040.1:462-977|+     -            172 102553at50557        -            200   1.5e-06   26.7  10.3   1   4    0.0022      0.18   10.2   0.2    55   124    10    79     1    82 0.50 -
83902at50557_535359_0:00161f|STRG.3040.1:462-977|+     -            172 102553at50557        -            200   1.5e-06   26.7  10.3   2   4   0.00053     0.043   12.2   0.8    58   119    38    97    21   101 0.84 -
83902at50557_535359_0:00161f|STRG.3040.1:462-977|+     -            172 102553at50557        -            200   1.5e-06   26.7  10.3   3   4   2.1e-08   1.7e-06   26.5   3.4    21   123    46   147    45   151 0.91 -
83902at50557_535359_0:00161f|STRG.3040.1:462-977|+     -            172 102553at50557        -            200   1.5e-06   26.7  10.3   4   4    0.0038      0.31    9.4   3.8    62   123   111   170   111   172 0.88 -
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 102553at50557        -            200   2.2e-06   26.2   8.4   1   3   4.1e-05    0.0033   15.8   2.0    20   101    30   113    18   138 0.69 -
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 102553at50557        -            200   2.2e-06   26.2   8.4   2   3     0.074         6    5.2   0.1    59   120    95   156    93   157 0.75 -
83902at50557_13686_0:0017a1|STRG.8777.1:0-851|+        -            284 102553at50557        -            200   2.2e-06   26.2   8.4   3   3   0.00046     0.037   12.4   0.5    41   102   147   208   143   231 0.81 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 102553at50557        -            200   2.4e-06   26.1   6.2   1   2   0.00013      0.01   14.2   0.2    24   102     3    84     1    87 0.83 -
109776at50557_34740_0:000e9a|STRG.5461.1:63-530|+      -            156 102553at50557        -            200   2.4e-06   26.1   6.2   2   2   5.7e-05    0.0046   15.3   4.8    45   119    73   149    67   155 0.73 -
102553at50557_51655_0:0018df|STRG.24355.1:1055-1441|+  -            129 102553at50557        -            200     3e-06   25.7   3.6   1   2    0.0046      0.37    9.1   0.6    86   115     1    30     1    36 0.81 -
102553at50557_51655_0:0018df|STRG.24355.1:1055-1441|+  -            129 102553at50557        -            200     3e-06   25.7   3.6   2   2   3.1e-06   0.00025   19.5   0.6    88   146    29    93    23    96 0.80 -
102553at50557_51655_0:0018df|STRG.24355.2:1286-1672|+  -            129 102553at50557        -            200     3e-06   25.7   3.6   1   2    0.0046      0.37    9.1   0.6    86   115     1    30     1    36 0.81 -
102553at50557_51655_0:0018df|STRG.24355.2:1286-1672|+  -            129 102553at50557        -            200     3e-06   25.7   3.6   2   2   3.1e-06   0.00025   19.5   0.6    88   146    29    93    23    96 0.80 -
102553at50557_51655_0:0018df|STRG.24355.3:864-1250|+   -            129 102553at50557        -            200     3e-06   25.7   3.6   1   2    0.0046      0.37    9.1   0.6    86   115     1    30     1    36 0.81 -
102553at50557_51655_0:0018df|STRG.24355.3:864-1250|+   -            129 102553at50557        -            200     3e-06   25.7   3.6   2   2   3.1e-06   0.00025   19.5   0.6    88   146    29    93    23    96 0.80 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 102553at50557        -            200   3.5e-06   25.5   3.6   1   4     0.042       3.4    6.0   0.0    43   103     5    66     3    91 0.84 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 102553at50557        -            200   3.5e-06   25.5   3.6   2   4    0.0079      0.64    8.3   0.5    59   120    92   158    75   163 0.72 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 102553at50557        -            200   3.5e-06   25.5   3.6   3   4   0.00016     0.013   13.9   0.1    55   123   141   213   116   222 0.77 -
8280at50557_1155016_0:002e71|STRG.17712.1:148-915|+    -            256 102553at50557        -            200   3.5e-06   25.5   3.6   4   4    0.0055      0.45    8.8   0.1    42   116   174   246   166   252 0.65 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 102553at50557        -            200   1.1e-05   23.9  22.6   1   4    0.0046      0.37    9.1   5.6    25   125    12   119     4   122 0.75 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 102553at50557        -            200   1.1e-05   23.9  22.6   2   4      0.16        13    4.1   1.5    65   121   107   160    85   179 0.62 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 102553at50557        -            200   1.1e-05   23.9  22.6   3   4     0.051       4.1    5.7   0.3    64   121   182   239   172   244 0.74 -
25718at50557_108931_0:000584|STRG.9013.1:320-1366|+    -            349 102553at50557        -            200   1.1e-05   23.9  22.6   4   4   5.8e-05    0.0047   15.3   0.1    42   102   252   315   247   329 0.84 -
8280at50557_168631_0:001eed|STRG.22447.2:491-949|+     -            153 102553at50557        -            200   1.2e-05   23.8  13.1   1   2     3e-05    0.0024   16.2   9.1    22   123     5   110     1   112 0.85 -
8280at50557_168631_0:001eed|STRG.22447.2:491-949|+     -            153 102553at50557        -            200   1.2e-05   23.8  13.1   2   2   5.4e-05    0.0044   15.4   1.8    21   100    73   152    67   153 0.88 -
83902at50557_54969_0:002595|STRG.5281.1:919-1383|+     -            155 102553at50557        -            200   1.9e-05   23.1   3.6   1   2   4.3e-06   0.00035   19.0   0.3    43   122     6    84     2    88 0.77 -
83902at50557_54969_0:002595|STRG.5281.1:919-1383|+     -            155 102553at50557        -            200   1.9e-05   23.1   3.6   2   2     0.074         6    5.1   0.2    47    98   102   153    93   155 0.79 -
109776at50557_199890_0:001686|STRG.6137.1:602-1102|+   -            167 102553at50557        -            200     2e-05   23.1   6.0   1   3     0.057       4.6    5.5   0.2    58   100    14    55     7    65 0.61 -
109776at50557_199890_0:001686|STRG.6137.1:602-1102|+   -            167 102553at50557        -            200     2e-05   23.1   6.0   2   3   4.6e-06   0.00037   18.9   1.1    43   123    67   146    59   152 0.87 -
109776at50557_199890_0:001686|STRG.6137.1:602-1102|+   -            167 102553at50557        -            200     2e-05   23.1   6.0   3   3      0.47        38    2.5   0.0    60    97   131   167   127   167 0.83 -
109776at50557_199890_0:001686|STRG.6137.2:141-641|+    -            167 102553at50557        -            200     2e-05   23.1   6.0   1   3     0.057       4.6    5.5   0.2    58   100    14    55     7    65 0.61 -
109776at50557_199890_0:001686|STRG.6137.2:141-641|+    -            167 102553at50557        -            200     2e-05   23.1   6.0   2   3   4.6e-06   0.00037   18.9   1.1    43   123    67   146    59   152 0.87 -
109776at50557_199890_0:001686|STRG.6137.2:141-641|+    -            167 102553at50557        -            200     2e-05   23.1   6.0   3   3      0.47        38    2.5   0.0    60    97   131   167   127   167 0.83 -
8280at50557_7395_0:001be3|STRG.12750.1:302-748|+       -            149 102553at50557        -            200   2.2e-05   22.9   1.8   1   2      0.12       9.7    4.5   0.1    57    81    61    85    22    94 0.76 -
8280at50557_7395_0:001be3|STRG.12750.1:302-748|+       -            149 102553at50557        -            200   2.2e-05   22.9   1.8   2   2   3.6e-06   0.00029   19.2   1.6    45   121    71   149    68   149 0.82 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 102553at50557        -            200   3.2e-05   22.4   5.7   1   3     4e-07   3.2e-05   22.4   5.7    22   147     8   134     4   138 0.86 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 102553at50557        -            200   3.2e-05   22.4   5.7   2   3      0.11         9    4.6   1.8    57   122   142   200   122   204 0.76 -
8280at50557_38123_0:003113|STRG.16091.1:265-1182|+     -            306 102553at50557        -            200   3.2e-05   22.4   5.7   3   3      0.52        42    2.4   6.8    39   119   146   230   141   237 0.64 -
109776at50557_7176_0:003c1e|STRG.24052.1:340-966|+     -            209 102553at50557        -            200   4.5e-05   21.9   3.4   1   2   0.00013      0.01   14.2   0.2    22   103     8    95     5   106 0.72 -
109776at50557_7176_0:003c1e|STRG.24052.1:340-966|+     -            209 102553at50557        -            200   4.5e-05   21.9   3.4   2   2   3.7e-05     0.003   15.9   2.3    25   129    63   170    61   173 0.88 -
109776at50557_7176_0:003c1e|STRG.24052.2:340-966|+     -            209 102553at50557        -            200   4.5e-05   21.9   3.4   1   2   0.00013      0.01   14.2   0.2    22   103     8    95     5   106 0.72 -
109776at50557_7176_0:003c1e|STRG.24052.2:340-966|+     -            209 102553at50557        -            200   4.5e-05   21.9   3.4   2   2   3.7e-05     0.003   15.9   2.3    25   129    63   170    61   173 0.88 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 102553at50557        -            200   6.9e-05   21.3   0.9   1   2   8.3e-05    0.0067   14.8   0.5    42   117    64   141    33   146 0.50 -
7376at50557_45779_0:000f73|STRG.4848.1:78-836|+        -            253 102553at50557        -            200   6.9e-05   21.3   0.9   2   2     0.029       2.3    6.5   0.1    59   123   131   195   126   203 0.84 -
83902at50557_37344_0:000f03|STRG.5280.1:0-488|+        -            163 102553at50557        -            200     8e-05   21.1   6.1   1   3      0.81        66    1.8   0.0    65   102     5    41     2    46 0.77 -
83902at50557_37344_0:000f03|STRG.5280.1:0-488|+        -            163 102553at50557        -            200     8e-05   21.1   6.1   2   3   1.9e-05    0.0016   16.9   0.8    43   102    51   110    43   114 0.92 -
83902at50557_37344_0:000f03|STRG.5280.1:0-488|+        -            163 102553at50557        -            200     8e-05   21.1   6.1   3   3      0.14        12    4.2   0.1    59   100   114   154   112   161 0.88 -
83902at50557_37344_0:000f03|STRG.5280.2:0-488|+        -            163 102553at50557        -            200     8e-05   21.1   6.1   1   3      0.81        66    1.8   0.0    65   102     5    41     2    46 0.77 -
83902at50557_37344_0:000f03|STRG.5280.2:0-488|+        -            163 102553at50557        -            200     8e-05   21.1   6.1   2   3   1.9e-05    0.0016   16.9   0.8    43   102    51   110    43   114 0.92 -
83902at50557_37344_0:000f03|STRG.5280.2:0-488|+        -            163 102553at50557        -            200     8e-05   21.1   6.1   3   3      0.14        12    4.2   0.1    59   100   114   154   112   161 0.88 -
8280at50557_7395_0:001be1|STRG.12135.2:309-1426|+      -            289 102553at50557        -            200   9.1e-05   20.9   0.5   1   1   2.2e-06   0.00018   19.9   0.5    62   131     6    74     2   116 0.87 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 102553at50557        -            200   0.00012   20.5   1.2   1   2   6.3e-06   0.00051   18.4   0.6    68   170     2   102     1   107 0.89 -
46658at50557_88501_0:0030f3|STRG.6287.1:246-1904|+     -            553 102553at50557        -            200   0.00012   20.5   1.2   2   2    0.0072      0.58    8.5   0.2    64   124    70   130    63   150 0.77 -
109776at50557_168631_0:000c9d|STRG.15610.1:54-362|+    -            103 102553at50557        -            200   0.00013   20.4   4.2   1   1   1.6e-06   0.00013   20.4   4.2    38   124    17   102     1   103 0.84 -
8280at50557_7395_0:001be1|STRG.12135.1:0-1088|+        -            337 102553at50557        -            200   0.00023   19.6   2.6   1   1   3.3e-06   0.00027   19.4   1.2    62   129    23    89     6   109 0.83 -
8280at50557_28612_0:005400|STRG.9692.1:2671-3063|+     -            131 102553at50557        -            200   0.00035   19.0   0.6   1   1   0.00015     0.012   14.0   0.5    42    97    74   131    70   131 0.91 -
8280at50557_28612_0:005400|STRG.9692.3:2575-2967|+     -            131 102553at50557        -            200   0.00035   19.0   0.6   1   1   0.00015     0.012   14.0   0.5    42    97    74   131    70   131 0.91 -
8280at50557_28612_0:005400|STRG.9692.7:156-548|+       -            131 102553at50557        -            200   0.00035   19.0   0.6   1   1   0.00015     0.012   14.0   0.5    42    97    74   131    70   131 0.91 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 102553at50557        -            200   0.00037   18.9  11.1   1   2      0.42        34    2.7   0.5    63   104     3    43     1    60 0.61 -
8280at50557_1218281_0:0023d1|STRG.20514.2:308-922|+    -            205 102553at50557        -            200   0.00037   18.9  11.1   2   2   7.8e-06   0.00063   18.1   6.3    18   118    50   151    44   163 0.79 -
42648at50557_7394_0:001157|STRG.11121.1:2142-2888|+    -            249 102553at50557        -            200    0.0011   17.4   1.9   1   3     0.019       1.5    7.1   0.0    45   118    32   107    23   115 0.82 -
42648at50557_7394_0:001157|STRG.11121.1:2142-2888|+    -            249 102553at50557        -            200    0.0011   17.4   1.9   2   3      0.05         4    5.7   0.0   109   147   138   175   132   181 0.89 -
42648at50557_7394_0:001157|STRG.11121.1:2142-2888|+    -            249 102553at50557        -            200    0.0011   17.4   1.9   3   3      0.58        47    2.2   0.4    85   121   188   225   182   248 0.78 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 102553at50557        -            200    0.0014   17.0   4.0   1   2    0.0015      0.12   10.7   0.4    47   124     2    80     1    90 0.69 -
109776at50557_108931_0:001894|STRG.13448.1:1359-1802|- -            148 102553at50557        -            200    0.0014   17.0   4.0   2   2     0.011      0.93    7.8   0.2    45    99    94   148    87   148 0.79 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 102553at50557        -            200    0.0017   16.7   9.0   1   3    0.0027      0.22    9.8   0.7    41   124    42   124     9   144 0.78 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 102553at50557        -            200    0.0017   16.7   9.0   2   3       1.2        99    1.2   0.3    60    99   181   220   171   246 0.63 -
8280at50557_7200_0:000e97|STRG.5083.1:806-1744|+       -            313 102553at50557        -            200    0.0017   16.7   9.0   3   3    0.0014      0.11   10.8   0.3    46   103   236   297   223   311 0.81 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 102553at50557        -            200    0.0017   16.7   9.0   1   3    0.0027      0.22    9.8   0.7    41   124    42   124     9   144 0.78 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 102553at50557        -            200    0.0017   16.7   9.0   2   3       1.2        99    1.2   0.3    60    99   181   220   171   246 0.63 -
8280at50557_7200_0:000e97|STRG.5083.2:878-1816|+       -            313 102553at50557        -            200    0.0017   16.7   9.0   3   3    0.0014      0.11   10.8   0.3    46   103   236   297   223   311 0.81 -
83902at50557_7165_0:002695|STRG.15847.2:167-604|+      -            146 102553at50557        -            200     0.033   12.5   0.5   1   1    0.0015      0.12   10.7   0.3    27    78    83   135    76   144 0.65 -
109776at50557_7130_0:000f15|STRG.5370.3:858-1313|+     -            152 102553at50557        -            200     0.041   12.2  17.4   1   2      0.18        15    3.9   8.0    44   103     3    62     1    87 0.75 -
109776at50557_7130_0:000f15|STRG.5370.3:858-1313|+     -            152 102553at50557        -            200     0.041   12.2  17.4   2   2   0.00068     0.055   11.8   3.9    64   116    89   137    73   148 0.62 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/102553at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/102553at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/102553at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:14:06 2024
# [ok]
