#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
117213at50557_77166_0:002bfc|STRG.4410.1:597-1073|+     -            159 966at50557           -           1751   2.3e-68  229.5   0.0   1   1     2e-69   2.5e-68  229.4   0.0    15   163     5   159     1   159 0.96 -
83902at50557_37344_0:000f03|STRG.5280.1:0-488|+         -            163 966at50557           -           1751   1.5e-11   41.2   2.3   2   2    0.0052     0.065    9.2   0.1   579   624   119   163   112   163 0.89 -
83902at50557_37344_0:000f03|STRG.5280.2:0-488|+         -            163 966at50557           -           1751   1.5e-11   41.2   2.3   1   2   5.4e-10   6.7e-09   32.3   0.3   338   442     2   112     1   116 0.90 -
83902at50557_37344_0:000f03|STRG.5280.2:0-488|+         -            163 966at50557           -           1751   1.5e-11   41.2   2.3   2   2    0.0052     0.065    9.2   0.1   579   624   119   163   112   163 0.89 -
8547at50557_74869_0:0028a5|STRG.4869.2:261-1128|+       -            281 966at50557           -           1751   1.5e-11   41.2   0.0   1   1   1.4e-12   1.7e-11   40.9   0.0  1326  1480    58   205    37   270 0.83 -
8547at50557_74869_0:0028a5|STRG.7272.1:886-1755|+       -            290 966at50557           -           1751   1.9e-11   40.8   0.0   1   2         3        38    0.0   0.0  1337  1366    23    54    11    71 0.76 -
8547at50557_74869_0:0028a5|STRG.7272.1:886-1755|+       -            290 966at50557           -           1751   1.9e-11   40.8   0.0   2   2     8e-12     1e-10   38.4   0.0  1372  1525   114   273    99   277 0.76 -
57980at50557_286706_0:000fec|STRG.24252.3:1059-1883|+   -            275 966at50557           -           1751   1.9e-11   40.8   0.0   1   2       1.7        21    0.9   0.0  1262  1295    26    59     9    67 0.70 -
57980at50557_286706_0:000fec|STRG.24252.3:1059-1883|+   -            275 966at50557           -           1751   1.9e-11   40.8   0.0   2   2   9.7e-12   1.2e-10   38.1   0.0  1326  1488    65   224    60   230 0.84 -
57980at50557_34740_0:00324b|STRG.17965.1:5512-6279|+    -            256 966at50557           -           1751   2.1e-11   40.6   0.0   1   1   2.3e-12   2.8e-11   40.2   0.0  1328  1486    46   203    42   213 0.81 -
57980at50557_34740_0:00324b|STRG.17965.3:5459-6226|+    -            256 966at50557           -           1751   2.1e-11   40.6   0.0   1   1   2.3e-12   2.8e-11   40.2   0.0  1328  1486    46   203    42   213 0.81 -
57980at50557_34740_0:00324b|STRG.17965.4:75-842|+       -            256 966at50557           -           1751   2.1e-11   40.6   0.0   1   1   2.3e-12   2.8e-11   40.2   0.0  1328  1486    46   203    42   213 0.81 -
84269at50557_7176_0:002db1|STRG.20124.2:356-784|+       -            143 966at50557           -           1751   2.2e-11   40.6   0.0   1   1   1.9e-12   2.4e-11   40.5   0.0  1368  1484    27   140    14   143 0.89 -
57980at50557_104421_0:00216f|STRG.24252.1:420-1211|+    -            264 966at50557           -           1751   2.3e-11   40.5   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1326  1488    47   206     2   214 0.87 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+      -            602 966at50557           -           1751   2.4e-11   40.4  19.9   1   4     0.033      0.41    6.5   0.6   342   387    51    99     8   175 0.76 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+      -            602 966at50557           -           1751   2.4e-11   40.4  19.9   2   4   3.4e-05   0.00043   16.4   3.3   399   513   243   355   220   359 0.69 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+      -            602 966at50557           -           1751   2.4e-11   40.4  19.9   3   4     0.077      0.97    5.3   0.0   340   386   343   390   338   404 0.84 -
8280at50557_121225_0:0005bf|STRG.16582.1:72-1877|+      -            602 966at50557           -           1751   2.4e-11   40.4  19.9   4   4   3.1e-07   3.9e-06   23.2   1.1   338   440   413   521   404   570 0.77 -
8547at50557_74869_0:0028a5|STRG.7272.3:591-1574|+       -            328 966at50557           -           1751   2.5e-11   40.4   0.0   1   2         3        37    0.0   0.0  1336  1366    60    92    30   108 0.79 -
8547at50557_74869_0:0028a5|STRG.7272.3:591-1574|+       -            328 966at50557           -           1751   2.5e-11   40.4   0.0   2   2   1.1e-11   1.4e-10   37.9   0.0  1372  1525   152   311   137   315 0.76 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+     -            595 966at50557           -           1751   2.6e-11   40.3  20.1   1   4     0.033      0.41    6.5   0.6   342   387    51    99     8   175 0.76 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+     -            595 966at50557           -           1751   2.6e-11   40.3  20.1   2   4   0.00027    0.0033   13.5   2.8   340   419   249   336   220   342 0.68 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+     -            595 966at50557           -           1751   2.6e-11   40.3  20.1   3   4     0.079      0.98    5.3   0.0   340   386   343   390   339   404 0.84 -
8280at50557_116153_0:002979|STRG.16582.2:162-1946|+     -            595 966at50557           -           1751   2.6e-11   40.3  20.1   4   4   3.4e-07   4.3e-06   23.0   1.3   338   440   413   521   408   571 0.77 -
84764at50557_535359_0:000b99|STRG.7935.2:87-830|+       -            248 966at50557           -           1751   2.8e-11   40.2   0.1   1   1   2.4e-12     3e-11   40.2   0.1  1328  1492     6   171     2   227 0.86 -
84764at50557_91411_0:001d03|STRG.7935.1:8-832|+         -            275 966at50557           -           1751   2.8e-11   40.2   0.1   1   1   2.5e-12   3.1e-11   40.1   0.1  1328  1492    33   198    22   254 0.86 -
57980at50557_211228_0:0018dc|STRG.9400.1:82-885|+       -            268 966at50557           -           1751   3.2e-11   40.1   0.1   1   1   2.8e-12   3.5e-11   39.9   0.1  1327  1487    62   216    41   263 0.81 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 966at50557           -           1751   3.6e-11   39.9   3.8   1   3     0.015      0.18    7.7   0.0   204   257     2    59     1    66 0.72 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 966at50557           -           1751   3.6e-11   39.9   3.8   2   3   1.4e-06   1.8e-05   21.0   0.2    28   115    64   152    59   154 0.80 -
12555at50557_93721_0:0043db|STRG.4685.1:74-769|+        -            232 966at50557           -           1751   3.6e-11   39.9   3.8   3   3    0.0029     0.036   10.0   0.1   203   254   166   224   157   230 0.55 -
17813at50557_378494_0:006207|STRG.18551.2:107-743|+     -            203 966at50557           -           1751   4.5e-11   39.6   0.0   1   1   3.8e-12   4.7e-11   39.5   0.0  1326  1478    37   198     6   203 0.78 -
84764at50557_441921_0:00052c|STRG.9595.2:71-949|+       -            293 966at50557           -           1751   4.6e-11   39.5   0.0   1   1     5e-12   6.2e-11   39.1   0.0  1326  1479    51   199    13   215 0.86 -
84764at50557_441921_0:00052c|STRG.9595.3:226-1104|+     -            293 966at50557           -           1751   4.6e-11   39.5   0.0   1   1     5e-12   6.2e-11   39.1   0.0  1326  1479    51   199    13   215 0.86 -
84764at50557_441921_0:00052c|STRG.9595.4:27-905|+       -            293 966at50557           -           1751   4.6e-11   39.5   0.0   1   1     5e-12   6.2e-11   39.1   0.0  1326  1479    51   199    13   215 0.86 -
57980at50557_108931_0:000186|STRG.1224.2:186-974|+      -            263 966at50557           -           1751   4.6e-11   39.5   0.0   1   1   4.3e-12   5.4e-11   39.3   0.0  1325  1487    38   198    18   226 0.81 -
8547at50557_74869_0:0028a5|STRG.7272.2:512-1030|+       -            173 966at50557           -           1751   4.9e-11   39.4   0.0   1   1   4.9e-12   6.2e-11   39.1   0.0  1386  1525    11   156     2   160 0.77 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+      -            164 966at50557           -           1751   4.9e-11   39.4   9.1   1   2   2.5e-07   3.2e-06   23.5   2.2   392   472    23   105    11   109 0.84 -
83902at50557_7222_0:0020fe|STRG.5881.1:1263-1754|+      -            164 966at50557           -           1751   4.9e-11   39.4   9.1   2   2   1.4e-06   1.8e-05   21.0   1.1   337   381   107   151   103   164 0.87 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+        -            164 966at50557           -           1751   4.9e-11   39.4   9.1   1   2   2.5e-07   3.2e-06   23.5   2.2   392   472    23   105    11   109 0.84 -
83902at50557_7222_0:0020fe|STRG.5881.2:426-917|+        -            164 966at50557           -           1751   4.9e-11   39.4   9.1   2   2   1.4e-06   1.8e-05   21.0   1.1   337   381   107   151   103   164 0.87 -
57980at50557_104421_0:00216f|STRG.24252.2:645-1361|+    -            239 966at50557           -           1751   5.7e-11   39.2   0.0   1   1   5.8e-12   7.2e-11   38.9   0.0  1326  1488    29   188    21   195 0.85 -
63395at50557_219809_0:002247|STRG.598.2:56-1249|+       -            398 966at50557           -           1751   5.8e-11   39.2   0.0   1   1   8.2e-12     1e-10   38.4   0.0  1325  1486    81   255    31   263 0.82 -
63395at50557_219809_0:002247|STRG.598.1:310-1632|+      -            398 966at50557           -           1751   5.9e-11   39.2   0.0   1   1   8.2e-12     1e-10   38.4   0.0  1325  1486    81   255    31   263 0.82 -
84269at50557_121845_0:003993|STRG.21189.1:1260-2066|+   -            269 966at50557           -           1751   5.9e-11   39.1   0.0   1   1     5e-12   6.3e-11   39.1   0.0  1327  1486    44   203    19   256 0.82 -
12555at50557_7004_0:002cc8|STRG.4033.1:2030-2596|+      -            189 966at50557           -           1751   6.8e-11   39.0   0.1   1   2   5.7e-06   7.1e-05   19.0   0.0    21   116     9   108     2   113 0.84 -
12555at50557_7004_0:002cc8|STRG.4033.1:2030-2596|+      -            189 966at50557           -           1751   6.8e-11   39.0   0.1   2   2   1.3e-06   1.6e-05   21.1   0.0    19   114    77   172    71   177 0.83 -
12555at50557_7004_0:002cc8|STRG.4033.2:1855-2421|+      -            189 966at50557           -           1751   6.8e-11   39.0   0.1   1   2   5.7e-06   7.1e-05   19.0   0.0    21   116     9   108     2   113 0.84 -
12555at50557_7004_0:002cc8|STRG.4033.2:1855-2421|+      -            189 966at50557           -           1751   6.8e-11   39.0   0.1   2   2   1.3e-06   1.6e-05   21.1   0.0    19   114    77   172    71   177 0.83 -
12555at50557_7004_0:002cc8|STRG.4033.3:1939-2505|+      -            189 966at50557           -           1751   6.8e-11   39.0   0.1   1   2   5.7e-06   7.1e-05   19.0   0.0    21   116     9   108     2   113 0.84 -
12555at50557_7004_0:002cc8|STRG.4033.3:1939-2505|+      -            189 966at50557           -           1751   6.8e-11   39.0   0.1   2   2   1.3e-06   1.6e-05   21.1   0.0    19   114    77   172    71   177 0.83 -
57980at50557_7237_0:0026c2|STRG.8006.1:2751-3572|+      -            274 966at50557           -           1751   6.9e-11   38.9   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1324  1497    43   227    10   269 0.77 -
57980at50557_7237_0:0026c2|STRG.8006.2:2840-3661|+      -            274 966at50557           -           1751   6.9e-11   38.9   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1324  1497    43   227    10   269 0.77 -
57980at50557_7237_0:0026c2|STRG.8006.3:2235-3056|+      -            274 966at50557           -           1751   6.9e-11   38.9   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1324  1497    43   227    10   269 0.77 -
57980at50557_7237_0:0026c2|STRG.8006.4:1397-2218|+      -            274 966at50557           -           1751   6.9e-11   38.9   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1324  1497    43   227    10   269 0.77 -
57980at50557_7237_0:0026c2|STRG.8006.5:1725-2546|+      -            274 966at50557           -           1751   6.9e-11   38.9   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1324  1497    43   227    10   269 0.77 -
57980at50557_7237_0:0026c2|STRG.8006.6:1508-2329|+      -            274 966at50557           -           1751   6.9e-11   38.9   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1324  1497    43   227    10   269 0.77 -
57980at50557_7237_0:0026c2|STRG.8006.7:1432-2253|+      -            274 966at50557           -           1751   6.9e-11   38.9   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1324  1497    43   227    10   269 0.77 -
57980at50557_7237_0:0026c2|STRG.8006.8:1307-2128|+      -            274 966at50557           -           1751   6.9e-11   38.9   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1324  1497    43   227    10   269 0.77 -
57980at50557_7237_0:0026c2|STRG.8006.9:1311-2132|+      -            274 966at50557           -           1751   6.9e-11   38.9   0.0   1   1   6.2e-12   7.7e-11   38.8   0.0  1324  1497    43   227    10   269 0.77 -
58206at50557_103372_0:002486|STRG.10105.2:0-1244|+      -            415 966at50557           -           1751   9.8e-11   38.4   0.0   1   1   1.1e-11   1.3e-10   38.0   0.0  1327  1477   129   273   121   279 0.87 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+      -            429 966at50557           -           1751   1.5e-10   37.8   8.6   1   3   2.9e-07   3.7e-06   23.3   0.1   336   438    26   138     4   172 0.80 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+      -            429 966at50557           -           1751   1.5e-10   37.8   8.6   2   3    0.0016      0.02   10.9   0.2   344   421   179   262   156   274 0.69 -
25718at50557_13249_0:001bb5|STRG.7524.1:417-1703|+      -            429 966at50557           -           1751   1.5e-10   37.8   8.6   3   3     0.029      0.37    6.7   0.7   547   611   287   346   282   352 0.83 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+     -            433 966at50557           -           1751   1.6e-10   37.7  24.2   1   3     1e-06   1.3e-05   21.5   7.6   341   471    31   163    24   205 0.71 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+     -            433 966at50557           -           1751   1.6e-10   37.7  24.2   2   3    0.0012     0.016   11.2   0.7   342   443   218   326   209   329 0.72 -
25718at50557_13249_0:001bb5|STRG.10255.2:102-1400|+     -            433 966at50557           -           1751   1.6e-10   37.7  24.2   3   3   0.00017    0.0022   14.1   2.1   341   416   330   412   326   422 0.81 -
84764at50557_7493_0:00284f|STRG.22516.1:546-1461|+      -            301 966at50557           -           1751   1.8e-10   37.5   0.0   1   1   1.7e-11   2.2e-10   37.3   0.0  1324  1488    50   210    18   216 0.86 -
57980at50557_7091_0:00051c|STRG.5434.1:1126-1902|+      -            259 966at50557           -           1751   1.8e-10   37.5   0.0   1   1   1.8e-11   2.2e-10   37.3   0.0  1328  1484    41   201     4   225 0.81 -
57980at50557_7091_0:00051c|STRG.5434.2:2230-3006|+      -            259 966at50557           -           1751   1.8e-10   37.5   0.0   1   1   1.8e-11   2.2e-10   37.3   0.0  1328  1484    41   201     4   225 0.81 -
57980at50557_7091_0:00051c|STRG.5434.3:2093-2869|+      -            259 966at50557           -           1751   1.8e-10   37.5   0.0   1   1   1.8e-11   2.2e-10   37.3   0.0  1328  1484    41   201     4   225 0.81 -
57980at50557_7091_0:00051c|STRG.5434.4:1521-2297|+      -            259 966at50557           -           1751   1.8e-10   37.5   0.0   1   1   1.8e-11   2.2e-10   37.3   0.0  1328  1484    41   201     4   225 0.81 -
58206at50557_319348_0:002852|STRG.23350.2:6-560|+       -            185 966at50557           -           1751   1.8e-10   37.5   0.0   1   1   1.8e-11   2.2e-10   37.2   0.0  1365  1526     7   179     3   182 0.77 -
84269at50557_13249_0:001df6|STRG.9357.3:885-1666|+      -            228 966at50557           -           1751   1.9e-10   37.5   0.0   1   1   1.8e-11   2.2e-10   37.3   0.0  1361  1484     9   128     1   134 0.79 -
84269at50557_13249_0:001df6|STRG.9357.4:838-1619|+      -            228 966at50557           -           1751   1.9e-10   37.5   0.0   1   1   1.8e-11   2.2e-10   37.3   0.0  1361  1484     9   128     1   134 0.79 -
84764at50557_326594_0:0017ea|STRG.22516.4:167-928|+     -            254 966at50557           -           1751   1.9e-10   37.5   0.0   1   1   1.9e-11   2.4e-10   37.1   0.0  1324  1488     6   166     4   172 0.86 -
84764at50557_29031_0:002a8c|STRG.3046.1:2057-3022|+     -            322 966at50557           -           1751     2e-10   37.4   0.1   1   2       5.9        73   -0.9   0.0  1262  1285     4    30     2    37 0.70 -
84764at50557_29031_0:002a8c|STRG.3046.1:2057-3022|+     -            322 966at50557           -           1751     2e-10   37.4   0.1   2   2   5.1e-11   6.3e-10   35.7   0.0  1327  1490    40   208    29   216 0.86 -
84764at50557_29031_0:002a8c|STRG.3046.2:2078-3043|+     -            322 966at50557           -           1751     2e-10   37.4   0.1   1   2       5.9        73   -0.9   0.0  1262  1285     4    30     2    37 0.70 -
84764at50557_29031_0:002a8c|STRG.3046.2:2078-3043|+     -            322 966at50557           -           1751     2e-10   37.4   0.1   2   2   5.1e-11   6.3e-10   35.7   0.0  1327  1490    40   208    29   216 0.86 -
84764at50557_29031_0:002a8c|STRG.3046.3:261-1226|+      -            322 966at50557           -           1751     2e-10   37.4   0.1   1   2       5.9        73   -0.9   0.0  1262  1285     4    30     2    37 0.70 -
84764at50557_29031_0:002a8c|STRG.3046.3:261-1226|+      -            322 966at50557           -           1751     2e-10   37.4   0.1   2   2   5.1e-11   6.3e-10   35.7   0.0  1327  1490    40   208    29   216 0.86 -
84764at50557_326594_0:0017ea|STRG.22516.2:9-881|+       -            291 966at50557           -           1751     2e-10   37.4   0.0   1   1     2e-11   2.5e-10   37.1   0.0  1324  1488    43   203    20   209 0.86 -
966at50557_76194_0:00107d|STRG.4410.1:96-683|+          -            196 966at50557           -           1751   2.8e-10   36.9   0.5   1   3       2.4        30    0.3   0.0   202   230    46    74    35    77 0.76 -
966at50557_76194_0:00107d|STRG.4410.1:96-683|+          -            196 966at50557           -           1751   2.8e-10   36.9   0.5   2   3   2.4e-05    0.0003   16.9   0.1    28   108    81   161    73   170 0.92 -
966at50557_76194_0:00107d|STRG.4410.1:96-683|+          -            196 966at50557           -           1751   2.8e-10   36.9   0.5   3   3   2.9e-05   0.00037   16.6   0.1    13    39   170   196   160   196 0.87 -
58206at50557_1629725_0:0005e4|STRG.8569.1:277-1056|+    -            260 966at50557           -           1751   3.5e-10   36.6   0.0   1   1   3.7e-11   4.6e-10   36.2   0.0  1328  1526    43   246    36   251 0.81 -
58206at50557_1629725_0:0005e4|STRG.8569.2:277-1056|+    -            260 966at50557           -           1751   3.5e-10   36.6   0.0   1   1   3.7e-11   4.6e-10   36.2   0.0  1328  1526    43   246    36   251 0.81 -
117213at50557_7176_0:0003aa|STRG.13084.1:5-355|+        -            117 966at50557           -           1751   3.7e-10   36.5   0.1   1   2   3.2e-05   0.00039   16.5   0.0   203   256     3    61     2    65 0.59 -
117213at50557_7176_0:0003aa|STRG.13084.1:5-355|+        -            117 966at50557           -           1751   3.7e-10   36.5   0.1   2   2   6.8e-06   8.5e-05   18.7   0.1    25    76    64   115    60   117 0.91 -
117213at50557_123851_0:000030|STRG.1376.1:1454-1807|+   -            118 966at50557           -           1751     4e-10   36.4   0.3   1   2   5.3e-05   0.00066   15.8   0.0    32    86     1    56     1    60 0.81 -
117213at50557_123851_0:000030|STRG.1376.1:1454-1807|+   -            118 966at50557           -           1751     4e-10   36.4   0.3   2   2   2.5e-06   3.1e-05   20.2   0.1    21    82    56   118    53   118 0.92 -
117213at50557_123851_0:000030|STRG.1376.2:389-742|+     -            118 966at50557           -           1751     4e-10   36.4   0.3   1   2   5.3e-05   0.00066   15.8   0.0    32    86     1    56     1    60 0.81 -
117213at50557_123851_0:000030|STRG.1376.2:389-742|+     -            118 966at50557           -           1751     4e-10   36.4   0.3   2   2   2.5e-06   3.1e-05   20.2   0.1    21    82    56   118    53   118 0.92 -
117213at50557_123851_0:000030|STRG.1376.3:346-699|+     -            118 966at50557           -           1751     4e-10   36.4   0.3   1   2   5.3e-05   0.00066   15.8   0.0    32    86     1    56     1    60 0.81 -
117213at50557_123851_0:000030|STRG.1376.3:346-699|+     -            118 966at50557           -           1751     4e-10   36.4   0.3   2   2   2.5e-06   3.1e-05   20.2   0.1    21    82    56   118    53   118 0.92 -
117213at50557_123851_0:000030|STRG.1376.4:1473-1826|+   -            118 966at50557           -           1751     4e-10   36.4   0.3   1   2   5.3e-05   0.00066   15.8   0.0    32    86     1    56     1    60 0.81 -
117213at50557_123851_0:000030|STRG.1376.4:1473-1826|+   -            118 966at50557           -           1751     4e-10   36.4   0.3   2   2   2.5e-06   3.1e-05   20.2   0.1    21    82    56   118    53   118 0.92 -
17813at50557_378494_0:006207|STRG.24282.1:1393-1986|+   -            198 966at50557           -           1751   4.1e-10   36.4   0.0   1   1   3.7e-11   4.6e-10   36.2   0.0  1328  1476    55   197    34   198 0.85 -
17813at50557_378494_0:006207|STRG.24282.2:1348-1941|+   -            198 966at50557           -           1751   4.1e-10   36.4   0.0   1   1   3.7e-11   4.6e-10   36.2   0.0  1328  1476    55   197    34   198 0.85 -
58206at50557_69820_0:001fb5|STRG.8569.3:27-854|+        -            276 966at50557           -           1751   4.3e-10   36.3   0.0   1   1   4.5e-11   5.6e-10   35.9   0.0  1328  1526    64   267    56   271 0.80 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+     -            400 966at50557           -           1751   4.4e-10   36.2  24.0   1   3   3.5e-06   4.4e-05   19.7   7.1   344   470     1   129     1   167 0.70 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+     -            400 966at50557           -           1751   4.4e-10   36.2  24.0   2   3    0.0016     0.019   10.9   1.7   341   443   184   293   159   296 0.73 -
25718at50557_13249_0:001bb5|STRG.10255.1:428-1627|+     -            400 966at50557           -           1751   4.4e-10   36.2  24.0   3   3   0.00015    0.0019   14.3   2.1   341   416   297   379   293   389 0.81 -
58206at50557_7237_0:0028ba|STRG.20895.3:1014-1886|+     -            291 966at50557           -           1751   5.3e-10   36.0   0.0   1   1   9.4e-11   1.2e-09   34.9   0.0  1370  1503    98   233    52   241 0.85 -
58206at50557_7237_0:0028ba|STRG.20895.4:396-1268|+      -            291 966at50557           -           1751   5.3e-10   36.0   0.0   1   1   9.4e-11   1.2e-09   34.9   0.0  1370  1503    98   233    52   241 0.85 -
84764at50557_7493_0:00284f|STRG.14512.1:184-1056|+      -            291 966at50557           -           1751   5.7e-10   35.9   0.0   1   1   5.1e-11   6.4e-10   35.7   0.0  1327  1432    46   149    15   207 0.75 -
58206at50557_104688_0:0010ee|STRG.20895.1:1555-2211|+   -            219 966at50557           -           1751   6.3e-10   35.7   0.0   1   1   5.7e-11   7.1e-10   35.6   0.0  1370  1503    26   161    10   190 0.88 -
58206at50557_104688_0:0010ee|STRG.20895.2:1369-2025|+   -            219 966at50557           -           1751   6.3e-10   35.7   0.0   1   1   5.7e-11   7.1e-10   35.6   0.0  1370  1503    26   161    10   190 0.88 -
17813at50557_378494_0:006207|STRG.22739.1:591-1238|+    -            216 966at50557           -           1751   7.2e-10   35.6   0.0   1   2       3.4        43   -0.2   0.0  1263  1294    10    44     5    61 0.79 -
17813at50557_378494_0:006207|STRG.22739.1:591-1238|+    -            216 966at50557           -           1751   7.2e-10   35.6   0.0   2   2   2.4e-10     3e-09   33.5   0.0  1352  1476    83   209    54   213 0.86 -
47at50557_39758_0:003710|STRG.12535.10:9609-24842|+     -           5078 966at50557           -           1751   7.4e-10   35.5   0.0   1   1   8.4e-11     1e-09   35.0   0.0  1326  1490  4593  4754  4586  4761 0.91 -
47at50557_39758_0:003710|STRG.12535.1:9169-24402|+      -           5078 966at50557           -           1751   7.4e-10   35.5   0.0   1   1   8.4e-11     1e-09   35.0   0.0  1326  1490  4593  4754  4586  4761 0.91 -
47at50557_39758_0:003710|STRG.12535.2:9304-24537|+      -           5078 966at50557           -           1751   7.4e-10   35.5   0.0   1   1   8.4e-11     1e-09   35.0   0.0  1326  1490  4593  4754  4586  4761 0.91 -
47at50557_39758_0:003710|STRG.12535.3:10090-25323|+     -           5078 966at50557           -           1751   7.4e-10   35.5   0.0   1   1   8.4e-11     1e-09   35.0   0.0  1326  1490  4593  4754  4586  4761 0.91 -
47at50557_39758_0:003710|STRG.12535.7:9610-24843|+      -           5078 966at50557           -           1751   7.4e-10   35.5   0.0   1   1   8.4e-11     1e-09   35.0   0.0  1326  1490  4593  4754  4586  4761 0.91 -
47at50557_39758_0:003710|STRG.12535.8:9454-24687|+      -           5078 966at50557           -           1751   7.4e-10   35.5   0.0   1   1   8.4e-11     1e-09   35.0   0.0  1326  1490  4593  4754  4586  4761 0.91 -
47at50557_39758_0:003710|STRG.12535.9:9622-24855|+      -           5078 966at50557           -           1751   7.4e-10   35.5   0.0   1   1   8.4e-11     1e-09   35.0   0.0  1326  1490  4593  4754  4586  4761 0.91 -
47at50557_39758_0:003710|STRG.12535.11:6988-22221|+     -           5078 966at50557           -           1751   7.4e-10   35.5   0.0   1   1   8.4e-11     1e-09   35.0   0.0  1326  1490  4593  4754  4586  4761 0.91 -
47at50557_39758_0:003710|STRG.12535.12:6576-21809|+     -           5078 966at50557           -           1751   7.4e-10   35.5   0.0   1   1   8.4e-11     1e-09   35.0   0.0  1326  1490  4593  4754  4586  4761 0.91 -
57980at50557_28612_0:0052c4|STRG.10505.1:333-1004|+     -            224 966at50557           -           1751   8.3e-10   35.4   0.0   1   1   7.6e-11   9.5e-10   35.2   0.0  1328  1486    48   206    14   211 0.80 -
63962at50557_116153_0:001347|STRG.10505.2:333-1187|+    -            285 966at50557           -           1751   8.7e-10   35.3   0.0   1   1   8.1e-11     1e-09   35.1   0.0  1328  1487    48   207    15   240 0.78 -
63962at50557_116153_0:001347|STRG.10505.5:120-974|+     -            285 966at50557           -           1751   8.7e-10   35.3   0.0   1   1   8.1e-11     1e-09   35.1   0.0  1328  1487    48   207    15   240 0.78 -
12555at50557_121845_0:00419d|STRG.9716.1:3371-3724|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   1   2   1.6e-06     2e-05   20.8   0.1    27    82     9    65     2    67 0.88 -
12555at50557_121845_0:00419d|STRG.9716.1:3371-3724|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   2   2   7.2e-06     9e-05   18.7   0.0    21    82    36    98    34   106 0.88 -
12555at50557_121845_0:00419d|STRG.9716.2:2673-3026|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   1   2   1.6e-06     2e-05   20.8   0.1    27    82     9    65     2    67 0.88 -
12555at50557_121845_0:00419d|STRG.9716.2:2673-3026|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   2   2   7.2e-06     9e-05   18.7   0.0    21    82    36    98    34   106 0.88 -
12555at50557_121845_0:00419d|STRG.9716.3:1080-1433|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   1   2   1.6e-06     2e-05   20.8   0.1    27    82     9    65     2    67 0.88 -
12555at50557_121845_0:00419d|STRG.9716.3:1080-1433|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   2   2   7.2e-06     9e-05   18.7   0.0    21    82    36    98    34   106 0.88 -
12555at50557_121845_0:00419d|STRG.9716.4:2164-2517|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   1   2   1.6e-06     2e-05   20.8   0.1    27    82     9    65     2    67 0.88 -
12555at50557_121845_0:00419d|STRG.9716.4:2164-2517|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   2   2   7.2e-06     9e-05   18.7   0.0    21    82    36    98    34   106 0.88 -
12555at50557_121845_0:00419d|STRG.9716.5:2174-2527|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   1   2   1.6e-06     2e-05   20.8   0.1    27    82     9    65     2    67 0.88 -
12555at50557_121845_0:00419d|STRG.9716.5:2174-2527|+    -            118 966at50557           -           1751   9.4e-10   35.2   0.3   2   2   7.2e-06     9e-05   18.7   0.0    21    82    36    98    34   106 0.88 -
