#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
119132at50557_103372_0:001108|STRG.13750.1:35-1220|+  -            283 119132at50557        -            257   1.6e-88  295.1   3.4   1   1   4.8e-89     2e-87  291.5   3.4    35   256    22   283    17   283 0.87 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+      -            256 119132at50557        -            257   4.6e-08   31.5   1.9   1   4     0.095         4    5.5   0.1    91   136    27    79    12    91 0.69 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+      -            256 119132at50557        -            257   4.6e-08   31.5   1.9   2   4    0.0005     0.021   12.9   0.0    87   140    64   125    52   132 0.84 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+      -            256 119132at50557        -            257   4.6e-08   31.5   1.9   3   4      0.35        15    3.6   0.0   104   138   126   165   122   171 0.73 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+      -            256 119132at50557        -            257   4.6e-08   31.5   1.9   4   4   0.00076     0.032   12.3   0.1    85   143   187   254   180   256 0.79 -
68325at50557_34720_0:0013d3|STRG.5855.3:0-1070|+      -            357 119132at50557        -            257   7.9e-08   30.7   0.2   1   3       0.1       4.2    5.4   0.0     9    42    75   108    65   128 0.74 -
68325at50557_34720_0:0013d3|STRG.5855.3:0-1070|+      -            357 119132at50557        -            257   7.9e-08   30.7   0.2   2   3   2.7e-05    0.0011   17.1   0.1   119   184   131   202   127   219 0.79 -
68325at50557_34720_0:0013d3|STRG.5855.3:0-1070|+      -            357 119132at50557        -            257   7.9e-08   30.7   0.2   3   3      0.15       6.2    4.8   0.0   165   200   275   310   224   332 0.81 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+     -            888 119132at50557        -            257   9.4e-08   30.5   7.8   1   4   7.7e-05    0.0032   15.6   0.6    91   212    79   204    27   237 0.81 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+     -            888 119132at50557        -            257   9.4e-08   30.5   7.8   2   4      0.98        41    2.1   0.1     2    34   431   464   430   470 0.83 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+     -            888 119132at50557        -            257   9.4e-08   30.5   7.8   3   4      0.71        30    2.6   0.0   119   141   492   514   489   533 0.80 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+     -            888 119132at50557        -            257   9.4e-08   30.5   7.8   4   4    0.0026      0.11   10.6   0.1    84   140   537   600   525   607 0.79 -
31374at50557_133901_0:001035|STRG.11576.1:443-1987|+  -            515 119132at50557        -            257   9.7e-08   30.4   0.5   1   3      0.47        20    3.2   0.0   100   140   261   306   177   310 0.71 -
31374at50557_133901_0:001035|STRG.11576.1:443-1987|+  -            515 119132at50557        -            257   9.7e-08   30.4   0.5   2   3       1.1        45    2.0   0.0    83   134   326   384   310   394 0.74 -
31374at50557_133901_0:001035|STRG.11576.1:443-1987|+  -            515 119132at50557        -            257   9.7e-08   30.4   0.5   3   3   1.9e-06   8.1e-05   20.8   0.0    85   135   412   469   406   476 0.85 -
31374at50557_133901_0:001035|STRG.11576.2:539-2083|+  -            515 119132at50557        -            257   9.7e-08   30.4   0.5   1   3      0.47        20    3.2   0.0   100   140   261   306   177   310 0.71 -
31374at50557_133901_0:001035|STRG.11576.2:539-2083|+  -            515 119132at50557        -            257   9.7e-08   30.4   0.5   2   3       1.1        45    2.0   0.0    83   134   326   384   310   394 0.74 -
31374at50557_133901_0:001035|STRG.11576.2:539-2083|+  -            515 119132at50557        -            257   9.7e-08   30.4   0.5   3   3   1.9e-06   8.1e-05   20.8   0.0    85   135   412   469   406   476 0.85 -
31374at50557_133901_0:001035|STRG.11576.3:443-1987|+  -            515 119132at50557        -            257   9.7e-08   30.4   0.5   1   3      0.47        20    3.2   0.0   100   140   261   306   177   310 0.71 -
31374at50557_133901_0:001035|STRG.11576.3:443-1987|+  -            515 119132at50557        -            257   9.7e-08   30.4   0.5   2   3       1.1        45    2.0   0.0    83   134   326   384   310   394 0.74 -
31374at50557_133901_0:001035|STRG.11576.3:443-1987|+  -            515 119132at50557        -            257   9.7e-08   30.4   0.5   3   3   1.9e-06   8.1e-05   20.8   0.0    85   135   412   469   406   476 0.85 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+ -            256 119132at50557        -            257   1.7e-07   29.6   0.2   1   4       4.8     2e+02   -0.1   0.0   119   136    36    53    12    66 0.67 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+ -            256 119132at50557        -            257   1.7e-07   29.6   0.2   2   4   0.00024      0.01   14.0   0.0    80   138    74   138    54   143 0.79 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+ -            256 119132at50557        -            257   1.7e-07   29.6   0.2   3   4   0.00055     0.023   12.8   0.0    88   147   123   189   119   196 0.83 -
80377at50557_166361_0:002fc1|STRG.21442.2:1270-2037|+ -            256 119132at50557        -            257   1.7e-07   29.6   0.2   4   4       2.7   1.1e+02    0.7   0.0   120   141   203   224   196   228 0.84 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+    -            156 119132at50557        -            257   1.9e-07   29.4   0.2   1   4      0.04       1.7    6.7   0.0     6    31     5    30     2    32 0.91 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+    -            156 119132at50557        -            257   1.9e-07   29.4   0.2   2   4   9.2e-05    0.0039   15.3   0.0    87   140    18    78    14    86 0.83 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+    -            156 119132at50557        -            257   1.9e-07   29.4   0.2   3   4   0.00021     0.009   14.1   0.0    83   140    56   120    54   125 0.86 -
14512at50557_56086_0:000590|STRG.9671.1:731-1198|+    -            156 119132at50557        -            257   1.9e-07   29.4   0.2   4   4    0.0037      0.16   10.1   0.1    88   132   103   155    82   156 0.79 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+     -            156 119132at50557        -            257   1.9e-07   29.4   0.2   1   4      0.04       1.7    6.7   0.0     6    31     5    30     2    32 0.91 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+     -            156 119132at50557        -            257   1.9e-07   29.4   0.2   2   4   9.2e-05    0.0039   15.3   0.0    87   140    18    78    14    86 0.83 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+     -            156 119132at50557        -            257   1.9e-07   29.4   0.2   3   4   0.00021     0.009   14.1   0.0    83   140    56   120    54   125 0.86 -
14512at50557_56086_0:000590|STRG.9671.2:531-998|+     -            156 119132at50557        -            257   1.9e-07   29.4   0.2   4   4    0.0037      0.16   10.1   0.1    88   132   103   155    82   156 0.79 -
80377at50557_454923_0:001015|STRG.19738.1:30-809|+    -            260 119132at50557        -            257   2.1e-07   29.3   3.1   1   3     0.014      0.61    8.1   0.0    70   141     6    89     2    96 0.73 -
80377at50557_454923_0:001015|STRG.19738.1:30-809|+    -            260 119132at50557        -            257   2.1e-07   29.3   3.1   2   3    0.0027      0.11   10.5   0.0    88   136    71   126    66   149 0.82 -
80377at50557_454923_0:001015|STRG.19738.1:30-809|+    -            260 119132at50557        -            257   2.1e-07   29.3   3.1   3   3   0.00035     0.015   13.4   1.1    82   184   152   256   134   260 0.77 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+    -            325 119132at50557        -            257   2.8e-07   28.9   2.6   1   4      0.94        40    2.2   0.0   120   136    86   102    60   106 0.68 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+    -            325 119132at50557        -            257   2.8e-07   28.9   2.6   2   4     0.048         2    6.4   0.0    88   138    89   147    75   153 0.73 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+    -            325 119132at50557        -            257   2.8e-07   28.9   2.6   3   4   3.1e-05    0.0013   16.9   0.0    64   143   152   238   145   289 0.72 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+    -            325 119132at50557        -            257   2.8e-07   28.9   2.6   4   4      0.49        21    3.1   0.1   120   138   305   323   285   325 0.75 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+    -            325 119132at50557        -            257   2.8e-07   28.9   2.6   1   4      0.94        40    2.2   0.0   120   136    86   102    60   106 0.68 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+    -            325 119132at50557        -            257   2.8e-07   28.9   2.6   2   4     0.048         2    6.4   0.0    88   138    89   147    75   153 0.73 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+    -            325 119132at50557        -            257   2.8e-07   28.9   2.6   3   4   3.1e-05    0.0013   16.9   0.0    64   143   152   238   145   289 0.72 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+    -            325 119132at50557        -            257   2.8e-07   28.9   2.6   4   4      0.49        21    3.1   0.1   120   138   305   323   285   325 0.75 -
40115at50557_28612_0:000941|STRG.21442.2:33-890|+     -            286 119132at50557        -            257   4.3e-07   28.3   1.2   1   6      0.25        10    4.1   0.0   119   138    21    40    12    49 0.86 -
40115at50557_28612_0:000941|STRG.21442.2:33-890|+     -            286 119132at50557        -            257   4.3e-07   28.3   1.2   2   6       4.4   1.9e+02   -0.0   0.0   120   136    64    80    61    87 0.85 -
40115at50557_28612_0:000941|STRG.21442.2:33-890|+     -            286 119132at50557        -            257   4.3e-07   28.3   1.2   3   6       1.3        53    1.8   0.0   119   137   105   123    82   126 0.79 -
40115at50557_28612_0:000941|STRG.21442.2:33-890|+     -            286 119132at50557        -            257   4.3e-07   28.3   1.2   4   6   0.00013    0.0056   14.8   0.0   100   141   121   169   106   195 0.81 -
40115at50557_28612_0:000941|STRG.21442.2:33-890|+     -            286 119132at50557        -            257   4.3e-07   28.3   1.2   5   6     0.015      0.62    8.1   0.0    86   138   148   208   147   214 0.63 -
40115at50557_28612_0:000941|STRG.21442.2:33-890|+     -            286 119132at50557        -            257   4.3e-07   28.3   1.2   6   6       2.1        88    1.1   0.0    91   127   238   271   220   286 0.58 -
68957at50557_103372_0:001943|STRG.1387.1:0-1295|+     -            432 119132at50557        -            257   4.5e-07   28.2   0.7   1   2     1e-06   4.3e-05   21.7   0.1    82   175   164   262   114   287 0.72 -
68957at50557_103372_0:001943|STRG.1387.1:0-1295|+     -            432 119132at50557        -            257   4.5e-07   28.2   0.7   2   2      0.32        13    3.7   0.0   120   146   379   405   371   415 0.88 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+   -            514 119132at50557        -            257   6.8e-07   27.6   2.0   1   3     0.037       1.6    6.8   0.1    86   137    47   105    39   114 0.84 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+   -            514 119132at50557        -            257   6.8e-07   27.6   2.0   2   3    0.0035      0.15   10.2   0.6    91   187    94   194    91   261 0.70 -
80377at50557_38123_0:002ff9|STRG.11460.1:102-1643|+   -            514 119132at50557        -            257   6.8e-07   27.6   2.0   3   3     0.013      0.56    8.3   0.0    85   144   421   488   370   494 0.85 -
68325at50557_34720_0:0013d3|STRG.5855.1:605-1910|+    -            376 119132at50557        -            257   7.8e-07   27.4   0.3   1   3      0.88        37    2.3   0.0     9    42    94   127    84   147 0.72 -
68325at50557_34720_0:0013d3|STRG.5855.1:605-1910|+    -            376 119132at50557        -            257   7.8e-07   27.4   0.3   2   3     3e-05    0.0013   16.9   0.0   119   184   150   221   147   238 0.78 -
68325at50557_34720_0:0013d3|STRG.5855.1:605-1910|+    -            376 119132at50557        -            257   7.8e-07   27.4   0.3   3   3      0.16       6.7    4.7   0.0   165   200   294   329   243   351 0.81 -
68325at50557_34720_0:0013d3|STRG.5855.2:605-1832|+    -            376 119132at50557        -            257   7.8e-07   27.4   0.3   1   3      0.88        37    2.3   0.0     9    42    94   127    84   147 0.72 -
68325at50557_34720_0:0013d3|STRG.5855.2:605-1832|+    -            376 119132at50557        -            257   7.8e-07   27.4   0.3   2   3     3e-05    0.0013   16.9   0.0   119   184   150   221   147   238 0.78 -
68325at50557_34720_0:0013d3|STRG.5855.2:605-1832|+    -            376 119132at50557        -            257   7.8e-07   27.4   0.3   3   3      0.16       6.7    4.7   0.0   165   200   294   329   243   351 0.81 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+  -            238 119132at50557        -            257   8.8e-07   27.3   0.0   1   3       1.2        49    1.9   0.0     7    37    10    40     6    46 0.88 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+  -            238 119132at50557        -            257   8.8e-07   27.3   0.0   2   3    0.0023     0.099   10.7   0.0     5    79    68   152    64   160 0.69 -
80377at50557_166361_0:002fc1|STRG.22106.1:434-1147|+  -            238 119132at50557        -            257   8.8e-07   27.3   0.0   3   3    0.0048       0.2    9.7   0.1   121   184   170   232   165   237 0.73 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+ -            326 119132at50557        -            257   1.2e-06   26.9   2.3   1   4   0.00054     0.023   12.8   0.1    83   139    36    98    19   103 0.81 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+ -            326 119132at50557        -            257   1.2e-06   26.9   2.3   2   4       1.4        58    1.7   0.0   120   143   144   166   139   172 0.76 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+ -            326 119132at50557        -            257   1.2e-06   26.9   2.3   3   4      0.12       5.1    5.1   0.0    79   119   220   261   168   288 0.68 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+ -            326 119132at50557        -            257   1.2e-06   26.9   2.3   4   4      0.34        14    3.6   0.0   119   132   313   326   290   326 0.85 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+  -            523 119132at50557        -            257   1.5e-06   26.6   2.4   1   3      0.13       5.3    5.1   0.0   117   133   292   308   249   320 0.88 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+  -            523 119132at50557        -            257   1.5e-06   26.6   2.4   2   3    0.0072       0.3    9.1   0.1    87   144   341   405   336   410 0.81 -
49370at50557_456900_0:00265d|STRG.24170.1:236-1804|+  -            523 119132at50557        -            257   1.5e-06   26.6   2.4   3   3   0.00042     0.018   13.2   0.0    95   143   391   446   379   454 0.79 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 119132at50557        -            257   1.5e-06   26.6   2.4   1   3      0.13       5.3    5.1   0.0   117   133   292   308   249   320 0.88 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 119132at50557        -            257   1.5e-06   26.6   2.4   2   3    0.0072       0.3    9.1   0.1    87   144   341   405   336   410 0.81 -
49370at50557_456900_0:00265d|STRG.24170.2:212-1780|+  -            523 119132at50557        -            257   1.5e-06   26.6   2.4   3   3   0.00042     0.018   13.2   0.0    95   143   391   446   379   454 0.79 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 119132at50557        -            257   1.5e-06   26.6   2.4   1   3      0.13       5.3    5.1   0.0   117   133   292   308   249   320 0.88 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 119132at50557        -            257   1.5e-06   26.6   2.4   2   3    0.0072       0.3    9.1   0.1    87   144   341   405   336   410 0.81 -
49370at50557_456900_0:00265d|STRG.24170.3:0-1568|+    -            523 119132at50557        -            257   1.5e-06   26.6   2.4   3   3   0.00042     0.018   13.2   0.0    95   143   391   446   379   454 0.79 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+     -            315 119132at50557        -            257   1.7e-06   26.3   0.0   1   4     0.099       4.2    5.4   0.0   119   144    35    60     7    70 0.67 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+     -            315 119132at50557        -            257   1.7e-06   26.3   0.0   2   4    0.0012     0.052   11.6   0.0    91   141    86   143    73   149 0.83 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+     -            315 119132at50557        -            257   1.7e-06   26.3   0.0   3   4       5.7   2.4e+02   -0.4   0.0   127   159   169   201   160   236 0.75 -
77772at50557_103372_0:001ea3|STRG.22449.2:0-944|+     -            315 119132at50557        -            257   1.7e-06   26.3   0.0   4   4      0.26        11    4.0   0.0    17   137   254   271   240   306 0.72 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+   -            253 119132at50557        -            257   1.8e-06   26.3   4.2   1   3       1.5        62    1.6   0.0   105   125    48    68    41    72 0.86 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+   -            253 119132at50557        -            257   1.8e-06   26.3   4.2   2   3      0.08       3.4    5.7   0.1    85   136    75   133    72   142 0.78 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+   -            253 119132at50557        -            257   1.8e-06   26.3   4.2   3   3   0.00011    0.0044   15.1   0.1    86   132   199   253   188   253 0.80 -
65618at50557_535359_0:00103e|STRG.17662.1:2-2998|+    -            853 119132at50557        -            257   2.3e-06   25.9   1.5   1   3   5.3e-05    0.0022   16.1   0.2    93   139   467   520   450   529 0.84 -
65618at50557_535359_0:00103e|STRG.17662.1:2-2998|+    -            853 119132at50557        -            257   2.3e-06   25.9   1.5   2   3      0.11       4.5    5.3   0.0    85   141   545   611   540   625 0.73 -
65618at50557_535359_0:00103e|STRG.17662.1:2-2998|+    -            853 119132at50557        -            257   2.3e-06   25.9   1.5   3   3       1.4        60    1.6   0.0    16   101   686   703   655   722 0.68 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+   -            465 119132at50557        -            257   2.4e-06   25.9   5.2   1   4       0.2       8.5    4.4   0.1   120   144   157   181   126   191 0.74 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+   -            465 119132at50557        -            257   2.4e-06   25.9   5.2   2   4      0.87        37    2.3   0.0     4    30   193   220   191   242 0.79 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+   -            465 119132at50557        -            257   2.4e-06   25.9   5.2   3   4   0.00012    0.0053   14.9   0.2    84   139   248   310   243   345 0.76 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+   -            465 119132at50557        -            257   2.4e-06   25.9   5.2   4   4       0.5        21    3.1   0.2   119   179   332   398   323   410 0.64 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+   -            465 119132at50557        -            257   2.4e-06   25.9   5.2   1   4       0.2       8.5    4.4   0.1   120   144   157   181   126   191 0.74 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+   -            465 119132at50557        -            257   2.4e-06   25.9   5.2   2   4      0.87        37    2.3   0.0     4    30   193   220   191   242 0.79 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+   -            465 119132at50557        -            257   2.4e-06   25.9   5.2   3   4   0.00012    0.0053   14.9   0.2    84   139   248   310   243   345 0.76 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+   -            465 119132at50557        -            257   2.4e-06   25.9   5.2   4   4       0.5        21    3.1   0.2   119   179   332   398   323   410 0.64 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+    -            244 119132at50557        -            257   2.5e-06   25.8   2.1   1   3      0.17       7.3    4.6   0.0   116   144    59    87    36    95 0.87 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+    -            244 119132at50557        -            257   2.5e-06   25.8   2.1   2   3     0.058       2.5    6.2   0.0   120   146   106   132    99   138 0.89 -
80377at50557_7070_0:0023da|STRG.5533.2:1706-2437|+    -            244 119132at50557        -            257   2.5e-06   25.8   2.1   3   3   0.00082     0.035   12.2   0.1    85   170   148   236   138   243 0.71 -
43719at50557_456900_0:000a8d|STRG.5392.1:505-2589|+   -            695 119132at50557        -            257   2.7e-06   25.7   0.2   1   2   6.5e-05    0.0027   15.8   0.0    83   138    70   132    62   135 0.84 -
43719at50557_456900_0:000a8d|STRG.5392.1:505-2589|+   -            695 119132at50557        -            257   2.7e-06   25.7   0.2   2   2     0.021      0.89    7.6   0.0   103   143   133   180   130   190 0.82 -
90358at50557_454923_0:000b60|STRG.947.1:12272-12919|+ -            216 119132at50557        -            257   2.9e-06   25.6   0.4   1   1   2.4e-07     1e-05   23.8   0.2    36   121   116   206   100   210 0.79 -
90358at50557_454923_0:000b60|STRG.947.2:11226-11873|+ -            216 119132at50557        -            257   2.9e-06   25.6   0.4   1   1   2.4e-07     1e-05   23.8   0.2    36   121   116   206   100   210 0.79 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+    -            202 119132at50557        -            257     6e-06   24.5   0.0   1   3       5.9   2.5e+02   -0.4   0.0   119   136    20    37    12    49 0.71 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+    -            202 119132at50557        -            257     6e-06   24.5   0.0   2   3    0.0054      0.23    9.5   0.0    96   132    74   117    61   125 0.82 -
31374at50557_116153_0:0023e9|STRG.21446.2:60-665|+    -            202 119132at50557        -            257     6e-06   24.5   0.0   3   3    0.0015     0.063   11.4   0.0   102   141   122   168   120   193 0.83 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+ -            337 119132at50557        -            257   6.1e-06   24.5   2.4   1   3   0.00058     0.024   12.7   0.1    83   139    36    98    19   103 0.81 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+ -            337 119132at50557        -            257   6.1e-06   24.5   2.4   2   3       1.2        52    1.8   0.0   120   143   144   166   138   175 0.75 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+ -            337 119132at50557        -            257   6.1e-06   24.5   2.4   3   3     0.079       3.3    5.7   0.3    79   134   220   283   170   328 0.67 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+ -            337 119132at50557        -            257   6.1e-06   24.5   2.4   1   3   0.00058     0.024   12.7   0.1    83   139    36    98    19   103 0.81 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+ -            337 119132at50557        -            257   6.1e-06   24.5   2.4   2   3       1.2        52    1.8   0.0   120   143   144   166   138   175 0.75 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+ -            337 119132at50557        -            257   6.1e-06   24.5   2.4   3   3     0.079       3.3    5.7   0.3    79   134   220   283   170   328 0.67 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+     -            742 119132at50557        -            257   6.1e-06   24.5   3.0   1   3   0.00082     0.035   12.2   0.0    81   137    29    98    17   110 0.76 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+     -            742 119132at50557        -            257   6.1e-06   24.5   3.0   2   3      0.34        14    3.6   0.1   105   140   174   219   123   251 0.78 -
48126at50557_7004_0:00207c|STRG.16576.1:69-2308|+     -            742 119132at50557        -            257   6.1e-06   24.5   3.0   3   3      0.38        16    3.5   0.0   121   147   621   645   611   654 0.82 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+   -            237 119132at50557        -            257   6.2e-06   24.5   1.2   1   5     0.042       1.8    6.6   0.1   120   184     5    73     1    88 0.74 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+   -            237 119132at50557        -            257   6.2e-06   24.5   1.2   2   5       2.3        97    0.9   0.0   111   138    77   104    67   110 0.76 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+   -            237 119132at50557        -            257   6.2e-06   24.5   1.2   3   5      0.23       9.8    4.2   0.0   115   136   108   129    84   142 0.79 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+   -            237 119132at50557        -            257   6.2e-06   24.5   1.2   4   5      0.13       5.6    5.0   0.1   119   138   162   181   138   190 0.70 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+   -            237 119132at50557        -            257   6.2e-06   24.5   1.2   5   5      0.31        13    3.8   0.0     5    30   198   223   193   231 0.87 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+      -            766 119132at50557        -            257   6.5e-06   24.4   3.1   1   3    0.0009     0.038   12.1   0.0    81   137    17    86     7    97 0.76 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+      -            766 119132at50557        -            257   6.5e-06   24.4   3.1   2   3      0.38        16    3.5   0.2   105   140   198   243   176   307 0.78 -
48126at50557_7004_0:00207c|STRG.16576.2:9-2306|+      -            766 119132at50557        -            257   6.5e-06   24.4   3.1   3   3      0.39        17    3.4   0.0   121   147   645   669   635   678 0.82 -
80377at50557_108931_0:002353|STRG.19738.2:564-1088|+  -            175 119132at50557        -            257   7.4e-06   24.2   2.7   1   2      0.47        20    3.2   0.0   119   136    13    30     8    38 0.84 -
80377at50557_108931_0:002353|STRG.19738.2:564-1088|+  -            175 119132at50557        -            257   7.4e-06   24.2   2.7   2   2   4.3e-05    0.0018   16.4   0.6    82   190    56   166    50   173 0.76 -
48053at50557_121845_0:002b56|STRG.5987.1:7-345|+      -            113 119132at50557        -            257     9e-06   24.0   0.0   1   1   3.2e-07   1.4e-05   23.4   0.0    87   144    22    86    15    90 0.87 -
55830at50557_1049336_0:003627|STRG.11643.1:228-920|+  -            231 119132at50557        -            257   1.3e-05   23.4   0.6   1   2    0.0024       0.1   10.7   0.0    92   141    30    86     3    94 0.76 -
55830at50557_1049336_0:003627|STRG.11643.1:228-920|+  -            231 119132at50557        -            257   1.3e-05   23.4   0.6   2   2     0.009      0.38    8.8   0.5   115   138   206   229   147   231 0.76 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+     -            322 119132at50557        -            257   1.4e-05   23.3   0.1   1   2    0.0076      0.32    9.0   0.0    84   144    20    87    11   108 0.78 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+     -            322 119132at50557        -            257   1.4e-05   23.3   0.1   2   2    0.0012      0.05   11.7   0.0   120   144   158   182   155   219 0.92 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+  -            322 119132at50557        -            257   1.4e-05   23.3   0.1   1   2    0.0076      0.32    9.0   0.0    84   144    24    91    15   112 0.78 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+  -            322 119132at50557        -            257   1.4e-05   23.3   0.1   2   2    0.0012      0.05   11.7   0.0   120   144   162   186   159   223 0.92 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+     -            563 119132at50557        -            257   1.5e-05   23.2   0.1   1   3       1.8        75    1.3   0.0   120   138   271   289   269   310 0.85 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+     -            563 119132at50557        -            257   1.5e-05   23.2   0.1   2   3     0.058       2.5    6.2   0.0   103   136   353   391   322   397 0.81 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+     -            563 119132at50557        -            257   1.5e-05   23.2   0.1   3   3    0.0019     0.078   11.1   0.0    84   145   461   529   409   558 0.78 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+     -            564 119132at50557        -            257   1.6e-05   23.2   0.1   1   3       1.8        75    1.3   0.0   120   138   272   290   270   311 0.85 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+     -            564 119132at50557        -            257   1.6e-05   23.2   0.1   2   3     0.058       2.5    6.2   0.0   103   136   354   392   323   398 0.81 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+     -            564 119132at50557        -            257   1.6e-05   23.2   0.1   3   3    0.0019     0.078   11.1   0.0    84   145   462   530   410   559 0.78 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+  -            258 119132at50557        -            257   2.9e-05   22.3   2.9   1   4   0.00098     0.041   12.0   0.1    88   139     5    61     3    66 0.75 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+  -            258 119132at50557        -            257   2.9e-05   22.3   2.9   2   4   4.3e-05    0.0018   16.4   0.2    84   139    41   103    34   138 0.76 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+  -            258 119132at50557        -            257   2.9e-05   22.3   2.9   3   4      0.18       7.5    4.6   0.2   119   179   125   191   113   203 0.66 -
