#                                                                                                               --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                           accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                   ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
60092at50557_103372_0:00284b|STRG.22910.1:842-2152|+    -            437 60092at50557         -            372    7e-202  668.9   0.0   1   1  1.7e-203  9.9e-202  668.4   0.0     7   371    32   434    24   435 0.94 -
12555at50557_121845_0:00419d|STRG.9716.3:1080-1433|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   2   2     8e-05    0.0046   14.6   0.0    11    65    37    92    36   104 0.89 -
12555at50557_121845_0:00419d|STRG.9716.4:2164-2517|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   1   2   2.8e-09   1.6e-07   29.3   0.1    14    70     7    63     1    65 0.92 -
12555at50557_121845_0:00419d|STRG.9716.4:2164-2517|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   2   2     8e-05    0.0046   14.6   0.0    11    65    37    92    36   104 0.89 -
12555at50557_121845_0:00419d|STRG.9716.5:2174-2527|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   1   2   2.8e-09   1.6e-07   29.3   0.1    14    70     7    63     1    65 0.92 -
12555at50557_121845_0:00419d|STRG.9716.5:2174-2527|+    -            118 60092at50557         -            372     1e-10   39.8   0.2   2   2     8e-05    0.0046   14.6   0.0    11    65    37    92    36   104 0.89 -
117213at50557_77166_0:002bfc|STRG.4410.1:597-1073|+     -            159 60092at50557         -            372     1e-10   39.8   0.0   1   2   3.2e-08   1.8e-06   25.8   0.0    14    85    15    86     3   114 0.83 -
117213at50557_77166_0:002bfc|STRG.4410.1:597-1073|+     -            159 60092at50557         -            372     1e-10   39.8   0.0   2   2    0.0005     0.028   12.0   0.0     9    37   131   159   126   159 0.94 -
12555at50557_29031_0:000522|STRG.3177.1:426-1157|+      -            244 60092at50557         -            372   3.1e-10   38.2   0.1   1   3   0.00018      0.01   13.5   0.0     9    50    73   114    67   119 0.91 -
12555at50557_29031_0:000522|STRG.3177.1:426-1157|+      -            244 60092at50557         -            372   3.1e-10   38.2   0.1   2   3     2e-06   0.00012   19.9   0.1     9    62   163   216   155   225 0.85 -
12555at50557_29031_0:000522|STRG.3177.1:426-1157|+      -            244 60092at50557         -            372   3.1e-10   38.2   0.1   3   3    0.0015     0.086   10.4   0.0    13    53   200   240   197   244 0.89 -
12555at50557_121225_0:000df9|STRG.19182.1:170-838|+     -            223 60092at50557         -            372   4.2e-10   37.8   0.0   1   2   2.6e-05    0.0015   16.2   0.0     8    68    18    78    10    93 0.87 -
12555at50557_121225_0:000df9|STRG.19182.1:170-838|+     -            223 60092at50557         -            372   4.2e-10   37.8   0.0   2   2   2.5e-06   0.00014   19.6   0.0    15    71   151   207   145   219 0.92 -
12555at50557_121225_0:000df9|STRG.19182.2:170-838|+     -            223 60092at50557         -            372   4.2e-10   37.8   0.0   1   2   2.6e-05    0.0015   16.2   0.0     8    68    18    78    10    93 0.87 -
12555at50557_121225_0:000df9|STRG.19182.2:170-838|+     -            223 60092at50557         -            372   4.2e-10   37.8   0.0   2   2   2.5e-06   0.00014   19.6   0.0    15    71   151   207   145   219 0.92 -
12555at50557_121225_0:000df9|STRG.19182.3:170-838|+     -            223 60092at50557         -            372   4.2e-10   37.8   0.0   1   2   2.6e-05    0.0015   16.2   0.0     8    68    18    78    10    93 0.87 -
12555at50557_121225_0:000df9|STRG.19182.3:170-838|+     -            223 60092at50557         -            372   4.2e-10   37.8   0.0   2   2   2.5e-06   0.00014   19.6   0.0    15    71   151   207   145   219 0.92 -
117213at50557_7176_0:0003aa|STRG.13084.1:5-355|+        -            117 60092at50557         -            372   4.5e-10   37.7   0.0   1   2   1.3e-05   0.00072   17.3   0.0    18    79     2    66     1    67 0.87 -
117213at50557_7176_0:0003aa|STRG.13084.1:5-355|+        -            117 60092at50557         -            372   4.5e-10   37.7   0.0   2   2   1.2e-06   7.1e-05   20.6   0.0     9    63    59   113    57   117 0.89 -
117213at50557_136037_0:002e69|STRG.23753.1:593-1012|+   -            140 60092at50557         -            372     8e-10   36.9   0.0   1   2   3.4e-05    0.0019   15.9   0.0    11    73    26    88    17    93 0.85 -
117213at50557_136037_0:002e69|STRG.23753.1:593-1012|+   -            140 60092at50557         -            372     8e-10   36.9   0.0   2   2   5.8e-07   3.3e-05   21.7   0.0     3    52    84   133    82   138 0.91 -
117213at50557_286306_0:002ceb|STRG.18008.1:291-638|+    -            116 60092at50557         -            372   1.5e-09   36.0   0.1   1   2   0.00037     0.021   12.4   0.0    16    71     6    61     1    67 0.87 -
117213at50557_286306_0:002ceb|STRG.18008.1:291-638|+    -            116 60092at50557         -            372   1.5e-09   36.0   0.1   2   2   3.5e-07     2e-05   22.4   0.0     9    55    67   113    62   116 0.93 -
117213at50557_286306_0:002ceb|STRG.18008.2:259-606|+    -            116 60092at50557         -            372   1.5e-09   36.0   0.1   1   2   0.00037     0.021   12.4   0.0    16    71     6    61     1    67 0.87 -
117213at50557_286306_0:002ceb|STRG.18008.2:259-606|+    -            116 60092at50557         -            372   1.5e-09   36.0   0.1   2   2   3.5e-07     2e-05   22.4   0.0     9    55    67   113    62   116 0.93 -
117213at50557_144034_0:001939|STRG.4626.1:393-773|+     -            127 60092at50557         -            372   3.5e-09   34.7   0.0   1   1   1.3e-10   7.4e-09   33.7   0.0     7    70    24    87    18   110 0.93 -
117213at50557_144034_0:001939|STRG.4626.2:350-730|+     -            127 60092at50557         -            372   3.5e-09   34.7   0.0   1   1   1.3e-10   7.4e-09   33.7   0.0     7    70    24    87    18   110 0.93 -
117213at50557_144034_0:001939|STRG.4626.3:204-584|+     -            127 60092at50557         -            372   3.5e-09   34.7   0.0   1   1   1.3e-10   7.4e-09   33.7   0.0     7    70    24    87    18   110 0.93 -
117213at50557_1218281_0:003320|STRG.12462.1:2191-2652|+ -            154 60092at50557         -            372   3.6e-09   34.7   0.0   1   3    0.0016     0.093   10.3   0.0    12    61     3    52     1    56 0.92 -
117213at50557_1218281_0:003320|STRG.12462.1:2191-2652|+ -            154 60092at50557         -            372   3.6e-09   34.7   0.0   2   3   9.5e-05    0.0054   14.4   0.0    13    71    37    97    32   102 0.84 -
117213at50557_1218281_0:003320|STRG.12462.1:2191-2652|+ -            154 60092at50557         -            372   3.6e-09   34.7   0.0   3   3   9.6e-05    0.0055   14.4   0.0    10    58   102   152    99   154 0.84 -
117213at50557_1218281_0:003320|STRG.12462.2:1889-2350|+ -            154 60092at50557         -            372   3.6e-09   34.7   0.0   1   3    0.0016     0.093   10.3   0.0    12    61     3    52     1    56 0.92 -
117213at50557_1218281_0:003320|STRG.12462.2:1889-2350|+ -            154 60092at50557         -            372   3.6e-09   34.7   0.0   2   3   9.5e-05    0.0054   14.4   0.0    13    71    37    97    32   102 0.84 -
117213at50557_1218281_0:003320|STRG.12462.2:1889-2350|+ -            154 60092at50557         -            372   3.6e-09   34.7   0.0   3   3   9.6e-05    0.0055   14.4   0.0    10    58   102   152    99   154 0.84 -
117213at50557_1218281_0:003320|STRG.12462.3:2549-3010|+ -            154 60092at50557         -            372   3.6e-09   34.7   0.0   1   3    0.0016     0.093   10.3   0.0    12    61     3    52     1    56 0.92 -
117213at50557_1218281_0:003320|STRG.12462.3:2549-3010|+ -            154 60092at50557         -            372   3.6e-09   34.7   0.0   2   3   9.5e-05    0.0054   14.4   0.0    13    71    37    97    32   102 0.84 -
117213at50557_1218281_0:003320|STRG.12462.3:2549-3010|+ -            154 60092at50557         -            372   3.6e-09   34.7   0.0   3   3   9.6e-05    0.0055   14.4   0.0    10    58   102   152    99   154 0.84 -
12555at50557_121845_0:00419d|STRG.15738.2:180-605|+     -            142 60092at50557         -            372   9.1e-08   30.1   0.0   1   2      0.81        46    1.5   0.0    31    65     3    37     1    56 0.81 -
12555at50557_121845_0:00419d|STRG.15738.2:180-605|+     -            142 60092at50557         -            372   9.1e-08   30.1   0.0   2   2   1.5e-08   8.6e-07   26.9   0.0    10    71    64   127    53   131 0.88 -
12555at50557_121845_0:00419d|STRG.15738.1:396-824|+     -            143 60092at50557         -            372   9.3e-08   30.1   0.0   1   2      0.82        47    1.4   0.0    31    65     3    37     1    56 0.81 -
12555at50557_121845_0:00419d|STRG.15738.1:396-824|+     -            143 60092at50557         -            372   9.3e-08   30.1   0.0   2   2   1.5e-08   8.8e-07   26.9   0.0    10    71    64   127    53   131 0.88 -
117213at50557_7070_0:000bf2|STRG.19656.1:756-1085|+     -            110 60092at50557         -            372     1e-07   30.0   0.0   1   2   0.00041     0.023   12.3   0.0    11    42    31    62    20    65 0.89 -
117213at50557_7070_0:000bf2|STRG.19656.1:756-1085|+     -            110 60092at50557         -            372     1e-07   30.0   0.0   2   2   1.8e-05     0.001   16.8   0.0    11    55    64   108    60   110 0.93 -
2648at50557_38123_0:000f4f|STRG.22261.2:1004-1825|+     -            274 60092at50557         -            372   6.1e-07   27.4   0.0   1   4   0.00046     0.026   12.1   0.0     8    46    26    64     1    71 0.64 -
2648at50557_38123_0:000f4f|STRG.22261.2:1004-1825|+     -            274 60092at50557         -            372   6.1e-07   27.4   0.0   2   4     0.091       5.2    4.6   0.0    31    58   122   149   113   164 0.87 -
2648at50557_38123_0:000f4f|STRG.22261.2:1004-1825|+     -            274 60092at50557         -            372   6.1e-07   27.4   0.0   3   4      0.14       8.2    3.9   0.0    16    70   177   232   163   234 0.80 -
2648at50557_38123_0:000f4f|STRG.22261.2:1004-1825|+     -            274 60092at50557         -            372   6.1e-07   27.4   0.0   4   4      0.16       9.3    3.7   0.0    14    48   209   243   206   267 0.83 -
2648at50557_38123_0:000f4f|STRG.22261.3:126-947|+       -            274 60092at50557         -            372   6.1e-07   27.4   0.0   1   4   0.00046     0.026   12.1   0.0     8    46    26    64     1    71 0.64 -
2648at50557_38123_0:000f4f|STRG.22261.3:126-947|+       -            274 60092at50557         -            372   6.1e-07   27.4   0.0   2   4     0.091       5.2    4.6   0.0    31    58   122   149   113   164 0.87 -
2648at50557_38123_0:000f4f|STRG.22261.3:126-947|+       -            274 60092at50557         -            372   6.1e-07   27.4   0.0   3   4      0.14       8.2    3.9   0.0    16    70   177   232   163   234 0.80 -
2648at50557_38123_0:000f4f|STRG.22261.3:126-947|+       -            274 60092at50557         -            372   6.1e-07   27.4   0.0   4   4      0.16       9.3    3.7   0.0    14    48   209   243   206   267 0.83 -
12555at50557_37001_0:000625|STRG.10525.1:1363-1848|+    -            162 60092at50557         -            372   6.3e-07   27.3   0.2   1   3     0.045       2.6    5.6   0.0    12    54     5    50     2    67 0.70 -
12555at50557_37001_0:000625|STRG.10525.1:1363-1848|+    -            162 60092at50557         -            372   6.3e-07   27.3   0.2   2   3     0.004      0.23    9.0   0.0    13    47    75   109    69   113 0.83 -
12555at50557_37001_0:000625|STRG.10525.1:1363-1848|+    -            162 60092at50557         -            372   6.3e-07   27.3   0.2   3   3    0.0061      0.35    8.4   0.0     6    45   119   158   114   161 0.88 -
12555at50557_37001_0:000625|STRG.10525.3:1363-1848|+    -            162 60092at50557         -            372   6.3e-07   27.3   0.2   1   3     0.045       2.6    5.6   0.0    12    54     5    50     2    67 0.70 -
12555at50557_37001_0:000625|STRG.10525.3:1363-1848|+    -            162 60092at50557         -            372   6.3e-07   27.3   0.2   2   3     0.004      0.23    9.0   0.0    13    47    75   109    69   113 0.83 -
12555at50557_37001_0:000625|STRG.10525.3:1363-1848|+    -            162 60092at50557         -            372   6.3e-07   27.3   0.2   3   3    0.0061      0.35    8.4   0.0     6    45   119   158   114   161 0.88 -
12555at50557_7004_0:002cc8|STRG.4033.1:2030-2596|+      -            189 60092at50557         -            372     7e-07   27.2   0.1   1   3   0.00024     0.013   13.1   0.0     9    73     8    72     1    84 0.89 -
12555at50557_7004_0:002cc8|STRG.4033.1:2030-2596|+      -            189 60092at50557         -            372     7e-07   27.2   0.1   2   3   0.00067     0.038   11.6   0.0    13    59   115   161   103   177 0.85 -
12555at50557_7004_0:002cc8|STRG.4033.1:2030-2596|+      -            189 60092at50557         -            372     7e-07   27.2   0.1   3   3    0.0088       0.5    7.9   0.0     9    50   144   185   137   188 0.89 -
12555at50557_7004_0:002cc8|STRG.4033.2:1855-2421|+      -            189 60092at50557         -            372     7e-07   27.2   0.1   1   3   0.00024     0.013   13.1   0.0     9    73     8    72     1    84 0.89 -
12555at50557_7004_0:002cc8|STRG.4033.2:1855-2421|+      -            189 60092at50557         -            372     7e-07   27.2   0.1   2   3   0.00067     0.038   11.6   0.0    13    59   115   161   103   177 0.85 -
12555at50557_7004_0:002cc8|STRG.4033.2:1855-2421|+      -            189 60092at50557         -            372     7e-07   27.2   0.1   3   3    0.0088       0.5    7.9   0.0     9    50   144   185   137   188 0.89 -
12555at50557_7004_0:002cc8|STRG.4033.3:1939-2505|+      -            189 60092at50557         -            372     7e-07   27.2   0.1   1   3   0.00024     0.013   13.1   0.0     9    73     8    72     1    84 0.89 -
12555at50557_7004_0:002cc8|STRG.4033.3:1939-2505|+      -            189 60092at50557         -            372     7e-07   27.2   0.1   2   3   0.00067     0.038   11.6   0.0    13    59   115   161   103   177 0.85 -
12555at50557_7004_0:002cc8|STRG.4033.3:1939-2505|+      -            189 60092at50557         -            372     7e-07   27.2   0.1   3   3    0.0088       0.5    7.9   0.0     9    50   144   185   137   188 0.89 -
117213at50557_13249_0:00079a|STRG.22125.1:1415-1792|+   -            126 60092at50557         -            372   8.6e-07   26.9   0.0   1   1     2e-08   1.1e-06   26.5   0.0     3    71    48   116    46   125 0.92 -
117213at50557_13249_0:00079a|STRG.22125.2:927-1304|+    -            126 60092at50557         -            372   8.6e-07   26.9   0.0   1   1     2e-08   1.1e-06   26.5   0.0     3    71    48   116    46   125 0.92 -
117213at50557_13249_0:00079a|STRG.22125.3:923-1300|+    -            126 60092at50557         -            372   8.6e-07   26.9   0.0   1   1     2e-08   1.1e-06   26.5   0.0     3    71    48   116    46   125 0.92 -
117213at50557_13249_0:00079a|STRG.22125.4:615-992|+     -            126 60092at50557         -            372   8.6e-07   26.9   0.0   1   1     2e-08   1.1e-06   26.5   0.0     3    71    48   116    46   125 0.92 -
117213at50557_13249_0:00079a|STRG.22125.5:554-931|+     -            126 60092at50557         -            372   8.6e-07   26.9   0.0   1   1     2e-08   1.1e-06   26.5   0.0     3    71    48   116    46   125 0.92 -
117213at50557_197043_0:000cb8|STRG.9059.2:459-917|+     -            153 60092at50557         -            372   1.3e-06   26.3   0.1   1   2   3.3e-05    0.0019   15.9   0.0     4    62    20    79    16    89 0.85 -
117213at50557_197043_0:000cb8|STRG.9059.2:459-917|+     -            153 60092at50557         -            372   1.3e-06   26.3   0.1   2   2    0.0041      0.23    9.0   0.0     7    57    90   141    84   153 0.80 -
12555at50557_93721_0:0043db|STRG.22985.2:999-1670|+     -            224 60092at50557         -            372   1.3e-06   26.3   0.0   1   3    0.0057      0.33    8.5   0.0     9    71    26    97    16   102 0.74 -
12555at50557_93721_0:0043db|STRG.22985.2:999-1670|+     -            224 60092at50557         -            372   1.3e-06   26.3   0.0   2   3   0.00057     0.032   11.8   0.0    15    71   106   162    99   167 0.91 -
12555at50557_93721_0:0043db|STRG.22985.2:999-1670|+     -            224 60092at50557         -            372   1.3e-06   26.3   0.0   3   3   0.00019     0.011   13.4   0.0    10    71   134   196   125   208 0.85 -
12555at50557_93721_0:0043db|STRG.22985.3:309-980|+      -            224 60092at50557         -            372   1.3e-06   26.3   0.0   1   3    0.0057      0.33    8.5   0.0     9    71    26    97    16   102 0.74 -
12555at50557_93721_0:0043db|STRG.22985.3:309-980|+      -            224 60092at50557         -            372   1.3e-06   26.3   0.0   2   3   0.00057     0.032   11.8   0.0    15    71   106   162    99   167 0.91 -
12555at50557_93721_0:0043db|STRG.22985.3:309-980|+      -            224 60092at50557         -            372   1.3e-06   26.3   0.0   3   3   0.00019     0.011   13.4   0.0    10    71   134   196   125   208 0.85 -
117213at50557_52612_0:0016ab|STRG.12371.1:153-677|+     -            175 60092at50557         -            372   1.7e-06   25.9   0.0   1   3      0.82        47    1.4   0.0     8    44    21    57    17    62 0.90 -
117213at50557_52612_0:0016ab|STRG.12371.1:153-677|+     -            175 60092at50557         -            372   1.7e-06   25.9   0.0   2   3   4.3e-05    0.0025   15.5   0.0    15    70    63   118    57   125 0.91 -
117213at50557_52612_0:0016ab|STRG.12371.1:153-677|+     -            175 60092at50557         -            372   1.7e-06   25.9   0.0   3   3     0.044       2.5    5.6   0.0    13    55   127   169   123   175 0.86 -
117213at50557_52612_0:0016ab|STRG.12371.2:479-1003|+    -            175 60092at50557         -            372   1.7e-06   25.9   0.0   1   3      0.82        47    1.4   0.0     8    44    21    57    17    62 0.90 -
117213at50557_52612_0:0016ab|STRG.12371.2:479-1003|+    -            175 60092at50557         -            372   1.7e-06   25.9   0.0   2   3   4.3e-05    0.0025   15.5   0.0    15    70    63   118    57   125 0.91 -
117213at50557_52612_0:0016ab|STRG.12371.2:479-1003|+    -            175 60092at50557         -            372   1.7e-06   25.9   0.0   3   3     0.044       2.5    5.6   0.0    13    55   127   169   123   175 0.86 -
117213at50557_286706_0:002864|STRG.18443.1:6-350|+      -            115 60092at50557         -            372   2.2e-06   25.6   0.1   1   2   3.9e-06   0.00022   18.9   0.0    15    72    29    86    15    92 0.91 -
117213at50557_286706_0:002864|STRG.18443.1:6-350|+      -            115 60092at50557         -            372   2.2e-06   25.6   0.1   2   2    0.0012     0.071   10.7   0.0    11    43    58    90    56   105 0.85 -
117213at50557_286706_0:002864|STRG.12222.1:5229-5573|+  -            115 60092at50557         -            372   2.4e-06   25.4   0.0   1   2   4.2e-07   2.4e-05   22.1   0.0     6    70    17    81    12    83 0.90 -
117213at50557_286706_0:002864|STRG.12222.1:5229-5573|+  -            115 60092at50557         -            372   2.4e-06   25.4   0.0   2   2     0.014      0.79    7.3   0.0    16    59    60   103    55   112 0.87 -
57156at50557_88501_0:0026b0|STRG.3929.1:954-2297|+      -            448 60092at50557         -            372   3.3e-06   24.9   0.0   1   3       4.2   2.4e+02   -0.9   0.0    12    37   187   212   183   218 0.83 -
57156at50557_88501_0:0026b0|STRG.3929.1:954-2297|+      -            448 60092at50557         -            372   3.3e-06   24.9   0.0   2   3     0.013      0.71    7.4   0.0    18    79   229   290   220   294 0.82 -
57156at50557_88501_0:0026b0|STRG.3929.1:954-2297|+      -            448 60092at50557         -            372   3.3e-06   24.9   0.0   3   3   0.00013    0.0077   13.9   0.0     6    59   301   355   296   374 0.88 -
57156at50557_88501_0:0026b0|STRG.3929.2:0-1343|+        -            448 60092at50557         -            372   3.3e-06   24.9   0.0   1   3       4.2   2.4e+02   -0.9   0.0    12    37   187   212   183   218 0.83 -
57156at50557_88501_0:0026b0|STRG.3929.2:0-1343|+        -            448 60092at50557         -            372   3.3e-06   24.9   0.0   2   3     0.013      0.71    7.4   0.0    18    79   229   290   220   294 0.82 -
57156at50557_88501_0:0026b0|STRG.3929.2:0-1343|+        -            448 60092at50557         -            372   3.3e-06   24.9   0.0   3   3   0.00013    0.0077   13.9   0.0     6    59   301   355   296   374 0.88 -
117213at50557_7539_0:002eaf|STRG.21599.1:228-716|+      -            163 60092at50557         -            372   3.6e-06   24.9   0.1   1   3   0.00081     0.046   11.3   0.0    12    71    21    80    15    91 0.91 -
117213at50557_7539_0:002eaf|STRG.21599.1:228-716|+      -            163 60092at50557         -            372   3.6e-06   24.9   0.1   2   3     0.023       1.3    6.5   0.0     9    58    51   100    50   110 0.90 -
117213at50557_7539_0:002eaf|STRG.21599.1:228-716|+      -            163 60092at50557         -            372   3.6e-06   24.9   0.1   3   3   0.00097     0.055   11.1   0.1     8    46   114   152   104   161 0.89 -
117213at50557_83485_0:001635|STRG.13503.1:884-1213|+    -            110 60092at50557         -            372   3.7e-06   24.8   0.0   1   1   8.1e-08   4.6e-06   24.5   0.0     7    70    34    97    28   101 0.88 -
117213at50557_83485_0:001635|STRG.13503.2:3852-4181|+   -            110 60092at50557         -            372   3.7e-06   24.8   0.0   1   1   8.1e-08   4.6e-06   24.5   0.0     7    70    34    97    28   101 0.88 -
117213at50557_83485_0:001635|STRG.13503.3:3536-3865|+   -            110 60092at50557         -            372   3.7e-06   24.8   0.0   1   1   8.1e-08   4.6e-06   24.5   0.0     7    70    34    97    28   101 0.88 -
117213at50557_83485_0:001635|STRG.13503.4:3252-3581|+   -            110 60092at50557         -            372   3.7e-06   24.8   0.0   1   1   8.1e-08   4.6e-06   24.5   0.0     7    70    34    97    28   101 0.88 -
117213at50557_123851_0:000030|STRG.1376.1:1454-1807|+   -            118 60092at50557         -            372   8.6e-06   23.6   0.0   1   2     1e-06   5.9e-05   20.8   0.0     9    79    22    91    11   100 0.82 -
117213at50557_123851_0:000030|STRG.1376.1:1454-1807|+   -            118 60092at50557         -            372   8.6e-06   23.6   0.0   2   2      0.15       8.8    3.8   0.0     4    39    83   118    80   118 0.85 -
117213at50557_123851_0:000030|STRG.1376.2:389-742|+     -            118 60092at50557         -            372   8.6e-06   23.6   0.0   1   2     1e-06   5.9e-05   20.8   0.0     9    79    22    91    11   100 0.82 -
117213at50557_123851_0:000030|STRG.1376.2:389-742|+     -            118 60092at50557         -            372   8.6e-06   23.6   0.0   2   2      0.15       8.8    3.8   0.0     4    39    83   118    80   118 0.85 -
117213at50557_123851_0:000030|STRG.1376.3:346-699|+     -            118 60092at50557         -            372   8.6e-06   23.6   0.0   1   2     1e-06   5.9e-05   20.8   0.0     9    79    22    91    11   100 0.82 -
117213at50557_123851_0:000030|STRG.1376.3:346-699|+     -            118 60092at50557         -            372   8.6e-06   23.6   0.0   2   2      0.15       8.8    3.8   0.0     4    39    83   118    80   118 0.85 -
117213at50557_123851_0:000030|STRG.1376.4:1473-1826|+   -            118 60092at50557         -            372   8.6e-06   23.6   0.0   1   2     1e-06   5.9e-05   20.8   0.0     9    79    22    91    11   100 0.82 -
117213at50557_123851_0:000030|STRG.1376.4:1473-1826|+   -            118 60092at50557         -            372   8.6e-06   23.6   0.0   2   2      0.15       8.8    3.8   0.0     4    39    83   118    80   118 0.85 -
63888at50557_64793_0:0029eb|STRG.19731.1:0-1220|+       -            407 60092at50557         -            372   9.8e-06   23.4   0.1   1   2    0.0084      0.48    8.0   0.0    10    44    38    72    27    77 0.85 -
63888at50557_64793_0:0029eb|STRG.19731.1:0-1220|+       -            407 60092at50557         -            372   9.8e-06   23.4   0.1   2   2   0.00014    0.0081   13.8   0.1    13    69    75   131    71   139 0.89 -
117213at50557_307491_0:00388d|STRG.12115.3:179-592|+    -            138 60092at50557         -            372   1.6e-05   22.7   0.1   1   2   4.2e-06   0.00024   18.9   0.1    10    60    29    79    19    93 0.86 -
117213at50557_307491_0:00388d|STRG.12115.3:179-592|+    -            138 60092at50557         -            372   1.6e-05   22.7   0.1   2   2      0.74        42    1.6   0.0    35    54   117   136   109   137 0.87 -
117213at50557_224129_0:001d71|STRG.12115.1:152-451|+    -            100 60092at50557         -            372   1.8e-05   22.6   0.2   1   2      0.32        19    2.8   0.1    10    47     7    45     5    48 0.73 -
117213at50557_224129_0:001d71|STRG.12115.1:152-451|+    -            100 60092at50557         -            372   1.8e-05   22.6   0.2   2   2   2.6e-06   0.00015   19.5   0.1    10    60    41    91    32   100 0.88 -
117213at50557_224129_0:001d71|STRG.12115.2:402-701|+    -            100 60092at50557         -            372   1.8e-05   22.6   0.2   1   2      0.32        19    2.8   0.1    10    47     7    45     5    48 0.73 -
117213at50557_224129_0:001d71|STRG.12115.2:402-701|+    -            100 60092at50557         -            372   1.8e-05   22.6   0.2   2   2   2.6e-06   0.00015   19.5   0.1    10    60    41    91    32   100 0.88 -
117213at50557_224129_0:001d71|STRG.12115.4:493-792|+    -            100 60092at50557         -            372   1.8e-05   22.6   0.2   1   2      0.32        19    2.8   0.1    10    47     7    45     5    48 0.73 -
117213at50557_224129_0:001d71|STRG.12115.4:493-792|+    -            100 60092at50557         -            372   1.8e-05   22.6   0.2   2   2   2.6e-06   0.00015   19.5   0.1    10    60    41    91    32   100 0.88 -
117213at50557_224129_0:001d71|STRG.12115.5:21-320|+     -            100 60092at50557         -            372   1.8e-05   22.6   0.2   1   2      0.32        19    2.8   0.1    10    47     7    45     5    48 0.73 -
117213at50557_224129_0:001d71|STRG.12115.5:21-320|+     -            100 60092at50557         -            372   1.8e-05   22.6   0.2   2   2   2.6e-06   0.00015   19.5   0.1    10    60    41    91    32   100 0.88 -
12555at50557_7536_0:00436b|STRG.4357.1:75-563|+         -            163 60092at50557         -            372   3.8e-05   21.5   0.0   1   1   8.9e-07     5e-05   21.1   0.0    13    65    71   125    61   140 0.85 -
63888at50557_38123_0:0035d7|STRG.18227.1:261-551|+      -             97 60092at50557         -            372     4e-05   21.4   0.0   1   1   1.1e-06   6.4e-05   20.7   0.0    12    70    19    77     8    96 0.84 -
63888at50557_38123_0:0035d7|STRG.18227.2:553-843|+      -             97 60092at50557         -            372     4e-05   21.4   0.0   1   1   1.1e-06   6.4e-05   20.7   0.0    12    70    19    77     8    96 0.84 -
12555at50557_378494_0:000ae9|STRG.24247.1:3014-3361|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   1   2   8.4e-05    0.0048   14.6   0.0    10    70    20    83    11    85 0.81 -
12555at50557_378494_0:000ae9|STRG.24247.1:3014-3361|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   2   2    0.0026      0.15    9.7   0.0    14    57    60   103    53   115 0.85 -
12555at50557_378494_0:000ae9|STRG.24247.2:5406-5753|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   1   2   8.4e-05    0.0048   14.6   0.0    10    70    20    83    11    85 0.81 -
12555at50557_378494_0:000ae9|STRG.24247.2:5406-5753|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   2   2    0.0026      0.15    9.7   0.0    14    57    60   103    53   115 0.85 -
12555at50557_378494_0:000ae9|STRG.24247.3:4285-4632|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   1   2   8.4e-05    0.0048   14.6   0.0    10    70    20    83    11    85 0.81 -
12555at50557_378494_0:000ae9|STRG.24247.3:4285-4632|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   2   2    0.0026      0.15    9.7   0.0    14    57    60   103    53   115 0.85 -
12555at50557_378494_0:000ae9|STRG.24247.4:5089-5436|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   1   2   8.4e-05    0.0048   14.6   0.0    10    70    20    83    11    85 0.81 -
12555at50557_378494_0:000ae9|STRG.24247.4:5089-5436|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   2   2    0.0026      0.15    9.7   0.0    14    57    60   103    53   115 0.85 -
12555at50557_378494_0:000ae9|STRG.24247.5:2429-2776|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   1   2   8.4e-05    0.0048   14.6   0.0    10    70    20    83    11    85 0.81 -
12555at50557_378494_0:000ae9|STRG.24247.5:2429-2776|+   -            116 60092at50557         -            372   0.00011   20.0   0.3   2   2    0.0026      0.15    9.7   0.0    14    57    60   103    53   115 0.85 -
117213at50557_103372_0:0001d1|STRG.698.3:0-638|+        -            213 60092at50557         -            372   0.00012   19.8   0.0   1   2   5.4e-06   0.00031   18.5   0.0    10    70    78   138    68   154 0.89 -
117213at50557_103372_0:0001d1|STRG.698.3:0-638|+        -            213 60092at50557         -            372   0.00012   19.8   0.0   2   2       5.2     3e+02   -1.2   0.0     9    39   143   174   135   189 0.72 -
117213at50557_103372_0:0001d1|STRG.698.1:57-701|+       -            215 60092at50557         -            372   0.00012   19.8   0.0   1   2   4.5e-06   0.00025   18.8   0.0    10    70    80   140    70   165 0.87 -
