#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
48053at50557_121845_0:002b56|STRG.5987.1:7-345|+       -            113 48053at50557         -            417   1.1e-57  194.5   0.0   1   1   2.7e-59   1.3e-57  194.3   0.0   281   377     7   113     3   113 0.94 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 48053at50557         -            417     2e-05   22.4   0.5   2   3    0.0012     0.056   11.0   0.0   283   379   159   268   142   290 0.69 -
48053at50557_13249_0:0016bb|STRG.8571.1:698-1672|+     -            325 48053at50557         -            417     2e-05   22.4   0.5   3   3       2.5   1.2e+02    0.1   0.0   274   310   285   321   280   323 0.82 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 48053at50557         -            417     2e-05   22.4   0.5   1   3     0.011      0.51    7.9   0.0   298   343    90   143    61   153 0.67 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 48053at50557         -            417     2e-05   22.4   0.5   2   3    0.0012     0.056   11.0   0.0   283   379   159   268   142   290 0.69 -
48053at50557_13249_0:0016bb|STRG.8571.2:606-1580|+     -            325 48053at50557         -            417     2e-05   22.4   0.5   3   3       2.5   1.2e+02    0.1   0.0   274   310   285   321   280   323 0.82 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 48053at50557         -            417   2.1e-05   22.3   1.8   1   4       1.2        58    1.1   0.1   299   315   117   133   105   146 0.72 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 48053at50557         -            417   2.1e-05   22.3   1.8   2   4       0.5        24    2.4   0.0   284   342   145   205   139   297 0.56 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 48053at50557         -            417   2.1e-05   22.3   1.8   3   4       1.2        57    1.1   0.0   296   322   495   521   487   548 0.73 -
13553at50557_34720_0:0020c1|STRG.13054.1:0-2663|+      -            888 48053at50557         -            417   2.1e-05   22.3   1.8   4   4   0.00085      0.04   11.5   0.0   208   248   550   594   543   600 0.89 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+    -            226 48053at50557         -            417   2.2e-05   22.2   0.0   1   3     0.015      0.73    7.3   0.0   312   362    40    92    26   114 0.81 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+    -            226 48053at50557         -            417   2.2e-05   22.2   0.0   2   3      0.94        44    1.5   0.0   218   248   123   157   106   163 0.74 -
77772at50557_88501_0:001deb|STRG.22449.1:697-1374|+    -            226 48053at50557         -            417   2.2e-05   22.2   0.0   3   3   0.00099     0.047   11.3   0.0   296   345   145   199   130   212 0.52 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 48053at50557         -            417   2.4e-05   22.1   5.5   1   3       2.4   1.1e+02    0.1   0.0   217   247     4    37     1    48 0.76 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 48053at50557         -            417   2.4e-05   22.1   5.5   2   3   0.00091     0.043   11.4   1.3   182   278    60   160    21   161 0.70 -
40115at50557_2015173_0:000ce2|STRG.14884.1:18-776|+    -            253 48053at50557         -            417   2.4e-05   22.1   5.5   3   3     6e-05    0.0028   15.3   0.2   189   254   152   219   139   235 0.79 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+    -            117 48053at50557         -            417   2.7e-05   21.9   0.1   1   2    0.0094      0.44    8.1   0.0   187   231    11    55     3    60 0.86 -
49370at50557_1155016_0:000d9f|STRG.8651.1:315-665|+    -            117 48053at50557         -            417   2.7e-05   21.9   0.1   2   2   0.00039     0.018   12.6   0.0   193   243    60   114    53   117 0.82 -
43121at50557_103372_0:001d6c|STRG.22490.1:761-2358|+   -            510 48053at50557         -            417   2.7e-05   21.9   0.1   1   1   3.3e-06   0.00016   19.4   0.1   283   416   218   375   208   376 0.75 -
43121at50557_103372_0:001d6c|STRG.22490.2:0-1529|+     -            510 48053at50557         -            417   2.7e-05   21.9   0.1   1   1   3.3e-06   0.00016   19.4   0.1   283   416   218   375   208   376 0.75 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 48053at50557         -            417   3.1e-05   21.8   8.3   1   4       0.2       9.4    3.7   0.1   290   330    99   140    39   166 0.84 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 48053at50557         -            417   3.1e-05   21.8   8.3   2   4      0.78        37    1.7   0.0   289   340   360   417   300   429 0.62 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 48053at50557         -            417   3.1e-05   21.8   8.3   3   4    0.0026      0.12    9.9   1.0   177   249   428   508   409   515 0.63 -
33043at50557_136037_0:0027b0|STRG.17540.1:51-1817|+    -            589 48053at50557         -            417   3.1e-05   21.8   8.3   4   4    0.0074      0.35    8.4   0.0   282   341   522   589   510   589 0.76 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 48053at50557         -            417   3.8e-05   21.4   1.1   1   3    0.0055      0.26    8.8   0.1   293   349    38    99    25   106 0.69 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 48053at50557         -            417   3.8e-05   21.4   1.1   2   3      0.05       2.3    5.7   0.0   319   349   134   163   124   192 0.79 -
40115at50557_103372_0:0021d6|STRG.21207.1:4323-5300|+  -            326 48053at50557         -            417   3.8e-05   21.4   1.1   3   3       0.3        14    3.1   0.0   329   353   226   250   218   326 0.64 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 48053at50557         -            417   3.9e-05   21.4   1.8   1   4      0.35        16    2.9   0.0   282   314   145   177   134   188 0.84 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 48053at50557         -            417   3.9e-05   21.4   1.8   2   4    0.0011     0.053   11.1   0.0   185   248   193   263   177   266 0.72 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 48053at50557         -            417   3.9e-05   21.4   1.8   3   4   0.00093     0.044   11.4   0.1   192   250   245   307   240   317 0.82 -
55830at50557_103372_0:000f54|STRG.16786.1:86-1480|+    -            465 48053at50557         -            417   3.9e-05   21.4   1.8   4   4       1.7        82    0.6   0.0   278   313   413   450   375   459 0.76 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 48053at50557         -            417   3.9e-05   21.4   1.8   1   4      0.35        16    2.9   0.0   282   314   145   177   134   188 0.84 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 48053at50557         -            417   3.9e-05   21.4   1.8   2   4    0.0011     0.053   11.1   0.0   185   248   193   263   177   266 0.72 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 48053at50557         -            417   3.9e-05   21.4   1.8   3   4   0.00093     0.044   11.4   0.1   192   250   245   307   240   317 0.82 -
55830at50557_103372_0:000f54|STRG.16786.2:86-1565|+    -            465 48053at50557         -            417   3.9e-05   21.4   1.8   4   4       1.7        82    0.6   0.0   278   313   413   450   375   459 0.76 -
69548at50557_116153_0:002191|STRG.8782.1:477-1175|+    -            233 48053at50557         -            417   4.7e-05   21.2   0.1   1   2       1.2        58    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.8782.1:477-1175|+    -            233 48053at50557         -            417   4.7e-05   21.2   0.1   2   2     1e-05   0.00047   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.8782.2:504-1202|+    -            233 48053at50557         -            417   4.7e-05   21.2   0.1   1   2       1.2        58    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.8782.2:504-1202|+    -            233 48053at50557         -            417   4.7e-05   21.2   0.1   2   2     1e-05   0.00047   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+    -            233 48053at50557         -            417   4.7e-05   21.2   0.1   1   2       1.2        58    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.8782.3:648-1346|+    -            233 48053at50557         -            417   4.7e-05   21.2   0.1   2   2     1e-05   0.00047   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+   -            233 48053at50557         -            417   4.7e-05   21.2   0.1   1   2       1.2        58    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.8782.4:1005-1703|+   -            233 48053at50557         -            417   4.7e-05   21.2   0.1   2   2     1e-05   0.00047   17.8   0.0   293   379   130   231   114   233 0.66 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+    -            233 48053at50557         -            417   4.7e-05   21.2   0.1   1   2       1.2        58    1.1   0.0   325   344    78    96    70   110 0.78 -
69548at50557_116153_0:002191|STRG.8782.5:555-1253|+    -            233 48053at50557         -            417   4.7e-05   21.2   0.1   2   2     1e-05   0.00047   17.8   0.0   293   379   130   231   114   233 0.66 -
76755at50557_30069_0:002299|STRG.10781.1:156-752|+     -            199 48053at50557         -            417   4.9e-05   21.1   0.0   1   1   1.3e-06   6.3e-05   20.7   0.0   282   375     3   111     1   128 0.70 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 48053at50557         -            417     6e-05   20.8   0.4   1   3    0.0057      0.27    8.8   0.1   293   349    38    99    24   106 0.69 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 48053at50557         -            417     6e-05   20.8   0.4   2   3     0.052       2.4    5.6   0.0   319   349   134   163   124   192 0.79 -
40115at50557_103372_0:0021d6|STRG.21207.3:4656-5666|+  -            337 48053at50557         -            417     6e-05   20.8   0.4   3   3      0.58        27    2.2   0.0   329   353   226   250   218   286 0.82 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 48053at50557         -            417     6e-05   20.8   0.4   1   3    0.0057      0.27    8.8   0.1   293   349    38    99    24   106 0.69 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 48053at50557         -            417     6e-05   20.8   0.4   2   3     0.052       2.4    5.6   0.0   319   349   134   163   124   192 0.79 -
40115at50557_103372_0:0021d6|STRG.21207.4:3363-4373|+  -            337 48053at50557         -            417     6e-05   20.8   0.4   3   3      0.58        27    2.2   0.0   329   353   226   250   218   286 0.82 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 48053at50557         -            417   6.4e-05   20.7   0.4   1   3       2.5   1.2e+02    0.0   0.0   294   308     5    19     1    25 0.60 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 48053at50557         -            417   6.4e-05   20.7   0.4   2   3    0.0015     0.072   10.7   0.0   287   359    47   129    39   158 0.67 -
76755at50557_315563_0:0012ae|STRG.9463.2:625-3362|+    -            237 48053at50557         -            417   6.4e-05   20.7   0.4   3   3     0.042         2    5.9   0.0   328   380   162   221   153   227 0.54 -
57752at50557_219809_0:0011a2|STRG.21207.2:108-851|+    -            248 48053at50557         -            417   9.8e-05   20.1   0.2   1   3     0.011      0.53    7.8   0.1   297   349     2    60     1    67 0.68 -
57752at50557_219809_0:0011a2|STRG.21207.2:108-851|+    -            248 48053at50557         -            417   9.8e-05   20.1   0.2   2   3     0.034       1.6    6.2   0.0   319   350    95   125    87   154 0.78 -
57752at50557_219809_0:0011a2|STRG.21207.2:108-851|+    -            248 48053at50557         -            417   9.8e-05   20.1   0.2   3   3      0.43        20    2.6   0.0   329   352   187   210   179   233 0.81 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 48053at50557         -            417    0.0001   20.0   0.9   1   3     0.012      0.57    7.7   0.0   319   416   551   666   537   667 0.61 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 48053at50557         -            417    0.0001   20.0   0.9   2   3       2.3   1.1e+02    0.2   0.0   282   312   684   715   679   770 0.57 -
12735at50557_34720_0:000d5c|STRG.14437.2:197-3085|+    -            963 48053at50557         -            417    0.0001   20.0   0.9   3   3     0.041       1.9    5.9   0.1   299   344   796   850   789   879 0.66 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 48053at50557         -            417    0.0001   20.0   0.2   1   3     0.046       2.2    5.8   0.0   219   345   252   287   234   318 0.63 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 48053at50557         -            417    0.0001   20.0   0.2   2   3       0.1       4.8    4.7   0.1   203   246   426   474   405   484 0.77 -
37700at50557_34720_0:0020a5|STRG.18914.2:1-1689|+      -            563 48053at50557         -            417    0.0001   20.0   0.2   3   3     0.095       4.5    4.7   0.0   282   319   492   529   484   537 0.81 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 48053at50557         -            417   0.00011   20.0   0.2   1   3     0.046       2.2    5.8   0.0   219   345   253   288   235   319 0.63 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 48053at50557         -            417   0.00011   20.0   0.2   2   3       0.1       4.8    4.7   0.1   203   246   427   475   406   485 0.77 -
37700at50557_34720_0:0020a5|STRG.18914.1:1-1692|+      -            564 48053at50557         -            417   0.00011   20.0   0.2   3   3     0.096       4.5    4.7   0.0   282   319   493   530   485   538 0.81 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 48053at50557         -            417   0.00012   19.8   0.9   1   3     0.013       0.6    7.6   0.0   319   416   592   707   578   708 0.61 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 48053at50557         -            417   0.00012   19.8   0.9   2   3       2.4   1.1e+02    0.1   0.0   282   312   725   756   720   811 0.57 -
12735at50557_34720_0:000d5c|STRG.14437.1:197-3208|+    -           1004 48053at50557         -            417   0.00012   19.8   0.9   3   3     0.043         2    5.9   0.1   299   344   837   891   830   920 0.66 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 48053at50557         -            417   0.00012   19.8   0.2   1   3       1.5        70    0.8   0.0   218   252     5    43     4    68 0.84 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 48053at50557         -            417   0.00012   19.8   0.2   2   3   0.00024     0.011   13.3   0.1   238   378    71   213    25   231 0.66 -
71739at50557_103372_0:00145d|STRG.16633.2:104-1069|+   -            322 48053at50557         -            417   0.00012   19.8   0.2   3   3       1.5        71    0.8   0.0   286   307   293   314   275   319 0.84 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 48053at50557         -            417   0.00014   19.6   2.4   1   2    0.0013     0.063   10.8   0.5   299   392    38   141    23   165 0.65 -
22030at50557_286306_0:001c8f|STRG.12469.5:229-2510|+   -            695 48053at50557         -            417   0.00014   19.6   2.4   2   2     0.014      0.66    7.5   0.1   188   261   160   244   133   270 0.61 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 48053at50557         -            417   0.00014   19.6   2.5   1   2    0.0012     0.058   11.0   0.7   299   392    38   141    21   166 0.65 -
22030at50557_286306_0:001c8f|STRG.12469.3:229-2330|+   -            681 48053at50557         -            417   0.00014   19.6   2.5   2   2     0.014      0.64    7.5   0.1   188   261   160   244   133   270 0.61 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 48053at50557         -            417   0.00015   19.5   0.2   1   3       2.1     1e+02    0.3   0.0   218   251     1    38     1    52 0.82 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 48053at50557         -            417   0.00015   19.5   0.2   2   3   0.00037     0.017   12.7   0.1   291   377   118   208    59   226 0.59 -
71739at50557_103372_0:00145d|STRG.16633.1:0-965|+      -            322 48053at50557         -            417   0.00015   19.5   0.2   3   3       1.5        69    0.8   0.0   286   308   289   311   272   316 0.85 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 48053at50557         -            417   0.00015   19.5   2.5   1   2    0.0014     0.065   10.8   0.6   299   392    38   141    23   165 0.65 -
22030at50557_286306_0:001c8f|STRG.12469.4:229-2435|+   -            704 48053at50557         -            417   0.00015   19.5   2.5   2   2     0.012      0.55    7.7   0.1   188   262   160   245   133   310 0.68 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 48053at50557         -            417   0.00015   19.5   3.0   1   3    0.0021       0.1   10.2   0.2   307   414    23   140     8   143 0.57 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 48053at50557         -            417   0.00015   19.5   3.0   2   3    0.0014     0.066   10.8   0.6   317   392    77   153    37   178 0.65 -
22030at50557_411798_0:00363d|STRG.12469.1:597-2746|+   -            691 48053at50557         -            417   0.00015   19.5   3.0   3   3     0.015      0.69    7.4   0.1   194   261   180   256   150   283 0.60 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+    -            238 48053at50557         -            417   0.00015   19.4   0.2   1   2   0.00015    0.0072   13.9   0.1   290   416     8   155     6   156 0.65 -
25500at50557_121845_0:000041|STRG.2667.1:325-1038|+    -            238 48053at50557         -            417   0.00015   19.4   0.2   2   2    0.0068      0.32    8.5   0.0   285   345   135   205   127   211 0.67 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 48053at50557         -            417   0.00017   19.3   0.3   1   3    0.0043       0.2    9.2   0.1   272   311    47    87     1   104 0.85 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 48053at50557         -            417   0.00017   19.3   0.3   2   3      0.11       5.3    4.5   0.0   317   346   124   153   111   160 0.79 -
69548at50557_609295_0:0005e7|STRG.6601.2:310-1152|+    -            281 48053at50557         -            417   0.00017   19.3   0.3   3   3       2.8   1.3e+02   -0.1   0.0   321   342   228   249   208   276 0.57 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+       -            256 48053at50557         -            417   0.00017   19.3   0.5   1   3      0.17       7.9    3.9   0.0   317   351     9    43     4    46 0.84 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+       -            256 48053at50557         -            417   0.00017   19.3   0.5   2   3    0.0055      0.26    8.8   0.0   191   247    58   118    44   198 0.87 -
80377at50557_30019_0:0008bb|STRG.1919.1:27-794|+       -            256 48053at50557         -            417   0.00017   19.3   0.5   3   3      0.32        15    3.0   0.1   296   317   233   254   219   256 0.76 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 48053at50557         -            417   0.00018   19.2   2.6   1   3    0.0013     0.061   10.9   0.6   299   392    38   141    21   166 0.65 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 48053at50557         -            417   0.00018   19.2   2.6   2   3   0.00072     0.034   11.7   1.7   196   356    77   239    75   273 0.76 -
22030at50557_286306_0:001c8f|STRG.12469.2:229-2436|+   -            724 48053at50557         -            417   0.00018   19.2   2.6   3   3     0.013       0.6    7.6   0.1   194   262   168   245   135   310 0.68 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+   -            258 48053at50557         -            417   0.00021   19.0   1.0   1   2   0.00012    0.0059   14.2   0.1   189   250    35   100    10   114 0.78 -
55830at50557_103372_0:000f54|STRG.16786.3:703-1476|+   -            258 48053at50557         -            417   0.00021   19.0   1.0   2   2      0.67        32    1.9   0.0   278   313   206   243   165   252 0.74 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 48053at50557         -            417   0.00023   18.9   0.1   1   3      0.77        36    1.8   0.0   319   349    57    87    40    94 0.84 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 48053at50557         -            417   0.00023   18.9   0.1   2   3   0.00045     0.021   12.4   0.0   292   351   108   179    95   188 0.63 -
80377at50557_217634_0:002edc|STRG.4716.2:696-1577|+    -            294 48053at50557         -            417   0.00023   18.9   0.1   3   3       3.3   1.5e+02   -0.3   0.0   196   234   243   281   237   291 0.83 -
25500at50557_13686_0:0020f5|STRG.18788.1:208-2013|+    -            602 48053at50557         -            417   0.00028   18.6   0.5   1   4      0.18       8.3    3.9   0.0   284   312    63    91    49   102 0.81 -
25500at50557_13686_0:0020f5|STRG.18788.1:208-2013|+    -            602 48053at50557         -            417   0.00028   18.6   0.5   2   4      0.18       8.3    3.9   0.0   279   343   189   262   179   272 0.67 -
25500at50557_13686_0:0020f5|STRG.18788.1:208-2013|+    -            602 48053at50557         -            417   0.00028   18.6   0.5   3   4     0.099       4.6    4.7   0.0   213   251   309   351   303   360 0.85 -
25500at50557_13686_0:0020f5|STRG.18788.1:208-2013|+    -            602 48053at50557         -            417   0.00028   18.6   0.5   4   4       4.9   2.3e+02   -0.9   0.0   236   247   544   555   458   599 0.68 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 48053at50557         -            417   0.00031   18.5   0.3   1   3    0.0053      0.25    8.9   0.1   272   310    52    91    13    99 0.87 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 48053at50557         -            417   0.00031   18.5   0.3   2   3     0.089       4.2    4.8   0.0   316   347   128   159   108   175 0.81 -
69548at50557_609295_0:0005e7|STRG.6601.1:207-1064|+    -            286 48053at50557         -            417   0.00031   18.5   0.3   3   3       2.9   1.4e+02   -0.1   0.0   321   342   233   254   213   281 0.57 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 48053at50557         -            417   0.00051   17.7   0.2   1   3       1.1        50    1.3   0.0   319   349   134   164   118   171 0.84 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 48053at50557         -            417   0.00051   17.7   0.2   2   3   0.00061     0.029   12.0   0.0   292   351   185   256   172   268 0.63 -
80377at50557_7159_0:002188|STRG.4716.1:576-1679|+      -            368 48053at50557         -            417   0.00051   17.7   0.2   3   3       5.8   2.7e+02   -1.1   0.0   196   234   320   358   315   364 0.84 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 48053at50557         -            417   0.00051   17.7   0.2   1   3       1.1        50    1.3   0.0   319   349   134   164   118   171 0.84 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 48053at50557         -            417   0.00051   17.7   0.2   2   3   0.00061     0.029   12.0   0.0   292   351   185   256   172   268 0.63 -
80377at50557_7159_0:002188|STRG.4716.3:177-1280|+      -            368 48053at50557         -            417   0.00051   17.7   0.2   3   3       5.8   2.7e+02   -1.1   0.0   196   234   320   358   315   364 0.84 -
55830at50557_168631_0:000573|STRG.14598.1:1003-1902|+  -            300 48053at50557         -            417   0.00074   17.2   0.2   1   2    0.0015     0.069   10.7   0.0   293   411    17   156     9   162 0.64 -
55830at50557_168631_0:000573|STRG.14598.1:1003-1902|+  -            300 48053at50557         -            417   0.00074   17.2   0.2   2   2      0.14       6.5    4.2   0.0   268   308   176   216   134   226 0.82 -
78072at50557_7038_0:0021a3|STRG.3821.1:789-1637|+      -            283 48053at50557         -            417   0.00082   17.1   0.0   1   1   5.6e-05    0.0026   15.4   0.0   278   381    46   161    35   185 0.65 -
78072at50557_7038_0:0021a3|STRG.3821.3:789-1637|+      -            283 48053at50557         -            417   0.00082   17.1   0.0   1   1   5.6e-05    0.0026   15.4   0.0   278   381    46   161    35   185 0.65 -
78072at50557_7038_0:0021a3|STRG.3821.4:180-1028|+      -            283 48053at50557         -            417   0.00082   17.1   0.0   1   1   5.6e-05    0.0026   15.4   0.0   278   381    46   161    35   185 0.65 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+   -            262 48053at50557         -            417   0.00084   17.0   0.0   1   3       0.3        14    3.1   0.0   319   399     3    98     1   113 0.69 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+   -            262 48053at50557         -            417   0.00084   17.0   0.0   2   3      0.41        19    2.6   0.0   236   251   160   175   150   187 0.66 -
40115at50557_29031_0:00277e|STRG.10782.1:1463-2248|+   -            262 48053at50557         -            417   0.00084   17.0   0.0   3   3     0.016      0.77    7.3   0.0   189   248   196   259   177   261 0.73 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+   -            262 48053at50557         -            417   0.00084   17.0   0.0   1   3       0.3        14    3.1   0.0   319   399     3    98     1   113 0.69 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+   -            262 48053at50557         -            417   0.00084   17.0   0.0   2   3      0.41        19    2.6   0.0   236   251   160   175   150   187 0.66 -
40115at50557_29031_0:00277e|STRG.10782.2:1463-2248|+   -            262 48053at50557         -            417   0.00084   17.0   0.0   3   3     0.016      0.77    7.3   0.0   189   248   196   259   177   261 0.73 -
74508at50557_7394_0:0023c7|STRG.12630.1:259-1134|+     -            292 48053at50557         -            417    0.0011   16.7   0.2   1   3         4   1.9e+02   -0.6   0.0   327   343    23    39     8   102 0.57 -
74508at50557_7394_0:0023c7|STRG.12630.1:259-1134|+     -            292 48053at50557         -            417    0.0011   16.7   0.2   2   3      0.14       6.5    4.2   0.0   297   346   109   162    99   173 0.56 -
74508at50557_7394_0:0023c7|STRG.12630.1:259-1134|+     -            292 48053at50557         -            417    0.0011   16.7   0.2   3   3    0.0057      0.27    8.8   0.0   285   330   235   287   215   291 0.68 -
78072at50557_38123_0:00214a|STRG.10160.1:105-854|+     -            250 48053at50557         -            417    0.0012   16.5   0.1   1   2   0.00032     0.015   12.9   0.0   312   385     9    84     4    96 0.79 -
78072at50557_38123_0:00214a|STRG.10160.1:105-854|+     -            250 48053at50557         -            417    0.0012   16.5   0.1   2   2       1.3        61    1.0   0.0   248   265    97   114    91   126 0.86 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+     -            210 48053at50557         -            417     0.002   15.8   0.0   1   2     0.001     0.047   11.3   0.0   326   416    27   127    10   128 0.68 -
25500at50557_121845_0:000041|STRG.2667.2:143-772|+     -            210 48053at50557         -            417     0.002   15.8   0.0   2   2     0.006      0.28    8.7   0.0   285   345   107   177   104   185 0.67 -
80377at50557_7237_0:001b62|STRG.10128.1:716-1573|+     -            286 48053at50557         -            417    0.0022   15.7   0.1   1   2   0.00021    0.0097   13.5   0.0   285   343     2    67     1    71 0.81 -
80377at50557_7237_0:001b62|STRG.10128.1:716-1573|+     -            286 48053at50557         -            417    0.0022   15.7   0.1   2   2       8.1   3.8e+02   -1.6   0.0   306   342   214   251   194   265 0.68 -
31374at50557_217634_0:002f47|STRG.21444.1:33-227|+     -             65 48053at50557         -            417    0.0024   15.5   0.1   1   2       4.1   1.9e+02   -0.6   0.0   332   341     3    12     1    24 0.65 -
31374at50557_217634_0:002f47|STRG.21444.1:33-227|+     -             65 48053at50557         -            417    0.0024   15.5   0.1   2   2   0.00012    0.0058   14.3   0.0   280   315    28    63    21    65 0.86 -
43719at50557_456900_0:000a8d|STRG.5392.1:505-2589|+    -            695 48053at50557         -            417    0.0028   15.3   0.0   1   1   0.00014    0.0065   14.1   0.0   328   380   113   168    96   185 0.87 -
43719at50557_456900_0:000a8d|STRG.5392.2:130-1978|+    -            590 48053at50557         -            417    0.0028   15.3   0.0   1   1   0.00014    0.0068   14.0   0.0   329   380     9    63     3    80 0.88 -
68957at50557_103372_0:001943|STRG.1387.1:0-1295|+      -            432 48053at50557         -            417    0.0034   15.0   0.3   1   3       1.1        54    1.2   0.0   319   341   157   179   104   201 0.64 -
68957at50557_103372_0:001943|STRG.1387.1:0-1295|+      -            432 48053at50557         -            417    0.0034   15.0   0.3   2   3     0.013      0.61    7.6   0.0   293   318   208   233   198   272 0.67 -
68957at50557_103372_0:001943|STRG.1387.1:0-1295|+      -            432 48053at50557         -            417    0.0034   15.0   0.3   3   3      0.87        41    1.6   0.0   317   347   367   397   358   405 0.78 -
