#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
966at50557_51655_0:00313f|STRG.4410.1:1579-2010|+     -            144 966at50557           -           1751   6.6e-49  162.7   0.8   1   1   4.9e-50   7.7e-49  162.5   0.8  1641  1745     1   118     1   122 0.92 -
107216at50557_7004_0:001b36|STRG.21902.1:4305-4868|+  -            188 966at50557           -           1751    0.0022   11.8   0.1   2   2   0.00029    0.0045   10.8   0.0   739   812    50   123    34   129 0.76 -
107216at50557_7004_0:001b36|STRG.21902.2:6-569|+      -            188 966at50557           -           1751    0.0022   11.8   0.1   1   2       2.8        44   -2.4   0.0   673   691     8    26     5    29 0.85 -
107216at50557_7004_0:001b36|STRG.21902.2:6-569|+      -            188 966at50557           -           1751    0.0022   11.8   0.1   2   2   0.00029    0.0045   10.8   0.0   739   812    50   123    34   129 0.76 -
25718at50557_38123_0:002c3f|STRG.17467.2:162-845|+    -            228 966at50557           -           1751    0.0077   10.0   0.1   1   1     0.002     0.031    8.0   0.0   336   383   138   186   127   209 0.74 -
107216at50557_110193_0:000c8b|STRG.5046.1:122-628|+   -            169 966at50557           -           1751    0.0084    9.9   0.0   1   1   0.00066      0.01    9.6   0.0   748   853    51   159    43   166 0.77 -
107216at50557_110193_0:000c8b|STRG.5046.2:122-628|+   -            169 966at50557           -           1751    0.0084    9.9   0.0   1   1   0.00066      0.01    9.6   0.0   748   853    51   159    43   166 0.77 -
107216at50557_110193_0:000c8b|STRG.5046.3:59-565|+    -            169 966at50557           -           1751    0.0084    9.9   0.0   1   1   0.00066      0.01    9.6   0.0   748   853    51   159    43   166 0.77 -
107216at50557_110193_0:000c8b|STRG.5046.4:12-518|+    -            169 966at50557           -           1751    0.0084    9.9   0.0   1   1   0.00066      0.01    9.6   0.0   748   853    51   159    43   166 0.77 -
42648at50557_69319_0:0001f2|STRG.6572.1:672-1490|+    -            273 966at50557           -           1751      0.01    9.6   9.7   1   2     0.071       1.1    2.8   2.7   361   489    51   176    35   176 0.73 -
42648at50557_69319_0:0001f2|STRG.6572.1:672-1490|+    -            273 966at50557           -           1751      0.01    9.6   9.7   2   2   0.00026    0.0041   10.9   7.0   396   510   130   259   126   264 0.70 -
42648at50557_69319_0:0001f2|STRG.6572.2:674-1492|+    -            273 966at50557           -           1751      0.01    9.6   9.7   1   2     0.071       1.1    2.8   2.7   361   489    51   176    35   176 0.73 -
42648at50557_69319_0:0001f2|STRG.6572.2:674-1492|+    -            273 966at50557           -           1751      0.01    9.6   9.7   2   2   0.00026    0.0041   10.9   7.0   396   510   130   259   126   264 0.70 -
107216at50557_7029_0:005ca6|STRG.8716.1:134-796|+     -            221 966at50557           -           1751     0.019    8.7   0.4   1   1     0.011      0.17    5.5   0.4   676   826     4   153     1   176 0.56 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/966at50557.hmm
# Target file:     annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/rerun_results/966at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/966at50557.hmm annotation_analysis/annotation_gca/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/rerun_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 22:56:18 2024
# [ok]
