#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
31374at50557_103372_0:0017b9|STRG.4407.1:91-2046|+    -            652 31374at50557         -            569  2.2e-289  959.7  17.0   1   1  1.3e-289  3.8e-288  955.5  17.0     1   569     4   647     4   647 0.93 -
69548at50557_116153_0:002191|STRG.7657.1:477-1175|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   1   2   6.1e-19   1.8e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.7657.1:477-1175|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   2   2      0.56        17    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.7657.2:504-1202|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   1   2   6.1e-19   1.8e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.7657.2:504-1202|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   2   2      0.56        17    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.7657.3:621-1319|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   1   2   6.1e-19   1.8e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.7657.3:621-1319|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   2   2      0.56        17    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.7657.4:658-1356|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   1   2   6.1e-19   1.8e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.7657.4:658-1356|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   2   2      0.56        17    2.6   0.0   385   416   201   233   196   233 0.65 -
69548at50557_116153_0:002191|STRG.7657.5:685-1383|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   1   2   6.1e-19   1.8e-17   61.9   0.2   341   462    59   193    54   208 0.83 -
69548at50557_116153_0:002191|STRG.7657.5:685-1383|+   -            233 31374at50557         -            569   1.5e-18   65.5   0.7   2   2      0.56        17    2.6   0.0   385   416   201   233   196   233 0.65 -
37700at50557_34720_0:0020a5|STRG.16230.2:1-1689|+     -            563 31374at50557         -            569   2.2e-18   64.9   2.7   1   3   3.7e-05    0.0011   16.4   0.1   340   416   249   336   224   342 0.71 -
37700at50557_34720_0:0020a5|STRG.16230.2:1-1689|+     -            563 31374at50557         -            569   2.2e-18   64.9   2.7   2   3     0.015      0.43    7.8   0.1   341   378   356   391   347   399 0.84 -
37700at50557_34720_0:0020a5|STRG.16230.2:1-1689|+     -            563 31374at50557         -            569   2.2e-18   64.9   2.7   3   3   1.2e-11   3.6e-10   37.8   0.0   350   455   450   559   432   562 0.88 -
37700at50557_34720_0:0020a5|STRG.16230.1:1-1692|+     -            564 31374at50557         -            569   2.2e-18   64.9   2.7   1   3   3.7e-05    0.0011   16.4   0.1   340   416   250   337   225   343 0.71 -
37700at50557_34720_0:0020a5|STRG.16230.1:1-1692|+     -            564 31374at50557         -            569   2.2e-18   64.9   2.7   2   3     0.015      0.43    7.8   0.1   341   378   357   392   348   400 0.84 -
37700at50557_34720_0:0020a5|STRG.16230.1:1-1692|+     -            564 31374at50557         -            569   2.2e-18   64.9   2.7   3   3   1.2e-11   3.6e-10   37.8   0.0   350   455   451   560   433   563 0.88 -
58729at50557_103372_0:00194e|STRG.1262.1:152-1723|+   -            524 31374at50557         -            569   2.6e-18   64.7   0.2   1   1   1.8e-19   5.3e-18   63.7   0.2   348   533    81   277    40   288 0.86 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 31374at50557         -            569   4.3e-18   64.0   9.1   1   4     0.093       2.8    5.2   0.0   387   430     8    50     2    53 0.71 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 31374at50557         -            569   4.3e-18   64.0   9.1   2   4   6.3e-14   1.9e-12   45.3   2.3   375   462    52   140    50   149 0.91 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 31374at50557         -            569   4.3e-18   64.0   9.1   3   4   2.6e-09   7.8e-08   30.1   0.6   343   442   105   214   103   244 0.84 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 31374at50557         -            569   4.3e-18   64.0   9.1   4   4     0.045       1.3    6.2   0.5   366   413   236   284   230   287 0.80 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 31374at50557         -            569   4.3e-18   64.0   9.1   1   4     0.093       2.8    5.2   0.0   387   430     8    50     2    53 0.71 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 31374at50557         -            569   4.3e-18   64.0   9.1   2   4   6.3e-14   1.9e-12   45.3   2.3   375   462    52   140    50   149 0.91 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 31374at50557         -            569   4.3e-18   64.0   9.1   3   4   2.6e-09   7.8e-08   30.1   0.6   343   442   105   214   103   244 0.84 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 31374at50557         -            569   4.3e-18   64.0   9.1   4   4     0.045       1.3    6.2   0.5   366   413   236   284   230   287 0.80 -
25500at50557_121845_0:000041|STRG.2360.1:143-772|+    -            210 31374at50557         -            569   4.5e-18   63.9   5.3   1   2   1.1e-15   3.3e-14   51.1   0.8   336   461     3   131     1   142 0.88 -
25500at50557_121845_0:000041|STRG.2360.1:143-772|+    -            210 31374at50557         -            569   4.5e-18   63.9   5.3   2   2   8.4e-07   2.5e-05   21.8   0.3   346   416   100   173   100   179 0.67 -
80377at50557_38123_0:002ff9|STRG.10016.2:517-1626|+   -            370 31374at50557         -            569   8.6e-18   63.0   4.4   1   3     5e-06   0.00015   19.3   0.1   392   462     9    79     1    83 0.76 -
80377at50557_38123_0:002ff9|STRG.10016.2:517-1626|+   -            370 31374at50557         -            569   8.6e-18   63.0   4.4   2   3   6.2e-12   1.9e-10   38.8   0.0   340   417    83   160    79   169 0.95 -
80377at50557_38123_0:002ff9|STRG.10016.2:517-1626|+   -            370 31374at50557         -            569   8.6e-18   63.0   4.4   3   3      0.14       4.2    4.6   0.0   344   374   339   368   302   370 0.61 -
40115at50557_411798_0:002bfa|STRG.13519.1:1086-1871|+ -            262 31374at50557         -            569     6e-17   60.2   5.0   1   2    0.0011     0.034   11.5   0.3   415   487     3    80     1    88 0.78 -
40115at50557_411798_0:002bfa|STRG.13519.1:1086-1871|+ -            262 31374at50557         -            569     6e-17   60.2   5.0   2   2   2.5e-15   7.5e-14   50.0   0.7   387   531   103   262    93   262 0.80 -
33043at50557_136037_0:0027b0|STRG.15064.1:317-2083|+  -            589 31374at50557         -            569   1.6e-16   58.7   9.3   1   3     0.027      0.81    6.9   0.1   486   537    66   121    23   132 0.55 -
33043at50557_136037_0:0027b0|STRG.15064.1:317-2083|+  -            589 31374at50557         -            569   1.6e-16   58.7   9.3   2   3     0.011      0.33    8.2   0.0   490   541   335   386   327   406 0.71 -
33043at50557_136037_0:0027b0|STRG.15064.1:317-2083|+  -            589 31374at50557         -            569   1.6e-16   58.7   9.3   3   3   1.2e-09   3.6e-08   31.2   0.1   343   458   474   589   468   589 0.92 -
80377at50557_7070_0:0023da|STRG.4830.1:1378-2109|+    -            244 31374at50557         -            569   4.9e-16   57.2   5.6   1   2   3.6e-09   1.1e-07   29.7   2.8   353   461    53   163    45   168 0.85 -
80377at50557_7070_0:0023da|STRG.4830.1:1378-2109|+    -            244 31374at50557         -            569   4.9e-16   57.2   5.6   2   2     1e-08     3e-07   28.2   0.0   381   456   168   242   164   244 0.92 -
78072at50557_43151_0:001a65|STRG.9442.2:156-980|+     -            275 31374at50557         -            569   8.2e-16   56.4   7.1   1   2   2.3e-13   6.7e-12   43.5   1.1   345   460     2   124     1   150 0.80 -
78072at50557_43151_0:001a65|STRG.9442.2:156-980|+     -            275 31374at50557         -            569   8.2e-16   56.4   7.1   2   2   3.8e-05    0.0011   16.4   0.5   335   417   186   274   162   275 0.80 -
55830at50557_103372_0:000f54|STRG.14404.1:134-1528|+  -            465 31374at50557         -            569   1.5e-15   55.6  11.2   1   4   0.00016    0.0047   14.3   0.0   492   536   127   174   112   183 0.80 -
55830at50557_103372_0:000f54|STRG.14404.1:134-1528|+  -            465 31374at50557         -            569   1.5e-15   55.6  11.2   2   4         1        31    1.7   0.0   505   527   192   214   188   225 0.87 -
55830at50557_103372_0:000f54|STRG.14404.1:134-1528|+  -            465 31374at50557         -            569   1.5e-15   55.6  11.2   3   4   4.8e-13   1.4e-11   42.5   0.0   341   463   228   350   217   356 0.88 -
55830at50557_103372_0:000f54|STRG.14404.1:134-1528|+  -            465 31374at50557         -            569   1.5e-15   55.6  11.2   4   4      0.82        24    2.0   0.0   441   462   379   400   363   440 0.75 -
80377at50557_104688_0:000c4b|STRG.19312.1:200-751|+   -            184 31374at50557         -            569     2e-15   55.2   2.7   1   2    0.0075      0.22    8.8   0.1   503   534    34    65     6    72 0.81 -
80377at50557_104688_0:000c4b|STRG.19312.1:200-751|+   -            184 31374at50557         -            569     2e-15   55.2   2.7   2   2   6.3e-14   1.9e-12   45.4   0.6   378   466    82   170    79   178 0.94 -
80377at50557_104688_0:000c4b|STRG.19312.2:200-751|+   -            184 31374at50557         -            569     2e-15   55.2   2.7   1   2    0.0075      0.22    8.8   0.1   503   534    34    65     6    72 0.81 -
80377at50557_104688_0:000c4b|STRG.19312.2:200-751|+   -            184 31374at50557         -            569     2e-15   55.2   2.7   2   2   6.3e-14   1.9e-12   45.4   0.6   378   466    82   170    79   178 0.94 -
42371at50557_34720_0:000328|STRG.5128.3:104-1165|+    -            354 31374at50557         -            569   3.7e-15   54.3   3.3   1   2   1.5e-07   4.4e-06   24.3   0.1   384   453    29   103    24   124 0.79 -
42371at50557_34720_0:000328|STRG.5128.3:104-1165|+    -            354 31374at50557         -            569   3.7e-15   54.3   3.3   2   2   3.2e-09   9.4e-08   29.8   0.6   349   459   209   323   199   329 0.83 -
69548at50557_103372_0:0010c7|STRG.11797.2:794-2122|+  -            443 31374at50557         -            569   4.5e-15   54.0  14.8   1   3   8.6e-08   2.5e-06   25.1   5.7   361   462   141   248   131   252 0.87 -
69548at50557_103372_0:0010c7|STRG.11797.2:794-2122|+  -            443 31374at50557         -            569   4.5e-15   54.0  14.8   2   3       0.1       3.1    5.0   0.1   423   460   273   309   256   322 0.56 -
69548at50557_103372_0:0010c7|STRG.11797.2:794-2122|+  -            443 31374at50557         -            569   4.5e-15   54.0  14.8   3   3   8.1e-09   2.4e-07   28.5   0.2   350   459   324   437   312   442 0.85 -
69548at50557_103372_0:0010c7|STRG.11797.3:781-2109|+  -            443 31374at50557         -            569   4.5e-15   54.0  14.8   1   3   8.6e-08   2.5e-06   25.1   5.7   361   462   141   248   131   252 0.87 -
69548at50557_103372_0:0010c7|STRG.11797.3:781-2109|+  -            443 31374at50557         -            569   4.5e-15   54.0  14.8   2   3       0.1       3.1    5.0   0.1   423   460   273   309   256   322 0.56 -
69548at50557_103372_0:0010c7|STRG.11797.3:781-2109|+  -            443 31374at50557         -            569   4.5e-15   54.0  14.8   3   3   8.1e-09   2.4e-07   28.5   0.2   350   459   324   437   312   442 0.85 -
69548at50557_103372_0:0010c7|STRG.11797.4:390-1718|+  -            443 31374at50557         -            569   4.5e-15   54.0  14.8   1   3   8.6e-08   2.5e-06   25.1   5.7   361   462   141   248   131   252 0.87 -
69548at50557_103372_0:0010c7|STRG.11797.4:390-1718|+  -            443 31374at50557         -            569   4.5e-15   54.0  14.8   2   3       0.1       3.1    5.0   0.1   423   460   273   309   256   322 0.56 -
69548at50557_103372_0:0010c7|STRG.11797.4:390-1718|+  -            443 31374at50557         -            569   4.5e-15   54.0  14.8   3   3   8.1e-09   2.4e-07   28.5   0.2   350   459   324   437   312   442 0.85 -
69548at50557_103372_0:0010c7|STRG.11797.5:1125-2453|+ -            443 31374at50557         -            569   4.5e-15   54.0  14.8   1   3   8.6e-08   2.5e-06   25.1   5.7   361   462   141   248   131   252 0.87 -
69548at50557_103372_0:0010c7|STRG.11797.5:1125-2453|+ -            443 31374at50557         -            569   4.5e-15   54.0  14.8   2   3       0.1       3.1    5.0   0.1   423   460   273   309   256   322 0.56 -
69548at50557_103372_0:0010c7|STRG.11797.5:1125-2453|+ -            443 31374at50557         -            569   4.5e-15   54.0  14.8   3   3   8.1e-09   2.4e-07   28.5   0.2   350   459   324   437   312   442 0.85 -
80377at50557_319348_0:0016a3|STRG.10462.1:1691-2449|+ -            253 31374at50557         -            569   6.8e-15   53.4   1.5   1   3       2.4        72    0.5   0.0   505   534    16    45     7    52 0.85 -
80377at50557_319348_0:0016a3|STRG.10462.1:1691-2449|+ -            253 31374at50557         -            569   6.8e-15   53.4   1.5   2   3   3.3e-10   9.9e-09   33.1   0.1   349   465    61   176    47   181 0.90 -
80377at50557_319348_0:0016a3|STRG.10462.1:1691-2449|+ -            253 31374at50557         -            569   6.8e-15   53.4   1.5   3   3   1.4e-05   0.00041   17.8   0.1   388   459   182   252   176   253 0.85 -
80377at50557_319348_0:0016a3|STRG.10462.2:1434-2192|+ -            253 31374at50557         -            569   6.8e-15   53.4   1.5   1   3       2.4        72    0.5   0.0   505   534    16    45     7    52 0.85 -
80377at50557_319348_0:0016a3|STRG.10462.2:1434-2192|+ -            253 31374at50557         -            569   6.8e-15   53.4   1.5   2   3   3.3e-10   9.9e-09   33.1   0.1   349   465    61   176    47   181 0.90 -
80377at50557_319348_0:0016a3|STRG.10462.2:1434-2192|+ -            253 31374at50557         -            569   6.8e-15   53.4   1.5   3   3   1.4e-05   0.00041   17.8   0.1   388   459   182   252   176   253 0.85 -
80377at50557_319348_0:0016a3|STRG.10462.3:1688-2446|+ -            253 31374at50557         -            569   6.8e-15   53.4   1.5   1   3       2.4        72    0.5   0.0   505   534    16    45     7    52 0.85 -
80377at50557_319348_0:0016a3|STRG.10462.3:1688-2446|+ -            253 31374at50557         -            569   6.8e-15   53.4   1.5   2   3   3.3e-10   9.9e-09   33.1   0.1   349   465    61   176    47   181 0.90 -
80377at50557_319348_0:0016a3|STRG.10462.3:1688-2446|+ -            253 31374at50557         -            569   6.8e-15   53.4   1.5   3   3   1.4e-05   0.00041   17.8   0.1   388   459   182   252   176   253 0.85 -
69548at50557_609295_0:0005e7|STRG.5745.1:282-1139|+   -            286 31374at50557         -            569   1.2e-14   52.6   4.9   1   2   2.5e-09   7.5e-08   30.2   1.4   386   541    12   163    10   188 0.77 -
69548at50557_609295_0:0005e7|STRG.5745.1:282-1139|+   -            286 31374at50557         -            569   1.2e-14   52.6   4.9   2   2   1.2e-06   3.5e-05   21.3   0.1   367   440   200   278   168   282 0.80 -
22030at50557_7536_0:0040ec|STRG.18366.1:813-1154|+    -            114 31374at50557         -            569   1.4e-14   52.4   0.0   1   1   5.6e-16   1.6e-14   52.1   0.0   353   460     6   113     2   114 0.97 -
22030at50557_7536_0:0040ec|STRG.18366.2:813-1154|+    -            114 31374at50557         -            569   1.4e-14   52.4   0.0   1   1   5.6e-16   1.6e-14   52.1   0.0   353   460     6   113     2   114 0.97 -
42371at50557_520822_0:00190c|STRG.5128.2:529-2349|+   -            607 31374at50557         -            569   2.3e-14   51.7   4.9   1   3       5.3   1.6e+02   -0.6   0.1     8    67    78   139    69   157 0.76 -
42371at50557_520822_0:00190c|STRG.5128.2:529-2349|+   -            607 31374at50557         -            569   2.3e-14   51.7   4.9   2   3     3e-07   8.8e-06   23.3   0.0   384   453   282   356   277   386 0.79 -
42371at50557_520822_0:00190c|STRG.5128.2:529-2349|+   -            607 31374at50557         -            569   2.3e-14   51.7   4.9   3   3   9.1e-09   2.7e-07   28.3   0.6   349   458   462   575   453   581 0.82 -
42371at50557_520822_0:00190c|STRG.5128.1:529-2352|+   -            608 31374at50557         -            569   2.3e-14   51.7   4.9   1   3       5.3   1.6e+02   -0.6   0.1     8    67    78   139    69   157 0.76 -
42371at50557_520822_0:00190c|STRG.5128.1:529-2352|+   -            608 31374at50557         -            569   2.3e-14   51.7   4.9   2   3     3e-07   8.8e-06   23.3   0.0   384   453   283   357   278   387 0.79 -
42371at50557_520822_0:00190c|STRG.5128.1:529-2352|+   -            608 31374at50557         -            569   2.3e-14   51.7   4.9   3   3   9.1e-09   2.7e-07   28.3   0.6   349   458   463   576   454   582 0.82 -
25500at50557_121845_0:000041|STRG.2360.2:637-1350|+   -            238 31374at50557         -            569   2.7e-14   51.4   2.7   1   2       6.4   1.9e+02   -0.9   0.0   515   539     8    32     6    39 0.79 -
25500at50557_121845_0:000041|STRG.2360.2:637-1350|+   -            238 31374at50557         -            569   2.7e-14   51.4   2.7   2   2   1.7e-15     5e-14   50.5   1.3   335   461    30   159    22   170 0.88 -
80377at50557_39758_0:001a6c|STRG.10459.1:1812-2582|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   1   3       2.7        81    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.10459.1:1812-2582|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   2   3   1.2e-09   3.5e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.10459.1:1812-2582|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   3   3   1.3e-05   0.00039   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.10459.2:1699-2469|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   1   3       2.7        81    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.10459.2:1699-2469|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   2   3   1.2e-09   3.5e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.10459.2:1699-2469|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   3   3   1.3e-05   0.00039   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.10459.3:1812-2582|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   1   3       2.7        81    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.10459.3:1812-2582|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   2   3   1.2e-09   3.5e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.10459.3:1812-2582|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   3   3   1.3e-05   0.00039   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.10459.4:1815-2585|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   1   3       2.7        81    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.10459.4:1815-2585|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   2   3   1.2e-09   3.5e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.10459.4:1815-2585|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   3   3   1.3e-05   0.00039   17.9   0.1   388   459   186   256   180   257 0.86 -
80377at50557_39758_0:001a6c|STRG.10459.5:1809-2579|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   1   3       2.7        81    0.3   0.0   505   534    20    49    10    58 0.85 -
80377at50557_39758_0:001a6c|STRG.10459.5:1809-2579|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   2   3   1.2e-09   3.5e-08   31.3   0.1   349   461    65   176    51   188 0.87 -
80377at50557_39758_0:001a6c|STRG.10459.5:1809-2579|+  -            257 31374at50557         -            569     3e-14   51.3   1.7   3   3   1.3e-05   0.00039   17.9   0.1   388   459   186   256   180   257 0.86 -
49370at50557_1155016_0:000d9f|STRG.7543.1:315-665|+   -            117 31374at50557         -            569     3e-14   51.3   0.2   1   2    0.0047      0.14    9.5   0.0   386   420     2    36     1    41 0.89 -
49370at50557_1155016_0:000d9f|STRG.7543.1:315-665|+   -            117 31374at50557         -            569     3e-14   51.3   0.2   2   2     2e-12   5.8e-11   40.4   0.2   338   415    38   116    35   117 0.91 -
80377at50557_441921_0:001bfd|STRG.10462.4:1676-2401|+ -            242 31374at50557         -            569   5.4e-14   50.4   1.2   1   3       2.1        63    0.7   0.0   505   534    12    41     4    51 0.85 -
80377at50557_441921_0:001bfd|STRG.10462.4:1676-2401|+ -            242 31374at50557         -            569   5.4e-14   50.4   1.2   2   3     3e-10     9e-09   33.2   0.1   349   466    57   173    46   178 0.90 -
80377at50557_441921_0:001bfd|STRG.10462.4:1676-2401|+ -            242 31374at50557         -            569   5.4e-14   50.4   1.2   3   3   0.00015    0.0045   14.4   0.1   388   453   178   242   172   242 0.85 -
80377at50557_39758_0:001a6c|STRG.1228.1:561-1322|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   1   3       2.1        63    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.1228.1:561-1322|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   2   3   1.8e-09   5.4e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.1228.1:561-1322|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   3   3   1.6e-05   0.00046   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.1228.2:753-1514|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   1   3       2.1        63    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.1228.2:753-1514|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   2   3   1.8e-09   5.4e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.1228.2:753-1514|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   3   3   1.6e-05   0.00046   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.1228.3:537-1298|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   1   3       2.1        63    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.1228.3:537-1298|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   2   3   1.8e-09   5.4e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.1228.3:537-1298|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   3   3   1.6e-05   0.00046   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_39758_0:001a6c|STRG.1228.4:534-1295|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   1   3       2.1        63    0.7   0.0   505   534    17    46     8    57 0.85 -
80377at50557_39758_0:001a6c|STRG.1228.4:534-1295|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   2   3   1.8e-09   5.4e-08   30.6   0.2   349   464    62   176    49   182 0.88 -
80377at50557_39758_0:001a6c|STRG.1228.4:534-1295|+    -            254 31374at50557         -            569   6.1e-14   50.3   2.2   3   3   1.6e-05   0.00046   17.6   0.1   388   459   183   253   176   254 0.85 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   1   3   9.5e-09   2.8e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   2   3   9.8e-10   2.9e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.8067.1:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   3   3     0.099       2.9    5.1   0.0   357   406   225   279   217   287 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   1   3   9.5e-09   2.8e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   2   3   9.8e-10   2.9e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.8067.2:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   3   3     0.099       2.9    5.1   0.0   357   406   225   279   217   287 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   1   3   9.5e-09   2.8e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   2   3   9.8e-10   2.9e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.8067.3:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   3   3     0.099       2.9    5.1   0.0   357   406   225   279   217   287 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   1   3   9.5e-09   2.8e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   2   3   9.8e-10   2.9e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.8067.4:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   3   3     0.099       2.9    5.1   0.0   357   406   225   279   217   287 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   1   3   9.5e-09   2.8e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   2   3   9.8e-10   2.9e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.8067.5:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   3   3     0.099       2.9    5.1   0.0   357   406   225   279   217   287 0.83 -
80377at50557_37344_0:0017d3|STRG.8067.6:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   1   3   9.5e-09   2.8e-07   28.3   0.8   343   466     7   149     2   159 0.78 -
80377at50557_37344_0:0017d3|STRG.8067.6:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   2   3   9.8e-10   2.9e-08   31.5   0.3   352   476    74   217    61   223 0.80 -
80377at50557_37344_0:0017d3|STRG.8067.6:893-1852|+    -            320 31374at50557         -            569   7.6e-14   49.9   5.5   3   3     0.099       2.9    5.1   0.0   357   406   225   279   217   287 0.83 -
76755at50557_315563_0:0012ae|STRG.8238.1:625-3362|+   -            237 31374at50557         -            569   1.9e-13   48.6   2.6   1   3    0.0019     0.056   10.8   0.1   404   464     5    72     1    76 0.79 -
76755at50557_315563_0:0012ae|STRG.8238.1:625-3362|+   -            237 31374at50557         -            569   1.9e-13   48.6   2.6   2   3     0.014      0.42    7.9   0.1   501   537    78   114    70   123 0.86 -
