#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
23620at50557_34720_0:0012cc|STRG.4221.1:102-2786|+    -            844 23620at50557         -            502  6.3e-248  822.6  11.3   1   1  4.1e-248  1.7e-246  817.9  11.3     1   501   220   827   220   828 0.91 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   1   6     0.079       3.2    5.4   0.1   231   285    31    86    24    92 0.81 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   2   6      0.27        11    3.7   0.0   238   276   126   165   103   167 0.79 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   3   6    0.0043      0.18    9.6   0.0   235   277   165   210   162   211 0.84 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   4   6    0.0024       0.1   10.4   0.0   236   280   210   255   209   269 0.86 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   5   6       6.2   2.5e+02   -0.8   0.0   251   273   270   292   264   298 0.82 -
49370at50557_2015173_0:001990|STRG.12010.1:578-1564|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   6   6      0.39        16    3.2   0.0   237   267   297   328   287   329 0.89 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   1   6     0.079       3.2    5.4   0.1   231   285    31    86    24    92 0.81 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   2   6      0.27        11    3.7   0.0   238   276   126   165   103   167 0.79 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   3   6    0.0043      0.18    9.6   0.0   235   277   165   210   162   211 0.84 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   4   6    0.0024       0.1   10.4   0.0   236   280   210   255   209   269 0.86 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   5   6       6.2   2.5e+02   -0.8   0.0   251   273   270   292   264   298 0.82 -
49370at50557_2015173_0:001990|STRG.12010.2:661-1647|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   6   6      0.39        16    3.2   0.0   237   267   297   328   287   329 0.89 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   1   6     0.079       3.2    5.4   0.1   231   285    31    86    24    92 0.81 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   2   6      0.27        11    3.7   0.0   238   276   126   165   103   167 0.79 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   3   6    0.0043      0.18    9.6   0.0   235   277   165   210   162   211 0.84 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   4   6    0.0024       0.1   10.4   0.0   236   280   210   255   209   269 0.86 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   5   6       6.2   2.5e+02   -0.8   0.0   251   273   270   292   264   298 0.82 -
49370at50557_2015173_0:001990|STRG.12010.3:575-1561|+ -            329 23620at50557         -            502   7.9e-10   37.2   1.2   6   6      0.39        16    3.2   0.0   237   267   297   328   287   329 0.89 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 23620at50557         -            502   1.5e-09   36.3   0.6   1   4    0.0036      0.15    9.9   0.0   235   277    64   109    55   110 0.84 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 23620at50557         -            502   1.5e-09   36.3   0.6   2   4   8.8e-07   3.6e-05   21.8   0.0   229   302   102   183   101   204 0.76 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 23620at50557         -            502   1.5e-09   36.3   0.6   3   4      0.26        11    3.8   0.0   239   271   198   231   188   272 0.75 -
48053at50557_13249_0:0016bb|STRG.7472.1:758-1732|+    -            325 23620at50557         -            502   1.5e-09   36.3   0.6   4   4       4.9     2e+02   -0.5   0.0   248   273   298   323   277   324 0.76 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   1   5       3.1   1.3e+02    0.2   0.0   233   271   315   355   308   361 0.78 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   2   5    0.0036      0.15    9.9   0.1   238   276   363   402   358   408 0.91 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   3   5    0.0034      0.14   10.0   0.0   238   279   405   447   403   455 0.82 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   4   5    0.0071      0.29    8.9   0.0   240   276   449   487   445   489 0.75 -
49370at50557_456900_0:00265d|STRG.20700.1:113-1681|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   5   5      0.14       5.8    4.6   0.0   228   267   480   520   479   522 0.91 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   1   5       3.1   1.3e+02    0.2   0.0   233   271   315   355   308   361 0.78 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   2   5    0.0036      0.15    9.9   0.1   238   276   363   402   358   408 0.91 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   3   5    0.0034      0.14   10.0   0.0   238   279   405   447   403   455 0.82 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   4   5    0.0071      0.29    8.9   0.0   240   276   449   487   445   489 0.75 -
49370at50557_456900_0:00265d|STRG.20700.2:142-1710|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   5   5      0.14       5.8    4.6   0.0   228   267   480   520   479   522 0.91 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   1   5       3.1   1.3e+02    0.2   0.0   233   271   315   355   308   361 0.78 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   2   5    0.0036      0.15    9.9   0.1   238   276   363   402   358   408 0.91 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   3   5    0.0034      0.14   10.0   0.0   238   279   405   447   403   455 0.82 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   4   5    0.0071      0.29    8.9   0.0   240   276   449   487   445   489 0.75 -
49370at50557_456900_0:00265d|STRG.20700.3:215-1783|+  -            523 23620at50557         -            502   1.7e-09   36.1   1.5   5   5      0.14       5.8    4.6   0.0   228   267   480   520   479   522 0.91 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 23620at50557         -            502   2.2e-09   35.7   3.7   1   7     0.026       1.1    7.0   0.2   238   287     2    52     1    57 0.86 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 23620at50557         -            502   2.2e-09   35.7   3.7   2   7         6   2.5e+02   -0.8   0.0   247   271    54    78    49    92 0.82 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 23620at50557         -            502   2.2e-09   35.7   3.7   3   7       4.1   1.7e+02   -0.2   0.0   253   272   107   126    83   135 0.64 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 23620at50557         -            502   2.2e-09   35.7   3.7   4   7      0.16       6.5    4.4   0.0   237   273   132   169   122   173 0.81 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 23620at50557         -            502   2.2e-09   35.7   3.7   5   7    0.0005      0.02   12.7   0.0   231   277   168   215   161   221 0.83 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 23620at50557         -            502   2.2e-09   35.7   3.7   6   7     0.057       2.3    5.9   0.0   249   271   231   253   222   261 0.85 -
40115at50557_29053_0:0017ce|STRG.9291.1:268-1140|+    -            291 23620at50557         -            502   2.2e-09   35.7   3.7   7   7       1.3        54    1.4   0.0   237   267   260   291   255   291 0.88 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 23620at50557         -            502   2.7e-09   35.4   0.2   1   4     0.028       1.1    6.9   0.0   242   278     5    41     1    44 0.84 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 23620at50557         -            502   2.7e-09   35.4   0.2   2   4    0.0023     0.094   10.5   0.0   236   271    40    76    37    80 0.86 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 23620at50557         -            502   2.7e-09   35.4   0.2   3   4    0.0045      0.18    9.6   0.0   231   276    78   124    76   126 0.86 -
78072at50557_315563_0:002315|STRG.7544.1:17-490|+     -            158 23620at50557         -            502   2.7e-09   35.4   0.2   4   4    0.0094      0.39    8.5   0.0   234   267   123   157   119   158 0.86 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   1   5      0.28        12    3.6   0.0   237   278   267   309   263   333 0.78 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   2   5       4.8     2e+02   -0.4   0.0   237   270   309   343   299   349 0.80 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   3   5   0.00056     0.023   12.5   0.0   230   279   344   394   317   398 0.85 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   4   5    0.0021     0.085   10.7   0.0   239   275   395   432   392   448 0.79 -
31374at50557_133901_0:001035|STRG.10131.1:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   5   5      0.23       9.4    3.9   0.0   237   269   435   468   430   476 0.83 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   1   5      0.28        12    3.6   0.0   237   278   267   309   263   333 0.78 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   2   5       4.8     2e+02   -0.4   0.0   237   270   309   343   299   349 0.80 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   3   5   0.00056     0.023   12.5   0.0   230   279   344   394   317   398 0.85 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   4   5    0.0021     0.085   10.7   0.0   239   275   395   432   392   448 0.79 -
31374at50557_133901_0:001035|STRG.10131.2:394-1938|+  -            515 23620at50557         -            502     3e-09   35.3   0.2   5   5      0.23       9.4    3.9   0.0   237   269   435   468   430   476 0.83 -
13625at50557_103372_0:00203b|STRG.19774.1:24-2792|+   -            923 23620at50557         -            502     8e-09   33.8   0.1   1   4   2.1e-05   0.00087   17.2   0.0   238   276   389   428   383   430 0.84 -
13625at50557_103372_0:00203b|STRG.19774.1:24-2792|+   -            923 23620at50557         -            502     8e-09   33.8   0.1   2   4     0.037       1.5    6.5   0.0   236   279   429   473   426   482 0.87 -
13625at50557_103372_0:00203b|STRG.19774.1:24-2792|+   -            923 23620at50557         -            502     8e-09   33.8   0.1   3   4      0.78        32    2.2   0.0   249   282   531   564   513   603 0.63 -
13625at50557_103372_0:00203b|STRG.19774.1:24-2792|+   -            923 23620at50557         -            502     8e-09   33.8   0.1   4   4       3.3   1.3e+02    0.1   0.0   176   219   869   912   865   915 0.93 -
13625at50557_103372_0:00203b|STRG.19774.2:0-2783|+    -            928 23620at50557         -            502   8.2e-09   33.8   0.1   1   4   2.1e-05   0.00087   17.2   0.0   238   276   394   433   388   435 0.84 -
13625at50557_103372_0:00203b|STRG.19774.2:0-2783|+    -            928 23620at50557         -            502   8.2e-09   33.8   0.1   2   4     0.037       1.5    6.5   0.0   236   279   434   478   431   487 0.87 -
13625at50557_103372_0:00203b|STRG.19774.2:0-2783|+    -            928 23620at50557         -            502   8.2e-09   33.8   0.1   3   4      0.78        32    2.2   0.0   249   282   536   569   518   608 0.63 -
13625at50557_103372_0:00203b|STRG.19774.2:0-2783|+    -            928 23620at50557         -            502   8.2e-09   33.8   0.1   4   4       3.3   1.3e+02    0.1   0.0   176   219   874   917   870   920 0.93 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   1   6       6.5   2.7e+02   -0.9   0.0   249   271    12    33     1    38 0.67 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   2   6      0.36        15    3.3   0.0   248   279    55    86    43    97 0.83 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   3   6     0.028       1.2    6.9   0.0   231   277    79   126    75   134 0.76 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   4   6       2.2        89    0.7   0.0   247   273   138   164   126   206 0.76 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   5   6   0.00014    0.0057   14.5   0.0   240   278   218   255   209   260 0.85 -
80377at50557_77166_0:002f29|STRG.14904.1:1111-1980|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   6   6      0.24        10    3.8   0.0   331   355   258   282   251   287 0.78 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   1   6       6.5   2.7e+02   -0.9   0.0   249   271    12    33     1    38 0.67 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   2   6      0.36        15    3.3   0.0   248   279    55    86    43    97 0.83 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   3   6     0.028       1.2    6.9   0.0   231   277    79   126    75   134 0.76 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   4   6       2.2        89    0.7   0.0   247   273   138   164   126   206 0.76 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   5   6   0.00014    0.0057   14.5   0.0   240   278   218   255   209   260 0.85 -
80377at50557_77166_0:002f29|STRG.14904.2:1149-2018|+  -            290 23620at50557         -            502   1.1e-08   33.4   1.8   6   6      0.24        10    3.8   0.0   331   355   258   282   251   287 0.78 -
13553at50557_34720_0:0020c1|STRG.11377.1:72-2735|+    -            888 23620at50557         -            502   2.5e-08   32.2   1.2   1   3     0.031       1.3    6.8   0.0   236   274    94   131    89   175 0.87 -
13553at50557_34720_0:0020c1|STRG.11377.1:72-2735|+    -            888 23620at50557         -            502   2.5e-08   32.2   1.2   2   3   0.00068     0.028   12.3   0.1   246   305   484   551   473   559 0.76 -
13553at50557_34720_0:0020c1|STRG.11377.1:72-2735|+    -            888 23620at50557         -            502   2.5e-08   32.2   1.2   3   3      0.02      0.84    7.4   0.0   236   275   560   600   548   614 0.85 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 23620at50557         -            502   3.5e-08   31.7   0.2   1   4     0.042       1.7    6.4   0.0   251   277    18    44     1    51 0.74 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 23620at50557         -            502   3.5e-08   31.7   0.2   2   4       1.2        50    1.5   0.0   247   273    56    82    45   126 0.74 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 23620at50557         -            502   3.5e-08   31.7   0.2   3   4   8.3e-05    0.0034   15.3   0.0   240   278   136   173   126   178 0.85 -
80377at50557_77166_0:002f29|STRG.14904.3:127-750|+    -            208 23620at50557         -            502   3.5e-08   31.7   0.2   4   4      0.15         6    4.6   0.0   331   355   176   200   169   206 0.76 -
55830at50557_168631_0:000573|STRG.12503.1:1271-2170|+ -            300 23620at50557         -            502   6.7e-08   30.8   1.1   1   3    0.0012     0.048   11.5   0.0   237   279    42    85    34   111 0.86 -
55830at50557_168631_0:000573|STRG.12503.1:1271-2170|+ -            300 23620at50557         -            502   6.7e-08   30.8   1.1   2   3       3.5   1.4e+02    0.0   0.0   240   279   134   174   130   190 0.80 -
55830at50557_168631_0:000573|STRG.12503.1:1271-2170|+ -            300 23620at50557         -            502   6.7e-08   30.8   1.1   3   3   6.7e-05    0.0027   15.6   0.1   242   280   189   227   170   246 0.80 -
55830at50557_168631_0:000573|STRG.12503.2:1187-2086|+ -            300 23620at50557         -            502   6.7e-08   30.8   1.1   1   3    0.0012     0.048   11.5   0.0   237   279    42    85    34   111 0.86 -
55830at50557_168631_0:000573|STRG.12503.2:1187-2086|+ -            300 23620at50557         -            502   6.7e-08   30.8   1.1   2   3       3.5   1.4e+02    0.0   0.0   240   279   134   174   130   190 0.80 -
55830at50557_168631_0:000573|STRG.12503.2:1187-2086|+ -            300 23620at50557         -            502   6.7e-08   30.8   1.1   3   3   6.7e-05    0.0027   15.6   0.1   242   280   189   227   170   246 0.80 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 23620at50557         -            502   1.2e-07   30.0   1.6   1   5     0.055       2.3    6.0   0.0   249   279    12    42     4    54 0.83 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 23620at50557         -            502   1.2e-07   30.0   1.6   2   5       3.9   1.6e+02   -0.1   0.0   378   408    45    75    38    92 0.85 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 23620at50557         -            502   1.2e-07   30.0   1.6   3   5     0.003      0.12   10.1   0.0   232   293    79   148    72   196 0.74 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 23620at50557         -            502   1.2e-07   30.0   1.6   4   5     0.076       3.1    5.5   0.0   228   279   210   262   207   275 0.81 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 23620at50557         -            502   1.2e-07   30.0   1.6   5   5      0.63        26    2.5   0.0   248   273   274   299   269   305 0.87 -
40115at50557_110193_0:00292f|STRG.11515.1:1108-1842|+ -            245 23620at50557         -            502   1.8e-07   29.3   0.0   1   3    0.0014     0.058   11.2   0.0   236   272    76   113    66   119 0.77 -
40115at50557_110193_0:00292f|STRG.11515.1:1108-1842|+ -            245 23620at50557         -            502   1.8e-07   29.3   0.0   2   3    0.0009     0.037   11.8   0.0   230   285   118   177   114   190 0.80 -
40115at50557_110193_0:00292f|STRG.11515.1:1108-1842|+ -            245 23620at50557         -            502   1.8e-07   29.3   0.0   3   3      0.38        16    3.2   0.0   237   268   213   245   204   245 0.84 -
40115at50557_110193_0:00292f|STRG.11515.2:1003-1737|+ -            245 23620at50557         -            502   1.8e-07   29.3   0.0   1   3    0.0014     0.058   11.2   0.0   236   272    76   113    66   119 0.77 -
40115at50557_110193_0:00292f|STRG.11515.2:1003-1737|+ -            245 23620at50557         -            502   1.8e-07   29.3   0.0   2   3    0.0009     0.037   11.8   0.0   230   285   118   177   114   190 0.80 -
40115at50557_110193_0:00292f|STRG.11515.2:1003-1737|+ -            245 23620at50557         -            502   1.8e-07   29.3   0.0   3   3      0.38        16    3.2   0.0   237   268   213   245   204   245 0.84 -
40115at50557_103372_0:0021d6|STRG.18154.1:4065-5042|+ -            326 23620at50557         -            502   1.9e-07   29.3   0.3   1   5    0.0035      0.14    9.9   0.0   231   272    15    55     8    60 0.84 -
40115at50557_103372_0:0021d6|STRG.18154.1:4065-5042|+ -            326 23620at50557         -            502   1.9e-07   29.3   0.3   2   5      0.32        13    3.4   0.0   236   280    60   105    56   125 0.73 -
40115at50557_103372_0:0021d6|STRG.18154.1:4065-5042|+ -            326 23620at50557         -            502   1.9e-07   29.3   0.3   3   5         1        43    1.8   0.0   390   440   141   192   114   203 0.81 -
40115at50557_103372_0:0021d6|STRG.18154.1:4065-5042|+ -            326 23620at50557         -            502   1.9e-07   29.3   0.3   4   5      0.13       5.4    4.7   0.0   240   279   212   250   208   263 0.83 -
40115at50557_103372_0:0021d6|STRG.18154.1:4065-5042|+ -            326 23620at50557         -            502   1.9e-07   29.3   0.3   5   5      0.41        17    3.1   0.0   232   267   292   326   280   326 0.85 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 23620at50557         -            502   2.1e-07   29.2   0.1   1   4     0.032       1.3    6.8   0.1   236   274   252   283   242   299 0.81 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 23620at50557         -            502   2.1e-07   29.2   0.1   2   4      0.26        11    3.7   0.0   248   279   299   330   282   335 0.84 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 23620at50557         -            502   2.1e-07   29.2   0.1   3   4   0.00056     0.023   12.5   0.0   232   279   367   415   353   451 0.80 -
48053at50557_104421_0:0017a2|STRG.5225.2:58-1565|+    -            489 23620at50557         -            502   2.1e-07   29.2   0.1   4   4       2.6   1.1e+02    0.4   0.0   248   268   467   487   446   489 0.74 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 23620at50557         -            502   2.2e-07   29.1   0.3   1   4       9.8     4e+02   -1.5   0.0   239   270     8    39     4    44 0.85 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 23620at50557         -            502   2.2e-07   29.1   0.3   2   4       2.4        99    0.5   0.0   236   271    61    97    52   105 0.76 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 23620at50557         -            502   2.2e-07   29.1   0.3   3   4     9e-07   3.7e-05   21.8   0.0   236   270   104   139    94   148 0.87 -
78072at50557_123851_0:000487|STRG.20520.1:463-1326|+  -            288 23620at50557         -            502   2.2e-07   29.1   0.3   4   4       0.9        37    2.0   0.0   232   258   149   175   145   180 0.92 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 23620at50557         -            502   2.2e-07   29.1   0.3   1   4       9.8     4e+02   -1.5   0.0   239   270     8    39     4    44 0.85 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 23620at50557         -            502   2.2e-07   29.1   0.3   2   4       2.4        99    0.5   0.0   236   271    61    97    52   105 0.76 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 23620at50557         -            502   2.2e-07   29.1   0.3   3   4     9e-07   3.7e-05   21.8   0.0   236   270   104   139    94   148 0.87 -
78072at50557_123851_0:000487|STRG.20520.2:353-1216|+  -            288 23620at50557         -            502   2.2e-07   29.1   0.3   4   4       0.9        37    2.0   0.0   232   258   149   175   145   180 0.92 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 23620at50557         -            502   2.3e-07   29.1   0.1   1   4     0.032       1.3    6.7   0.1   236   274   260   291   250   307 0.81 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 23620at50557         -            502   2.3e-07   29.1   0.1   2   4      0.29        12    3.6   0.0   248   279   307   338   294   344 0.84 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 23620at50557         -            502   2.3e-07   29.1   0.1   3   4    0.0006     0.025   12.4   0.0   232   279   375   423   361   456 0.80 -
48053at50557_104421_0:0017a2|STRG.5225.1:1-1532|+     -            497 23620at50557         -            502   2.3e-07   29.1   0.1   4   4       2.7   1.1e+02    0.4   0.0   248   268   475   495   454   497 0.74 -
25500at50557_121845_0:000041|STRG.2360.2:637-1350|+   -            238 23620at50557         -            502   2.8e-07   28.7   0.5   1   2   7.2e-05     0.003   15.5   0.1   339   430     2    96     1   129 0.76 -
25500at50557_121845_0:000041|STRG.2360.2:637-1350|+   -            238 23620at50557         -            502   2.8e-07   28.7   0.5   2   2   0.00023    0.0093   13.8   0.1   202   296    90   191    88   201 0.76 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 23620at50557         -            502   3.1e-07   28.6   1.7   1   5         4   1.6e+02   -0.2   0.0   245   279    36    70    24    74 0.85 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 23620at50557         -            502   3.1e-07   28.6   1.7   2   5      0.28        11    3.6   0.1   236   271    68   104    59   110 0.84 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 23620at50557         -            502   3.1e-07   28.6   1.7   3   5    0.0034      0.14    9.9   0.1   237   280   111   155   106   162 0.84 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 23620at50557         -            502   3.1e-07   28.6   1.7   4   5     0.014      0.57    7.9   0.0   234   270   150   187   148   196 0.85 -
80377at50557_38123_0:002ff9|STRG.10016.1:157-1698|+   -            514 23620at50557         -            502   3.1e-07   28.6   1.7   5   5      0.07       2.9    5.6   0.0   224   305   351   434   329   449 0.75 -
76755at50557_315563_0:0012ae|STRG.8238.1:625-3362|+   -            237 23620at50557         -            502   3.5e-07   28.4   0.0   1   4         5     2e+02   -0.5   0.0   255   270     5    20     2    30 0.87 -
76755at50557_315563_0:0012ae|STRG.8238.1:625-3362|+   -            237 23620at50557         -            502   3.5e-07   28.4   0.0   2   4     0.024      0.97    7.2   0.0   372   441    33   103    25   111 0.78 -
76755at50557_315563_0:0012ae|STRG.8238.1:625-3362|+   -            237 23620at50557         -            502   3.5e-07   28.4   0.0   3   4     0.033       1.4    6.7   0.0   233   270   139   178   131   190 0.78 -
76755at50557_315563_0:0012ae|STRG.8238.1:625-3362|+   -            237 23620at50557         -            502   3.5e-07   28.4   0.0   4   4    0.0073       0.3    8.9   0.0   236   268   190   223   179   229 0.85 -
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 23620at50557         -            502   4.2e-07   28.2  12.4   1   6    0.0026      0.11   10.3   0.0   236   278    61   105    53   108 0.86 -
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 23620at50557         -            502   4.2e-07   28.2  12.4   2   6    0.0058      0.24    9.2   0.0   237   271   105   140   103   159 0.80 -
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 23620at50557         -            502   4.2e-07   28.2  12.4   3   6      0.57        24    2.6   0.0   230   311   184   272   169   288 0.70 -
56099at50557_34720_0:001a91|STRG.19375.1:86-1417|+    -            444 23620at50557         -            502   4.2e-07   28.2  12.4   4   6     0.059       2.4    5.9   0.1   239   274   276   315   266   333 0.80 -
