#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
8280at50557_166423_0:002d2f|STRG.10611.1:452-3613|+    -            868 8280at50557          -           1153         0 1201.9  46.0   1   1         0         0 1201.7  46.0     2   810     2   868     1   868 0.96 -
109776at50557_456900_0:0015c4|STRG.16792.1:874-1587|+  -            238 8280at50557          -           1153   5.5e-19   66.2  10.4   1   2   4.9e-10   3.5e-08   30.4   0.9   296   367    15    86     2    87 0.84 -
109776at50557_456900_0:0015c4|STRG.16792.1:874-1587|+  -            238 8280at50557          -           1153   5.5e-19   66.2  10.4   2   2   4.9e-13   3.5e-11   40.4   3.1   135   245    83   188    78   225 0.46 -
109776at50557_456900_0:0015c4|STRG.16792.2:647-1360|+  -            238 8280at50557          -           1153   5.5e-19   66.2  10.4   1   2   4.9e-10   3.5e-08   30.4   0.9   296   367    15    86     2    87 0.84 -
109776at50557_456900_0:0015c4|STRG.16792.2:647-1360|+  -            238 8280at50557          -           1153   5.5e-19   66.2  10.4   2   2   4.9e-13   3.5e-11   40.4   3.1   135   245    83   188    78   225 0.46 -
109776at50557_13164_0:002971|STRG.5932.2:646-1155|+    -            170 8280at50557          -           1153   6.1e-19   66.0  20.3   1   2   4.7e-11   3.3e-09   33.8   4.6   117   200     4    82     1    86 0.92 -
109776at50557_13164_0:002971|STRG.5932.2:646-1155|+    -            170 8280at50557          -           1153   6.1e-19   66.0  20.3   2   2   2.3e-14   1.7e-12   44.7   7.7   131   225    62   151    59   170 0.76 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 8280at50557          -           1153   2.3e-18   64.1  20.7   1   4   3.8e-06   0.00027   17.5   0.1   904   947   572   615   544   629 0.81 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 8280at50557          -           1153   2.3e-18   64.1  20.7   2   4   4.6e-12   3.3e-10   37.1   3.5   115   228   576   689   571   698 0.87 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 8280at50557          -           1153   2.3e-18   64.1  20.7   3   4   1.9e-08   1.4e-06   25.1   1.4   704   896   719   901   700   908 0.66 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 8280at50557          -           1153   2.3e-18   64.1  20.7   4   4   0.00018     0.013   12.0   1.0    66   143   941  1016   933  1026 0.69 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 8280at50557          -           1153   2.3e-18   64.1  20.7   1   4   3.8e-06   0.00027   17.5   0.1   904   947   572   615   544   629 0.81 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 8280at50557          -           1153   2.3e-18   64.1  20.7   2   4   4.6e-12   3.3e-10   37.1   3.5   115   228   576   689   571   698 0.87 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 8280at50557          -           1153   2.3e-18   64.1  20.7   3   4   1.9e-08   1.4e-06   25.1   1.4   704   896   719   901   700   908 0.66 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 8280at50557          -           1153   2.3e-18   64.1  20.7   4   4   0.00018     0.013   12.0   1.0    66   143   941  1016   933  1026 0.69 -
109776at50557_108931_0:001894|STRG.11587.1:180-677|+   -            166 8280at50557          -           1153   4.8e-18   63.1   5.8   1   1   7.5e-20   5.3e-18   62.9   5.8   642   797    11   166     1   166 0.84 -
109776at50557_108931_0:001894|STRG.11587.2:220-717|+   -            166 8280at50557          -           1153   4.8e-18   63.1   5.8   1   1   7.5e-20   5.3e-18   62.9   5.8   642   797    11   166     1   166 0.84 -
109776at50557_199890_0:001686|STRG.5337.1:238-738|+    -            167 8280at50557          -           1153   6.1e-18   62.7   4.1   1   1   1.4e-19     1e-17   62.0   4.1   803   956    12   160     1   166 0.87 -
109776at50557_199890_0:001686|STRG.5337.2:238-738|+    -            167 8280at50557          -           1153   6.1e-18   62.7   4.1   1   1   1.4e-19     1e-17   62.0   4.1   803   956    12   160     1   166 0.87 -
83902at50557_535359_0:00161f|STRG.2694.1:466-981|+     -            172 8280at50557          -           1153   6.4e-18   62.7   7.5   1   1   1.1e-18   7.5e-17   59.1   7.5   769   940     4   170     1   172 0.88 -
83902at50557_535359_0:00161f|STRG.2694.2:555-1070|+    -            172 8280at50557          -           1153   6.4e-18   62.7   7.5   1   1   1.1e-18   7.5e-17   59.1   7.5   769   940     4   170     1   172 0.88 -
109776at50557_7159_0:00072f|STRG.6566.1:1291-1767|+    -            159 8280at50557          -           1153   9.9e-18   62.0   8.0   1   1   2.4e-19   1.7e-17   61.2   8.0    69   217     1   145     1   152 0.91 -
8280at50557_7395_0:001be3|STRG.11111.2:320-766|+       -            149 8280at50557          -           1153   2.4e-17   60.8   0.3   1   1     4e-19   2.8e-17   60.5   0.3    91   219    22   149    15   149 0.96 -
8280at50557_7395_0:001be3|STRG.11111.3:320-766|+       -            149 8280at50557          -           1153   2.4e-17   60.8   0.3   1   1     4e-19   2.8e-17   60.5   0.3    91   219    22   149    15   149 0.96 -
109776at50557_7176_0:003c1e|STRG.20601.1:340-966|+     -            209 8280at50557          -           1153   3.1e-17   60.4   7.4   1   1     4e-18   2.9e-16   57.2   7.4   649   823    37   205    19   207 0.52 -
109776at50557_7176_0:003c1e|STRG.20601.2:283-909|+     -            209 8280at50557          -           1153   3.1e-17   60.4   7.4   1   1     4e-18   2.9e-16   57.2   7.4   649   823    37   205    19   207 0.52 -
109776at50557_7176_0:003c1e|STRG.20601.3:283-909|+     -            209 8280at50557          -           1153   3.1e-17   60.4   7.4   1   1     4e-18   2.9e-16   57.2   7.4   649   823    37   205    19   207 0.52 -
109776at50557_7176_0:003c1e|STRG.20601.4:283-909|+     -            209 8280at50557          -           1153   3.1e-17   60.4   7.4   1   1     4e-18   2.9e-16   57.2   7.4   649   823    37   205    19   207 0.52 -
83902at50557_54969_0:002595|STRG.4605.1:919-1383|+     -            155 8280at50557          -           1153   5.2e-17   59.6   4.1   1   2     6e-13   4.3e-11   40.1   0.3   716   797     4    85     2    93 0.76 -
83902at50557_54969_0:002595|STRG.4605.1:919-1383|+     -            155 8280at50557          -           1153   5.2e-17   59.6   4.1   2   2   4.6e-07   3.2e-05   20.6   0.3   881   940    96   154    91   155 0.86 -
83902at50557_125945_0:002c28|STRG.10464.2:77-607|+     -            177 8280at50557          -           1153   8.3e-17   59.0  11.0   1   1   3.3e-18   2.4e-16   57.5  10.9   691   845    13   176     9   177 0.91 -
8280at50557_28612_0:005400|STRG.8458.1:209-601|+       -            131 8280at50557          -           1153   8.4e-17   59.0   0.2   1   1   2.3e-18   1.6e-16   58.0   0.2   121   242     9   131     2   131 0.55 -
83902at50557_13686_0:0017a1|STRG.7653.1:0-851|+        -            284 8280at50557          -           1153   2.3e-16   57.5  11.8   1   2   7.3e-10   5.2e-08   29.8   5.9   873   962    44   131    15   138 0.83 -
83902at50557_13686_0:0017a1|STRG.7653.1:0-851|+        -            284 8280at50557          -           1153   2.3e-16   57.5  11.8   2   2   7.1e-10     5e-08   29.9   2.2   863   943   127   208   124   220 0.76 -
46658at50557_88501_0:0030f3|STRG.5462.1:1322-2980|+    -            553 8280at50557          -           1153   9.9e-16   55.4   7.8   1   2   4.9e-13   3.5e-11   40.4   2.1   114   195    47   127    42   135 0.96 -
46658at50557_88501_0:0030f3|STRG.5462.1:1322-2980|+    -            553 8280at50557          -           1153   9.9e-16   55.4   7.8   2   2    0.0085      0.61    6.4   0.8  1087  1113   119   145   117   147 0.93 -
8280at50557_168631_0:001eed|STRG.19225.2:286-744|+     -            153 8280at50557          -           1153   2.8e-15   53.9  16.7   1   1   7.7e-16   5.5e-14   49.6  16.8    92   245     6   152     3   153 0.83 -
83902at50557_7222_0:0020fe|STRG.5132.1:733-1224|+      -            164 8280at50557          -           1153   2.7e-13   47.3  11.5   1   1   4.8e-15   3.4e-13   47.0  11.5   805   937    28   163    11   164 0.74 -
83902at50557_7222_0:0020fe|STRG.5132.2:733-1224|+      -            164 8280at50557          -           1153   2.7e-13   47.3  11.5   1   1   4.8e-15   3.4e-13   47.0  11.5   805   937    28   163    11   164 0.74 -
7376at50557_38123_0:000ed3|STRG.4354.1:465-1286|+      -            274 8280at50557          -           1153   5.4e-13   46.3   6.3   1   4   4.4e-09   3.1e-07   27.3   0.2   163   222    25    83     1    90 0.78 -
7376at50557_38123_0:000ed3|STRG.4354.1:465-1286|+      -            274 8280at50557          -           1153   5.4e-13   46.3   6.3   2   4         5   3.5e+02   -2.7   0.0  1073  1106   113   146   110   148 0.88 -
7376at50557_38123_0:000ed3|STRG.4354.1:465-1286|+      -            274 8280at50557          -           1153   5.4e-13   46.3   6.3   3   4   2.9e-07   2.1e-05   21.2   0.0   538   603   184   251   176   256 0.86 -
7376at50557_38123_0:000ed3|STRG.4354.1:465-1286|+      -            274 8280at50557          -           1153   5.4e-13   46.3   6.3   4   4       1.8   1.3e+02   -1.3   0.1  1088  1102   260   274   250   274 0.83 -
83902at50557_39758_0:0010e3|STRG.10464.2:670-1002|+    -            111 8280at50557          -           1153   6.2e-13   46.1   0.2   1   1   1.1e-14   7.7e-13   45.8   0.2   765   873     3   106     1   111 0.67 -
109776at50557_378494_0:004f86|STRG.19225.1:1531-1884|+ -            118 8280at50557          -           1153   1.9e-12   44.6   1.3   1   1   3.4e-14   2.4e-12   44.2   1.3   488   599     3   111     1   118 0.67 -
102553at50557_74869_0:000218|STRG.5313.1:1132-1614|+   -            161 8280at50557          -           1153     2e-12   44.4   3.9   1   1   1.4e-13   9.9e-12   42.2   4.0   839   961     1   120     1   127 0.70 -
109776at50557_609295_0:0019b5|STRG.4685.2:1632-2123|+  -            164 8280at50557          -           1153   3.2e-12   43.8  19.7   1   2   1.1e-09   7.8e-08   29.3  16.3   810   923     8   115     1   118 0.91 -
109776at50557_609295_0:0019b5|STRG.4685.2:1632-2123|+  -            164 8280at50557          -           1153   3.2e-12   43.8  19.7   2   2   8.1e-06   0.00057   16.5   0.1   904   944   117   159   115   164 0.83 -
83902at50557_1155016_0:000bd3|STRG.11909.1:274-789|+   -            172 8280at50557          -           1153   5.1e-12   43.1   6.8   1   1   1.9e-13   1.3e-11   41.7   6.8   674   793    28   149     1   161 0.69 -
83902at50557_7165_0:002695|STRG.13617.1:135-680|+      -            182 8280at50557          -           1153   6.7e-12   42.7   3.6   1   2   2.3e-05    0.0016   15.0   0.1   901   961    47   105    21   111 0.51 -
83902at50557_7165_0:002695|STRG.13617.1:135-680|+      -            182 8280at50557          -           1153   6.7e-12   42.7   3.6   2   2   7.1e-09   5.1e-07   26.6   1.2   879   943   118   181   111   182 0.93 -
109776at50557_13249_0:0026b7|STRG.2645.1:265-690|+     -            142 8280at50557          -           1153     2e-11   41.1   6.0   1   1   1.7e-09   1.2e-07   28.7   4.7   131   223     5    96     1   102 0.89 -
83902at50557_37344_0:000f03|STRG.4604.1:0-488|+        -            163 8280at50557          -           1153   8.8e-11   39.0   2.2   1   1     4e-05    0.0028   14.1   0.0   881   946     3    67     1    73 0.90 -
83902at50557_37344_0:000f03|STRG.4604.2:0-488|+        -            163 8280at50557          -           1153   8.8e-11   39.0   2.2   1   1     4e-05    0.0028   14.1   0.0   881   946     3    67     1    73 0.90 -
83902at50557_7165_0:002695|STRG.13617.4:135-572|+      -            146 8280at50557          -           1153   7.1e-09   32.7   0.3   1   2   0.00058     0.042   10.3   0.0   892   943    38    89    21    93 0.85 -
83902at50557_7165_0:002695|STRG.13617.4:135-572|+      -            146 8280at50557          -           1153   7.1e-09   32.7   0.3   2   2   3.4e-07   2.4e-05   21.0   0.2   482   529    95   141    88   144 0.88 -
83902at50557_7200_0:001fae|STRG.7486.1:217-375|+       -             53 8280at50557          -           1153   4.1e-07   26.9   0.1   1   1     6e-09   4.3e-07   26.8   0.1   715   757     8    50     2    53 0.58 -
83902at50557_7200_0:001fae|STRG.7486.2:293-451|+       -             53 8280at50557          -           1153   4.1e-07   26.9   0.1   1   1     6e-09   4.3e-07   26.8   0.1   715   757     8    50     2    53 0.58 -
102553at50557_116153_0:00114a|STRG.991.1:776-1168|+    -            131 8280at50557          -           1153   9.5e-07   25.7   4.4   1   1   1.7e-08   1.2e-06   25.3   4.4   792   897     3   103     1   123 0.38 -
102553at50557_7029_0:000362|STRG.3352.1:130-507|+      -            126 8280at50557          -           1153   1.9e-06   24.7   1.0   1   1   2.9e-08     2e-06   24.6   1.0   744   851     3   106     1   122 0.61 -
102553at50557_38123_0:0035fb|STRG.18678.1:328-687|+    -            120 8280at50557          -           1153   2.2e-06   24.5   0.7   1   1   9.5e-08   6.7e-06   22.8   0.7   883   940    29    87     1    92 0.43 -
102553at50557_7165_0:000b28|STRG.18678.2:300-677|+     -            126 8280at50557          -           1153   2.2e-06   24.4   0.9   1   1   1.1e-07   7.6e-06   22.7   0.9   883   940    35    93     5    98 0.41 -
102553at50557_116153_0:00114a|STRG.18678.3:196-642|+   -            149 8280at50557          -           1153   3.4e-06   23.8   1.0   1   1   5.4e-07   3.8e-05   20.3   1.3   891   960    42   111    19   116 0.64 -
102553at50557_103372_0:001320|STRG.4902.1:158-895|+    -            246 8280at50557          -           1153   7.4e-05   19.4   0.4   1   1   2.7e-06    0.0002   18.0   0.4   483   570    41   126    33   165 0.61 -
102553at50557_103372_0:001320|STRG.4902.2:158-895|+    -            246 8280at50557          -           1153   7.4e-05   19.4   0.4   1   1   2.7e-06    0.0002   18.0   0.4   483   570    41   126    33   165 0.61 -
102553at50557_13037_0:002e8c|STRG.19481.1:221-607|+    -            129 8280at50557          -           1153   9.4e-05   19.1   0.1   1   1   1.5e-06   0.00011   18.8   0.1   478   561    35   116    18   127 0.73 -
102553at50557_13037_0:002e8c|STRG.19481.2:221-607|+    -            129 8280at50557          -           1153   9.4e-05   19.1   0.1   1   1   1.5e-06   0.00011   18.8   0.1   478   561    35   116    18   127 0.73 -
102553at50557_51655_0:0018df|STRG.20867.1:1032-1418|+  -            129 8280at50557          -           1153   0.00049   16.7   1.1   1   1   8.3e-06   0.00059   16.4   1.1   187   615     4    62     1    80 0.32 -
102553at50557_38123_0:0035fb|STRG.19481.3:96-386|+     -             97 8280at50557          -           1153   0.00071   16.1   0.2   1   1   1.1e-05    0.0008   16.0   0.2   322   544     4    60     1    95 0.46 -
42648at50557_211228_0:000656|STRG.4832.1:350-1384|+    -            345 8280at50557          -           1153     0.081    9.3   0.0   1   2    0.0031      0.22    7.9   0.0   918  1009   109   202    81   215 0.77 -
42648at50557_211228_0:000656|STRG.4832.1:350-1384|+    -            345 8280at50557          -           1153     0.081    9.3   0.0   2   2       2.3   1.6e+02   -1.6   0.0   953  1008   273   331   241   336 0.51 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/8280at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/8280at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/8280at50557.hmm annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 20:10:00 2024
# [ok]
