#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
54603at50557_103372_0:00290d|STRG.7595.1:75-1919|+     -            615 54603at50557         -            483    6e-232  769.4  24.4   1   1  1.1e-233  7.7e-232  769.0  24.4     1   481    96   613    96   615 0.95 -
8280at50557_74869_0:001375|STRG.3776.3:194-1756|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   2   4    0.0021      0.15    9.6   1.1    37   114   210   295   204   308 0.73 -
8280at50557_74869_0:001375|STRG.3776.3:194-1756|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   3   4   0.00015     0.011   13.3   0.3    54   118   281   347   279   365 0.79 -
8280at50557_74869_0:001375|STRG.3776.3:194-1756|+      -            521 54603at50557         -            483   5.5e-17   60.5  29.1   4   4   0.00011    0.0077   13.8   4.5   266   415   377   520   368   521 0.72 -
25718at50557_13249_0:001bb5|STRG.6566.1:694-1980|+     -            429 54603at50557         -            483   9.6e-16   56.4  11.2   1   3   2.7e-07     2e-05   22.4   0.5   336   419     4    95     2    99 0.85 -
25718at50557_13249_0:001bb5|STRG.6566.1:694-1980|+     -            429 54603at50557         -            483   9.6e-16   56.4  11.2   2   3   6.5e-14   4.7e-12   44.2   3.4    83   309    80   328    79   343 0.82 -
25718at50557_13249_0:001bb5|STRG.6566.1:694-1980|+     -            429 54603at50557         -            483   9.6e-16   56.4  11.2   3   3       1.9   1.4e+02   -0.2   0.0   287   325   389   428   380   429 0.69 -
8280at50557_7160_0:00112a|STRG.10464.1:1162-2109|+     -            316 54603at50557         -            483   1.1e-15   56.2  21.3   1   4   1.9e-05    0.0013   16.3   0.9   370   435    14    79     1    80 0.81 -
8280at50557_7160_0:00112a|STRG.10464.1:1162-2109|+     -            316 54603at50557         -            483   1.1e-15   56.2  21.3   2   4   1.6e-09   1.2e-07   29.7   1.5    58   120    69   131    63   154 0.86 -
8280at50557_7160_0:00112a|STRG.10464.1:1162-2109|+     -            316 54603at50557         -            483   1.1e-15   56.2  21.3   3   4    0.0016      0.12    9.9   1.6   335   371   171   209   166   213 0.83 -
8280at50557_7160_0:00112a|STRG.10464.1:1162-2109|+     -            316 54603at50557         -            483   1.1e-15   56.2  21.3   4   4   9.2e-06   0.00067   17.3   0.3    59   137   232   314   230   316 0.78 -
8280at50557_1218281_0:0023d1|STRG.17572.2:942-1670|+   -            243 54603at50557         -            483   1.3e-15   56.0  21.1   1   2   2.7e-12   1.9e-10   38.9  12.6   332   469    24   170     2   176 0.80 -
8280at50557_1218281_0:0023d1|STRG.17572.2:942-1670|+   -            243 54603at50557         -            483   1.3e-15   56.0  21.1   2   2   8.2e-07   5.9e-05   20.8   2.0   336   394   170   230   168   243 0.77 -
83902at50557_7222_0:0020fe|STRG.5132.1:733-1224|+      -            164 54603at50557         -            483   1.3e-15   56.0  10.1   1   3   1.2e-07   8.7e-06   23.5   0.6   382   435    14    67    10    71 0.88 -
83902at50557_7222_0:0020fe|STRG.5132.1:733-1224|+      -            164 54603at50557         -            483   1.3e-15   56.0  10.1   2   3   3.4e-09   2.5e-07   28.6   1.3   379   426    87   134    75   135 0.93 -
83902at50557_7222_0:0020fe|STRG.5132.1:733-1224|+      -            164 54603at50557         -            483   1.3e-15   56.0  10.1   3   3   1.5e-05    0.0011   16.6   0.1   351   387   127   163   126   164 0.91 -
83902at50557_7222_0:0020fe|STRG.5132.2:733-1224|+      -            164 54603at50557         -            483   1.3e-15   56.0  10.1   1   3   1.2e-07   8.7e-06   23.5   0.6   382   435    14    67    10    71 0.88 -
83902at50557_7222_0:0020fe|STRG.5132.2:733-1224|+      -            164 54603at50557         -            483   1.3e-15   56.0  10.1   2   3   3.4e-09   2.5e-07   28.6   1.3   379   426    87   134    75   135 0.93 -
83902at50557_7222_0:0020fe|STRG.5132.2:733-1224|+      -            164 54603at50557         -            483   1.3e-15   56.0  10.1   3   3   1.5e-05    0.0011   16.6   0.1   351   387   127   163   126   164 0.91 -
109776at50557_378494_0:004f86|STRG.19225.1:1531-1884|+ -            118 54603at50557         -            483   4.1e-15   54.3   2.3   1   2   7.6e-14   5.5e-12   44.0   0.1    60   139     2    82     1    86 0.92 -
109776at50557_378494_0:004f86|STRG.19225.1:1531-1884|+ -            118 54603at50557         -            483   4.1e-15   54.3   2.3   2   2     2e-05    0.0015   16.2   0.9   381   425    72   117    71   118 0.46 -
25718at50557_108931_0:000584|STRG.7843.1:332-1378|+    -            349 54603at50557         -            483   4.4e-15   54.2  23.1   1   4     0.011       0.8    7.2   0.5   270   306     6    42     3    51 0.89 -
25718at50557_108931_0:000584|STRG.7843.1:332-1378|+    -            349 54603at50557         -            483   4.4e-15   54.2  23.1   2   4     0.089       6.5    4.2   1.5    80   139    53   118    49   124 0.72 -
25718at50557_108931_0:000584|STRG.7843.1:332-1378|+    -            349 54603at50557         -            483   4.4e-15   54.2  23.1   3   4    0.0089      0.65    7.5   0.2   271   308   131   165   122   169 0.86 -
25718at50557_108931_0:000584|STRG.7843.1:332-1378|+    -            349 54603at50557         -            483   4.4e-15   54.2  23.1   4   4   5.3e-15   3.9e-13   47.8   2.5   234   395   170   340   166   349 0.86 -
7376at50557_456900_0:001c8a|STRG.4294.1:2-3328|+       -           1109 54603at50557         -            483   8.8e-15   53.2  13.2   1   3   0.00027     0.019   12.5   0.4   376   434    12    72     1    84 0.58 -
7376at50557_456900_0:001c8a|STRG.4294.1:2-3328|+       -           1109 54603at50557         -            483   8.8e-15   53.2  13.2   2   3   1.5e-06   0.00011   19.9   0.9   327   415   156   252   149   275 0.69 -
7376at50557_456900_0:001c8a|STRG.4294.1:2-3328|+       -           1109 54603at50557         -            483   8.8e-15   53.2  13.2   3   3   7.9e-09   5.7e-07   27.4   0.6   339   429   365   458   337   469 0.80 -
7376at50557_456900_0:001c8a|STRG.4294.2:2-3334|+       -           1111 54603at50557         -            483   1.1e-14   52.9  13.4   1   3   0.00027     0.019   12.5   0.4   376   434    12    72     1    84 0.58 -
7376at50557_456900_0:001c8a|STRG.4294.2:2-3334|+       -           1111 54603at50557         -            483   1.1e-14   52.9  13.4   2   3   1.6e-06   0.00012   19.8   0.9   327   415   158   254   151   277 0.69 -
7376at50557_456900_0:001c8a|STRG.4294.2:2-3334|+       -           1111 54603at50557         -            483   1.1e-14   52.9  13.4   3   3   7.9e-09   5.8e-07   27.4   0.6   339   429   367   460   339   471 0.80 -
8280at50557_7200_0:000e9a|STRG.10745.1:274-1416|+      -            381 54603at50557         -            483   5.9e-14   50.5  31.4   1   3   9.1e-05    0.0066   14.0   0.1   272   305     2    35     1    46 0.93 -
8280at50557_7200_0:000e9a|STRG.10745.1:274-1416|+      -            381 54603at50557         -            483   5.9e-14   50.5  31.4   2   3    0.0041       0.3    8.6  10.2   288   432    70   225    51   229 0.74 -
8280at50557_7200_0:000e9a|STRG.10745.1:274-1416|+      -            381 54603at50557         -            483   5.9e-14   50.5  31.4   3   3   1.7e-09   1.2e-07   29.6  13.3    81   217   220   373   215   379 0.78 -
7376at50557_56086_0:0026c8|STRG.9095.2:151-888|+       -            246 54603at50557         -            483   9.4e-14   49.8  18.4   1   2   7.9e-07   5.7e-05   20.8   2.0    46   142    18   117     6   125 0.84 -
7376at50557_56086_0:0026c8|STRG.9095.2:151-888|+       -            246 54603at50557         -            483   9.4e-14   49.8  18.4   2   2   3.9e-13   2.8e-11   41.6   8.8   271   447    55   243    52   246 0.78 -
83902at50557_7165_0:002695|STRG.13617.4:135-572|+      -            146 54603at50557         -            483   2.5e-13   48.4   0.1   1   1   4.3e-15   3.1e-13   48.1   0.1    57   139    51   133    41   140 0.95 -
109776at50557_34740_0:000e9a|STRG.4768.1:63-530|+      -            156 54603at50557         -            483   2.6e-13   48.3   5.2   1   3   2.9e-05    0.0021   15.7   0.0   338   397     1    64     1    68 0.70 -
109776at50557_34740_0:000e9a|STRG.4768.1:63-530|+      -            156 54603at50557         -            483   2.6e-13   48.3   5.2   2   3   1.3e-09   9.3e-08   30.0   1.5   269   315    69   115    65   122 0.87 -
109776at50557_34740_0:000e9a|STRG.4768.1:63-530|+      -            156 54603at50557         -            483   2.6e-13   48.3   5.2   3   3       0.1       7.5    4.0   0.1   159   198   115   155   110   156 0.51 -
7376at50557_45779_0:000f73|STRG.4293.1:1-879|+         -            293 54603at50557         -            483   4.7e-13   47.5   9.3   1   3   1.2e-05   0.00085   17.0   0.9   269   311    19    61     2    69 0.86 -
7376at50557_45779_0:000f73|STRG.4293.1:1-879|+         -            293 54603at50557         -            483   4.7e-13   47.5   9.3   2   3   1.6e-09   1.2e-07   29.7   6.7   333   435    42   150    40   157 0.84 -
7376at50557_45779_0:000f73|STRG.4293.1:1-879|+         -            293 54603at50557         -            483   4.7e-13   47.5   9.3   3   3   0.00046     0.034   11.7   0.0   270   314   242   286   218   292 0.78 -
8280at50557_7160_0:00112a|STRG.3775.1:269-1297|+       -            343 54603at50557         -            483   3.9e-12   44.5  21.7   1   3   0.00045     0.032   11.8   1.0   352   417    16    83    11    89 0.84 -
8280at50557_7160_0:00112a|STRG.3775.1:269-1297|+       -            343 54603at50557         -            483   3.9e-12   44.5  21.7   2   3   9.3e-07   6.8e-05   20.6   6.3    55   122    89   158    82   176 0.83 -
8280at50557_7160_0:00112a|STRG.3775.1:269-1297|+       -            343 54603at50557         -            483   3.9e-12   44.5  21.7   3   3   8.3e-07     6e-05   20.8   1.2   332   458   185   323   171   337 0.74 -
7376at50557_45779_0:000f73|STRG.10597.1:596-1603|+     -            336 54603at50557         -            483   4.1e-12   44.4  11.6   1   2   5.7e-11   4.2e-09   34.5   5.4    60   181    25   161     4   165 0.77 -
7376at50557_45779_0:000f73|STRG.10597.1:596-1603|+     -            336 54603at50557         -            483   4.1e-12   44.4  11.6   2   2   3.1e-06   0.00022   18.9   1.3    77   201   115   259   111   268 0.64 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 54603at50557         -            483   6.7e-12   43.7  17.1   1   4    0.0054       0.4    8.2   0.1    75   117   568   610   543   616 0.66 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 54603at50557         -            483   6.7e-12   43.7  17.1   2   4   5.3e-09   3.9e-07   28.0   2.8   342   429   581   675   562   686 0.80 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 54603at50557         -            483   6.7e-12   43.7  17.1   3   4    0.0096       0.7    7.4   0.1    82   307   766   825   746   833 0.54 -
966at50557_456900_0:00249f|STRG.3862.1:561-8015|+      -           2485 54603at50557         -            483   6.7e-12   43.7  17.1   4   4   5.1e-05    0.0037   14.9   2.0   335   429   887   991   883   999 0.73 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 54603at50557         -            483   6.7e-12   43.7  17.1   1   4    0.0054       0.4    8.2   0.1    75   117   568   610   543   616 0.66 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 54603at50557         -            483   6.7e-12   43.7  17.1   2   4   5.3e-09   3.9e-07   28.0   2.8   342   429   581   675   562   686 0.80 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 54603at50557         -            483   6.7e-12   43.7  17.1   3   4    0.0096       0.7    7.4   0.1    82   307   766   825   746   833 0.54 -
966at50557_456900_0:00249f|STRG.3862.2:449-7903|+      -           2485 54603at50557         -            483   6.7e-12   43.7  17.1   4   4   5.1e-05    0.0037   14.9   2.0   335   429   887   991   883   999 0.73 -
8280at50557_7160_0:00112a|STRG.2697.1:380-1279|+       -            300 54603at50557         -            483   1.1e-11   43.0  23.2   1   2     1e-10   7.5e-09   33.6  14.8   267   417    80   242    78   242 0.85 -
8280at50557_7160_0:00112a|STRG.2697.1:380-1279|+       -            300 54603at50557         -            483   1.1e-11   43.0  23.2   2   2   3.8e-07   2.7e-05   21.9   1.2    55   119   200   266   193   294 0.66 -
8280at50557_7160_0:00112a|STRG.2697.2:316-1215|+       -            300 54603at50557         -            483   1.1e-11   43.0  23.2   1   2     1e-10   7.5e-09   33.6  14.8   267   417    80   242    78   242 0.85 -
8280at50557_7160_0:00112a|STRG.2697.2:316-1215|+       -            300 54603at50557         -            483   1.1e-11   43.0  23.2   2   2   3.8e-07   2.7e-05   21.9   1.2    55   119   200   266   193   294 0.66 -
109776at50557_13164_0:002971|STRG.5932.2:646-1155|+    -            170 54603at50557         -            483   3.3e-10   38.1  14.4   1   2   2.6e-11   1.9e-09   35.6  13.4   274   413     4   147     1   154 0.80 -
109776at50557_13164_0:002971|STRG.5932.2:646-1155|+    -            170 54603at50557         -            483   3.3e-10   38.1  14.4   2   2      0.18        13    3.2   0.1   335   357   136   158   131   168 0.77 -
8280at50557_38123_0:003113|STRG.9348.1:378-1268|+      -            297 54603at50557         -            483   4.1e-10   37.8  14.8   1   3   0.00038     0.028   12.0   1.3   279   366     1    84     1    84 0.79 -
8280at50557_38123_0:003113|STRG.9348.1:378-1268|+      -            297 54603at50557         -            483   4.1e-10   37.8  14.8   2   3   7.2e-08   5.2e-06   24.3   5.6   268   436    49   210    37   225 0.81 -
8280at50557_38123_0:003113|STRG.9348.1:378-1268|+      -            297 54603at50557         -            483   4.1e-10   37.8  14.8   3   3     0.011      0.79    7.2   0.2   295   326   232   264   227   272 0.89 -
8280at50557_38123_0:003113|STRG.9348.2:390-1280|+      -            297 54603at50557         -            483   4.1e-10   37.8  14.8   1   3   0.00038     0.028   12.0   1.3   279   366     1    84     1    84 0.79 -
8280at50557_38123_0:003113|STRG.9348.2:390-1280|+      -            297 54603at50557         -            483   4.1e-10   37.8  14.8   2   3   7.2e-08   5.2e-06   24.3   5.6   268   436    49   210    37   225 0.81 -
8280at50557_38123_0:003113|STRG.9348.2:390-1280|+      -            297 54603at50557         -            483   4.1e-10   37.8  14.8   3   3     0.011      0.79    7.2   0.2   295   326   232   264   227   272 0.89 -
83902at50557_125945_0:002c28|STRG.10464.2:77-607|+     -            177 54603at50557         -            483   4.8e-10   37.6  11.6   1   2   1.1e-09     8e-08   30.2   3.6    57   120    39   102    14   132 0.66 -
83902at50557_125945_0:002c28|STRG.10464.2:77-607|+     -            177 54603at50557         -            483   4.8e-10   37.6  11.6   2   2     0.002      0.14    9.6   1.1   335   368   142   177   135   177 0.82 -
83902at50557_7200_0:001fae|STRG.7486.1:217-375|+       -             53 54603at50557         -            483   9.4e-10   36.6   0.1   1   1   1.4e-11     1e-09   36.5   0.1    55    99     7    51     3    53 0.94 -
83902at50557_7200_0:001fae|STRG.7486.2:293-451|+       -             53 54603at50557         -            483   9.4e-10   36.6   0.1   1   1   1.4e-11     1e-09   36.5   0.1    55    99     7    51     3    53 0.94 -
109776at50557_34740_0:000e9a|STRG.19263.1:148-525|+    -            126 54603at50557         -            483   2.5e-09   35.2   6.2   1   2   4.1e-05     0.003   15.2   0.2   253   306     4    57     1    64 0.69 -
109776at50557_34740_0:000e9a|STRG.19263.1:148-525|+    -            126 54603at50557         -            483   2.5e-09   35.2   6.2   2   2   3.9e-09   2.8e-07   28.4   1.7    39   113    47   126    43   126 0.86 -
109776at50557_108931_0:001894|STRG.11587.1:180-677|+   -            166 54603at50557         -            483   2.7e-09   35.1   5.3   1   1   1.2e-10   8.9e-09   33.4   5.3    58   194    15   164     1   166 0.75 -
109776at50557_108931_0:001894|STRG.11587.2:220-717|+   -            166 54603at50557         -            483   2.7e-09   35.1   5.3   1   1   1.2e-10   8.9e-09   33.4   5.3    58   194    15   164     1   166 0.75 -
109776at50557_609295_0:0019b5|STRG.4685.2:1632-2123|+  -            164 54603at50557         -            483     3e-09   35.0  13.2   1   1   5.9e-11   4.3e-09   34.4  13.2    81   205     9   139     4   160 0.84 -
7376at50557_38123_0:000ed3|STRG.4354.1:465-1286|+      -            274 54603at50557         -            483   2.1e-08   32.1   3.4   1   2     8e-08   5.8e-06   24.1   0.3    82   142    25    86     1    95 0.80 -
7376at50557_38123_0:000ed3|STRG.4354.1:465-1286|+      -            274 54603at50557         -            483   2.1e-08   32.1   3.4   2   2    0.0037      0.27    8.7   0.2    48   123   170   249   159   270 0.54 -
7376at50557_45779_0:000f73|STRG.4230.1:229-987|+       -            253 54603at50557         -            483     3e-08   31.6   1.5   1   2   1.6e-08   1.2e-06   26.4   1.7   344   463    26   150    21   153 0.85 -
7376at50557_45779_0:000f73|STRG.4230.1:229-987|+       -            253 54603at50557         -            483     3e-08   31.6   1.5   2   2   0.00063     0.046   11.3   0.2   142   203   112   178   109   197 0.81 -
8280at50557_7200_0:000e97|STRG.4426.1:919-1857|+       -            313 54603at50557         -            483     1e-07   29.9  11.7   1   3   0.00024     0.017   12.7   1.4   353   418    60   128    15   146 0.81 -
8280at50557_7200_0:000e97|STRG.4426.1:919-1857|+       -            313 54603at50557         -            483     1e-07   29.9  11.7   2   3    0.0083       0.6    7.6   0.5   122   179   188   249   169   253 0.73 -
8280at50557_7200_0:000e97|STRG.4426.1:919-1857|+       -            313 54603at50557         -            483     1e-07   29.9  11.7   3   3   3.6e-05    0.0026   15.4   0.1   269   313   255   301   250   306 0.88 -
8280at50557_7200_0:000e97|STRG.4426.2:877-1815|+       -            313 54603at50557         -            483     1e-07   29.9  11.7   1   3   0.00024     0.017   12.7   1.4   353   418    60   128    15   146 0.81 -
8280at50557_7200_0:000e97|STRG.4426.2:877-1815|+       -            313 54603at50557         -            483     1e-07   29.9  11.7   2   3    0.0083       0.6    7.6   0.5   122   179   188   249   169   253 0.73 -
8280at50557_7200_0:000e97|STRG.4426.2:877-1815|+       -            313 54603at50557         -            483     1e-07   29.9  11.7   3   3   3.6e-05    0.0026   15.4   0.1   269   313   255   301   250   306 0.88 -
8280at50557_38123_0:003113|STRG.13819.1:424-1341|+     -            306 54603at50557         -            483   2.6e-07   28.5  19.4   1   2   1.2e-08   8.8e-07   26.8   6.4   138   224     1    93     1    98 0.85 -
8280at50557_38123_0:003113|STRG.13819.1:424-1341|+     -            306 54603at50557         -            483   2.6e-07   28.5  19.4   2   2     0.054       3.9    4.9   7.5    67   191    85   221    79   261 0.59 -
102553at50557_74869_0:000218|STRG.5313.1:1132-1614|+   -            161 54603at50557         -            483   2.8e-07   28.5   5.1   1   1   9.1e-09   6.6e-07   27.2   5.1    85   200     1   128     1   135 0.76 -
8280at50557_7395_0:001be3|STRG.11111.2:320-766|+       -            149 54603at50557         -            483   6.7e-07   27.2   0.7   1   2       5.6   4.1e+02   -1.8   0.0   195   213    12    30    10    37 0.79 -
8280at50557_7395_0:001be3|STRG.11111.2:320-766|+       -            149 54603at50557         -            483   6.7e-07   27.2   0.7   2   2   1.8e-08   1.3e-06   26.2   0.4    78   148    65   137    52   147 0.89 -
8280at50557_7395_0:001be3|STRG.11111.3:320-766|+       -            149 54603at50557         -            483   6.7e-07   27.2   0.7   1   2       5.6   4.1e+02   -1.8   0.0   195   213    12    30    10    37 0.79 -
8280at50557_7395_0:001be3|STRG.11111.3:320-766|+       -            149 54603at50557         -            483   6.7e-07   27.2   0.7   2   2   1.8e-08   1.3e-06   26.2   0.4    78   148    65   137    52   147 0.89 -
102553at50557_7029_0:000362|STRG.3352.1:130-507|+      -            126 54603at50557         -            483   3.2e-06   25.0   2.1   1   1     5e-08   3.7e-06   24.8   2.1   143   429    21    94     2   107 0.57 -
109776at50557_7159_0:00072f|STRG.6566.1:1291-1767|+    -            159 54603at50557         -            483   4.1e-06   24.6   3.9   1   1   1.1e-07     8e-06   23.7   3.9   255   373     6   130     1   152 0.52 -
8280at50557_28612_0:005400|STRG.8458.1:209-601|+       -            131 54603at50557         -            483   4.4e-06   24.5   0.3   1   2   8.9e-06   0.00065   17.4   0.0    81   151    26    98    12   101 0.82 -
8280at50557_28612_0:005400|STRG.8458.1:209-601|+       -            131 54603at50557         -            483   4.4e-06   24.5   0.3   2   2     0.014         1    6.8   0.4   268   303    96   131    93   131 0.91 -
102553at50557_116153_0:00114a|STRG.991.1:776-1168|+    -            131 54603at50557         -            483   1.2e-05   23.0   5.7   1   1   2.5e-07   1.8e-05   22.5   5.7   340   435     2    98     1   116 0.84 -
109776at50557_13249_0:0026b7|STRG.2645.1:265-690|+     -            142 54603at50557         -            483   1.4e-05   22.9   4.0   1   2   0.00012    0.0086   13.7   1.2   379   435    11    69     6    76 0.78 -
109776at50557_13249_0:0026b7|STRG.2645.1:265-690|+     -            142 54603at50557         -            483   1.4e-05   22.9   4.0   2   2    0.0012      0.09   10.3   0.1   241   305    78   141    70   142 0.85 -
83902at50557_39758_0:0010e3|STRG.10464.2:670-1002|+    -            111 54603at50557         -            483   1.6e-05   22.7   0.3   1   1   7.7e-07   5.6e-05   20.9   0.3    61   138     3    84     1    93 0.80 -
8280at50557_7395_0:001be1|STRG.10612.1:0-1022|+        -            341 54603at50557         -            483   1.7e-05   22.6   2.8   1   1   2.3e-07   1.7e-05   22.6   2.8    69   149    13    95     2   124 0.76 -
102553at50557_38123_0:0035fb|STRG.18678.1:328-687|+    -            120 54603at50557         -            483   2.3e-05   22.2   5.2   1   2   8.2e-06    0.0006   17.5   0.9    99   148    23    71     1    90 0.54 -
102553at50557_38123_0:0035fb|STRG.18678.1:328-687|+    -            120 54603at50557         -            483   2.3e-05   22.2   5.2   2   2   0.00021     0.015   12.8   0.2   331   377    47    96    45   108 0.75 -
102553at50557_378494_0:0023c5|STRG.17846.1:229-1455|+  -            409 54603at50557         -            483   3.3e-05   21.6   6.4   1   1   7.4e-07   5.4e-05   20.9   6.4   322   394    27   104    18   146 0.81 -
102553at50557_7165_0:000b28|STRG.18678.2:300-677|+     -            126 54603at50557         -            483     7e-05   20.6   0.9   1   2   1.8e-05    0.0013   16.4   0.6    92   139    21    69     3    82 0.67 -
102553at50557_7165_0:000b28|STRG.18678.2:300-677|+     -            126 54603at50557         -            483     7e-05   20.6   0.9   2   2      0.15        11    3.5   0.1    51    81    75   105    69   114 0.64 -
102553at50557_116153_0:00114a|STRG.18678.3:196-642|+   -            149 54603at50557         -            483    0.0001   20.0   1.1   1   1   5.3e-06   0.00039   18.1   0.9    98   402    51   105    19   129 0.49 -
46658at50557_88501_0:0030f3|STRG.5462.1:1322-2980|+    -            553 54603at50557         -            483    0.0002   19.0   0.6   1   3     0.013      0.95    6.9   0.0   275   310     3    38     1    46 0.90 -
46658at50557_88501_0:0030f3|STRG.5462.1:1322-2980|+    -            553 54603at50557         -            483    0.0002   19.0   0.6   2   3      0.02       1.4    6.3   0.4    60   308    24    84    20   101 0.41 -
46658at50557_88501_0:0030f3|STRG.5462.1:1322-2980|+    -            553 54603at50557         -            483    0.0002   19.0   0.6   3   3     0.019       1.4    6.4   0.0   270   303    94   127    86   132 0.90 -
102553at50557_13037_0:002e8c|STRG.19481.1:221-607|+    -            129 54603at50557         -            483    0.0016   16.1   0.6   1   1   2.3e-05    0.0017   16.0   0.6   329   411    14    98     2   122 0.70 -
102553at50557_13037_0:002e8c|STRG.19481.2:221-607|+    -            129 54603at50557         -            483    0.0016   16.1   0.6   1   1   2.3e-05    0.0017   16.0   0.6   329   411    14    98     2   122 0.70 -
102553at50557_51655_0:0018df|STRG.20867.1:1032-1418|+  -            129 54603at50557         -            483     0.011   13.3   1.6   1   1   0.00021     0.015   12.8   1.6   335   391     3    65     2    71 0.82 -
102553at50557_38123_0:0035fb|STRG.19481.3:96-386|+     -             97 54603at50557         -            483     0.016   12.8   0.5   1   1   0.00023     0.017   12.7   0.5    81   136     3    59     1    87 0.71 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/54603at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/54603at50557.hmm annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 20:08:12 2024
# [ok]
