#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
66691at50557_456900_0:002b0f|STRG.16519.1:383-1480|+  -            366 66691at50557         -            296  1.7e-144  479.5   9.6   1   1  5.8e-146  4.1e-144  478.2   9.6     1   290    15   354    15   359 0.89 -
33043at50557_38123_0:000f44|STRG.10016.1:1570-2343|+  -            258 66691at50557         -            296     0.015   13.4   0.0   1   2       1.8   1.3e+02    0.6   0.0    69   100    28    59    17    66 0.75 -
33043at50557_38123_0:000f44|STRG.10016.1:1570-2343|+  -            258 66691at50557         -            296     0.015   13.4   0.0   2   2    0.0027      0.19    9.8   0.0    21    61    66   106    47   114 0.87 -
33043at50557_38123_0:000f44|STRG.10016.2:1790-2563|+  -            258 66691at50557         -            296     0.015   13.4   0.0   1   2       1.8   1.3e+02    0.6   0.0    69   100    28    59    17    66 0.75 -
33043at50557_38123_0:000f44|STRG.10016.2:1790-2563|+  -            258 66691at50557         -            296     0.015   13.4   0.0   2   2    0.0027      0.19    9.8   0.0    21    61    66   106    47   114 0.87 -
56752at50557_144034_0:000a3e|STRG.3896.3:261-2192|+   -            644 66691at50557         -            296     0.017   13.3   0.6   1   4         1        72    1.4   0.0    76   136   162   178   155   185 0.55 -
56752at50557_144034_0:000a3e|STRG.3896.3:261-2192|+   -            644 66691at50557         -            296     0.017   13.3   0.6   2   4     0.047       3.4    5.7   0.0   167   216   231   282   210   296 0.78 -
56752at50557_144034_0:000a3e|STRG.3896.3:261-2192|+   -            644 66691at50557         -            296     0.017   13.3   0.6   3   4      0.52        37    2.3   0.0    77   104   278   305   270   311 0.87 -
56752at50557_144034_0:000a3e|STRG.3896.3:261-2192|+   -            644 66691at50557         -            296     0.017   13.3   0.6   4   4       3.7   2.7e+02   -0.5   0.0   272   293   388   409   362   412 0.82 -
80377at50557_7237_0:001b62|STRG.8855.1:238-1095|+     -            286 66691at50557         -            296     0.019   13.1   0.7   1   2    0.0042       0.3    9.2   0.2    21    61    30    70     3    86 0.70 -
80377at50557_7237_0:001b62|STRG.8855.1:238-1095|+     -            286 66691at50557         -            296     0.019   13.1   0.7   2   2       1.6   1.1e+02    0.7   0.0   134   185   184   239   156   260 0.66 -
80377at50557_7237_0:001b62|STRG.8855.2:993-1850|+     -            286 66691at50557         -            296     0.019   13.1   0.7   1   2    0.0042       0.3    9.2   0.2    21    61    30    70     3    86 0.70 -
80377at50557_7237_0:001b62|STRG.8855.2:993-1850|+     -            286 66691at50557         -            296     0.019   13.1   0.7   2   2       1.6   1.1e+02    0.7   0.0   134   185   184   239   156   260 0.66 -
40115at50557_597456_0:00265e|STRG.2953.1:2366-3235|+  -            290 66691at50557         -            296     0.019   13.1  10.3   1   3    0.0044      0.31    9.1   0.7    22    69    83   132    77   158 0.77 -
40115at50557_597456_0:00265e|STRG.2953.1:2366-3235|+  -            290 66691at50557         -            296     0.019   13.1  10.3   2   3      0.38        27    2.8   0.3    23    52   175   204   164   216 0.82 -
40115at50557_597456_0:00265e|STRG.2953.1:2366-3235|+  -            290 66691at50557         -            296     0.019   13.1  10.3   3   3      0.19        13    3.8   0.1    15    57   248   290   239   290 0.86 -
40115at50557_597456_0:00265e|STRG.2953.2:1895-2764|+  -            290 66691at50557         -            296     0.019   13.1  10.3   1   3    0.0044      0.31    9.1   0.7    22    69    83   132    77   158 0.77 -
40115at50557_597456_0:00265e|STRG.2953.2:1895-2764|+  -            290 66691at50557         -            296     0.019   13.1  10.3   2   3      0.38        27    2.8   0.3    23    52   175   204   164   216 0.82 -
40115at50557_597456_0:00265e|STRG.2953.2:1895-2764|+  -            290 66691at50557         -            296     0.019   13.1  10.3   3   3      0.19        13    3.8   0.1    15    57   248   290   239   290 0.86 -
40115at50557_597456_0:00265e|STRG.2953.3:775-1644|+   -            290 66691at50557         -            296     0.019   13.1  10.3   1   3    0.0044      0.31    9.1   0.7    22    69    83   132    77   158 0.77 -
40115at50557_597456_0:00265e|STRG.2953.3:775-1644|+   -            290 66691at50557         -            296     0.019   13.1  10.3   2   3      0.38        27    2.8   0.3    23    52   175   204   164   216 0.82 -
40115at50557_597456_0:00265e|STRG.2953.3:775-1644|+   -            290 66691at50557         -            296     0.019   13.1  10.3   3   3      0.19        13    3.8   0.1    15    57   248   290   239   290 0.86 -
56752at50557_144034_0:000a3e|STRG.3896.2:261-2288|+   -            676 66691at50557         -            296     0.021   13.0   0.6   1   4       1.1        76    1.3   0.0    76   136   162   178   155   185 0.55 -
56752at50557_144034_0:000a3e|STRG.3896.2:261-2288|+   -            676 66691at50557         -            296     0.021   13.0   0.6   2   4     0.044       3.1    5.8   0.1   167   216   231   282   210   301 0.77 -
56752at50557_144034_0:000a3e|STRG.3896.2:261-2288|+   -            676 66691at50557         -            296     0.021   13.0   0.6   3   4      0.56        40    2.2   0.0    77   104   278   305   272   311 0.87 -
56752at50557_144034_0:000a3e|STRG.3896.2:261-2288|+   -            676 66691at50557         -            296     0.021   13.0   0.6   4   4       3.9   2.8e+02   -0.6   0.0   272   293   388   409   362   412 0.82 -
14512at50557_56086_0:000590|STRG.8034.10:1601-1954|+  -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.10:1601-1954|+  -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.11:1627-1980|+  -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.11:1627-1980|+  -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.12:1456-1809|+  -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.12:1456-1809|+  -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.13:752-1105|+   -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.13:752-1105|+   -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.2:1698-2051|+   -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.2:1698-2051|+   -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.3:1677-2030|+   -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.3:1677-2030|+   -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.4:1670-2023|+   -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.4:1670-2023|+   -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.5:1692-2045|+   -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.5:1692-2045|+   -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.6:1671-2024|+   -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.6:1671-2024|+   -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.7:1650-2003|+   -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.7:1650-2003|+   -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.8:1698-2051|+   -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.8:1698-2051|+   -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
14512at50557_56086_0:000590|STRG.8034.9:1698-2051|+   -            118 66691at50557         -            296     0.025   12.7   0.1   1   2     0.099       7.1    4.7   0.1   134   216     4    87     1    87 0.62 -
14512at50557_56086_0:000590|STRG.8034.9:1698-2051|+   -            118 66691at50557         -            296     0.025   12.7   0.1   2   2    0.0035      0.25    9.5   0.0    26    63    76   113    57   117 0.80 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 66691at50557         -            296      0.03   12.5   1.7   1   4       1.4        97    0.9   0.1   118   201    44   121    12   138 0.72 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 66691at50557         -            296      0.03   12.5   1.7   2   4       0.4        29    2.7   0.0    31    99    90   157    72   168 0.80 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 66691at50557         -            296      0.03   12.5   1.7   3   4     0.025       1.8    6.6   0.0    24    60   218   254   211   263 0.84 -
76755at50557_64793_0:0021c2|STRG.17876.1:129-1100|+   -            324 66691at50557         -            296      0.03   12.5   1.7   4   4       4.5   3.2e+02   -0.8   0.1   167   201   265   299   255   305 0.76 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 66691at50557         -            296     0.036   12.2   4.2   1   3       2.5   1.8e+02    0.0   0.0   169   196     7    34     1    45 0.57 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 66691at50557         -            296     0.036   12.2   4.2   2   3     0.015       1.1    7.4   0.3    28   153    47   166    34   204 0.61 -
80377at50557_30019_0:0008bb|STRG.1702.1:675-1442|+    -            256 66691at50557         -            296     0.036   12.2   4.2   3   3      0.37        26    2.8   0.1   274   293   229   248   212   251 0.82 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 66691at50557         -            296     0.036   12.2   4.2   1   3       2.5   1.8e+02    0.0   0.0   169   196     7    34     1    45 0.57 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 66691at50557         -            296     0.036   12.2   4.2   2   3     0.015       1.1    7.4   0.3    28   153    47   166    34   204 0.61 -
80377at50557_30019_0:0008bb|STRG.1702.2:172-939|+     -            256 66691at50557         -            296     0.036   12.2   4.2   3   3      0.37        26    2.8   0.1   274   293   229   248   212   251 0.82 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 66691at50557         -            296     0.036   12.2   4.2   1   3       2.5   1.8e+02    0.0   0.0   169   196     7    34     1    45 0.57 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 66691at50557         -            296     0.036   12.2   4.2   2   3     0.015       1.1    7.4   0.3    28   153    47   166    34   204 0.61 -
80377at50557_30019_0:0008bb|STRG.1702.3:118-885|+     -            256 66691at50557         -            296     0.036   12.2   4.2   3   3      0.37        26    2.8   0.1   274   293   229   248   212   251 0.82 -
48053at50557_7493_0:00220c|STRG.18192.1:1972-2790|+   -            273 66691at50557         -            296     0.047   11.8   0.1   1   2       1.3        92    1.0   0.0   154   184    51    81    39   105 0.78 -
48053at50557_7493_0:00220c|STRG.18192.1:1972-2790|+   -            273 66691at50557         -            296     0.047   11.8   0.1   2   2    0.0072      0.51    8.4   0.0    76   143   110   177    67   194 0.80 -
48053at50557_7493_0:00220c|STRG.18192.2:2254-3072|+   -            273 66691at50557         -            296     0.047   11.8   0.1   1   2       1.3        92    1.0   0.0   154   184    51    81    39   105 0.78 -
48053at50557_7493_0:00220c|STRG.18192.2:2254-3072|+   -            273 66691at50557         -            296     0.047   11.8   0.1   2   2    0.0072      0.51    8.4   0.0    76   143   110   177    67   194 0.80 -
48053at50557_7493_0:00220c|STRG.18192.3:2386-3204|+   -            273 66691at50557         -            296     0.047   11.8   0.1   1   2       1.3        92    1.0   0.0   154   184    51    81    39   105 0.78 -
48053at50557_7493_0:00220c|STRG.18192.3:2386-3204|+   -            273 66691at50557         -            296     0.047   11.8   0.1   2   2    0.0072      0.51    8.4   0.0    76   143   110   177    67   194 0.80 -
48053at50557_7493_0:00220c|STRG.18192.4:3526-4344|+   -            273 66691at50557         -            296     0.047   11.8   0.1   1   2       1.3        92    1.0   0.0   154   184    51    81    39   105 0.78 -
48053at50557_7493_0:00220c|STRG.18192.4:3526-4344|+   -            273 66691at50557         -            296     0.047   11.8   0.1   2   2    0.0072      0.51    8.4   0.0    76   143   110   177    67   194 0.80 -
48053at50557_7493_0:00220c|STRG.18192.5:2323-3141|+   -            273 66691at50557         -            296     0.047   11.8   0.1   1   2       1.3        92    1.0   0.0   154   184    51    81    39   105 0.78 -
48053at50557_7493_0:00220c|STRG.18192.5:2323-3141|+   -            273 66691at50557         -            296     0.047   11.8   0.1   2   2    0.0072      0.51    8.4   0.0    76   143   110   177    67   194 0.80 -
80377at50557_7091_0:0009ff|STRG.12458.1:437-1021|+    -            195 66691at50557         -            296     0.068   11.3   0.0   1   1    0.0021      0.15   10.2   0.0    22   119    11   109     5   119 0.74 -
80377at50557_7091_0:0009ff|STRG.12458.2:383-967|+     -            195 66691at50557         -            296     0.068   11.3   0.0   1   1    0.0021      0.15   10.2   0.0    22   119    11   109     5   119 0.74 -
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/66691at50557.hmm
# Target file:     annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas
# Option settings: hmmsearch --domtblout annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/hmmer_output/initial_run_results/66691at50557.out --cpu 1 /home/justine/projet_tutore/busco_downloads/lineages/insecta_odb10/hmms/66691at50557.hmm annotation_analysis/annotation_gcf/T_cornetzi/busco_output/run_insecta_odb10/metaeuk_output/initial_results/assembled_transcripts.fasta.modified.fas 
# Current dir:     /home/justine/projet_tutore
# Date:            Sun Dec  1 20:09:04 2024
# [ok]
